actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
359,PT09M02.00S,2021-11-27T04:26:26.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,70,50,2021-11-27T04:26:26Z,3420000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M41.00S,2021-11-27T04:29:36.2Z,3,REGULAR,3pt,Jump Shot,[],203081,73.66951379763469,13.725490196078432,1610612757,70,50,2021-11-27T04:51:14Z,3430000,-181.0,195.0,1,right,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
362,PT08M40.00S,2021-11-27T04:29:38.8Z,3,REGULAR,rebound,offensive,[],203468,,,1610612757,70,50,2021-11-27T04:29:38Z,3440000,,,0,,C. McCollum REBOUND (Off:2 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,361.0,5.0,3.0,2.0,,,,,,,
363,PT08M40.00S,2021-11-27T04:29:43.1Z,3,REGULAR,foul,personal,[],1629673,,,1610612757,70,50,2021-11-27T04:29:47Z,3450000,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 1626181]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,1201.0,,,,,,,,,,,,,2.0,0.0,Powell,1626181.0,
366,PT08M35.00S,2021-11-27T04:30:02.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,65.12196123521682,52.473958333333336,1610612757,70,50,2021-11-27T04:51:20Z,3470000,12.0,275.0,1,right,MISS C. McCollum 27' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
367,PT08M33.00S,2021-11-27T04:30:04.9Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,70,50,2021-11-27T04:32:30Z,3480000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,366.0,6.0,4.0,2.0,,,,,,,
368,PT08M17.00S,2021-11-27T04:30:21.1Z,3,REGULAR,turnover,lost ball,[],201939,,,1610612744,70,50,2021-11-27T04:30:23Z,3490000,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 203496]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,2.0,Covington,203496.0,,,,,,,,,,,,,,
369,PT08M17.00S,2021-11-27T04:30:21.1Z,3,REGULAR,steal,,[],203496,,,1610612757,70,50,2021-11-27T04:30:23Z,3500000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M12.00S,2021-11-27T04:30:25.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,92.85479632063075,43.627450980392155,1610612757,70,52,2021-11-27T04:36:54Z,3510000,-32.0,15.0,1,right,N. Powell running Layup (13 PTS) (R. Covington 2 AST),"[1626181, 203496]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,3.51,Made,13.0,,,,,R. Covington,203496.0,2.0,,,,,,,,,,,
372,PT08M00.00S,2021-11-27T04:30:37.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,22.683968462549277,10.53921568627451,1610612744,70,52,2021-11-27T04:30:40Z,3530000,197.0,161.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
373,PT07M57.00S,2021-11-27T04:30:40.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,70,52,2021-11-27T04:30:40Z,3540000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,372.0,4.0,3.0,1.0,,,,,,,
374,PT07M52.00S,2021-11-27T04:30:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,90.62089356110381,58.08823529411765,1610612757,70,52,2021-11-27T04:30:56Z,3550000,40.0,36.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 203110]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,5.39,Missed,,,,,,,,,,,,,Green,203110.0,,,,,
375,PT07M52.00S,2021-11-27T04:30:46.8Z,3,REGULAR,block,,[],203110,,,1610612757,70,52,2021-11-27T04:30:50Z,3560000,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M51.00S,2021-11-27T04:30:47.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,70,52,2021-11-27T04:30:56Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,374.0,,,,,,,,,,
377,PT07M51.00S,2021-11-27T04:30:53.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,70,52,2021-11-27T04:30:53Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M48.00S,2021-11-27T04:31:05.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203994,68.28186596583443,68.62745098039215,1610612757,70,52,2021-11-27T04:31:07Z,3590000,93.0,246.0,1,right,MISS J. Nurkic 26' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
379,PT07M45.00S,2021-11-27T04:31:08.4Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,70,52,2021-11-27T04:31:08Z,3600000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,378.0,4.0,4.0,0.0,,,,,,,
380,PT07M37.00S,2021-11-27T04:31:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.389618922470433,56.372549019607845,1610612744,72,52,2021-11-27T04:31:17Z,3610000,-32.0,8.0,1,left,D. Green Layup (9 PTS) (S. Curry 5 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,3.28,Made,9.0,,,,,S. Curry,201939.0,5.0,,,,,,,,,,,
382,PT07M22.00S,2021-11-27T04:31:31.4Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,72,52,2021-11-27T04:31:33Z,3630000,,,0,,D. Lillard bad pass TURNOVER (4 TO),"[203081, 203110]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,4.0,Green,203110.0,,,,,,,,,,,,,,
383,PT07M22.00S,2021-11-27T04:31:31.4Z,3,REGULAR,steal,,[],203110,,,1610612744,72,52,2021-11-27T04:31:33Z,3640000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M10.00S,2021-11-27T04:31:43.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,25.837713534822605,90.93137254901961,1610612744,72,52,2021-11-27T04:31:47Z,3650000,-205.0,190.0,1,left,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.96,Missed,,,,,,,,,,,,,,,,,,,
385,PT07M08.00S,2021-11-27T04:31:45.2Z,3,REGULAR,rebound,offensive,[],1629673,,,1610612744,72,52,2021-11-27T04:32:22Z,3660000,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,384.0,1.0,0.0,1.0,,,,,,,
386,PT07M04.00S,2021-11-27T04:31:49.2Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629673,8.754927726675426,67.15686274509804,1610612744,72,52,2021-11-27T04:38:42Z,3670000,-86.0,30.0,1,left,MISS J. Poole 9' floating Shot,[1629673],1610612744.0,GSW,floating,,,Poole,J. Poole,,,,,9.08,Missed,,,,,,,,,,,,,,,,,,,
387,PT07M02.00S,2021-11-27T04:31:51.2Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,72,52,2021-11-27T04:32:19Z,3680000,,,0,,R. Covington REBOUND (Off:1 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,386.0,4.0,3.0,1.0,,,,,,,
388,PT06M48.00S,2021-11-27T04:32:07.7Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612757,72,52,2021-11-27T04:32:13Z,3690000,,,0,,D. Green shooting personal FOUL (3 PF) (Nurkic 2 FT),"[203110, 203994]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,2534.0,,,,,,,,,,,,,3.0,0.0,Nurkic,203994.0,
390,PT06M48.00S,2021-11-27T04:32:34.7Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,72,53,2021-11-27T04:32:34Z,3710000,,,0,,J. Nurkic Free Throw 1 of 2 (10 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
391,PT06M48.00S,2021-11-27T04:32:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,72,53,2021-11-27T04:32:38Z,3720000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M48.00S,2021-11-27T04:34:18.7Z,3,REGULAR,memo,,[],0,,,1610612757,72,53,2021-11-27T04:50:59Z,3730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 389th CONSECUTIVE HOME SELLOUT
393,PT06M48.00S,2021-11-27T04:35:38.3Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,72,54,2021-11-27T04:35:38Z,3740000,,,0,,J. Nurkic Free Throw 2 of 2 (11 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
394,PT06M37.00S,2021-11-27T04:35:51.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,6.652431011826544,53.18627450980392,1610612744,74,54,2021-11-27T04:35:53Z,3750000,-16.0,10.0,1,left,A. Wiggins alley-oop DUNK (15 PTS) (D. Green 8 AST),"[203952, 203110]",1610612744.0,GSW,alley-oop,,,Wiggins,A. Wiggins,,,,,1.88,Made,15.0,,,,,D. Green,203110.0,8.0,,,,,,,,,,,
396,PT06M19.00S,2021-11-27T04:36:11.3Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612757,74,54,2021-11-27T04:36:16Z,3770000,,,0,,K. Looney shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1626172, 203994]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,1627534.0,,,,,,,,,,,,,2.0,0.0,Nurkic,203994.0,
398,PT06M19.00S,2021-11-27T04:36:32.4Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,74,55,2021-11-27T04:36:32Z,3790000,,,0,,J. Nurkic Free Throw 1 of 2 (12 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
399,PT06M19.00S,2021-11-27T04:36:45.3Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,74,56,2021-11-27T04:36:45Z,3800000,,,0,,J. Nurkic Free Throw 2 of 2 (13 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
400,PT06M03.00S,2021-11-27T04:37:02.7Z,3,REGULAR,3pt,Jump Shot,[],201939,23.078186596583443,90.93137254901961,1610612744,74,56,2021-11-27T04:37:07Z,3810000,-205.0,164.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
401,PT06M01.00S,2021-11-27T04:37:04.7Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,74,56,2021-11-27T04:38:29Z,3820000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,400.0,2.0,2.0,0.0,,,,,,,
402,PT05M52.00S,2021-11-27T04:37:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,91.40932982917214,38.970588235294116,1610612757,74,56,2021-11-27T04:37:15Z,3830000,-55.0,28.0,1,right,MISS N. Powell 6' driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,,
403,PT05M49.00S,2021-11-27T04:37:16.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,74,56,2021-11-27T04:37:16Z,3840000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,402.0,5.0,5.0,0.0,,,,,,,
404,PT05M45.00S,2021-11-27T04:37:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.966491458607096,54.90196078431373,1610612744,76,56,2021-11-27T04:37:27Z,3850000,-25.0,22.0,1,left,K. Looney Layup (10 PTS) (D. Green 9 AST),"[1626172, 203110]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,3.32,Made,10.0,,,,,D. Green,203110.0,9.0,,,,,,,,,,,
406,PT05M26.00S,2021-11-27T04:37:39.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,92.46057818659659,53.92156862745098,1610612757,76,58,2021-11-27T04:37:43Z,3870000,20.0,18.0,1,right,J. Nurkic driving DUNK (15 PTS) (C. McCollum 2 AST),"[203994, 203468]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.69,Made,15.0,,,,,C. McCollum,203468.0,2.0,,,,,,,,,,,
408,PT05M14.00S,2021-11-27T04:37:51.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,10.200394218134035,42.64705882352941,1610612744,76,58,2021-11-27T04:38:32Z,3890000,37.0,43.0,1,left,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,5.69,Missed,,,,,,,,,,,,,,,,,,,
409,PT05M12.00S,2021-11-27T04:37:53.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,76,58,2021-11-27T04:38:34Z,3900000,,,0,,R. Covington REBOUND (Off:1 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,408.0,5.0,4.0,1.0,,,,,,,
410,PT05M05.00S,2021-11-27T04:38:01.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.72339027595268,55.14705882352941,1610612757,76,60,2021-11-27T04:38:06Z,3910000,26.0,16.0,1,right,J. Nurkic reverse Layup (17 PTS) (D. Lillard 4 AST),"[203994, 203081]",1610612757.0,POR,reverse,,,Nurkic,J. Nurkic,,,,,3.02,Made,17.0,,,,,D. Lillard,203081.0,4.0,,,,,,,,,,,
412,PT05M05.00S,2021-11-27T04:38:11.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,76,60,2021-11-27T04:38:11Z,3930000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,out,[],201939,,,1610612744,76,60,2021-11-27T04:39:28Z,3940000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,76,60,2021-11-27T04:39:28Z,3950000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,out,[],203468,,,1610612744,76,60,2021-11-27T04:39:28Z,3960000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,out,[],203496,,,1610612744,76,60,2021-11-27T04:39:28Z,3970000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,76,60,2021-11-27T04:39:28Z,3980000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,in,[],203490,,,1610612744,76,60,2021-11-27T04:39:28Z,3990000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,in,[],1629014,,,1610612744,76,60,2021-11-27T04:39:28Z,4000000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M05.00S,2021-11-27T04:39:06.6Z,3,REGULAR,substitution,in,[],1629642,,,1610612744,76,60,2021-11-27T04:39:28Z,4010000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M45.00S,2021-11-27T04:39:53.2Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612744,76,60,2021-11-27T04:39:54Z,4020000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1629014]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,1.0,Simons,1629014.0,,,,,,,,,,,,,,
422,PT04M45.00S,2021-11-27T04:39:53.2Z,3,REGULAR,steal,,[],1629014,,,1610612757,76,60,2021-11-27T04:39:55Z,4030000,,,0,,A. Simons STEAL (2 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M43.00S,2021-11-27T04:39:58.7Z,3,REGULAR,foul,personal,[],1629673,,,1610612757,76,60,2021-11-27T04:40:01Z,4040000,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1629014]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,2534.0,,,,,,,,,,,,,3.0,0.0,Simons,1629014.0,
425,PT04M36.00S,2021-11-27T04:40:25.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203994,83.78777923784494,40.19607843137255,1610612757,76,60,2021-11-27T04:40:29Z,4060000,-49.0,100.0,1,right,MISS J. Nurkic 11' floating Shot,[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,11.13,Missed,,,,,,,,,,,,,,,,,,,
426,PT04M34.00S,2021-11-27T04:40:27.6Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,76,60,2021-11-27T04:43:46Z,4070000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:5),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,425.0,5.0,5.0,0.0,,,,,,,
427,PT04M23.00S,2021-11-27T04:40:38.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203110,7.5722733245729295,47.05882352941176,1610612744,78,60,2021-11-27T04:40:41Z,4080000,15.0,19.0,1,left,D. Green driving DUNK (11 PTS),[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,2.38,Made,11.0,,,,,,,,,,,,,,,,,,
428,PT04M06.00S,2021-11-27T04:40:55.2Z,3,REGULAR,2pt,Jump Shot,[],203081,90.75229960578186,22.058823529411764,1610612757,78,60,2021-11-27T04:40:58Z,4090000,-140.0,34.0,1,right,MISS D. Lillard 14' turnaround Shot,[203081],1610612757.0,POR,turnaround,,,Lillard,D. Lillard,,,,,14.39,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M04.00S,2021-11-27T04:40:57.2Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,78,60,2021-11-27T04:41:21Z,4100000,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,428.0,2.0,1.0,1.0,,,,,,,
430,PT03M49.00S,2021-11-27T04:41:12.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,16.245072273324574,63.23529411764706,1610612744,78,60,2021-11-27T04:41:15Z,4110000,-66.0,100.0,1,left,MISS J. Poole 12' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
431,PT03M46.00S,2021-11-27T04:41:16.2Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,78,60,2021-11-27T04:41:16Z,4120000,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,430.0,3.0,3.0,0.0,,,,,,,
432,PT03M35.00S,2021-11-27T04:41:27.6Z,3,REGULAR,3pt,Jump Shot,[],1629014,67.23061760840999,62.99019607843137,1610612757,78,60,2021-11-27T04:41:30Z,4130000,65.0,256.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M33.00S,2021-11-27T04:41:29.6Z,3,REGULAR,rebound,offensive,[],1629642,,,1610612757,78,60,2021-11-27T04:43:17Z,4140000,,,0,,N. Little REBOUND (Off:1 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,432.0,4.0,3.0,1.0,,,,,,,
434,PT03M29.00S,2021-11-27T04:41:33.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203081,70.64717477003943,18.627450980392158,1610612757,78,60,2021-11-27T04:41:35Z,4150000,-157.0,223.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M26.00S,2021-11-27T04:41:35.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,78,60,2021-11-27T04:41:35Z,4160000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,434.0,5.0,5.0,0.0,,,,,,,
436,PT03M16.00S,2021-11-27T04:41:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.178055190538765,43.872549019607845,1610612744,80,60,2021-11-27T04:41:48Z,4170000,31.0,15.0,1,left,J. Poole driving finger roll Layup (12 PTS) (D. Green 10 AST),"[1629673, 203110]",1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,3.41,Made,12.0,,,,,D. Green,203110.0,10.0,,,,,,,,,,,
438,PT03M06.00S,2021-11-27T04:41:55.3Z,3,REGULAR,3pt,Jump Shot,[],203994,68.41327201051249,19.607843137254903,1610612757,80,60,2021-11-27T04:41:57Z,4190000,-152.0,244.0,1,right,MISS J. Nurkic 28' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,,
439,PT03M04.00S,2021-11-27T04:41:57.3Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,80,60,2021-11-27T04:43:11Z,4200000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:6),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,438.0,6.0,6.0,0.0,,,,,,,
440,PT02M56.00S,2021-11-27T04:42:06.7Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612744,80,60,2021-11-27T04:42:36Z,4210000,,,0,,J. Nurkic shooting personal FOUL (4 PF) (Green 2 FT),"[203994, 203110]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,1627534.0,,,,,,,,,,,,,4.0,0.0,Green,203110.0,
442,PT02M56.00S,2021-11-27T04:42:44.8Z,3,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,80,60,2021-11-27T04:42:44Z,4230000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
443,PT02M56.00S,2021-11-27T04:42:44.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,80,60,2021-11-27T04:42:44Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,,
444,PT02M56.00S,2021-11-27T04:42:45.6Z,3,REGULAR,substitution,out,[],203952,,,1610612744,80,60,2021-11-27T04:42:57Z,4250000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M56.00S,2021-11-27T04:42:45.6Z,3,REGULAR,substitution,out,[],203994,,,1610612744,80,60,2021-11-27T04:42:57Z,4260000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M56.00S,2021-11-27T04:42:45.6Z,3,REGULAR,substitution,in,[],1629308,,,1610612744,80,60,2021-11-27T04:42:57Z,4270000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M56.00S,2021-11-27T04:42:45.6Z,3,REGULAR,substitution,in,[],1626204,,,1610612744,80,60,2021-11-27T04:42:57Z,4280000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M56.00S,2021-11-27T04:43:06.1Z,3,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,81,60,2021-11-27T04:43:06Z,4290000,,,0,,D. Green Free Throw 2 of 2 (12 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
449,PT02M43.00S,2021-11-27T04:43:24.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203490,,,1610612757,81,60,2021-11-27T05:30:16Z,4300000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Powell 2 FT),"[203490, 1626181]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,0.0,Powell,1626181.0,
