actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
179,PT11M44.00S,2021-12-09T03:45:35.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,92.19776609724047,44.36274509803921,1610612744,26,23,2021-12-09T03:47:09Z,1780000,-28.0,21.0,1,right,MISS G. Payton II running alley-oop DUNK,[1627780],1610612744.0,GSW,running alley-oop,,,Payton II,G. Payton II,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
180,PT11M41.00S,2021-12-09T03:45:38.8Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,26,23,2021-12-09T03:45:56Z,1790000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
181,PT11M39.00S,2021-12-09T03:45:40.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",202357,94.40999984741211,50.0,1610612744,28,23,2021-12-09T03:45:42Z,1800000,0.0,0.0,1,right,N. Bjelica tip Layup (2 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Made,,,,,,,,,,,2.0,,,,,,,,
182,PT11M34.00S,2021-12-09T03:45:44.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629642,7.966491458607096,58.82352941176471,1610612757,28,25,2021-12-09T03:47:48Z,1810000,-44.0,22.0,1,left,N. Little cutting DUNK (12 PTS) (D. Smith Jr. 1 AST),"[1629642, 1628372]",1610612757.0,POR,cutting,,,Little,N. Little,,,,,4.95,Made,,,,,,,,,,,12.0,,,D. Smith Jr.,1628372.0,1.0,,,
184,PT11M21.00S,2021-12-09T03:45:58.1Z,2,REGULAR,turnover,bad pass,[],1629308,,,1610612744,28,25,2021-12-09T03:45:59Z,1830000,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1626204]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,1.0,,,,,,,Nance Jr.,1626204.0,
185,PT11M21.00S,2021-12-09T03:45:58.1Z,2,REGULAR,steal,,[],1626204,,,1610612757,28,25,2021-12-09T03:46:00Z,1840000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M02.00S,2021-12-09T03:46:17.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626204,13.091327201051248,46.81372549019608,1610612757,28,25,2021-12-09T03:46:20Z,1850000,16.0,71.0,1,left,MISS L. Nance Jr. 7' turnaround Shot - blocked,"[1626204, 202357]",1610612757.0,POR,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,7.24,Missed,,,,,,,,,,,,Bjelica,202357.0,,,,,,
187,PT11M02.00S,2021-12-09T03:46:17.4Z,2,REGULAR,block,,[],202357,,,1610612757,28,25,2021-12-09T03:46:21Z,1860000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M00.00S,2021-12-09T03:46:19.4Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,28,25,2021-12-09T03:47:28Z,1870000,,,0,,N. Bjelica REBOUND (Off:1 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,186.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
189,PT10M47.00S,2021-12-09T03:46:32.9Z,2,REGULAR,3pt,Jump Shot,[],1627780,74.06373193166885,14.215686274509803,1610612744,28,25,2021-12-09T03:46:36Z,1880000,-179.0,191.0,1,right,MISS G. Payton II 26' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M45.00S,2021-12-09T03:46:34.9Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,28,25,2021-12-09T03:47:52Z,1890000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
191,PT10M39.00S,2021-12-09T03:46:40.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203463,24.52365308804205,86.02941176470588,1610612757,28,25,2021-12-09T03:46:44Z,1900000,-180.0,178.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M37.00S,2021-12-09T03:46:42.6Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,28,25,2021-12-09T03:47:23Z,1910000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
193,PT10M18.00S,2021-12-09T03:47:01.6Z,2,REGULAR,3pt,Jump Shot,[],201939,74.58935611038108,5.392156862745098,1610612744,28,25,2021-12-09T03:47:05Z,1920000,-223.0,186.0,1,right,MISS S. Curry 29' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,29.06,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M15.00S,2021-12-09T03:47:04.6Z,2,REGULAR,rebound,offensive,[],1629308,,,1610612744,28,25,2021-12-09T03:47:13Z,1930000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
195,PT10M14.00S,2021-12-09T03:47:10.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,28,25,2021-12-09T03:47:10Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M14.00S,2021-12-09T03:47:15.2Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,28,25,2021-12-09T03:47:19Z,1950000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M14.00S,2021-12-09T03:47:15.2Z,2,REGULAR,substitution,in,[],1627814,,,1610612744,28,25,2021-12-09T03:47:19Z,1960000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M06.00S,2021-12-09T03:47:37.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202357,74.98357424441524,11.27450980392157,1610612744,28,25,2021-12-09T03:47:40Z,1970000,-194.0,183.0,1,right,MISS N. Bjelica 26' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
199,PT10M04.00S,2021-12-09T03:47:39.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,28,25,2021-12-09T03:47:44Z,1980000,,,0,,N. Little REBOUND (Off:0 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,198.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
200,PT09M50.00S,2021-12-09T03:47:53.7Z,2,REGULAR,3pt,Jump Shot,[],1626204,31.750985545335087,28.921568627450984,1610612757,28,25,2021-12-09T03:47:56Z,1990000,105.0,246.0,1,left,MISS L. Nance Jr. 26' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M48.00S,2021-12-09T03:47:55.7Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,28,25,2021-12-09T03:49:22Z,2000000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
202,PT09M33.00S,2021-12-09T03:48:10.1Z,2,REGULAR,2pt,Jump Shot,[],202357,92.32917214191852,27.941176470588236,1610612744,28,25,2021-12-09T03:48:12Z,2010000,-110.0,20.0,1,right,MISS N. Bjelica 11' driving floating Shot,[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,11.2,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M31.00S,2021-12-09T03:48:12.1Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,28,25,2021-12-09T03:48:54Z,2020000,,,0,,S. Curry REBOUND (Off:2 Def:0),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,202.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
204,PT09M25.00S,2021-12-09T03:48:18.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629308,87.46714848883047,57.59803921568627,1610612744,28,25,2021-12-09T03:48:40Z,2030000,38.0,65.0,1,right,MISS J. Toscano-Anderson 7' driving DUNK - blocked,"[1629308, 1629642]",1610612744.0,GSW,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,7.56,Missed,,,,,,,,,,,,Little,1629642.0,,,,,,
205,PT09M25.00S,2021-12-09T03:48:18.9Z,2,REGULAR,block,,[],1629642,,,1610612744,28,25,2021-12-09T03:48:25Z,2040000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M23.00S,2021-12-09T03:48:20.9Z,2,REGULAR,rebound,offensive,[],1629308,,,1610612744,28,25,2021-12-09T03:48:40Z,2050000,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,204.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
207,PT09M21.00S,2021-12-09T03:48:29.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,28,25,2021-12-09T03:48:29Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M21.00S,2021-12-09T03:48:42.0Z,2,REGULAR,substitution,out,[],1629642,,,1610612744,28,25,2021-12-09T03:48:45Z,2070000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M21.00S,2021-12-09T03:48:42.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612744,28,25,2021-12-09T03:48:45Z,2080000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M19.00S,2021-12-09T03:48:59.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,66.70499342969777,81.86274509803921,1610612744,28,25,2021-12-09T03:49:02Z,2090000,159.0,260.0,1,right,MISS S. Curry 30' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,30.53,Missed,,,,,,,,,,,,,,,,,,,
211,PT09M17.00S,2021-12-09T03:49:01.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,28,25,2021-12-09T03:49:15Z,2100000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
212,PT09M10.00S,2021-12-09T03:49:10.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,28,25,2021-12-09T03:49:10Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M03.00S,2021-12-09T03:49:36.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,11.645860709592641,49.754901960784316,1610612757,28,27,2021-12-09T03:49:39Z,2120000,1.0,57.0,1,left,L. Nance Jr. turnaround Hook (2 PTS),[1626204],1610612757.0,POR,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,5.7,Made,,,,,,,,,,,2.0,,,,,,,,
214,PT08M54.00S,2021-12-09T03:49:47.1Z,2,REGULAR,foul,personal,[],1626204,,,1610612744,28,27,2021-12-09T03:49:50Z,2130000,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 201939]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,203593.0,1.0,0.0,Curry,201939.0,,,,,,,,,,
216,PT08M48.00S,2021-12-09T03:50:16.5Z,2,REGULAR,3pt,Jump Shot,[],201939,71.96123521681997,11.519607843137255,1610612744,28,27,2021-12-09T03:50:19Z,2150000,-192.0,211.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,,
217,PT08M44.00S,2021-12-09T03:50:21.1Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,28,27,2021-12-09T03:50:21Z,2160000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,216.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
218,PT08M35.00S,2021-12-09T03:50:30.3Z,2,REGULAR,3pt,Jump Shot,[],1628372,32.933639947437584,53.67647058823529,1610612757,28,27,2021-12-09T03:50:33Z,2170000,-18.0,257.0,1,left,MISS D. Smith Jr. 25' 3PT,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M32.00S,2021-12-09T03:50:33.4Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,28,27,2021-12-09T03:50:33Z,2180000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
220,PT08M24.00S,2021-12-09T03:50:45.8Z,2,REGULAR,foul,offensive,[],202357,,,1610612744,28,27,2021-12-09T03:51:03Z,2190000,,,0,,N. Bjelica offensive FOUL (1 PF),"[202357, 203463]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,203593.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,
222,PT08M24.00S,2021-12-09T03:50:45.8Z,2,REGULAR,turnover,offensive foul,[],202357,,,1610612744,28,27,2021-12-09T03:50:55Z,2210000,,,0,,N. Bjelica offensive foul TURNOVER (1 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,203593.0,,,,,1.0,,,,,,,,,
223,PT08M10.00S,2021-12-09T03:51:13.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203503,26.757555847568987,14.705882352941178,1610612757,28,27,2021-12-09T03:51:16Z,2220000,176.0,199.0,1,left,MISS T. Snell 26' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M08.00S,2021-12-09T03:51:15.4Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,28,27,2021-12-09T03:51:36Z,2230000,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,223.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
225,PT07M57.00S,2021-12-09T03:51:26.7Z,2,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,28,27,2021-12-09T03:51:31Z,2240000,,,0,,J. Toscano-Anderson step out-of-bounds TURNOVER (2 TO),[1629308],1610612744.0,GSW,step,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,1162.0,,,,,2.0,,,,,,,,,
226,PT07M43.00S,2021-12-09T03:51:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,7.440867279894875,55.14705882352941,1610612757,28,27,2021-12-09T03:51:58Z,2250000,-26.0,17.0,1,left,MISS N. Powell driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
227,PT07M41.00S,2021-12-09T03:51:57.3Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,28,27,2021-12-09T03:52:16Z,2260000,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:3),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,226.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
228,PT07M33.00S,2021-12-09T03:52:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,90.3580814717477,50.73529411764706,1610612744,30,27,2021-12-09T03:52:06Z,2270000,4.0,38.0,1,right,D. Lee driving finger roll Layup (2 PTS) (J. Toscano-Anderson 1 AST),"[1627814, 1629308]",1610612744.0,GSW,driving finger roll,,,Lee,D. Lee,,,,,3.83,Made,,,,,,,,,,,2.0,,,J. Toscano-Anderson,1629308.0,1.0,,,
230,PT07M32.00S,2021-12-09T03:52:10.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,30,27,2021-12-09T03:52:10Z,2290000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],202357,,,1610612757,30,27,2021-12-09T03:55:19Z,2300000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],201939,,,1610612757,30,27,2021-12-09T03:55:19Z,2310000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],1629308,,,1610612757,30,27,2021-12-09T03:55:19Z,2320000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,30,27,2021-12-09T03:55:19Z,2330000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],203503,,,1610612757,30,27,2021-12-09T03:55:19Z,2340000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,out,[],203463,,,1610612757,30,27,2021-12-09T03:55:19Z,2350000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],1629673,,,1610612757,30,27,2021-12-09T03:55:19Z,2360000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],203952,,,1610612757,30,27,2021-12-09T03:55:19Z,2370000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],1626172,,,1610612757,30,27,2021-12-09T03:55:19Z,2380000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],203496,,,1610612757,30,27,2021-12-09T03:55:19Z,2390000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,30,27,2021-12-09T03:55:19Z,2400000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M32.00S,2021-12-09T03:54:59.3Z,2,REGULAR,substitution,in,[],203994,,,1610612757,30,27,2021-12-09T03:55:19Z,2410000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M13.00S,2021-12-09T03:55:51.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,12.040078843626807,46.81372549019608,1610612757,30,27,2021-12-09T03:56:00Z,2420000,16.0,61.0,1,left,MISS J. Nurkic 6' driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M10.00S,2021-12-09T03:55:54.8Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,30,27,2021-12-09T03:55:54Z,2430000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
245,PT06M56.00S,2021-12-09T03:56:08.7Z,2,REGULAR,3pt,Jump Shot,[],1627814,79.05716162943496,91.17647058823529,1610612744,30,27,2021-12-09T03:56:11Z,2440000,206.0,144.0,1,right,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
246,PT06M53.00S,2021-12-09T03:56:11.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,27,2021-12-09T03:56:11Z,2450000,,,0,,J. Nurkic REBOUND (Off:1 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,245.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
247,PT06M46.00S,2021-12-09T03:56:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,8.229303547963205,43.38235294117647,1610612757,30,29,2021-12-09T03:56:21Z,2460000,33.0,25.0,1,left,J. Nurkic Layup (4 PTS) (D. Smith Jr. 2 AST),"[203994, 1628372]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,4.14,Made,,,,,,,,,,,4.0,,,D. Smith Jr.,1628372.0,2.0,,,
249,PT06M27.00S,2021-12-09T03:56:37.5Z,2,REGULAR,3pt,Jump Shot,[],203490,76.42904073587385,86.51960784313727,1610612744,33,29,2021-12-09T03:56:40Z,2480000,183.0,169.0,1,right,O. Porter Jr. 24' 3PT  (3 PTS) (K. Looney 1 AST),"[203490, 1626172]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.89,Made,,,,,,,,,,,3.0,,,K. Looney,1626172.0,1.0,,,
251,PT06M07.00S,2021-12-09T03:56:57.8Z,2,REGULAR,turnover,lost ball,[],1628372,,,1610612757,33,29,2021-12-09T03:56:59Z,2500000,,,0,,D. Smith Jr. lost ball TURNOVER (2 TO),"[1628372, 1626172]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,2.0,,,,,,,Looney,1626172.0,
252,PT06M07.00S,2021-12-09T03:56:57.8Z,2,REGULAR,steal,,[],1626172,,,1610612744,33,29,2021-12-09T03:56:59Z,2510000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M55.00S,2021-12-09T03:57:09.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629673,83.13074901445466,42.8921568627451,1610612744,33,29,2021-12-09T03:57:12Z,2520000,-36.0,106.0,1,right,MISS J. Poole 11' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,11.19,Missed,,,,,,,,,,,,,,,,,,,
254,PT05M52.00S,2021-12-09T03:57:13.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,33,29,2021-12-09T03:57:13Z,2530000,,,0,,J. Nurkic REBOUND (Off:1 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,253.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
255,PT05M45.00S,2021-12-09T03:57:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629642,24.655059132720105,84.55882352941177,1610612757,33,32,2021-12-09T03:57:23Z,2540000,-173.0,179.0,1,left,N. Little 24' 3PT  (15 PTS) (N. Powell 2 AST),"[1629642, 1626181]",1610612757.0,POR,,,,Little,N. Little,,,,,24.9,Made,,,,,,,,,,,15.0,,,N. Powell,1626181.0,2.0,,,
257,PT05M22.00S,2021-12-09T03:57:42.9Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612744,33,32,2021-12-09T03:57:52Z,2560000,,,0,,N. Powell shooting personal FOUL (1 PF) (Lee 2 FT),"[1626181, 1627814]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,200832.0,1.0,0.0,Lee,1627814.0,,,,,,,,,,
259,PT05M22.00S,2021-12-09T03:58:18.3Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,34,32,2021-12-09T03:58:18Z,2580000,,,0,,D. Lee Free Throw 1 of 2 (3 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
260,PT05M22.00S,2021-12-09T03:58:21.1Z,2,REGULAR,substitution,out,[],203490,,,1610612744,34,32,2021-12-09T03:58:24Z,2590000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M22.00S,2021-12-09T03:58:21.1Z,2,REGULAR,substitution,in,[],203110,,,1610612744,34,32,2021-12-09T03:58:24Z,2600000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M22.00S,2021-12-09T03:58:45.3Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,35,32,2021-12-09T03:58:45Z,2610000,,,0,,D. Lee Free Throw 2 of 2 (4 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
