actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
182,PT10M51.00S,2022-02-28T01:17:01.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203915,5.601182654402102,47.549019607843135,1610612742,39,26,2022-02-28T01:22:09Z,1790000,12.0,0.0,1,left,S. Dinwiddie running Layup (6 PTS) (J. Brunson 1 AST),"[203915, 1628973]",1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,1.23,Made,,,,,6.0,J. Brunson,1628973.0,1.0,,,
184,PT10M43.00S,2022-02-28T01:17:10.3Z,2,REGULAR,foul,offensive,[],1627814,,,1610612744,39,26,2022-02-28T01:17:29Z,1810000,,,0,,D. Lee off-the-ball offensive FOUL (1 PF),"[1627814, 1628467]",1610612744.0,GSW,off-the-ball,,,Lee,D. Lee,,,,,1162.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
186,PT10M43.00S,2022-02-28T01:17:10.3Z,2,REGULAR,turnover,offensive foul,[],1627814,,,1610612744,39,26,2022-02-28T01:17:29Z,1830000,,,0,,D. Lee offensive foul TURNOVER (1 TO),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,1201.0,,,,,1.0,,,,,,,,,,,,,,,
187,PT10M29.00S,2022-02-28T01:17:34.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203915,20.97568988173456,29.65686274509804,1610612742,39,28,2022-02-28T01:22:51Z,1840000,102.0,145.0,1,left,S. Dinwiddie 17' step back Jump Shot (8 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,17.69,Made,,,,,8.0,,,,,,
188,PT10M08.00S,2022-02-28T01:17:55.0Z,2,REGULAR,3pt,Jump Shot,[],1627814,68.54467805519053,59.31372549019608,1610612744,42,28,2022-02-28T01:18:00Z,1850000,47.0,243.0,1,right,D. Lee 24' 3PT  (3 PTS) (S. Curry 5 AST),"[1627814, 201939]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,24.76,Made,,,,,3.0,S. Curry,201939.0,5.0,,,
190,PT09M54.00S,2022-02-28T01:18:09.7Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,42,28,2022-02-28T01:18:16Z,1870000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630228]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,1.0,Kuminga,1630228.0,,,,,,,,,,,,,
191,PT09M54.00S,2022-02-28T01:18:09.7Z,2,REGULAR,steal,,[],1630228,,,1610612744,42,28,2022-02-28T01:18:12Z,1880000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M50.00S,2022-02-28T01:18:15.9Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,42,28,2022-02-28T01:18:28Z,1890000,,,0,,J. Kuminga charge offensive FOUL (2 PF),"[1630228, 1628973]",1610612744.0,GSW,charge,,,Kuminga,J. Kuminga,,,,,202049.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
194,PT09M50.00S,2022-02-28T01:18:15.9Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,42,28,2022-02-28T01:18:15Z,1910000,,,0,,J. Kuminga offensive foul TURNOVER (2 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,202049.0,,,,,2.0,,,,,,,,,,,,,,,
195,PT09M50.00S,2022-02-28T01:18:31.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,42,28,2022-02-28T01:18:36Z,1920000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M50.00S,2022-02-28T01:18:31.1Z,2,REGULAR,substitution,in,[],203493,,,1610612742,42,28,2022-02-28T01:18:36Z,1930000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M50.00S,2022-02-28T01:18:47.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,42,28,2022-02-28T01:18:54Z,1940000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M50.00S,2022-02-28T01:19:46.7Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612742,42,28,2022-02-28T01:21:17Z,1990000,,,0,,,[],1610612744.0,GSW,stands,,,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,,
203,PT09M38.00S,2022-02-28T01:22:24.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203493,4.5499342969776615,95.09803921568627,1610612742,42,31,2022-02-28T01:22:29Z,2000000,-225.0,-10.0,1,left,R. Bullock 3PT  (6 PTS) (S. Dinwiddie 2 AST),"[203493, 203915]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,22.57,Made,,,,,6.0,S. Dinwiddie,203915.0,2.0,,,
205,PT09M16.00S,2022-02-28T01:22:45.8Z,2,REGULAR,3pt,Jump Shot,[],203490,69.07030223390277,63.970588235294116,1610612744,42,31,2022-02-28T01:22:50Z,2020000,70.0,238.0,1,right,MISS O. Porter Jr. 24' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,24.82,Missed,,,,,,,,,,,
206,PT09M13.00S,2022-02-28T01:22:48.8Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,42,31,2022-02-28T01:22:50Z,2030000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,205.0,3.0,3.0,0.0,,,,,,,
207,PT09M08.00S,2022-02-28T01:22:54.3Z,2,REGULAR,3pt,Jump Shot,[],202722,35.167542706964525,48.28431372549019,1610612742,42,34,2022-02-28T01:23:03Z,2040000,9.0,278.0,1,left,D. Bertans 27' 3PT  (6 PTS) (S. Dinwiddie 3 AST),"[202722, 203915]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,27.82,Made,,,,,6.0,S. Dinwiddie,203915.0,3.0,,,
209,PT08M51.00S,2022-02-28T01:23:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,87.07293035479631,40.931372549019606,1610612744,44,34,2022-02-28T01:25:05Z,2060000,-45.0,69.0,1,right,O. Porter Jr. 8' floating Jump Shot (2 PTS) (N. Bjelica 1 AST),"[203490, 202357]",1610612744.0,GSW,floating,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,8.25,Made,,,,,2.0,N. Bjelica,202357.0,1.0,,,
211,PT08M39.00S,2022-02-28T01:23:23.1Z,2,REGULAR,2pt,Jump Shot,[],1628973,7.966491458607096,27.696078431372552,1610612742,44,36,2022-02-28T01:23:31Z,2080000,112.0,22.0,1,left,J. Brunson 11' turnaround fadeaway Jump Shot (6 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,,,,,,,,,11.37,Made,,,,,6.0,,,,,,
212,PT08M27.00S,2022-02-28T01:23:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612744,44,36,2022-02-28T01:23:48Z,2090000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628973, 203490]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,1201.0,2.0,0.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,
214,PT08M27.00S,2022-02-28T01:24:04.9Z,2,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,45,36,2022-02-28T01:24:05Z,2110000,,,0,,O. Porter Jr. Free Throw 1 of 2 (3 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
215,PT08M27.00S,2022-02-28T01:24:11.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612744,45,36,2022-02-28T01:24:17Z,2120000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M27.00S,2022-02-28T01:24:11.4Z,2,REGULAR,substitution,in,[],203939,,,1610612744,45,36,2022-02-28T01:24:17Z,2130000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M27.00S,2022-02-28T01:24:35.5Z,2,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,46,36,2022-02-28T01:24:35Z,2140000,,,0,,O. Porter Jr. Free Throw 2 of 2 (4 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
218,PT08M20.00S,2022-02-28T01:24:46.3Z,2,REGULAR,foul,personal,[],1630228,,,1610612742,46,36,2022-02-28T01:26:59Z,2150000,,,0,,J. Kuminga personal FOUL (3 PF),"[1630228, 203915]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,202049.0,3.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
220,PT08M20.00S,2022-02-28T01:25:01.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612742,46,36,2022-02-28T01:25:04Z,2170000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M20.00S,2022-02-28T01:25:01.6Z,2,REGULAR,substitution,in,[],1629308,,,1610612742,46,36,2022-02-28T01:25:04Z,2180000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M10.00S,2022-02-28T01:25:19.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,13.222733245729303,45.09803921568628,1610612742,46,38,2022-02-28T01:27:31Z,2190000,25.0,72.0,1,left,S. Dinwiddie 7' driving floating Jump Shot (10 PTS),[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,7.59,Made,,,,,10.0,,,,,,
223,PT07M53.00S,2022-02-28T01:25:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.9060446780552,51.71568627450981,1610612744,48,38,2022-02-28T01:25:45Z,2200000,9.0,5.0,1,right,S. Curry driving Layup (9 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,,,,0.98,Made,,,,,9.0,,,,,,
224,PT07M45.00S,2022-02-28T01:25:44.3Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,48,38,2022-02-28T01:25:48Z,2210000,,,0,,S. Dinwiddie bad pass TURNOVER (2 TO),"[203915, 202357]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,2.0,Bjelica,202357.0,,,,,,,,,,,,,
225,PT07M45.00S,2022-02-28T01:25:44.3Z,2,REGULAR,steal,,[],202357,,,1610612744,48,38,2022-02-28T01:25:46Z,2220000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M36.00S,2022-02-28T01:25:52.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,76.03482260183968,7.107843137254902,1610612744,48,38,2022-02-28T01:26:00Z,2230000,-214.0,173.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,27.54,Missed,,,,,,,,,,,
227,PT07M33.00S,2022-02-28T01:25:55.3Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,48,38,2022-02-28T01:26:00Z,2240000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,,,
228,PT07M23.00S,2022-02-28T01:26:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,8.09789750328515,48.529411764705884,1610612742,48,38,2022-02-28T01:30:57Z,2250000,7.0,24.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,,,,,,,,2.47,Missed,,,,,,,,,,,
229,PT07M19.00S,2022-02-28T01:26:09.9Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,48,38,2022-02-28T01:42:04Z,2260000,,,0,,N. Bjelica REBOUND (Off:0 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,228.0,3.0,3.0,0.0,,,,,,,
230,PT07M10.00S,2022-02-28T01:26:19.4Z,2,REGULAR,2pt,Jump Shot,[],201939,87.72996057818659,28.431372549019606,1610612744,48,38,2022-02-28T01:32:14Z,2270000,-108.0,63.0,1,right,MISS S. Curry 12' driving floating bank Shot,[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,,,,,,,,,12.48,Missed,,,,,,,,,,,
231,PT07M02.00S,2022-02-28T01:26:27.4Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,48,38,2022-02-28T01:26:32Z,2280000,,,0,,N. Bjelica REBOUND (Off:1 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,230.0,4.0,3.0,1.0,,,,,,,
232,PT07M02.00S,2022-02-28T01:26:26.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202357,94.40999984741211,50.0,1610612744,50,38,2022-02-28T01:32:44Z,2290000,0.0,0.0,1,right,N. Bjelica tip Layup (5 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,,,,,,,,,0.0,Made,,,,,5.0,,,,,,
233,PT06M59.00S,2022-02-28T01:26:35.2Z,2,REGULAR,foul,personal,[],1629308,,,1610612742,50,38,2022-02-28T01:26:45Z,2300000,,,0,,J. Toscano-Anderson personal FOUL (1 PF),"[1629308, 203939]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,1201.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,,
235,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,out,[],1627814,,,1610612742,50,38,2022-02-28T01:26:57Z,2320000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,50,38,2022-02-28T01:26:57Z,2330000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,out,[],203915,,,1610612742,50,38,2022-02-28T01:26:57Z,2340000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,in,[],203952,,,1610612742,50,38,2022-02-28T01:26:57Z,2350000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,50,38,2022-02-28T01:26:57Z,2360000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M59.00S,2022-02-28T01:26:42.2Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,50,38,2022-02-28T01:26:57Z,2370000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M49.00S,2022-02-28T01:27:15.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,8.09789750328515,3.1862745098039214,1610612742,50,41,2022-02-28T01:27:20Z,2380000,234.0,24.0,1,left,D. Finney-Smith 3PT  (3 PTS) (D. Powell 1 AST),"[1627827, 203939]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,23.53,Made,,,,,3.0,D. Powell,203939.0,1.0,,,
243,PT06M47.00S,2022-02-28T01:27:22.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,50,41,2022-02-28T01:27:22Z,2400000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,out,[],202357,,,1610612744,50,41,2022-02-28T01:30:33Z,2410000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,out,[],201939,,,1610612744,50,41,2022-02-28T01:30:33Z,2420000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,out,[],1629308,,,1610612744,50,41,2022-02-28T01:30:33Z,2430000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,50,41,2022-02-28T01:30:33Z,2440000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,50,41,2022-02-28T01:30:33Z,2450000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M47.00S,2022-02-28T01:29:54.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,50,41,2022-02-28T01:30:33Z,2460000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M24.00S,2022-02-28T01:31:07.2Z,2,REGULAR,2pt,Jump Shot,[],203952,76.82325886990802,77.45098039215686,1610612744,50,41,2022-02-28T01:34:17Z,2470000,137.0,165.0,1,right,MISS A. Wiggins 21' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,,,,21.5,Missed,,,,,,,,,,,
251,PT06M21.00S,2022-02-28T01:31:10.2Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,50,41,2022-02-28T01:31:13Z,2480000,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,250.0,3.0,2.0,1.0,,,,,,,
252,PT06M09.00S,2022-02-28T01:31:25.8Z,2,REGULAR,foul,offensive,[],203939,,,1610612742,50,41,2022-02-28T01:31:47Z,2490000,,,0,,D. Powell off-the-ball offensive FOUL (2 PF),"[203939, 1630541]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,202049.0,2.0,0.0,Moody,1630541.0,,,,,,,,,,,,,,,,
254,PT06M09.00S,2022-02-28T01:31:25.8Z,2,REGULAR,turnover,offensive foul,[],203939,,,1610612742,50,41,2022-02-28T01:31:25Z,2510000,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,202049.0,,,,,1.0,,,,,,,,,,,,,,,
255,PT05M55.00S,2022-02-28T01:31:54.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,88.78120893561103,95.34313725490196,1610612744,50,41,2022-02-28T01:32:00Z,2520000,227.0,53.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,23.28,Missed,,,,,,,,,,,
256,PT05M52.00S,2022-02-28T01:31:57.8Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,50,41,2022-02-28T01:32:00Z,2530000,,,0,,D. Powell REBOUND (Off:1 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,255.0,4.0,3.0,1.0,,,,,,,
257,PT05M40.00S,2022-02-28T01:32:10.3Z,2,REGULAR,3pt,Jump Shot,[],203493,11.12023653088042,4.901960784313726,1610612742,50,41,2022-02-28T01:32:17Z,2540000,225.0,52.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,23.14,Missed,,,,,,,,,,,
258,PT05M38.00S,2022-02-28T01:32:12.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,50,41,2022-02-28T01:32:17Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,
259,PT05M38.00S,2022-02-28T01:32:16.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,50,41,2022-02-28T01:32:16Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M25.00S,2022-02-28T01:32:43.0Z,2,REGULAR,2pt,Jump Shot,[],203952,82.7365308804205,74.50980392156863,1610612744,50,41,2022-02-28T01:32:52Z,2570000,123.0,110.0,1,right,MISS A. Wiggins 16' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,,,,16.45,Missed,,,,,,,,,,,
261,PT05M21.00S,2022-02-28T01:32:47.0Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,50,41,2022-02-28T01:32:52Z,2580000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,260.0,3.0,2.0,1.0,,,,,,,
262,PT05M19.00S,2022-02-28T01:32:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,93.51182654402102,52.450980392156865,1610612744,52,41,2022-02-28T01:33:31Z,2590000,12.0,8.0,1,right,A. Wiggins cutting Layup (13 PTS) (K. Looney 3 AST),"[203952, 1626172]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,1.5,Made,,,,,13.0,K. Looney,1626172.0,3.0,,,
264,PT05M07.00S,2022-02-28T01:33:16.4Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612742,52,41,2022-02-28T01:33:23Z,2610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M54.00S,2022-02-28T01:34:10.0Z,2,REGULAR,3pt,Jump Shot,[],203493,27.151773981603156,22.30392156862745,1610612742,52,44,2022-02-28T01:34:46Z,2620000,138.0,203.0,1,left,R. Bullock 24' 3PT  (9 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,24.55,Made,,,,,9.0,D. Finney-Smith,1627827.0,1.0,,,
267,PT04M51.00S,2022-02-28T01:34:18.8Z,2,REGULAR,stoppage,other,[],0,,,1610612744,52,44,2022-02-28T01:34:18Z,2640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M30.00S,2022-02-28T01:34:42.0Z,2,REGULAR,3pt,Jump Shot,[],203952,67.88764783180025,66.42156862745098,1610612744,52,44,2022-02-28T01:34:51Z,2650000,82.0,249.0,1,right,MISS A. Wiggins 26' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,,,,26.26,Missed,,,,,,,,,,,
269,PT04M30.00S,2022-02-28T01:34:42.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,52,44,2022-02-28T01:34:51Z,2660000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,
270,PT04M17.00S,2022-02-28T01:34:54.5Z,2,REGULAR,3pt,Jump Shot,[],1627827,5.601182654402102,94.36274509803921,1610612742,52,44,2022-02-28T01:35:00Z,2670000,-222.0,0.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,22.18,Missed,,,,,,,,,,,
271,PT04M13.00S,2022-02-28T01:34:58.5Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,52,44,2022-02-28T01:35:00Z,2680000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,270.0,1.0,1.0,0.0,,,,,,,
272,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,out,[],203490,,,1610612744,52,44,2022-02-28T01:35:48Z,2690000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,52,44,2022-02-28T01:35:48Z,2700000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,out,[],203939,,,1610612744,52,44,2022-02-28T01:35:48Z,2710000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,out,[],202722,,,1610612744,52,44,2022-02-28T01:35:48Z,2720000,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,in,[],201939,,,1610612744,52,44,2022-02-28T01:35:48Z,2730000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
