actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
180,PT10M50.00S,2021-11-04T02:40:36.4Z,2,REGULAR,2pt,Jump Shot,[],1629023,10.463206307490145,30.637254901960787,1610612766,26,26,2021-11-04T02:40:39Z,1800000,97.0,46.0,1,left,MISS P. Washington 10' turnaround Shot - blocked,"[1629023, 201939]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,10.71,Missed,,,,,,,,,,,,,,,,,,Curry,201939.0
181,PT10M50.00S,2021-11-04T02:40:36.4Z,2,REGULAR,block,,[],201939,,,1610612766,26,26,2021-11-04T02:40:41Z,1810000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M50.00S,2021-11-04T02:40:42.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,26,26,2021-11-04T02:40:42Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,
183,PT10M50.00S,2021-11-04T02:40:44.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,26,26,2021-11-04T02:40:44Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M41.00S,2021-11-04T02:40:58.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,31.35676741130092,23.284313725490197,1610612766,26,26,2021-11-04T02:41:01Z,1840000,134.0,242.0,1,left,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M39.00S,2021-11-04T02:41:00.7Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,26,26,2021-11-04T02:41:29Z,1850000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
186,PT10M27.00S,2021-11-04T02:41:12.1Z,2,REGULAR,3pt,Jump Shot,[],203490,66.17936925098554,50.245098039215684,1610612744,26,26,2021-11-04T02:41:14Z,1860000,1.0,265.0,1,right,MISS O. Porter Jr. 26' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M24.00S,2021-11-04T02:41:15.6Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,26,26,2021-11-04T02:41:15Z,1870000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
188,PT10M19.00S,2021-11-04T02:41:23.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,26,26,2021-11-04T02:41:23Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M05.00S,2021-11-04T02:41:53.4Z,2,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,26,26,2021-11-04T02:49:12Z,1890000,,,0,,T. Rozier step out-of-bounds TURNOVER (2 TO),[1626179],1610612766.0,CHA,step,,,Rozier,T. Rozier,,,,,,,,,,,,,,,1204.0,2.0,,,,,,,,,
190,PT09M58.00S,2021-11-04T02:42:01.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,66.83639947437582,69.6078431372549,1610612744,26,26,2021-11-04T02:42:06Z,1900000,98.0,259.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M56.00S,2021-11-04T02:42:03.2Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,26,26,2021-11-04T02:42:19Z,1910000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
192,PT09M49.00S,2021-11-04T02:42:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202397,7.440867279894875,45.09803921568628,1610612766,26,28,2021-11-04T02:42:12Z,1920000,25.0,17.0,1,left,I. Smith Layup (2 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,3.01,Made,,,,,2.0,,,,,,,,,,,,,,
193,PT09M26.00S,2021-11-04T02:42:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,91.27792378449409,60.049019607843135,1610612744,26,28,2021-11-04T02:48:32Z,1930000,50.0,29.0,1,right,MISS O. Porter Jr. reverse Layup,[203490],1610612744.0,GSW,reverse,,,Porter Jr.,O. Porter Jr.,,,,,5.82,Missed,,,,,,,,,,,,,,,,,,,
194,PT09M23.00S,2021-11-04T02:42:35.1Z,2,REGULAR,rebound,offensive,[],1629308,,,1610612744,26,28,2021-11-04T02:42:58Z,1940000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:0),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,193.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
195,PT09M21.00S,2021-11-04T02:42:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,94.40999984741211,50.0,1610612744,26,28,2021-11-04T02:42:37Z,1950000,0.0,0.0,1,right,MISS J. Toscano-Anderson tip Layup,[1629308],1610612744.0,GSW,tip,,,Toscano-Anderson,J. Toscano-Anderson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M20.00S,2021-11-04T02:42:38.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,26,28,2021-11-04T02:42:38Z,1960000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
197,PT09M17.00S,2021-11-04T02:42:44.2Z,2,REGULAR,foul,personal,['2freethrow'],201939,,,1610612766,26,28,2021-11-04T02:42:52Z,1970000,,,0,,S. Curry shooting personal FOUL (1 PF) (Bridges 2 FT),"[201939, 1628970]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,1204.0,,,,1.0,0.0,Bridges,1628970.0,,,
199,PT09M17.00S,2021-11-04T02:43:13.0Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,26,29,2021-11-04T02:43:13Z,1990000,,,0,,M. Bridges Free Throw 1 of 2 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
200,PT09M17.00S,2021-11-04T02:43:23.0Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,26,29,2021-11-04T02:43:23Z,2000000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M15.00S,2021-11-04T02:43:23.9Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,26,29,2021-11-04T02:43:23Z,2010000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
202,PT09M00.00S,2021-11-04T02:43:40.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,26,29,2021-11-04T02:43:40Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M55.00S,2021-11-04T02:44:00.7Z,2,REGULAR,3pt,Jump Shot,[],201939,59.8718791064389,15.931372549019606,1610612744,26,29,2021-11-04T02:44:04Z,2030000,-170.0,325.0,1,right,MISS S. Curry 36' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,36.66,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M52.00S,2021-11-04T02:44:04.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,26,29,2021-11-04T02:44:04Z,2040000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
205,PT08M43.00S,2021-11-04T02:44:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.149145860709593,44.36274509803921,1610612766,26,29,2021-11-04T02:44:15Z,2050000,28.0,34.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M40.00S,2021-11-04T02:44:16.2Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,26,29,2021-11-04T02:44:16Z,2060000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
207,PT08M28.00S,2021-11-04T02:44:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,84.44480946123521,50.245098039215684,1610612744,26,29,2021-11-04T02:44:30Z,2070000,1.0,94.0,1,right,MISS D. Lee 9' driving floating Shot,[1627814],1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,9.37,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M25.00S,2021-11-04T02:44:31.1Z,2,REGULAR,rebound,offensive,[],1627814,,,1610612744,26,29,2021-11-04T02:44:31Z,2080000,,,0,,D. Lee REBOUND (Off:1 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
209,PT08M24.00S,2021-11-04T02:44:32.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,94.95729303547962,5.147058823529411,1610612744,29,29,2021-11-04T02:44:35Z,2090000,-224.0,-5.0,1,right,D. Lee 3PT step back (3 PTS),[1627814],1610612744.0,GSW,step back,,,Lee,D. Lee,,,,,22.44,Made,,,,,3.0,,,,,,,,,,,,,,
210,PT08M05.00S,2021-11-04T02:44:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,13.222733245729303,43.872549019607845,1610612766,29,29,2021-11-04T02:44:54Z,2100000,31.0,72.0,1,left,MISS M. Bridges 7' driving Layup - blocked,"[1628970, 1629308]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,Toscano-Anderson,1629308.0
229,PT08M05.00S,2021-11-04T02:44:50.8Z,2,REGULAR,block,,[],1629308,,,1610612766,29,29,2021-11-04T02:46:58Z,2105000,,,0,,J. Toscano-Anderson BLOCK (1 BLK),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M03.00S,2021-11-04T02:44:52.8Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,29,29,2021-11-04T02:45:39Z,2110000,,,0,,D. Lee REBOUND (Off:1 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,210.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
212,PT07M58.00S,2021-11-04T02:45:00.3Z,2,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,29,29,2021-11-04T02:45:03Z,2120000,,,0,,J. Toscano-Anderson step out-of-bounds TURNOVER (1 TO),[1629308],1610612744.0,GSW,step,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,202041.0,1.0,,,,,,,,,
213,PT07M58.00S,2021-11-04T02:45:09.6Z,2,REGULAR,substitution,out,[],202397,,,1610612766,29,29,2021-11-04T02:45:21Z,2130000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2021-11-04T02:45:09.6Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,29,29,2021-11-04T02:45:21Z,2140000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M58.00S,2021-11-04T02:45:09.6Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,29,29,2021-11-04T02:45:21Z,2150000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M58.00S,2021-11-04T02:45:09.6Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,29,29,2021-11-04T02:45:21Z,2160000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M54.00S,2021-11-04T02:45:29.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,29,29,2021-11-04T02:45:29Z,2170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M54.00S,2021-11-04T02:45:31.4Z,2,REGULAR,substitution,out,[],2738,,,1610612766,29,29,2021-11-04T02:45:34Z,2180000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M54.00S,2021-11-04T02:45:31.4Z,2,REGULAR,substitution,in,[],203952,,,1610612766,29,29,2021-11-04T02:45:34Z,2190000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M45.00S,2021-11-04T02:45:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,6.258212877792378,55.88235294117647,1610612766,29,31,2021-11-04T02:58:42Z,2200000,-29.0,6.0,1,left,M. Bridges driving finger roll Layup (9 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,3.01,Made,,,,,9.0,,,,,,,,,,,,,,
221,PT07M37.00S,2021-11-04T02:46:03.8Z,2,REGULAR,foul,offensive,[],1627814,,,1610612744,29,31,2021-11-04T02:47:07Z,2210000,,,0,,D. Lee off-the-ball offensive FOUL (1 PF),"[1627814, 1628998]",1610612744.0,GSW,off-the-ball,,,Lee,D. Lee,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Martin,1628998.0,,,
223,PT07M37.00S,2021-11-04T02:46:03.8Z,2,REGULAR,turnover,offensive foul,[],1627814,,,1610612744,29,31,2021-11-04T02:46:21Z,2230000,,,0,,D. Lee offensive foul TURNOVER (1 TO),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,202041.0,1.0,,,,,,,,,
224,PT07M28.00S,2021-11-04T02:46:22.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,28.728646517739815,10.53921568627451,1610612766,29,34,2021-11-04T02:46:24Z,2240000,197.0,218.0,1,left,M. Bridges 29' 3PT  (12 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,29.37,Made,,,,,12.0,L. Ball,1630163.0,3.0,,,,,,,,,,,
226,PT07M12.00S,2021-11-04T02:46:37.8Z,2,REGULAR,3pt,Jump Shot,[],1627814,66.3107752956636,44.11764705882353,1610612744,32,34,2021-11-04T02:46:40Z,2260000,-29.0,264.0,1,right,D. Lee 26' 3PT  (6 PTS) (S. Curry 2 AST),"[1627814, 201939]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.58,Made,,,,,6.0,S. Curry,201939.0,2.0,,,,,,,,,,,
228,PT06M53.00S,2021-11-04T02:46:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.440867279894875,58.57843137254902,1610612766,32,36,2021-11-04T02:47:02Z,2280000,-43.0,17.0,1,left,M. Bridges Layup (14 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,4.63,Made,,,,,14.0,,,,,,,,,,,,,,
230,PT06M41.00S,2021-11-04T02:47:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.3580814717477,50.0,1610612744,32,36,2021-11-04T02:47:12Z,2290000,0.0,38.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,3.81,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M39.00S,2021-11-04T02:47:11.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,32,36,2021-11-04T02:47:30Z,2300000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
232,PT06M35.00S,2021-11-04T02:47:14.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,33.98488830486202,45.588235294117645,1610612766,32,39,2021-11-04T02:58:57Z,2310000,22.0,267.0,1,left,M. Bridges 26' 3PT running (17 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,26.79,Made,,,,,17.0,,,,,,,,,,,,,,
233,PT06M27.00S,2021-11-04T02:47:25.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,32,39,2021-11-04T02:47:25Z,2320000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M27.00S,2021-11-04T02:49:23.2Z,2,REGULAR,substitution,out,[],201939,,,1610612744,32,39,2021-11-04T02:50:45Z,2330000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M27.00S,2021-11-04T02:49:23.2Z,2,REGULAR,substitution,in,[],203110,,,1610612744,32,39,2021-11-04T02:50:45Z,2350000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M27.00S,2021-11-04T02:49:23.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,32,39,2021-11-04T02:50:45Z,2360000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2021-11-04T02:49:23.2Z,2,REGULAR,substitution,out,[],203490,,,1610612744,32,39,2021-11-04T02:51:44Z,2365000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M23.00S,2021-11-04T02:50:58.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,32,39,2021-11-04T02:50:58Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M15.00S,2021-11-04T02:51:21.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,70.77858081471747,12.990196078431374,1610612744,35,39,2021-11-04T02:51:25Z,2380000,-185.0,222.0,1,right,J. Poole 28' 3PT step back (13 PTS) (D. Green 4 AST),"[1629673, 203110]",1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,28.91,Made,,,,,13.0,D. Green,203110.0,4.0,,,,,,,,,,,
241,PT05M59.00S,2021-11-04T02:51:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.5722733245729295,35.049019607843135,1610612766,35,39,2021-11-04T02:51:40Z,2400000,75.0,19.0,1,left,MISS M. Bridges 7' driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,7.71,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M58.00S,2021-11-04T02:51:37.7Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,35,39,2021-11-04T02:54:22Z,2410000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
250,PT05M58.00S,2021-11-04T02:51:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,6.389618922470433,49.50980392156863,1610612766,35,39,2021-11-04T02:54:33Z,2415000,2.0,8.0,1,left,MISS P. Washington tip Layup,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
251,PT05M56.00S,2021-11-04T02:51:44.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,35,39,2021-11-04T02:54:33Z,2417500,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,250.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
244,PT05M51.00S,2021-11-04T02:51:47.4Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612744,35,39,2021-11-04T02:52:02Z,2420000,,,0,,P. Washington shooting personal FOUL (1 PF) (Lee 2 FT),"[1629023, 1627814]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,1204.0,,,,1.0,0.0,Lee,1627814.0,,,
246,PT05M51.00S,2021-11-04T02:52:14.1Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,36,39,2021-11-04T02:52:14Z,2440000,,,0,,D. Lee Free Throw 1 of 2 (7 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
247,PT05M51.00S,2021-11-04T02:52:16.2Z,2,REGULAR,substitution,out,[],1628998,,,1610612744,36,39,2021-11-04T02:52:21Z,2450000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M51.00S,2021-11-04T02:52:16.2Z,2,REGULAR,substitution,in,[],202330,,,1610612744,36,39,2021-11-04T02:52:21Z,2460000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M51.00S,2021-11-04T02:52:39.8Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,37,39,2021-11-04T02:52:39Z,2470000,,,0,,D. Lee Free Throw 2 of 2 (8 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
252,PT05M30.00S,2021-11-04T02:53:02.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,26.888961892247043,83.82352941176471,1610612766,37,39,2021-11-04T02:53:05Z,2480000,-169.0,200.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
253,PT05M28.00S,2021-11-04T02:53:04.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,37,39,2021-11-04T02:57:54Z,2490000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
254,PT05M19.00S,2021-11-04T02:53:13.3Z,2,REGULAR,2pt,Jump Shot,[],203952,82.60512483574244,17.647058823529413,1610612744,37,39,2021-11-04T02:53:17Z,2500000,-162.0,111.0,1,right,MISS A. Wiggins 19' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,19.62,Missed,,,,,,,,,,,,,,,,,,,
255,PT05M17.00S,2021-11-04T02:53:15.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,37,39,2021-11-04T02:56:54Z,2510000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,254.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
256,PT05M08.00S,2021-11-04T02:53:26.7Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612766,37,39,2021-11-04T02:53:32Z,2520000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Hayward 2 FT),"[203952, 202330]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1204.0,,,,2.0,0.0,Hayward,202330.0,,,
258,PT05M08.00S,2021-11-04T02:53:55.0Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,37,40,2021-11-04T02:53:55Z,2540000,,,0,,G. Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
259,PT05M08.00S,2021-11-04T02:53:55.5Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,37,40,2021-11-04T02:53:58Z,2550000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M08.00S,2021-11-04T02:53:55.5Z,2,REGULAR,substitution,in,[],203486,,,1610612766,37,40,2021-11-04T02:53:58Z,2560000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M08.00S,2021-11-04T02:54:15.7Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,37,41,2021-11-04T02:54:15Z,2570000,,,0,,G. Hayward Free Throw 2 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
262,PT04M52.00S,2021-11-04T02:54:33.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,94.82588699080158,4.411764705882353,1610612744,40,41,2021-11-04T02:54:36Z,2580000,-228.0,-4.0,1,right,J. Poole 3PT  (16 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,22.79,Made,,,,,16.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,
264,PT04M33.00S,2021-11-04T02:55:15.2Z,2,REGULAR,jumpball,recovered,[],202330,,,1610612766,40,41,2021-11-04T02:55:15Z,2600000,,,0,,Jump Ball M. Bridges vs. D. Green: Tip to G. Hayward,"[202330, 1628970, 203110]",1610612766.0,CHA,heldball,G. Hayward,202330.0,Hayward,G. Hayward,Bridges,1628970.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,
