actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT10M36.00S,2021-10-29T02:40:17.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,82.86793692509855,64.4607843137255,1610612763,39,22,2021-10-29T02:40:20Z,1760000,72.0,109.0,1,right,MISS X. Tillman 13' driving floating Shot,[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,13.04,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M34.00S,2021-10-29T02:40:19.0Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,39,22,2021-10-29T02:42:19Z,1770000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,180.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
182,PT10M18.00S,2021-10-29T02:40:35.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2738,7.703679369250986,53.67647058823529,1610612744,41,22,2021-10-29T02:40:38Z,1780000,-18.0,20.0,1,left,A. Iguodala cutting DUNK (2 PTS) (J. Poole 2 AST),"[2738, 1629673]",1610612744.0,GSW,cutting,,,Iguodala,A. Iguodala,,,,,2.71,Made,,,,,2.0,,,,,,,,,J. Poole,1629673.0,2.0,,,
184,PT10M03.00S,2021-10-29T02:40:50.6Z,2,REGULAR,3pt,Jump Shot,[],1630217,72.61826544021025,82.59803921568627,1610612763,41,22,2021-10-29T02:40:53Z,1800000,163.0,205.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M01.00S,2021-10-29T02:40:52.6Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,41,22,2021-10-29T02:41:23Z,1810000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,184.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
186,PT09M55.00S,2021-10-29T02:40:58.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,28.597240473061763,83.57843137254902,1610612744,41,22,2021-10-29T02:42:33Z,1820000,-168.0,216.0,1,left,MISS J. Poole 27' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M53.00S,2021-10-29T02:41:00.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,41,22,2021-10-29T02:41:18Z,1830000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,186.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
188,PT09M46.00S,2021-10-29T02:41:07.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,87.33574244415243,96.81372549019608,1610612763,41,25,2021-10-29T02:41:25Z,1840000,234.0,67.0,1,right,D. Bane 24' 3PT  (3 PTS) (J. Konchar 1 AST),"[1630217, 1629723]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.34,Made,,,,,3.0,,,,,,,,,J. Konchar,1629723.0,1.0,,,
190,PT09M17.00S,2021-10-29T02:41:36.5Z,2,REGULAR,2pt,Jump Shot,[],1627814,4.418528252299605,66.91176470588235,1610612744,41,25,2021-10-29T02:41:40Z,1860000,-85.0,-11.0,1,left,MISS D. Lee 8' fadeaway Shot,[1627814],1610612744.0,GSW,fadeaway,,,Lee,D. Lee,,,,,8.53,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M15.00S,2021-10-29T02:41:38.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,41,25,2021-10-29T02:41:57Z,1870000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,190.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
192,PT09M03.00S,2021-10-29T02:41:49.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,75.50919842312747,13.480392156862745,1610612763,41,28,2021-10-29T02:41:52Z,1880000,-183.0,178.0,1,right,J. Jackson Jr. 25' 3PT  (5 PTS) (X. Tillman 1 AST),"[1628991, 1630214]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.48,Made,,,,,5.0,,,,,,,,,X. Tillman,1630214.0,1.0,,,
194,PT08M42.00S,2021-10-29T02:42:13.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,41,28,2021-10-29T02:42:13Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M42.00S,2021-10-29T02:42:21.6Z,2,REGULAR,substitution,out,[],1629723,,,1610612744,41,28,2021-10-29T02:42:25Z,1910000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M42.00S,2021-10-29T02:42:21.6Z,2,REGULAR,substitution,in,[],1630533,,,1610612744,41,28,2021-10-29T02:42:25Z,1920000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M37.00S,2021-10-29T02:42:39.8Z,2,REGULAR,3pt,Jump Shot,[],202357,30.17411300919842,79.90196078431373,1610612744,41,28,2021-10-29T02:42:42Z,1930000,-150.0,231.0,1,left,MISS N. Bjelica 27' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,27.52,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M35.00S,2021-10-29T02:42:41.8Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,41,28,2021-10-29T02:42:49Z,1940000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,197.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
199,PT08M24.00S,2021-10-29T02:42:52.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,76.42904073587385,87.5,1610612763,41,28,2021-10-29T02:42:55Z,1950000,188.0,169.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M22.00S,2021-10-29T02:42:54.5Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,41,28,2021-10-29T02:45:30Z,1960000,,,0,,D. Lee REBOUND (Off:0 Def:3),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,199.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
201,PT08M09.00S,2021-10-29T02:43:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,9.280551905387648,36.51960784313725,1610612744,41,28,2021-10-29T02:43:10Z,1970000,67.0,35.0,1,left,MISS N. Bjelica 7' driving floating Shot,[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,7.58,Missed,,,,,,,,,,,,,,,,,,,
202,PT08M07.00S,2021-10-29T02:43:08.5Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,41,28,2021-10-29T02:47:25Z,1980000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,201.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
203,PT08M02.00S,2021-10-29T02:43:16.4Z,2,REGULAR,foul,personal,['2freethrow'],2738,,,1610612763,41,28,2021-10-29T02:43:52Z,1990000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[2738, 1628991]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,,200833.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
205,PT08M02.00S,2021-10-29T02:43:55.8Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,41,29,2021-10-29T02:43:55Z,2010000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
206,PT08M02.00S,2021-10-29T02:43:56.4Z,2,REGULAR,substitution,out,[],202357,,,1610612763,41,29,2021-10-29T02:44:03Z,2020000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M02.00S,2021-10-29T02:43:56.4Z,2,REGULAR,substitution,out,[],2738,,,1610612763,41,29,2021-10-29T02:44:03Z,2030000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M02.00S,2021-10-29T02:43:56.4Z,2,REGULAR,substitution,in,[],1629308,,,1610612763,41,29,2021-10-29T02:44:03Z,2040000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M02.00S,2021-10-29T02:43:56.4Z,2,REGULAR,substitution,in,[],203952,,,1610612763,41,29,2021-10-29T02:44:03Z,2050000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M02.00S,2021-10-29T02:44:05.9Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,41,30,2021-10-29T02:44:05Z,2060000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
211,PT07M43.00S,2021-10-29T02:44:27.6Z,2,REGULAR,3pt,Jump Shot,[],1627814,6.258212877792378,2.450980392156863,1610612744,41,30,2021-10-29T02:44:30Z,2070000,238.0,6.0,1,left,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M41.00S,2021-10-29T02:44:29.6Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,41,30,2021-10-29T02:45:19Z,2080000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,211.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
213,PT07M28.00S,2021-10-29T02:44:42.6Z,2,REGULAR,3pt,Jump Shot,[],1626145,66.04796320630749,44.36274509803921,1610612763,41,33,2021-10-29T02:44:45Z,2090000,-28.0,267.0,1,right,T. Jones 26' 3PT  (5 PTS) (D. Bane 2 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,26.81,Made,,,,,5.0,,,,,,,,,D. Bane,1630217.0,2.0,,,
215,PT07M21.00S,2021-10-29T02:44:48.8Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,41,33,2021-10-29T02:44:50Z,2110000,,,0,,J. Poole bad pass TURNOVER (3 TO),"[1629673, 1626145]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,3.0,Jones,1626145.0,,,,,,,,,,,,,,,
216,PT07M21.00S,2021-10-29T02:44:48.8Z,2,REGULAR,steal,,[],1626145,,,1610612763,41,33,2021-10-29T02:44:51Z,2120000,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M16.00S,2021-10-29T02:44:53.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630214,69.85873850197109,21.813725490196077,1610612763,41,33,2021-10-29T02:44:57Z,2130000,-141.0,231.0,1,right,MISS X. Tillman 27' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M14.00S,2021-10-29T02:44:55.6Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,41,33,2021-10-29T02:45:15Z,2140000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,217.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
219,PT07M08.00S,2021-10-29T02:45:08.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,41,33,2021-10-29T02:45:08Z,2150000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M08.00S,2021-10-29T02:46:56.3Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,41,33,2021-10-29T02:48:04Z,2160000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M08.00S,2021-10-29T02:46:56.3Z,2,REGULAR,substitution,in,[],201939,,,1610612744,41,33,2021-10-29T02:48:04Z,2170000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M03.00S,2021-10-29T02:48:15.9Z,2,REGULAR,3pt,Jump Shot,[],201939,31.225361366622867,19.852941176470587,1610612744,41,33,2021-10-29T02:48:19Z,2180000,151.0,241.0,1,left,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,28.42,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M58.00S,2021-10-29T02:48:20.0Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,41,33,2021-10-29T02:48:20Z,2190000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,222.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
224,PT06M52.00S,2021-10-29T02:48:25.7Z,2,REGULAR,3pt,Jump Shot,[],1630217,91.14651773981603,4.411764705882353,1610612763,41,36,2021-10-29T02:48:30Z,2200000,-228.0,31.0,1,right,D. Bane 3PT  (6 PTS) (T. Jones 1 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.0,Made,,,,,6.0,,,,,,,,,T. Jones,1626145.0,1.0,,,
226,PT06M38.00S,2021-10-29T02:48:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612744,41,36,2021-10-29T02:48:50Z,2220000,,,0,,Z. Williams shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630533, 203952]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,,200833.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
228,PT06M38.00S,2021-10-29T02:49:06.7Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,42,36,2021-10-29T02:49:06Z,2240000,,,0,,A. Wiggins Free Throw 1 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
229,PT06M38.00S,2021-10-29T02:49:08.9Z,2,REGULAR,substitution,out,[],1630533,,,1610612744,42,36,2021-10-29T02:49:12Z,2250000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2021-10-29T02:49:08.9Z,2,REGULAR,substitution,in,[],1629001,,,1610612744,42,36,2021-10-29T02:49:12Z,2260000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M38.00S,2021-10-29T02:49:17.0Z,2,REGULAR,substitution,out,[],203490,,,1610612744,42,36,2021-10-29T02:49:37Z,2270000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M38.00S,2021-10-29T02:49:17.0Z,2,REGULAR,substitution,out,[],1628991,,,1610612744,42,36,2021-10-29T02:49:37Z,2280000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M38.00S,2021-10-29T02:49:17.0Z,2,REGULAR,substitution,in,[],203110,,,1610612744,42,36,2021-10-29T02:49:37Z,2290000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M38.00S,2021-10-29T02:49:17.0Z,2,REGULAR,substitution,in,[],203500,,,1610612744,42,36,2021-10-29T02:49:37Z,2300000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M38.00S,2021-10-29T02:49:53.8Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,42,36,2021-10-29T02:49:53Z,2310000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M36.00S,2021-10-29T02:49:54.7Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,42,36,2021-10-29T02:49:54Z,2320000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,235.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
237,PT06M23.00S,2021-10-29T02:50:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,87.99277266754271,63.725490196078425,1610612763,42,36,2021-10-29T02:50:10Z,2330000,69.0,60.0,1,right,MISS D. Bane 9' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,9.14,Missed,,,,,,,,,,,,,,,,,,,
238,PT06M20.00S,2021-10-29T02:50:11.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,42,36,2021-10-29T02:50:11Z,2340000,,,0,,D. Green REBOUND (Off:1 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,237.0,,,,,,,,,,7.0,6.0,1.0,,,,,,
239,PT06M18.00S,2021-10-29T02:50:12.4Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,42,36,2021-10-29T02:50:15Z,2350000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630214]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,1.0,Tillman,1630214.0,,,,,,,,,,,,,,,
240,PT06M18.00S,2021-10-29T02:50:12.4Z,2,REGULAR,steal,,[],1630214,,,1610612763,42,36,2021-10-29T02:50:32Z,2360000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M14.00S,2021-10-29T02:50:18.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630217,91.5407358738502,58.333333333333336,1610612763,42,36,2021-10-29T02:55:01Z,2370000,42.0,27.0,1,right,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M13.00S,2021-10-29T02:50:19.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,42,36,2021-10-29T02:53:04Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,
243,PT06M13.00S,2021-10-29T02:50:27.2Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,42,36,2021-10-29T02:50:34Z,2390000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M13.00S,2021-10-29T02:50:27.2Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,42,36,2021-10-29T02:50:34Z,2400000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M13.00S,2021-10-29T02:50:27.2Z,2,REGULAR,substitution,in,[],203937,,,1610612763,42,36,2021-10-29T02:50:34Z,2410000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M13.00S,2021-10-29T02:50:27.2Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,42,36,2021-10-29T02:50:34Z,2420000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M10.00S,2021-10-29T02:50:47.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,90.88370565045992,4.411764705882353,1610612763,42,36,2021-10-29T02:50:50Z,2430000,-228.0,33.0,1,right,MISS D. Bane pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
248,PT06M07.00S,2021-10-29T02:50:51.2Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,42,36,2021-10-29T02:50:51Z,2440000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,247.0,,,,,,,,,,8.0,7.0,1.0,,,,,,
249,PT06M02.00S,2021-10-29T02:50:55.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629308,10.988830486202366,53.18627450980392,1610612744,44,36,2021-10-29T02:51:29Z,2450000,-16.0,51.0,1,left,J. Toscano-Anderson Layup (2 PTS) (A. Wiggins 1 AST),"[1629308, 203952]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,5.32,Made,,,,,2.0,,,,,,,,,A. Wiggins,203952.0,1.0,,,
251,PT05M47.00S,2021-10-29T02:51:12.8Z,2,REGULAR,foul,personal,[],1629308,,,1610612763,44,36,2021-10-29T02:51:20Z,2470000,,,0,,J. Toscano-Anderson personal FOUL (1 PF),"[1629308, 1629630]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,1662.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
253,PT05M40.00S,2021-10-29T02:51:40.9Z,2,REGULAR,3pt,Jump Shot,[],1629630,69.99014454664915,19.607843137254903,1610612763,44,36,2021-10-29T02:51:44Z,2490000,-152.0,230.0,1,right,MISS J. Morant 27' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
254,PT05M38.00S,2021-10-29T02:51:42.9Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,44,36,2021-10-29T02:52:12Z,2500000,,,0,,D. Lee REBOUND (Off:0 Def:4),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,253.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
255,PT05M25.00S,2021-10-29T02:51:55.9Z,2,REGULAR,3pt,Jump Shot,[],1627814,31.09395532194481,27.205882352941174,1610612744,47,36,2021-10-29T02:51:58Z,2510000,114.0,240.0,1,left,D. Lee 26' 3PT  (3 PTS) (J. Toscano-Anderson 1 AST),"[1627814, 1629308]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.55,Made,,,,,3.0,,,,,,,,,J. Toscano-Anderson,1629308.0,1.0,,,
257,PT05M07.00S,2021-10-29T02:52:16.0Z,2,REGULAR,foul,personal,[],1627814,,,1610612763,47,36,2021-10-29T02:52:37Z,2530000,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1629630]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,1627964.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
259,PT04M59.00S,2021-10-29T02:52:49.3Z,2,REGULAR,turnover,traveling,[],203937,,,1610612763,47,36,2021-10-29T02:52:51Z,2550000,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,1.0,,,,1627964.0,,,,,,,,,,,,,
260,PT04M52.00S,2021-10-29T02:53:06.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201939,34.11629434954008,44.85294117647059,1610612744,47,36,2021-10-29T02:53:21Z,2560000,26.0,268.0,1,left,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M49.00S,2021-10-29T02:53:09.9Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,47,36,2021-10-29T02:53:21Z,2570000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,260.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
262,PT04M44.00S,2021-10-29T02:53:17.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,66.17936925098554,45.588235294117645,1610612763,47,36,2021-10-29T02:54:48Z,2580000,-22.0,265.0,1,right,MISS J. Morant 26' running pullup 3PT,[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M42.00S,2021-10-29T02:53:19.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,47,36,2021-10-29T02:54:48Z,2590000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,
264,PT04M41.00S,2021-10-29T02:53:22.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,47,36,2021-10-29T02:53:22Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M32.00S,2021-10-29T02:53:30.8Z,2,REGULAR,3pt,Jump Shot,[],203952,22.946780551905388,9.558823529411764,1610612744,47,36,2021-10-29T02:53:33Z,2610000,202.0,163.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M29.00S,2021-10-29T02:53:34.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,47,36,2021-10-29T02:53:34Z,2620000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,265.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
