actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
442,PT02M48.00S,2021-10-29T03:40:55.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,72,65,2021-10-29T03:41:19Z,4370000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,441.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
443,PT02M37.00S,2021-10-29T03:41:06.1Z,3,REGULAR,3pt,Jump Shot,[],203490,73.27529566360053,14.460784313725492,1610612744,72,65,2021-10-29T03:41:09Z,4380000,-178.0,199.0,1,right,MISS O. Porter Jr. 26' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
444,PT02M34.00S,2021-10-29T03:41:10.2Z,3,REGULAR,rebound,offensive,[],1627780,,,1610612744,72,65,2021-10-29T03:41:10Z,4390000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,443.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
445,PT02M32.00S,2021-10-29T03:41:11.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,92.46057818659659,4.901960784313726,1610612744,75,65,2021-10-29T03:41:13Z,4400000,-225.0,18.0,1,right,S. Curry 3PT  (34 PTS) (G. Payton II 1 AST),"[201939, 1627780]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,22.62,Made,,,,,34.0,,,,,,,,,G. Payton II,1627780.0,1.0,,,
447,PT02M09.00S,2021-10-29T03:41:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,6.521024967148489,54.166666666666664,1610612763,75,67,2021-10-29T03:41:37Z,4420000,-21.0,9.0,1,left,Z. Williams driving reverse Layup (4 PTS) (T. Jones 2 AST),"[1630533, 1626145]",1610612763.0,MEM,driving reverse,,,Williams,Z. Williams,,,,,2.26,Made,,,,,4.0,,,,,,,,,T. Jones,1626145.0,2.0,,,
449,PT01M57.00S,2021-10-29T03:41:50.0Z,3,REGULAR,violation,kicked ball,[],1626145,,,1610612744,75,67,2021-10-29T03:41:52Z,4440000,,,0,,T. Jones kicked ball VIOLATION,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
450,PT01M57.00S,2021-10-29T03:41:55.4Z,3,REGULAR,substitution,out,[],203952,,,1610612744,75,67,2021-10-29T03:41:59Z,4450000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M57.00S,2021-10-29T03:41:55.4Z,3,REGULAR,substitution,in,[],1627814,,,1610612744,75,67,2021-10-29T03:41:59Z,4460000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M54.00S,2021-10-29T03:42:13.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629308,89.70105124835742,53.67647058823529,1610612744,77,67,2021-10-29T03:42:16Z,4470000,18.0,44.0,1,right,J. Toscano-Anderson driving DUNK (4 PTS) (S. Curry 6 AST),"[1629308, 201939]",1610612744.0,GSW,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,4.8,Made,,,,,4.0,,,,,,,,,S. Curry,201939.0,6.0,,,
454,PT01M42.00S,2021-10-29T03:42:24.5Z,3,REGULAR,3pt,Jump Shot,[],1630533,22.421156373193167,5.88235294117647,1610612763,77,67,2021-10-29T03:42:27Z,4490000,221.0,158.0,1,left,MISS Z. Williams 27' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
455,PT01M39.00S,2021-10-29T03:42:27.9Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,77,67,2021-10-29T03:42:27Z,4500000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,454.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
456,PT01M37.00S,2021-10-29T03:42:32.6Z,3,REGULAR,turnover,out-of-bounds,[],1627780,,,1610612744,77,67,2021-10-29T03:42:37Z,4510000,,,0,,G. Payton II lost ball out-of-bounds TURNOVER (1 TO),[1627780],1610612744.0,GSW,lost ball,,,Payton II,G. Payton II,,,,,,,,1.0,,,,1627964.0,,,,,,,,,,,,,
457,PT01M37.00S,2021-10-29T03:42:40.6Z,3,REGULAR,substitution,out,[],1629308,,,1610612763,77,67,2021-10-29T03:42:43Z,4520000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M37.00S,2021-10-29T03:42:40.6Z,3,REGULAR,substitution,in,[],2738,,,1610612763,77,67,2021-10-29T03:42:43Z,4530000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M17.00S,2021-10-29T03:43:06.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,7.966491458607096,49.50980392156863,1610612763,77,69,2021-10-29T03:47:33Z,4540000,2.0,22.0,1,left,J. Morant driving reverse Layup (21 PTS),[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,2.25,Made,,,,,21.0,,,,,,,,,,,,,,
460,PT00M58.50S,2021-10-29T03:43:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,86.15308804204993,46.07843137254902,1610612744,77,69,2021-10-29T03:43:29Z,4550000,-20.0,78.0,1,right,MISS S. Curry 8' Layup - blocked,"[201939, 1630533]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,8.01,Missed,,,,,,,,,,,,,,,,,Williams,1630533.0,
461,PT00M58.50S,2021-10-29T03:43:26.5Z,3,REGULAR,block,,[],1630533,,,1610612744,77,69,2021-10-29T03:43:30Z,4560000,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M56.00S,2021-10-29T03:43:29.0Z,3,REGULAR,rebound,offensive,[],201939,,,1610612744,77,69,2021-10-29T03:44:02Z,4570000,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,460.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
463,PT00M53.00S,2021-10-29T03:43:32.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,94.40999984741211,50.0,1610612744,79,69,2021-10-29T03:43:32Z,4580000,0.0,0.0,1,right,S. Curry putback Layup (36 PTS),[201939],1610612744.0,GSW,putback,,,Curry,S. Curry,,,,,0.0,Made,,,,,36.0,,,,,,,,,,,,,,
464,PT00M51.30S,2021-10-29T03:43:35.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203490,,,1610612763,79,69,2021-10-29T03:43:44Z,4590000,,,0,,O. Porter Jr. personal FOUL (1 PF) (Morant 2 FT),"[203490, 1629630]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,1662.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
466,PT00M51.30S,2021-10-29T03:44:05.7Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,79,70,2021-10-29T03:44:05Z,4610000,,,0,,J. Morant Free Throw 1 of 2 (22 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
467,PT00M51.30S,2021-10-29T03:44:17.8Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,79,71,2021-10-29T03:44:17Z,4620000,,,0,,J. Morant Free Throw 2 of 2 (23 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
468,PT00M35.20S,2021-10-29T03:44:36.5Z,3,REGULAR,3pt,Jump Shot,[],201939,70.64717477003943,14.215686274509803,1610612744,79,71,2021-10-29T03:44:40Z,4630000,-179.0,223.0,1,right,MISS S. Curry 28' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,28.62,Missed,,,,,,,,,,,,,,,,,,,
469,PT00M33.90S,2021-10-29T03:44:37.8Z,3,REGULAR,rebound,offensive,[],2738,,,1610612744,79,71,2021-10-29T03:47:33Z,4640000,,,0,,A. Iguodala REBOUND (Off:1 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,468.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
470,PT00M30.20S,2021-10-29T03:44:41.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,65.52233902759527,45.34313725490196,1610612744,79,71,2021-10-29T03:44:43Z,4650000,-23.0,272.0,1,right,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
471,PT00M28.10S,2021-10-29T03:44:43.8Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,79,71,2021-10-29T03:46:02Z,4660000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,470.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
472,PT00M22.90S,2021-10-29T03:44:49.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,7.835085413929041,46.32352941176471,1610612763,79,73,2021-10-29T03:44:53Z,4670000,18.0,21.0,1,left,J. Morant running Layup (25 PTS) (X. Tillman 2 AST),"[1629630, 1630214]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,2.8,Made,,,,,25.0,,,,,,,,,X. Tillman,1630214.0,2.0,,,
474,PT00M05.70S,2021-10-29T03:45:12.9Z,3,REGULAR,foul,personal,[],203937,,,1610612744,79,73,2021-10-29T03:45:18Z,4690000,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 2738]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,200833.0,1.0,0.0,Iguodala,2738.0,,,,,,,,,
476,PT00M05.70S,2021-10-29T03:45:25.1Z,3,REGULAR,substitution,out,[],1627780,,,1610612744,79,73,2021-10-29T03:45:33Z,4710000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M05.70S,2021-10-29T03:45:25.1Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,79,73,2021-10-29T03:45:33Z,4720000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M01.30S,2021-10-29T03:45:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.56964520367937,44.36274509803921,1610612744,79,73,2021-10-29T03:46:26Z,4730000,-28.0,46.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
479,PT00M00.50S,2021-10-29T03:45:51.0Z,3,REGULAR,rebound,offensive,[],2738,,,1610612744,79,73,2021-10-29T03:47:06Z,4740000,,,0,,A. Iguodala REBOUND (Off:2 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,478.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
481,PT00M00.30S,2021-10-29T03:46:08.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2738,94.03745072273325,45.83333333333333,1610612744,79,73,2021-10-29T03:47:00Z,4745000,-21.0,4.0,1,right,MISS A. Iguodala tip Layup,[2738],1610612744.0,GSW,tip,,,Iguodala,A. Iguodala,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
482,PT00M00.10S,2021-10-29T03:46:08.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,79,73,2021-10-29T03:47:00Z,4747500,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2021-10-29T03:46:27.0Z,3,REGULAR,period,end,[],0,,,1610612744,79,73,2021-10-29T03:46:27Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,79,73,2021-10-29T03:48:44Z,4760000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612744,79,73,2021-10-29T03:48:44Z,4770000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612744,79,73,2021-10-29T03:48:44Z,4780000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,79,73,2021-10-29T03:48:44Z,4790000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612744,79,73,2021-10-29T03:48:44Z,4800000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-10-29T03:48:17.6Z,4,REGULAR,substitution,in,['startperiod'],1629001,,,1610612744,79,73,2021-10-29T03:48:44Z,4810000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-10-29T03:48:40.8Z,4,REGULAR,period,start,[],0,,,1610612763,79,73,2021-10-29T03:48:44Z,4820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M42.00S,2021-10-29T03:48:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629001,27.54599211563732,18.137254901960784,1610612763,79,76,2021-10-29T03:49:01Z,4830000,159.0,206.0,1,left,D. Melton 26' 3PT  (3 PTS) (Z. Williams 1 AST),"[1629001, 1630533]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.07,Made,,,,,3.0,,,,,,,,,Z. Williams,1630533.0,1.0,,,
492,PT11M18.00S,2021-10-29T03:49:21.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.60512483574244,34.80392156862745,1610612744,79,76,2021-10-29T03:49:25Z,4850000,-76.0,111.0,1,right,MISS J. Poole 13' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,13.45,Missed,,,,,,,,,,,,,,,,,,,
493,PT11M16.00S,2021-10-29T03:49:23.9Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,79,76,2021-10-29T03:49:32Z,4860000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,492.0,,,,,,,,,,5.0,5.0,0.0,,,,,,
494,PT11M05.00S,2021-10-29T03:49:35.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,6.521024967148489,52.20588235294118,1610612763,79,78,2021-10-29T03:49:37Z,4870000,-11.0,9.0,1,left,X. Tillman Layup (4 PTS) (T. Jones 3 AST),"[1630214, 1626145]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,1.41,Made,,,,,4.0,,,,,,,,,T. Jones,1626145.0,3.0,,,
496,PT10M50.00S,2021-10-29T03:49:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.06636005256242,52.20588235294118,1610612744,81,78,2021-10-29T04:00:03Z,4890000,11.0,22.0,1,right,J. Poole cutting Layup (6 PTS) (O. Porter Jr. 1 AST),"[1629673, 203490]",1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,2.47,Made,,,,,6.0,,,,,,,,,O. Porter Jr.,203490.0,1.0,,,
498,PT10M36.00S,2021-10-29T03:50:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,5.995400788436268,53.431372549019606,1610612763,81,78,2021-10-29T03:50:06Z,4910000,-17.0,4.0,1,left,MISS T. Jones driving Layup,[1626145],1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
499,PT10M33.00S,2021-10-29T03:50:07.1Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,81,78,2021-10-29T03:50:07Z,4920000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,498.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
500,PT10M29.00S,2021-10-29T03:50:11.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202357,91.80354796320631,49.754901960784316,1610612744,83,78,2021-10-29T03:50:30Z,4930000,-1.0,25.0,1,right,N. Bjelica Layup (4 PTS) (J. Poole 3 AST),"[202357, 1629673]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,2.45,Made,,,,,4.0,,,,,,,,,J. Poole,1629673.0,3.0,,,
502,PT10M04.00S,2021-10-29T03:50:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.514454664914586,46.81372549019608,1610612763,83,78,2021-10-29T03:50:38Z,4950000,16.0,56.0,1,left,MISS J. Jackson Jr. floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,,
503,PT10M01.00S,2021-10-29T03:50:38.7Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,83,78,2021-10-29T03:50:38Z,4960000,,,0,,N. Bjelica REBOUND (Off:1 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,502.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
504,PT09M59.00S,2021-10-29T03:50:43.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,83,78,2021-10-29T03:50:43Z,4970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M45.00S,2021-10-29T03:51:09.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,84.83902759526939,52.69607843137255,1610612744,83,78,2021-10-29T03:51:12Z,4980000,13.0,90.0,1,right,MISS N. Bjelica 9' driving floating Shot - blocked,"[202357, 1630533]",1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,9.1,Missed,,,,,,,,,,,,,,,,,Williams,1630533.0,
506,PT09M45.00S,2021-10-29T03:51:09.7Z,4,REGULAR,block,,[],1630533,,,1610612744,83,78,2021-10-29T03:51:14Z,4990000,,,0,,Z. Williams BLOCK (2 BLK),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M43.00S,2021-10-29T03:51:11.7Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,83,78,2021-10-29T03:52:07Z,5000000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,505.0,,,,,,,,,,6.0,6.0,0.0,,,,,,
508,PT09M37.00S,2021-10-29T03:51:17.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630214,5.206964520367937,94.11764705882352,1610612763,83,78,2021-10-29T03:51:20Z,5010000,-221.0,-4.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,22.06,Missed,,,,,,,,,,,,,,,,,,,
509,PT09M35.00S,2021-10-29T03:51:19.8Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,83,78,2021-10-29T03:52:10Z,5020000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,508.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
510,PT09M28.00S,2021-10-29T03:51:28.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629673,92.06636005256242,51.470588235294116,1610612744,85,78,2021-10-29T03:52:18Z,5030000,7.0,22.0,1,right,J. Poole driving DUNK (8 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,2.33,Made,,,,,8.0,,,,,,,,,,,,,,
511,PT09M28.00S,2021-10-29T03:51:33.7Z,4,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612744,85,78,2021-10-29T03:51:41Z,5040000,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Poole 1 FT),"[1628991, 1629673]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1662.0,4.0,0.0,Poole,1629673.0,,,,,,,,,
513,PT09M28.00S,2021-10-29T03:52:21.2Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629673,,,1610612744,86,78,2021-10-29T03:52:21Z,5060000,,,0,,J. Poole Free Throw 1 of 1 (9 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
514,PT09M22.00S,2021-10-29T03:52:32.4Z,4,REGULAR,3pt,Jump Shot,[],1628991,31.750985545335087,69.85294117647058,1610612763,86,81,2021-10-29T03:52:35Z,5070000,-99.0,246.0,1,left,J. Jackson Jr. 26' 3PT  (10 PTS) (T. Jones 4 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.53,Made,,,,,10.0,,,,,,,,,T. Jones,1626145.0,4.0,,,
516,PT09M06.00S,2021-10-29T03:52:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,89.83245729303549,41.911764705882355,1610612744,86,81,2021-10-29T03:53:31Z,5090000,-40.0,43.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 1629001]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,5.91,Missed,,,,,,,,,,,,,,,,,Melton,1629001.0,
517,PT09M06.00S,2021-10-29T03:52:47.5Z,4,REGULAR,block,,[],1629001,,,1610612744,86,81,2021-10-29T03:52:51Z,5100000,,,0,,D. Melton BLOCK (2 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M03.00S,2021-10-29T03:52:50.5Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,86,81,2021-10-29T03:53:31Z,5110000,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,516.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
519,PT08M58.00S,2021-10-29T03:52:56.2Z,4,REGULAR,3pt,Jump Shot,[],1629001,21.23850197109067,89.4607843137255,1610612763,86,81,2021-10-29T03:53:00Z,5120000,-197.0,147.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
520,PT08M56.00S,2021-10-29T03:53:00.9Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,86,81,2021-10-29T03:53:00Z,5130000,,,0,,A. Iguodala REBOUND (Off:2 Def:3),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,519.0,,,,,,,,,,5.0,3.0,2.0,,,,,,
521,PT08M56.00S,2021-10-29T03:53:01.9Z,4,REGULAR,foul,personal,[],1626145,,,1610612744,86,81,2021-10-29T03:53:04Z,5140000,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 2738]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,1662.0,1.0,0.0,Iguodala,2738.0,,,,,,,,,
523,PT08M56.00S,2021-10-29T03:53:16.2Z,4,REGULAR,substitution,out,[],203490,,,1610612744,86,81,2021-10-29T03:53:22Z,5160000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M56.00S,2021-10-29T03:53:16.2Z,4,REGULAR,substitution,in,[],1629308,,,1610612744,86,81,2021-10-29T03:53:22Z,5170000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M55.00S,2021-10-29T03:53:35.7Z,4,REGULAR,stoppage,other,[],0,,,1610612744,86,81,2021-10-29T03:58:40Z,5180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M38.00S,2021-10-29T03:54:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,88.12417871222075,47.794117647058826,1610612744,86,81,2021-10-29T03:54:28Z,5190000,-11.0,59.0,1,right,MISS J. Poole 6' driving Layup - blocked,"[1629673, 1628991]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,6.01,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
531,PT08M38.00S,2021-10-29T03:54:01.5Z,4,REGULAR,block,,[],1628991,,,1610612744,86,81,2021-10-29T03:54:41Z,5195000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M37.00S,2021-10-29T03:54:02.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,86,81,2021-10-29T03:54:28Z,5200000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,
528,PT08M37.00S,2021-10-29T03:54:13.7Z,4,REGULAR,substitution,out,[],1630214,,,1610612744,86,81,2021-10-29T03:54:18Z,5210000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
