actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
181,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,32,29,2022-03-31T02:46:25Z,1810000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,32,29,2022-03-31T02:46:25Z,1820000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,in,['startperiod'],1628470,,,1610612744,32,29,2022-03-31T02:46:25Z,1830000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,in,['startperiod'],202687,,,1610612744,32,29,2022-03-31T02:46:25Z,1840000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-03-31T02:46:40.9Z,2,REGULAR,period,start,[],0,,,1610612756,32,29,2022-03-31T02:46:40Z,1850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M42.00S,2022-03-31T02:46:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202687,90.88370565045992,59.068627450980394,1610612756,32,31,2022-03-31T02:47:31Z,1860000,45.0,33.0,1,right,B. Biyombo Layup (2 PTS) (L. Shamet 1 AST),"[202687, 1629013]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,5.62,Made,,,,,2.0,L. Shamet,1629013.0,1.0,,,,,
190,PT11M32.00S,2022-03-31T02:47:14.0Z,2,REGULAR,foul,offensive,[],202357,,,1610612744,32,31,2022-03-31T02:47:17Z,1880000,,,0,,N. Bjelica offensive FOUL (2 PF),"[202357, 101108]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,2715.0,,2.0,0.0,Paul,101108.0,,,,,,,,,,,,,,,
192,PT11M32.00S,2022-03-31T02:47:14.0Z,2,REGULAR,turnover,offensive foul,[],202357,,,1610612744,32,31,2022-03-31T02:47:14Z,1900000,,,0,,N. Bjelica offensive foul TURNOVER (1 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,2715.0,1.0,,,,,,,,,,,,,,,,,,,
193,PT11M16.00S,2022-03-31T02:47:37.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202687,83.52496714848883,52.69607843137255,1610612756,32,31,2022-03-31T02:47:44Z,1910000,13.0,102.0,1,right,MISS B. Biyombo 10' turnaround Hook,[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,,,,,,,10.33,Missed,,,,,,,,,,,,,
194,PT11M13.00S,2022-03-31T02:47:40.5Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,32,31,2022-03-31T02:47:40Z,1920000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,
195,PT10M57.00S,2022-03-31T02:47:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,9.017739816031538,40.44117647058824,1610612744,32,31,2022-03-31T02:47:58Z,1930000,48.0,32.0,1,left,MISS N. Bjelica driving Layup,[202357],1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,,,,,,,5.77,Missed,,,,,,,,,,,,,
196,PT10M54.00S,2022-03-31T02:47:58.9Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,32,31,2022-03-31T02:47:58Z,1940000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,
197,PT10M48.00S,2022-03-31T02:48:05.5Z,2,REGULAR,turnover,lost ball,[],1628969,,,1610612756,32,31,2022-03-31T02:48:07Z,1950000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 202357]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,1.0,,,,,,,,,,,,,,,Bjelica,202357.0,,,
198,PT10M48.00S,2022-03-31T02:48:05.5Z,2,REGULAR,steal,,[],202357,,,1610612744,32,31,2022-03-31T02:48:07Z,1960000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M42.00S,2022-03-31T02:48:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202357,6.652431011826544,58.57843137254902,1610612744,34,31,2022-03-31T02:48:14Z,1970000,-43.0,10.0,1,left,N. Bjelica running Layup (2 PTS),[202357],1610612744.0,GSW,running,,,Bjelica,N. Bjelica,,,,,,,,,,,4.41,Made,,,,,2.0,,,,,,,,
200,PT10M28.00S,2022-03-31T02:48:28.1Z,2,REGULAR,turnover,traveling,[],202687,,,1610612756,34,31,2022-03-31T02:48:30Z,1980000,,,0,,B. Biyombo traveling TURNOVER (2 TO),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,2715.0,2.0,,,,,,,,,,,,,,,,,,,
201,PT10M15.00S,2022-03-31T02:49:00.4Z,2,REGULAR,turnover,out-of-bounds,[],2738,,,1610612744,34,31,2022-03-31T02:49:07Z,1990000,,,0,,A. Iguodala bad pass out-of-bounds TURNOVER (2 TO),[2738],1610612744.0,GSW,bad pass,,,Iguodala,A. Iguodala,,,,,1201.0,2.0,,,,,,,,,,,,,,,,,,,
202,PT10M15.00S,2022-03-31T02:49:08.6Z,2,REGULAR,substitution,out,[],1627780,,,1610612756,34,31,2022-03-31T02:49:12Z,2000000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M15.00S,2022-03-31T02:49:08.6Z,2,REGULAR,substitution,out,[],202687,,,1610612756,34,31,2022-03-31T02:49:12Z,2010000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M15.00S,2022-03-31T02:49:08.6Z,2,REGULAR,substitution,in,[],1630228,,,1610612756,34,31,2022-03-31T02:49:12Z,2020000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M15.00S,2022-03-31T02:49:08.6Z,2,REGULAR,substitution,in,[],203109,,,1610612756,34,31,2022-03-31T02:49:12Z,2030000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M01.00S,2022-03-31T02:49:30.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],101108,84.44480946123521,73.77450980392157,1610612756,34,33,2022-03-31T02:49:34Z,2040000,119.0,94.0,1,right,C. Paul 15' step back Jump Shot (4 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,,,,,,15.14,Made,,,,,4.0,,,,,,,,
207,PT09M40.00S,2022-03-31T02:49:53.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,34,33,2022-03-31T02:49:53Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M33.00S,2022-03-31T02:50:16.3Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,34,33,2022-03-31T02:50:18Z,2060000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1628470]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,1.0,,,,,,,,,,,,,,,Craig,1628470.0,,,
209,PT09M33.00S,2022-03-31T02:50:16.3Z,2,REGULAR,steal,,[],1628470,,,1610612756,34,33,2022-03-31T02:50:18Z,2070000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M29.00S,2022-03-31T02:50:19.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628470,92.06636005256242,52.20588235294118,1610612756,34,35,2022-03-31T02:50:39Z,2080000,11.0,22.0,1,right,T. Craig running DUNK (2 PTS),[1628470],1610612756.0,PHX,running,,,Craig,T. Craig,,,,,,,,,,,2.47,Made,,,,,2.0,,,,,,,,
255,PT09M14.00S,2022-03-31T02:50:33.8Z,2,REGULAR,turnover,lost ball,[],202357,,,1610612744,34,35,2022-03-31T02:56:56Z,2100000,,,0,,N. Bjelica lost ball TURNOVER (2 TO),"[202357, 1629013]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,2.0,,,,,,,,,,,,,,,Shamet,1629013.0,,,
256,PT09M14.00S,2022-03-31T02:50:33.8Z,2,REGULAR,steal,,[],1629013,,,1610612756,34,35,2022-03-31T02:56:56Z,2110000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M01.00S,2022-03-31T02:50:48.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,69.99014454664915,23.03921568627451,1610612756,34,35,2022-03-31T02:56:56Z,2120000,-135.0,230.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,26.62,Missed,,,,,,,,,,,,,
215,PT08M59.00S,2022-03-31T02:50:50.0Z,2,REGULAR,rebound,offensive,[],101108,,,1610612756,34,35,2022-03-31T02:51:25Z,2130000,,,0,,C. Paul REBOUND (Off:1 Def:0),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,214.0,1.0,0.0,1.0,,,,,,,,,
216,PT08M48.00S,2022-03-31T02:51:00.5Z,2,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",101108,73.66951379763469,18.38235294117647,1610612756,34,35,2022-03-31T02:56:11Z,2140000,-158.0,195.0,1,right,MISS C. Paul 25' step back 3PT,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,,,,,,25.1,Missed,,,,,,,,,,,,,
217,PT08M45.00S,2022-03-31T02:51:03.3Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612756,34,35,2022-03-31T02:51:03Z,2150000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,216.0,3.0,2.0,1.0,,,,,,,,,
218,PT08M40.00S,2022-03-31T02:51:09.1Z,2,REGULAR,foul,personal,['2freethrow'],202357,,,1610612756,34,35,2022-03-31T02:51:20Z,2160000,,,0,,N. Bjelica shooting personal FOUL (3 PF) (Paul 2 FT),"[202357, 101108]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,1627962.0,,3.0,0.0,Paul,101108.0,,,,,,,,,,,,,,,
220,PT08M40.00S,2022-03-31T02:51:33.3Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",101108,,,1610612756,34,35,2022-03-31T02:56:11Z,2180000,,,0,,MISS C. Paul Free Throw 1 of 2,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,Missed,,,,,,,,,,,,,
221,PT08M40.00S,2022-03-31T02:51:33.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,34,35,2022-03-31T02:51:33Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,
222,PT08M40.00S,2022-03-31T02:51:53.2Z,2,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",101108,,,1610612756,34,36,2022-03-31T02:56:11Z,2200000,,,0,,C. Paul Free Throw 2 of 2 (5 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
223,PT08M25.00S,2022-03-31T02:52:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.30946123521682,55.88235294117647,1610612744,36,36,2022-03-31T02:52:14Z,2210000,-29.0,16.0,1,left,K. Thompson cutting Layup (4 PTS) (N. Bjelica 2 AST),"[202691, 202357]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,,,,,,,3.36,Made,,,,,4.0,N. Bjelica,202357.0,2.0,,,,,
225,PT08M14.00S,2022-03-31T02:52:22.3Z,2,REGULAR,3pt,Jump Shot,[],1628470,66.5735873850197,56.127450980392155,1610612756,36,36,2022-03-31T02:52:23Z,2230000,31.0,262.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,26.35,Missed,,,,,,,,,,,,,
226,PT08M11.00S,2022-03-31T02:52:25.4Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,36,36,2022-03-31T02:52:25Z,2240000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,225.0,2.0,2.0,0.0,,,,,,,,,
227,PT08M02.00S,2022-03-31T02:52:34.3Z,2,REGULAR,turnover,bad pass,[],202357,,,1610612744,36,36,2022-03-31T02:52:35Z,2250000,,,0,,N. Bjelica bad pass TURNOVER (3 TO),"[202357, 101108]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,3.0,,,,,,,,,,,,,,,Paul,101108.0,,,
228,PT08M02.00S,2022-03-31T02:52:34.3Z,2,REGULAR,steal,,[],101108,,,1610612756,36,36,2022-03-31T02:52:36Z,2260000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M57.00S,2022-03-31T02:52:39.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,82.60512483574244,4.901960784313726,1610612756,36,36,2022-03-31T02:52:42Z,2270000,-225.0,111.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,25.13,Missed,,,,,,,,,,,,,
230,PT07M54.00S,2022-03-31T02:52:42.8Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,36,36,2022-03-31T02:52:42Z,2280000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,229.0,3.0,3.0,0.0,,,,,,,,,
231,PT07M49.00S,2022-03-31T02:52:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203490,6.1268068331143235,56.61764705882353,1610612744,36,36,2022-03-31T02:54:54Z,2290000,-33.0,5.0,1,left,MISS O. Porter Jr. running Layup,[203490],1610612744.0,GSW,running,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,3.35,Missed,,,,,,,,,,,,,
232,PT07M45.00S,2022-03-31T02:52:52.5Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,36,36,2022-03-31T02:52:52Z,2300000,,,0,,C. Paul REBOUND (Off:1 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,231.0,2.0,1.0,1.0,,,,,,,,,
233,PT07M45.00S,2022-03-31T02:52:56.2Z,2,REGULAR,foul,personal,[],2738,,,1610612756,36,36,2022-03-31T02:53:02Z,2310000,,,0,,A. Iguodala take personal FOUL (1 PF),"[2738, 1628969]",1610612744.0,GSW,take,,,Iguodala,A. Iguodala,,,,,1201.0,,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
235,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,out,[],202357,,,1610612756,36,36,2022-03-31T02:53:23Z,2330000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,out,[],2738,,,1610612756,36,36,2022-03-31T02:53:23Z,2340000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,out,[],202691,,,1610612756,36,36,2022-03-31T02:53:23Z,2350000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,out,[],1628470,,,1610612756,36,36,2022-03-31T02:53:23Z,2360000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,in,[],203110,,,1610612756,36,36,2022-03-31T02:53:23Z,2370000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612756,36,36,2022-03-31T02:53:23Z,2380000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,in,[],203952,,,1610612756,36,36,2022-03-31T02:53:23Z,2390000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M45.00S,2022-03-31T02:53:04.0Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,36,36,2022-03-31T02:53:23Z,2400000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M37.00S,2022-03-31T02:53:36.3Z,2,REGULAR,3pt,Jump Shot,[],203109,78.79434954007884,9.558823529411764,1610612756,36,36,2022-03-31T02:53:38Z,2410000,-202.0,147.0,1,right,MISS J. Crowder 24' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,24.99,Missed,,,,,,,,,,,,,
244,PT07M34.00S,2022-03-31T02:53:39.5Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,36,36,2022-03-31T02:53:39Z,2420000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,
245,PT07M20.00S,2022-03-31T02:53:53.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,31.225361366622867,66.42156862745098,1610612744,36,36,2022-03-31T02:53:55Z,2430000,-82.0,241.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,25.46,Missed,,,,,,,,,,,,,
246,PT07M17.00S,2022-03-31T02:53:57.1Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,36,36,2022-03-31T02:53:57Z,2440000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,
247,PT07M03.00S,2022-03-31T02:54:10.6Z,2,REGULAR,3pt,Jump Shot,[],1628969,87.59855453350855,95.58823529411765,1610612756,36,36,2022-03-31T02:54:13Z,2450000,228.0,64.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,23.67,Missed,,,,,,,,,,,,,
248,PT07M01.00S,2022-03-31T02:54:13.5Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,36,36,2022-03-31T02:54:13Z,2460000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,247.0,4.0,4.0,0.0,,,,,,,,,
249,PT06M56.00S,2022-03-31T02:54:19.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,6.783837056504599,56.86274509803921,1610612744,36,36,2022-03-31T02:54:54Z,2470000,-34.0,11.0,1,left,MISS J. Poole running reverse Layup,[1629673],1610612744.0,GSW,running reverse,,,Poole,J. Poole,,,,,,,,,,,3.61,Missed,,,,,,,,,,,,,
250,PT06M55.00S,2022-03-31T02:54:20.1Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,36,36,2022-03-31T02:54:54Z,2480000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,
251,PT06M43.00S,2022-03-31T02:54:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,84.70762155059133,45.588235294117645,1610612756,36,36,2022-03-31T02:54:34Z,2490000,-22.0,91.0,1,right,MISS D. Ayton 9' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,,,,,,,9.38,Missed,,,,,,,,,,,,,
252,PT06M41.00S,2022-03-31T02:54:33.4Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,36,36,2022-03-31T02:55:04Z,2500000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,,,,,,,
253,PT06M36.00S,2022-03-31T02:54:40.7Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,36,36,2022-03-31T02:54:43Z,2510000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,1627962.0,2.0,,,,,,,,,,,,,,,,,,,
254,PT06M36.00S,2022-03-31T02:54:59.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,36,36,2022-03-31T02:54:59Z,2520000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M36.00S,2022-03-31T02:57:45.9Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,36,36,2022-03-31T02:58:03Z,2530000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M36.00S,2022-03-31T02:57:45.9Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,36,36,2022-03-31T02:58:03Z,2540000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M13.00S,2022-03-31T02:58:34.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203109,61.84296977660972,55.88235294117647,1610612756,36,39,2022-03-31T02:58:37Z,2550000,29.0,306.0,1,right,J. Crowder 30' 3PT  (3 PTS) (D. Booker 1 AST),"[203109, 1626164]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,30.76,Made,,,,,3.0,D. Booker,1626164.0,1.0,,,,,
261,PT05M57.00S,2022-03-31T02:58:50.1Z,2,REGULAR,3pt,Jump Shot,[],203952,26.363337713534822,14.460784313725492,1610612744,39,39,2022-03-31T02:58:52Z,2570000,178.0,195.0,1,left,A. Wiggins 26' 3PT  (8 PTS) (J. Poole 3 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,26.4,Made,,,,,8.0,J. Poole,1629673.0,3.0,,,,,
263,PT05M43.00S,2022-03-31T02:59:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.1084099868594,51.71568627450981,1610612756,39,41,2022-03-31T02:59:06Z,2590000,9.0,134.0,1,right,C. Paul 13' step back Jump Shot (7 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,,,,,,13.48,Made,,,,,7.0,,,,,,,,
264,PT05M32.00S,2022-03-31T02:59:14.6Z,2,REGULAR,3pt,Jump Shot,[],203952,25.969119579500656,13.480392156862745,1610612744,39,41,2022-03-31T02:59:17Z,2600000,183.0,192.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,26.47,Missed,,,,,,,,,,,,,
265,PT05M29.00S,2022-03-31T02:59:18.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,39,41,2022-03-31T02:59:18Z,2610000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,
266,PT05M23.00S,2022-03-31T02:59:24.8Z,2,REGULAR,2pt,Jump Shot,[],1629028,76.82325886990802,37.5,1610612756,39,41,2022-03-31T02:59:27Z,2620000,-62.0,165.0,1,right,MISS D. Ayton 17' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,17.68,Missed,,,,,,,,,,,,,
267,PT05M20.00S,2022-03-31T02:59:27.8Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,39,41,2022-03-31T02:59:48Z,2630000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,
268,PT05M09.00S,2022-03-31T02:59:38.3Z,2,REGULAR,3pt,Jump Shot,[],203490,9.411957950065702,95.83333333333334,1610612744,42,41,2022-03-31T02:59:42Z,2640000,-229.0,36.0,1,left,O. Porter Jr. 3PT step back (5 PTS) (D. Green 4 AST),"[203490, 203110]",1610612744.0,GSW,step back,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,23.2,Made,,,,,5.0,D. Green,203110.0,4.0,,,,,
269,PT04M53.00S,2022-03-31T02:59:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,82.47371879106439,49.26470588235294,1610612756,42,41,2022-03-31T02:59:57Z,2650000,-4.0,112.0,1,right,MISS D. Ayton 11' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,,,,,,,11.23,Missed,,,,,,,,,,,,,
