actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
192,PT09M14.00S,2021-10-22T02:51:38.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2738,5.995400788436268,49.50980392156863,1610612744,50,34,2021-10-22T02:51:45Z,1910000,2.0,4.0,1,left,A. Iguodala cutting DUNK (2 PTS) (J. Toscano-Anderson 2 AST),"[2738, 1629308]",1610612744.0,GSW,cutting,,,Iguodala,A. Iguodala,,,,,,,,,,0.46,Made,,,,,,,2.0,J. Toscano-Anderson,1629308.0,2.0,,,,
194,PT09M06.00S,2021-10-22T02:51:50.3Z,2,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612746,50,34,2021-10-22T02:52:13Z,1930000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Zubac 2 FT),"[1629308, 1627826]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,203593.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
196,PT09M06.00S,2021-10-22T02:52:14.2Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,50,35,2021-10-22T02:52:14Z,1950000,,,0,,I. Zubac Free Throw 1 of 2 (7 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
197,PT09M06.00S,2021-10-22T02:52:15.0Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,50,35,2021-10-22T02:52:22Z,1960000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M06.00S,2021-10-22T02:52:15.0Z,2,REGULAR,substitution,in,[],202694,,,1610612746,50,35,2021-10-22T02:52:22Z,1970000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M06.00S,2021-10-22T02:52:39.3Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,50,36,2021-10-22T02:52:39Z,1980000,,,0,,I. Zubac Free Throw 2 of 2 (8 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,
200,PT08M53.00S,2021-10-22T02:52:55.9Z,2,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,50,36,2021-10-22T02:53:05Z,1990000,,,0,,O. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[203490],1610612744.0,GSW,bad pass,,,Porter Jr.,O. Porter Jr.,,,,,2534.0,,,,,,,,,,,,,,,,,1.0,,,
201,PT08M38.00S,2021-10-22T02:53:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202339,91.14651773981603,46.568627450980394,1610612746,50,36,2021-10-22T02:53:23Z,2000000,-17.0,31.0,1,right,MISS E. Bledsoe driving Layup - blocked,"[202339, 2738]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,3.52,Missed,,,,,Iguodala,2738.0,,,,,,,,
202,PT08M38.00S,2021-10-22T02:53:19.6Z,2,REGULAR,block,,[],2738,,,1610612746,50,36,2021-10-22T02:53:21Z,2010000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M35.00S,2021-10-22T02:53:22.6Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,50,36,2021-10-22T02:53:23Z,2020000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,
204,PT08M33.00S,2021-10-22T02:53:24.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203490,6.389618922470433,49.50980392156863,1610612744,52,36,2021-10-22T02:53:31Z,2030000,2.0,8.0,1,left,O. Porter Jr. alley-oop DUNK (4 PTS) (J. Poole 2 AST),"[203490, 1629673]",1610612744.0,GSW,alley-oop,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,0.8,Made,,,,,,,4.0,J. Poole,1629673.0,2.0,,,,
206,PT08M07.00S,2021-10-22T02:53:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612746,52,36,2021-10-22T02:53:58Z,2050000,,,0,,J. Poole shooting personal FOUL (2 PF) (Zubac 2 FT),"[1629673, 1627826]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,1199.0,2.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
208,PT08M07.00S,2021-10-22T02:54:19.1Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,52,36,2021-10-22T02:54:19Z,2070000,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Missed,,,,,,,,,,,,,,
209,PT08M07.00S,2021-10-22T02:54:19.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,52,36,2021-10-22T02:54:19Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,
210,PT08M07.00S,2021-10-22T02:54:40.9Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,52,37,2021-10-22T02:54:41Z,2090000,,,0,,I. Zubac Free Throw 2 of 2 (9 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
211,PT07M54.00S,2021-10-22T02:54:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629308,23.078186596583443,86.27450980392157,1610612744,55,37,2021-10-22T02:55:03Z,2100000,-181.0,164.0,1,left,J. Toscano-Anderson 24' 3PT  (3 PTS) (J. Poole 3 AST),"[1629308, 1629673]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,24.48,Made,,,,,,,3.0,J. Poole,1629673.0,3.0,,,,
213,PT07M43.00S,2021-10-22T02:55:11.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612746,55,37,2021-10-22T02:55:34Z,2120000,,,0,,J. Poole personal FOUL (3 PF) (Zubac 2 FT),"[1629673, 1627826]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,203593.0,3.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
215,PT07M43.00S,2021-10-22T02:55:39.1Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,55,38,2021-10-22T02:56:06Z,2140000,,,0,,I. Zubac Free Throw 1 of 2 (10 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
216,PT07M43.00S,2021-10-22T02:55:41.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612746,55,38,2021-10-22T02:55:53Z,2150000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M43.00S,2021-10-22T02:55:41.1Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,55,38,2021-10-22T02:55:53Z,2160000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M43.00S,2021-10-22T02:55:41.1Z,2,REGULAR,substitution,in,[],201939,,,1610612746,55,38,2021-10-22T02:55:53Z,2170000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M43.00S,2021-10-22T02:55:41.1Z,2,REGULAR,substitution,in,[],202331,,,1610612746,55,38,2021-10-22T02:55:53Z,2180000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M43.00S,2021-10-22T02:55:39.1Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,55,38,2021-10-22T02:56:06Z,2190000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Missed,,,,,,,,,,,,,,
221,PT07M41.00S,2021-10-22T02:55:41.1Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,55,38,2021-10-22T02:56:06Z,2200000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,,,
222,PT07M30.00S,2021-10-22T02:56:21.5Z,2,REGULAR,foul,offensive,['inpenalty'],201939,,,1610612744,55,38,2021-10-22T02:56:29Z,2210000,,,0,,S. Curry charge offensive FOUL (1 PF),"[201939, 202339]",1610612744.0,GSW,charge,,,Curry,S. Curry,,,,,2534.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
224,PT07M30.00S,2021-10-22T02:56:21.5Z,2,REGULAR,turnover,offensive foul,[],201939,,,1610612744,55,38,2021-10-22T02:56:21Z,2230000,,,0,,S. Curry offensive foul TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,2534.0,,,,,,,,,,,,,,,,,2.0,,,
225,PT07M30.00S,2021-10-22T02:56:39.5Z,2,REGULAR,substitution,out,[],203490,,,1610612746,55,38,2021-10-22T02:57:00Z,2240000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M30.00S,2021-10-22T02:56:39.5Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,55,38,2021-10-22T02:57:00Z,2250000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M30.00S,2021-10-22T02:56:39.5Z,2,REGULAR,substitution,in,[],203110,,,1610612746,55,38,2021-10-22T02:57:00Z,2260000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M30.00S,2021-10-22T02:56:39.5Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,55,38,2021-10-22T02:57:00Z,2270000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M20.00S,2021-10-22T02:57:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202339,93.24901445466492,54.90196078431373,1610612746,55,40,2021-10-22T02:57:17Z,2280000,25.0,11.0,1,right,E. Bledsoe Layup (8 PTS) (P. George 3 AST),"[202339, 202331]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,2.69,Made,,,,,,,8.0,P. George,202331.0,3.0,,,,
231,PT07M20.00S,2021-10-22T02:57:15.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629308,,,1610612746,55,40,2021-10-22T02:57:35Z,2300000,,,0,,J. Toscano-Anderson shooting personal FOUL (2 PF) (Bledsoe 1 FT),"[1629308, 202339]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2534.0,2.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
233,PT07M20.00S,2021-10-22T02:57:36.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202339,,,1610612746,55,40,2021-10-22T02:57:39Z,2320000,,,0,,MISS E. Bledsoe Free Throw 1 of 1,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,Missed,,,,,,,,,,,,,,
234,PT07M15.00S,2021-10-22T02:57:41.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,55,40,2021-10-22T02:57:39Z,2330000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,233.0,4.0,4.0,0.0,,,,,,,,,,
235,PT07M04.00S,2021-10-22T02:57:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,17.821944809461236,49.50980392156863,1610612744,57,40,2021-10-22T02:57:55Z,2340000,2.0,115.0,1,left,S. Curry 11' driving floating Jump Shot (27 PTS) (D. Lee 1 AST),"[201939, 1627814]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,,,,,,11.5,Made,,,,,,,27.0,D. Lee,1627814.0,1.0,,,,
237,PT06M51.00S,2021-10-22T02:58:01.4Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,57,40,2021-10-22T02:58:08Z,2360000,,,0,,P. George lost ball TURNOVER (2 TO),"[202331, 2738]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,2.0,Iguodala,2738.0,
238,PT06M51.00S,2021-10-22T02:58:01.4Z,2,REGULAR,steal,,[],2738,,,1610612744,57,40,2021-10-22T02:58:03Z,2370000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M48.00S,2021-10-22T02:58:04.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2738,6.1268068331143235,49.50980392156863,1610612744,59,40,2021-10-22T02:58:16Z,2380000,2.0,5.0,1,left,A. Iguodala running DUNK (4 PTS),[2738],1610612744.0,GSW,running,,,Iguodala,A. Iguodala,,,,,,,,,,0.57,Made,,,,,,,4.0,,,,,,,
240,PT06M40.00S,2021-10-22T02:58:12.6Z,2,REGULAR,3pt,Jump Shot,[],202704,92.19776609724047,4.901960784313726,1610612746,59,40,2021-10-22T02:58:19Z,2390000,-225.0,21.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,22.65,Missed,,,,,,,,,,,,,,
241,PT06M40.00S,2021-10-22T02:58:12.6Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,59,40,2021-10-22T02:58:19Z,2400000,,,0,,A. Iguodala REBOUND (Off:0 Def:3),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,240.0,3.0,3.0,0.0,,,,,,,,,,
242,PT06M30.00S,2021-10-22T02:58:23.3Z,2,REGULAR,3pt,Jump Shot,[],1629308,5.995400788436268,95.58823529411765,1610612744,59,40,2021-10-22T02:58:28Z,2410000,-228.0,4.0,1,left,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,22.79,Missed,,,,,,,,,,,,,,
243,PT06M27.00S,2021-10-22T02:58:26.3Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,59,40,2021-10-22T02:58:28Z,2420000,,,0,,R. Jackson REBOUND (Off:1 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,
244,PT06M11.00S,2021-10-22T02:58:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,89.70105124835742,55.14705882352941,1610612746,59,42,2021-10-22T03:04:37Z,2430000,26.0,44.0,1,right,E. Bledsoe pullup Jump Shot (10 PTS),[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,,5.12,Made,,,,,,,10.0,,,,,,,
245,PT06M04.00S,2021-10-22T02:58:49.8Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,59,42,2021-10-22T02:58:58Z,2440000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (3 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,2534.0,,,,,,,,,,,,,,,,,3.0,,,
246,PT06M03.00S,2021-10-22T02:58:55.4Z,2,REGULAR,substitution,out,[],2738,,,1610612746,59,42,2021-10-22T02:59:04Z,2450000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M03.00S,2021-10-22T02:58:55.4Z,2,REGULAR,substitution,out,[],202704,,,1610612746,59,42,2021-10-22T02:59:04Z,2460000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M03.00S,2021-10-22T02:58:55.4Z,2,REGULAR,substitution,in,[],203952,,,1610612746,59,42,2021-10-22T02:59:04Z,2470000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M03.00S,2021-10-22T02:58:55.4Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,59,42,2021-10-22T02:59:04Z,2480000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M03.00S,2021-10-22T02:59:38.2Z,2,REGULAR,substitution,out,[],1627814,,,1610612746,59,42,2021-10-22T03:01:22Z,2485000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M03.00S,2021-10-22T02:59:38.2Z,2,REGULAR,substitution,out,[],1629308,,,1610612746,59,42,2021-10-22T03:01:22Z,2487500,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2021-10-22T02:59:38.2Z,2,REGULAR,substitution,in,[],1630541,,,1610612746,59,42,2021-10-22T03:01:22Z,2488750,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M03.00S,2021-10-22T02:59:38.2Z,2,REGULAR,substitution,in,[],202357,,,1610612746,59,42,2021-10-22T03:01:22Z,2489375,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M49.00S,2021-10-22T02:59:38.6Z,2,REGULAR,foul,offensive,[],202694,,,1610612746,59,42,2021-10-22T03:02:25Z,2490000,,,0,,M. Morris Sr. charge offensive FOUL (2 PF),"[202694, 203110]",1610612746.0,LAC,charge,,,Morris Sr.,M. Morris Sr.,,,,,2534.0,2.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
252,PT05M49.00S,2021-10-22T02:59:38.6Z,2,REGULAR,turnover,offensive foul,[],202694,,,1610612746,59,42,2021-10-22T03:02:25Z,2510000,,,0,,M. Morris Sr. offensive foul TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,2534.0,,,,,,,,,,,,,,,,,1.0,,,
257,PT05M33.00S,2021-10-22T03:00:12.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202357,7.178055190538765,49.50980392156863,1610612744,61,42,2021-10-22T03:00:21Z,2560000,2.0,15.0,1,left,N. Bjelica cutting DUNK (6 PTS) (M. Moody 1 AST),"[202357, 1630541]",1610612744.0,GSW,cutting,,,Bjelica,N. Bjelica,,,,,,,,,,1.52,Made,,,,,,,6.0,M. Moody,1630541.0,1.0,,,,
259,PT05M24.00S,2021-10-22T03:00:21.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202339,90.67017082785807,62.52297794117647,1610612746,61,44,2021-10-22T03:03:17Z,2580000,63.0,35.0,1,right,E. Bledsoe 7' driving floating bank Jump Shot (12 PTS),[202339],1610612746.0,LAC,driving floating bank,,,Bledsoe,E. Bledsoe,,,,,,,,,,7.18,Made,,,,,,,12.0,,,,,,,
260,PT05M08.00S,2021-10-22T03:00:36.6Z,2,REGULAR,turnover,bad pass,[],203952,,,1610612744,61,44,2021-10-22T03:00:43Z,2590000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 202339]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,
261,PT05M08.00S,2021-10-22T03:00:36.6Z,2,REGULAR,steal,,[],202339,,,1610612746,61,44,2021-10-22T03:00:38Z,2600000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M04.00S,2021-10-22T03:00:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202331,87.20433639947439,4.901960784313726,1610612746,61,44,2021-10-22T03:00:47Z,2610000,-225.0,68.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,23.55,Missed,,,,,,,,,,,,,,
263,PT04M58.00S,2021-10-22T03:00:47.5Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,61,44,2021-10-22T03:00:47Z,2620000,,,0,,N. Bjelica REBOUND (Off:0 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,
264,PT04M55.00S,2021-10-22T03:00:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,34.37910643889619,64.95098039215686,1610612744,61,44,2021-10-22T03:00:56Z,2630000,-75.0,271.0,1,left,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,28.08,Missed,,,,,,,,,,,,,,
265,PT04M50.00S,2021-10-22T03:00:54.2Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,61,44,2021-10-22T03:00:56Z,2640000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,264.0,1.0,1.0,0.0,,,,,,,,,,
266,PT04M45.00S,2021-10-22T03:01:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,93.38042049934296,52.20588235294118,1610612746,61,46,2021-10-22T03:01:09Z,2650000,11.0,10.0,1,right,L. Kennard driving Layup (4 PTS),[1628379],1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,,,,,,1.47,Made,,,,,,,4.0,,,,,,,
267,PT04M45.00S,2021-10-22T03:01:07.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,61,46,2021-10-22T03:01:07Z,2660000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M22.00S,2021-10-22T03:05:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.360709592641262,48.28431372549019,1610612744,63,46,2021-10-22T03:05:08Z,2670000,9.0,26.0,1,left,A. Wiggins Layup (13 PTS) (M. Moody 2 AST),"[203952, 1630541]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,2.75,Made,,,,,,,13.0,M. Moody,1630541.0,2.0,,,,
270,PT03M59.00S,2021-10-22T03:05:24.0Z,2,REGULAR,2pt,Jump Shot,[],202331,74.32654402102497,65.93137254901961,1610612746,63,48,2021-10-22T03:05:29Z,2690000,80.0,189.0,1,right,P. George 20' turnaround Jump Shot (11 PTS) (E. Bledsoe 1 AST),"[202331, 202339]",1610612746.0,LAC,turnaround,,,George,P. George,,,,,,,,,,20.49,Made,,,,,,,11.0,E. Bledsoe,202339.0,1.0,,,,
272,PT03M44.00S,2021-10-22T03:05:39.3Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,63,48,2021-10-22T03:05:43Z,2710000,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 202339]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,4.0,Bledsoe,202339.0,
273,PT03M44.00S,2021-10-22T03:05:39.3Z,2,REGULAR,steal,,[],202339,,,1610612746,63,48,2021-10-22T03:05:41Z,2720000,,,0,,E. Bledsoe STEAL (2 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M39.00S,2021-10-22T03:05:44.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202331,72.48685939553219,79.65686274509804,1610612746,63,51,2021-10-22T03:05:50Z,2730000,148.0,206.0,1,right,P. George 25' 3PT pullup (14 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,25.39,Made,,,,,,,14.0,,,,,,,
275,PT03M21.00S,2021-10-22T03:06:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,10.068988173455978,61.51960784313726,1610612744,63,51,2021-10-22T03:06:11Z,2740000,-58.0,42.0,1,left,MISS S. Curry 7' driving floating bank Shot,[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,,,,,,7.13,Missed,,,,,,,,,,,,,,
276,PT03M19.00S,2021-10-22T03:06:04.6Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,63,51,2021-10-22T03:06:11Z,2750000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,,,
277,PT03M09.00S,2021-10-22T03:06:14.7Z,2,REGULAR,3pt,Jump Shot,[],202339,68.28186596583443,62.00980392156863,1610612746,63,54,2021-10-22T03:06:20Z,2760000,60.0,246.0,1,right,E. Bledsoe 25' 3PT  (15 PTS) (T. Mann 1 AST),"[202339, 1629611]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,25.29,Made,,,,,,,15.0,T. Mann,1629611.0,1.0,,,,
279,PT02M47.00S,2021-10-22T03:06:35.7Z,2,REGULAR,2pt,Jump Shot,[],203110,23.866622864651774,51.71568627450981,1610612744,63,54,2021-10-22T03:06:43Z,2780000,-9.0,172.0,1,left,MISS D. Green 17' pullup Shot,[203110],1610612744.0,GSW,pullup,,,Green,D. Green,,,,,,,,,,17.2,Missed,,,,,,,,,,,,,,
280,PT02M47.00S,2021-10-22T03:06:35.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,63,54,2021-10-22T03:06:43Z,2790000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,
