actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
632,PT04M51.00S,2021-10-22T04:23:38.2Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,102,98,2021-10-22T04:23:39Z,6270000,,,0,,S. Curry REBOUND (Off:0 Def:8),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,631.0,8.0,8.0,0.0,,,,,,,,,,
633,PT04M37.00S,2021-10-22T04:23:53.0Z,4,REGULAR,3pt,Jump Shot,[],201939,72.61826544021025,81.61764705882352,1610612744,102,98,2021-10-22T04:23:57Z,6280000,158.0,205.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,25.88,Missed,,,,,,,,,,,,,,
634,PT04M34.00S,2021-10-22T04:23:56.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,102,98,2021-10-22T04:23:57Z,6290000,,,0,,P. George REBOUND (Off:0 Def:9),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,633.0,9.0,9.0,0.0,,,,,,,,,,
635,PT04M27.00S,2021-10-22T04:24:03.9Z,4,REGULAR,3pt,Jump Shot,[],202704,33.327858081471746,56.61764705882353,1610612746,102,101,2021-10-22T04:24:08Z,6300000,-33.0,261.0,1,left,R. Jackson 26' 3PT  (11 PTS) (P. George 4 AST),"[202704, 202331]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,26.29,Made,,,,,,,11.0,P. George,202331.0,4.0,,,,
637,PT04M00.00S,2021-10-22T04:24:30.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.9060446780552,54.65686274509803,1610612744,104,101,2021-10-22T04:24:34Z,6320000,23.0,5.0,1,right,S. Curry driving Layup (37 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,2.38,Made,,,,,,,37.0,,,,,,,
638,PT03M50.00S,2021-10-22T04:24:41.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,7.440867279894875,52.69607843137255,1610612746,104,103,2021-10-22T04:25:22Z,6330000,-13.0,17.0,1,left,T. Mann cutting Layup (10 PTS) (P. George 5 AST),"[1629611, 202331]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,,,,,,2.2,Made,,,,,,,10.0,P. George,202331.0,5.0,,,,
640,PT03M50.00S,2021-10-22T04:24:44.0Z,4,REGULAR,foul,personal,['1freethrow'],203490,,,1610612746,104,103,2021-10-22T04:25:02Z,6350000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Mann 1 FT),"[203490, 1629611]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,1199.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,,
642,PT03M50.00S,2021-10-22T04:24:56.9Z,4,REGULAR,substitution,out,[],203490,,,1610612746,104,103,2021-10-22T04:25:22Z,6370000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M50.00S,2021-10-22T04:24:56.9Z,4,REGULAR,substitution,in,[],2738,,,1610612746,104,103,2021-10-22T04:25:22Z,6380000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M50.00S,2021-10-22T04:25:15.7Z,4,REGULAR,freethrow,1 of 1,[],1629611,,,1610612746,104,104,2021-10-22T04:25:15Z,6390000,,,0,,T. Mann Free Throw 1 of 1 (11 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
645,PT03M26.00S,2021-10-22T04:25:42.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,83.39356110381078,38.72549019607843,1610612744,104,104,2021-10-22T04:25:50Z,6400000,-56.0,104.0,1,right,MISS A. Wiggins 11' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,,,,,,11.8,Missed,,,,,,,,,,,,,,
646,PT03M23.00S,2021-10-22T04:25:45.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,104,104,2021-10-22T04:25:50Z,6410000,,,0,,P. George REBOUND (Off:0 Def:10),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,645.0,10.0,10.0,0.0,,,,,,,,,,
647,PT03M16.00S,2021-10-22T04:25:59.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,104,104,2021-10-22T04:25:59Z,6420000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M11.00S,2021-10-22T04:27:55.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,16.770696452036795,43.872549019607845,1610612746,104,104,2021-10-22T04:28:07Z,6430000,31.0,105.0,1,left,MISS E. Bledsoe 10' turnaround Shot,[202339],1610612746.0,LAC,turnaround,,,Bledsoe,E. Bledsoe,,,,,,,,,,10.95,Missed,,,,,,,,,,,,,,
649,PT03M08.00S,2021-10-22T04:27:58.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,104,104,2021-10-22T04:28:56Z,6440000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,,
650,PT03M08.00S,2021-10-22T04:28:01.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202339,,,1610612744,104,104,2021-10-22T04:29:01Z,6450000,,,0,,E. Bledsoe loose ball personal FOUL (4 PF) (Green 2 FT),"[202339, 203110]",1610612746.0,LAC,loose ball,,,Bledsoe,E. Bledsoe,,,,,2534.0,4.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
652,PT03M08.00S,2021-10-22T04:29:04.8Z,4,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,104,104,2021-10-22T04:29:04Z,6470000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
653,PT03M08.00S,2021-10-22T04:29:04.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,104,104,2021-10-22T04:29:04Z,6480000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,652.0,,,,,,,,,,,,,
654,PT03M08.00S,2021-10-22T04:29:13.7Z,4,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,105,104,2021-10-22T04:29:13Z,6490000,,,0,,D. Green Free Throw 2 of 2 (8 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,
655,PT02M45.00S,2021-10-22T04:29:38.6Z,4,REGULAR,3pt,Jump Shot,[],202694,5.732588699080158,95.58823529411765,1610612746,105,107,2021-10-22T04:29:44Z,6500000,-228.0,1.0,1,left,M. Morris Sr. 3PT  (10 PTS) (R. Jackson 6 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,22.79,Made,,,,,,,10.0,R. Jackson,202704.0,6.0,,,,
657,PT02M28.00S,2021-10-22T04:29:56.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,86.99080157687253,48.31112132352941,1610612744,105,107,2021-10-22T04:30:03Z,6520000,-8.0,70.0,1,right,MISS A. Wiggins 7' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,,,,,,7.03,Missed,,,,,,,,,,,,,,
658,PT02M25.00S,2021-10-22T04:29:59.5Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,105,107,2021-10-22T04:30:03Z,6530000,,,0,,T. Mann REBOUND (Off:1 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,657.0,7.0,6.0,1.0,,,,,,,,,,
659,PT02M16.00S,2021-10-22T04:30:08.9Z,4,REGULAR,3pt,Jump Shot,[],202704,31.956307490144546,69.140625,1610612746,105,107,2021-10-22T04:30:22Z,6540000,-96.0,248.0,1,left,MISS R. Jackson 26' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,,,26.57,Missed,,,,,,,,,,,,,,
660,PT02M12.00S,2021-10-22T04:30:12.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,105,107,2021-10-22T04:30:22Z,6550000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,
661,PT02M11.00S,2021-10-22T04:30:21.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,105,107,2021-10-22T04:30:21Z,6560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M54.00S,2021-10-22T04:30:40.8Z,4,REGULAR,3pt,Jump Shot,[],201939,63.9454664914586,26.715686274509803,1610612744,108,107,2021-10-22T04:30:47Z,6570000,-116.0,286.0,1,right,S. Curry 30' 3PT  (40 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,30.92,Made,,,,,,,40.0,D. Green,203110.0,7.0,,,,
664,PT01M44.00S,2021-10-22T04:30:54.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202339,6.1268068331143235,52.450980392156865,1610612746,108,109,2021-10-22T04:30:59Z,6590000,-12.0,5.0,1,left,E. Bledsoe cutting Layup (22 PTS) (P. George 6 AST),"[202339, 202331]",1610612746.0,LAC,cutting,,,Bledsoe,E. Bledsoe,,,,,,,,,,1.33,Made,,,,,,,22.0,P. George,202331.0,6.0,,,,
666,PT01M23.00S,2021-10-22T04:31:20.9Z,4,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,108,109,2021-10-22T04:32:06Z,6610000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,1199.0,,,,,,,,,,,,,,,,,2.0,,,
667,PT01M13.00S,2021-10-22T04:31:43.3Z,4,REGULAR,foul,personal,[],203952,,,1610612746,108,109,2021-10-22T04:34:18Z,6620000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 202331]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2534.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
669,PT01M05.00S,2021-10-22T04:32:07.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202339,29.38567674113009,25.98039215686275,1610612746,108,109,2021-10-22T04:32:20Z,6640000,120.0,224.0,1,left,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,25.39,Missed,,,,,,,,,,,,,,
670,PT01M01.00S,2021-10-22T04:32:11.4Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,108,109,2021-10-22T04:32:20Z,6650000,,,0,,S. Curry REBOUND (Off:0 Def:9),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,669.0,9.0,9.0,0.0,,,,,,,,,,
671,PT00M57.70S,2021-10-22T04:32:14.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201939,71.82982917214193,81.37254901960785,1610612744,111,109,2021-10-22T04:32:23Z,6660000,157.0,212.0,1,right,S. Curry 26' 3PT  (43 PTS) (D. Lee 2 AST),"[201939, 1627814]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,26.4,Made,,,,,,,43.0,D. Lee,1627814.0,2.0,,,,
673,PT00M56.80S,2021-10-22T04:32:22.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,111,109,2021-10-22T04:32:22Z,6680000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M36.00S,2021-10-22T04:35:08.8Z,4,REGULAR,3pt,Jump Shot,[],202331,3.5479632063074904,3.4543504901960786,1610612746,111,109,2021-10-22T04:35:41Z,6690000,233.0,-19.0,1,left,MISS P. George step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,,,,,,23.35,Missed,,,,,,,,,,,,,,
675,PT00M32.10S,2021-10-22T04:35:12.7Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,111,109,2021-10-22T04:35:24Z,6700000,,,0,,S. Curry REBOUND (Off:0 Def:10),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,674.0,10.0,10.0,0.0,,,,,,,,,,
676,PT00M11.60S,2021-10-22T04:35:34.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203110,94.03745072273325,45.588235294117645,1610612744,113,109,2021-10-22T04:35:38Z,6710000,-22.0,4.0,1,right,D. Green Layup (10 PTS) (A. Iguodala 3 AST),"[203110, 2738]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,2.24,Made,,,,,,,10.0,A. Iguodala,2738.0,3.0,,,,
678,PT00M06.30S,2021-10-22T04:35:42.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202331,32.933639947437584,35.78431372549019,1610612746,113,112,2021-10-22T04:36:13Z,6730000,71.0,257.0,1,left,P. George 26' 3PT pullup (29 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,26.68,Made,,,,,,,29.0,,,,,,,
679,PT00M05.00S,2021-10-22T04:35:48.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612744,113,112,2021-10-22T04:37:19Z,6740000,,,0,,T. Mann take personal FOUL (3 PF) (Curry 2 FT),"[1629611, 201939]",1610612746.0,LAC,take,,,Mann,T. Mann,,,,,2534.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
681,PT00M05.00S,2021-10-22T04:37:20.3Z,4,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,114,112,2021-10-22T04:37:20Z,6760000,,,0,,S. Curry Free Throw 1 of 2 (44 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,,44.0,,,,,,,
682,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,out,[],1627814,,,1610612744,114,112,2021-10-22T04:37:50Z,6770000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,out,[],202339,,,1610612744,114,112,2021-10-22T04:37:50Z,6780000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,out,[],1629611,,,1610612744,114,112,2021-10-22T04:37:50Z,6790000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,114,112,2021-10-22T04:37:50Z,6800000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,in,[],1627826,,,1610612744,114,112,2021-10-22T04:37:50Z,6810000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M05.00S,2021-10-22T04:37:22.8Z,4,REGULAR,substitution,in,[],1628379,,,1610612744,114,112,2021-10-22T04:37:50Z,6820000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M05.00S,2021-10-22T04:38:03.6Z,4,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,115,112,2021-10-22T04:38:03Z,6830000,,,0,,S. Curry Free Throw 2 of 2 (45 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,,45.0,,,,,,,
689,PT00M03.70S,2021-10-22T04:38:17.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612746,115,112,2021-10-22T04:46:14Z,6840000,,,0,,K. Looney take personal FOUL (4 PF) (Zubac 2 FT),"[1626172, 1627826]",1610612744.0,GSW,take,,,Looney,K. Looney,,,,,2534.0,4.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
692,PT00M03.70S,2021-10-22T08:38:51.0Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,115,112,2021-10-22T04:38:53Z,6855000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M03.70S,2021-10-22T08:38:51.0Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,115,112,2021-10-22T04:38:53Z,6857500,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M03.70S,2021-10-22T08:38:52.3Z,4,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,115,113,2021-10-22T04:46:33Z,6860000,,,0,,I. Zubac Free Throw 1 of 2 (14 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,14.0,,,,,,,
694,PT00M03.70S,2021-10-22T08:38:52.3Z,4,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,115,113,2021-10-22T04:46:33Z,6890000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Missed,,,,,,,,,,,,,,
695,PT00M03.70S,2021-10-22T08:38:52.3Z,4,REGULAR,rebound,offensive,[],202331,,,1610612746,115,113,2021-10-22T04:46:33Z,6900000,,,0,,P. George REBOUND (Off:1 Def:10),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,694.0,11.0,10.0,1.0,,,,,,,,,,
696,PT00M00.00S,2021-10-22T04:40:25.6Z,4,REGULAR,period,end,[],0,,,1610612746,115,113,2021-10-22T04:40:25Z,6930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M00.00S,2021-10-22T04:40:28.2Z,4,REGULAR,game,end,[],0,,,0,115,113,2021-10-22T04:40:28Z,6940000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
