actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
167,PT10M23.00S,2022-12-04T23:39:10.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,32,37,2022-12-04T23:39:15Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,166.0,,,,,,
168,PT10M23.00S,2022-12-04T23:39:14.9Z,2,REGULAR,foul,personal,[],1629684,,,1610612751,32,37,2022-12-04T23:39:24Z,1680000,False,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 1629651]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
170,PT10M10.00S,2022-12-04T23:39:51.7Z,2,REGULAR,turnover,3-second-violation,[],1629651,,,1610612751,32,37,2022-12-04T23:40:11Z,1700000,False,,,0,,N. Claxton 3-second-violation TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,,,,1.0,,
171,PT09M47.00S,2022-12-04T23:40:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,5.732588699080158,45.588235294117645,1610612738,32,37,2022-12-04T23:40:35Z,1710000,False,22.0,1.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
173,PT09M44.00S,2022-12-04T23:40:31.3Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,32,37,2022-12-04T23:40:35Z,1730000,False,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,171.0,2.0,1.0,1.0,,,
174,PT09M39.00S,2022-12-04T23:40:36.2Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,32,37,2022-12-04T23:40:40Z,1740000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1628369]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
175,PT09M39.00S,2022-12-04T23:40:36.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,32,37,2022-12-04T23:40:37Z,1750000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
176,PT09M36.00S,2022-12-04T23:40:40.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,6.521024967148489,46.81372549019608,1610612738,32,39,2022-12-04T23:40:44Z,1760000,False,16.0,9.0,1,left,P. Pritchard running Layup (6 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.82,Made,6.0,,,,,,,,,,,,,,,,,
177,PT09M13.00S,2022-12-04T23:41:03.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.51182654402102,48.77450980392157,1610612751,34,39,2022-12-04T23:41:06Z,1770000,False,-6.0,8.0,1,right,N. Claxton cutting DUNK (4 PTS) (K. Irving 1 AST),"[1629651, 202681]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.05,Made,4.0,,,,,,K. Irving,202681.0,1.0,,,,,,,,,
179,PT08M52.00S,2022-12-04T23:41:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.30946123521682,47.05882352941176,1610612738,34,41,2022-12-04T23:41:27Z,1790000,False,15.0,16.0,1,left,M. Brogdon driving Layup (5 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,,,,,,,,,,,,,,,,,
180,PT08M44.00S,2022-12-04T23:41:30.8Z,2,REGULAR,3pt,Jump Shot,[],203925,68.28186596583443,59.55882352941176,1610612751,37,41,2022-12-04T23:41:36Z,1800000,False,48.0,246.0,1,right,J. Harris 25' 3PT running pullup (8 PTS) (R. O'Neale 1 AST),"[203925, 1626220]",1610612751.0,BKN,running pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,25.03,Made,8.0,,,,,,R. O'Neale,1626220.0,1.0,,,,,,,,,
182,PT08M35.00S,2022-12-04T23:41:43.6Z,2,REGULAR,foul,personal,[],1629651,,,1610612738,37,41,2022-12-04T23:42:15Z,1820000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1628369]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,
184,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,out,[],1629651,,,1610612738,37,41,2022-12-04T23:42:10Z,1840000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,37,41,2022-12-04T23:42:10Z,1850000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,37,41,2022-12-04T23:42:10Z,1860000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,in,[],201142,,,1610612738,37,41,2022-12-04T23:42:10Z,1870000,False,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,37,41,2022-12-04T23:42:10Z,1880000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M35.00S,2022-12-04T23:41:56.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,37,41,2022-12-04T23:42:10Z,1890000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M26.00S,2022-12-04T23:42:31.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,37,41,2022-12-05T01:07:12Z,1925000,False,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1626220]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,4.0,O'Neale,1626220.0
584,PT08M26.00S,2022-12-04T23:42:31.6Z,2,REGULAR,steal,,[],1626220,,,1610612751,37,41,2022-12-05T01:07:12Z,1927500,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
193,PT08M21.00S,2022-12-04T23:42:34.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",203933,94.03745072273325,45.34313725490196,1610612751,37,41,2022-12-05T01:07:12Z,1930000,False,-23.0,4.0,1,right,MISS T. Warren running Layup - blocked,"[203933, 1630573]",1610612751.0,BKN,running,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,Hauser,1630573.0,,,,,,,
194,PT08M21.00S,2022-12-04T23:42:34.0Z,2,REGULAR,block,,[],1630573,,,1610612751,37,41,2022-12-04T23:42:36Z,1940000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT08M21.00S,2022-12-04T23:42:34.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,37,41,2022-12-04T23:42:44Z,1950000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,
196,PT08M14.00S,2022-12-04T23:42:43.5Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,37,41,2022-12-04T23:42:49Z,1960000,False,,,0,,D. White bad pass out-of-bounds TURNOVER (2 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,1193.0,,,,,,,,,,,,,,2.0,,
197,PT08M01.00S,2022-12-04T23:43:13.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202681,71.96123521681997,38.72549019607843,1610612751,37,41,2022-12-04T23:43:18Z,1970000,False,-56.0,211.0,1,right,MISS K. Irving 21' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,21.85,Missed,,,,,,,,,,,,,,,,,,
198,PT07M57.00S,2022-12-04T23:43:17.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,37,41,2022-12-04T23:43:18Z,1980000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,
199,PT07M46.00S,2022-12-04T23:43:31.9Z,2,REGULAR,foul,personal,[],203925,,,1610612738,37,41,2022-12-04T23:43:57Z,1990000,False,,,0,,J. Harris personal FOUL (1 PF),"[203925, 1630573]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,1.0,0.0,Hauser,1630573.0,,,,,,,,,,,,
201,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,out,[],203925,,,1610612738,37,41,2022-12-04T23:43:58Z,2010000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,37,41,2022-12-04T23:43:58Z,2020000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,37,41,2022-12-04T23:43:58Z,2030000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,in,[],1629651,,,1610612738,37,41,2022-12-04T23:43:58Z,2040000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,in,[],201143,,,1610612738,37,41,2022-12-04T23:43:58Z,2050000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M46.00S,2022-12-04T23:43:41.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,41,2022-12-04T23:43:58Z,2060000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M39.00S,2022-12-04T23:44:13.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.488173455978973,33.088235294117645,1610612738,37,41,2022-12-04T23:44:20Z,2070000,False,85.0,243.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
208,PT07M35.00S,2022-12-04T23:44:17.3Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,37,41,2022-12-04T23:44:20Z,2080000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,207.0,4.0,3.0,1.0,,,
209,PT07M32.00S,2022-12-04T23:44:20.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,30.831143232588698,34.55882352941176,1610612738,37,44,2022-12-04T23:44:24Z,2090000,False,77.0,237.0,1,left,D. White 24' 3PT  (3 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,24.95,Made,3.0,,,,,,S. Hauser,1630573.0,1.0,,,,,,,,,
211,PT07M06.00S,2022-12-04T23:44:46.0Z,2,REGULAR,3pt,Jump Shot,[],201142,94.43166885676742,95.09803921568627,1610612751,37,44,2022-12-04T23:44:57Z,2110000,False,225.0,0.0,1,right,MISS K. Durant 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
212,PT07M04.00S,2022-12-04T23:44:48.0Z,2,REGULAR,rebound,offensive,[],203933,,,1610612751,37,44,2022-12-04T23:44:57Z,2120000,False,,,0,,T. Warren REBOUND (Off:1 Def:0),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,211.0,1.0,0.0,1.0,,,
213,PT07M03.00S,2022-12-04T23:44:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203933,94.43166885676742,49.754901960784316,1610612751,39,44,2022-12-04T23:45:00Z,2130000,False,-1.0,0.0,1,right,T. Warren putback Layup (2 PTS),[203933],1610612751.0,BKN,putback,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,,,,,,,,,,,,,,,,,
214,PT06M46.00S,2022-12-04T23:45:05.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.196452036793694,50.0,1610612738,39,44,2022-12-04T23:45:09Z,2140000,False,0.0,260.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
215,PT06M43.00S,2022-12-04T23:45:08.0Z,2,REGULAR,rebound,offensive,[],1630573,,,1610612738,39,44,2022-12-04T23:45:09Z,2150000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,214.0,1.0,0.0,1.0,,,
216,PT06M39.00S,2022-12-04T23:45:13.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,7.966491458607096,4.6568627450980395,1610612738,39,44,2022-12-04T23:45:17Z,2160000,False,227.0,22.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.78,Missed,,,,,,,,,,,,,,,,,,
217,PT06M34.00S,2022-12-04T23:45:18.1Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,39,44,2022-12-04T23:45:17Z,2170000,False,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,216.0,3.0,3.0,0.0,,,
218,PT06M32.00S,2022-12-04T23:45:20.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626220,94.30026281208936,54.166666666666664,1610612751,39,44,2022-12-04T23:45:25Z,2180000,False,21.0,1.0,1,right,MISS R. O'Neale running Layup - blocked,"[1626220, 1627759]",1610612751.0,BKN,running,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,Brown,1627759.0,,,,,,,
219,PT06M32.00S,2022-12-04T23:45:20.3Z,2,REGULAR,block,,[],1627759,,,1610612751,39,44,2022-12-04T23:45:22Z,2190000,False,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT06M29.00S,2022-12-04T23:45:23.3Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,39,44,2022-12-04T23:45:25Z,2200000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,218.0,2.0,1.0,1.0,,,
221,PT06M26.00S,2022-12-04T23:45:26.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,23.603810775295663,87.00980392156863,1610612738,39,44,2022-12-04T23:45:33Z,2210000,False,-185.0,169.0,1,left,MISS S. Hauser 25' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
222,PT06M20.00S,2022-12-04T23:45:32.4Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,39,44,2022-12-04T23:45:33Z,2220000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,221.0,2.0,2.0,0.0,,,
223,PT06M18.00S,2022-12-04T23:45:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612751,39,44,2022-12-04T23:48:23Z,2230000,False,,,0,,D. White shooting personal FOUL (2 PF) (Warren 2 FT),"[1628401, 203933]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,2534.0,2.0,0.0,Warren,203933.0,,,,,,,,,,,,
225,PT06M18.00S,2022-12-04T23:45:52.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,39,44,2022-12-04T23:45:52Z,2250000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M18.00S,2022-12-04T23:45:56.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612751,39,44,2022-12-04T23:48:20Z,2260000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M18.00S,2022-12-04T23:45:56.3Z,2,REGULAR,substitution,out,[],1630573,,,1610612751,39,44,2022-12-04T23:48:20Z,2270000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2022-12-04T23:45:56.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,39,44,2022-12-04T23:48:20Z,2280000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M18.00S,2022-12-04T23:45:56.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612751,39,44,2022-12-04T23:48:20Z,2290000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M18.00S,2022-12-04T23:48:42.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203933,,,1610612751,40,44,2022-12-04T23:48:42Z,2300000,False,,,0,,T. Warren Free Throw 1 of 2 (3 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
232,PT06M18.00S,2022-12-04T23:48:58.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203933,,,1610612751,41,44,2022-12-04T23:48:58Z,2310000,False,,,0,,T. Warren Free Throw 2 of 2 (4 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
234,PT06M03.00S,2022-12-04T23:49:16.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,34.80392156862745,1610612738,41,44,2022-12-04T23:49:20Z,2320000,False,76.0,240.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
235,PT05M59.00S,2022-12-04T23:49:20.4Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,41,44,2022-12-04T23:49:20Z,2330000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,234.0,3.0,3.0,0.0,,,
236,PT05M54.00S,2022-12-04T23:49:26.0Z,2,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612751,41,44,2022-12-04T23:49:38Z,2340000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Durant 2 FT),"[1627763, 201142]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,1193.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
238,PT05M54.00S,2022-12-04T23:49:51.5Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,42,44,2022-12-04T23:49:51Z,2360000,False,,,0,,K. Durant Free Throw 1 of 2 (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
239,PT05M54.00S,2022-12-04T23:49:52.1Z,2,REGULAR,substitution,out,[],203933,,,1610612751,42,44,2022-12-04T23:49:57Z,2370000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M54.00S,2022-12-04T23:49:52.1Z,2,REGULAR,substitution,in,[],203925,,,1610612751,42,44,2022-12-04T23:49:57Z,2380000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M54.00S,2022-12-04T23:50:09.1Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,43,44,2022-12-04T23:50:09Z,2390000,False,,,0,,K. Durant Free Throw 2 of 2 (11 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
242,PT05M38.00S,2022-12-04T23:50:26.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,23.603810775295663,59.80392156862745,1610612738,43,44,2022-12-04T23:50:35Z,2400000,False,-49.0,169.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,17.63,Missed,,,,,,,,,,,,,,,,,,
243,PT05M36.00S,2022-12-04T23:50:28.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,44,2022-12-04T23:50:35Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,242.0,,,,,,
245,PT05M32.00S,2022-12-04T23:50:53.9Z,2,REGULAR,foul,personal,[],203925,,,1610612738,43,44,2022-12-04T23:51:00Z,2430000,False,,,0,,J. Harris personal FOUL (2 PF),"[203925, 1627759]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,2534.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,
247,PT05M17.00S,2022-12-04T23:51:27.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,26.757555847568987,40.44117647058824,1610612738,43,46,2022-12-04T23:51:31Z,2450000,False,48.0,199.0,1,left,J. Tatum 20' pullup Jump Shot (5 PTS) (M. Brogdon 3 AST),"[1628369, 1627763]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,20.47,Made,5.0,,,,,,M. Brogdon,1627763.0,3.0,,,,,,,,,
249,PT05M04.00S,2022-12-04T23:51:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.9862023653088,48.03921568627451,1610612751,45,46,2022-12-04T23:51:43Z,2470000,False,-10.0,13.0,1,right,N. Claxton alley-oop Layup (6 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.66,Made,6.0,,,,,,K. Irving,202681.0,2.0,,,,,,,,,
251,PT04M46.00S,2022-12-04T23:52:00.4Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612738,45,46,2022-12-04T23:52:09Z,2490000,False,,,0,,N. Claxton shooting personal FOUL (2 PF) (Brogdon 2 FT),"[1629651, 1627763]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,2534.0,2.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,
253,PT04M46.00S,2022-12-04T23:52:24.8Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,45,47,2022-12-04T23:52:24Z,2510000,False,,,0,,M. Brogdon Free Throw 1 of 2 (6 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
254,PT04M46.00S,2022-12-04T23:52:37.8Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,45,48,2022-12-04T23:52:37Z,2520000,False,,,0,,M. Brogdon Free Throw 2 of 2 (7 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
255,PT04M39.00S,2022-12-04T23:52:46.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,67.62483574244416,38.970588235294116,1610612751,45,48,2022-12-04T23:52:53Z,2530000,False,-55.0,252.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
