actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
170,PT11M17.00S,2022-10-22T00:11:34.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,24,2022-10-22T00:11:46Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,169.0,,,,,,,,,
172,PT11M08.00S,2022-10-22T00:12:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.338370565045992,45.588235294117645,1610612761,28,26,2022-10-22T00:12:09Z,1720000,22.0,-2.0,1,left,P. Siakam driving Layup (8 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,2.22,Made,8.0,,,,,,,,,,,,,,,
173,PT10M54.00S,2022-10-22T00:12:20.2Z,2,REGULAR,3pt,Jump Shot,[],202693,72.88107752956637,81.37254901960785,1610612751,28,26,2022-10-22T00:12:26Z,1730000,157.0,202.0,1,right,MISS M. Morris 25' 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,25.61,Missed,,,,,,,,,,,,,,,,
174,PT10M51.00S,2022-10-22T00:12:23.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,28,26,2022-10-22T00:12:26Z,1740000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,173.0,3.0,3.0,0.0,,,,,,
175,PT10M43.00S,2022-10-22T00:12:30.8Z,2,REGULAR,3pt,Jump Shot,[],1630625,3.1044678055190538,96.07843137254902,1610612761,28,26,2022-10-22T00:12:37Z,1750000,-230.0,-23.0,1,left,MISS D. Banton 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,23.16,Missed,,,,,,,,,,,,,,,,
176,PT10M43.00S,2022-10-22T00:12:30.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,28,26,2022-10-22T00:12:37Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,175.0,,,,,,,,,
177,PT10M43.00S,2022-10-22T00:12:37.5Z,2,REGULAR,foul,personal,[],1630173,,,1610612751,28,26,2022-10-22T00:12:57Z,1770000,,,0,,P. Achiuwa loose ball personal FOUL (1 PF),"[1630173, 1627732]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Simmons,1627732.0,,
179,PT10M33.00S,2022-10-22T00:13:05.8Z,2,REGULAR,foul,personal,[],1630173,,,1610612751,28,26,2022-10-22T00:13:13Z,1790000,,,0,,P. Achiuwa personal FOUL (2 PF),"[1630173, 1629651]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,1628484.0,,,,,,,,,,,,,,2.0,0.0,Claxton,1629651.0,,
182,PT10M19.00S,2022-10-22T00:13:52.0Z,2,REGULAR,turnover,lost ball,[],1627732,,,1610612751,28,26,2022-10-22T00:13:56Z,1820000,,,0,,B. Simmons lost ball TURNOVER (1 TO),"[1627732, 1627832]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,VanVleet,1627832.0,,,,,,,,,,
183,PT10M19.00S,2022-10-22T00:13:52.0Z,2,REGULAR,steal,,[],1627832,,,1610612761,28,26,2022-10-22T00:13:55Z,1830000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
184,PT10M08.00S,2022-10-22T00:14:03.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,29.517082785808146,27.696078431372552,1610612761,28,26,2022-10-22T00:14:08Z,1840000,112.0,225.0,1,left,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,25.11,Missed,,,,,,,,,,,,,,,,
185,PT10M04.00S,2022-10-22T00:14:07.7Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,28,26,2022-10-22T00:14:08Z,1850000,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,,
186,PT09M57.00S,2022-10-22T00:14:17.2Z,2,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612751,28,26,2022-10-22T00:14:23Z,1860000,,,0,,R. O'Neale step out-of-bounds TURNOVER (1 TO),[1626220],1610612751.0,BKN,step,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,1148.0,1.0,,,,,,,,,,,,,,,,,,
187,PT09M43.00S,2022-10-22T00:14:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,6.521024967148489,44.36274509803921,1610612761,28,28,2022-10-22T00:14:46Z,1870000,28.0,9.0,1,left,D. Banton cutting Layup (2 PTS) (P. Siakam 2 AST),"[1630625, 1627783]",1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,2.95,Made,2.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,
189,PT09M32.00S,2022-10-22T00:14:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,93.9060446780552,60.78431372549019,1610612751,30,28,2022-10-22T00:14:57Z,1890000,54.0,5.0,1,right,K. Irving floating Jump Shot (7 PTS) (B. Simmons 2 AST),"[202681, 1627732]",1610612751.0,BKN,floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,5.41,Made,7.0,B. Simmons,1627732.0,2.0,,,,,,,,,,,,
191,PT09M17.00S,2022-10-22T00:15:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,5.469776609724048,47.794117647058826,1610612761,30,28,2022-10-22T00:15:15Z,1910000,11.0,-1.0,1,left,MISS C. Koloko reverse Layup - blocked,"[1631132, 1629651]",1610612761.0,TOR,reverse,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,1.11,Missed,,,,,,,,,,,,,,,Claxton,1629651.0
192,PT09M17.00S,2022-10-22T00:15:06.9Z,2,REGULAR,block,,[],1629651,,,1610612761,30,28,2022-10-22T00:15:09Z,1920000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
193,PT09M14.00S,2022-10-22T00:15:09.9Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,30,28,2022-10-22T00:15:09Z,1930000,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,191.0,2.0,0.0,2.0,,,,,,
194,PT09M09.00S,2022-10-22T00:15:14.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,31.09395532194481,59.068627450980394,1610612761,30,28,2022-10-22T00:15:20Z,1940000,-45.0,240.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,24.4,Missed,,,,,,,,,,,,,,,,
195,PT09M04.00S,2022-10-22T00:15:19.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,30,28,2022-10-22T00:15:20Z,1950000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,,
196,PT09M00.00S,2022-10-22T00:15:23.6Z,2,REGULAR,turnover,lost ball,[],202681,,,1610612751,30,28,2022-10-22T00:15:27Z,1960000,,,0,,K. Irving lost ball TURNOVER (2 TO),"[202681, 1630625]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,Banton,1630625.0,,,,,,,,,,
197,PT09M00.00S,2022-10-22T00:15:23.6Z,2,REGULAR,steal,,[],1630625,,,1610612761,30,28,2022-10-22T00:17:04Z,1970000,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT08M56.00S,2022-10-22T00:15:28.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,23.603810775295663,85.7843137254902,1610612761,30,31,2022-10-22T00:15:35Z,1980000,-179.0,169.0,1,left,F. VanVleet 24' 3PT running (5 PTS) (P. Siakam 3 AST),"[1627832, 1627783]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,24.64,Made,5.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,
200,PT08M55.00S,2022-10-22T00:15:35.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,30,31,2022-10-22T00:15:35Z,2000000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,out,[],1626220,,,1610612751,30,31,2022-10-22T00:18:28Z,2010000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,out,[],202693,,,1610612751,30,31,2022-10-22T00:18:28Z,2020000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612751,30,31,2022-10-22T00:18:28Z,2030000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,in,[],203925,,,1610612751,30,31,2022-10-22T00:18:28Z,2040000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,in,[],201142,,,1610612751,30,31,2022-10-22T00:18:28Z,2050000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M55.00S,2022-10-22T00:15:37.7Z,2,REGULAR,substitution,in,[],201152,,,1610612751,30,31,2022-10-22T00:18:28Z,2060000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M37.00S,2022-10-22T00:18:50.4Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,30,31,2022-10-22T00:18:55Z,2070000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1627832]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,VanVleet,1627832.0,,,,,,,,,,
208,PT08M37.00S,2022-10-22T00:18:50.4Z,2,REGULAR,steal,,[],1627832,,,1610612761,30,31,2022-10-22T00:18:52Z,2080000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
209,PT08M33.00S,2022-10-22T00:18:54.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,6.1268068331143235,49.754901960784316,1610612761,30,33,2022-10-22T00:18:59Z,2090000,1.0,5.0,1,left,D. Banton running DUNK (4 PTS) (F. VanVleet 4 AST),"[1630625, 1627832]",1610612761.0,TOR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,0.52,Made,4.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,
211,PT08M20.00S,2022-10-22T00:19:05.9Z,2,REGULAR,3pt,Jump Shot,[],202681,69.99014454664915,23.52941176470588,1610612751,33,33,2022-10-22T00:19:10Z,2110000,-132.0,230.0,1,right,K. Irving 26' 3PT pullup (10 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,26.5,Made,10.0,,,,,,,,,,,,,,,
212,PT07M58.00S,2022-10-22T00:19:28.9Z,2,REGULAR,3pt,Jump Shot,[],201152,8.492115637319317,3.6764705882352944,1610612761,33,33,2022-10-22T00:19:34Z,2120000,232.0,27.0,1,left,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,23.32,Missed,,,,,,,,,,,,,,,,
213,PT07M54.00S,2022-10-22T00:19:32.9Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,33,33,2022-10-22T00:19:34Z,2130000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,,,,,,212.0,4.0,3.0,1.0,,,,,,
214,PT07M52.00S,2022-10-22T00:19:34.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,5.732588699080158,47.794117647058826,1610612761,33,35,2022-10-22T00:19:41Z,2140000,11.0,1.0,1,left,P. Siakam floating Jump Shot (10 PTS),[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.11,Made,10.0,,,,,,,,,,,,,,,
215,PT07M37.00S,2022-10-22T00:19:49.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.69448094612353,51.9607843137255,1610612751,35,35,2022-10-22T00:19:57Z,2150000,10.0,-3.0,1,right,N. Claxton cutting DUNK (6 PTS) (B. Simmons 3 AST),"[1629651, 1627732]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,1.01,Made,6.0,B. Simmons,1627732.0,3.0,,,,,,,,,,,,
217,PT07M22.00S,2022-10-22T00:20:11.2Z,2,REGULAR,foul,personal,[],1627732,,,1610612761,35,35,2022-10-22T00:20:44Z,2170000,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1627783]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,1151.0,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,
219,PT07M22.00S,2022-10-22T00:20:20.0Z,2,REGULAR,substitution,out,[],1627832,,,1610612761,35,35,2022-10-22T00:20:39Z,2190000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M22.00S,2022-10-22T00:20:20.0Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,35,35,2022-10-22T00:20:39Z,2200000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M22.00S,2022-10-22T00:20:20.0Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,35,35,2022-10-22T00:20:39Z,2210000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M22.00S,2022-10-22T00:20:20.0Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,35,35,2022-10-22T00:20:39Z,2220000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M09.00S,2022-10-22T00:20:43.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,23.99802890932983,71.07843137254902,1610612761,35,37,2022-10-22T00:20:51Z,2230000,-105.0,173.0,1,left,P. Siakam 20' Jump Shot (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,20.27,Made,12.0,,,,,,,,,,,,,,,
224,PT06M53.00S,2022-10-22T00:20:59.6Z,2,REGULAR,3pt,Jump Shot,[],201142,92.9862023653088,95.83333333333334,1610612751,35,37,2022-10-22T00:21:04Z,2240000,229.0,13.0,1,right,MISS K. Durant 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,22.96,Missed,,,,,,,,,,,,,,,,
225,PT06M49.00S,2022-10-22T00:21:03.6Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,35,37,2022-10-22T00:21:04Z,2250000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,
226,PT06M43.00S,2022-10-22T00:21:09.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,14.668199737187912,24.264705882352942,1610612761,35,39,2022-10-22T00:21:17Z,2260000,129.0,85.0,1,left,P. Siakam 15' fadeaway Jump Shot (14 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,15.45,Made,14.0,,,,,,,,,,,,,,,
227,PT06M28.00S,2022-10-22T00:21:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.7365308804205,35.049019607843135,1610612751,37,39,2022-10-22T00:21:28Z,2270000,-75.0,110.0,1,right,K. Durant 13' pullup Jump Shot (4 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,13.29,Made,4.0,,,,,,,,,,,,,,,
228,PT06M07.00S,2022-10-22T00:21:45.7Z,2,REGULAR,2pt,Jump Shot,[],1631132,7.5722733245729295,8.333333333333332,1610612761,37,39,2022-10-22T00:21:49Z,2280000,208.0,19.0,1,left,MISS C. Koloko 20' Jump Shot,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,16-24 Right,,,20.91,Missed,,,,,,,,,,,,,,,,
229,PT06M04.00S,2022-10-22T00:21:48.3Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,37,39,2022-10-22T00:21:48Z,2290000,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,,,,,,,,,,,228.0,4.0,4.0,0.0,,,,,,
230,PT05M58.00S,2022-10-22T00:21:54.5Z,2,REGULAR,3pt,Jump Shot,[],202681,67.23061760840999,62.745098039215684,1610612751,37,39,2022-10-22T00:21:58Z,2300000,64.0,256.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,26.33,Missed,,,,,,,,,,,,,,,,
231,PT05M56.00S,2022-10-22T00:21:56.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,37,39,2022-10-22T00:21:58Z,2310000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,230.0,5.0,4.0,1.0,,,,,,
232,PT05M52.00S,2022-10-22T00:22:04.4Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612761,37,39,2022-10-22T00:22:14Z,2320000,,,0,,K. Irving shooting personal FOUL (2 PF) (Siakam 2 FT),"[202681, 1627783]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,1628484.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
234,PT05M52.00S,2022-10-22T00:22:34.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,37,40,2022-10-22T00:22:34Z,2340000,,,0,,P. Siakam Free Throw 1 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
235,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,out,[],1627732,,,1610612761,37,40,2022-10-22T00:22:51Z,2350000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,out,[],202681,,,1610612761,37,40,2022-10-22T00:22:51Z,2360000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,out,[],1629651,,,1610612761,37,40,2022-10-22T00:22:51Z,2370000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,37,40,2022-10-22T00:22:51Z,2380000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,in,[],1630549,,,1610612761,37,40,2022-10-22T00:22:51Z,2390000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612761,37,40,2022-10-22T00:22:51Z,2400000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,in,[],201988,,,1610612761,37,40,2022-10-22T00:22:51Z,2410000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M52.00S,2022-10-22T00:22:34.8Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,37,40,2022-10-22T00:22:51Z,2420000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M52.00S,2022-10-22T00:23:07.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,37,41,2022-10-22T00:23:07Z,2430000,,,0,,P. Siakam Free Throw 2 of 2 (16 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
244,PT05M35.00S,2022-10-22T00:23:26.4Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,37,41,2022-10-22T00:23:33Z,2440000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1630567]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,Barnes,1630567.0,,,,,,,,,,
245,PT05M35.00S,2022-10-22T00:23:26.4Z,2,REGULAR,steal,,[],1630567,,,1610612761,37,41,2022-10-22T00:23:28Z,2450000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
246,PT05M30.00S,2022-10-22T00:23:31.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,7.046649145860711,48.77450980392157,1610612761,37,43,2022-10-22T00:23:37Z,2460000,6.0,14.0,1,left,P. Siakam running DUNK (18 PTS) (T. Young 1 AST),"[1627783, 201152]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.5,Made,18.0,T. Young,201152.0,1.0,,,,,,,,,,,,
248,PT05M15.00S,2022-10-22T00:23:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612751,37,43,2022-10-22T00:23:59Z,2480000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1630567, 1630549]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1628484.0,,,,,,,,,,,,,,1.0,0.0,Sharpe,1630549.0,,
250,PT05M15.00S,2022-10-22T00:24:09.0Z,2,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,37,43,2022-10-22T00:24:23Z,2500000,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
251,PT05M15.00S,2022-10-22T00:24:09.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,37,43,2022-10-22T00:24:23Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,
252,PT05M15.00S,2022-10-22T00:24:09.0Z,2,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,37,43,2022-10-22T00:24:23Z,2520000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
253,PT05M11.00S,2022-10-22T00:24:13.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,37,43,2022-10-22T00:24:23Z,2530000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,252.0,6.0,5.0,1.0,,,,,,
254,PT04M57.00S,2022-10-22T00:24:36.9Z,2,REGULAR,2pt,Jump Shot,[],1628384,6.1268068331143235,67.64705882352942,1610612761,37,43,2022-10-22T00:24:41Z,2540000,-88.0,5.0,1,left,MISS O. Anunoby 8' turnaround Shot,[1628384],1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,8.83,Missed,,,,,,,,,,,,,,,,
