actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
435,PT04M34.00S,2022-10-22T01:12:24.5Z,3,REGULAR,3pt,Jump Shot,[],203925,31.09395532194481,42.8921568627451,1610612751,64,68,2022-10-22T01:12:28Z,4300000,36.0,240.0,1,left,MISS J. Harris 24' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,24.24,Missed,,,,,,,,,,,,,,,,
436,PT04M31.00S,2022-10-22T01:12:27.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,64,68,2022-10-22T01:12:28Z,4310000,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,435.0,5.0,3.0,2.0,,,,,,
437,PT04M24.00S,2022-10-22T01:12:35.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1627783,88.38699080157687,40.44117647058824,1610612761,64,70,2022-10-22T01:13:17Z,4320000,-48.0,57.0,1,right,P. Siakam 7' turnaround Jump Shot (27 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,7.42,Made,27.0,,,,,,,,,,,,,,,
438,PT04M24.00S,2022-10-22T01:12:46.8Z,3,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612761,64,70,2022-10-22T01:13:03Z,4330000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Siakam 1 FT),"[1626220, 1627783]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
440,PT04M24.00S,2022-10-22T01:13:09.5Z,3,REGULAR,violation,defensive goaltending,[],1630549,,,1610612761,64,70,2022-10-22T01:13:17Z,4350000,,,0,,D. Sharpe defensive goaltending VIOLATION,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
441,PT04M24.00S,2022-10-22T01:13:17.0Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,64,71,2022-10-22T01:13:17Z,4360000,,,0,,P. Siakam Free Throw 1 of 1 (28 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,,
442,PT04M24.00S,2022-10-22T01:13:17.7Z,3,REGULAR,substitution,out,[],1627732,,,1610612751,64,71,2022-10-22T01:13:20Z,4370000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M24.00S,2022-10-22T01:13:17.7Z,3,REGULAR,substitution,in,[],202681,,,1610612751,64,71,2022-10-22T01:13:20Z,4380000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M09.00S,2022-10-22T01:13:32.0Z,3,REGULAR,2pt,Jump Shot,[],201142,12.302890932982917,30.392156862745097,1610612751,66,71,2022-10-22T01:13:37Z,4390000,98.0,63.0,1,left,K. Durant 11' turnaround Jump Shot (21 PTS) (J. Harris 1 AST),"[201142, 203925]",1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,11.66,Made,21.0,J. Harris,203925.0,1.0,,,,,,,,,,,,
446,PT03M52.00S,2022-10-22T01:13:49.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.07293035479631,48.03921568627451,1610612761,66,73,2022-10-22T01:13:53Z,4410000,-10.0,69.0,1,right,S. Barnes 6' turnaround bank Jump Shot (13 PTS),[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.97,Made,13.0,,,,,,,,,,,,,,,
447,PT03M46.00S,2022-10-22T01:13:59.5Z,3,REGULAR,turnover,palming,[],1626220,,,1610612751,66,73,2022-10-22T01:14:17Z,4420000,,,0,,R. O'Neale palming TURNOVER (2 TO),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,1628484.0,2.0,,,,,,,,,,,,,,,,,,
448,PT03M31.00S,2022-10-22T01:14:23.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,69.33311432325887,28.921568627450984,1610612761,66,76,2022-10-22T01:14:28Z,4430000,-105.0,236.0,1,right,P. Siakam 25' 3PT  (31 PTS) (F. VanVleet 8 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,25.83,Made,31.0,F. VanVleet,1627832.0,8.0,,,,,,,,,,,,
450,PT03M12.00S,2022-10-22T01:14:43.2Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612751,66,76,2022-10-22T01:14:54Z,4450000,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Durant 2 FT),"[1628384, 201142]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,3.0,0.0,Durant,201142.0,,
452,PT03M12.00S,2022-10-22T01:15:09.2Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,67,76,2022-10-22T01:15:09Z,4470000,,,0,,K. Durant Free Throw 1 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
453,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,out,[],1626220,,,1610612751,67,76,2022-10-22T01:15:32Z,4480000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,out,[],1630549,,,1610612751,67,76,2022-10-22T01:15:32Z,4490000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,out,[],1628384,,,1610612751,67,76,2022-10-22T01:15:32Z,4500000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,out,[],1630567,,,1610612751,67,76,2022-10-22T01:15:32Z,4510000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,out,[],1627832,,,1610612751,67,76,2022-10-22T01:15:32Z,4520000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,in,[],202693,,,1610612751,67,76,2022-10-22T01:15:32Z,4530000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,in,[],1629651,,,1610612751,67,76,2022-10-22T01:15:32Z,4540000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,in,[],1630625,,,1610612751,67,76,2022-10-22T01:15:32Z,4550000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,in,[],1630173,,,1610612751,67,76,2022-10-22T01:15:32Z,4560000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M12.00S,2022-10-22T01:15:09.8Z,3,REGULAR,substitution,in,[],1629018,,,1610612751,67,76,2022-10-22T01:15:32Z,4570000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M12.00S,2022-10-22T01:15:44.8Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,68,76,2022-10-22T01:15:44Z,4580000,,,0,,K. Durant Free Throw 2 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
464,PT02M54.00S,2022-10-22T01:16:04.4Z,3,REGULAR,2pt,Jump Shot,[],1627783,76.5604467805519,61.76470588235294,1610612761,68,78,2022-10-22T01:16:08Z,4590000,59.0,168.0,1,right,P. Siakam 17' pullup Jump Shot (33 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,17.78,Made,33.0,,,,,,,,,,,,,,,
465,PT02M43.00S,2022-10-22T01:16:17.4Z,3,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612751,68,78,2022-10-22T01:16:35Z,4600000,,,0,,C. Koloko shooting personal FOUL (2 PF) (Claxton 2 FT),"[1631132, 1629651]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1628484.0,,,,,,,,,,,,,,2.0,0.0,Claxton,1629651.0,,
467,PT02M43.00S,2022-10-22T01:16:47.3Z,3,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,68,78,2022-10-22T01:16:47Z,4620000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
468,PT02M43.00S,2022-10-22T01:16:47.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,68,78,2022-10-22T01:16:47Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,
469,PT02M43.00S,2022-10-22T01:16:48.3Z,3,REGULAR,substitution,out,[],201142,,,1610612751,68,78,2022-10-22T01:16:56Z,4640000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M43.00S,2022-10-22T01:16:48.3Z,3,REGULAR,substitution,in,[],201988,,,1610612751,68,78,2022-10-22T01:16:56Z,4650000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M43.00S,2022-10-22T01:17:11.9Z,3,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,69,78,2022-10-22T01:17:11Z,4660000,,,0,,N. Claxton Free Throw 2 of 2 (7 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
472,PT02M35.00S,2022-10-22T01:17:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202693,,,1610612761,69,78,2022-10-22T01:17:34Z,4670000,,,0,,M. Morris personal FOUL (2 PF) (Siakam 2 FT),"[202693, 1627783]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
474,PT02M35.00S,2022-10-22T01:17:53.6Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,69,78,2022-10-22T01:17:53Z,4690000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
475,PT02M35.00S,2022-10-22T01:17:53.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,69,78,2022-10-22T01:17:53Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,474.0,,,,,,,,,
476,PT02M35.00S,2022-10-22T01:18:13.1Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,69,79,2022-10-22T01:18:13Z,4710000,,,0,,P. Siakam Free Throw 2 of 2 (34 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,34.0,,,,,,,,,,,,,,,
477,PT02M16.00S,2022-10-22T01:18:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.863994743758213,50.73529411764706,1610612751,71,79,2022-10-22T01:18:38Z,4720000,-4.0,3.0,1,left,N. Claxton reverse Layup (9 PTS) (K. Irving 3 AST),"[1629651, 202681]",1610612751.0,BKN,reverse,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.45,Made,9.0,K. Irving,202681.0,3.0,,,,,,,,,,,,
479,PT02M05.00S,2022-10-22T01:18:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,92.85479632063075,49.754901960784316,1610612761,71,79,2022-10-22T01:18:47Z,4740000,-1.0,15.0,1,right,MISS D. Banton driving Layup - blocked,"[1630625, 1629651]",1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,1.47,Missed,,,,,,,,,,,,,,,Claxton,1629651.0
480,PT02M05.00S,2022-10-22T01:18:43.6Z,3,REGULAR,block,,[],1629651,,,1610612761,71,79,2022-10-22T01:18:46Z,4750000,,,0,,N. Claxton BLOCK (4 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
481,PT02M02.00S,2022-10-22T01:18:46.6Z,3,REGULAR,rebound,defensive,[],202693,,,1610612751,71,79,2022-10-22T01:18:47Z,4760000,,,0,,M. Morris REBOUND (Off:0 Def:3),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,479.0,3.0,3.0,0.0,,,,,,
482,PT01M59.00S,2022-10-22T01:18:49.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,29.38567674113009,25.98039215686275,1610612751,71,79,2022-10-22T01:18:57Z,4770000,120.0,224.0,1,left,MISS K. Irving 25' running pullup 3PT,[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,25.39,Missed,,,,,,,,,,,,,,,,
483,PT01M57.00S,2022-10-22T01:18:53.4Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,71,79,2022-10-22T01:18:53Z,4780000,,,0,,N. Claxton REBOUND (Off:4 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,482.0,6.0,2.0,4.0,,,,,,
484,PT01M57.00S,2022-10-22T01:18:55.7Z,3,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612751,71,79,2022-10-22T01:19:18Z,4790000,,,0,,C. Koloko shooting personal FOUL (3 PF) (Claxton 2 FT),"[1631132, 1629651]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1628484.0,,,,,,,,,,,,,,3.0,0.0,Claxton,1629651.0,,
486,PT01M57.00S,2022-10-22T01:19:22.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,71,79,2022-10-22T01:19:42Z,4810000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
487,PT01M57.00S,2022-10-22T01:19:22.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,71,79,2022-10-22T01:19:42Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,
488,PT01M57.00S,2022-10-22T01:19:22.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,71,79,2022-10-22T01:19:42Z,4830000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
489,PT01M54.00S,2022-10-22T01:19:25.2Z,3,REGULAR,rebound,offensive,[],203925,,,1610612751,71,79,2022-10-22T01:19:42Z,4840000,,,0,,J. Harris REBOUND (Off:1 Def:0),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,488.0,1.0,0.0,1.0,,,,,,
490,PT01M50.00S,2022-10-22T01:19:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,7.046649145860711,48.77450980392157,1610612751,73,79,2022-10-22T01:19:49Z,4850000,6.0,14.0,1,left,N. Claxton cutting Layup (11 PTS) (J. Harris 2 AST),"[1629651, 203925]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,1.5,Made,11.0,J. Harris,203925.0,2.0,,,,,,,,,,,,
492,PT01M33.00S,2022-10-22T01:20:01.6Z,3,REGULAR,3pt,Jump Shot,[],1629018,69.99014454664915,29.166666666666668,1610612761,73,79,2022-10-22T01:20:06Z,4870000,-104.0,230.0,1,right,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,25.21,Missed,,,,,,,,,,,,,,,,
493,PT01M29.00S,2022-10-22T01:20:05.6Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,73,79,2022-10-22T01:20:06Z,4880000,,,0,,N. Claxton REBOUND (Off:4 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,492.0,7.0,3.0,4.0,,,,,,
494,PT01M21.00S,2022-10-22T01:20:13.8Z,3,REGULAR,3pt,Jump Shot,[],201988,29.517082785808146,73.0392156862745,1610612751,73,79,2022-10-22T01:20:18Z,4890000,-115.0,225.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,,,25.28,Missed,,,,,,,,,,,,,,,,
495,PT01M18.00S,2022-10-22T01:20:16.8Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,73,79,2022-10-22T01:20:18Z,4900000,,,0,,P. Siakam REBOUND (Off:1 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,494.0,10.0,9.0,1.0,,,,,,
496,PT01M10.00S,2022-10-22T01:20:24.7Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,73,79,2022-10-22T01:20:28Z,4910000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1629651]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,Claxton,1629651.0,,,,,,,,,,
497,PT01M10.00S,2022-10-22T01:20:24.7Z,3,REGULAR,steal,,[],1629651,,,1610612751,73,79,2022-10-22T01:20:27Z,4920000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
498,PT01M05.00S,2022-10-22T01:20:29.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,5.075558475689881,46.32352941176471,1610612751,75,79,2022-10-22T01:20:35Z,4930000,18.0,-5.0,1,left,N. Claxton running Layup (13 PTS),[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,1.9,Made,13.0,,,,,,,,,,,,,,,
499,PT00M47.60S,2022-10-22T01:20:47.1Z,3,REGULAR,3pt,Jump Shot,[],1627783,66.44218134034165,43.627450980392155,1610612761,75,79,2022-10-22T01:20:53Z,4940000,-32.0,263.0,1,right,MISS P. Siakam 26' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,26.48,Missed,,,,,,,,,,,,,,,,
500,PT00M45.00S,2022-10-22T01:20:49.7Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,75,79,2022-10-22T01:20:53Z,4950000,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,499.0,2.0,1.0,1.0,,,,,,
501,PT00M28.30S,2022-10-22T01:21:07.2Z,3,REGULAR,3pt,Jump Shot,[],201988,3.235873850197109,96.32352941176471,1610612751,78,79,2022-10-22T01:21:12Z,4960000,-232.0,-22.0,1,left,P. Mills 3PT  (10 PTS) (K. Irving 4 AST),"[201988, 202681]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,,,23.27,Made,10.0,K. Irving,202681.0,4.0,,,,,,,,,,,,
504,PT00M06.70S,2022-10-22T01:21:53.3Z,3,REGULAR,substitution,out,[],201988,,,1610612761,78,79,2022-10-22T01:22:06Z,4990000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M06.70S,2022-10-22T01:21:53.3Z,3,REGULAR,substitution,out,[],1630625,,,1610612761,78,79,2022-10-22T01:22:06Z,5000000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M06.70S,2022-10-22T01:21:53.3Z,3,REGULAR,substitution,in,[],1626220,,,1610612761,78,79,2022-10-22T01:22:06Z,5010000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M06.70S,2022-10-22T01:21:53.3Z,3,REGULAR,substitution,in,[],1627832,,,1610612761,78,79,2022-10-22T01:22:06Z,5020000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M04.20S,2022-10-22T01:22:19.5Z,3,REGULAR,2pt,Jump Shot,[],1630173,94.03745072273325,71.56862745098039,1610612761,78,79,2022-10-22T01:22:27Z,5030000,108.0,4.0,1,right,MISS P. Achiuwa 10' floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,10.79,Missed,,,,,,,,,,,,,,,,
509,PT00M00.40S,2022-10-22T01:22:23.3Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612761,78,79,2022-10-22T01:22:27Z,5040000,,,0,,F. VanVleet REBOUND (Off:1 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,508.0,5.0,4.0,1.0,,,,,,
510,PT00M00.40S,2022-10-22T01:22:25.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627832,93.11760840998686,44.11764705882353,1610612761,78,79,2022-10-22T01:32:36Z,5050000,-29.0,12.0,1,right,MISS F. VanVleet fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,3.18,Missed,,,,,,,,,,,,,,,,
511,PT00M00.40S,2022-10-22T01:22:25.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,78,79,2022-10-22T01:32:36Z,5060000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,510.0,,,,,,,,,
513,PT00M00.00S,2022-10-22T01:22:45.9Z,3,REGULAR,period,end,[],0,,,1610612751,78,79,2022-10-22T01:22:45Z,5080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,out,['startperiod'],203925,,,1610612751,78,79,2022-10-22T01:25:16Z,5090000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,out,['startperiod'],1629018,,,1610612751,78,79,2022-10-22T01:25:16Z,5100000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612751,78,79,2022-10-22T01:25:16Z,5110000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,in,['startperiod'],1627732,,,1610612751,78,79,2022-10-22T01:25:16Z,5120000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,in,['startperiod'],1628384,,,1610612751,78,79,2022-10-22T01:25:16Z,5130000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-10-22T01:23:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630625,,,1610612751,78,79,2022-10-22T01:25:16Z,5140000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-10-22T01:25:23.3Z,4,REGULAR,period,start,[],0,,,1610612761,78,79,2022-10-22T01:25:23Z,5150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M44.00S,2022-10-22T01:25:37.5Z,4,REGULAR,turnover,bad pass,[],1628384,,,1610612761,78,79,2022-10-22T01:25:42Z,5160000,,,0,,O. Anunoby bad pass TURNOVER (3 TO),"[1628384, 1626220]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,3.0,,,,,,,O'Neale,1626220.0,,,,,,,,,,
