actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
443,PT03M52.00S,2022-10-30T01:03:56.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,63.9454664914586,52.94117647058824,1610612754,82,89,2022-10-30T01:04:03Z,4330000,15.0,286.0,1,right,MISS B. Mathurin 28' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,28.68,Missed,,,,,,,,,,,,,,,
444,PT03M49.00S,2022-10-30T01:03:59.6Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,82,89,2022-10-30T01:04:03Z,4340000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,443.0,1.0,1.0,0.0,,
445,PT03M41.00S,2022-10-30T01:04:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,5.469776609724048,56.86274509803921,1610612751,82,89,2022-10-30T01:16:05Z,4350000,-34.0,-1.0,1,left,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,,,,,,,,,,,
447,PT03M41.00S,2022-10-30T01:04:07.5Z,3,REGULAR,rebound,offensive,[],201142,,,1610612751,82,89,2022-10-30T01:04:14Z,4370000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,445.0,2.0,1.0,1.0,,
448,PT03M41.00S,2022-10-30T01:04:10.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201142,5.590000152587891,50.0,1610612751,84,89,2022-10-30T01:04:10Z,4380000,0.0,0.0,1,left,K. Durant tip Layup (11 PTS),[201142],1610612751.0,BKN,tip,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,0.0,Made,11.0,,,,,,,,,,,,,,
449,PT03M41.00S,2022-10-30T01:04:13.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,84,89,2022-10-30T01:04:13Z,4390000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,out,[],1626220,,,1610612754,84,89,2022-10-30T01:06:58Z,4400000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,out,[],1627732,,,1610612754,84,89,2022-10-30T01:06:58Z,4410000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,84,89,2022-10-30T01:06:58Z,4420000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,out,[],1629052,,,1610612754,84,89,2022-10-30T01:06:58Z,4430000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,in,[],1629139,,,1610612754,84,89,2022-10-30T01:06:58Z,4440000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,in,[],1629651,,,1610612754,84,89,2022-10-30T01:06:58Z,4450000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,in,[],1630537,,,1610612754,84,89,2022-10-30T01:06:58Z,4460000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M41.00S,2022-10-30T01:04:29.9Z,3,REGULAR,substitution,in,[],1629614,,,1610612754,84,89,2022-10-30T01:06:58Z,4470000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M22.00S,2022-10-30T01:07:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630537,93.38042049934296,4.901960784313726,1610612754,84,92,2022-10-30T01:07:49Z,4490000,-225.0,10.0,1,right,C. Duarte 3PT  (3 PTS) (A. Nembhard 2 AST),"[1630537, 1629614]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,22.57,Made,3.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,
461,PT03M06.00S,2022-10-30T01:08:00.6Z,3,REGULAR,2pt,Jump Shot,[],201142,21.23850197109067,30.637254901960787,1610612751,86,92,2022-10-30T01:08:04Z,4510000,97.0,147.0,1,left,K. Durant 17' Jump Shot (13 PTS) (S. Curry 6 AST),"[201142, 203552]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,17.61,Made,13.0,S. Curry,203552.0,6.0,,,,,,,,,,,
463,PT02M51.00S,2022-10-30T01:08:15.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,88.78120893561103,60.5392156862745,1610612754,86,92,2022-10-30T01:08:19Z,4530000,53.0,53.0,1,right,MISS B. Mathurin 7' driving Layup - blocked,"[1631097, 1629651]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,7.47,Missed,,,,,,,,,,,,,,Claxton,1629651.0
464,PT02M51.00S,2022-10-30T01:08:15.3Z,3,REGULAR,block,,[],1629651,,,1610612754,86,92,2022-10-30T01:08:17Z,4540000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
465,PT02M49.00S,2022-10-30T01:08:17.3Z,3,REGULAR,rebound,defensive,[],203552,,,1610612751,86,92,2022-10-30T01:20:02Z,4550000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,463.0,2.0,2.0,0.0,,
466,PT02M38.00S,2022-10-30T01:08:31.2Z,3,REGULAR,foul,personal,[],1629614,,,1610612751,86,92,2022-10-30T01:08:42Z,4560000,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 201142]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,1629178.0,2.0,0.0,Durant,201142.0,,,,,,
468,PT02M38.00S,2022-10-30T01:08:38.1Z,3,REGULAR,substitution,out,[],203552,,,1610612751,86,92,2022-10-30T01:08:53Z,4580000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M38.00S,2022-10-30T01:08:38.1Z,3,REGULAR,substitution,out,[],1630188,,,1610612751,86,92,2022-10-30T01:08:53Z,4590000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M38.00S,2022-10-30T01:08:38.1Z,3,REGULAR,substitution,in,[],202681,,,1610612751,86,92,2022-10-30T01:08:53Z,4600000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M38.00S,2022-10-30T01:08:38.1Z,3,REGULAR,substitution,in,[],201949,,,1610612751,86,92,2022-10-30T01:08:53Z,4610000,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M33.00S,2022-10-30T01:09:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.995400788436268,47.30392156862745,1610612751,86,92,2022-10-30T01:09:18Z,4620000,13.0,4.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1.41,Missed,,,,,,,,,,,,,,,
473,PT02M29.00S,2022-10-30T01:09:14.9Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,86,92,2022-10-30T01:09:18Z,4630000,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,472.0,1.0,1.0,0.0,,
687,PT02M09.00S,2022-10-30T01:09:17.0Z,3,REGULAR,turnover,lost ball,[],1631097,,,1610612754,86,92,2022-10-30T02:03:06Z,4632500,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 201142]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,1.0,Durant,201142.0,,,,,,,,,,,,,,,,,
688,PT02M09.00S,2022-10-30T01:09:17.0Z,3,REGULAR,steal,,[],201142,,,1610612751,86,92,2022-10-30T02:03:06Z,4633750,,,0,,K. Durant STEAL (3 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
476,PT02M07.00S,2022-10-30T01:09:39.3Z,3,REGULAR,foul,personal,['1freethrow'],201949,,,1610612751,86,92,2022-10-30T01:09:54Z,4660000,,,0,,J. Johnson transition take personal FOUL (2 PF) (Durant 1 FT),"[201949, 201142]",1610612754.0,IND,transition take,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,1626302.0,2.0,0.0,Durant,201142.0,,,,,,
478,PT02M07.00S,2022-10-30T01:10:08.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201142,,,1610612751,87,92,2022-10-30T02:03:16Z,4680000,,,0,,K. Durant transition take Free Throw 1 of 1 (14 PTS),[201142],1610612751.0,BKN,transition take,,,Durant,K. Durant,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
479,PT02M07.00S,2022-10-30T01:10:09.0Z,3,REGULAR,substitution,out,[],1631097,,,1610612754,87,92,2022-10-30T01:10:15Z,4690000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M07.00S,2022-10-30T01:10:09.0Z,3,REGULAR,substitution,in,[],1627741,,,1610612754,87,92,2022-10-30T01:10:15Z,4700000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M56.00S,2022-10-30T01:10:32.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,28.728646517739815,78.67647058823529,1610612751,90,92,2022-10-30T02:03:16Z,4710000,-143.0,218.0,1,left,K. Irving 26' 3PT pullup (26 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,26.05,Made,26.0,,,,,,,,,,,,,,
482,PT01M38.00S,2022-10-30T01:10:52.4Z,3,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612754,90,92,2022-10-30T01:11:03Z,4720000,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1629139, 1629048]",1610612751.0,BKN,shooting,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,1.0,0.0,Bitadze,1629048.0,,,,,,
484,PT01M38.00S,2022-10-30T01:11:21.4Z,3,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,90,92,2022-10-30T01:11:55Z,4740000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
485,PT01M38.00S,2022-10-30T01:11:21.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,90,92,2022-10-30T01:11:55Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,,,,,
489,PT01M38.00S,2022-10-30T01:11:21.4Z,3,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,90,92,2022-10-30T01:11:55Z,4760000,,,0,,MISS G. Bitadze Free Throw 2 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
490,PT01M36.00S,2022-10-30T01:11:23.4Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,90,92,2022-10-30T01:11:55Z,4770000,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,489.0,6.0,5.0,1.0,,
491,PT01M26.00S,2022-10-30T01:12:03.9Z,3,REGULAR,turnover,bad pass,[],1629139,,,1610612751,90,92,2022-10-30T01:12:07Z,4780000,,,0,,Y. Watanabe bad pass TURNOVER (1 TO),"[1629139, 1629048]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Mid-Range,8-16 Left,1.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,
492,PT01M26.00S,2022-10-30T01:12:03.9Z,3,REGULAR,steal,,[],1629048,,,1610612754,90,92,2022-10-30T01:12:24Z,4790000,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
493,PT01M08.00S,2022-10-30T01:12:21.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,69.59592641261499,16.42156862745098,1610612754,90,92,2022-10-30T01:22:06Z,4800000,-168.0,233.0,1,right,MISS C. Duarte 28' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,28.74,Missed,,,,,,,,,,,,,,,
494,PT01M07.00S,2022-10-30T01:12:22.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,90,92,2022-10-30T01:12:28Z,4810000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,493.0,,,,,
496,PT00M54.80S,2022-10-30T01:12:45.9Z,3,REGULAR,foul,personal,[],201949,,,1610612751,90,92,2022-10-30T01:13:21Z,4830000,,,0,,J. Johnson personal FOUL (3 PF),"[201949, 201142]",1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,1146.0,3.0,0.0,Durant,201142.0,,,,,,
498,PT00M43.40S,2022-10-30T01:13:17.2Z,3,REGULAR,2pt,Jump Shot,[],201142,18.610381077529567,30.392156862745097,1610612751,90,92,2022-10-30T01:13:24Z,4850000,98.0,122.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,15.68,Missed,,,,,,,,,,,,,,,
499,PT00M39.90S,2022-10-30T01:13:20.8Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,90,92,2022-10-30T01:13:20Z,4860000,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,498.0,2.0,2.0,0.0,,
500,PT00M31.90S,2022-10-30T01:13:28.8Z,3,REGULAR,3pt,Jump Shot,[],1627741,73.80091984231275,13.23529411764706,1610612754,90,92,2022-10-30T01:13:32Z,4870000,-184.0,194.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,26.71,Missed,,,,,,,,,,,,,,,
501,PT00M29.20S,2022-10-30T01:13:31.5Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,90,92,2022-10-30T01:13:32Z,4880000,,,0,,N. Claxton REBOUND (Off:1 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,500.0,7.0,6.0,1.0,,
502,PT00M09.80S,2022-10-30T01:13:50.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,8.229303547963205,44.85294117647059,1610612751,90,92,2022-10-30T01:13:56Z,4890000,26.0,25.0,1,left,MISS K. Durant driving finger roll Layup,[201142],1610612751.0,BKN,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,3.58,Missed,,,,,,,,,,,,,,,
503,PT00M08.20S,2022-10-30T01:13:52.5Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,90,92,2022-10-30T01:13:52Z,4900000,,,0,,N. Claxton REBOUND (Off:2 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,502.0,8.0,6.0,2.0,,
504,PT00M06.20S,2022-10-30T01:13:54.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202681,36.48160315374508,53.92156862745098,1610612751,90,92,2022-10-30T01:14:02Z,4910000,-20.0,290.0,1,left,MISS K. Irving 29' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,29.11,Missed,,,,,,,,,,,,,,,
505,PT00M01.80S,2022-10-30T01:13:58.8Z,3,REGULAR,rebound,defensive,[],201949,,,1610612754,90,92,2022-10-30T01:14:02Z,4920000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,504.0,2.0,2.0,0.0,,
506,PT00M00.00S,2022-10-30T01:14:01.1Z,3,REGULAR,3pt,Jump Shot,[],201949,57.11235216819974,50.73529411764706,1610612754,90,92,2022-10-30T01:14:06Z,4930000,4.0,351.0,1,right,MISS J. Johnson 35' running pullup 3PT,[201949],1610612754.0,IND,running pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,35.06,Missed,,,,,,,,,,,,,,,
507,PT00M00.00S,2022-10-30T01:14:03.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,90,92,2022-10-30T01:14:03Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,506.0,,,,,
508,PT00M00.00S,2022-10-30T01:14:07.5Z,3,REGULAR,period,end,[],0,,,1610612754,90,92,2022-10-30T01:14:07Z,4950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-10-30T01:16:13.2Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612754,90,92,2022-10-30T01:16:47Z,4960000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-10-30T01:16:13.2Z,4,REGULAR,substitution,in,['startperiod'],1626220,,,1610612754,90,92,2022-10-30T01:16:47Z,4970000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-10-30T01:16:52.8Z,4,REGULAR,period,start,[],0,,,1610612754,90,92,2022-10-30T01:16:52Z,4980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M50.00S,2022-10-30T01:17:01.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201949,93.38042049934296,51.470588235294116,1610612754,90,94,2022-10-30T01:17:07Z,4990000,7.0,10.0,1,right,J. Johnson driving DUNK (2 PTS) (A. Nembhard 3 AST),"[201949, 1629614]",1610612754.0,IND,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,1.22,Made,2.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,
514,PT11M27.00S,2022-10-30T01:17:24.3Z,4,REGULAR,3pt,Jump Shot,[],1629139,11.12023653088042,4.166666666666666,1610612751,90,94,2022-10-30T01:17:28Z,5010000,229.0,52.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,,,,23.5,Missed,,,,,,,,,,,,,,,
515,PT11M24.00S,2022-10-30T01:17:27.3Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,90,94,2022-10-30T01:17:28Z,5020000,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,514.0,2.0,2.0,0.0,,
516,PT11M12.00S,2022-10-30T01:17:39.4Z,4,REGULAR,3pt,Jump Shot,[],1630537,71.69842312746385,80.88235294117648,1610612754,90,97,2022-10-30T01:17:43Z,5030000,154.0,214.0,1,right,C. Duarte 26' 3PT  (6 PTS) (G. Bitadze 1 AST),"[1630537, 1629048]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,26.35,Made,6.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,
518,PT10M47.00S,2022-10-30T01:18:05.2Z,4,REGULAR,2pt,Jump Shot,[],202681,10.726018396846255,65.93137254901961,1610612751,92,97,2022-10-30T01:18:08Z,5050000,-80.0,48.0,1,left,K. Irving 9' pullup Jump Shot (28 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,9.32,Made,28.0,,,,,,,,,,,,,,
519,PT10M30.00S,2022-10-30T01:18:24.5Z,4,REGULAR,foul,offensive,[],1630537,,,1610612754,92,97,2022-10-30T01:18:44Z,5060000,,,0,,C. Duarte offensive FOUL (2 PF),"[1630537, 203925]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,2.0,0.0,Harris,203925.0,,,,,,
521,PT10M30.00S,2022-10-30T01:18:24.5Z,4,REGULAR,turnover,offensive foul,[],1630537,,,1610612754,92,97,2022-10-30T01:18:24Z,5080000,,,0,,C. Duarte offensive foul TURNOVER (2 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,1146.0,,,,,,,,,,
522,PT10M18.00S,2022-10-30T01:18:52.0Z,4,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,92,97,2022-10-30T01:18:58Z,5090000,,,0,,K. Irving lost ball out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,lost ball,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,1146.0,,,,,,,,,,
523,PT10M06.00S,2022-10-30T01:19:12.2Z,4,REGULAR,foul,personal,['2freethrow'],203925,,,1610612754,92,97,2022-10-30T01:19:18Z,5100000,,,0,,J. Harris shooting personal FOUL (1 PF) (Bitadze 2 FT),"[203925, 1629048]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,1.0,0.0,Bitadze,1629048.0,,,,,,
525,PT10M06.00S,2022-10-30T01:19:42.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629048,,,1610612754,92,98,2022-10-30T01:20:06Z,5120000,,,0,,G. Bitadze Free Throw 1 of 2 (5 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
526,PT10M06.00S,2022-10-30T01:19:42.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629048,,,1610612754,92,98,2022-10-30T01:20:06Z,5130000,,,0,,MISS G. Bitadze Free Throw 2 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
527,PT10M02.00S,2022-10-30T01:19:46.4Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,92,98,2022-10-30T01:20:06Z,5140000,,,0,,N. Claxton REBOUND (Off:2 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,526.0,9.0,7.0,2.0,,
528,PT09M55.00S,2022-10-30T01:20:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.863994743758213,55.88235294117647,1610612751,94,98,2022-10-30T01:20:18Z,5150000,-29.0,3.0,1,left,K. Irving driving Layup (30 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,2.95,Made,30.0,,,,,,,,,,,,,,
529,PT09M55.00S,2022-10-30T01:20:12.4Z,4,REGULAR,foul,personal,['1freethrow'],1629614,,,1610612751,94,98,2022-10-30T01:20:19Z,5160000,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Irving 1 FT),"[1629614, 202681]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,3.0,0.0,Irving,202681.0,,,,,,
531,PT09M55.00S,2022-10-30T01:20:22.1Z,4,REGULAR,substitution,out,[],203925,,,1610612751,94,98,2022-10-30T01:21:29Z,5180000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M55.00S,2022-10-30T01:20:22.1Z,4,REGULAR,substitution,in,[],1627732,,,1610612751,94,98,2022-10-30T01:21:29Z,5190000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M55.00S,2022-10-30T01:20:22.1Z,4,REGULAR,substitution,out,[],1629048,,,1610612751,94,98,2022-10-30T01:21:29Z,5200000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
