actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
176,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,26,26,2022-10-30T00:10:14Z,1740000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612751,26,26,2022-10-30T00:10:14Z,1750000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,out,['startperiod'],1630678,,,1610612751,26,26,2022-10-30T00:10:14Z,1760000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,in,['startperiod'],202693,,,1610612751,26,26,2022-10-30T00:10:14Z,1770000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,in,['startperiod'],1629139,,,1610612751,26,26,2022-10-30T00:10:14Z,1780000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,26,26,2022-10-30T00:10:14Z,1790000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-30T00:08:05.7Z,2,REGULAR,substitution,in,['startperiod'],1629048,,,1610612751,26,26,2022-10-30T00:10:14Z,1800000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-30T00:10:38.9Z,2,REGULAR,period,start,[],0,,,1610612751,26,26,2022-10-30T00:10:38Z,1810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M43.00S,2022-10-30T00:10:55.2Z,2,REGULAR,2pt,Jump Shot,[],201988,77.21747700394218,38.970588235294116,1610612751,28,26,2022-10-30T00:10:59Z,1820000,-55.0,162.0,1,right,P. Mills 17' pullup Jump Shot (5 PTS) (K. Irving 1 AST),"[201988, 202681]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left Center,,,,17.08,Made,5.0,K. Irving,202681.0,1.0,,,,,,,,,,,
186,PT11M25.00S,2022-10-30T00:11:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,12.565703022339028,53.67647058823529,1610612754,28,26,2022-10-30T00:11:20Z,1840000,-18.0,66.0,1,left,MISS B. Mathurin 6' driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,6.81,Missed,,,,,,,,,,,,,,,
188,PT11M21.00S,2022-10-30T00:11:16.9Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,28,26,2022-10-30T00:11:20Z,1860000,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,186.0,5.0,4.0,1.0,,
189,PT11M07.00S,2022-10-30T00:11:31.2Z,2,REGULAR,foul,personal,['3freethrow'],1629614,,,1610612751,28,26,2022-10-30T00:11:39Z,1870000,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Mills 3 FT),"[1629614, 201988]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1629178.0,1.0,0.0,Mills,201988.0,,,,,,
191,PT11M07.00S,2022-10-30T00:12:03.9Z,2,REGULAR,freethrow,1 of 3,[],201988,,,1610612751,29,26,2022-10-30T00:12:03Z,1890000,,,0,,P. Mills Free Throw 1 of 3 (6 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
192,PT11M07.00S,2022-10-30T00:12:17.1Z,2,REGULAR,freethrow,2 of 3,[],201988,,,1610612751,30,26,2022-10-30T00:12:17Z,1900000,,,0,,P. Mills Free Throw 2 of 3 (7 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
193,PT11M07.00S,2022-10-30T00:12:31.7Z,2,REGULAR,freethrow,3 of 3,[],201988,,,1610612751,31,26,2022-10-30T00:12:31Z,1910000,,,0,,P. Mills Free Throw 3 of 3 (8 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
194,PT11M01.00S,2022-10-30T00:12:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201949,18.2161629434954,51.225490196078425,1610612754,31,26,2022-10-30T00:12:46Z,1920000,-6.0,119.0,1,left,MISS J. Johnson 11' pullup Shot,[201949],1610612754.0,IND,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,11.89,Missed,,,,,,,,,,,,,,,
195,PT10M58.00S,2022-10-30T00:12:44.7Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612751,31,26,2022-10-30T00:12:46Z,1930000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,
196,PT10M52.00S,2022-10-30T00:12:52.6Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612751,31,26,2022-10-30T00:12:58Z,1940000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Claxton 2 FT),"[201949, 1629651]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,1.0,0.0,Claxton,1629651.0,,,,,,
198,PT10M52.00S,2022-10-30T00:13:16.3Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,31,26,2022-10-30T00:13:44Z,1960000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
199,PT10M52.00S,2022-10-30T00:13:16.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,31,26,2022-10-30T00:13:44Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,
200,PT10M52.00S,2022-10-30T00:13:16.9Z,2,REGULAR,substitution,out,[],1630537,,,1610612751,31,26,2022-10-30T00:13:20Z,1980000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M52.00S,2022-10-30T00:13:16.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612751,31,26,2022-10-30T00:13:20Z,1990000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M52.00S,2022-10-30T00:13:16.3Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,31,26,2022-10-30T00:13:44Z,2000000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
203,PT10M48.00S,2022-10-30T00:13:20.3Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,31,26,2022-10-30T00:13:44Z,2010000,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,202.0,2.0,1.0,1.0,,
204,PT10M31.00S,2022-10-30T00:13:55.3Z,2,REGULAR,3pt,Jump Shot,[],1631097,31.488173455978973,60.5392156862745,1610612754,31,26,2022-10-30T00:14:02Z,2020000,-53.0,243.0,1,left,MISS B. Mathurin 24' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,24.91,Missed,,,,,,,,,,,,,,,
205,PT10M30.00S,2022-10-30T00:13:56.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,31,26,2022-10-30T00:14:02Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,204.0,,,,,
206,PT10M30.00S,2022-10-30T00:14:00.0Z,2,REGULAR,foul,personal,[],202681,,,1610612754,31,26,2022-10-30T00:14:08Z,2040000,,,0,,K. Irving loose ball personal FOUL (1 PF),"[202681, 1627741]",1610612751.0,BKN,loose ball,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,,,,,,,,,,1629178.0,1.0,0.0,Hield,1627741.0,,,,,,
208,PT10M24.00S,2022-10-30T00:14:20.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629614,23.078186596583443,69.85294117647058,1610612754,31,26,2022-10-30T00:15:38Z,2060000,-99.0,164.0,1,left,MISS A. Nembhard 19' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,,,,19.21,Missed,,,,,,,,,,,,,,,
209,PT10M22.00S,2022-10-30T00:14:22.7Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,31,26,2022-10-30T00:14:24Z,2070000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,208.0,1.0,1.0,0.0,,
210,PT10M06.00S,2022-10-30T00:14:38.6Z,2,REGULAR,3pt,Jump Shot,[],202693,84.83902759526939,3.9215686274509802,1610612751,31,26,2022-10-30T00:14:42Z,2080000,-230.0,90.0,1,right,MISS M. Morris 24' 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left,,,,24.74,Missed,,,,,,,,,,,,,,,
211,PT10M03.00S,2022-10-30T00:14:41.6Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,31,26,2022-10-30T00:14:42Z,2090000,,,0,,B. Mathurin REBOUND (Off:0 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left,,,,,,,,,,,,,,,210.0,3.0,3.0,0.0,,
212,PT09M59.00S,2022-10-30T00:14:46.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,19.398817345597898,6.862745098039216,1610612754,31,26,2022-10-30T00:14:53Z,2100000,216.0,130.0,1,left,MISS A. Nembhard 25' running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,25.17,Missed,,,,,,,,,,,,,,,
213,PT09M55.00S,2022-10-30T00:14:50.1Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612751,31,26,2022-10-30T00:14:53Z,2110000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,
214,PT09M41.00S,2022-10-30T00:15:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629139,93.77463863337714,57.84313725490197,1610612751,33,26,2022-10-30T00:15:09Z,2120000,39.0,6.0,1,right,Y. Watanabe driving bank Jump Shot (2 PTS) (K. Irving 2 AST),"[1629139, 202681]",1610612751.0,BKN,driving bank,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,,3.97,Made,2.0,K. Irving,202681.0,2.0,,,,,,,,,,,
216,PT09M23.00S,2022-10-30T00:15:21.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,16.90210249671485,53.18627450980392,1610612754,33,26,2022-10-30T00:17:21Z,2140000,-16.0,106.0,1,left,MISS A. Nembhard 10' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,10.76,Missed,,,,,,,,,,,,,,,
217,PT09M22.00S,2022-10-30T00:15:22.1Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,33,26,2022-10-30T00:15:27Z,2150000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,216.0,2.0,2.0,0.0,,
218,PT09M17.00S,2022-10-30T00:15:28.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629139,82.60512483574244,96.56862745098039,1610612751,36,26,2022-10-30T00:15:34Z,2160000,233.0,111.0,1,right,Y. Watanabe 25' 3PT running (5 PTS) (K. Irving 3 AST),"[1629139, 202681]",1610612751.0,BKN,running,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,,25.79,Made,5.0,K. Irving,202681.0,3.0,,,,,,,,,,,
220,PT09M15.00S,2022-10-30T00:15:33.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,36,26,2022-10-30T00:15:33Z,2180000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,out,[],1629614,,,1610612754,36,26,2022-10-30T00:18:19Z,2190000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,out,[],201949,,,1610612754,36,26,2022-10-30T00:18:19Z,2200000,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,out,[],1629048,,,1610612754,36,26,2022-10-30T00:18:19Z,2210000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,36,26,2022-10-30T00:18:19Z,2220000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,in,[],1630188,,,1610612754,36,26,2022-10-30T00:18:19Z,2230000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M15.00S,2022-10-30T00:15:34.6Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,36,26,2022-10-30T00:18:19Z,2240000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M01.00S,2022-10-30T00:18:39.4Z,2,REGULAR,2pt,Jump Shot,[],1630169,11.514454664914586,20.833333333333336,1610612754,36,26,2022-10-30T00:18:43Z,2250000,146.0,56.0,1,left,MISS T. Haliburton 15' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,15.61,Missed,,,,,,,,,,,,,,,
228,PT08M59.00S,2022-10-30T00:18:41.4Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612754,36,26,2022-10-30T00:18:43Z,2260000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,227.0,1.0,0.0,1.0,,
229,PT08M57.00S,2022-10-30T00:18:44.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,20.18725361366623,92.8921568627451,1610612754,36,26,2022-10-30T00:18:48Z,2270000,-214.0,137.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,25.47,Missed,,,,,,,,,,,,,,,
230,PT08M54.00S,2022-10-30T00:18:47.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,36,26,2022-10-30T00:18:47Z,2280000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,229.0,4.0,3.0,1.0,,
231,PT08M52.00S,2022-10-30T00:18:49.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,22.815374507227332,10.294117647058822,1610612754,36,29,2022-10-30T00:19:46Z,2290000,199.0,162.0,1,left,B. Hield 25' 3PT  (3 PTS) (I. Jackson 1 AST),"[1627741, 1630543]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,25.62,Made,3.0,I. Jackson,1630543.0,1.0,,,,,,,,,,,
233,PT08M30.00S,2022-10-30T00:19:10.8Z,2,REGULAR,3pt,Jump Shot,[],201988,75.24638633377135,11.519607843137255,1610612751,36,29,2022-10-30T00:19:18Z,2310000,-192.0,180.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,,,,26.36,Missed,,,,,,,,,,,,,,,
234,PT08M25.00S,2022-10-30T00:19:15.8Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,36,29,2022-10-30T00:19:18Z,2320000,,,0,,I. Jackson REBOUND (Off:2 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,233.0,5.0,3.0,2.0,,
235,PT08M21.00S,2022-10-30T00:19:20.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,7.966491458607096,95.83333333333334,1610612754,36,32,2022-10-30T00:21:36Z,2330000,-229.0,22.0,1,left,B. Mathurin 3PT running (12 PTS) (T. Haliburton 1 AST),"[1631097, 1630169]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,23.03,Made,12.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
237,PT07M57.00S,2022-10-30T00:19:43.3Z,2,REGULAR,3pt,Jump Shot,[],202693,89.70105124835742,94.6078431372549,1610612751,39,32,2022-10-30T00:19:50Z,2350000,223.0,44.0,1,right,M. Morris 3PT  (3 PTS) (K. Irving 4 AST),"[202693, 202681]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,,22.74,Made,3.0,K. Irving,202681.0,4.0,,,,,,,,,,,
239,PT07M44.00S,2022-10-30T00:19:59.3Z,2,REGULAR,foul,personal,['2freethrow'],202693,,,1610612754,39,32,2022-10-30T00:20:20Z,2370000,,,0,,M. Morris shooting personal FOUL (1 PF) (Mathurin 2 FT),"[202693, 1631097]",1610612751.0,BKN,shooting,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,,,,,,,,,,1626302.0,1.0,0.0,Mathurin,1631097.0,,,,,,
241,PT07M44.00S,2022-10-30T00:20:22.9Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,39,33,2022-10-30T00:20:22Z,2390000,,,0,,B. Mathurin Free Throw 1 of 2 (13 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
242,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,out,[],201988,,,1610612754,39,33,2022-10-30T00:20:31Z,2400000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,out,[],1629139,,,1610612754,39,33,2022-10-30T00:20:31Z,2410000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,in,[],1626220,,,1610612754,39,33,2022-10-30T00:20:31Z,2420000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,in,[],1627732,,,1610612754,39,33,2022-10-30T00:20:31Z,2430000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612754,39,33,2022-10-30T00:20:46Z,2460000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M44.00S,2022-10-30T00:20:24.5Z,2,REGULAR,substitution,in,[],201142,,,1610612754,39,33,2022-10-30T00:20:46Z,2470000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M44.00S,2022-10-30T00:20:49.0Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,39,34,2022-10-30T00:20:49Z,2480000,,,0,,B. Mathurin Free Throw 2 of 2 (14 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
251,PT07M31.00S,2022-10-30T00:21:03.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,90.22667542706965,49.01960784313725,1610612751,41,34,2022-10-30T00:21:06Z,2490000,-5.0,39.0,1,right,B. Simmons turnaround bank Hook (5 PTS),[1627732],1610612751.0,BKN,turnaround bank,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,3.97,Made,5.0,,,,,,,,,,,,,,
252,PT07M17.00S,2022-10-30T00:21:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,34.37910643889619,29.166666666666668,1610612754,41,37,2022-10-30T00:21:23Z,2500000,104.0,271.0,1,left,T. Haliburton 29' 3PT  (9 PTS) (B. Hield 3 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,29.01,Made,9.0,B. Hield,1627741.0,3.0,,,,,,,,,,,
253,PT07M02.00S,2022-10-30T00:21:32.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627732,92.72339027595268,49.26470588235294,1610612751,43,37,2022-10-30T00:24:10Z,2510000,-4.0,16.0,1,right,B. Simmons DUNK (7 PTS) (R. O'Neale 4 AST),"[1627732, 1626220]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.63,Made,7.0,R. O'Neale,1626220.0,4.0,,,,,,,,,,,
255,PT06M52.00S,2022-10-30T00:21:44.7Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612754,43,37,2022-10-30T00:21:57Z,2530000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Mathurin 2 FT),"[1626220, 1631097]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1629178.0,2.0,0.0,Mathurin,1631097.0,,,,,,
257,PT06M52.00S,2022-10-30T00:22:15.6Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,43,38,2022-10-30T00:22:15Z,2550000,,,0,,B. Mathurin Free Throw 1 of 2 (15 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
258,PT06M52.00S,2022-10-30T00:22:16.1Z,2,REGULAR,substitution,out,[],202693,,,1610612754,43,38,2022-10-30T00:22:19Z,2560000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M52.00S,2022-10-30T00:22:16.1Z,2,REGULAR,substitution,in,[],203552,,,1610612754,43,38,2022-10-30T00:22:19Z,2570000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M52.00S,2022-10-30T00:22:34.9Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,43,39,2022-10-30T00:22:34Z,2580000,,,0,,B. Mathurin Free Throw 2 of 2 (16 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
261,PT06M33.00S,2022-10-30T00:22:56.3Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,43,39,2022-10-30T00:23:02Z,2590000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1630543]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,1.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,
262,PT06M33.00S,2022-10-30T00:22:56.3Z,2,REGULAR,steal,,[],1630543,,,1610612754,43,39,2022-10-30T00:22:58Z,2600000,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
263,PT06M29.00S,2022-10-30T00:23:00.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,10.5946123521682,95.58823529411765,1610612754,43,42,2022-10-30T00:23:07Z,2610000,-228.0,47.0,1,left,B. Hield 3PT running (6 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,23.27,Made,6.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,
