actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
258,PT05M07.00S,2023-02-08T01:16:31.7Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,37,41,2023-02-08T01:16:32Z,2520000,False,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,257.0,6.0,5.0,1.0,,,,,,,,,,,,,,
260,PT04M53.00S,2023-02-08T01:16:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203967,87.07293035479631,44.6078431372549,1610612756,37,41,2023-02-08T01:16:55Z,2530000,False,-27.0,69.0,1,right,MISS D. Saric 7' driving floating Shot,[203967],1610612756.0,PHX,driving floating,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
261,PT04M48.00S,2023-02-08T01:16:49.1Z,2,REGULAR,rebound,offensive,[],203967,,,1610612756,37,41,2023-02-08T01:16:49Z,2540000,False,,,0,,D. Saric REBOUND (Off:1 Def:0),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,260.0,1.0,0.0,1.0,,,,,,,,,,,,,,
264,PT04M47.00S,2023-02-08T01:16:51.9Z,2,REGULAR,2pt,Hook,"['2ndchance', 'pointsinthepaint']",203967,91.45860709592641,46.42310049019608,1610612756,37,41,2023-02-08T01:26:37Z,2570000,False,-18.0,28.0,1,right,MISS D. Saric turnaround Hook - blocked,"[203967, 1630560]",1610612756.0,PHX,turnaround,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,Thomas,1630560.0
265,PT04M47.00S,2023-02-08T01:16:51.9Z,2,REGULAR,block,,[],1630560,,,1610612756,37,41,2023-02-08T01:16:53Z,2580000,False,,,0,,C. Thomas BLOCK (1 BLK),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT04M47.00S,2023-02-08T01:16:51.9Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,37,41,2023-02-08T01:18:11Z,2590000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,
267,PT04M47.00S,2023-02-08T01:17:00.0Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612751,37,41,2023-02-08T01:17:08Z,2600000,False,,,0,,C. Paul shooting personal FOUL (2 PF) (Thomas 2 FT),"[101108, 1630560]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,,,2.0,0.0,Thomas,1630560.0,,
269,PT04M47.00S,2023-02-08T01:17:37.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630560,,,1610612751,38,41,2023-02-08T01:17:37Z,2620000,False,,,0,,C. Thomas Free Throw 1 of 2 (13 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
270,PT04M47.00S,2023-02-08T01:17:39.0Z,2,REGULAR,substitution,out,[],1627732,,,1610612751,38,41,2023-02-08T01:17:44Z,2630000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M47.00S,2023-02-08T01:17:39.0Z,2,REGULAR,substitution,out,[],1629661,,,1610612751,38,41,2023-02-08T01:17:44Z,2640000,False,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M47.00S,2023-02-08T01:17:39.0Z,2,REGULAR,substitution,in,[],1628410,,,1610612751,38,41,2023-02-08T01:17:44Z,2650000,False,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M47.00S,2023-02-08T01:17:39.0Z,2,REGULAR,substitution,in,[],1627814,,,1610612751,38,41,2023-02-08T01:17:44Z,2660000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M47.00S,2023-02-08T01:17:55.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630560,,,1610612751,39,41,2023-02-08T01:17:55Z,2670000,False,,,0,,C. Thomas Free Throw 2 of 2 (14 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
275,PT04M36.00S,2023-02-08T01:18:08.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,74.58935611038108,8.823529411764707,1610612756,39,41,2023-02-08T01:18:15Z,2680000,False,-206.0,186.0,1,right,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
276,PT04M36.00S,2023-02-08T01:18:08.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,39,41,2023-02-08T01:18:15Z,2690000,False,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,275.0,6.0,5.0,1.0,,,,,,,,,,,,,,
277,PT04M27.00S,2023-02-08T01:18:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,9.806176084099869,53.92156862745098,1610612751,41,41,2023-02-08T01:28:00Z,2700000,False,-20.0,40.0,1,left,C. Thomas driving floating Jump Shot (16 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,,16.0,,,,,,,,,,,,
278,PT04M16.00S,2023-02-08T01:18:31.2Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612756,41,41,2023-02-08T01:18:46Z,2710000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Ayton 2 FT),"[1626220, 1629028]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,2.0,0.0,Ayton,1629028.0,,
280,PT04M16.00S,2023-02-08T01:18:56.7Z,2,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,41,41,2023-02-08T01:18:56Z,2730000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT04M16.00S,2023-02-08T01:18:56.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,41,41,2023-02-08T01:18:56Z,2740000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,
282,PT04M16.00S,2023-02-08T01:19:11.7Z,2,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,41,42,2023-02-08T01:19:11Z,2750000,False,,,0,,D. Ayton Free Throw 2 of 2 (13 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
283,PT04M01.00S,2023-02-08T01:19:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.652431011826544,48.529411764705884,1610612751,43,42,2023-02-08T01:19:32Z,2760000,False,7.0,10.0,1,left,J. Harris cutting Layup (5 PTS) (C. Thomas 2 AST),"[203925, 1630560]",1610612751.0,BKN,cutting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,5.0,,,,C. Thomas,1630560.0,2.0,,,,,,
285,PT03M52.00S,2023-02-08T01:19:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,82.34231274638634,49.50980392156863,1610612756,43,44,2023-02-08T01:19:40Z,2780000,False,-2.0,113.0,1,right,C. Paul 11' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,11.35,Made,,,,,,2.0,,,,,,,,,,,,
286,PT03M33.00S,2023-02-08T01:19:57.8Z,2,REGULAR,2pt,Jump Shot,[],1630560,23.078186596583443,76.7156862745098,1610612751,45,44,2023-02-08T01:20:32Z,2790000,False,-134.0,164.0,1,left,C. Thomas 21' step back Jump Shot (18 PTS) (R. O'Neale 1 AST),"[1630560, 1626220]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,21.18,Made,,,,,,18.0,,,,R. O'Neale,1626220.0,1.0,,,,,,
287,PT03M33.00S,2023-02-08T01:20:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203967,,,1610612751,45,44,2023-02-08T01:20:11Z,2800000,False,,,0,,D. Saric shooting personal FOUL (1 PF) (Thomas 1 FT),"[203967, 1630560]",1610612756.0,PHX,shooting,,,Saric,D. Saric,,,,,Mid-Range,16-24 Left Center,,,,,,,202056.0,,,,,,,,1.0,0.0,Thomas,1630560.0,,
289,PT03M33.00S,2023-02-08T01:20:11.7Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,45,44,2023-02-08T01:20:32Z,2820000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M33.00S,2023-02-08T01:20:11.7Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,45,44,2023-02-08T01:20:32Z,2830000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M33.00S,2023-02-08T01:20:34.0Z,2,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,46,44,2023-02-08T01:20:34Z,2840000,False,,,0,,C. Thomas Free Throw 1 of 1 (19 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
292,PT03M21.00S,2023-02-08T01:20:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,91.85282522996059,57.26868872549019,1610612756,46,46,2023-02-08T01:30:08Z,2850000,False,36.0,24.0,1,right,M. Bridges driving finger roll Layup (4 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,,4.0,,,,C. Paul,101108.0,5.0,,,,,,
294,PT03M01.00S,2023-02-08T01:21:08.9Z,2,REGULAR,turnover,out-of-bounds,[],1628410,,,1610612751,46,46,2023-02-08T01:22:02Z,2860000,False,,,0,,E. Sumner lost ball out-of-bounds TURNOVER (2 TO),[1628410],1610612751.0,BKN,lost ball,,,Sumner,E. Sumner,,,,,Mid-Range,8-16 Right,,,,,,,202035.0,,2.0,,,,,,,,,,,
295,PT03M01.00S,2023-02-08T01:21:18.0Z,2,REGULAR,substitution,out,[],203967,,,1610612756,46,46,2023-02-08T01:21:28Z,2870000,False,,,0,,SUB out: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M01.00S,2023-02-08T01:21:18.0Z,2,REGULAR,substitution,in,[],1628470,,,1610612756,46,46,2023-02-08T01:21:28Z,2880000,False,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M44.00S,2023-02-08T01:21:47.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629028,87.59855453350855,39.705882352941174,1610612756,46,48,2023-02-08T01:21:53Z,2890000,False,-51.0,64.0,1,right,D. Ayton 8' turnaround Jump Shot (15 PTS) (D. Lee 2 AST),"[1629028, 1627814]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Left,8.22,Made,,,,,,15.0,,,,D. Lee,1627814.0,2.0,,,,,,
299,PT02M25.00S,2023-02-08T01:22:05.1Z,2,REGULAR,3pt,Jump Shot,[],1630560,22.946780551905388,91.66666666666666,1610612751,49,48,2023-02-08T01:22:09Z,2910000,False,-208.0,163.0,1,left,C. Thomas 26' 3PT  (22 PTS) (J. Harris 2 AST),"[1630560, 203925]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.46,Made,,,,,,22.0,,,,J. Harris,203925.0,2.0,,,,,,
301,PT02M10.00S,2023-02-08T01:22:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,86.94152431011827,61.029411764705884,1610612756,49,48,2023-02-08T01:23:01Z,2930000,False,55.0,70.0,1,right,MISS C. Paul 8' step back Shot,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,8.92,Missed,,,,,,,,,,,,,,,,,,
302,PT02M07.00S,2023-02-08T01:22:23.9Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,49,48,2023-02-08T01:22:25Z,2940000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Right,,,301.0,1.0,1.0,0.0,,,,,,,,,,,,,,
303,PT02M01.00S,2023-02-08T01:22:33.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627814,,,1610612751,49,48,2023-02-08T01:23:06Z,2950000,False,,,0,,D. Lee shooting personal FOUL (3 PF) (Thomas 2 FT),"[1627814, 1630560]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,,,,,,,202056.0,,,,,,,,3.0,0.0,Thomas,1630560.0,,
305,PT02M01.00S,2023-02-08T01:22:48.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,49,48,2023-02-08T01:22:51Z,2970000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M01.00S,2023-02-08T01:23:13.7Z,2,REGULAR,substitution,out,[],1627814,,,1610612751,49,48,2023-02-08T01:25:43Z,2980000,False,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M01.00S,2023-02-08T01:23:13.7Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,49,48,2023-02-08T01:25:43Z,2990000,False,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M01.00S,2023-02-08T01:26:14.2Z,2,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,50,48,2023-02-08T01:26:14Z,3000000,False,,,0,,C. Thomas Free Throw 1 of 2 (23 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
309,PT02M01.00S,2023-02-08T01:26:26.6Z,2,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,51,48,2023-02-08T01:26:26Z,3010000,False,,,0,,C. Thomas Free Throw 2 of 2 (24 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,24.0,,,,,,,,,,,,
310,PT01M50.00S,2023-02-08T01:26:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,89.56964520367937,59.31372549019608,1610612756,51,48,2023-02-08T01:34:06Z,3020000,False,47.0,46.0,1,right,MISS D. Ayton 6' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
311,PT01M46.00S,2023-02-08T01:26:44.3Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,51,48,2023-02-08T01:34:06Z,3030000,False,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,310.0,7.0,5.0,2.0,,,,,,,,,,,,,,
312,PT01M45.00S,2023-02-08T01:26:45.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,94.1688567674113,50.49019607843137,1610612756,51,50,2023-02-08T01:26:51Z,3040000,False,2.0,2.0,1,right,D. Ayton putback DUNK (17 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,17.0,,,,,,,,,,,,
313,PT01M27.00S,2023-02-08T01:27:02.6Z,2,REGULAR,2pt,Jump Shot,[],203925,5.781865965834428,93.16023284313727,1610612751,51,50,2023-02-08T01:27:33Z,3050000,False,-216.0,2.0,1,left,MISS J. Harris 21' Jump Shot,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Left,21.58,Missed,,,,,,,,,,,,,,,,,,
314,PT01M24.00S,2023-02-08T01:27:05.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,51,50,2023-02-08T01:27:10Z,3060000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,24+ Left,,,313.0,3.0,3.0,0.0,,,,,,,,,,,,,,
315,PT01M20.00S,2023-02-08T01:27:10.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],101108,64.47109067017082,46.32352941176471,1610612756,51,53,2023-02-08T01:27:15Z,3070000,False,-18.0,281.0,1,right,C. Paul 28' 3PT running pullup (5 PTS),[101108],1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,28.21,Made,,,,,,5.0,,,,,,,,,,,,
316,PT01M06.00S,2023-02-08T01:27:27.7Z,2,REGULAR,turnover,out-of-bounds,[],1630549,,,1610612751,51,53,2023-02-08T01:27:50Z,3080000,False,,,0,,D. Sharpe lost ball out-of-bounds TURNOVER (1 TO),[1630549],1610612751.0,BKN,lost ball,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,1.0,,,,,,,,,,,
317,PT00M55.60S,2023-02-08T01:27:43.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,91.27792378449409,55.392156862745104,1610612756,51,53,2023-02-08T01:28:04Z,3090000,False,27.0,29.0,1,right,MISS D. Ayton turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
318,PT00M52.20S,2023-02-08T01:27:47.2Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,51,53,2023-02-08T01:27:47Z,3100000,False,,,0,,C. Johnson REBOUND (Off:2 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,317.0,2.0,0.0,2.0,,,,,,,,,,,,,,
319,PT00M51.70S,2023-02-08T01:27:48.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629661,81.8166885676741,41.66666666666667,1610612756,51,55,2023-02-08T01:27:53Z,3110000,False,-42.0,118.0,1,right,C. Johnson 12' pullup Jump Shot (10 PTS),[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.55,Made,,,,,,10.0,,,,,,,,,,,,
320,PT00M33.60S,2023-02-08T01:28:12.7Z,2,REGULAR,3pt,Jump Shot,[],1630560,27.677398160315374,17.401960784313726,1610612751,51,55,2023-02-08T01:28:18Z,3120000,False,163.0,208.0,1,left,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
321,PT00M33.60S,2023-02-08T01:28:12.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,51,55,2023-02-08T01:28:46Z,3130000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,320.0,,,,,,,,,,,,,,,,,
323,PT00M25.50S,2023-02-08T01:28:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.23981603153744,63.725490196078425,1610612756,51,57,2023-02-08T01:28:38Z,3150000,False,69.0,133.0,1,right,C. Paul 14' pullup Jump Shot (7 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,14.98,Made,,,,,,7.0,,,,,,,,,,,,
324,PT00M05.10S,2023-02-08T01:29:00.3Z,2,REGULAR,turnover,traveling,[],1628410,,,1610612751,51,57,2023-02-08T01:29:05Z,3160000,False,,,0,,E. Sumner traveling TURNOVER (3 TO),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202035.0,,3.0,,,,,,,,,,,
325,PT00M05.10S,2023-02-08T01:29:05.1Z,2,REGULAR,substitution,out,[],1628470,,,1610612756,51,57,2023-02-08T01:29:10Z,3170000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M05.10S,2023-02-08T01:29:05.1Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,51,57,2023-02-08T01:29:10Z,3180000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M00.80S,2023-02-08T01:29:24.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,80.3712220762155,35.53921568627451,1610612756,51,57,2023-02-08T01:29:48Z,3190000,False,-72.0,132.0,1,right,MISS C. Paul 15' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,15.05,Missed,,,,,,,,,,,,,,,,,,
328,PT00M00.10S,2023-02-08T01:29:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,51,57,2023-02-08T01:29:48Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,327.0,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2023-02-08T01:29:30.1Z,2,REGULAR,period,end,[],0,,,1610612756,51,57,2023-02-08T01:29:30Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-02-08T01:45:03.6Z,3,REGULAR,substitution,out,['startperiod'],1628410,,,1610612756,51,57,2023-02-08T01:45:58Z,3220000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-02-08T01:45:03.6Z,3,REGULAR,substitution,out,['startperiod'],1630549,,,1610612756,51,57,2023-02-08T01:45:58Z,3230000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-02-08T01:45:03.6Z,3,REGULAR,substitution,in,['startperiod'],1627732,,,1610612756,51,57,2023-02-08T01:45:58Z,3240000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-02-08T01:45:03.6Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612756,51,57,2023-02-08T01:45:58Z,3250000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-02-08T01:46:18.7Z,3,REGULAR,period,start,[],0,,,1610612751,51,57,2023-02-08T01:46:18Z,3260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M48.00S,2023-02-08T01:46:29.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,92.19776609724047,43.627450980392155,1610612751,53,57,2023-02-08T01:47:10Z,3270000,False,-32.0,21.0,1,right,N. Claxton driving bank Hook (11 PTS) (R. O'Neale 2 AST),"[1629651, 1626220]",1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.81,Made,,,,,,11.0,,,,R. O'Neale,1626220.0,2.0,,,,,,
338,PT11M22.00S,2023-02-08T01:46:55.3Z,3,REGULAR,2pt,Jump Shot,[],1626164,21.107095926412615,48.03921568627451,1610612756,53,57,2023-02-08T01:46:59Z,3290000,False,10.0,146.0,1,left,MISS D. Booker 14' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,14.62,Missed,,,,,,,,,,,,,,,,,,
339,PT11M19.00S,2023-02-08T01:46:58.3Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,53,57,2023-02-08T01:46:59Z,3300000,False,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Center,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,
340,PT11M10.00S,2023-02-08T01:47:07.7Z,3,REGULAR,3pt,Jump Shot,[],203925,75.1149802890933,87.25490196078431,1610612751,53,57,2023-02-08T01:47:10Z,3310000,False,186.0,181.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
341,PT11M08.00S,2023-02-08T01:47:09.7Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,53,57,2023-02-08T01:47:10Z,3320000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,340.0,3.0,3.0,0.0,,,,,,,,,,,,,,
