actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
169,PT11M21.00S,2024-02-26T00:39:47.2Z,2,REGULAR,2pt,Jump Shot,[],1631114,15.325229960578188,69.6078431372549,1610612760,36,31,2024-02-26T01:09:59Z,1670000,False,-98.0,92.0,1,left,MISS J. Williams 13' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,13.41,Missed,,,,,,,,,,,,,,,,,,
170,PT11M20.00S,2024-02-26T00:39:48.2Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,36,31,2024-02-26T00:39:55Z,1680000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,169.0,3.0,3.0,0.0,,,,,,,,,,,,,,
171,PT11M06.00S,2024-02-26T00:40:02.0Z,2,REGULAR,3pt,Jump Shot,[],1641715,73.40670170827858,12.745098039215685,1610612745,36,31,2024-02-26T00:40:09Z,1690000,False,-186.0,197.0,1,right,MISS C. Whitmore 27' pullup 3PT,[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
172,PT11M05.00S,2024-02-26T00:40:03.0Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,36,31,2024-02-26T00:40:09Z,1700000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,171.0,3.0,3.0,0.0,,,,,,,,,,,,,,
173,PT10M58.00S,2024-02-26T00:40:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,12.959921156373195,36.51960784313725,1610612760,36,31,2024-02-26T01:01:52Z,1710000,False,67.0,69.0,1,left,MISS C. Wallace 9' driving floating bank Shot,[1641717],1610612760.0,OKC,driving floating bank,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Right,9.67,Missed,,,,,,,,,,,,,,,,,,
174,PT10M57.00S,2024-02-26T00:40:11.2Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,36,31,2024-02-26T00:40:26Z,1720000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,173.0,5.0,4.0,1.0,,,,,,,,,,,,,,
175,PT10M53.00S,2024-02-26T00:40:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1641715,91.14651773981603,46.07843137254902,1610612745,38,31,2024-02-26T00:40:53Z,1730000,False,-20.0,31.0,1,right,C. Whitmore running Layup (7 PTS) (J. Smith Jr. 3 AST),"[1641715, 1631095]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.64,Made,,,,,,,,7.0,J. Smith Jr.,1631095.0,3.0,,,,,,,
176,PT10M53.00S,2024-02-26T00:40:24.6Z,2,REGULAR,violation,defensive goaltending,[],202330,,,1610612745,38,31,2024-02-26T00:42:01Z,1740000,False,,,0,,G. Hayward defensive goaltending VIOLATION,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
177,PT10M34.00S,2024-02-26T00:40:49.4Z,2,REGULAR,3pt,Jump Shot,[],1641717,26.62614980289093,80.88235294117648,1610612760,38,31,2024-02-26T00:40:58Z,1750000,False,-154.0,198.0,1,left,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
178,PT10M33.00S,2024-02-26T00:40:50.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,38,31,2024-02-26T00:40:58Z,1760000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,177.0,6.0,5.0,1.0,,,,,,,,,,,,,,
179,PT10M22.00S,2024-02-26T00:41:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,89.96386333771353,41.66666666666667,1610612745,38,31,2024-02-26T00:41:14Z,1770000,False,-42.0,42.0,1,right,MISS A. Holiday driving Layup,[1628988],1610612745.0,HOU,driving,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,,
180,PT10M21.00S,2024-02-26T00:41:02.7Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,38,31,2024-02-26T00:41:14Z,1780000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,179.0,7.0,5.0,2.0,,,,,,,,,,,,,,
181,PT10M19.00S,2024-02-26T00:41:12.5Z,2,REGULAR,foul,personal,[],1629026,,,1610612745,38,31,2024-02-26T03:36:31Z,1790000,False,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1631095]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,1.0,0.0,Smith Jr.,1631095.0,,,
183,PT10M13.00S,2024-02-26T00:41:38.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641708,87.86136662286465,49.754901960784316,1610612745,40,31,2024-02-26T00:41:47Z,1810000,False,-1.0,62.0,1,right,A. Thompson 6' driving floating Jump Shot (2 PTS),[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,,,,,,,,2.0,,,,,,,,,,
184,PT10M13.00S,2024-02-26T00:41:43.0Z,2,REGULAR,foul,personal,['1freethrow'],1630581,,,1610612745,40,31,2024-02-26T00:41:50Z,1820000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Thompson 1 FT),"[1630581, 1641708]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,,2.0,0.0,Thompson,1641708.0,,,
186,PT10M13.00S,2024-02-26T00:42:05.2Z,2,REGULAR,freethrow,1 of 1,[],1641708,,,1610612745,40,31,2024-02-26T00:42:10Z,1840000,False,,,0,,MISS A. Thompson Free Throw 1 of 1,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT10M11.00S,2024-02-26T00:42:07.2Z,2,REGULAR,rebound,defensive,[],202330,,,1610612760,40,31,2024-02-26T00:42:10Z,1850000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,
188,PT10M00.00S,2024-02-26T00:42:25.7Z,2,REGULAR,foul,personal,[],1641708,,,1610612760,40,31,2024-02-26T00:42:45Z,1860000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 202330]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,1.0,0.0,Hayward,202330.0,,,
191,PT09M46.00S,2024-02-26T00:42:55.2Z,2,REGULAR,3pt,Jump Shot,[],1641717,9.280551905387648,96.32352941176471,1610612760,40,31,2024-02-26T01:13:13Z,1880000,False,-232.0,35.0,1,left,MISS C. Wallace step back 3PT - blocked,"[1641717, 1641708]",1610612760.0,OKC,step back,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,Thompson,1641708.0,,,,,,,,,,,
192,PT09M46.00S,2024-02-26T00:42:55.2Z,2,REGULAR,block,,[],1641708,,,1610612760,40,31,2024-02-26T00:42:57Z,1890000,False,,,0,,A. Thompson BLOCK (2 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
193,PT09M46.00S,2024-02-26T00:42:55.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,40,31,2024-02-26T00:43:21Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,191.0,,,,,,,,,,,,,,,,,
194,PT09M46.00S,2024-02-26T00:43:10.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,40,31,2024-02-26T01:15:16Z,1910000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,,,,,,,
195,PT09M26.00S,2024-02-26T00:43:28.7Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612745,40,31,2024-02-26T00:43:42Z,1920000,False,,,0,,J. Giddey shooting personal FOUL (3 PF) (Thompson 2 FT),"[1630581, 1641708]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,,,,,,,3.0,0.0,Thompson,1641708.0,,,
197,PT09M26.00S,2024-02-26T00:43:59.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641708,,,1610612745,41,31,2024-02-26T00:44:25Z,1940000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
199,PT09M26.00S,2024-02-26T00:43:59.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641708,,,1610612745,41,31,2024-02-26T00:44:25Z,1950000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
200,PT09M25.00S,2024-02-26T00:44:00.6Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,41,31,2024-02-26T00:44:25Z,1960000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT09M09.00S,2024-02-26T00:44:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,8.229303547963205,36.029411764705884,1610612760,41,31,2024-02-26T01:14:49Z,1970000,False,70.0,25.0,1,left,MISS G. Hayward 7' fadeaway Shot,[202330],1610612760.0,OKC,fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
202,PT09M08.00S,2024-02-26T00:44:37.6Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,41,31,2024-02-26T00:44:43Z,1980000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,,,
203,PT08M57.00S,2024-02-26T00:44:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,89.83245729303549,45.83333333333333,1610612745,41,31,2024-02-26T00:44:57Z,1990000,False,-21.0,43.0,1,right,MISS A. Holiday driving Layup - blocked,"[1628988, 1641717]",1610612745.0,HOU,driving,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,Wallace,1641717.0,,,,,,,,,,,
204,PT08M57.00S,2024-02-26T00:44:48.2Z,2,REGULAR,block,,[],1641717,,,1610612745,41,31,2024-02-26T00:44:50Z,2000000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M57.00S,2024-02-26T00:44:48.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,41,31,2024-02-26T00:44:57Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,203.0,,,,,,,,,,,,,,,,,
207,PT08M55.00S,2024-02-26T00:45:04.9Z,2,REGULAR,turnover,bad pass,[],1641708,,,1610612745,41,31,2024-02-26T00:45:09Z,2030000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1630581]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0
208,PT08M55.00S,2024-02-26T00:45:04.9Z,2,REGULAR,steal,,[],1630581,,,1610612760,41,31,2024-02-26T00:45:06Z,2040000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT08M51.00S,2024-02-26T00:45:09.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641717,15.982260183968464,3.6764705882352944,1610612760,41,31,2024-02-26T01:16:02Z,2050000,False,232.0,98.0,1,left,MISS C. Wallace 25' running 3PT,[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
210,PT08M51.00S,2024-02-26T00:45:09.6Z,2,REGULAR,rebound,offensive,[],202330,,,1610612760,41,31,2024-02-26T00:45:22Z,2060000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,209.0,2.0,1.0,1.0,,,,,,,,,,,,,,
211,PT08M50.00S,2024-02-26T00:45:14.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202330,5.590000152587891,50.0,1610612760,41,31,2024-02-26T00:46:03Z,2070000,False,0.0,0.0,1,left,MISS G. Hayward tip Layup - blocked,"[202330, 1641715]",1610612760.0,OKC,tip,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,Whitmore,1641715.0,,,,,,,,,,,
222,PT08M50.00S,2024-02-26T00:45:14.3Z,2,REGULAR,block,,[],1641715,,,1610612760,41,31,2024-02-26T00:48:17Z,2075000,False,,,0,,C. Whitmore BLOCK (1 BLK),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M50.00S,2024-02-26T00:45:14.3Z,2,REGULAR,rebound,offensive,[],202330,,,1610612760,41,31,2024-02-26T00:46:03Z,2080000,False,,,0,,G. Hayward REBOUND (Off:2 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,211.0,3.0,1.0,2.0,,,,,,,,,,,,,,
213,PT08M42.00S,2024-02-26T00:45:18.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631114,22.683968462549277,89.2156862745098,1610612760,41,31,2024-02-26T01:16:31Z,2090000,False,-196.0,161.0,1,left,MISS J. Williams 25' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
214,PT08M41.00S,2024-02-26T00:45:19.3Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,41,31,2024-02-26T00:45:27Z,2100000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT08M24.00S,2024-02-26T00:45:36.0Z,2,REGULAR,2pt,Jump Shot,[],1628988,84.1819973718791,31.61764705882353,1610612745,43,31,2024-02-26T01:16:18Z,2110000,False,-92.0,96.0,1,right,A. Holiday 13' fadeaway Jump Shot (4 PTS),[1628988],1610612745.0,HOU,fadeaway,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,13.3,Made,,,,,,,,4.0,,,,,,,,,,
216,PT08M10.00S,2024-02-26T00:45:50.0Z,2,REGULAR,2pt,Jump Shot,[],1629026,13.87976346911958,67.64705882352942,1610612760,43,33,2024-02-26T00:45:54Z,2120000,False,-88.0,78.0,1,left,K. Williams 11' pullup Jump Shot (2 PTS) (J. Giddey 1 AST),"[1629026, 1630581]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,11.77,Made,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,
218,PT07M52.00S,2024-02-26T00:46:08.5Z,2,REGULAR,3pt,Jump Shot,[],1628988,71.96123521681997,79.90196078431373,1610612745,46,33,2024-02-26T00:46:15Z,2140000,False,150.0,211.0,1,right,A. Holiday 25' 3PT step back (7 PTS),[1628988],1610612745.0,HOU,step back,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.87,Made,,,,,,,,7.0,,,,,,,,,,
219,PT07M37.00S,2024-02-26T00:46:22.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,12.828515111695138,48.529411764705884,1610612760,46,35,2024-02-26T00:46:28Z,2150000,False,7.0,68.0,1,left,J. Williams 6' fadeaway Jump Shot (6 PTS),[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.85,Made,,,,,,,,6.0,,,,,,,,,,
220,PT07M17.00S,2024-02-26T00:46:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,91.14651773981603,48.28431372549019,1610612745,48,35,2024-02-26T00:46:49Z,2160000,False,-9.0,31.0,1,right,C. Whitmore driving Layup (9 PTS),[1641715],1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,9.0,,,,,,,,,,
221,PT07M16.00S,2024-02-26T00:46:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,48,35,2024-02-26T00:46:48Z,2170000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,out,[],1641708,,,1610612760,48,35,2024-02-26T00:49:44Z,2180000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,out,[],1631095,,,1610612760,48,35,2024-02-26T00:49:44Z,2190000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,out,[],201145,,,1610612760,48,35,2024-02-26T00:49:44Z,2200000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,48,35,2024-02-26T00:49:44Z,2210000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612760,48,35,2024-02-26T00:49:44Z,2220000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,in,[],1630578,,,1610612760,48,35,2024-02-26T00:49:44Z,2230000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,in,[],1628415,,,1610612760,48,35,2024-02-26T00:49:44Z,2240000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M16.00S,2024-02-26T00:49:21.5Z,2,REGULAR,substitution,in,[],1631096,,,1610612760,48,35,2024-02-26T00:49:44Z,2250000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M04.00S,2024-02-26T00:49:57.6Z,2,REGULAR,3pt,Jump Shot,[],1631096,24.26084099868594,13.970588235294118,1610612760,48,38,2024-02-26T00:50:04Z,2260000,False,180.0,176.0,1,left,C. Holmgren 25' 3PT  (3 PTS) (J. Williams 3 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,25.15,Made,,,,,,,,3.0,J. Williams,1631114.0,3.0,,,,,,,
233,PT06M54.00S,2024-02-26T00:50:10.2Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,48,38,2024-02-26T00:50:18Z,2280000,False,,,0,,A. Sengun charge offensive FOUL (2 PF),"[1630578, 1631096]",1610612745.0,HOU,charge,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,2.0,0.0,Holmgren,1631096.0,,,
235,PT06M54.00S,2024-02-26T00:50:10.2Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,48,38,2024-02-26T00:50:10Z,2300000,False,,,0,,A. Sengun offensive foul TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,,,,2.0,,
236,PT06M54.00S,2024-02-26T00:50:18.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,48,38,2024-02-26T00:50:25Z,2310000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M54.00S,2024-02-26T00:50:18.9Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,48,38,2024-02-26T00:50:25Z,2320000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M37.00S,2024-02-26T00:50:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,6.258212877792378,55.63725490196079,1610612760,48,40,2024-02-26T00:50:53Z,2330000,False,-28.0,6.0,1,left,J. Williams driving Layup (8 PTS) (C. Holmgren 3 AST),"[1631114, 1631096]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,,8.0,C. Holmgren,1631096.0,3.0,,,,,,,
240,PT06M26.00S,2024-02-26T00:51:01.6Z,2,REGULAR,foul,personal,[],1631096,,,1610612745,48,40,2024-02-26T00:51:07Z,2350000,False,,,0,,C. Holmgren personal FOUL (1 PF),"[1631096, 1630578]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left,,,,,,,202056.0,,,,,,,1.0,0.0,Sengun,1630578.0,,,
242,PT06M26.00S,2024-02-26T00:51:10.0Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,48,40,2024-02-26T00:51:14Z,2370000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M26.00S,2024-02-26T00:51:10.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,48,40,2024-02-26T00:51:14Z,2380000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M15.00S,2024-02-26T00:51:35.0Z,2,REGULAR,3pt,Jump Shot,[],1630224,69.07030223390277,73.0392156862745,1610612745,51,40,2024-02-26T00:51:40Z,2390000,False,115.0,238.0,1,right,J. Green 26' 3PT  (5 PTS) (D. Brooks 2 AST),"[1630224, 1628415]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.46,Made,,,,,,,,5.0,D. Brooks,1628415.0,2.0,,,,,,,
246,PT06M00.00S,2024-02-26T00:51:49.2Z,2,REGULAR,turnover,lost ball,[],1631096,,,1610612760,51,40,2024-02-26T00:51:57Z,2410000,False,,,0,,C. Holmgren lost ball TURNOVER (2 TO),"[1631096, 1627832]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0
247,PT06M00.00S,2024-02-26T00:51:49.2Z,2,REGULAR,steal,,[],1627832,,,1610612745,51,40,2024-02-26T00:51:51Z,2420000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
248,PT05M57.00S,2024-02-26T00:51:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612745,51,40,2024-02-26T00:52:05Z,2430000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Whitmore 2 FT),"[1631114, 1641715]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,,2.0,0.0,Whitmore,1641715.0,,,
250,PT05M57.00S,2024-02-26T00:52:21.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641715,,,1610612745,52,40,2024-02-26T00:52:21Z,2450000,False,,,0,,C. Whitmore Free Throw 1 of 2 (10 PTS),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
251,PT05M57.00S,2024-02-26T00:52:22.5Z,2,REGULAR,substitution,out,[],1631114,,,1610612745,52,40,2024-02-26T00:52:27Z,2460000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M57.00S,2024-02-26T00:52:22.5Z,2,REGULAR,substitution,in,[],1628983,,,1610612745,52,40,2024-02-26T00:52:27Z,2470000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
