actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
411,PT07M20.00S,2024-02-26T01:33:27.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628415,5.590000152587891,50.0,1610612745,73,67,2024-02-26T01:33:43Z,4050000,False,0.0,0.0,1,left,MISS D. Brooks tip Layup,[1628415],1610612745.0,HOU,tip,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
412,PT07M19.00S,2024-02-26T01:33:28.1Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,73,67,2024-02-26T01:33:43Z,4060000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,411.0,3.0,3.0,0.0,,,,,,,,,,,,,,
413,PT07M06.00S,2024-02-26T01:33:38.9Z,3,REGULAR,3pt,Jump Shot,[],1631114,74.72076215505913,15.441176470588236,1610612760,73,67,2024-02-26T01:33:46Z,4070000,False,-173.0,185.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
414,PT07M06.00S,2024-02-26T01:33:38.9Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,73,67,2024-02-26T01:33:46Z,4080000,False,,,0,,J. Giddey REBOUND (Off:2 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,413.0,6.0,4.0,2.0,,,,,,,,,,,,,,
415,PT07M05.00S,2024-02-26T01:33:44.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,94.40999984741211,50.0,1610612760,73,67,2024-02-26T01:34:56Z,4090000,False,0.0,0.0,1,right,MISS J. Giddey tip Layup,[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
416,PT07M04.00S,2024-02-26T01:33:45.3Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,73,67,2024-02-26T01:34:56Z,4100000,False,,,0,,A. Sengun REBOUND (Off:1 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,415.0,6.0,5.0,1.0,,,,,,,,,,,,,,
417,PT06M53.00S,2024-02-26T01:33:55.9Z,3,REGULAR,foul,personal,[],1630581,,,1610612745,73,67,2024-02-26T01:34:14Z,4110000,False,,,0,,J. Giddey personal FOUL (5 PF),"[1630581, 1630224]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,5.0,0.0,Green,1630224.0,,,
419,PT06M53.00S,2024-02-26T01:34:08.0Z,3,REGULAR,substitution,out,[],1631096,,,1610612745,73,67,2024-02-26T01:34:12Z,4130000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M53.00S,2024-02-26T01:34:08.0Z,3,REGULAR,substitution,out,[],1630581,,,1610612745,73,67,2024-02-26T01:34:12Z,4140000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M53.00S,2024-02-26T01:34:08.0Z,3,REGULAR,substitution,in,[],1631119,,,1610612745,73,67,2024-02-26T01:34:12Z,4150000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M53.00S,2024-02-26T01:34:08.0Z,3,REGULAR,substitution,in,[],1630198,,,1610612745,73,67,2024-02-26T01:34:12Z,4160000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M39.00S,2024-02-26T01:34:35.2Z,3,REGULAR,3pt,Jump Shot,[],1630578,27.808804204993432,76.9607843137255,1610612745,73,67,2024-02-26T01:34:46Z,4170000,False,-135.0,209.0,1,left,MISS A. Sengun 24' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
424,PT06M37.00S,2024-02-26T01:34:37.2Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,73,67,2024-02-26T01:34:46Z,4180000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:11),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,423.0,14.0,11.0,3.0,,,,,,,,,,,,,,
426,PT06M28.00S,2024-02-26T01:35:10.5Z,3,REGULAR,turnover,out-of-bounds,[],1631095,,,1610612745,73,67,2024-02-26T01:35:18Z,4200000,False,,,0,,J. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631095],1610612745.0,HOU,bad pass,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,1628953.0,,,,,,,,,,,1.0,,
427,PT06M09.00S,2024-02-26T01:35:33.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630198,91.93495400788436,48.77450980392157,1610612760,73,67,2024-02-26T01:50:05Z,4210000,False,-6.0,23.0,1,right,MISS I. Joe cutting DUNK - blocked,"[1630198, 1630578]",1610612760.0,OKC,cutting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,Sengun,1630578.0,,,,,,,,,,,
428,PT06M09.00S,2024-02-26T01:35:33.4Z,3,REGULAR,block,,[],1630578,,,1610612760,73,67,2024-02-26T01:35:35Z,4220000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
429,PT06M08.00S,2024-02-26T01:35:34.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,73,67,2024-02-26T01:35:39Z,4230000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:12),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,427.0,15.0,12.0,3.0,,,,,,,,,,,,,,
430,PT05M59.00S,2024-02-26T01:35:43.6Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612745,73,67,2024-02-26T01:35:47Z,4240000,False,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 1628983]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,3.0,Gilgeous-Alexander,1628983.0
431,PT05M59.00S,2024-02-26T01:35:43.6Z,3,REGULAR,steal,,[],1628983,,,1610612760,73,67,2024-02-26T01:35:45Z,4250000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
432,PT05M53.00S,2024-02-26T01:35:50.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,92.9862023653088,47.794117647058826,1610612760,73,69,2024-02-26T01:35:58Z,4260000,False,-11.0,13.0,1,right,S. Gilgeous-Alexander running Layup (24 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,24.0,,,,,,,,,,
433,PT05M38.00S,2024-02-26T01:36:04.1Z,3,REGULAR,3pt,Jump Shot,[],1627832,32.670827858081466,47.794117647058826,1610612745,73,69,2024-02-26T01:36:12Z,4270000,False,11.0,255.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
434,PT05M36.00S,2024-02-26T01:36:06.1Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,73,69,2024-02-26T01:36:12Z,4280000,False,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,433.0,7.0,5.0,2.0,,,,,,,,,,,,,,
435,PT05M35.00S,2024-02-26T01:36:11.4Z,3,REGULAR,foul,offensive,[],1630578,,,1610612745,73,69,2024-02-26T01:36:17Z,4290000,False,,,0,,A. Sengun charge offensive FOUL (4 PF),"[1630578, 1630198]",1610612745.0,HOU,charge,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,,4.0,0.0,Joe,1630198.0,,,
437,PT05M35.00S,2024-02-26T01:36:11.4Z,3,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,73,69,2024-02-26T01:36:11Z,4310000,False,,,0,,A. Sengun offensive foul TURNOVER (6 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,,,,,,6.0,,
438,PT05M35.00S,2024-02-26T01:36:17.9Z,3,REGULAR,substitution,out,[],1631095,,,1610612760,73,69,2024-02-26T01:36:31Z,4320000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M35.00S,2024-02-26T01:36:17.9Z,3,REGULAR,substitution,out,[],1630578,,,1610612760,73,69,2024-02-26T01:36:31Z,4330000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M35.00S,2024-02-26T01:36:17.9Z,3,REGULAR,substitution,in,[],1641708,,,1610612760,73,69,2024-02-26T01:36:31Z,4340000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M35.00S,2024-02-26T01:36:17.9Z,3,REGULAR,substitution,in,[],201145,,,1610612760,73,69,2024-02-26T01:36:31Z,4350000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M23.00S,2024-02-26T01:36:50.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,67.62483574244416,37.5,1610612760,73,72,2024-02-26T01:36:57Z,4360000,False,-62.0,252.0,1,right,I. Joe 25' 3PT  (3 PTS) (L. Dort 2 AST),"[1630198, 1629652]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.94,Made,,,,,,,,3.0,L. Dort,1629652.0,2.0,,,,,,,
444,PT05M07.00S,2024-02-26T01:37:08.8Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612745,73,72,2024-02-26T01:37:17Z,4380000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1629652, 1627832]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,,2.0,0.0,VanVleet,1627832.0,,,
446,PT05M07.00S,2024-02-26T01:37:37.2Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612745,74,72,2024-02-26T01:37:37Z,4400000,False,,,0,,F. VanVleet Free Throw 1 of 2 (11 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
447,PT05M07.00S,2024-02-26T01:37:49.4Z,3,REGULAR,substitution,out,[],1631114,,,1610612745,74,72,2024-02-26T01:37:56Z,4410000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M07.00S,2024-02-26T01:37:49.4Z,3,REGULAR,substitution,in,[],1641717,,,1610612745,74,72,2024-02-26T01:37:56Z,4420000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M07.00S,2024-02-26T01:38:09.7Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612745,75,72,2024-02-26T01:38:09Z,4430000,False,,,0,,F. VanVleet Free Throw 2 of 2 (12 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
450,PT04M52.00S,2024-02-26T01:38:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,54.90196078431373,1610612760,75,74,2024-02-26T01:50:16Z,4440000,False,25.0,16.0,1,right,L. Dort driving reverse Layup (13 PTS),[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,13.0,,,,,,,,,,
451,PT04M39.00S,2024-02-26T01:38:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.559132720105126,52.20588235294118,1610612745,75,74,2024-02-26T01:38:47Z,4450000,False,-11.0,113.0,1,left,MISS D. Brooks 11' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.31,Missed,,,,,,,,,,,,,,,,,,
452,PT04M38.00S,2024-02-26T01:38:40.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,75,74,2024-02-26T01:38:47Z,4460000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,451.0,3.0,3.0,0.0,,,,,,,,,,,,,,
453,PT04M30.00S,2024-02-26T01:38:48.3Z,3,REGULAR,2pt,Jump Shot,[],1628983,95.0886990801577,13.970588235294118,1610612760,75,74,2024-02-26T01:38:55Z,4470000,False,-180.0,-6.0,1,right,MISS S. Gilgeous-Alexander 18' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,18.02,Missed,,,,,,,,,,,,,,,,,,
454,PT04M29.00S,2024-02-26T01:38:49.3Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,75,74,2024-02-26T01:38:55Z,4480000,False,,,0,,A. Thompson REBOUND (Off:0 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,453.0,5.0,5.0,0.0,,,,,,,,,,,,,,
455,PT04M20.00S,2024-02-26T01:38:59.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,12.565703022339028,47.549019607843135,1610612745,75,74,2024-02-26T01:39:08Z,4490000,False,12.0,66.0,1,left,MISS J. Green 6' driving finger roll Layup - blocked,"[1630224, 1628983]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
456,PT04M20.00S,2024-02-26T01:38:59.3Z,3,REGULAR,block,,[],1628983,,,1610612745,75,74,2024-02-26T01:39:01Z,4500000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
457,PT04M18.00S,2024-02-26T01:39:01.3Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,75,74,2024-02-26T01:39:08Z,4510000,False,,,0,,L. Dort REBOUND (Off:0 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,455.0,4.0,4.0,0.0,,,,,,,,,,,,,,
458,PT04M14.00S,2024-02-26T01:39:05.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,80.76544021024968,7.352941176470589,1610612760,75,74,2024-02-26T01:52:17Z,4520000,False,-213.0,128.0,1,right,MISS I. Joe 24' running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
459,PT04M14.00S,2024-02-26T01:39:05.0Z,3,REGULAR,rebound,offensive,[],1631119,,,1610612760,75,74,2024-02-26T01:39:13Z,4530000,False,,,0,,J. Williams REBOUND (Off:1 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,458.0,5.0,4.0,1.0,,,,,,,,,,,,,,
460,PT04M11.00S,2024-02-26T01:39:09.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631119,94.40999984741211,50.0,1610612760,75,76,2024-02-26T01:39:09Z,4540000,False,0.0,0.0,1,right,J. Williams tip Layup (5 PTS),[1631119],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,5.0,,,,,,,,,,
461,PT04M11.00S,2024-02-26T01:39:20.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,75,76,2024-02-26T01:39:20Z,4550000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M11.00S,2024-02-26T01:41:34.7Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,75,76,2024-02-26T01:42:02Z,4560000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M11.00S,2024-02-26T01:41:34.7Z,3,REGULAR,substitution,out,[],1628415,,,1610612745,75,76,2024-02-26T01:42:02Z,4570000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M11.00S,2024-02-26T01:41:34.7Z,3,REGULAR,substitution,in,[],1631095,,,1610612745,75,76,2024-02-26T01:42:02Z,4580000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M11.00S,2024-02-26T01:41:34.7Z,3,REGULAR,substitution,in,[],1641715,,,1610612745,75,76,2024-02-26T01:42:02Z,4590000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M57.00S,2024-02-26T01:42:25.6Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612745,75,76,2024-02-26T01:42:30Z,4600000,False,,,0,,F. VanVleet bad pass TURNOVER (4 TO),"[1627832, 1630198]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,4.0,Joe,1630198.0
467,PT03M57.00S,2024-02-26T01:42:25.6Z,3,REGULAR,steal,,[],1630198,,,1610612760,75,76,2024-02-26T01:42:27Z,4610000,False,,,0,,I. Joe STEAL (2 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
468,PT03M48.00S,2024-02-26T01:42:34.8Z,3,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612760,75,76,2024-02-26T01:42:43Z,4620000,False,,,0,,C. Whitmore shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1641715, 1628983]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
470,PT03M48.00S,2024-02-26T01:43:11.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,75,77,2024-02-26T01:43:11Z,4640000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (25 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,25.0,,,,,,,,,,
471,PT03M48.00S,2024-02-26T01:43:31.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,75,78,2024-02-26T01:43:31Z,4650000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (26 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,26.0,,,,,,,,,,
472,PT03M38.00S,2024-02-26T01:43:44.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,15.062417871222076,61.029411764705884,1610612745,75,78,2024-02-26T01:43:54Z,4660000,False,-55.0,89.0,1,left,MISS A. Thompson 10' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,10.48,Missed,,,,,,,,,,,,,,,,,,
473,PT03M36.00S,2024-02-26T01:43:46.8Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,75,78,2024-02-26T01:43:54Z,4670000,False,,,0,,I. Joe REBOUND (Off:0 Def:3),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Left,,,472.0,3.0,3.0,0.0,,,,,,,,,,,,,,
474,PT03M24.00S,2024-02-26T01:43:57.6Z,3,REGULAR,3pt,Jump Shot,[],1628983,66.96780551905388,40.931372549019606,1610612760,75,78,2024-02-26T01:44:05Z,4680000,False,-45.0,258.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
475,PT03M23.00S,2024-02-26T01:43:58.6Z,3,REGULAR,rebound,defensive,[],1641715,,,1610612745,75,78,2024-02-26T01:44:05Z,4690000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,474.0,2.0,2.0,0.0,,,,,,,,,,,,,,
476,PT03M17.00S,2024-02-26T01:44:22.7Z,3,REGULAR,foul,offensive,[],1641715,,,1610612745,75,78,2024-02-26T01:44:44Z,4700000,False,,,0,,C. Whitmore charge offensive FOUL (3 PF),"[1641715, 1631119]",1610612745.0,HOU,charge,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,3.0,0.0,Williams,1631119.0,,,
478,PT03M17.00S,2024-02-26T01:44:22.7Z,3,REGULAR,turnover,offensive foul,[],1641715,,,1610612745,75,78,2024-02-26T01:44:22Z,4720000,False,,,0,,C. Whitmore offensive foul TURNOVER (1 TO),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,,,,,1.0,,
479,PT03M17.00S,2024-02-26T01:44:34.7Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,75,78,2024-02-26T01:44:42Z,4730000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M17.00S,2024-02-26T01:44:34.7Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,75,78,2024-02-26T01:44:42Z,4740000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M02.00S,2024-02-26T01:44:56.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,95.3515111695138,5.147058823529411,1610612760,75,78,2024-02-26T01:45:03Z,4750000,False,-224.0,-9.0,1,right,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
482,PT03M01.00S,2024-02-26T01:44:57.9Z,3,REGULAR,rebound,defensive,[],1641715,,,1610612745,75,78,2024-02-26T01:45:03Z,4760000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:3),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,481.0,3.0,3.0,0.0,,,,,,,,,,,,,,
483,PT02M52.00S,2024-02-26T01:45:06.6Z,3,REGULAR,3pt,Jump Shot,[],201145,23.340998685939553,10.784313725490197,1610612745,75,78,2024-02-26T01:45:13Z,4770000,False,196.0,167.0,1,left,MISS J. Green 25' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
484,PT02M51.00S,2024-02-26T01:45:07.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,75,78,2024-02-26T01:45:13Z,4780000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,483.0,4.0,4.0,0.0,,,,,,,,,,,,,,
485,PT02M43.00S,2024-02-26T01:45:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.9862023653088,52.20588235294118,1610612760,75,80,2024-02-26T01:58:35Z,4790000,False,11.0,13.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (28 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,28.0,,,,,,,,,,
486,PT02M20.00S,2024-02-26T01:45:39.5Z,3,REGULAR,turnover,bad pass,[],1641715,,,1610612745,75,80,2024-02-26T01:45:55Z,4800000,False,,,0,,C. Whitmore bad pass TURNOVER (2 TO),"[1641715, 1630198]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Joe,1630198.0
487,PT02M20.00S,2024-02-26T01:45:39.5Z,3,REGULAR,steal,,[],1630198,,,1610612760,75,80,2024-02-26T01:47:58Z,4810000,False,,,0,,I. Joe STEAL (3 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
