actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
605,PT07M13.00S,2024-01-21T03:04:48.2Z,4,REGULAR,substitution,in,[],1628374,,,1610612745,98,99,2024-01-21T03:05:02Z,5950000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
606,PT07M02.00S,2024-01-21T03:05:21.9Z,4,REGULAR,foul,personal,[],1631117,,,1610612745,98,99,2024-01-21T03:05:32Z,5960000,False,,,0,,W. Kessler personal FOUL (3 PF),"[1631117, 1630578]",1610612762.0,UTA,,,,,,,Mid-Range,8-16 Left,,,Kessler,W. Kessler,,,,,,,,,,,,1627962.0,3.0,0.0,Sengun,1630578.0,,,
608,PT06M48.00S,2024-01-21T03:05:56.8Z,4,REGULAR,3pt,Jump Shot,[],1641715,71.30420499342969,81.37254901960785,1610612745,101,99,2024-01-21T03:06:06Z,5980000,False,157.0,217.0,1,right,C. Whitmore 26' 3PT  (15 PTS),[1641715],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.79,Made,Whitmore,C. Whitmore,,,,,15.0,,,,,,,,,,,,,,
609,PT06M24.00S,2024-01-21T03:06:20.6Z,4,REGULAR,3pt,Jump Shot,[],1628374,33.327858081471746,34.068627450980394,1610612762,101,99,2024-01-21T03:06:29Z,5990000,False,80.0,261.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,27.27,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
610,PT06M22.00S,2024-01-21T03:06:22.6Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,101,99,2024-01-21T03:06:29Z,6000000,False,,,0,,A. Sengun REBOUND (Off:7 Def:6),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Sengun,A. Sengun,609.0,13.0,6.0,7.0,,,,,,,,,,,,,,,
611,PT06M21.00S,2024-01-21T03:06:33.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,101,99,2024-01-21T03:06:33Z,6010000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT06M21.00S,2024-01-21T03:09:09.4Z,4,REGULAR,substitution,out,[],1630256,,,1610612745,101,99,2024-01-21T03:09:23Z,6020000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
613,PT06M21.00S,2024-01-21T03:09:09.4Z,4,REGULAR,substitution,out,[],1630534,,,1610612745,101,99,2024-01-21T03:09:23Z,6030000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
614,PT06M21.00S,2024-01-21T03:09:09.4Z,4,REGULAR,substitution,in,[],1628415,,,1610612745,101,99,2024-01-21T03:09:23Z,6040000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
615,PT06M21.00S,2024-01-21T03:09:09.4Z,4,REGULAR,substitution,in,[],1631323,,,1610612745,101,99,2024-01-21T03:09:23Z,6050000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
616,PT06M11.00S,2024-01-21T03:09:41.1Z,4,REGULAR,3pt,Jump Shot,[],1627832,69.20170827858082,20.833333333333336,1610612745,104,99,2024-01-21T03:09:47Z,6060000,False,-146.0,237.0,1,right,F. VanVleet 27' 3PT  (16 PTS) (A. Sengun 6 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,27.83,Made,VanVleet,F. VanVleet,,,,,16.0,A. Sengun,1630578.0,6.0,,,,,,,,,,,
618,PT05M52.00S,2024-01-21T03:09:59.6Z,4,REGULAR,3pt,Jump Shot,[],203903,5.601182654402102,94.6078431372549,1610612762,104,102,2024-01-21T03:10:03Z,6080000,False,-223.0,0.0,1,left,J. Clarkson 3PT  (25 PTS) (W. Kessler 3 AST),"[203903, 1631117]",1610612762.0,UTA,,,,,,,Left Corner 3,24+ Left,22.3,Made,Clarkson,J. Clarkson,,,,,25.0,W. Kessler,1631117.0,3.0,,,,,,,,,,,
620,PT05M32.00S,2024-01-21T03:10:18.9Z,4,REGULAR,2pt,Jump Shot,[],1631095,88.12417871222075,73.0392156862745,1610612745,104,102,2024-01-21T03:10:24Z,6100000,False,115.0,59.0,1,right,MISS J. Smith Jr. 12' Jump Shot,[1631095],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,12.95,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
621,PT05M30.00S,2024-01-21T03:10:20.9Z,4,REGULAR,rebound,defensive,[],1631323,,,1610612762,104,102,2024-01-21T03:10:24Z,6110000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:3),[1631323],1610612762.0,UTA,,,,,,,Mid-Range,8-16 Right,,,Fontecchio,S. Fontecchio,620.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
622,PT05M19.00S,2024-01-21T03:10:33.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.5722733245729295,53.92156862745098,1610612762,104,102,2024-01-21T03:10:38Z,6120000,False,-20.0,19.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612762.0,UTA,driving,,,,,,Restricted Area,0-8 Center,2.71,Missed,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,
624,PT05M16.00S,2024-01-21T03:10:36.2Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,104,102,2024-01-21T03:10:38Z,6140000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:5),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,622.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
625,PT05M12.00S,2024-01-21T03:10:40.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,66.83639947437582,50.245098039215684,1610612745,107,102,2024-01-21T03:25:39Z,6150000,False,1.0,259.0,1,right,J. Smith Jr. 25' 3PT running (19 PTS) (F. VanVleet 6 AST),"[1631095, 1627832]",1610612745.0,HOU,running,,,,,,Above the Break 3,24+ Center,25.92,Made,Smith Jr.,J. Smith Jr.,,,,,19.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,
627,PT04M57.00S,2024-01-21T03:10:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.915243101182654,44.85294117647059,1610612762,107,104,2024-01-21T03:11:02Z,6170000,False,26.0,13.0,1,left,C. Sexton driving Layup (23 PTS),[1629012],1610612762.0,UTA,driving,,,,,,Restricted Area,0-8 Center,2.86,Made,Sexton,C. Sexton,,,,,23.0,,,,,,,,,,,,,,
628,PT04M57.00S,2024-01-21T03:11:00.1Z,4,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612762,107,104,2024-01-21T03:11:07Z,6180000,False,,,0,,F. VanVleet shooting personal FOUL (4 PF) (Sexton 1 FT),"[1627832, 1629012]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,201639.0,4.0,0.0,Sexton,1629012.0,,,
630,PT04M57.00S,2024-01-21T03:11:19.8Z,4,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,107,105,2024-01-21T03:11:19Z,6200000,False,,,0,,C. Sexton Free Throw 1 of 1 (24 PTS),[1629012],1610612762.0,UTA,,,,,,,,,,Made,Sexton,C. Sexton,,,,,24.0,,,,,,,,,,,,,,
631,PT04M42.00S,2024-01-21T03:11:36.2Z,4,REGULAR,2pt,Jump Shot,[],1627832,74.72076215505913,49.50980392156863,1610612745,109,105,2024-01-21T03:11:41Z,6210000,False,-2.0,185.0,1,right,F. VanVleet 18' pullup Jump Shot (18 PTS),[1627832],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Center,18.51,Made,VanVleet,F. VanVleet,,,,,18.0,,,,,,,,,,,,,,
632,PT04M22.00S,2024-01-21T03:11:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,17.427726675427067,48.28431372549019,1610612762,109,107,2024-01-21T03:12:00Z,6220000,False,9.0,111.0,1,left,C. Sexton 11' fadeaway Jump Shot (26 PTS),[1629012],1610612762.0,UTA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.16,Made,Sexton,C. Sexton,,,,,26.0,,,,,,,,,,,,,,
633,PT04M07.00S,2024-01-21T03:12:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.85479632063075,42.64705882352941,1610612745,111,107,2024-01-21T03:12:18Z,6230000,False,-37.0,15.0,1,right,C. Whitmore driving Layup (17 PTS),[1641715],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,3.96,Made,Whitmore,C. Whitmore,,,,,17.0,,,,,,,,,,,,,,
634,PT04M06.00S,2024-01-21T03:12:17.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,111,107,2024-01-21T03:12:17Z,6240000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M06.00S,2024-01-21T03:13:31.9Z,4,REGULAR,substitution,out,[],1631323,,,1610612762,111,107,2024-01-21T03:13:55Z,6250000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
637,PT04M06.00S,2024-01-21T03:13:31.9Z,4,REGULAR,substitution,in,[],1627739,,,1610612762,111,107,2024-01-21T03:13:55Z,6260000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,
638,PT03M55.00S,2024-01-21T03:14:06.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,14.931011826544022,45.34313725490196,1610612762,111,109,2024-01-21T03:14:11Z,6270000,False,23.0,88.0,1,left,C. Sexton 9' floating Jump Shot (28 PTS),[1629012],1610612762.0,UTA,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.09,Made,Sexton,C. Sexton,,,,,28.0,,,,,,,,,,,,,,
639,PT03M38.00S,2024-01-21T03:14:24.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,82.34231274638634,43.627450980392155,1610612745,113,109,2024-01-21T03:14:30Z,6280000,False,-32.0,113.0,1,right,A. Sengun 11' Jump Shot (28 PTS) (F. VanVleet 7 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,11.79,Made,Sengun,A. Sengun,,,,,28.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,
641,PT03M24.00S,2024-01-21T03:14:40.4Z,4,REGULAR,foul,personal,[],1627832,,,1610612762,113,109,2024-01-21T03:14:57Z,6300000,False,,,0,,F. VanVleet personal FOUL (5 PF),"[1627832, 1629012]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,1627962.0,5.0,0.0,Sexton,1629012.0,,,
643,PT03M13.00S,2024-01-21T03:15:13.1Z,4,REGULAR,3pt,Jump Shot,[],203903,23.340998685939553,10.049019607843137,1610612762,113,112,2024-01-21T03:15:17Z,6320000,False,200.0,167.0,1,left,J. Clarkson 26' 3PT pullup (28 PTS),[203903],1610612762.0,UTA,pullup,,,,,,Above the Break 3,24+ Right Center,26.03,Made,Clarkson,J. Clarkson,,,,,28.0,,,,,,,,,,,,,,
644,PT02M51.00S,2024-01-21T03:15:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,88.64980289093299,39.950980392156865,1610612745,113,112,2024-01-21T03:15:40Z,6330000,False,-50.0,54.0,1,right,MISS A. Sengun 7' Jump Shot,[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,7.39,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
645,PT02M48.00S,2024-01-21T03:15:38.1Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,113,112,2024-01-21T03:15:40Z,6340000,False,,,0,,W. Kessler REBOUND (Off:1 Def:6),[1631117],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Kessler,W. Kessler,644.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
646,PT02M40.00S,2024-01-21T03:15:47.9Z,4,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,113,112,2024-01-21T03:15:55Z,6350000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (2 TO),[1629012],1610612762.0,UTA,bad pass,,,,,,Mid-Range,8-16 Right,,,Sexton,C. Sexton,,,,,,,,,2.0,,,201639.0,,,,,,,
647,PT02M22.00S,2024-01-21T03:16:17.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,68.9388961892247,26.715686274509803,1610612745,113,112,2024-01-21T03:16:23Z,6360000,False,-116.0,239.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,26.63,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
648,PT02M20.00S,2024-01-21T03:16:19.0Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,113,112,2024-01-21T03:16:23Z,6370000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:8),[203903],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,,,Clarkson,J. Clarkson,647.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
649,PT01M59.00S,2024-01-21T03:16:39.2Z,4,REGULAR,3pt,Jump Shot,[],1629012,31.61957950065703,67.8921568627451,1610612762,113,112,2024-01-21T03:16:51Z,6380000,False,-89.0,245.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,26.06,Missed,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,
650,PT01M58.00S,2024-01-21T03:16:40.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,113,112,2024-01-21T03:16:51Z,6390000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,,,,,649.0,,,,,,,,,,,,,,,,,,
651,PT01M58.00S,2024-01-21T03:16:47.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612762,113,112,2024-01-21T03:17:07Z,6400000,False,,,0,,F. VanVleet loose ball personal FOUL (6 PF) (Kessler 2 FT),"[1627832, 1631117]",1610612745.0,HOU,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,202901.0,6.0,0.0,Kessler,1631117.0,,,
653,PT01M58.00S,2024-01-21T03:17:13.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,113,112,2024-01-21T03:17:13Z,6420000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M58.00S,2024-01-21T03:20:16.7Z,4,REGULAR,substitution,out,[],1627832,,,1610612762,113,112,2024-01-21T03:20:34Z,6440000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
658,PT01M58.00S,2024-01-21T03:20:16.7Z,4,REGULAR,substitution,in,[],1630224,,,1610612762,113,112,2024-01-21T03:20:34Z,6450000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
659,PT01M58.00S,2024-01-21T03:20:51.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631117,,,1610612762,113,113,2024-01-21T03:20:51Z,6460000,False,,,0,,W. Kessler Free Throw 1 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,,,,,,,Made,Kessler,W. Kessler,,,,,3.0,,,,,,,,,,,,,,
660,PT01M58.00S,2024-01-21T03:20:51.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631117,,,1610612762,113,113,2024-01-21T03:21:12Z,6470000,False,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,,,,,,,Missed,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,
661,PT01M58.00S,2024-01-21T03:20:51.0Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,113,113,2024-01-21T03:21:12Z,6480000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:6),[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,660.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
662,PT01M45.00S,2024-01-21T03:21:19.6Z,4,REGULAR,foul,offensive,['inpenalty'],1641715,,,1610612745,113,113,2024-01-21T03:21:33Z,6490000,False,,,0,,C. Whitmore offensive FOUL (1 PF),"[1641715, 1629012]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Whitmore,C. Whitmore,,,,,,,,,,,,201639.0,1.0,0.0,Sexton,1629012.0,,,
664,PT01M45.00S,2024-01-21T03:21:19.6Z,4,REGULAR,turnover,offensive foul,[],1641715,,,1610612745,113,113,2024-01-21T03:21:19Z,6510000,False,,,0,,C. Whitmore offensive foul TURNOVER (2 TO),[1641715],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Whitmore,C. Whitmore,,,,,,,,,2.0,,,201639.0,,,,,,,
665,PT01M32.00S,2024-01-21T03:22:04.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,11.777266754270697,34.80392156862745,1610612762,113,115,2024-01-21T03:22:11Z,6520000,False,76.0,58.0,1,left,J. Clarkson 9' pullup Jump Shot (30 PTS),[203903],1610612762.0,UTA,pullup,,,,,,In The Paint (Non-RA),8-16 Right,9.57,Made,Clarkson,J. Clarkson,,,,,30.0,,,,,,,,,,,,,,
666,PT01M16.00S,2024-01-21T03:22:23.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,90.09526938239159,58.82352941176471,1610612745,113,115,2024-01-21T03:22:27Z,6530000,False,44.0,41.0,1,right,MISS A. Sengun Jump Shot,[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
667,PT01M14.00S,2024-01-21T03:22:25.5Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,113,115,2024-01-21T03:22:27Z,6540000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:9),[203903],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Clarkson,J. Clarkson,666.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
668,PT01M02.00S,2024-01-21T03:22:38.1Z,4,REGULAR,3pt,Jump Shot,[],203903,29.517082785808146,73.77450980392157,1610612762,113,115,2024-01-21T03:29:54Z,6550000,False,-119.0,225.0,1,left,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,,,,Above the Break 3,24+ Left Center,25.45,Missed,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,
669,PT00M59.40S,2024-01-21T03:22:40.7Z,4,REGULAR,rebound,offensive,[],203903,,,1610612762,113,115,2024-01-21T03:22:42Z,6560000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:9),[203903],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,,,Clarkson,J. Clarkson,668.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
670,PT00M47.90S,2024-01-21T03:22:52.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,34.247700394218136,48.03921568627451,1610612762,113,115,2024-01-21T03:22:59Z,6570000,False,10.0,269.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,26.96,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
671,PT00M44.00S,2024-01-21T03:22:56.3Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,113,115,2024-01-21T03:22:59Z,6580000,False,,,0,,W. Kessler REBOUND (Off:2 Def:6),[1631117],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,,,Kessler,W. Kessler,670.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
672,PT00M42.70S,2024-01-21T03:23:03.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,113,115,2024-01-21T03:23:03Z,6590000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M42.70S,2024-01-21T03:24:07.1Z,4,REGULAR,substitution,out,[],1630578,,,1610612762,113,115,2024-01-21T03:24:21Z,6600000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
675,PT00M42.70S,2024-01-21T03:24:07.1Z,4,REGULAR,substitution,out,[],1630224,,,1610612762,113,115,2024-01-21T03:24:21Z,6610000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
676,PT00M42.70S,2024-01-21T03:24:07.1Z,4,REGULAR,substitution,in,[],1641708,,,1610612762,113,115,2024-01-21T03:24:21Z,6620000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,
677,PT00M42.70S,2024-01-21T03:24:07.1Z,4,REGULAR,substitution,in,[],201145,,,1610612762,113,115,2024-01-21T03:24:21Z,6630000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
678,PT00M33.00S,2024-01-21T03:24:55.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629012,12.434296977660972,47.05882352941176,1610612762,113,115,2024-01-21T03:29:02Z,6640000,False,15.0,64.0,1,left,MISS C. Sexton 6' Jump Shot - blocked,"[1629012, 1631095]",1610612762.0,UTA,,,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,Sexton,C. Sexton,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0,
679,PT00M33.00S,2024-01-21T03:24:55.2Z,4,REGULAR,block,,[],1631095,,,1610612762,113,115,2024-01-21T03:24:57Z,6650000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
680,PT00M31.50S,2024-01-21T03:24:56.7Z,4,REGULAR,rebound,defensive,[],1641708,,,1610612745,113,115,2024-01-21T03:29:02Z,6660000,False,,,0,,A. Thompson REBOUND (Off:4 Def:4),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Thompson,A. Thompson,678.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
681,PT00M28.00S,2024-01-21T03:25:00.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641715,92.06636005256242,53.431372549019606,1610612745,113,115,2024-01-21T03:29:23Z,6662500,False,17.0,22.0,1,right,MISS C. Whitmore running Layup,[1641715],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,2.8,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,
683,PT00M25.00S,2024-01-21T03:25:03.4Z,4,REGULAR,rebound,offensive,[],1631095,,,1610612745,113,115,2024-01-21T03:29:23Z,6663750,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:6),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,681.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
684,PT00M24.40S,2024-01-21T03:25:05.3Z,4,REGULAR,foul,personal,[],203903,,,1610612745,113,115,2024-01-21T03:25:19Z,6700000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1631095]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,Clarkson,J. Clarkson,,,,,,,,,,,,201639.0,1.0,0.0,Smith Jr.,1631095.0,,,
686,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,out,[],1641708,,,1610612745,113,115,2024-01-21T03:25:54Z,6720000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,
687,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,out,[],201145,,,1610612745,113,115,2024-01-21T03:25:54Z,6730000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
689,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,113,115,2024-01-21T03:25:54Z,6750000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
690,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,113,115,2024-01-21T03:25:54Z,6760000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
691,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,in,[],1631323,,,1610612745,113,115,2024-01-21T03:25:54Z,6770000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
697,PT00M24.40S,2024-01-21T03:25:23.8Z,4,REGULAR,substitution,out,[],203903,,,1610612745,113,115,2024-01-21T03:26:07Z,6775000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,,,,,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,
692,PT00M22.00S,2024-01-21T03:25:55.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,91.01511169513797,52.69607843137255,1610612745,113,115,2024-01-21T03:30:37Z,6792500,False,13.0,32.0,1,right,MISS A. Sengun Layup,[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,3.47,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
