actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT10M30.00S,2022-04-09T00:08:51.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,23,40,2022-04-09T00:08:54Z,1710000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:5),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,171.0,6.0,5.0,1.0,,,,,,,,,,
173,PT10M24.00S,2022-04-09T00:08:59.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.5722733245729295,48.529411764705884,1610612745,23,42,2022-04-09T00:09:04Z,1720000,7.0,19.0,1,left,K. Martin Jr. cutting DUNK (2 PTS) (J. Christopher 2 AST),"[1630231, 1630528]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,2.01,Made,2.0,J. Christopher,1630528.0,2.0,,,,,,,,,,,,,,
175,PT10M24.00S,2022-04-09T00:09:04.6Z,2,REGULAR,foul,personal,['1freethrow'],1630173,,,1610612745,23,42,2022-04-09T00:09:24Z,1740000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1630173, 1630231]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Martin Jr.,1630231.0,,,,
177,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,out,[],1630173,,,1610612745,23,42,2022-04-09T00:09:22Z,1760000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,out,[],1628449,,,1610612745,23,42,2022-04-09T00:09:22Z,1770000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,out,[],1629645,,,1610612745,23,42,2022-04-09T00:09:22Z,1780000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,in,[],201152,,,1610612745,23,42,2022-04-09T00:09:22Z,1790000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,in,[],203920,,,1610612745,23,42,2022-04-09T00:09:22Z,1800000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,23,42,2022-04-09T00:09:22Z,1810000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612745,23,42,2022-04-09T00:09:32Z,1820000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M24.00S,2022-04-09T00:09:12.6Z,2,REGULAR,substitution,in,[],1627783,,,1610612745,23,42,2022-04-09T00:09:32Z,1830000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M24.00S,2022-04-09T00:09:49.6Z,2,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,23,43,2022-04-09T00:09:49Z,1840000,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
186,PT10M13.00S,2022-04-09T00:10:02.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,87.59855453350855,52.450980392156865,1610612761,25,43,2022-04-09T00:10:07Z,1850000,12.0,64.0,1,right,T. Young 6' turnaround Hook (2 PTS),[201152],1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,6.53,Made,2.0,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2022-04-09T00:10:12.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,17.296320630749015,48.03921568627451,1610612745,25,45,2022-04-09T00:10:18Z,1860000,10.0,110.0,1,left,J. Christopher 11' driving floating Jump Shot (4 PTS),[1630528],1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,11.05,Made,4.0,,,,,,,,,,,,,,,,,
188,PT09M52.00S,2022-04-09T00:10:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612761,25,45,2022-04-09T00:10:34Z,1870000,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Young 2 FT),"[1630231, 201152]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Young,201152.0,,,,
190,PT09M52.00S,2022-04-09T00:10:49.4Z,2,REGULAR,freethrow,1 of 2,[],201152,,,1610612761,26,45,2022-04-09T00:10:49Z,1890000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
191,PT09M52.00S,2022-04-09T00:11:11.3Z,2,REGULAR,freethrow,2 of 2,[],201152,,,1610612761,27,45,2022-04-09T00:11:11Z,1900000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
192,PT09M42.00S,2022-04-09T00:11:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,22.026938239159,91.42156862745098,1610612745,27,45,2022-04-09T00:11:27Z,1910000,-207.0,155.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
193,PT09M38.00S,2022-04-09T00:11:26.0Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,27,45,2022-04-09T00:11:27Z,1920000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,
194,PT09M31.00S,2022-04-09T00:11:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,87.86136662286465,42.8921568627451,1610612761,29,45,2022-04-09T00:11:37Z,1930000,-36.0,62.0,1,right,T. Young 7' driving finger roll Layup (6 PTS) (M. Flynn 2 AST),"[201152, 1630201]",1610612761.0,TOR,driving finger roll,,,Young,T. Young,,,,,7.11,Made,6.0,M. Flynn,1630201.0,2.0,,,,,,,,,,,,,,
196,PT09M11.00S,2022-04-09T00:11:52.8Z,2,REGULAR,3pt,Jump Shot,[],1630586,32.53942181340342,31.127450980392158,1610612745,29,48,2022-04-09T00:11:56Z,1950000,94.0,253.0,1,left,U. Garuba 27' 3PT  (5 PTS) (G. Mathews 1 AST),"[1630586, 1629726]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,27.04,Made,5.0,G. Mathews,1629726.0,1.0,,,,,,,,,,,,,,
198,PT08M59.00S,2022-04-09T00:12:05.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,89.96386333771353,47.30392156862745,1610612761,29,48,2022-04-09T00:12:10Z,1970000,-13.0,42.0,1,right,MISS P. Siakam driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,4.39,Missed,,,,,,,,,,,,,,,,,,
199,PT08M56.00S,2022-04-09T00:12:08.4Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,29,48,2022-04-09T00:12:10Z,1980000,,,0,,G. Mathews REBOUND (Off:0 Def:4),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,198.0,4.0,4.0,0.0,,,,,,,,,,
200,PT08M47.00S,2022-04-09T00:12:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630528,8.492115637319317,95.58823529411765,1610612745,29,51,2022-04-09T00:12:20Z,1990000,-228.0,27.0,1,left,J. Christopher 3PT  (7 PTS) (U. Garuba 2 AST),"[1630528, 1630586]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,22.95,Made,7.0,U. Garuba,1630586.0,2.0,,,,,,,,,,,,,,
202,PT08M38.00S,2022-04-09T00:12:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,94.30026281208936,52.450980392156865,1610612761,29,51,2022-04-09T00:12:31Z,2010000,12.0,1.0,1,right,MISS M. Flynn driving Layup - blocked,"[1630201, 1630586]",1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,1.23,Missed,,,,,,,,,,,,,,,,,Garuba,1630586.0
203,PT08M38.00S,2022-04-09T00:12:26.0Z,2,REGULAR,block,,[],1630586,,,1610612761,29,51,2022-04-09T00:12:28Z,2020000,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M36.00S,2022-04-09T00:12:28.0Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,29,51,2022-04-09T00:12:31Z,2030000,,,0,,G. Mathews REBOUND (Off:0 Def:5),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,202.0,5.0,5.0,0.0,,,,,,,,,,
205,PT08M32.00S,2022-04-09T00:12:34.4Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612745,29,51,2022-04-09T00:12:49Z,2040000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Nix 2 FT),"[1627783, 1630227]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Nix,1630227.0,,,,
207,PT08M32.00S,2022-04-09T00:13:00.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630227,,,1610612745,29,52,2022-04-09T00:13:00Z,2060000,,,0,,D. Nix Free Throw 1 of 2 (1 PTS),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
208,PT08M32.00S,2022-04-09T00:13:01.1Z,2,REGULAR,substitution,out,[],1630201,,,1610612745,29,52,2022-04-09T00:13:04Z,2070000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M32.00S,2022-04-09T00:13:01.1Z,2,REGULAR,substitution,in,[],1629018,,,1610612745,29,52,2022-04-09T00:13:04Z,2080000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M32.00S,2022-04-09T00:13:17.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630227,,,1610612745,29,53,2022-04-09T00:13:17Z,2090000,,,0,,D. Nix Free Throw 2 of 2 (2 PTS),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
211,PT08M16.00S,2022-04-09T00:13:37.7Z,2,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612761,29,53,2022-04-09T00:13:45Z,2100000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630528, 1627783]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Siakam,1627783.0,,,,
213,PT08M16.00S,2022-04-09T00:14:05.0Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,29,53,2022-04-09T00:14:05Z,2120000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT08M16.00S,2022-04-09T00:14:05.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,29,53,2022-04-09T00:14:05Z,2130000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,
215,PT08M16.00S,2022-04-09T00:14:22.7Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,30,53,2022-04-09T00:14:22Z,2140000,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2022-04-09T00:14:39.3Z,2,REGULAR,3pt,Jump Shot,[],1630528,9.017739816031538,94.11764705882352,1610612745,30,53,2022-04-09T00:14:44Z,2150000,-221.0,32.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
217,PT08M00.00S,2022-04-09T00:14:40.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,30,53,2022-04-09T00:14:44Z,2160000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,
218,PT08M00.00S,2022-04-09T00:14:43.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,30,53,2022-04-09T00:14:43Z,2170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M47.00S,2022-04-09T00:15:04.2Z,2,REGULAR,2pt,Jump Shot,[],1629018,78.40013140604468,65.44117647058823,1610612761,32,53,2022-04-09T00:15:08Z,2180000,77.0,151.0,1,right,G. Trent Jr. 16' pullup Jump Shot (5 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,16.91,Made,5.0,,,,,,,,,,,,,,,,,
220,PT07M34.00S,2022-04-09T00:15:17.8Z,2,REGULAR,3pt,Jump Shot,[],1630231,32.53942181340342,35.294117647058826,1610612745,32,53,2022-04-09T00:15:22Z,2190000,74.0,253.0,1,left,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
221,PT07M31.00S,2022-04-09T00:15:20.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,32,53,2022-04-09T00:15:22Z,2200000,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,220.0,4.0,2.0,2.0,,,,,,,,,,
222,PT07M25.00S,2022-04-09T00:15:26.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627783,85.75886990801577,56.127450980392155,1610612761,34,53,2022-04-09T00:15:39Z,2210000,31.0,81.0,1,right,P. Siakam 8' driving floating Jump Shot (7 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,8.7,Made,7.0,,,,,,,,,,,,,,,,,
223,PT07M24.00S,2022-04-09T00:15:32.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,34,53,2022-04-09T00:15:32Z,2220000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M24.00S,2022-04-09T00:17:23.5Z,2,REGULAR,substitution,out,[],1630551,,,1610612745,34,53,2022-04-09T00:17:53Z,2230000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M24.00S,2022-04-09T00:17:23.5Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,34,53,2022-04-09T00:17:53Z,2240000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M24.00S,2022-04-09T00:17:23.5Z,2,REGULAR,substitution,in,[],1628449,,,1610612745,34,53,2022-04-09T00:17:53Z,2250000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M24.00S,2022-04-09T00:17:23.5Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,34,53,2022-04-09T00:17:53Z,2260000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M10.00S,2022-04-09T00:18:40.5Z,2,REGULAR,3pt,Jump Shot,[],1629726,23.209592641261498,90.44117647058823,1610612745,34,56,2022-04-09T00:18:45Z,2270000,-202.0,166.0,1,left,G. Mathews 26' 3PT  (3 PTS) (D. Nix 1 AST),"[1629726, 1630227]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,26.14,Made,3.0,D. Nix,1630227.0,1.0,,,,,,,,,,,,,,
230,PT07M00.00S,2022-04-09T00:18:52.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,92.06636005256242,45.83333333333333,1610612761,36,56,2022-04-09T00:18:57Z,2290000,-21.0,22.0,1,right,P. Siakam Hook (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,3.03,Made,9.0,,,,,,,,,,,,,,,,,
231,PT07M00.00S,2022-04-09T00:18:57.4Z,2,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612761,36,56,2022-04-09T00:19:12Z,2300000,,,0,,U. Garuba shooting personal FOUL (1 PF) (Siakam 1 FT),"[1630586, 1627783]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Siakam,1627783.0,,,,
233,PT07M00.00S,2022-04-09T00:19:20.9Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,37,56,2022-04-09T00:19:20Z,2320000,,,0,,P. Siakam Free Throw 1 of 1 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
234,PT06M44.00S,2022-04-09T00:19:37.6Z,2,REGULAR,turnover,lost ball,[],1630256,,,1610612745,37,56,2022-04-09T00:19:43Z,2330000,,,0,,J. Tate lost ball TURNOVER (2 TO),"[1630256, 1627783]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0,,
235,PT06M44.00S,2022-04-09T00:19:37.6Z,2,REGULAR,steal,,[],1627783,,,1610612761,37,56,2022-04-09T00:19:39Z,2340000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M38.00S,2022-04-09T00:19:46.1Z,2,REGULAR,foul,personal,[],1630256,,,1610612761,37,56,2022-04-09T00:19:54Z,2350000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 1627783]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Siakam,1627783.0,,,,
238,PT06M38.00S,2022-04-09T00:19:53.6Z,2,REGULAR,substitution,out,[],1630586,,,1610612761,37,56,2022-04-09T00:19:57Z,2370000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M38.00S,2022-04-09T00:19:53.6Z,2,REGULAR,substitution,in,[],1630578,,,1610612761,37,56,2022-04-09T00:19:57Z,2380000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M24.00S,2022-04-09T00:20:28.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,87.33574244415243,48.03921568627451,1610612761,39,56,2022-04-09T00:20:33Z,2390000,-10.0,67.0,1,right,P. Siakam 6' driving floating Jump Shot (12 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,6.72,Made,12.0,,,,,,,,,,,,,,,,,
241,PT06M04.00S,2022-04-09T00:20:50.6Z,2,REGULAR,turnover,out-of-bounds,[],1630227,,,1610612745,39,56,2022-04-09T00:20:57Z,2400000,,,0,,D. Nix step out-of-bounds TURNOVER (1 TO),[1630227],1610612745.0,HOU,step,,,Nix,D. Nix,,,,,,,,,,,,,,,1626301.0,1.0,,,,,,,,
242,PT05M53.00S,2022-04-09T00:21:13.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612761,39,56,2022-04-09T00:21:23Z,2410000,,,0,,J. Tate personal FOUL (2 PF) (Siakam 2 FT),"[1630256, 1627783]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,202026.0,,2.0,0.0,Siakam,1627783.0,,,,
244,PT05M53.00S,2022-04-09T00:21:43.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,40,56,2022-04-09T00:21:43Z,2430000,,,0,,P. Siakam Free Throw 1 of 2 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
245,PT05M53.00S,2022-04-09T00:21:44.1Z,2,REGULAR,substitution,out,[],1630227,,,1610612761,40,56,2022-04-09T00:21:52Z,2440000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M53.00S,2022-04-09T00:21:44.1Z,2,REGULAR,substitution,out,[],1629726,,,1610612761,40,56,2022-04-09T00:21:52Z,2450000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M53.00S,2022-04-09T00:21:44.1Z,2,REGULAR,substitution,in,[],1630224,,,1610612761,40,56,2022-04-09T00:21:52Z,2460000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M53.00S,2022-04-09T00:21:44.1Z,2,REGULAR,substitution,in,[],1629645,,,1610612761,40,56,2022-04-09T00:21:52Z,2470000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M53.00S,2022-04-09T00:22:05.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,41,56,2022-04-09T00:22:05Z,2480000,,,0,,P. Siakam Free Throw 2 of 2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
250,PT05M39.00S,2022-04-09T00:22:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629645,23.603810775295663,12.254901960784313,1610612745,41,56,2022-04-09T00:22:27Z,2490000,189.0,169.0,1,left,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
252,PT05M35.00S,2022-04-09T00:22:24.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,41,56,2022-04-09T00:22:27Z,2510000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,250.0,1.0,1.0,0.0,,,,,,,,,,
253,PT05M31.00S,2022-04-09T00:22:28.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203920,94.1688567674113,50.0,1610612761,43,56,2022-04-09T00:22:39Z,2520000,0.0,2.0,1,right,K. Birch running alley-oop DUNK (4 PTS) (P. Siakam 2 AST),"[203920, 1627783]",1610612761.0,TOR,running alley-oop,,,Birch,K. Birch,,,,,0.23,Made,4.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,
255,PT05M12.00S,2022-04-09T00:22:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,10.726018396846255,47.05882352941176,1610612745,43,56,2022-04-09T00:22:56Z,2540000,15.0,48.0,1,left,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,
256,PT05M04.00S,2022-04-09T00:22:54.7Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,43,56,2022-04-09T00:22:54Z,2550000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,255.0,2.0,1.0,1.0,,,,,,,,,,
257,PT05M04.00S,2022-04-09T00:22:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.590000152587891,50.0,1610612745,43,56,2022-04-09T00:22:54Z,2560000,0.0,0.0,1,left,MISS J. Tate putback Layup,[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
258,PT05M03.00S,2022-04-09T00:22:55.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,43,56,2022-04-09T00:22:55Z,2570000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,257.0,2.0,2.0,0.0,,,,,,,,,,
259,PT05M01.00S,2022-04-09T00:22:57.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201152,93.51182654402102,3.431372549019608,1610612761,43,56,2022-04-09T00:23:07Z,2580000,-233.0,8.0,1,right,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
260,PT04M56.00S,2022-04-09T00:23:03.2Z,2,REGULAR,rebound,offensive,[],1629018,,,1610612761,43,56,2022-04-09T00:23:03Z,2590000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,259.0,1.0,0.0,1.0,,,,,,,,,,
