actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
175,PT10M02.00S,2021-12-11T01:10:52.7Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,34,21,2021-12-11T01:10:54Z,1750000,,,0,,M. Robinson REBOUND (Off:0 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,174.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
176,PT09M52.00S,2021-12-11T01:11:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630167,9.017739816031538,95.34313725490196,1610612752,34,21,2021-12-11T01:11:06Z,1760000,-227.0,32.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M50.00S,2021-12-11T01:11:03.9Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,34,21,2021-12-11T01:11:06Z,1770000,,,0,,Y. Watanabe REBOUND (Off:0 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
178,PT09M37.00S,2021-12-11T01:11:18.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.17542706964521,49.754901960784316,1610612761,36,21,2021-12-11T01:11:23Z,1780000,-1.0,49.0,1,right,P. Siakam driving Hook (6 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,4.93,Made,,,,,6.0,,,,,,,,,,,,,,
179,PT09M26.00S,2021-12-11T01:11:28.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,7.5722733245729295,43.13725490196079,1610612752,36,23,2021-12-11T01:11:36Z,1790000,34.0,19.0,1,left,D. Rose driving Layup (4 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,3.91,Made,,,,,4.0,,,,,,,,,,,,,,
180,PT09M13.00S,2021-12-11T01:11:41.7Z,2,REGULAR,3pt,Jump Shot,[],1629004,85.3646517739816,3.6764705882352944,1610612761,36,23,2021-12-11T01:11:47Z,1800000,-232.0,85.0,1,right,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M10.00S,2021-12-11T01:11:44.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,36,23,2021-12-11T01:11:47Z,1810000,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,180.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
182,PT08M58.00S,2021-12-11T01:11:56.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,90.22667542706965,57.35294117647059,1610612761,36,23,2021-12-11T01:12:04Z,1820000,37.0,39.0,1,right,MISS P. Siakam turnaround Shot - blocked,"[1627783, 1629011]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,5.39,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0,
183,PT08M58.00S,2021-12-11T01:11:56.2Z,2,REGULAR,block,,[],1629011,,,1610612761,36,23,2021-12-11T01:11:58Z,1830000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M58.00S,2021-12-11T01:11:56.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,36,23,2021-12-11T01:12:04Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,
185,PT08M58.00S,2021-12-11T01:12:01.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,36,23,2021-12-11T01:12:01Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M55.00S,2021-12-11T01:12:20.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629004,84.44480946123521,83.08823529411765,1610612761,36,23,2021-12-11T01:12:25Z,1860000,165.0,94.0,1,right,MISS S. Mykhailiuk 19' fadeaway Shot,[1629004],1610612761.0,TOR,fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,19.01,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M53.00S,2021-12-11T01:12:23.2Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,36,23,2021-12-11T01:12:23Z,1870000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
188,PT08M41.00S,2021-12-11T01:12:35.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,9.806176084099869,39.46078431372549,1610612752,36,23,2021-12-11T01:12:40Z,1880000,53.0,40.0,1,left,MISS O. Toppin 6' turnaround Shot - blocked,"[1630167, 1630567]",1610612752.0,NYK,turnaround,,,Toppin,O. Toppin,,,,,6.6,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
189,PT08M41.00S,2021-12-11T01:12:35.5Z,2,REGULAR,block,,[],1630567,,,1610612752,36,23,2021-12-11T01:12:37Z,1890000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M37.00S,2021-12-11T01:12:39.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,36,23,2021-12-11T01:12:40Z,1900000,,,0,,P. Siakam REBOUND (Off:0 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,188.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
191,PT08M33.00S,2021-12-11T01:12:43.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1630567,88.64980289093299,57.84313725490197,1610612761,36,23,2021-12-11T01:12:48Z,1910000,39.0,54.0,1,right,MISS S. Barnes 6' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,6.69,Missed,,,,,,,,,,,,,,,,,,,
192,PT08M31.00S,2021-12-11T01:12:45.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,36,23,2021-12-11T01:12:48Z,1920000,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,191.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
193,PT08M20.00S,2021-12-11T01:12:55.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.783837056504599,49.01960784313725,1610612752,36,25,2021-12-11T01:13:01Z,1930000,5.0,11.0,1,left,M. Robinson cutting DUNK (2 PTS) (D. Rose 2 AST),"[1629011, 201565]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,1.23,Made,,,,,2.0,,D. Rose,201565.0,2.0,,,,,,,,,,
195,PT07M57.00S,2021-12-11T01:13:18.2Z,2,REGULAR,2pt,Jump Shot,[],1627783,73.66951379763469,40.44117647058824,1610612761,36,25,2021-12-11T01:13:22Z,1950000,-48.0,195.0,1,right,MISS P. Siakam 20' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,20.08,Missed,,,,,,,,,,,,,,,,,,,
196,PT07M55.00S,2021-12-11T01:13:20.2Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,36,25,2021-12-11T01:13:22Z,1960000,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,195.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
197,PT07M46.00S,2021-12-11T01:13:29.3Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612752,36,25,2021-12-11T01:13:33Z,1970000,,,0,,D. Rose bad pass TURNOVER (2 TO),"[201565, 1630567]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,2.0,Barnes,1630567.0,,,,,,,
198,PT07M46.00S,2021-12-11T01:13:29.3Z,2,REGULAR,steal,,[],1630567,,,1610612761,36,25,2021-12-11T01:13:31Z,1980000,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M44.00S,2021-12-11T01:13:36.3Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612761,36,25,2021-12-11T01:13:44Z,1990000,,,0,,A. Burks shooting personal FOUL (2 PF) (Siakam 2 FT),"[202692, 1627783]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,Siakam,1627783.0,,,
201,PT07M44.00S,2021-12-11T01:14:07.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627783,,,1610612761,37,25,2021-12-11T01:14:07Z,2010000,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
202,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,out,[],1629004,,,1610612761,37,25,2021-12-11T01:14:16Z,2020000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,out,[],1629139,,,1610612761,37,25,2021-12-11T01:14:16Z,2030000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,out,[],1629011,,,1610612761,37,25,2021-12-11T01:14:16Z,2040000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,37,25,2021-12-11T01:14:16Z,2050000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,37,25,2021-12-11T01:14:16Z,2060000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M44.00S,2021-12-11T01:14:08.4Z,2,REGULAR,substitution,in,[],203944,,,1610612761,37,25,2021-12-11T01:14:16Z,2070000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M44.00S,2021-12-11T01:14:34.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627783,,,1610612761,37,25,2021-12-11T01:14:34Z,2080000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M41.00S,2021-12-11T01:14:37.1Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,37,25,2021-12-11T01:14:37Z,2090000,,,0,,C. Boucher REBOUND (Off:3 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,208.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
210,PT07M40.00S,2021-12-11T01:14:38.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,77.87450722733246,47.794117647058826,1610612761,37,25,2021-12-11T01:14:43Z,2100000,-11.0,155.0,1,right,MISS P. Siakam 15' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,15.59,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M37.00S,2021-12-11T01:14:41.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,37,25,2021-12-11T01:14:43Z,2110000,,,0,,O. Toppin REBOUND (Off:1 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,210.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
212,PT07M15.00S,2021-12-11T01:15:02.9Z,2,REGULAR,3pt,Jump Shot,[],203944,6.1268068331143235,94.85294117647058,1610612752,37,28,2021-12-11T01:15:07Z,2120000,-224.0,5.0,1,left,J. Randle 3PT  (5 PTS) (O. Toppin 1 AST),"[203944, 1630167]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,22.44,Made,,,,,5.0,,O. Toppin,1630167.0,1.0,,,,,,,,,,
214,PT07M05.00S,2021-12-11T01:15:16.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,37,28,2021-12-11T01:15:16Z,2140000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M05.00S,2021-12-11T01:16:52.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,37,28,2021-12-11T01:17:13Z,2150000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M05.00S,2021-12-11T01:16:52.2Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,37,28,2021-12-11T01:17:13Z,2160000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M54.00S,2021-12-11T01:18:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,89.83245729303549,55.88235294117647,1610612761,37,28,2021-12-11T01:18:23Z,2170000,29.0,43.0,1,right,MISS D. Banton cutting Layup,[1630625],1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,5.22,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M51.00S,2021-12-11T01:18:20.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,37,28,2021-12-11T01:18:20Z,2180000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
219,PT06M47.00S,2021-12-11T01:18:24.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,6.389618922470433,49.01960784313725,1610612752,37,30,2021-12-11T01:18:31Z,2190000,5.0,8.0,1,left,O. Toppin running alley-oop DUNK (8 PTS) (D. Rose 3 AST),"[1630167, 201565]",1610612752.0,NYK,running alley-oop,,,Toppin,O. Toppin,,,,,0.9,Made,,,,,8.0,,D. Rose,201565.0,3.0,,,,,,,,,,
221,PT06M34.00S,2021-12-11T01:18:37.7Z,2,REGULAR,2pt,Jump Shot,[],1629018,78.0059132720105,50.0,1610612761,39,30,2021-12-11T01:18:42Z,2210000,0.0,154.0,1,right,G. Trent Jr. 15' pullup Jump Shot (10 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,15.42,Made,,,,,10.0,,,,,,,,,,,,,,
222,PT06M09.00S,2021-12-11T01:19:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,17.821944809461236,41.42156862745098,1610612752,39,32,2021-12-11T01:19:08Z,2220000,43.0,115.0,1,left,I. Quickley 12' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,12.27,Made,,,,,2.0,,,,,,,,,,,,,,
223,PT05M58.00S,2021-12-11T01:19:16.4Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,39,32,2021-12-11T01:19:25Z,2230000,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,,,,,,,,2004.0,,,,1.0,,,,,,,,,
224,PT05M47.00S,2021-12-11T01:19:45.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201565,8.754927726675426,28.921568627450984,1610612752,39,32,2021-12-11T01:19:50Z,2240000,105.0,30.0,1,left,MISS D. Rose 10' driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,10.95,Missed,,,,,,,,,,,,,,,,,,,
225,PT05M43.00S,2021-12-11T01:19:49.5Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,39,32,2021-12-11T01:19:50Z,2250000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,224.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
226,PT05M43.00S,2021-12-11T01:19:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203944,5.590000152587891,50.0,1610612752,39,34,2021-12-11T01:19:49Z,2260000,0.0,0.0,1,left,J. Randle tip Layup (7 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,,
227,PT05M27.00S,2021-12-11T01:20:04.7Z,2,REGULAR,3pt,Jump Shot,[],1628449,67.23061760840999,50.49019607843137,1610612761,39,34,2021-12-11T01:20:09Z,2270000,2.0,256.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
228,PT05M25.00S,2021-12-11T01:20:06.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,39,34,2021-12-11T01:20:09Z,2280000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,227.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
229,PT05M14.00S,2021-12-11T01:20:18.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.783837056504599,49.50980392156863,1610612752,39,36,2021-12-11T01:20:22Z,2290000,2.0,11.0,1,left,O. Toppin cutting DUNK (10 PTS) (A. Burks 1 AST),"[1630167, 202692]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,1.16,Made,,,,,10.0,,A. Burks,202692.0,1.0,,,,,,,,,,
231,PT04M53.00S,2021-12-11T01:20:39.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,88.38699080157687,58.82352941176471,1610612761,39,36,2021-12-11T01:20:44Z,2310000,44.0,57.0,1,right,MISS D. Banton 7' driving floating bank Shot,[1630625],1610612761.0,TOR,driving floating bank,,,Banton,D. Banton,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,,
232,PT04M50.00S,2021-12-11T01:20:42.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,39,36,2021-12-11T01:20:44Z,2320000,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,231.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
233,PT04M43.00S,2021-12-11T01:20:48.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,30.17411300919842,78.43137254901961,1610612752,39,39,2021-12-11T01:22:44Z,2330000,-142.0,231.0,1,left,I. Quickley 27' 3PT  (5 PTS) (J. Randle 4 AST),"[1630193, 203944]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,27.13,Made,,,,,5.0,,J. Randle,203944.0,4.0,,,,,,,,,,
235,PT04M42.00S,2021-12-11T01:20:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,39,39,2021-12-11T01:20:54Z,2350000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M42.00S,2021-12-11T01:22:26.2Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,39,39,2021-12-11T01:23:01Z,2360000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M42.00S,2021-12-11T01:22:26.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,39,39,2021-12-11T01:23:01Z,2370000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M31.00S,2021-12-11T01:24:01.0Z,2,REGULAR,foul,offensive,[],1628449,,,1610612761,39,39,2021-12-11T01:24:09Z,2380000,,,0,,C. Boucher off-the-ball offensive FOUL (3 PF),"[1628449, 202692]",1610612761.0,TOR,off-the-ball,,,Boucher,C. Boucher,,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Burks,202692.0,,,
240,PT04M31.00S,2021-12-11T01:24:01.0Z,2,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,39,39,2021-12-11T01:24:01Z,2400000,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,2004.0,,,,1.0,,,,,,,,,
241,PT04M12.00S,2021-12-11T01:24:32.6Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,39,39,2021-12-11T01:24:36Z,2410000,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1629018]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,
242,PT04M12.00S,2021-12-11T01:24:32.6Z,2,REGULAR,steal,,[],1629018,,,1610612761,39,39,2021-12-11T01:24:34Z,2420000,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M03.00S,2021-12-11T01:24:41.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,70.64717477003943,40.68627450980392,1610612761,41,39,2021-12-11T01:25:14Z,2430000,-47.0,223.0,1,right,S. Barnes 22' Jump Shot (4 PTS) (F. VanVleet 5 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,22.82,Made,,,,,4.0,,F. VanVleet,1627832.0,5.0,,,,,,,,,,
245,PT03M40.00S,2021-12-11T01:25:03.8Z,2,REGULAR,3pt,Jump Shot,[],202692,27.151773981603156,15.931372549019606,1610612752,41,39,2021-12-11T01:25:19Z,2450000,170.0,203.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
246,PT03M40.00S,2021-12-11T01:25:03.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,41,39,2021-12-11T01:25:19Z,2460000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,
247,PT03M38.00S,2021-12-11T01:25:10.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,41,39,2021-12-11T01:25:10Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M26.00S,2021-12-11T01:25:24.7Z,2,REGULAR,3pt,Jump Shot,[],1629018,67.62483574244416,67.40196078431373,1610612761,41,39,2021-12-11T01:25:29Z,2480000,87.0,252.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
249,PT03M23.00S,2021-12-11T01:25:27.7Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,41,39,2021-12-11T01:25:29Z,2490000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
250,PT03M09.00S,2021-12-11T01:25:42.0Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,41,39,2021-12-11T01:25:45Z,2500000,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1627832]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,,,,,,,
251,PT03M09.00S,2021-12-11T01:25:42.0Z,2,REGULAR,steal,,[],1627832,,,1610612761,41,39,2021-12-11T01:25:43Z,2510000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M04.00S,2021-12-11T01:25:48.0Z,2,REGULAR,foul,personal,['2freethrow'],203944,,,1610612761,41,39,2021-12-11T01:26:00Z,2520000,,,0,,J. Randle shooting personal FOUL (1 PF) (Boucher 2 FT),"[203944, 1628449]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Boucher,1628449.0,,,
254,PT03M04.00S,2021-12-11T01:26:13.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,41,39,2021-12-11T01:26:13Z,2540000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
255,PT03M04.00S,2021-12-11T01:26:13.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,41,39,2021-12-11T01:26:13Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,
256,PT03M04.00S,2021-12-11T01:26:26.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,42,39,2021-12-11T01:26:26Z,2560000,,,0,,C. Boucher Free Throw 2 of 2 (8 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
257,PT02M37.00S,2021-12-11T01:26:53.3Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,42,39,2021-12-11T01:26:57Z,2570000,,,0,,J. Randle lost ball TURNOVER (3 TO),"[203944, 1627832]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,3.0,VanVleet,1627832.0,,,,,,,
258,PT02M37.00S,2021-12-11T01:26:53.3Z,2,REGULAR,steal,,[],1627832,,,1610612761,42,39,2021-12-11T01:26:55Z,2580000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
