actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
516,PT11M29.00S,2021-12-01T02:18:57.3Z,4,REGULAR,steal,,[],1628415,,,1610612763,67,70,2021-12-01T02:18:59Z,5120000,,,0,,D. Brooks STEAL (3 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M22.00S,2021-12-01T02:19:07.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,9.280551905387648,48.28431372549019,1610612763,67,72,2021-12-01T02:19:19Z,5130000,9.0,35.0,1,left,D. Bane running finger roll Layup (18 PTS),[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,3.57,Made,18.0,,,,,,,,,,,,,,,,,,
518,PT11M22.00S,2021-12-01T02:19:11.9Z,4,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612763,67,72,2021-12-01T02:19:17Z,5140000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Bane 1 FT),"[1628449, 1630217]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,1179.0,1.0,0.0,Bane,1630217.0,,,,,,,,
520,PT11M22.00S,2021-12-01T02:19:41.1Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630217,,,1610612763,67,73,2021-12-01T02:19:41Z,5160000,,,0,,D. Bane Free Throw 1 of 1 (19 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
521,PT11M08.00S,2021-12-01T02:19:55.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,93.64323258869908,50.73529411764706,1610612761,69,73,2021-12-01T02:20:00Z,5170000,4.0,7.0,1,right,S. Barnes driving DUNK (13 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,0.82,Made,13.0,,,,,,,,,,,,,,,,,,
522,PT10M57.00S,2021-12-01T02:20:06.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,7.178055190538765,50.245098039215684,1610612763,69,75,2021-12-01T02:29:51Z,5180000,-1.0,15.0,1,left,B. Clarke cutting DUNK (4 PTS) (D. Bane 2 AST),"[1629634, 1630217]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,1.5,Made,4.0,,,,,,,,,,,,,D. Bane,1630217.0,2.0,,,
524,PT10M46.00S,2021-12-01T02:20:17.9Z,4,REGULAR,3pt,Jump Shot,[],1630201,75.50919842312747,85.7843137254902,1610612761,69,75,2021-12-01T02:20:23Z,5200000,179.0,178.0,1,right,MISS M. Flynn 25' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
525,PT10M43.00S,2021-12-01T02:20:20.9Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,69,75,2021-12-01T02:20:23Z,5210000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,524.0,2.0,1.0,1.0,,,,,,,,,,,,,,
526,PT10M29.00S,2021-12-01T02:20:34.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,12.959921156373195,45.09803921568628,1610612763,69,77,2021-12-01T02:20:39Z,5220000,25.0,69.0,1,left,J. Jackson Jr. 7' turnaround Hook (21 PTS) (J. Konchar 1 AST),"[1628991, 1629723]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,7.35,Made,21.0,,,,,,,,,,,,,J. Konchar,1629723.0,1.0,,,
528,PT10M14.00S,2021-12-01T02:20:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.24901445466492,53.67647058823529,1610612761,71,77,2021-12-01T02:20:57Z,5240000,18.0,11.0,1,right,C. Boucher driving Layup (4 PTS) (M. Flynn 1 AST),"[1628449, 1630201]",1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,2.14,Made,4.0,,,,,,,,,,,,,M. Flynn,1630201.0,1.0,,,
530,PT10M14.00S,2021-12-01T02:20:55.4Z,4,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612761,71,77,2021-12-01T02:21:03Z,5260000,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Boucher 1 FT),"[1628991, 1628449]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,1179.0,2.0,0.0,Boucher,1628449.0,,,,,,,,
532,PT10M14.00S,2021-12-01T02:21:09.4Z,4,REGULAR,substitution,out,[],1630625,,,1610612761,71,77,2021-12-01T02:21:49Z,5280000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT10M14.00S,2021-12-01T02:21:09.4Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,71,77,2021-12-01T02:21:49Z,5290000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M14.00S,2021-12-01T02:21:26.6Z,4,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,72,77,2021-12-01T02:21:26Z,5300000,,,0,,C. Boucher Free Throw 1 of 1 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
535,PT09M57.00S,2021-12-01T02:21:46.6Z,4,REGULAR,2pt,Jump Shot,[],1630217,9.280551905387648,75.73529411764706,1610612763,72,77,2021-12-01T02:21:52Z,5310000,-129.0,35.0,1,left,MISS D. Bane 13' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,13.33,Missed,,,,,,,,,,,,,,,,,,,
536,PT09M54.00S,2021-12-01T02:21:49.6Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,72,77,2021-12-01T02:21:52Z,5320000,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,535.0,6.0,4.0,2.0,,,,,,,,,,,,,,
537,PT09M46.00S,2021-12-01T02:21:58.3Z,4,REGULAR,turnover,lost ball,[],1629139,,,1610612761,72,77,2021-12-01T02:34:33Z,5330000,,,0,,Y. Watanabe lost ball TURNOVER (1 TO),"[1629139, 1629723]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,1.0,,,,,,Konchar,1629723.0,,,,,,
538,PT09M46.00S,2021-12-01T02:21:58.3Z,4,REGULAR,steal,,[],1629723,,,1610612763,72,77,2021-12-01T02:36:15Z,5340000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M39.00S,2021-12-01T02:22:04.8Z,4,REGULAR,turnover,bad pass,[],1630217,,,1610612763,72,77,2021-12-01T02:22:14Z,5350000,,,0,,D. Bane bad pass TURNOVER (4 TO),"[1630217, 1630201]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,4.0,,,,,,Flynn,1630201.0,,,,,,
540,PT09M39.00S,2021-12-01T02:22:04.8Z,4,REGULAR,steal,,[],1630201,,,1610612761,72,77,2021-12-01T02:27:29Z,5360000,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M36.00S,2021-12-01T02:22:08.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,95.3515111695138,51.470588235294116,1610612761,72,77,2021-12-01T02:22:22Z,5370000,7.0,-9.0,1,right,MISS S. Barnes running DUNK - blocked,"[1630567, 1628991]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,1.15,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
542,PT09M36.00S,2021-12-01T02:22:08.7Z,4,REGULAR,block,,[],1628991,,,1610612761,72,77,2021-12-01T02:22:11Z,5380000,,,0,,J. Jackson Jr. BLOCK (4 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M32.00S,2021-12-01T02:22:12.7Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,72,77,2021-12-01T02:22:22Z,5390000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,541.0,3.0,2.0,1.0,,,,,,,,,,,,,,
544,PT09M21.00S,2021-12-01T02:22:28.5Z,4,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612763,72,77,2021-12-01T02:22:33Z,5400000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630201, 1628415]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,,,,,,,,,1179.0,1.0,0.0,Brooks,1628415.0,,,,,,,,
546,PT09M21.00S,2021-12-01T02:22:57.0Z,4,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,72,78,2021-12-01T02:22:57Z,5420000,,,0,,D. Brooks Free Throw 1 of 2 (11 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
547,PT09M21.00S,2021-12-01T02:22:57.9Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,72,78,2021-12-01T02:23:05Z,5430000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M21.00S,2021-12-01T02:22:57.9Z,4,REGULAR,substitution,in,[],1626145,,,1610612763,72,78,2021-12-01T02:23:05Z,5440000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M21.00S,2021-12-01T02:23:17.0Z,4,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,72,79,2021-12-01T02:23:17Z,5450000,,,0,,D. Brooks Free Throw 2 of 2 (12 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
550,PT09M06.00S,2021-12-01T02:23:35.3Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612761,72,79,2021-12-01T02:23:42Z,5460000,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Boucher 2 FT),"[1628991, 1628449]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,1179.0,3.0,0.0,Boucher,1628449.0,,,,,,,,
552,PT09M06.00S,2021-12-01T02:24:02.7Z,4,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,72,79,2021-12-01T02:24:02Z,5480000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
553,PT09M06.00S,2021-12-01T02:24:02.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,72,79,2021-12-01T02:24:02Z,5490000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,
554,PT09M06.00S,2021-12-01T02:24:16.5Z,4,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,73,79,2021-12-01T02:24:16Z,5500000,,,0,,C. Boucher Free Throw 2 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
555,PT08M48.00S,2021-12-01T02:24:35.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.12023653088042,40.19607843137255,1610612763,73,81,2021-12-01T02:24:41Z,5510000,49.0,52.0,1,left,J. Jackson Jr. 7' driving bank Hook (23 PTS),[1628991],1610612763.0,MEM,driving bank,,,Jackson Jr.,J. Jackson Jr.,,,,,7.14,Made,23.0,,,,,,,,,,,,,,,,,,
556,PT08M32.00S,2021-12-01T02:24:51.7Z,4,REGULAR,3pt,Jump Shot,[],1628449,69.20170827858082,69.36274509803921,1610612761,73,81,2021-12-01T02:24:56Z,5520000,97.0,237.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
557,PT08M29.00S,2021-12-01T02:24:54.7Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,73,81,2021-12-01T02:24:56Z,5530000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,556.0,4.0,3.0,1.0,,,,,,,,,,,,,,
558,PT08M13.00S,2021-12-01T02:25:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,13.485545335085414,47.05882352941176,1610612763,73,81,2021-12-01T02:25:21Z,5540000,15.0,74.0,1,left,MISS B. Clarke 7' Jump Shot - blocked,"[1629634, 1628449]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,7.57,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0,
559,PT08M13.00S,2021-12-01T02:25:11.0Z,4,REGULAR,block,,[],1628449,,,1610612763,73,81,2021-12-01T02:25:13Z,5550000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M10.00S,2021-12-01T02:25:14.0Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,73,81,2021-12-01T02:25:21Z,5560000,,,0,,S. Barnes REBOUND (Off:2 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,558.0,7.0,5.0,2.0,,,,,,,,,,,,,,
561,PT08M07.00S,2021-12-01T02:25:16.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,93.77463863337714,53.67647058823529,1610612761,73,81,2021-12-01T02:25:28Z,5570000,18.0,6.0,1,right,MISS C. Boucher running Layup,[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
562,PT08M05.00S,2021-12-01T02:25:18.4Z,4,REGULAR,rebound,defensive,[],1628415,,,1610612763,73,81,2021-12-01T02:25:28Z,5580000,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,,
563,PT08M01.00S,2021-12-01T02:25:22.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,33.590670170827856,63.725490196078425,1610612763,73,84,2021-12-01T02:25:41Z,5590000,-69.0,263.0,1,left,D. Brooks 27' 3PT running pullup (15 PTS),[1628415],1610612763.0,MEM,running pullup,,,Brooks,D. Brooks,,,,,27.21,Made,15.0,,,,,,,,,,,,,,,,,,
564,PT07M58.00S,2021-12-01T02:25:30.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,73,84,2021-12-01T02:25:30Z,5600000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M58.00S,2021-12-01T02:27:44.6Z,4,REGULAR,substitution,out,[],1629139,,,1610612761,73,84,2021-12-01T02:28:08Z,5610000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M58.00S,2021-12-01T02:27:44.6Z,4,REGULAR,substitution,out,[],1629634,,,1610612761,73,84,2021-12-01T02:28:08Z,5620000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M58.00S,2021-12-01T02:27:44.6Z,4,REGULAR,substitution,in,[],1627783,,,1610612761,73,84,2021-12-01T02:28:08Z,5630000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M58.00S,2021-12-01T02:27:44.6Z,4,REGULAR,substitution,in,[],203500,,,1610612761,73,84,2021-12-01T02:28:08Z,5640000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M45.00S,2021-12-01T02:28:38.4Z,4,REGULAR,foul,personal,[],1628991,,,1610612761,73,84,2021-12-01T02:29:12Z,5650000,,,0,,J. Jackson Jr. personal FOUL (4 PF),"[1628991, 1627832]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,1627519.0,4.0,0.0,VanVleet,1627832.0,,,,,,,,
572,PT07M34.00S,2021-12-01T02:29:14.8Z,4,REGULAR,2pt,Jump Shot,[],1627783,86.81011826544021,22.30392156862745,1610612761,73,84,2021-12-01T02:29:22Z,5670000,-138.0,71.0,1,right,MISS P. Siakam 15' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,15.59,Missed,,,,,,,,,,,,,,,,,,,
573,PT07M31.00S,2021-12-01T02:29:17.8Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,73,84,2021-12-01T02:29:22Z,5680000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,572.0,2.0,2.0,0.0,,,,,,,,,,,,,,
574,PT07M13.00S,2021-12-01T02:29:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,6.783837056504599,53.18627450980392,1610612763,73,84,2021-12-01T02:29:45Z,5690000,-16.0,11.0,1,left,MISS T. Jones driving Layup,[1626145],1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,,
575,PT07M10.00S,2021-12-01T02:29:37.7Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,73,84,2021-12-01T02:29:37Z,5700000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,574.0,2.0,2.0,0.0,,,,,,,,,,,,,,
576,PT07M03.00S,2021-12-01T02:29:45.1Z,4,REGULAR,3pt,Jump Shot,[],1630201,72.48685939553219,83.08823529411765,1610612761,73,84,2021-12-01T02:29:59Z,5710000,165.0,206.0,1,right,MISS M. Flynn 26' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
577,PT06M59.00S,2021-12-01T02:29:49.1Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,73,84,2021-12-01T02:29:59Z,5720000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,576.0,5.0,4.0,1.0,,,,,,,,,,,,,,
578,PT06M44.00S,2021-12-01T02:30:03.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,8.754927726675426,55.88235294117647,1610612763,73,84,2021-12-01T02:30:20Z,5730000,-29.0,30.0,1,left,MISS D. Brooks driving Layup - blocked,"[1628415, 1628449]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,4.19,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0,
686,PT06M44.00S,2021-12-01T02:30:03.8Z,4,REGULAR,block,,[],1628449,,,1610612763,73,84,2021-12-01T02:47:22Z,5735000,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M43.00S,2021-12-01T02:30:04.8Z,4,REGULAR,rebound,offensive,[],1628415,,,1610612763,73,84,2021-12-01T02:47:22Z,5740000,,,0,,D. Brooks REBOUND (Off:1 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,578.0,4.0,3.0,1.0,,,,,,,,,,,,,,
604,PT06M43.00S,2021-12-01T02:30:16.7Z,4,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,73,84,2021-12-01T02:33:29Z,5775000,,,0,,D. Brooks lost ball out-of-bounds TURNOVER (4 TO),[1628415],1610612763.0,MEM,lost ball,,,Brooks,D. Brooks,,,,,,,,,,,,4.0,1179.0,,,,,,,,,,,,
583,PT06M43.00S,2021-12-01T02:30:19.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,73,84,2021-12-01T02:30:19Z,5780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M43.00S,2021-12-01T02:30:20.3Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,73,84,2021-12-01T02:30:29Z,5790000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M43.00S,2021-12-01T02:30:20.3Z,4,REGULAR,substitution,out,[],1628991,,,1610612761,73,84,2021-12-01T02:30:29Z,5800000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M43.00S,2021-12-01T02:30:20.3Z,4,REGULAR,substitution,in,[],1630173,,,1610612761,73,84,2021-12-01T02:30:29Z,5810000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M43.00S,2021-12-01T02:30:20.3Z,4,REGULAR,substitution,in,[],203937,,,1610612761,73,84,2021-12-01T02:30:29Z,5820000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M34.00S,2021-12-01T02:30:35.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,91.5407358738502,52.94117647058824,1610612761,75,84,2021-12-01T02:33:29Z,5830000,15.0,27.0,1,right,P. Siakam driving finger roll Layup (13 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,3.07,Made,13.0,,,,,,,,,,,,,,,,,,
592,PT06M15.00S,2021-12-01T02:30:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,11.514454664914586,43.13725490196079,1610612763,75,84,2021-12-01T02:31:10Z,5840000,34.0,56.0,1,left,MISS D. Brooks 6' driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,6.54,Missed,,,,,,,,,,,,,,,,,,,
593,PT06M15.00S,2021-12-01T02:30:55.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,75,84,2021-12-01T02:31:10Z,5850000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,
594,PT06M15.00S,2021-12-01T02:31:00.5Z,4,REGULAR,foul,personal,[],1628415,,,1610612761,75,84,2021-12-01T02:31:06Z,5860000,,,0,,D. Brooks loose ball personal FOUL (4 PF),"[1628415, 1627783]",1610612763.0,MEM,loose ball,,,Brooks,D. Brooks,,,,,,,,,,,,,1199.0,4.0,0.0,Siakam,1627783.0,,,,,,,,
597,PT06M03.00S,2021-12-01T02:31:24.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.67871222076215,38.23529411764706,1610612761,77,84,2021-12-01T02:31:30Z,5880000,-59.0,73.0,1,right,P. Siakam 9' turnaround fadeaway Jump Shot (15 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,9.35,Made,15.0,,,,,,,,,,,,,,,,,,
600,PT05M48.00S,2021-12-01T02:31:41.4Z,4,REGULAR,foul,personal,[],1630173,,,1610612763,77,84,2021-12-01T02:34:54Z,5890000,,,0,,P. Achiuwa personal FOUL (5 PF),"[1630173, 1626145]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,1199.0,5.0,0.0,Jones,1626145.0,,,,,,,,
602,PT05M48.00S,2021-12-01T02:32:08.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,77,84,2021-12-01T02:32:08Z,5910000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M48.00S,2021-12-01T02:32:11.5Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612763,77,84,2021-12-01T02:34:22Z,5920000,,,0,,,[],1610612761.0,TOR,support,,,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,Corrected to Personal Foul on P. Achiuwa
605,PT05M48.00S,2021-12-01T02:34:28.6Z,4,REGULAR,substitution,out,[],1629723,,,1610612763,77,84,2021-12-01T02:34:43Z,5930000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M48.00S,2021-12-01T02:34:28.6Z,4,REGULAR,substitution,in,[],1629001,,,1610612763,77,84,2021-12-01T02:34:43Z,5940000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M35.00S,2021-12-01T02:35:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,15.588042049934298,42.8921568627451,1610612763,77,86,2021-12-01T02:35:28Z,5950000,36.0,94.0,1,left,D. Melton 10' floating Jump Shot (9 PTS),[1629001],1610612763.0,MEM,floating,,,Melton,D. Melton,,,,,10.05,Made,9.0,,,,,,,,,,,,,,,,,,
608,PT05M23.00S,2021-12-01T02:35:36.9Z,4,REGULAR,foul,offensive,[],1630173,,,1610612761,77,86,2021-12-01T02:36:37Z,5960000,,,0,,P. Achiuwa off-the-ball offensive FOUL (6 PF),"[1630173, 1628415]",1610612761.0,TOR,off-the-ball,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,1179.0,6.0,0.0,Brooks,1628415.0,,,,,,,,
610,PT05M23.00S,2021-12-01T02:35:36.9Z,4,REGULAR,turnover,offensive foul,[],1630173,,,1610612761,77,86,2021-12-01T02:35:36Z,5980000,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,1.0,1179.0,,,,,,,,,,,,
