actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
175,PT11M44.00S,2021-12-01T01:08:21.1Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,19,27,2021-12-01T01:08:21Z,1750000,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
176,PT11M44.00S,2021-12-01T01:08:41.7Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,20,27,2021-12-01T01:08:41Z,1760000,,,0,,P. Achiuwa Free Throw 2 of 2 (2 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
177,PT11M31.00S,2021-12-01T01:08:55.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.26215505913272,55.14705882352941,1610612763,20,29,2021-12-01T01:09:02Z,1770000,26.0,105.0,1,right,D. Brooks 10' driving floating Jump Shot (6 PTS) (B. Clarke 1 AST),"[1628415, 1629634]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,10.79,Made,6.0,,,,,,,,,,,,,B. Clarke,1629634.0,1.0,,,
179,PT11M19.00S,2021-12-01T01:09:09.4Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612761,20,29,2021-12-01T01:09:21Z,1790000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1629634, 1630173]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,1199.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,
181,PT11M19.00S,2021-12-01T01:09:34.5Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,20,29,2021-12-01T01:09:34Z,1810000,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Missed,,,,,,,,,,,,,,,,,,,
182,PT11M19.00S,2021-12-01T01:09:34.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,20,29,2021-12-01T01:09:34Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,
183,PT11M19.00S,2021-12-01T01:09:47.4Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,21,29,2021-12-01T01:09:47Z,1830000,,,0,,P. Achiuwa Free Throw 2 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
184,PT11M05.00S,2021-12-01T01:10:08.8Z,2,REGULAR,foul,offensive,[],1629634,,,1610612763,21,29,2021-12-01T01:10:24Z,1840000,,,0,,B. Clarke off-the-ball offensive FOUL (2 PF),"[1629634, 1630201]",1610612763.0,MEM,off-the-ball,,,Clarke,B. Clarke,,,,,,,,,,,,,1199.0,2.0,0.0,Flynn,1630201.0,,,,,,,,
186,PT11M05.00S,2021-12-01T01:10:08.8Z,2,REGULAR,turnover,offensive foul,[],1629634,,,1610612763,21,29,2021-12-01T01:10:08Z,1860000,,,0,,B. Clarke offensive foul TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,1.0,1199.0,,,,,,,,,,,,
187,PT10M44.00S,2021-12-01T01:10:35.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630173,7.835085413929041,39.46078431372549,1610612761,21,29,2021-12-01T01:10:44Z,1870000,53.0,21.0,1,left,MISS P. Achiuwa turnaround Hook - blocked,"[1630173, 1628991]",1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,5.68,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
188,PT10M44.00S,2021-12-01T01:10:35.8Z,2,REGULAR,block,,[],1628991,,,1610612761,21,29,2021-12-01T01:10:38Z,1880000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M40.00S,2021-12-01T01:10:39.8Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,21,29,2021-12-01T01:10:44Z,1890000,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,187.0,4.0,2.0,2.0,,,,,,,,,,,,,,
190,PT10M40.00S,2021-12-01T01:10:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,6.258212877792378,45.83333333333333,1610612761,21,29,2021-12-01T01:16:00Z,1900000,21.0,6.0,1,left,MISS P. Achiuwa putback Layup,[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M37.00S,2021-12-01T01:10:42.8Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,21,29,2021-12-01T01:10:47Z,1920000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
193,PT10M31.00S,2021-12-01T01:10:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,89.70105124835742,48.03921568627451,1610612763,21,29,2021-12-01T01:11:13Z,1930000,-10.0,44.0,1,right,MISS D. Brooks driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,4.54,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M31.00S,2021-12-01T01:10:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,21,29,2021-12-01T01:11:13Z,1940000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,
195,PT10M31.00S,2021-12-01T01:10:57.5Z,2,REGULAR,foul,personal,[],1629634,,,1610612761,21,29,2021-12-01T01:12:22Z,1950000,,,0,,B. Clarke loose ball personal FOUL (3 PF),"[1629634, 1630567]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,,,,,,,,,1199.0,3.0,0.0,Barnes,1630567.0,,,,,,,,
197,PT10M15.00S,2021-12-01T01:11:22.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.514454664914586,50.73529411764706,1610612761,23,29,2021-12-01T01:11:28Z,1970000,-4.0,56.0,1,left,S. Barnes driving Hook (4 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,5.58,Made,4.0,,,,,,,,,,,,,,,,,,
198,PT10M01.00S,2021-12-01T01:11:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,86.94152431011827,55.14705882352941,1610612763,23,29,2021-12-01T01:17:12Z,1980000,26.0,70.0,1,right,MISS D. Brooks 7' floating Shot,[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
199,PT09M56.00S,2021-12-01T01:11:41.7Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,23,29,2021-12-01T01:11:54Z,1990000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT09M52.00S,2021-12-01T01:11:56.3Z,2,REGULAR,foul,offensive,[],1627832,,,1610612761,23,29,2021-12-01T01:12:49Z,2010000,,,0,,F. VanVleet offensive FOUL (1 PF),"[1627832, 1628415]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,1627519.0,1.0,0.0,Brooks,1628415.0,,,,,,,,
203,PT09M52.00S,2021-12-01T01:11:56.3Z,2,REGULAR,turnover,offensive foul,[],1627832,,,1610612761,23,29,2021-12-01T01:11:56Z,2030000,,,0,,F. VanVleet offensive foul TURNOVER (2 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,2.0,1627519.0,,,,,,,,,,,,
204,PT09M52.00S,2021-12-01T01:12:01.7Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,23,29,2021-12-01T01:12:06Z,2040000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M52.00S,2021-12-01T01:12:01.7Z,2,REGULAR,substitution,in,[],203500,,,1610612763,23,29,2021-12-01T01:12:06Z,2050000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M36.00S,2021-12-01T01:12:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,72.09264126149803,16.42156862745098,1610612763,23,29,2021-12-01T01:12:39Z,2060000,-168.0,210.0,1,right,MISS J. Konchar 26' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M36.00S,2021-12-01T01:12:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,23,29,2021-12-01T01:12:39Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,
208,PT09M36.00S,2021-12-01T01:12:32.3Z,2,REGULAR,foul,personal,[],1630173,,,1610612763,23,29,2021-12-01T01:12:37Z,2080000,,,0,,P. Achiuwa loose ball personal FOUL (2 PF),"[1630173, 203500]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,1627519.0,2.0,0.0,Adams,203500.0,,,,,,,,
210,PT09M24.00S,2021-12-01T01:12:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,94.56307490144546,54.166666666666664,1610612763,23,29,2021-12-01T01:13:06Z,2100000,21.0,-1.0,1,right,MISS S. Adams Layup - blocked,"[203500, 1630567]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,2.08,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
211,PT09M24.00S,2021-12-01T01:12:58.8Z,2,REGULAR,block,,[],1630567,,,1610612763,23,29,2021-12-01T01:13:03Z,2110000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M23.00S,2021-12-01T01:12:59.8Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,23,29,2021-12-01T01:13:06Z,2120000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT09M23.00S,2021-12-01T01:13:11.1Z,2,REGULAR,foul,personal,[],1628415,,,1610612761,23,29,2021-12-01T01:20:08Z,2140000,,,0,,D. Brooks take personal FOUL (2 PF),"[1628415, 1630201]",1610612763.0,MEM,take,,,Brooks,D. Brooks,,,,,,,,,,,,,1179.0,2.0,0.0,Flynn,1630201.0,,,,,,,,
216,PT09M16.00S,2021-12-01T01:13:29.9Z,2,REGULAR,3pt,Jump Shot,[],1630567,33.065045992115635,53.431372549019606,1610612761,23,29,2021-12-01T01:13:40Z,2160000,-17.0,258.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
217,PT09M12.00S,2021-12-01T01:13:33.4Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,23,29,2021-12-01T01:13:33Z,2170000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT09M06.00S,2021-12-01T01:13:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,88.91261498028909,41.17647058823529,1610612763,23,31,2021-12-01T01:13:45Z,2180000,-44.0,52.0,1,right,T. Jones 6' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,6.8,Made,2.0,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2021-12-01T01:13:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,13.222733245729303,49.754901960784316,1610612761,23,31,2021-12-01T01:14:03Z,2190000,1.0,72.0,1,left,MISS S. Barnes 7' floating Shot,[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M48.00S,2021-12-01T01:13:57.2Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,23,31,2021-12-01T01:14:03Z,2200000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,219.0,4.0,3.0,1.0,,,,,,,,,,,,,,
221,PT08M38.00S,2021-12-01T01:14:07.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,69.59592641261499,18.38235294117647,1610612763,23,34,2021-12-01T01:14:12Z,2210000,-158.0,233.0,1,right,J. Jackson Jr. 28' 3PT  (9 PTS) (T. Jones 3 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,28.18,Made,9.0,,,,,,,,,,,,,T. Jones,1626145.0,3.0,,,
223,PT08M36.00S,2021-12-01T01:14:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,23,34,2021-12-01T01:14:14Z,2230000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M36.00S,2021-12-01T01:15:56.4Z,2,REGULAR,substitution,out,[],1629139,,,1610612761,23,34,2021-12-01T01:16:53Z,2240000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M36.00S,2021-12-01T01:15:56.4Z,2,REGULAR,substitution,out,[],1628415,,,1610612761,23,34,2021-12-01T01:16:53Z,2250000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2021-12-01T01:15:56.4Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,23,34,2021-12-01T01:16:53Z,2260000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M36.00S,2021-12-01T01:15:56.4Z,2,REGULAR,substitution,in,[],1629001,,,1610612761,23,34,2021-12-01T01:16:53Z,2270000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M13.00S,2021-12-01T01:17:28.0Z,2,REGULAR,3pt,Jump Shot,[],1630201,31.882391590013142,75.0,1610612761,23,34,2021-12-01T01:17:49Z,2280000,-125.0,247.0,1,left,MISS M. Flynn 27' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
229,PT08M10.00S,2021-12-01T01:17:31.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,23,34,2021-12-01T01:17:49Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,
230,PT08M10.00S,2021-12-01T01:17:38.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,23,34,2021-12-01T01:17:38Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M58.00S,2021-12-01T01:18:04.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,23,34,2021-12-01T01:18:04Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M58.00S,2021-12-01T01:18:05.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,23,34,2021-12-01T01:18:14Z,2320000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M58.00S,2021-12-01T01:18:05.6Z,2,REGULAR,substitution,in,[],1629067,,,1610612761,23,34,2021-12-01T01:18:14Z,2330000,,,0,,SUB in: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M56.00S,2021-12-01T01:18:28.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,5.469776609724048,22.54901960784314,1610612761,23,34,2021-12-01T01:18:35Z,2340000,137.0,-1.0,1,left,MISS F. VanVleet 13' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,13.73,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M53.00S,2021-12-01T01:18:31.8Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,23,34,2021-12-01T01:18:35Z,2350000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,,
236,PT07M33.00S,2021-12-01T01:18:51.0Z,2,REGULAR,2pt,Jump Shot,[],1629001,89.96386333771353,31.127450980392158,1610612763,23,36,2021-12-01T01:19:01Z,2360000,-94.0,42.0,1,right,D. Melton 10' driving floating bank Jump Shot (2 PTS),[1629001],1610612763.0,MEM,driving floating bank,,,Melton,D. Melton,,,,,10.32,Made,2.0,,,,,,,,,,,,,,,,,,
237,PT07M19.00S,2021-12-01T01:19:08.9Z,2,REGULAR,turnover,out-of-bounds,[],1630201,,,1610612761,23,36,2021-12-01T01:23:47Z,2370000,,,0,,M. Flynn bad pass out-of-bounds TURNOVER (1 TO),[1630201],1610612761.0,TOR,bad pass,,,Flynn,M. Flynn,,,,,,,,,,,,1.0,1199.0,,,,,,,,,,,,
238,PT07M07.00S,2021-12-01T01:19:29.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,88.51839684625493,39.21568627450981,1610612763,23,38,2021-12-01T01:20:07Z,2380000,-54.0,55.0,1,right,J. Konchar 7' cutting Layup (2 PTS) (S. Adams 2 AST),"[1629723, 203500]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,7.73,Made,2.0,,,,,,,,,,,,,S. Adams,203500.0,2.0,,,
240,PT06M52.00S,2021-12-01T01:19:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.258212877792378,53.67647058823529,1610612761,23,38,2021-12-01T01:19:52Z,2400000,-18.0,6.0,1,left,MISS P. Siakam driving Layup - blocked,"[1627783, 1628991]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,1.94,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
241,PT06M52.00S,2021-12-01T01:19:44.8Z,2,REGULAR,block,,[],1628991,,,1610612761,23,38,2021-12-01T01:19:47Z,2410000,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M52.00S,2021-12-01T01:19:44.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,23,38,2021-12-01T01:19:52Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2021-12-01T01:19:50.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,23,38,2021-12-01T01:19:50Z,2430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,23,38,2021-12-01T01:20:02Z,2440000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,out,[],1628991,,,1610612761,23,38,2021-12-01T01:20:02Z,2450000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,out,[],1626145,,,1610612761,23,38,2021-12-01T01:20:02Z,2460000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,out,[],1629723,,,1610612761,23,38,2021-12-01T01:20:02Z,2470000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,in,[],1629004,,,1610612761,23,38,2021-12-01T01:20:02Z,2480000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,in,[],1630583,,,1610612761,23,38,2021-12-01T01:20:02Z,2490000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,in,[],203937,,,1610612761,23,38,2021-12-01T01:20:02Z,2500000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M52.00S,2021-12-01T01:19:51.1Z,2,REGULAR,substitution,in,[],1630217,,,1610612761,23,38,2021-12-01T01:20:02Z,2510000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M49.00S,2021-12-01T01:20:13.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,32.14520367936925,70.58823529411765,1610612761,23,38,2021-12-01T01:25:35Z,2520000,-103.0,250.0,1,left,MISS F. VanVleet 27' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M46.00S,2021-12-01T01:20:16.2Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,23,38,2021-12-01T01:20:22Z,2530000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,252.0,3.0,2.0,1.0,,,,,,,,,,,,,,
254,PT06M32.00S,2021-12-01T01:20:30.0Z,2,REGULAR,3pt,Jump Shot,[],1629001,91.80354796320631,96.81372549019608,1610612763,23,38,2021-12-01T01:20:37Z,2540000,234.0,25.0,1,right,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
255,PT06M29.00S,2021-12-01T01:20:33.0Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,23,38,2021-12-01T01:20:37Z,2550000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,,,,,,,
256,PT06M17.00S,2021-12-01T01:20:49.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,23,38,2021-12-01T01:20:49Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M14.00S,2021-12-01T01:21:07.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,30.305519053876477,20.833333333333336,1610612761,23,38,2021-12-01T01:21:11Z,2570000,146.0,232.0,1,left,MISS P. Achiuwa 27' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M10.00S,2021-12-01T01:21:11.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,23,38,2021-12-01T01:21:11Z,2580000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,257.0,3.0,2.0,1.0,,,,,,,,,,,,,,
259,PT06M01.00S,2021-12-01T01:21:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630583,91.01511169513797,3.6764705882352944,1610612763,23,38,2021-12-01T01:21:29Z,2590000,-232.0,32.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M58.00S,2021-12-01T01:21:23.3Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,23,38,2021-12-01T01:21:29Z,2600000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,259.0,5.0,3.0,2.0,,,,,,,,,,,,,,
261,PT05M55.00S,2021-12-01T01:21:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.19776609724047,55.14705882352941,1610612763,23,40,2021-12-01T01:21:35Z,2610000,26.0,21.0,1,right,S. Adams finger roll Layup (4 PTS),[203500],1610612763.0,MEM,finger roll,,,Adams,S. Adams,,,,,3.31,Made,4.0,,,,,,,,,,,,,,,,,,
262,PT05M41.00S,2021-12-01T01:21:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629004,31.488173455978973,71.07843137254902,1610612761,23,40,2021-12-01T01:21:52Z,2620000,-105.0,243.0,1,left,MISS S. Mykhailiuk 26' bank 3PT,[1629004],1610612761.0,TOR,bank,,,Mykhailiuk,S. Mykhailiuk,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
263,PT05M38.00S,2021-12-01T01:21:42.9Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,23,40,2021-12-01T01:21:52Z,2630000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,,,,
