actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
182,PT11M14.00S,2022-01-26T00:44:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630547,5.995400788436268,50.245098039215684,1610612766,39,31,2022-01-26T00:44:39Z,1800000,-1.0,4.0,1,left,J. Bouknight running Layup (4 PTS) (L. Ball 3 AST),"[1630547, 1630163]",1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,,,,,,Made,4.0,0.41,L. Ball,1630163.0,3.0,,,,,,,,,,
183,PT10M52.00S,2022-01-26T00:44:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,92.72339027595268,38.970588235294116,1610612761,41,31,2022-01-26T00:44:59Z,1810000,-55.0,16.0,1,right,M. Flynn driving finger roll Layup (2 PTS) (G. Trent Jr. 2 AST),"[1630201, 1629018]",1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,,,,,,Made,2.0,5.73,G. Trent Jr.,1629018.0,2.0,,,,,,,,,,
185,PT10M42.00S,2022-01-26T00:45:03.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,33.196452036793694,62.254901960784316,1610612766,41,31,2022-01-26T00:45:10Z,1830000,-61.0,260.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,26.66,,,,,,,,,,,,,
186,PT10M38.00S,2022-01-26T00:45:07.8Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,41,31,2022-01-26T00:45:10Z,1840000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,
187,PT10M31.00S,2022-01-26T00:45:16.4Z,2,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612761,41,31,2022-01-26T00:45:25Z,1850000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Boucher 2 FT),"[1626162, 1628449]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,1628487.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,,,,
190,PT10M31.00S,2022-01-26T00:45:37.3Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,42,31,2022-01-26T00:45:37Z,1870000,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
191,PT10M31.00S,2022-01-26T00:45:38.2Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,42,31,2022-01-26T00:45:46Z,1880000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M31.00S,2022-01-26T00:45:38.2Z,2,REGULAR,substitution,out,[],1626162,,,1610612761,42,31,2022-01-26T00:45:46Z,1890000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M31.00S,2022-01-26T00:45:38.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,42,31,2022-01-26T00:45:46Z,1900000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M31.00S,2022-01-26T00:45:38.2Z,2,REGULAR,substitution,in,[],202397,,,1610612761,42,31,2022-01-26T00:45:46Z,1910000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M31.00S,2022-01-26T00:45:56.8Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,43,31,2022-01-26T00:45:56Z,1920000,,,0,,C. Boucher Free Throw 2 of 2 (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
197,PT10M13.00S,2022-01-26T00:46:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,9.017739816031538,55.392156862745104,1610612766,43,33,2022-01-26T00:46:23Z,1930000,-27.0,32.0,1,left,J. Bouknight driving Layup (6 PTS) (L. Ball 4 AST),"[1630547, 1630163]",1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,,,,,,Made,6.0,4.21,L. Ball,1630163.0,4.0,,,,,,,,,,
200,PT09M51.00S,2022-01-26T00:46:39.0Z,2,REGULAR,3pt,Jump Shot,[],1627783,76.69185282522996,9.313725490196079,1610612761,43,33,2022-01-26T00:46:45Z,1950000,-203.0,167.0,1,right,MISS P. Siakam 26' step back 3PT,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,,,,,,Missed,,26.29,,,,,,,,,,,,,
201,PT09M46.00S,2022-01-26T00:46:44.0Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,43,33,2022-01-26T00:46:45Z,1960000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,
202,PT09M40.00S,2022-01-26T00:46:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.806176084099869,56.86274509803921,1610612766,43,33,2022-01-26T00:46:56Z,1970000,-34.0,40.0,1,left,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,,,,Missed,,5.25,,,,,,,,,,,,,
203,PT09M38.00S,2022-01-26T00:46:52.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,43,33,2022-01-26T00:46:56Z,1980000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,202.0,2.0,2.0,0.0,,,
204,PT09M33.00S,2022-01-26T00:46:58.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630201,87.33574244415243,96.07843137254902,1610612761,46,33,2022-01-26T00:47:06Z,1990000,230.0,67.0,1,right,M. Flynn 3PT  (5 PTS) (C. Boucher 1 AST),"[1630201, 1628449]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,Made,5.0,23.98,C. Boucher,1628449.0,1.0,,,,,,,,,,
206,PT09M22.00S,2022-01-26T00:47:08.9Z,2,REGULAR,3pt,Jump Shot,[],1630547,6.258212877792378,96.07843137254902,1610612766,46,33,2022-01-26T00:47:13Z,2010000,-230.0,6.0,1,left,MISS J. Bouknight 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Missed,,23.05,,,,,,,,,,,,,
207,PT09M18.00S,2022-01-26T00:47:12.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,46,33,2022-01-26T00:47:13Z,2020000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,206.0,5.0,4.0,1.0,,,
208,PT09M12.00S,2022-01-26T00:47:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.11760840998686,52.20588235294118,1610612761,48,33,2022-01-26T00:47:22Z,2030000,11.0,12.0,1,right,O. Anunoby Layup (9 PTS) (P. Siakam 5 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,9.0,1.64,P. Siakam,1627783.0,5.0,,,,,,,,,,
210,PT08M58.00S,2022-01-26T00:47:32.8Z,2,REGULAR,2pt,Jump Shot,[],1630163,28.728646517739815,45.34313725490196,1610612766,48,35,2022-01-26T00:47:37Z,2050000,23.0,218.0,1,left,L. Ball 21' pullup Jump Shot (9 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,,,,Made,9.0,21.87,,,,,,,,,,,,,
211,PT08M36.00S,2022-01-26T00:47:53.5Z,2,REGULAR,2pt,Jump Shot,[],1628384,90.88370565045992,14.705882352941178,1610612761,48,35,2022-01-26T00:48:00Z,2060000,-176.0,33.0,1,right,MISS O. Anunoby 17' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,17.96,,,,,,,,,,,,,
212,PT08M36.00S,2022-01-26T00:47:53.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,48,35,2022-01-26T00:48:00Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,,,
213,PT08M36.00S,2022-01-26T00:47:59.2Z,2,REGULAR,foul,personal,[],1630163,,,1610612761,48,35,2022-01-26T00:48:29Z,2080000,,,0,,L. Ball loose ball personal FOUL (1 PF),"[1630163, 1628449]",1610612766.0,CHA,loose ball,,,Ball,L. Ball,,,,,201246.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,,,,
215,PT08M36.00S,2022-01-26T00:48:06.5Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,48,35,2022-01-26T00:48:12Z,2100000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M36.00S,2022-01-26T00:48:06.5Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,48,35,2022-01-26T00:48:12Z,2110000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M22.00S,2022-01-26T00:48:40.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,88.64980289093299,77.20588235294117,1610612761,48,35,2022-01-26T00:49:10Z,2120000,136.0,54.0,1,right,MISS P. Siakam 14' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,,Missed,,14.64,,,,,,,,,,,,,
218,PT08M22.00S,2022-01-26T00:48:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,48,35,2022-01-26T00:49:10Z,2130000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,,
219,PT08M22.00S,2022-01-26T00:48:45.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,48,35,2022-01-26T00:48:57Z,2140000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
220,PT08M06.00S,2022-01-26T00:49:09.2Z,2,REGULAR,foul,personal,['3freethrow'],1629139,,,1610612766,48,35,2022-01-26T00:49:27Z,2150000,,,0,,Y. Watanabe shooting personal FOUL (2 PF) (Bouknight 3 FT),"[1629139, 1630547]",1610612761.0,TOR,shooting,,,Watanabe,Y. Watanabe,,,,,203592.0,2.0,0.0,Bouknight,1630547.0,,,,,,,,,,,,,,,,
222,PT08M06.00S,2022-01-26T00:49:29.6Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1630547,,,1610612766,48,36,2022-01-26T00:49:29Z,2170000,,,0,,J. Bouknight Free Throw 1 of 3 (7 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
223,PT08M06.00S,2022-01-26T00:49:46.0Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1630547,,,1610612766,48,37,2022-01-26T00:49:46Z,2180000,,,0,,J. Bouknight Free Throw 2 of 3 (8 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
224,PT08M06.00S,2022-01-26T00:50:02.6Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1630547,,,1610612766,48,38,2022-01-26T00:50:02Z,2190000,,,0,,J. Bouknight Free Throw 3 of 3 (9 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
225,PT07M49.00S,2022-01-26T00:50:21.3Z,2,REGULAR,3pt,Jump Shot,[],1628384,88.38699080157687,96.07843137254902,1610612761,48,38,2022-01-26T00:50:26Z,2200000,230.0,57.0,1,right,MISS O. Anunoby step back 3PT,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,23.73,,,,,,,,,,,,,
226,PT07M47.00S,2022-01-26T00:50:23.3Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,48,38,2022-01-26T00:50:26Z,2210000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,225.0,3.0,2.0,1.0,,,
227,PT07M45.00S,2022-01-26T00:50:25.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629139,69.20170827858082,73.0392156862745,1610612761,51,38,2022-01-26T00:50:30Z,2220000,115.0,237.0,1,right,Y. Watanabe 26' 3PT  (3 PTS) (O. Anunoby 2 AST),"[1629139, 1628384]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,Made,3.0,26.35,O. Anunoby,1628384.0,2.0,,,,,,,,,,
229,PT07M34.00S,2022-01-26T00:50:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.915243101182654,44.6078431372549,1610612766,51,40,2022-01-26T00:50:41Z,2240000,27.0,13.0,1,left,L. Ball driving finger roll Layup (11 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,,,,Made,11.0,2.98,,,,,,,,,,,,,
230,PT07M27.00S,2022-01-26T00:50:45.6Z,2,REGULAR,foul,personal,[],202397,,,1610612761,51,40,2022-01-26T00:51:09Z,2250000,,,0,,I. Smith personal FOUL (1 PF),"[202397, 1628384]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,203592.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
232,PT07M19.00S,2022-01-26T00:51:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,87.46714848883047,43.13725490196079,1610612761,51,40,2022-01-26T00:51:19Z,2270000,-34.0,65.0,1,right,MISS M. Flynn 7' turnaround fadeaway Shot,[1630201],1610612761.0,TOR,turnaround fadeaway,,,Flynn,M. Flynn,,,,,,,,,,Missed,,7.38,,,,,,,,,,,,,
233,PT07M17.00S,2022-01-26T00:51:15.2Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,51,40,2022-01-26T00:51:19Z,2280000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,232.0,1.0,1.0,0.0,,,
234,PT07M12.00S,2022-01-26T00:51:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202397,10.463206307490145,41.66666666666667,1610612766,51,40,2022-01-26T00:58:03Z,2290000,42.0,46.0,1,left,MISS I. Smith 6' driving Layup,[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,,,,,,Missed,,6.2,,,,,,,,,,,,,
235,PT07M12.00S,2022-01-26T00:51:23.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,51,40,2022-01-26T00:51:30Z,2300000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,
236,PT07M12.00S,2022-01-26T00:51:30.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,51,40,2022-01-26T00:51:30Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M51.00S,2022-01-26T00:51:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.38042049934296,53.67647058823529,1610612761,53,40,2022-01-26T00:51:59Z,2320000,18.0,10.0,1,right,O. Anunoby driving Layup (11 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,,,Made,11.0,2.08,,,,,,,,,,,,,
238,PT06M44.00S,2022-01-26T00:52:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630163,26.231931668856767,84.06862745098039,1610612766,53,40,2022-01-26T00:52:07Z,2330000,-170.0,194.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,,,,Missed,,25.82,,,,,,,,,,,,,
239,PT06M42.00S,2022-01-26T00:52:03.3Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,53,40,2022-01-26T00:52:07Z,2340000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,238.0,4.0,3.0,1.0,,,
240,PT06M38.00S,2022-01-26T00:52:08.1Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,53,40,2022-01-26T00:52:16Z,2350000,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 1630547]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,2.0,,,,,,,Bouknight,1630547.0,
241,PT06M38.00S,2022-01-26T00:52:08.1Z,2,REGULAR,steal,,[],1630547,,,1610612766,53,40,2022-01-26T00:52:10Z,2360000,,,0,,J. Bouknight STEAL (1 STL),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M32.00S,2022-01-26T00:52:13.5Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,53,40,2022-01-26T00:52:20Z,2370000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1628384]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,1.0,,,,,,,Anunoby,1628384.0,
243,PT06M32.00S,2022-01-26T00:52:13.5Z,2,REGULAR,steal,,[],1628384,,,1610612761,53,40,2022-01-26T00:52:15Z,2380000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M30.00S,2022-01-26T00:52:17.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630173,94.82588699080158,48.529411764705884,1610612761,55,40,2022-01-26T00:59:35Z,2390000,-7.0,-4.0,1,right,P. Achiuwa cutting DUNK (4 PTS) (P. Siakam 6 AST),"[1630173, 1627783]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,4.0,0.84,P. Siakam,1627783.0,6.0,,,,,,,,,,
246,PT06M30.00S,2022-01-26T00:52:20.7Z,2,REGULAR,foul,personal,['1freethrow'],203486,,,1610612761,55,40,2022-01-26T00:52:31Z,2410000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[203486, 1630173]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,201246.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
248,PT06M30.00S,2022-01-26T00:52:34.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,55,40,2022-01-26T00:55:42Z,2430000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,out,[],1630163,,,1610612761,55,40,2022-01-26T00:55:42Z,2440000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,out,[],1630547,,,1610612761,55,40,2022-01-26T00:55:42Z,2450000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,out,[],202397,,,1610612761,55,40,2022-01-26T00:55:42Z,2460000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,in,[],1628970,,,1610612761,55,40,2022-01-26T00:55:42Z,2470000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,in,[],1626162,,,1610612761,55,40,2022-01-26T00:55:42Z,2480000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M30.00S,2022-01-26T00:54:09.4Z,2,REGULAR,substitution,in,[],1626179,,,1610612761,55,40,2022-01-26T00:55:42Z,2490000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M30.00S,2022-01-26T00:55:18.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630173,,,1610612761,56,40,2022-01-26T00:55:18Z,2500000,,,0,,P. Achiuwa Free Throw 1 of 1 (5 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
256,PT06M12.00S,2022-01-26T00:55:38.6Z,2,REGULAR,2pt,Jump Shot,[],1626179,21.76412614980289,48.03921568627451,1610612766,56,40,2022-01-26T00:55:47Z,2510000,10.0,152.0,1,left,MISS T. Rozier 15' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,Missed,,15.24,,,,,,,,,,,,,
257,PT06M07.00S,2022-01-26T00:55:43.6Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,56,40,2022-01-26T00:55:47Z,2520000,,,0,,M. Plumlee REBOUND (Off:2 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,256.0,2.0,0.0,2.0,,,
258,PT06M05.00S,2022-01-26T00:55:45.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,26.231931668856767,82.59803921568627,1610612766,56,43,2022-01-26T00:55:50Z,2530000,-163.0,194.0,1,left,M. Bridges 25' 3PT  (5 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,5.0,25.35,T. Rozier,1626179.0,2.0,,,,,,,,,,
260,PT05M37.00S,2022-01-26T00:56:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.21090670170827,42.15686274509804,1610612761,58,43,2022-01-26T00:56:20Z,2550000,-39.0,115.0,1,right,P. Siakam 12' turnaround fadeaway Jump Shot (13 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,,,,,,Made,13.0,12.12,,,,,,,,,,,,,
261,PT05M24.00S,2022-01-26T00:56:26.1Z,2,REGULAR,2pt,Jump Shot,[],1626162,9.543363994743759,68.62745098039215,1610612766,58,43,2022-01-26T01:02:21Z,2560000,-93.0,37.0,1,left,MISS K. Oubre Jr. 10' floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,10.03,,,,,,,,,,,,,
262,PT05M20.00S,2022-01-26T00:56:30.1Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,58,43,2022-01-26T00:56:32Z,2570000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,261.0,2.0,1.0,1.0,,,
263,PT05M20.00S,2022-01-26T00:56:29.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628998,5.590000152587891,50.0,1610612766,58,43,2022-01-26T00:58:47Z,2580000,0.0,0.0,1,left,MISS C. Martin tip Layup - blocked,"[1628998, 1627783]",1610612766.0,CHA,tip,,,Martin,C. Martin,,,,,,,,,,Missed,,0.0,,,,,Siakam,1627783.0,,,,,,,
282,PT05M20.00S,2022-01-26T00:56:29.6Z,2,REGULAR,block,,[],1627783,,,1610612766,58,43,2022-01-26T00:58:47Z,2585000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M19.00S,2022-01-26T00:56:30.6Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,58,43,2022-01-26T00:56:30Z,2590000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,263.0,2.0,2.0,0.0,,,
265,PT05M17.00S,2022-01-26T00:56:33.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,91.93495400788436,46.81372549019608,1610612761,60,43,2022-01-26T00:57:28Z,2600000,-16.0,23.0,1,right,O. Anunoby running finger roll Layup (13 PTS) (M. Flynn 1 AST),"[1628384, 1630201]",1610612761.0,TOR,running finger roll,,,Anunoby,O. Anunoby,,,,,,,,,,Made,13.0,2.82,M. Flynn,1630201.0,1.0,,,,,,,,,,
267,PT05M04.00S,2022-01-26T00:56:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,6.389618922470433,49.26470588235294,1610612766,60,45,2022-01-26T00:56:54Z,2620000,4.0,8.0,1,left,C. Martin driving finger roll Layup (2 PTS) (T. Rozier 3 AST),"[1628998, 1626179]",1610612766.0,CHA,driving finger roll,,,Martin,C. Martin,,,,,,,,,,Made,2.0,0.85,T. Rozier,1626179.0,3.0,,,,,,,,,,
269,PT04M47.00S,2022-01-26T00:57:02.3Z,2,REGULAR,3pt,Jump Shot,[],1630173,68.9388961892247,27.696078431372552,1610612761,63,45,2022-01-26T00:57:07Z,2640000,-112.0,239.0,1,right,P. Achiuwa 26' 3PT  (8 PTS) (P. Siakam 7 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,8.0,26.42,P. Siakam,1627783.0,7.0,,,,,,,,,,
271,PT04M30.00S,2022-01-26T00:57:21.7Z,2,REGULAR,foul,personal,[],1630201,,,1610612766,63,45,2022-01-26T00:57:39Z,2660000,,,0,,M. Flynn personal FOUL (3 PF),"[1630201, 1626179]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,201246.0,3.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,,
