actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
501,PT07M06.00S,2024-03-09T02:32:37.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,83,62,2024-03-09T02:32:53Z,4950000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,499.0,,,,,,,,,,,,,,,
502,PT07M06.00S,2024-03-09T02:32:51.2Z,4,REGULAR,violation,kicked ball,[],1630579,,,1610612753,83,62,2024-03-09T02:33:15Z,4960000,False,,,0,,J. Sims kicked ball VIOLATION,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,,
503,PT06M54.00S,2024-03-09T02:33:14.5Z,4,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612753,83,62,2024-03-09T02:33:19Z,4970000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Banchero 2 FT),"[1628973, 1631094]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Banchero,1631094.0
505,PT06M54.00S,2024-03-09T02:33:38.7Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,83,63,2024-03-09T02:33:59Z,4990000,False,,,0,,P. Banchero Free Throw 1 of 2 (18 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
506,PT06M54.00S,2024-03-09T02:33:38.7Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,83,63,2024-03-09T02:33:59Z,5000000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
507,PT06M52.00S,2024-03-09T02:33:40.7Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612752,83,63,2024-03-09T02:33:59Z,5010000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:9),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,506.0,,,,,12.0,9.0,3.0,,,,,,,,
508,PT06M36.00S,2024-03-09T02:34:14.8Z,4,REGULAR,3pt,Jump Shot,[],1630173,13.485545335085414,4.411764705882353,1610612752,86,63,2024-03-09T02:34:19Z,5020000,False,228.0,74.0,1,left,P. Achiuwa 3PT  (15 PTS) (J. Hart 4 AST),"[1630173, 1628404]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,23.97,Made,,,,,,,,,,,15.0,J. Hart,1628404.0,4.0,,,,
510,PT06M21.00S,2024-03-09T02:34:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,94.30026281208936,53.67647058823529,1610612753,86,63,2024-03-09T02:34:35Z,5040000,False,18.0,1.0,1,right,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
511,PT06M19.00S,2024-03-09T02:34:31.5Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612752,86,63,2024-03-09T02:34:35Z,5050000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:10),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,510.0,,,,,13.0,10.0,3.0,,,,,,,,
512,PT06M17.00S,2024-03-09T02:34:33.1Z,4,REGULAR,turnover,bad pass,[],1630173,,,1610612752,86,63,2024-03-09T02:34:38Z,5060000,False,,,0,,P. Achiuwa bad pass TURNOVER (3 TO),"[1630173, 204060]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,3.0,Ingles,204060.0,,,,,,,,,,,
513,PT06M17.00S,2024-03-09T02:34:33.1Z,4,REGULAR,steal,,[],204060,,,1610612753,86,63,2024-03-09T02:34:35Z,5070000,False,,,0,,J. Ingles STEAL (2 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT06M10.00S,2024-03-09T02:34:40.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,94.69448094612353,50.245098039215684,1610612753,86,65,2024-03-09T02:34:43Z,5080000,False,1.0,-3.0,1,right,P. Banchero driving Layup (20 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,,20.0,,,,,,,
515,PT05M50.00S,2024-03-09T02:34:59.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.863994743758213,50.49019607843137,1610612752,86,65,2024-03-09T02:35:05Z,5090000,False,-2.0,3.0,1,left,MISS J. Hart driving Layup - blocked,"[1628404, 1628371]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.36,Missed,Isaac,1628371.0,,,,,,,,,,,,,,,,
516,PT05M50.00S,2024-03-09T02:34:59.4Z,4,REGULAR,block,,[],1628371,,,1610612752,86,65,2024-03-09T02:35:02Z,5100000,False,,,0,,J. Isaac BLOCK (2 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
517,PT05M48.00S,2024-03-09T02:35:01.4Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612752,86,65,2024-03-09T02:35:05Z,5110000,False,,,0,,J. Sims REBOUND (Off:3 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,515.0,,,,,5.0,2.0,3.0,,,,,,,,
518,PT05M42.00S,2024-03-09T02:35:07.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,26.49474375821288,18.137254901960784,1610612752,86,65,2024-03-09T02:35:15Z,5120000,False,159.0,197.0,1,left,MISS P. Achiuwa 25' 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
519,PT05M40.00S,2024-03-09T02:35:09.5Z,4,REGULAR,rebound,defensive,[],1628371,,,1610612753,86,65,2024-03-09T02:41:50Z,5130000,False,,,0,,J. Isaac REBOUND (Off:2 Def:4),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,518.0,,,,,6.0,4.0,2.0,,,,,,,,
522,PT05M25.00S,2024-03-09T02:35:25.1Z,4,REGULAR,3pt,Jump Shot,[],1631094,74.85216819973719,13.970588235294118,1610612753,86,68,2024-03-09T02:43:45Z,5160000,False,-180.0,184.0,1,right,P. Banchero 25' 3PT step back (23 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.74,Made,,,,,,,,,,,23.0,,,,,,,
524,PT05M04.00S,2024-03-09T02:35:46.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.674770039421814,50.73529411764706,1610612752,88,68,2024-03-09T02:35:49Z,5180000,False,-4.0,38.0,1,left,J. Brunson driving floating Jump Shot (23 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,,,,,,,23.0,,,,,,,
525,PT04M50.00S,2024-03-09T02:36:00.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,82.21090670170827,44.6078431372549,1610612753,88,68,2024-03-09T02:36:12Z,5190000,False,-27.0,115.0,1,right,MISS P. Banchero 11' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,11.78,Missed,,,,,,,,,,,,,,,,,,
526,PT04M49.00S,2024-03-09T02:36:01.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,88,68,2024-03-09T02:36:12Z,5200000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,525.0,,,,,6.0,5.0,1.0,,,,,,,,
527,PT04M48.00S,2024-03-09T02:36:05.8Z,4,REGULAR,foul,personal,[],1630175,,,1610612752,88,68,2024-03-09T02:36:13Z,5210000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1628404]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,1830.0,,,,,,,,,,,2.0,0.0,Hart,1628404.0
529,PT04M48.00S,2024-03-09T02:36:05.9Z,4,REGULAR,substitution,out,[],1628371,,,1610612752,88,68,2024-03-09T02:36:30Z,5230000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT04M48.00S,2024-03-09T02:36:05.9Z,4,REGULAR,substitution,out,[],204060,,,1610612752,88,68,2024-03-09T02:36:30Z,5240000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT04M48.00S,2024-03-09T02:36:05.9Z,4,REGULAR,substitution,in,[],1631216,,,1610612752,88,68,2024-03-09T02:36:30Z,5250000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT04M48.00S,2024-03-09T02:36:05.9Z,4,REGULAR,substitution,in,[],1629048,,,1610612752,88,68,2024-03-09T02:36:30Z,5260000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M31.00S,2024-03-09T02:36:47.5Z,4,REGULAR,3pt,Jump Shot,[],1628973,8.623521681997373,3.6764705882352944,1610612752,91,68,2024-03-09T02:36:51Z,5270000,False,232.0,29.0,1,left,J. Brunson 3PT  (26 PTS) (P. Achiuwa 3 AST),"[1628973, 1630173]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,,,,,,,26.0,P. Achiuwa,1630173.0,3.0,,,,
535,PT04M21.00S,2024-03-09T02:36:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.38042049934296,50.73529411764706,1610612753,91,70,2024-03-09T02:37:00Z,5290000,False,4.0,10.0,1,right,F. Wagner driving Layup (13 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,13.0,,,,,,,
536,PT03M59.00S,2024-03-09T02:37:18.9Z,4,REGULAR,turnover,lost ball,[],1628973,,,1610612752,91,70,2024-03-09T02:37:23Z,5300000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1631094]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Banchero,1631094.0,,,,,,,,,,,
537,PT03M59.00S,2024-03-09T02:37:18.9Z,4,REGULAR,steal,,[],1631094,,,1610612753,91,70,2024-03-09T02:37:20Z,5310000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
538,PT03M54.00S,2024-03-09T02:37:23.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631216,74.32654402102497,82.84313725490196,1610612753,91,70,2024-03-09T02:37:31Z,5320000,False,164.0,189.0,1,right,MISS C. Houstan 25' running 3PT,[1631216],1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
539,PT03M52.00S,2024-03-09T02:37:25.7Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,91,70,2024-03-09T02:37:31Z,5330000,False,,,0,,P. Banchero REBOUND (Off:2 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,538.0,,,,,9.0,7.0,2.0,,,,,,,,
540,PT03M45.00S,2024-03-09T02:37:33.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630532,66.83639947437582,38.23529411764706,1610612753,91,70,2024-03-09T02:37:44Z,5340000,False,-59.0,259.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
541,PT03M43.00S,2024-03-09T02:37:35.1Z,4,REGULAR,rebound,offensive,[],1630175,,,1610612753,91,70,2024-03-09T02:37:44Z,5350000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,540.0,,,,,1.0,0.0,1.0,,,,,,,,
542,PT03M36.00S,2024-03-09T02:37:41.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630175,91.67214191852825,2.696078431372549,1610612753,91,70,2024-03-09T02:37:47Z,5360000,False,-237.0,26.0,1,right,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
543,PT03M34.00S,2024-03-09T02:37:43.2Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612752,91,70,2024-03-09T02:37:47Z,5370000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:11),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,542.0,,,,,14.0,11.0,3.0,,,,,,,,
544,PT03M15.00S,2024-03-09T02:38:02.5Z,4,REGULAR,3pt,Jump Shot,[],1628973,28.728646517739815,25.735294117647058,1610612752,91,70,2024-03-09T02:38:09Z,5380000,False,121.0,218.0,1,left,MISS J. Brunson 24' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
545,PT03M13.00S,2024-03-09T02:38:04.5Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612752,91,70,2024-03-09T02:38:09Z,5390000,False,,,0,,J. Hart REBOUND (Off:2 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,544.0,,,,,7.0,5.0,2.0,,,,,,,,
546,PT03M13.00S,2024-03-09T02:38:08.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628404,5.590000152587891,50.0,1610612752,93,70,2024-03-09T02:38:08Z,5400000,False,0.0,0.0,1,left,J. Hart putback DUNK (16 PTS),[1628404],1610612752.0,NYK,putback,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,16.0,,,,,,,
547,PT03M13.00S,2024-03-09T02:38:13.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,93,70,2024-03-09T02:38:13Z,5410000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,out,[],1628973,,,1610612753,93,70,2024-03-09T02:39:48Z,5420000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,93,70,2024-03-09T02:39:48Z,5430000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,93,70,2024-03-09T02:39:48Z,5440000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,out,[],1631094,,,1610612753,93,70,2024-03-09T02:39:48Z,5450000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,in,[],1630540,,,1610612753,93,70,2024-03-09T02:39:48Z,5460000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,in,[],1641710,,,1610612753,93,70,2024-03-09T02:39:48Z,5470000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,in,[],1629678,,,1610612753,93,70,2024-03-09T02:39:48Z,5480000,False,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M13.00S,2024-03-09T02:38:13.3Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,93,70,2024-03-09T02:39:48Z,5490000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT02M48.00S,2024-03-09T02:40:37.9Z,4,REGULAR,3pt,Jump Shot,[],1629643,61.84296977660972,44.6078431372549,1610612753,93,70,2024-03-09T02:40:44Z,5510000,False,-27.0,306.0,1,right,MISS C. Okeke 30' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,30.74,Missed,,,,,,,,,,,,,,,,,,
558,PT02M46.00S,2024-03-09T02:40:40.7Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612752,93,70,2024-03-09T02:40:40Z,5520000,False,,,0,,J. Sims REBOUND (Off:3 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,557.0,,,,,6.0,3.0,3.0,,,,,,,,
559,PT02M28.00S,2024-03-09T02:40:57.9Z,4,REGULAR,3pt,Jump Shot,[],1628978,16.770696452036795,95.83333333333334,1610612752,93,70,2024-03-09T02:41:09Z,5530000,False,-229.0,105.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
560,PT02M26.00S,2024-03-09T02:40:59.9Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,93,70,2024-03-09T02:41:09Z,5540000,False,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Left Center,,,,,559.0,,,,,1.0,1.0,0.0,,,,,,,,
561,PT02M16.00S,2024-03-09T02:41:09.8Z,4,REGULAR,3pt,Jump Shot,[],1629678,95.3515111695138,3.1862745098039214,1610612753,93,70,2024-03-09T02:41:16Z,5550000,False,-234.0,-9.0,1,right,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
562,PT02M14.00S,2024-03-09T02:41:11.8Z,4,REGULAR,rebound,defensive,[],1630540,,,1610612752,93,70,2024-03-09T02:41:16Z,5560000,False,,,0,,M. McBride REBOUND (Off:1 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,,,,,561.0,,,,,3.0,2.0,1.0,,,,,,,,
563,PT01M53.00S,2024-03-09T02:41:31.9Z,4,REGULAR,3pt,Jump Shot,[],1628978,28.203022339027594,16.176470588235293,1610612752,93,70,2024-03-09T02:41:36Z,5570000,False,169.0,213.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
564,PT01M51.00S,2024-03-09T02:41:33.9Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,93,70,2024-03-09T02:41:36Z,5580000,False,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,,,563.0,,,,,1.0,1.0,0.0,,,,,,,,
565,PT01M41.00S,2024-03-09T02:41:44.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629643,85.10183968462549,51.71568627450981,1610612753,93,72,2024-03-09T02:41:49Z,5590000,False,9.0,88.0,1,right,C. Okeke 8' turnaround Hook (2 PTS),[1629643],1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Center,8.79,Made,,,,,,,,,,,2.0,,,,,,,
566,PT01M23.00S,2024-03-09T02:42:04.7Z,4,REGULAR,3pt,Jump Shot,[],1628404,29.6484888304862,26.225490196078432,1610612752,96,72,2024-03-09T02:42:09Z,5600000,False,119.0,226.0,1,left,J. Hart 25' 3PT  (19 PTS) (P. Achiuwa 4 AST),"[1628404, 1630173]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,,,,,,,19.0,P. Achiuwa,1630173.0,4.0,,,,
568,PT01M13.00S,2024-03-09T02:42:19.6Z,4,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,96,72,2024-03-09T02:42:30Z,5620000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (Houstan 2 FT),"[1630579, 1631216]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1830.0,,,,,,,,,,,2.0,1.0,Houstan,1631216.0
570,PT01M13.00S,2024-03-09T02:42:50.2Z,4,REGULAR,freethrow,1 of 2,[],1631216,,,1610612753,96,73,2024-03-09T02:42:50Z,5640000,False,,,0,,C. Houstan Free Throw 1 of 2 (1 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
571,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,out,[],1628978,,,1610612753,96,73,2024-03-09T02:43:00Z,5650000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,out,[],1628404,,,1610612753,96,73,2024-03-09T02:43:00Z,5660000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,out,[],1630173,,,1610612753,96,73,2024-03-09T02:43:00Z,5670000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,in,[],1629718,,,1610612753,96,73,2024-03-09T02:43:00Z,5680000,False,,,0,,SUB in: C. Brown Jr.,[1629718],1610612752.0,NYK,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,in,[],1631210,,,1610612753,96,73,2024-03-09T02:43:00Z,5690000,False,,,0,,SUB in: J. Toppin,[1631210],1610612752.0,NYK,,,,Toppin,J. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT01M13.00S,2024-03-09T02:42:50.3Z,4,REGULAR,substitution,in,[],1629003,,,1610612753,96,73,2024-03-09T02:43:00Z,5700000,False,,,0,,SUB in: S. Milton,[1629003],1610612752.0,NYK,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT01M13.00S,2024-03-09T02:43:14.2Z,4,REGULAR,freethrow,2 of 2,[],1631216,,,1610612753,96,74,2024-03-09T02:43:14Z,5710000,False,,,0,,C. Houstan Free Throw 2 of 2 (2 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
578,PT00M54.20S,2024-03-09T02:43:34.6Z,4,REGULAR,2pt,Jump Shot,[],1630540,20.71287779237845,29.166666666666668,1610612752,98,74,2024-03-09T02:43:39Z,5720000,False,104.0,142.0,1,left,M. McBride 17' pullup Jump Shot (14 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,16-24 Right Center,17.63,Made,,,,,,,,,,,14.0,,,,,,,
579,PT00M40.20S,2024-03-09T02:43:52.2Z,4,REGULAR,3pt,Jump Shot,[],1629643,81.553876478318,92.64705882352942,1610612753,98,74,2024-03-09T02:43:58Z,5730000,False,213.0,121.0,1,right,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,,
580,PT00M37.70S,2024-03-09T02:43:54.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,98,74,2024-03-09T02:43:58Z,5740000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,579.0,,,,,,,,,,,,,,,
582,PT00M30.90S,2024-03-09T02:44:17.7Z,4,REGULAR,foul,offensive,[],1629048,,,1610612753,98,74,2024-03-09T02:44:24Z,5760000,False,,,0,,G. Bitadze offensive FOUL (1 PF),"[1629048, 1629718]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,1627962.0,,,,,,,,,,,1.0,0.0,Brown Jr.,1629718.0
584,PT00M30.90S,2024-03-09T02:44:17.7Z,4,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,98,74,2024-03-09T02:44:17Z,5780000,False,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,1627962.0,1.0,,,,,,,,,,,,,
