actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT09M44.00S,2024-03-09T01:14:50.8Z,2,REGULAR,substitution,in,[],202692,,,1610612753,39,27,2024-03-09T01:14:56Z,1680000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M44.00S,2024-03-09T01:15:16.7Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,39,28,2024-03-09T01:15:16Z,1690000,False,,,0,,C. Anthony Free Throw 2 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
172,PT09M22.00S,2024-03-09T01:15:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.77463863337714,47.794117647058826,1610612752,39,28,2024-03-09T01:15:51Z,1700000,False,-11.0,6.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612752.0,NYK,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
173,PT09M21.00S,2024-03-09T01:15:44.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,39,28,2024-03-09T01:17:52Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,172.0,,,,,,,,,,,,,,,
175,PT09M21.00S,2024-03-09T01:16:06.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,39,28,2024-03-09T01:17:52Z,1730000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M21.00S,2024-03-09T01:16:13.4Z,2,REGULAR,substitution,out,[],204060,,,1610612752,39,28,2024-03-09T01:18:45Z,1740000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M21.00S,2024-03-09T01:16:13.4Z,2,REGULAR,substitution,in,[],1630532,,,1610612752,39,28,2024-03-09T01:18:45Z,1745000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M15.00S,2024-03-09T01:19:10.8Z,2,REGULAR,turnover,bad pass,[],1628392,,,1610612752,39,28,2024-03-09T01:19:36Z,1760000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630175]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Anthony,1630175.0,,,,,,,,,,,
181,PT09M15.00S,2024-03-09T01:19:10.8Z,2,REGULAR,steal,,[],1630175,,,1610612753,39,28,2024-03-09T01:19:17Z,1770000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
182,PT09M13.00S,2024-03-09T01:19:16.2Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612753,39,28,2024-03-09T01:19:21Z,1780000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Anthony 2 FT),"[1628404, 1630175]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Anthony,1630175.0
184,PT09M13.00S,2024-03-09T01:19:46.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630175,,,1610612753,39,28,2024-03-09T01:19:46Z,1800000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT09M13.00S,2024-03-09T01:19:46.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,39,28,2024-03-09T01:19:46Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,
186,PT09M13.00S,2024-03-09T01:20:03.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630175,,,1610612753,39,29,2024-03-09T01:20:03Z,1820000,False,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
187,PT08M56.00S,2024-03-09T01:20:22.0Z,2,REGULAR,3pt,Jump Shot,[],202692,66.96780551905388,43.13725490196079,1610612752,39,29,2024-03-09T01:20:41Z,1830000,False,-34.0,258.0,1,right,MISS A. Burks 26' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
188,PT08M53.00S,2024-03-09T01:20:25.0Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,39,29,2024-03-09T01:20:29Z,1840000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,,,187.0,,,,,3.0,2.0,1.0,,,,,,,,
189,PT08M35.00S,2024-03-09T01:20:43.0Z,2,REGULAR,2pt,Jump Shot,[],1630532,20.844283837056505,60.29411764705882,1610612753,39,31,2024-03-09T01:20:46Z,1850000,False,-51.0,143.0,1,left,F. Wagner 15' driving floating Jump Shot (2 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,15.24,Made,,,,,,,,,,,2.0,,,,,,,
190,PT08M24.00S,2024-03-09T01:20:53.8Z,2,REGULAR,2pt,Jump Shot,[],1630540,87.99277266754271,31.127450980392158,1610612752,39,31,2024-03-09T01:20:57Z,1860000,False,-94.0,60.0,1,right,MISS M. McBride 11' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,11.21,Missed,,,,,,,,,,,,,,,,,,
191,PT08M22.00S,2024-03-09T01:20:55.8Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,39,31,2024-03-09T01:21:03Z,1870000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,190.0,,,,,2.0,2.0,0.0,,,,,,,,
192,PT08M15.00S,2024-03-09T01:21:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628371,6.521024967148489,3.1862745098039214,1610612753,39,31,2024-03-09T01:21:07Z,1880000,False,234.0,9.0,1,left,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
193,PT08M14.00S,2024-03-09T01:21:06.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,39,31,2024-03-09T01:21:06Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,,,192.0,,,,,,,,,,,,,,,
195,PT07M59.00S,2024-03-09T01:21:30.7Z,2,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612752,39,31,2024-03-09T01:21:45Z,1910000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1628365, 202711]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1627524.0,,,,,,,,,,,1.0,0.0,Bogdanovic,202711.0
197,PT07M59.00S,2024-03-09T01:22:03.4Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612752,39,31,2024-03-09T01:22:03Z,1930000,False,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT07M59.00S,2024-03-09T01:22:03.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,39,31,2024-03-09T01:22:03Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,
199,PT07M59.00S,2024-03-09T01:22:03.5Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,39,31,2024-03-09T01:22:16Z,1950000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M59.00S,2024-03-09T01:22:03.5Z,2,REGULAR,substitution,out,[],1628365,,,1610612752,39,31,2024-03-09T01:22:16Z,1960000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M59.00S,2024-03-09T01:22:03.5Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,39,31,2024-03-09T01:22:16Z,1970000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M59.00S,2024-03-09T01:22:03.5Z,2,REGULAR,substitution,in,[],1631094,,,1610612752,39,31,2024-03-09T01:22:16Z,1980000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M59.00S,2024-03-09T01:22:34.3Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612752,40,31,2024-03-09T01:22:34Z,1990000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (6 PTS),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
204,PT07M43.00S,2024-03-09T01:22:54.9Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,40,31,2024-03-09T01:22:58Z,2000000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1628392]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,,
205,PT07M43.00S,2024-03-09T01:22:54.9Z,2,REGULAR,steal,,[],1628392,,,1610612752,40,31,2024-03-09T01:23:47Z,2010000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
206,PT07M37.00S,2024-03-09T01:23:00.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,82.21090670170827,95.58823529411765,1610612752,40,31,2024-03-09T01:23:08Z,2020000,False,228.0,115.0,1,right,MISS B. Bogdanovic 25' running 3PT,[202711],1610612752.0,NYK,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
207,PT07M34.00S,2024-03-09T01:23:03.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,40,31,2024-03-09T01:23:08Z,2030000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,206.0,,,,,,,,,,,,,,,
209,PT07M34.00S,2024-03-09T01:23:06.6Z,2,REGULAR,substitution,out,[],202711,,,1610612753,40,31,2024-03-09T01:23:13Z,2050000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M34.00S,2024-03-09T01:23:06.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612753,40,31,2024-03-09T01:23:13Z,2060000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M22.00S,2024-03-09T01:23:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,13.354139290407357,49.01960784313725,1610612753,40,31,2024-03-09T01:23:42Z,2070000,False,5.0,73.0,1,left,MISS F. Wagner 7' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
212,PT07M20.00S,2024-03-09T01:23:39.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,40,31,2024-03-09T01:23:42Z,2080000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,211.0,,,,,1.0,1.0,0.0,,,,,,,,
213,PT07M00.00S,2024-03-09T01:23:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,89.30683311432325,50.49019607843137,1610612752,40,31,2024-03-09T01:24:23Z,2090000,False,2.0,48.0,1,right,MISS A. Burks driving Layup - blocked,"[202692, 1631094]",1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,Banchero,1631094.0,,,,,,,,,,,,,,,,
214,PT07M00.00S,2024-03-09T01:23:59.4Z,2,REGULAR,block,,[],1631094,,,1610612752,40,31,2024-03-09T01:24:23Z,2100000,False,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT06M58.00S,2024-03-09T01:24:01.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,40,31,2024-03-09T01:24:23Z,2110000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,213.0,,,,,1.0,1.0,0.0,,,,,,,,
216,PT06M55.00S,2024-03-09T01:24:04.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630532,5.601182654402102,50.73529411764706,1610612753,40,33,2024-03-09T01:24:59Z,2120000,False,-4.0,0.0,1,left,F. Wagner running DUNK (4 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,,4.0,C. Anthony,1630175.0,1.0,,,,
218,PT06M31.00S,2024-03-09T01:24:29.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,83.39356110381078,44.36274509803921,1610612752,40,33,2024-03-09T01:24:36Z,2140000,False,-28.0,104.0,1,right,MISS P. Achiuwa 10' pullup Shot - blocked,"[1630173, 1631094]",1610612752.0,NYK,pullup,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,Banchero,1631094.0,,,,,,,,,,,,,,,,
219,PT06M31.00S,2024-03-09T01:24:29.3Z,2,REGULAR,block,,[],1631094,,,1610612752,40,33,2024-03-09T01:24:32Z,2150000,False,,,0,,P. Banchero BLOCK (3 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
220,PT06M29.00S,2024-03-09T01:24:31.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,40,33,2024-03-09T01:24:36Z,2160000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,218.0,,,,,3.0,3.0,0.0,,,,,,,,
221,PT06M27.00S,2024-03-09T01:24:36.1Z,2,REGULAR,foul,offensive,[],1631094,,,1610612753,40,33,2024-03-09T01:24:42Z,2170000,False,,,0,,P. Banchero charge offensive FOUL (1 PF),"[1631094, 1628973]",1610612753.0,ORL,charge,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627962.0,,,,,,,,,,,1.0,0.0,Brunson,1628973.0
223,PT06M27.00S,2024-03-09T01:24:36.1Z,2,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,40,33,2024-03-09T01:24:36Z,2190000,False,,,0,,P. Banchero offensive foul TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627962.0,1.0,,,,,,,,,,,,,
224,PT06M27.00S,2024-03-09T01:24:36.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612752,40,33,2024-03-09T01:24:57Z,2200000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M27.00S,2024-03-09T01:24:36.2Z,2,REGULAR,substitution,in,[],1628976,,,1610612752,40,33,2024-03-09T01:24:57Z,2210000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M08.00S,2024-03-09T01:25:16.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628392,93.9060446780552,49.754901960784316,1610612752,40,33,2024-03-09T01:25:25Z,2220000,False,-1.0,5.0,1,right,MISS I. Hartenstein driving DUNK - blocked,"[1628392, 1628371]",1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.49,Missed,Isaac,1628371.0,,,,,,,,,,,,,,,,
227,PT06M08.00S,2024-03-09T01:25:16.2Z,2,REGULAR,block,,[],1628371,,,1610612752,40,33,2024-03-09T01:25:20Z,2230000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
228,PT06M06.00S,2024-03-09T01:25:18.2Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,40,33,2024-03-09T01:25:54Z,2240000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,226.0,,,,,5.0,4.0,1.0,,,,,,,,
229,PT06M03.00S,2024-03-09T01:25:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,94.43166885676742,47.549019607843135,1610612752,42,33,2024-03-09T01:25:54Z,2250000,False,-12.0,0.0,1,right,P. Achiuwa putback Layup (4 PTS),[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,4.0,,,,,,,
230,PT05M53.00S,2024-03-09T01:25:31.7Z,2,REGULAR,3pt,Jump Shot,[],1628976,4.155716162943495,95.58823529411765,1610612753,42,33,2024-03-09T01:25:37Z,2260000,False,-228.0,-13.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
231,PT05M51.00S,2024-03-09T01:25:33.7Z,2,REGULAR,rebound,offensive,[],1628371,,,1610612753,42,33,2024-03-09T01:25:37Z,2270000,False,,,0,,J. Isaac REBOUND (Off:2 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,,,,,230.0,,,,,4.0,2.0,2.0,,,,,,,,
232,PT05M49.00S,2024-03-09T01:25:35.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628371,6.1268068331143235,49.754901960784316,1610612753,42,35,2024-03-09T01:25:41Z,2280000,False,1.0,5.0,1,left,J. Isaac putback DUNK (8 PTS),[1628371],1610612753.0,ORL,putback,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,,,,,,,8.0,,,,,,,
233,PT05M31.00S,2024-03-09T01:25:53.7Z,2,REGULAR,3pt,Jump Shot,[],1628404,68.01905387647832,62.5,1610612752,42,35,2024-03-09T01:26:01Z,2290000,False,62.0,248.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
234,PT05M29.00S,2024-03-09T01:25:55.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,42,35,2024-03-09T01:26:01Z,2300000,False,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,233.0,,,,,4.0,4.0,0.0,,,,,,,,
235,PT05M23.00S,2024-03-09T01:26:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,6.389618922470433,49.754901960784316,1610612753,42,35,2024-03-09T01:26:14Z,2310000,False,1.0,8.0,1,left,MISS F. Wagner running Layup - blocked,"[1630532, 1630173]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.77,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
236,PT05M23.00S,2024-03-09T01:26:01.0Z,2,REGULAR,block,,[],1630173,,,1610612753,42,35,2024-03-09T01:26:05Z,2320000,False,,,0,,P. Achiuwa BLOCK (3 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT05M21.00S,2024-03-09T01:26:03.0Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,42,35,2024-03-09T01:26:14Z,2330000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,235.0,,,,,5.0,2.0,3.0,,,,,,,,
238,PT05M17.00S,2024-03-09T01:26:07.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,4.418528252299605,94.85294117647058,1610612753,42,35,2024-03-09T01:26:19Z,2340000,False,-224.0,-11.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
239,PT05M15.00S,2024-03-09T01:26:09.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,42,35,2024-03-09T01:26:19Z,2350000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,238.0,,,,,6.0,5.0,1.0,,,,,,,,
240,PT05M02.00S,2024-03-09T01:26:22.8Z,2,REGULAR,2pt,Jump Shot,[],1628973,86.41590013140605,33.088235294117645,1610612752,44,35,2024-03-09T01:26:27Z,2360000,False,-85.0,75.0,1,right,J. Brunson 11' driving floating Jump Shot (12 PTS) (P. Achiuwa 1 AST),"[1628973, 1630173]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,11.32,Made,,,,,,,,,,,12.0,P. Achiuwa,1630173.0,1.0,,,,
241,PT04M44.00S,2024-03-09T01:26:42.8Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,44,35,2024-03-09T01:26:48Z,2370000,False,,,0,,W. Carter Jr. offensive FOUL (2 PF),"[1628976, 1630173]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,,,1830.0,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0
243,PT04M44.00S,2024-03-09T01:26:42.8Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,44,35,2024-03-09T01:26:42Z,2390000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,,,1830.0,2.0,,,,,,,,,,,,,
244,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,out,[],202692,,,1610612752,44,35,2024-03-09T01:26:55Z,2400000,False,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,out,[],1628371,,,1610612752,44,35,2024-03-09T01:26:55Z,2410000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,out,[],1630175,,,1610612752,44,35,2024-03-09T01:26:55Z,2420000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,44,35,2024-03-09T01:26:55Z,2430000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,in,[],203914,,,1610612752,44,35,2024-03-09T01:26:55Z,2440000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M44.00S,2024-03-09T01:26:42.9Z,2,REGULAR,substitution,in,[],1641710,,,1610612752,44,35,2024-03-09T01:26:55Z,2450000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M18.00S,2024-03-09T01:27:25.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,91.5407358738502,22.058823529411764,1610612752,44,35,2024-03-09T01:27:36Z,2460000,False,-140.0,27.0,1,right,MISS J. Brunson 14' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,14.23,Missed,,,,,,,,,,,,,,,,,,
251,PT04M16.00S,2024-03-09T01:27:27.6Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,44,35,2024-03-09T01:27:36Z,2470000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,250.0,,,,,2.0,2.0,0.0,,,,,,,,
