actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT04M55.00S,2022-11-20T23:53:09.0Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,46,45,2022-11-20T23:53:13Z,2560000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,256.0,,,2.0,1.0,1.0,,,,,,
258,PT04M51.00S,2022-11-20T23:53:12.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630539,92.19776609724047,54.166666666666664,1610612766,46,47,2022-11-20T23:53:18Z,2570000,False,21.0,21.0,1,right,K. Jones Layup (2 PTS) (M. Plumlee 2 AST),"[1630539, 203486]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.94,Made,2.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
261,PT04M37.00S,2022-11-20T23:53:30.8Z,2,REGULAR,foul,personal,[],204001,,,1610612764,46,47,2022-11-20T23:56:26Z,2600000,False,,,0,,K. Porzingis loose ball personal FOUL (1 PF),"[204001, 1626162]",1610612764.0,WAS,loose ball,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,101284.0,,,,,,,1.0,1.0,Oubre Jr.,1626162.0
333,PT04M37.00S,2022-11-20T23:53:42.5Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612764,46,47,2022-11-21T00:13:06Z,2625000,False,,,0,,K. Porzingis lost ball TURNOVER (1 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,,,,,,,,,
270,PT04M28.00S,2022-11-20T23:54:08.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626162,91.40932982917214,51.9607843137255,1610612766,46,49,2022-11-21T00:16:14Z,2690000,False,10.0,28.0,1,right,K. Oubre Jr. driving DUNK (4 PTS) (M. Plumlee 3 AST),"[1626162, 203486]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.99,Made,4.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,,
271,PT04M28.00S,2022-11-20T23:54:17.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,46,49,2022-11-20T23:54:17Z,2700000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,out,[],1630692,,,1610612764,46,49,2022-11-20T23:56:40Z,2710000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,out,[],1629667,,,1610612764,46,49,2022-11-20T23:56:40Z,2720000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,46,49,2022-11-20T23:56:40Z,2740000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,in,[],1626179,,,1610612764,46,49,2022-11-20T23:56:40Z,2760000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,out,[],1628398,,,1610612764,46,49,2022-11-21T00:29:34Z,2765000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M28.00S,2022-11-20T23:55:00.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,46,49,2022-11-21T00:29:34Z,2767500,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M13.00S,2022-11-20T23:57:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.783837056504599,48.03921568627451,1610612764,48,49,2022-11-21T00:49:29Z,2770000,False,10.0,11.0,1,left,B. Beal driving reverse Layup (8 PTS),[203078],1610612764.0,WAS,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.5,Made,8.0,,,,,,,,,,,,,,,,,
282,PT03M54.00S,2022-11-20T23:57:38.9Z,2,REGULAR,foul,personal,[],203078,,,1610612766,48,49,2022-11-21T00:49:45Z,2780000,False,,,0,,B. Beal personal FOUL (2 PF),"[203078, 1626162]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101284.0,,,,,,,2.0,0.0,Oubre Jr.,1626162.0
284,PT03M50.00S,2022-11-20T23:58:03.8Z,2,REGULAR,turnover,traveling,[],1630539,,,1610612766,48,49,2022-11-20T23:58:14Z,2800000,False,,,0,,K. Jones traveling TURNOVER (1 TO),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
285,PT03M31.00S,2022-11-20T23:58:34.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],204001,17.296320630749015,32.1078431372549,1610612764,48,49,2022-11-20T23:58:38Z,2810000,False,89.0,110.0,1,left,MISS K. Porzingis 14' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,14.19,Missed,,,,,,,,,,,,,,,,,,
286,PT03M29.00S,2022-11-20T23:58:36.3Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,48,49,2022-11-20T23:58:38Z,2820000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,285.0,,,2.0,2.0,0.0,,,,,,
287,PT03M22.00S,2022-11-20T23:58:46.4Z,2,REGULAR,foul,personal,['2freethrow'],1631098,,,1610612766,48,49,2022-11-20T23:58:52Z,2830000,False,,,0,,J. Davis shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1631098, 203486]",1610612764.0,WAS,shooting,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,,,,,,,1.0,0.0,Plumlee,203486.0
289,PT03M22.00S,2022-11-20T23:59:12.2Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,48,50,2022-11-20T23:59:12Z,2850000,False,,,0,,M. Plumlee Free Throw 1 of 2 (4 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
290,PT03M22.00S,2022-11-20T23:59:12.9Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,48,50,2022-11-20T23:59:18Z,2860000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M22.00S,2022-11-20T23:59:12.9Z,2,REGULAR,substitution,out,[],1630539,,,1610612766,48,50,2022-11-20T23:59:18Z,2870000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M22.00S,2022-11-20T23:59:12.9Z,2,REGULAR,substitution,in,[],202330,,,1610612766,48,50,2022-11-20T23:59:18Z,2880000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M22.00S,2022-11-20T23:59:12.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,48,50,2022-11-20T23:59:18Z,2890000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M22.00S,2022-11-20T23:59:28.9Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,48,51,2022-11-20T23:59:28Z,2900000,False,,,0,,M. Plumlee Free Throw 2 of 2 (5 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
295,PT03M12.00S,2022-11-20T23:59:43.3Z,2,REGULAR,foul,offensive,[],204001,,,1610612764,48,51,2022-11-20T23:59:52Z,2910000,False,,,0,,K. Porzingis offensive FOUL (2 PF),"[204001, 1626179]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,,,,,,,2.0,1.0,Rozier,1626179.0
297,PT03M12.00S,2022-11-20T23:59:43.3Z,2,REGULAR,turnover,offensive foul,[],204001,,,1610612764,48,51,2022-11-20T23:59:43Z,2930000,False,,,0,,K. Porzingis offensive foul TURNOVER (2 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,2.0,,,,,,,,,
298,PT02M54.00S,2022-11-21T00:00:11.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,74.32654402102497,9.558823529411764,1610612766,48,51,2022-11-21T00:00:17Z,2940000,False,-202.0,189.0,1,right,MISS T. Rozier 27' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
299,PT02M52.00S,2022-11-21T00:00:13.9Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,48,51,2022-11-21T00:00:17Z,2950000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,298.0,,,1.0,1.0,0.0,,,,,,
300,PT02M46.00S,2022-11-21T00:00:20.7Z,2,REGULAR,2pt,Jump Shot,[],1631098,16.90210249671485,22.058823529411764,1610612764,48,51,2022-11-21T00:00:25Z,2960000,False,140.0,106.0,1,left,MISS J. Davis 17' pullup Shot,[1631098],1610612764.0,WAS,pullup,,,Davis,J. Davis,,,,,Mid-Range,16-24 Right Center,17.56,Missed,,,,,,,,,,,,,,,,,,
301,PT02M44.00S,2022-11-21T00:00:22.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,48,51,2022-11-21T00:00:25Z,2970000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,300.0,,,2.0,2.0,0.0,,,,,,
302,PT02M35.00S,2022-11-21T00:00:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,89.04402102496715,39.705882352941174,1610612766,48,53,2022-11-21T00:00:35Z,2980000,False,-51.0,50.0,1,right,K. Oubre Jr. 7' driving floating Jump Shot (6 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,6.0,,,,,,,,,,,,,,,,,
303,PT02M25.00S,2022-11-21T00:00:40.9Z,2,REGULAR,2pt,Jump Shot,[],203078,25.969119579500656,57.107843137254896,1610612764,50,53,2022-11-21T00:00:45Z,2990000,False,-36.0,192.0,1,left,B. Beal 19' pullup Jump Shot (10 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,19.49,Made,10.0,,,,,,,,,,,,,,,,,
304,PT02M09.00S,2022-11-21T00:00:56.7Z,2,REGULAR,3pt,Jump Shot,[],1629023,78.66294349540078,92.15686274509804,1610612766,50,53,2022-11-21T00:01:00Z,3000000,False,211.0,148.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
305,PT02M08.00S,2022-11-21T00:00:57.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,50,53,2022-11-21T00:01:00Z,3010000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,304.0,,,3.0,2.0,1.0,,,,,,
306,PT01M49.00S,2022-11-21T00:01:19.8Z,2,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,50,53,2022-11-21T00:01:27Z,3020000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (4 TO),[203078],1610612764.0,WAS,bad pass,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628172.0,4.0,,,,,,,,,
307,PT01M49.00S,2022-11-21T00:01:22.6Z,2,REGULAR,substitution,out,[],1631098,,,1610612766,50,53,2022-11-21T00:01:29Z,3030000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M49.00S,2022-11-21T00:01:22.6Z,2,REGULAR,substitution,in,[],1628398,,,1610612766,50,53,2022-11-21T00:01:29Z,3040000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M37.00S,2022-11-21T00:01:47.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,84.83902759526939,20.098039215686274,1610612766,50,53,2022-11-21T00:01:54Z,3050000,False,-150.0,90.0,1,right,MISS T. Rozier 17' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left,17.45,Missed,,,,,,,,,,,,,,,,,,
310,PT01M34.00S,2022-11-21T00:01:50.3Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,50,53,2022-11-21T00:01:50Z,3060000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left,,,,,,,,,309.0,,,3.0,1.0,2.0,,,,,,
311,PT01M30.00S,2022-11-21T00:01:54.6Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202330,90.22667542706965,79.16666666666666,1610612766,50,53,2022-11-21T00:01:58Z,3070000,False,146.0,39.0,1,right,MISS G. Hayward 15' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,15.1,Missed,,,,,,,,,,,,,,,,,,
312,PT01M28.00S,2022-11-21T00:01:56.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,50,53,2022-11-21T00:01:58Z,3080000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,,,311.0,,,4.0,3.0,1.0,,,,,,
313,PT01M20.00S,2022-11-21T00:02:04.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,10.200394218134035,59.068627450980394,1610612764,50,53,2022-11-21T00:02:11Z,3090000,False,-45.0,43.0,1,left,MISS K. Porzingis 6' DUNK,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
314,PT01M18.00S,2022-11-21T00:02:06.2Z,2,REGULAR,rebound,offensive,[],1630557,,,1610612764,50,53,2022-11-21T00:02:24Z,3100000,False,,,0,,C. Kispert REBOUND (Off:1 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,313.0,,,3.0,2.0,1.0,,,,,,
315,PT01M16.00S,2022-11-21T00:02:08.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203078,21.369908015768726,94.36274509803921,1610612764,53,53,2022-11-21T00:02:24Z,3110000,False,-222.0,148.0,1,left,B. Beal 26' 3PT  (13 PTS) (K. Kuzma 4 AST),"[203078, 1628398]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,26.69,Made,13.0,K. Kuzma,1628398.0,4.0,,,,,,,,,,,,,,
317,PT01M00.00S,2022-11-21T00:02:23.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,67.36202365308804,42.40196078431372,1610612766,53,53,2022-11-21T00:50:08Z,3130000,False,-38.0,254.0,1,right,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
318,PT00M58.30S,2022-11-21T00:02:24.9Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,53,53,2022-11-21T00:02:29Z,3140000,False,,,0,,C. Kispert REBOUND (Off:1 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,,,,317.0,,,4.0,3.0,1.0,,,,,,
319,PT00M50.90S,2022-11-21T00:02:33.5Z,2,REGULAR,3pt,Jump Shot,[],203078,5.206964520367937,5.392156862745098,1610612764,56,53,2022-11-21T00:02:44Z,3150000,False,223.0,-4.0,1,left,B. Beal 3PT  (16 PTS) (K. Kuzma 5 AST),"[203078, 1628398]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,22.3,Made,16.0,K. Kuzma,1628398.0,5.0,,,,,,,,,,,,,,
322,PT00M33.30S,2022-11-21T00:02:56.2Z,2,REGULAR,2pt,Jump Shot,[],1629023,90.75229960578186,82.59803921568627,1610612766,56,53,2022-11-21T00:03:00Z,3180000,False,163.0,34.0,1,right,MISS P. Washington 16' Jump Shot,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right,16.66,Missed,,,,,,,,,,,,,,,,,,
323,PT00M31.20S,2022-11-21T00:02:58.3Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,56,53,2022-11-21T00:03:00Z,3190000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right,,,,,,,,,322.0,,,2.0,2.0,0.0,,,,,,
325,PT00M30.50S,2022-11-21T00:02:59.8Z,2,REGULAR,turnover,lost ball,[],203078,,,1610612764,56,53,2022-11-21T00:03:08Z,3210000,False,,,0,,B. Beal lost ball TURNOVER (5 TO),"[203078, 1626162]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,5.0,,,,Oubre Jr.,1626162.0,,,,
326,PT00M30.50S,2022-11-21T00:02:59.8Z,2,REGULAR,steal,,[],1626162,,,1610612766,56,53,2022-11-21T00:03:04Z,3220000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
327,PT00M27.50S,2022-11-21T00:03:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,92.85479632063075,48.03921568627451,1610612766,56,55,2022-11-21T00:03:11Z,3230000,False,-10.0,15.0,1,right,K. Oubre Jr. Layup (8 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.77,Made,8.0,,,,,,,,,,,,,,,,,
328,PT00M09.00S,2022-11-21T00:03:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630557,7.046649145860711,5.147058823529411,1610612764,59,55,2022-11-21T00:03:28Z,3240000,False,224.0,14.0,1,left,C. Kispert 3PT  (8 PTS) (K. Porzingis 1 AST),"[1630557, 204001]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,22.47,Made,8.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
330,PT00M00.30S,2022-11-21T00:03:36.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,89.96386333771353,47.794117647058826,1610612766,59,55,2022-11-21T00:03:45Z,3260000,False,-11.0,42.0,1,right,MISS M. Plumlee Hook,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-11-21T00:03:37.1Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,59,55,2022-11-21T00:03:45Z,3270000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,330.0,,,5.0,4.0,1.0,,,,,,
332,PT00M00.00S,2022-11-21T00:03:46.3Z,2,REGULAR,period,end,[],0,,,1610612764,59,55,2022-11-21T00:03:46Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-21T00:18:50.6Z,3,REGULAR,period,start,[],0,,,1610612766,59,55,2022-11-21T00:18:57Z,3290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M41.00S,2022-11-21T00:19:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,9.280551905387648,62.00980392156863,1610612766,59,55,2022-11-21T00:19:16Z,3300000,False,-60.0,35.0,1,left,MISS M. Plumlee 6' Layup - blocked,"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,
337,PT11M41.00S,2022-11-21T00:19:09.5Z,3,REGULAR,block,,[],204001,,,1610612766,59,55,2022-11-21T00:19:11Z,3310000,False,,,0,,K. Porzingis BLOCK (3 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
338,PT11M37.00S,2022-11-21T00:19:13.5Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,59,55,2022-11-21T00:19:16Z,3320000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,336.0,,,3.0,2.0,1.0,,,,,,
339,PT11M36.00S,2022-11-21T00:19:13.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626162,10.5946123521682,47.30392156862745,1610612766,59,55,2022-11-21T00:21:14Z,3330000,False,13.0,47.0,1,left,MISS K. Oubre Jr. fadeaway Shot,[1626162],1610612766.0,CHA,fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
340,PT11M34.00S,2022-11-21T00:19:15.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,59,55,2022-11-21T00:19:20Z,3340000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,339.0,,,4.0,3.0,1.0,,,,,,
341,PT11M14.00S,2022-11-21T00:19:34.8Z,3,REGULAR,3pt,Jump Shot,[],1630166,73.27529566360053,17.892156862745097,1610612764,59,55,2022-11-21T00:19:39Z,3350000,False,-161.0,199.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
342,PT11M12.00S,2022-11-21T00:19:36.8Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,59,55,2022-11-21T00:19:39Z,3360000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,341.0,,,4.0,3.0,1.0,,,,,,
345,PT11M08.00S,2022-11-21T00:20:00.7Z,3,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612766,59,55,2022-11-21T00:20:18Z,3390000,False,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Washington 2 FT),"[1628398, 1629023]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Washington,1629023.0
347,PT11M08.00S,2022-11-21T00:20:12.2Z,3,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,59,55,2022-11-21T00:20:12Z,3410000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT11M08.00S,2022-11-21T00:20:12.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,59,55,2022-11-21T00:20:12Z,3420000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,
349,PT11M08.00S,2022-11-21T00:20:26.5Z,3,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,59,56,2022-11-21T00:20:26Z,3430000,False,,,0,,P. Washington Free Throw 2 of 2 (8 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
350,PT10M51.00S,2022-11-21T00:20:45.2Z,3,REGULAR,3pt,Jump Shot,[],203078,95.6143232588699,2.941176470588235,1610612764,62,56,2022-11-21T00:20:50Z,3440000,False,-235.0,-11.0,1,right,B. Beal 3PT  (19 PTS) (C. Kispert 3 AST),"[203078, 1630557]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,23.56,Made,19.0,C. Kispert,1630557.0,3.0,,,,,,,,,,,,,,
