actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
174,PT09M10.00S,2022-10-25T23:42:31.4Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,30,27,2022-10-25T23:42:38Z,1720000,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,173.0,3.0,1.0,2.0,,,,,,,,,,,,,,
175,PT09M10.00S,2022-10-25T23:42:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,7.178055190538765,47.30392156862745,1610612765,30,29,2022-10-25T23:47:14Z,1730000,13.0,15.0,1,left,J. Duren tip Layup (4 PTS),[1631105],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,2.02,Made,Duren,J. Duren,,,,,,,,,,4.0,,,,,,,,
176,PT09M10.00S,2022-10-25T23:42:42.5Z,2,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612765,30,29,2022-10-25T23:42:48Z,1740000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Duren 1 FT),"[1629655, 1631105]",1610612764.0,WAS,shooting,,,,,,Restricted Area,0-8 Center,,,Gafford,D. Gafford,,,,,204059.0,1.0,0.0,Duren,1631105.0,,,,,,,,,
178,PT09M10.00S,2022-10-25T23:43:02.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631105,,,1610612765,30,29,2022-10-25T23:43:10Z,1760000,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,,,,,,,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,,
179,PT09M08.00S,2022-10-25T23:43:04.6Z,2,REGULAR,rebound,offensive,[],1630587,,,1610612765,30,29,2022-10-25T23:43:10Z,1770000,,,0,,I. Livers REBOUND (Off:1 Def:0),[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,178.0,1.0,0.0,1.0,,,,,,,,,,,,,,
180,PT09M06.00S,2022-10-25T23:43:06.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630587,17.0335085413929,7.598039215686274,1610612765,30,29,2022-10-25T23:43:14Z,1780000,212.0,108.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,23.77,Missed,Livers,I. Livers,,,,,,,,,,,,,,,,,,
181,PT09M03.00S,2022-10-25T23:43:10.2Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,30,29,2022-10-25T23:43:10Z,1790000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Diallo,H. Diallo,180.0,4.0,3.0,1.0,,,,,,,,,,,,,,
182,PT08M55.00S,2022-10-25T23:43:17.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202709,32.276609724047304,66.17647058823529,1610612765,30,32,2022-10-25T23:43:22Z,1800000,-81.0,251.0,1,left,C. Joseph 26' 3PT pullup (3 PTS),[202709],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,26.36,Made,Joseph,C. Joseph,,,,,,,,,,3.0,,,,,,,,
183,PT08M53.00S,2022-10-25T23:43:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,30,32,2022-10-25T23:43:23Z,1810000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M39.00S,2022-10-25T23:46:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,91.27792378449409,36.76470588235294,1610612764,32,32,2022-10-25T23:46:40Z,1820000,-66.0,29.0,1,right,W. Barton 7' floating Jump Shot (2 PTS),[203115],1610612764.0,WAS,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.25,Made,Barton,W. Barton,,,,,,,,,,2.0,,,,,,,,
185,PT08M24.00S,2022-10-25T23:46:48.6Z,2,REGULAR,3pt,Jump Shot,[],202709,9.543363994743759,6.127450980392156,1610612765,32,32,2022-10-25T23:47:00Z,1830000,219.0,37.0,1,left,MISS C. Joseph 3PT,[202709],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,22.25,Missed,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
186,PT08M16.00S,2022-10-25T23:46:56.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,32,2022-10-25T23:50:32Z,1840000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,,,,Right Corner 3,24+ Right,,,Kuzma,K. Kuzma,185.0,3.0,3.0,0.0,,,,,,,,,,,,,,
187,PT08M13.00S,2022-10-25T23:46:58.5Z,2,REGULAR,3pt,Jump Shot,[],203115,80.50262812089356,5.88235294117647,1610612764,35,32,2022-10-25T23:50:40Z,1850000,-221.0,131.0,1,right,W. Barton 25' 3PT step back (5 PTS),[203115],1610612764.0,WAS,step back,,,,,,Above the Break 3,24+ Left Center,25.65,Made,Barton,W. Barton,,,,,,,,,,5.0,,,,,,,,
188,PT07M55.00S,2022-10-25T23:47:17.5Z,2,REGULAR,turnover,lost ball,[],1630165,,,1610612765,35,32,2022-10-25T23:47:22Z,1860000,,,0,,K. Hayes lost ball TURNOVER (3 TO),"[1630165, 1626153]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Hayes,K. Hayes,,,,,,,,,,,,,,3.0,Wright,1626153.0,,
189,PT07M55.00S,2022-10-25T23:47:17.5Z,2,REGULAR,steal,,[],1626153,,,1610612764,35,32,2022-10-25T23:47:19Z,1870000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
190,PT07M49.00S,2022-10-25T23:47:22.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,93.38042049934296,55.88235294117647,1610612764,37,32,2022-10-25T23:47:31Z,1880000,29.0,10.0,1,right,K. Kuzma running alley-oop DUNK (6 PTS) (D. Wright 3 AST),"[1628398, 1626153]",1610612764.0,WAS,running alley-oop,,,,,,Restricted Area,0-8 Center,3.1,Made,Kuzma,K. Kuzma,,,,,,,,,,6.0,D. Wright,1626153.0,3.0,,,,,
192,PT07M35.00S,2022-10-25T23:47:36.3Z,2,REGULAR,2pt,Jump Shot,[],1630165,24.392247043363994,54.65686274509803,1610612765,37,32,2022-10-25T23:47:41Z,1900000,-23.0,177.0,1,left,MISS K. Hayes 17' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,17.83,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
193,PT07M33.00S,2022-10-25T23:47:38.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,37,32,2022-10-25T23:47:41Z,1910000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Kuzma,K. Kuzma,192.0,4.0,4.0,0.0,,,,,,,,,,,,,,
194,PT07M29.00S,2022-10-25T23:47:45.5Z,2,REGULAR,foul,personal,[],1630165,,,1610612764,37,32,2022-10-25T23:47:53Z,1920000,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1628398]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Hayes,K. Hayes,,,,,202007.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
196,PT07M29.00S,2022-10-25T23:47:52.3Z,2,REGULAR,substitution,out,[],1626153,,,1610612764,37,32,2022-10-25T23:47:55Z,1940000,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
197,PT07M29.00S,2022-10-25T23:47:52.3Z,2,REGULAR,substitution,in,[],1628420,,,1610612764,37,32,2022-10-25T23:47:55Z,1950000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,
198,PT07M29.00S,2022-10-25T23:48:09.3Z,2,REGULAR,substitution,out,[],1630165,,,1610612764,37,32,2022-10-25T23:48:15Z,1960000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
199,PT07M29.00S,2022-10-25T23:48:09.3Z,2,REGULAR,substitution,out,[],1630587,,,1610612764,37,32,2022-10-25T23:48:15Z,1970000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,
200,PT07M29.00S,2022-10-25T23:48:09.3Z,2,REGULAR,substitution,in,[],1631093,,,1610612764,37,32,2022-10-25T23:48:15Z,1980000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
201,PT07M29.00S,2022-10-25T23:48:09.3Z,2,REGULAR,substitution,in,[],202711,,,1610612764,37,32,2022-10-25T23:48:15Z,1990000,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
202,PT07M22.00S,2022-10-25T23:48:35.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.9862023653088,49.754901960784316,1610612764,39,32,2022-10-25T23:48:42Z,2000000,-1.0,13.0,1,right,D. Gafford cutting DUNK (6 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,1.35,Made,Gafford,D. Gafford,,,,,,,,,,6.0,K. Kuzma,1628398.0,1.0,,,,,
204,PT07M09.00S,2022-10-25T23:48:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.178055190538765,49.754901960784316,1610612765,39,34,2022-10-25T23:48:53Z,2020000,1.0,15.0,1,left,H. Diallo cutting Layup (2 PTS) (J. Ivey 3 AST),"[1628977, 1631093]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,1.5,Made,Diallo,H. Diallo,,,,,,,,,,2.0,J. Ivey,1631093.0,3.0,,,,,
206,PT06M57.00S,2022-10-25T23:48:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.11760840998686,52.94117647058824,1610612764,41,34,2022-10-25T23:49:03Z,2040000,15.0,12.0,1,right,D. Gafford Layup (8 PTS) (W. Barton 1 AST),"[1629655, 203115]",1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,1.91,Made,Gafford,D. Gafford,,,,,,,,,,8.0,W. Barton,203115.0,1.0,,,,,
208,PT06M44.00S,2022-10-25T23:49:15.5Z,2,REGULAR,foul,personal,[],1628398,,,1610612765,41,34,2022-10-25T23:49:25Z,2060000,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 202709]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Kuzma,K. Kuzma,,,,,202007.0,1.0,0.0,Joseph,202709.0,,,,,,,,,
210,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,out,[],1629655,,,1610612765,41,34,2022-10-25T23:49:35Z,2080000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
211,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,out,[],1628398,,,1610612765,41,34,2022-10-25T23:49:35Z,2090000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
212,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,41,34,2022-10-25T23:49:35Z,2100000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
213,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612765,41,34,2022-10-25T23:49:35Z,2110000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
214,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,in,[],204001,,,1610612765,41,34,2022-10-25T23:49:35Z,2120000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
215,PT06M44.00S,2022-10-25T23:49:23.8Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,41,34,2022-10-25T23:49:35Z,2130000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
216,PT06M37.00S,2022-10-25T23:49:50.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.521024967148489,58.333333333333336,1610612765,41,36,2022-10-25T23:50:02Z,2140000,-42.0,9.0,1,left,J. Ivey driving reverse Layup (7 PTS),[1631093],1610612765.0,DET,driving reverse,,,,,,Restricted Area,0-8 Center,4.26,Made,Ivey,J. Ivey,,,,,,,,,,7.0,,,,,,,,
217,PT06M30.00S,2022-10-25T23:49:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.38042049934296,48.03921568627451,1610612764,41,36,2022-10-25T23:50:04Z,2150000,-10.0,10.0,1,right,MISS D. Avdija Layup,[1630166],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,1.38,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
218,PT06M30.00S,2022-10-25T23:49:57.8Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,41,36,2022-10-25T23:50:04Z,2160000,,,0,,H. Diallo REBOUND (Off:1 Def:4),[1628977],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Diallo,H. Diallo,217.0,5.0,4.0,1.0,,,,,,,,,,,,,,
219,PT06M20.00S,2022-10-25T23:50:07.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628977,7.966491458607096,52.450980392156865,1610612765,41,36,2022-10-25T23:50:12Z,2170000,-12.0,22.0,1,left,MISS H. Diallo Hook,[1628977],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.56,Missed,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
220,PT06M19.00S,2022-10-25T23:50:08.4Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,41,36,2022-10-25T23:50:12Z,2180000,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT06M19.00S,2022-10-25T23:50:12.2Z,2,REGULAR,foul,personal,[],1628977,,,1610612764,41,36,2022-10-25T23:50:18Z,2190000,,,0,,H. Diallo personal FOUL (1 PF),"[1628977, 204001]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Diallo,H. Diallo,,,,,202007.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
223,PT06M19.00S,2022-10-25T23:50:17.1Z,2,REGULAR,substitution,out,[],202709,,,1610612764,41,36,2022-10-25T23:50:20Z,2210000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
224,PT06M19.00S,2022-10-25T23:50:17.1Z,2,REGULAR,substitution,in,[],1630595,,,1610612764,41,36,2022-10-25T23:50:20Z,2220000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
225,PT06M05.00S,2022-10-25T23:50:49.3Z,2,REGULAR,foul,personal,[],1631093,,,1610612764,41,36,2022-10-25T23:50:59Z,2230000,,,0,,J. Ivey personal FOUL (2 PF),"[1631093, 204001]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Ivey,J. Ivey,,,,,204059.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
227,PT06M05.00S,2022-10-25T23:51:14.5Z,2,REGULAR,foul,offensive,[],204001,,,1610612764,41,36,2022-10-25T23:51:33Z,2250000,,,0,,K. Porzingis offensive FOUL (1 PF),"[204001, 1631093]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Porzingis,K. Porzingis,,,,,204059.0,1.0,1.0,Ivey,1631093.0,,,,,,,,,
229,PT06M05.00S,2022-10-25T23:51:14.5Z,2,REGULAR,turnover,offensive foul,[],204001,,,1610612764,41,36,2022-10-25T23:51:33Z,2270000,,,0,,K. Porzingis offensive foul TURNOVER (1 TO),[204001],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Porzingis,K. Porzingis,,,,,204059.0,,,,,,,,,1.0,,,,
230,PT05M51.00S,2022-10-25T23:51:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,8.229303547963205,58.57843137254902,1610612765,41,38,2022-10-25T23:51:56Z,2280000,-43.0,25.0,1,left,I. Stewart cutting Layup (6 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,Stewart,I. Stewart,,,,,,,,,,6.0,C. Cunningham,1630595.0,1.0,,,,,
232,PT05M30.00S,2022-10-25T23:52:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,81.68528252299606,43.38235294117647,1610612764,41,38,2022-10-25T23:55:05Z,2300000,-33.0,120.0,1,right,MISS R. Hachimura 12' Jump Shot,[1629060],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,12.42,Missed,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
233,PT05M28.00S,2022-10-25T23:52:15.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,41,38,2022-10-25T23:52:16Z,2310000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Stewart,I. Stewart,232.0,5.0,4.0,1.0,,,,,,,,,,,,,,
234,PT05M22.00S,2022-10-25T23:52:21.9Z,2,REGULAR,3pt,Jump Shot,[],1630191,31.09395532194481,24.754901960784316,1610612765,41,38,2022-10-25T23:52:28Z,2320000,126.0,240.0,1,left,MISS I. Stewart 27' 3PT,[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,27.1,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
235,PT05M17.00S,2022-10-25T23:52:25.7Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,41,38,2022-10-25T23:52:25Z,2330000,,,0,,H. Diallo REBOUND (Off:2 Def:4),[1628977],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Diallo,H. Diallo,234.0,6.0,4.0,2.0,,,,,,,,,,,,,,
236,PT05M12.00S,2022-10-25T23:52:30.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,7.5722733245729295,6.127450980392156,1610612765,41,38,2022-10-25T23:52:35Z,2340000,219.0,19.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,22.02,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
237,PT05M10.00S,2022-10-25T23:52:32.2Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,41,38,2022-10-25T23:52:35Z,2350000,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612764.0,WAS,,,,,,,Right Corner 3,24+ Right,,,Hachimura,R. Hachimura,236.0,3.0,3.0,0.0,,,,,,,,,,,,,,
238,PT05M00.00S,2022-10-25T23:52:43.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,93.9060446780552,54.65686274509803,1610612764,43,38,2022-10-25T23:52:52Z,2360000,23.0,5.0,1,right,R. Hachimura cutting DUNK (8 PTS) (W. Barton 2 AST),"[1629060, 203115]",1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,2.38,Made,Hachimura,R. Hachimura,,,,,,,,,,8.0,W. Barton,203115.0,2.0,,,,,
240,PT04M50.00S,2022-10-25T23:52:52.6Z,2,REGULAR,3pt,Jump Shot,[],202711,19.398817345597898,95.83333333333334,1610612765,43,41,2022-10-25T23:52:56Z,2380000,-229.0,130.0,1,left,B. Bogdanovic 26' 3PT  (12 PTS) (C. Cunningham 2 AST),"[202711, 1630595]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,26.34,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,12.0,C. Cunningham,1630595.0,2.0,,,,,
242,PT04M36.00S,2022-10-25T23:53:11.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612764,43,41,2022-10-25T23:53:20Z,2400000,,,0,,I. Stewart personal FOUL (2 PF) (Porzingis 2 FT),"[1630191, 204001]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,Stewart,I. Stewart,,,,,202007.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
244,PT04M36.00S,2022-10-25T23:53:46.1Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,44,41,2022-10-25T23:53:46Z,2420000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,,,,,,,,,Made,Porzingis,K. Porzingis,,,,,,,,,,11.0,,,,,,,,
245,PT04M36.00S,2022-10-25T23:53:46.7Z,2,REGULAR,substitution,out,[],1628977,,,1610612764,44,41,2022-10-25T23:54:08Z,2430000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
246,PT04M36.00S,2022-10-25T23:53:46.7Z,2,REGULAR,substitution,in,[],1630180,,,1610612764,44,41,2022-10-25T23:54:08Z,2440000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
247,PT04M36.00S,2022-10-25T23:54:09.2Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,45,41,2022-10-25T23:54:09Z,2450000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612764.0,WAS,,,,,,,,,,Made,Porzingis,K. Porzingis,,,,,,,,,,12.0,,,,,,,,
248,PT04M23.00S,2022-10-25T23:54:21.2Z,2,REGULAR,3pt,Jump Shot,[],202711,5.075558475689881,98.77450980392157,1610612765,45,44,2022-10-25T23:54:25Z,2460000,-244.0,-5.0,1,left,B. Bogdanovic 24' 3PT  (15 PTS) (S. Bey 1 AST),"[202711, 1630180]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,24.39,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,15.0,S. Bey,1630180.0,1.0,,,,,
250,PT04M05.00S,2022-10-25T23:54:39.4Z,2,REGULAR,3pt,Jump Shot,[],1630166,71.96123521681997,17.15686274509804,1610612764,45,44,2022-10-25T23:54:45Z,2480000,-164.0,211.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,26.74,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
251,PT04M02.00S,2022-10-25T23:54:42.4Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,45,44,2022-10-25T23:54:45Z,2490000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Bogdanovic,B. Bogdanovic,250.0,3.0,2.0,1.0,,,,,,,,,,,,,,
252,PT03M57.00S,2022-10-25T23:54:47.4Z,2,REGULAR,turnover,lost ball,[],202711,,,1610612765,45,44,2022-10-25T23:54:54Z,2500000,,,0,,B. Bogdanovic lost ball TURNOVER (2 TO),"[202711, 203115]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,2.0,Barton,203115.0,,
253,PT03M57.00S,2022-10-25T23:54:47.4Z,2,REGULAR,steal,,[],203115,,,1610612764,45,44,2022-10-25T23:54:49Z,2510000,,,0,,W. Barton STEAL (2 STL),[203115],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,
254,PT03M53.00S,2022-10-25T23:54:52.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628420,93.24901445466492,4.411764705882353,1610612764,45,44,2022-10-25T23:54:57Z,2520000,-228.0,11.0,1,right,MISS M. Morris 3PT,[1628420],1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,22.82,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,
255,PT03M49.00S,2022-10-25T23:54:56.3Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,45,44,2022-10-25T23:54:57Z,2530000,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Ivey,J. Ivey,254.0,1.0,1.0,0.0,,,,,,,,,,,,,,
256,PT03M45.00S,2022-10-25T23:54:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,7.5722733245729295,47.30392156862745,1610612765,45,44,2022-10-25T23:55:03Z,2540000,13.0,19.0,1,left,MISS J. Ivey Layup - blocked,"[1631093, 1630166]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.31,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,Avdija,1630166.0
257,PT03M45.00S,2022-10-25T23:54:59.4Z,2,REGULAR,block,,[],1630166,,,1610612765,45,44,2022-10-25T23:55:01Z,2550000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
258,PT03M42.00S,2022-10-25T23:55:02.4Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612765,45,44,2022-10-25T23:55:03Z,2560000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,256.0,1.0,0.0,1.0,,,,,,,,,,,,,,
259,PT03M40.00S,2022-10-25T23:55:04.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,19.66162943495401,95.83333333333334,1610612765,45,44,2022-10-25T23:55:12Z,2570000,-229.0,132.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,26.46,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,
