actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
378,PT00M47.50S,2025-10-25T01:06:28.5Z,2,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,47,83,2025-10-25T01:07:07Z,3760000,False,,,0,,N. Powell Free Throw 1 of 3 (11 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
379,PT00M47.50S,2025-10-25T01:06:28.5Z,2,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,47,84,2025-10-25T01:07:07Z,3770000,False,,,0,,N. Powell Free Throw 2 of 3 (12 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
380,PT00M47.50S,2025-10-25T01:06:28.5Z,2,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,47,84,2025-10-25T01:07:07Z,3780000,False,,,0,,MISS N. Powell Free Throw 3 of 3,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
381,PT00M45.10S,2025-10-25T01:06:30.9Z,2,REGULAR,rebound,defensive,[],1642377,,,1610612763,47,84,2025-10-25T01:07:07Z,3790000,False,,,0,,J. Wells REBOUND (Off:1 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,380.0,3.0,2.0,1.0,,,,,,,,,
382,PT00M30.90S,2025-10-25T01:07:19.4Z,2,REGULAR,3pt,Jump Shot,[],1629630,28.07161629434954,20.833333333333336,1610612763,47,84,2025-10-25T01:07:25Z,3800000,False,146.0,211.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
383,PT00M27.40S,2025-10-25T01:07:22.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,47,84,2025-10-25T01:07:25Z,3810000,False,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,382.0,5.0,2.0,3.0,,,,,,,,,
384,PT00M09.90S,2025-10-25T01:07:40.3Z,2,REGULAR,3pt,Jump Shot,[],1626181,64.86530880420499,20.588235294117645,1610612748,47,84,2025-10-25T01:07:46Z,3820000,False,-147.0,278.0,1,right,MISS N. Powell 31' 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,31.43,Missed,,,,,,,,,,,,,,,,,,
385,PT00M06.50S,2025-10-25T01:07:43.7Z,2,REGULAR,rebound,offensive,[],203952,,,1610612748,47,84,2025-10-25T01:07:46Z,3830000,False,,,0,,A. Wiggins REBOUND (Off:4 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,384.0,6.0,2.0,4.0,,,,,,,,,
386,PT00M06.50S,2025-10-25T01:07:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,94.40999984741211,50.0,1610612748,47,86,2025-10-25T01:07:45Z,3840000,False,0.0,0.0,1,right,A. Wiggins putback Layup (10 PTS),[203952],1610612748.0,MIA,putback,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
387,PT00M00.10S,2025-10-25T01:07:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.011169513797633,53.431372549019606,1610612763,47,86,2025-10-25T01:07:58Z,3850000,False,-17.0,79.0,1,left,MISS J. Morant 8' driving floating Shot - blocked,"[1629630, 203952]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
388,PT00M00.10S,2025-10-25T01:07:52.9Z,2,REGULAR,block,,[],203952,,,1610612763,47,86,2025-10-25T01:07:55Z,3860000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
389,PT00M00.10S,2025-10-25T01:07:52.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,47,86,2025-10-25T01:07:58Z,3870000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,387.0,,,,,,,,,,,,
390,PT00M00.00S,2025-10-25T01:07:58.5Z,2,REGULAR,period,end,[],0,,,1610612763,47,86,2025-10-25T01:07:58Z,3880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2025-10-25T01:22:20.2Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,47,86,2025-10-25T01:23:00Z,3890000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2025-10-25T01:22:20.2Z,3,REGULAR,substitution,out,['startperiod'],1631170,,,1610612763,47,86,2025-10-25T01:23:00Z,3900000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2025-10-25T01:22:20.2Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,47,86,2025-10-25T01:23:00Z,3910000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2025-10-25T01:22:20.2Z,3,REGULAR,substitution,in,['startperiod'],1642276,,,1610612763,47,86,2025-10-25T01:23:00Z,3920000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2025-10-25T01:23:05.3Z,3,REGULAR,period,start,[],0,,,1610612748,47,86,2025-10-25T01:23:05Z,3930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT11M45.00S,2025-10-25T01:23:19.9Z,3,REGULAR,3pt,Jump Shot,[],1626181,32.802233902759525,45.09803921568628,1610612748,47,89,2025-10-25T01:23:23Z,3940000,False,25.0,256.0,1,left,N. Powell 25' 3PT pullup (15 PTS) (B. Adebayo 2 AST),"[1626181, 1628389]",1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,25.7,Made,15.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
398,PT11M32.00S,2025-10-25T01:23:32.5Z,3,REGULAR,3pt,Jump Shot,[],1642377,64.60249671484888,55.88235294117647,1610612763,50,89,2025-10-25T01:23:37Z,3960000,False,29.0,280.0,1,right,J. Wells 28' 3PT pullup (9 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,28.17,Made,9.0,,,,,,,,,,,,,,,,,
399,PT11M19.00S,2025-10-25T01:23:45.3Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612748,50,89,2025-10-25T01:23:48Z,3970000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 203484]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,
400,PT11M19.00S,2025-10-25T01:23:45.3Z,3,REGULAR,steal,,[],203484,,,1610612763,50,89,2025-10-25T01:23:47Z,3980000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
401,PT11M14.00S,2025-10-25T01:23:53.1Z,3,REGULAR,foul,personal,[],1630558,,,1610612763,50,89,2025-10-25T01:24:05Z,3990000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1629630]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,101283.0,,,,,2.0,0.0,Morant,1629630.0,,,,,
403,PT11M05.00S,2025-10-25T01:24:25.0Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,50,89,2025-10-25T01:24:32Z,4010000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (3 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,,,,,,,101283.0,,,,,,,,,3.0,,,,
404,PT10M56.00S,2025-10-25T01:24:38.7Z,3,REGULAR,turnover,bad pass,[],1626181,,,1610612748,50,89,2025-10-25T01:24:43Z,4020000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1628991]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,
405,PT10M56.00S,2025-10-25T01:24:38.7Z,3,REGULAR,steal,,[],1628991,,,1610612763,50,89,2025-10-25T01:24:42Z,4030000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
406,PT10M49.00S,2025-10-25T01:24:45.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628991,71.43561103810775,80.14705882352942,1610612763,53,89,2025-10-25T01:24:50Z,4040000,False,151.0,216.0,1,right,J. Jackson Jr. 26' 3PT running (9 PTS) (K. Caldwell-Pope 3 AST),"[1628991, 203484]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.34,Made,9.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,,,,,
408,PT10M29.00S,2025-10-25T01:25:07.3Z,3,REGULAR,foul,offensive,[],203952,,,1610612748,53,89,2025-10-25T01:25:15Z,4060000,False,,,0,,A. Wiggins offensive FOUL (2 PF),"[203952, 1642377]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,2.0,0.0,Wells,1642377.0,,,,,
410,PT10M29.00S,2025-10-25T01:25:07.3Z,3,REGULAR,turnover,offensive foul,[],203952,,,1610612748,53,89,2025-10-25T01:25:07Z,4080000,False,,,0,,A. Wiggins offensive foul TURNOVER (2 TO),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,,,,,2.0,,,,
411,PT10M16.00S,2025-10-25T01:25:35.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,77.34888304862024,10.784313725490197,1610612763,53,89,2025-10-25T01:25:39Z,4090000,False,-196.0,160.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
412,PT10M13.00S,2025-10-25T01:25:38.5Z,3,REGULAR,rebound,defensive,[],203952,,,1610612748,53,89,2025-10-25T01:25:39Z,4100000,False,,,0,,A. Wiggins REBOUND (Off:4 Def:3),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,411.0,7.0,3.0,4.0,,,,,,,,,
413,PT10M05.00S,2025-10-25T01:25:47.4Z,3,REGULAR,3pt,Jump Shot,[],1642276,32.013797634691194,36.27450980392157,1610612748,53,92,2025-10-25T01:25:51Z,4110000,False,69.0,248.0,1,left,K. Ware 25' 3PT  (13 PTS) (B. Adebayo 3 AST),"[1642276, 1628389]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,25.77,Made,13.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,,,
415,PT09M57.00S,2025-10-25T01:25:56.5Z,3,REGULAR,foul,personal,[],203952,,,1610612763,53,92,2025-10-25T01:26:09Z,4130000,False,,,0,,A. Wiggins personal FOUL (3 PF),"[203952, 1642377]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,101283.0,,,,,3.0,0.0,Wells,1642377.0,,,,,
417,PT09M47.00S,2025-10-25T01:26:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,85.75886990801577,38.48039215686275,1610612763,53,92,2025-10-25T01:26:33Z,4150000,False,-58.0,81.0,1,right,MISS J. Wells 9' driving floating bank Shot,[1642377],1610612763.0,MEM,driving floating bank,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Left,9.97,Missed,,,,,,,,,,,,,,,,,,
418,PT09M46.00S,2025-10-25T01:26:29.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,53,92,2025-10-25T01:27:44Z,4160000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,417.0,,,,,,,,,,,,
420,PT09M46.00S,2025-10-25T01:26:51.4Z,3,REGULAR,foul,personal,[],1626181,,,1610612763,53,92,2025-10-25T01:27:57Z,4180000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1642377]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,,,1830.0,,,,,1.0,0.0,Wells,1642377.0,,,,,
422,PT09M46.00S,2025-10-25T01:27:43.9Z,3,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612763,53,92,2025-10-25T01:28:01Z,4200000,False,,,0,,B. Adebayo away-from-play personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1628389, 1628991]",1610612748.0,MIA,away-from-play,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,1830.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,,
424,PT09M46.00S,2025-10-25T01:28:02.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203484,,,1610612763,54,92,2025-10-25T01:28:02Z,4220000,False,,,0,,K. Caldwell-Pope away-from-play Free Throw 1 of 1 (1 PTS),[203484],1610612763.0,MEM,away-from-play,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
425,PT09M36.00S,2025-10-25T01:28:28.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628991,89.96386333771353,36.51960784313725,1610612763,54,92,2025-10-25T01:28:34Z,4230000,False,-67.0,42.0,1,right,MISS J. Jackson Jr. 7' driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
426,PT09M31.00S,2025-10-25T01:28:33.4Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,54,92,2025-10-25T01:28:34Z,4240000,False,,,0,,K. Ware REBOUND (Off:4 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,425.0,6.0,2.0,4.0,,,,,,,,,
428,PT09M19.00S,2025-10-25T01:29:24.8Z,3,REGULAR,2pt,Jump Shot,[],203952,16.245072273324574,32.84313725490196,1610612748,54,92,2025-10-25T01:29:28Z,4260000,False,86.0,100.0,1,left,MISS A. Wiggins 13' driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,13.19,Missed,,,,,,,,,,,,,,,,,,
429,PT09M16.00S,2025-10-25T01:29:27.8Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612763,54,92,2025-10-25T01:29:28Z,4270000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,,,428.0,3.0,2.0,1.0,,,,,,,,,
430,PT09M08.00S,2025-10-25T01:29:36.2Z,3,REGULAR,3pt,Jump Shot,[],203484,68.54467805519053,68.38235294117648,1610612763,57,92,2025-10-25T01:29:40Z,4280000,False,92.0,243.0,1,right,K. Caldwell-Pope 26' 3PT  (4 PTS) (J. Jackson Jr. 1 AST),"[203484, 1628991]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.0,Made,4.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
432,PT09M07.00S,2025-10-25T01:29:41.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,57,92,2025-10-25T01:29:41Z,4300000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT09M07.00S,2025-10-25T01:31:56.0Z,3,REGULAR,substitution,out,[],203484,,,1610612748,57,92,2025-10-25T01:32:23Z,4310000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT09M07.00S,2025-10-25T01:31:56.0Z,3,REGULAR,substitution,out,[],1628991,,,1610612748,57,92,2025-10-25T01:32:23Z,4320000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT09M07.00S,2025-10-25T01:31:56.0Z,3,REGULAR,substitution,in,[],1642907,,,1610612748,57,92,2025-10-25T01:32:23Z,4330000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT09M07.00S,2025-10-25T01:31:56.0Z,3,REGULAR,substitution,in,[],1630583,,,1610612748,57,92,2025-10-25T01:32:23Z,4340000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M55.00S,2025-10-25T01:32:42.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,5.863994743758213,51.470588235294116,1610612748,57,94,2025-10-25T01:32:48Z,4350000,False,-7.0,3.0,1,left,K. Ware alley-oop DUNK (15 PTS) (D. Mitchell 7 AST),"[1642276, 1630558]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.78,Made,15.0,D. Mitchell,1630558.0,7.0,,,,,,,,,,,,,,
439,PT08M43.00S,2025-10-25T01:32:53.9Z,3,REGULAR,3pt,Jump Shot,[],1629630,79.97700394218134,91.66666666666666,1610612763,57,94,2025-10-25T01:32:59Z,4370000,False,208.0,136.0,1,right,MISS J. Morant 24' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
440,PT08M41.00S,2025-10-25T01:32:56.2Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,57,94,2025-10-25T01:32:56Z,4380000,False,,,0,,S. Aldama REBOUND (Off:3 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,439.0,7.0,4.0,3.0,,,,,,,,,
441,PT08M40.00S,2025-10-25T01:32:57.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,92.06636005256242,47.05882352941176,1610612763,57,94,2025-10-25T01:33:07Z,4390000,False,-15.0,22.0,1,right,MISS J. Morant reverse Layup - blocked,"[1629630, 1642276]",1610612763.0,MEM,reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,Ware,1642276.0
442,PT08M40.00S,2025-10-25T01:32:57.7Z,3,REGULAR,block,,[],1642276,,,1610612763,57,94,2025-10-25T01:33:00Z,4400000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT08M40.00S,2025-10-25T01:32:57.7Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612748,57,94,2025-10-25T01:33:07Z,4410000,False,,,0,,N. Powell REBOUND (Off:0 Def:5),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,441.0,5.0,5.0,0.0,,,,,,,,,
444,PT08M34.00S,2025-10-25T01:33:06.4Z,3,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,57,94,2025-10-25T01:33:11Z,4420000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,,,,,3.0,,,,
445,PT08M22.00S,2025-10-25T01:33:23.1Z,3,REGULAR,turnover,bad pass,[],1629111,,,1610612763,57,94,2025-10-25T01:33:29Z,4430000,False,,,0,,J. Landale bad pass TURNOVER (2 TO),"[1629111, 1626181]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Powell,1626181.0,,
446,PT08M22.00S,2025-10-25T01:33:23.1Z,3,REGULAR,steal,,[],1626181,,,1610612748,57,94,2025-10-25T01:33:24Z,4440000,False,,,0,,N. Powell STEAL (2 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
447,PT08M16.00S,2025-10-25T01:33:28.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,14.011169513797633,51.225490196078425,1610612748,57,94,2025-10-25T01:33:37Z,4450000,False,-6.0,79.0,1,left,MISS A. Wiggins 7' driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
448,PT08M11.00S,2025-10-25T01:33:33.9Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,57,94,2025-10-25T01:33:37Z,4460000,False,,,0,,J. Wells REBOUND (Off:1 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,447.0,4.0,3.0,1.0,,,,,,,,,
449,PT08M00.00S,2025-10-25T01:33:44.8Z,3,REGULAR,3pt,Jump Shot,[],1629630,92.06636005256242,4.6568627450980395,1610612763,57,94,2025-10-25T01:33:50Z,4470000,False,-227.0,22.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,,
450,PT07M56.00S,2025-10-25T01:33:48.8Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,57,94,2025-10-25T01:33:50Z,4480000,False,,,0,,J. Landale REBOUND (Off:2 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,,449.0,4.0,2.0,2.0,,,,,,,,,
451,PT07M54.00S,2025-10-25T01:33:50.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,67.62483574244416,35.049019607843135,1610612763,57,94,2025-10-25T01:33:56Z,4490000,False,-75.0,252.0,1,right,MISS S. Aldama 26' step back 3PT,[1630583],1610612763.0,MEM,step back,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
452,PT07M50.00S,2025-10-25T01:33:54.3Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,57,94,2025-10-25T01:33:56Z,4500000,False,,,0,,J. Landale REBOUND (Off:3 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,,451.0,5.0,2.0,3.0,,,,,,,,,
453,PT07M45.00S,2025-10-25T01:33:59.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630583,71.04139290407359,64.2156862745098,1610612763,59,94,2025-10-25T01:34:05Z,4510000,False,71.0,220.0,1,right,S. Aldama 23' Jump Shot (11 PTS) (J. Morant 6 AST),"[1630583, 1629630]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right Center,23.09,Made,11.0,J. Morant,1629630.0,6.0,,,,,,,,,,,,,,
455,PT07M22.00S,2025-10-25T01:34:28.2Z,3,REGULAR,foul,offensive,[],1642276,,,1610612748,59,94,2025-10-25T01:34:34Z,4530000,False,,,0,,K. Ware charge offensive FOUL (2 PF),"[1642276, 1630583]",1610612748.0,MIA,charge,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,2.0,0.0,Aldama,1630583.0,,,,,
457,PT07M22.00S,2025-10-25T01:34:28.2Z,3,REGULAR,turnover,offensive foul,[],1642276,,,1610612748,59,94,2025-10-25T01:34:28Z,4550000,False,,,0,,K. Ware offensive foul TURNOVER (2 TO),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,,,,,2.0,,,,
458,PT07M09.00S,2025-10-25T01:34:53.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,84.05059132720105,49.26470588235294,1610612763,59,94,2025-10-25T01:34:57Z,4560000,False,-4.0,97.0,1,right,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.75,Missed,,,,,,,,,,,,,,,,,,
459,PT07M07.00S,2025-10-25T01:34:55.8Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612748,59,94,2025-10-25T01:34:57Z,4570000,False,,,0,,N. Powell REBOUND (Off:0 Def:6),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,458.0,6.0,6.0,0.0,,,,,,,,,
460,PT06M44.00S,2025-10-25T01:35:19.9Z,3,REGULAR,3pt,Jump Shot,[],1626181,32.14520367936925,45.34313725490196,1610612748,59,94,2025-10-25T01:35:56Z,4580000,False,23.0,250.0,1,left,MISS N. Powell 25' step back 3PT,[1626181],1610612748.0,MIA,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
