actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
396,PT10M36.00S,2026-01-22T02:30:06.6Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,64,68,2026-01-22T02:30:08Z,3900000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,395.0,6.0,5.0,1.0,,,,,,,,,,,,,,
397,PT10M26.00S,2026-01-22T02:30:16.8Z,3,REGULAR,turnover,lost ball,[],1630552,,,1610612737,64,68,2026-01-22T02:30:20Z,3910000,False,,,0,,J. Johnson lost ball TURNOVER (2 TO),"[1630552, 1629723]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,2.0,Konchar,1629723.0,,,,,,,,,,
398,PT10M26.00S,2026-01-22T02:30:16.8Z,3,REGULAR,steal,,[],1629723,,,1610612763,64,68,2026-01-22T02:30:18Z,3920000,False,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
399,PT10M11.00S,2026-01-22T02:30:32.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642907,89.30683311432325,4.6568627450980395,1610612763,64,68,2026-01-22T02:30:36Z,3930000,False,-227.0,48.0,1,right,MISS C. Coward 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
400,PT10M07.00S,2026-01-22T02:30:36.0Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,64,68,2026-01-22T02:30:36Z,3940000,False,,,0,,D. Daniels REBOUND (Off:2 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,399.0,4.0,2.0,2.0,,,,,,,,,,,,,,
401,PT10M06.00S,2026-01-22T02:30:39.4Z,3,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612737,64,68,2026-01-22T02:31:00Z,3950000,False,,,0,,J. Morant shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629630, 1630552]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,2.0,1.0,Johnson,1630552.0
403,PT10M06.00S,2026-01-22T02:31:09.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630552,,,1610612737,64,69,2026-01-22T02:31:09Z,3970000,False,,,0,,J. Johnson Free Throw 1 of 2 (17 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
404,PT10M06.00S,2026-01-22T02:31:24.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630552,,,1610612737,64,70,2026-01-22T02:31:24Z,3980000,False,,,0,,J. Johnson Free Throw 2 of 2 (18 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
405,PT09M57.00S,2026-01-22T02:31:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.46057818659659,46.32352941176471,1610612763,64,70,2026-01-22T02:31:38Z,3990000,False,-18.0,18.0,1,right,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
406,PT09M53.00S,2026-01-22T02:31:38.0Z,3,REGULAR,rebound,offensive,[],1642907,,,1610612763,64,70,2026-01-22T02:31:38Z,4000000,False,,,0,,C. Coward REBOUND (Off:2 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,405.0,5.0,3.0,2.0,,,,,,,,,,,,,,
407,PT09M53.00S,2026-01-22T02:31:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642907,94.40999984741211,50.0,1610612763,66,70,2026-01-22T02:31:38Z,4010000,False,0.0,0.0,1,right,C. Coward tip Layup (10 PTS),[1642907],1610612763.0,MEM,tip,,,Coward,C. Coward,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,10.0,,,,,,,,,,,,,
408,PT09M44.00S,2026-01-22T02:31:46.7Z,3,REGULAR,3pt,Jump Shot,[],1629638,27.414586070959263,19.362745098039216,1610612737,66,70,2026-01-22T02:31:50Z,4020000,False,153.0,205.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
409,PT09M41.00S,2026-01-22T02:31:49.7Z,3,REGULAR,rebound,defensive,[],1642907,,,1610612763,66,70,2026-01-22T02:31:50Z,4030000,False,,,0,,C. Coward REBOUND (Off:2 Def:4),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,408.0,6.0,4.0,2.0,,,,,,,,,,,,,,
410,PT09M37.00S,2026-01-22T02:31:54.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,66.5735873850197,45.83333333333333,1610612763,66,70,2026-01-22T02:31:59Z,4040000,False,-21.0,262.0,1,right,MISS J. Jackson Jr. 26' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
411,PT09M34.00S,2026-01-22T02:31:57.1Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,66,70,2026-01-22T02:31:59Z,4050000,False,,,0,,J. Johnson REBOUND (Off:1 Def:9),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,410.0,10.0,9.0,1.0,,,,,,,,,,,,,,
412,PT09M25.00S,2026-01-22T02:32:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,6.783837056504599,58.333333333333336,1610612737,66,70,2026-01-22T02:32:10Z,4060000,False,-42.0,11.0,1,left,MISS J. Johnson driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
413,PT09M23.00S,2026-01-22T02:32:07.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,66,70,2026-01-22T02:32:10Z,4070000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,412.0,3.0,3.0,0.0,,,,,,,,,,,,,,
414,PT09M10.00S,2026-01-22T02:32:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.31340341655716,47.05882352941176,1610612763,68,70,2026-01-22T02:32:25Z,4080000,False,-15.0,95.0,1,right,J. Morant 9' driving floating Jump Shot (16 PTS) (J. Jackson Jr. 2 AST),"[1629630, 1628991]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.61,Made,,,,,16.0,,,,,,,J. Jackson Jr.,1628991.0,2.0,,,,
416,PT09M01.00S,2026-01-22T02:32:29.8Z,3,REGULAR,3pt,Jump Shot,[],1630552,10.068988173455978,95.34313725490196,1610612737,68,70,2026-01-22T02:32:41Z,4100000,False,-227.0,42.0,1,left,MISS J. Johnson pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
417,PT09M00.00S,2026-01-22T02:32:37.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,68,70,2026-01-22T02:32:37Z,4110000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,416.0,,,,,,,,,,,,,,,,,
418,PT09M00.00S,2026-01-22T02:32:39.5Z,3,REGULAR,foul,personal,[],1642377,,,1610612737,68,70,2026-01-22T02:32:47Z,4120000,False,,,0,,J. Wells loose ball personal FOUL (4 PF),"[1642377, 1629638]",1610612763.0,MEM,loose ball,,,Wells,J. Wells,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627526.0,,,,,,4.0,0.0,Alexander-Walker,1629638.0
420,PT08M52.00S,2026-01-22T02:33:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,6.521024967148489,53.92156862745098,1610612737,68,70,2026-01-22T02:33:15Z,4140000,False,-20.0,9.0,1,left,MISS D. Daniels driving finger roll Layup,[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
421,PT08M49.00S,2026-01-22T02:33:12.2Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,68,70,2026-01-22T02:33:15Z,4150000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,420.0,3.0,3.0,0.0,,,,,,,,,,,,,,
422,PT08M41.00S,2026-01-22T02:33:20.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642907,93.38042049934296,50.49019607843137,1610612763,70,70,2026-01-22T02:33:37Z,4160000,False,2.0,10.0,1,right,C. Coward alley-oop DUNK (12 PTS) (J. Morant 8 AST),"[1642907, 1629630]",1610612763.0,MEM,alley-oop,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,12.0,,,,,,,J. Morant,1629630.0,8.0,,,,
424,PT08M41.00S,2026-01-22T02:33:26.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,70,70,2026-01-22T02:33:26Z,4180000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT08M29.00S,2026-01-22T02:36:29.4Z,3,REGULAR,3pt,Jump Shot,[],1629638,32.53942181340342,52.20588235294118,1610612737,70,70,2026-01-22T02:48:42Z,4190000,False,-11.0,253.0,1,left,MISS N. Alexander-Walker 25' 3PT - blocked,"[1629638, 1642907]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,Coward,1642907.0,,,,,,,
426,PT08M29.00S,2026-01-22T02:36:29.4Z,3,REGULAR,block,,[],1642907,,,1610612737,70,70,2026-01-22T02:36:31Z,4200000,False,,,0,,C. Coward BLOCK (1 BLK),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
427,PT08M25.00S,2026-01-22T02:36:33.4Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,70,70,2026-01-22T02:36:34Z,4210000,False,,,0,,J. Konchar REBOUND (Off:0 Def:4),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,425.0,4.0,4.0,0.0,,,,,,,,,,,,,,
428,PT08M16.00S,2026-01-22T02:36:43.0Z,3,REGULAR,turnover,bad pass,[],1629630,,,1610612763,70,70,2026-01-22T02:36:47Z,4220000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1630557]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Kispert,1630557.0,,,,,,,,,,
429,PT08M16.00S,2026-01-22T02:36:43.0Z,3,REGULAR,steal,,[],1630557,,,1610612737,70,70,2026-01-22T02:36:44Z,4230000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT08M12.00S,2026-01-22T02:36:47.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,6.389618922470433,46.07843137254902,1610612737,70,70,2026-01-22T02:36:51Z,4240000,False,20.0,8.0,1,left,MISS D. Daniels running DUNK - blocked,"[1630700, 1629630]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,Morant,1629630.0,,,,,,,
431,PT08M12.00S,2026-01-22T02:36:47.2Z,3,REGULAR,block,,[],1629630,,,1610612737,70,70,2026-01-22T02:36:49Z,4250000,False,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT08M09.00S,2026-01-22T02:36:50.2Z,3,REGULAR,rebound,defensive,[],1642907,,,1610612763,70,70,2026-01-22T02:36:51Z,4260000,False,,,0,,C. Coward REBOUND (Off:2 Def:5),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,430.0,7.0,5.0,2.0,,,,,,,,,,,,,,
433,PT08M06.00S,2026-01-22T02:36:53.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642907,86.28449408672799,51.9607843137255,1610612763,70,70,2026-01-22T02:49:27Z,4270000,False,10.0,76.0,1,right,MISS C. Coward 7' running pullup Shot - blocked,"[1642907, 1630168]",1610612763.0,MEM,running pullup,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,,,,,,,,,,Okongwu,1630168.0,,,,,,,
434,PT08M06.00S,2026-01-22T02:36:53.3Z,3,REGULAR,block,,[],1630168,,,1610612763,70,70,2026-01-22T02:36:55Z,4280000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
435,PT08M05.00S,2026-01-22T02:36:54.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,70,70,2026-01-22T02:36:57Z,4290000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,433.0,,,,,,,,,,,,,,,,,
437,PT07M59.00S,2026-01-22T02:37:27.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628991,87.33574244415243,41.911764705882355,1610612763,72,70,2026-01-22T02:37:31Z,4310000,False,-40.0,67.0,1,right,J. Jackson Jr. 7' driving floating Jump Shot (14 PTS) (J. Morant 9 AST),"[1628991, 1629630]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,,,,,14.0,,,,,,,J. Morant,1629630.0,9.0,,,,
439,PT07M50.00S,2026-01-22T02:37:36.7Z,3,REGULAR,3pt,Jump Shot,[],1630557,13.485545335085414,95.58823529411765,1610612737,72,73,2026-01-22T02:37:40Z,4330000,False,-228.0,74.0,1,left,C. Kispert 3PT  (8 PTS) (D. Daniels 4 AST),"[1630557, 1630700]",1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.97,Made,,,,,8.0,,,,,,,D. Daniels,1630700.0,4.0,,,,
441,PT07M29.00S,2026-01-22T02:37:57.0Z,3,REGULAR,3pt,Jump Shot,[],1629630,67.88764783180025,36.76470588235294,1610612763,72,73,2026-01-22T02:38:01Z,4350000,False,-66.0,249.0,1,right,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
442,PT07M26.00S,2026-01-22T02:38:00.0Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,72,73,2026-01-22T02:38:01Z,4360000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,441.0,7.0,6.0,1.0,,,,,,,,,,,,,,
443,PT07M21.00S,2026-01-22T02:38:06.7Z,3,REGULAR,turnover,out-of-bounds,[],1630168,,,1610612737,72,73,2026-01-22T02:38:11Z,4370000,False,,,0,,O. Okongwu bad pass out-of-bounds TURNOVER (3 TO),[1630168],1610612737.0,ATL,bad pass,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,203591.0,,,,,,,,,
444,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,72,73,2026-01-22T02:38:25Z,4380000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,out,[],1642907,,,1610612763,72,73,2026-01-22T02:38:25Z,4390000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,out,[],1629723,,,1610612763,72,73,2026-01-22T02:38:25Z,4400000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,in,[],1642285,,,1610612763,72,73,2026-01-22T02:38:25Z,4410000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,in,[],1629111,,,1610612763,72,73,2026-01-22T02:38:25Z,4420000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT07M21.00S,2026-01-22T02:38:09.2Z,3,REGULAR,substitution,in,[],1641713,,,1610612763,72,73,2026-01-22T02:38:25Z,4430000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT07M05.00S,2026-01-22T02:38:38.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1642377,82.60512483574244,11.27450980392157,1610612763,72,73,2026-01-22T02:38:42Z,4440000,False,-194.0,111.0,1,right,MISS J. Wells 22' Jump Shot,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left,22.32,Missed,,,,,,,,,,,,,,,,,,
451,PT07M02.00S,2026-01-22T02:38:41.4Z,3,REGULAR,rebound,offensive,[],1642285,,,1610612763,72,73,2026-01-22T02:38:41Z,4450000,False,,,0,,C. Spencer REBOUND (Off:2 Def:0),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left,,,450.0,2.0,0.0,2.0,,,,,,,,,,,,,,
452,PT06M53.00S,2026-01-22T02:38:51.2Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612763,72,73,2026-01-22T02:39:13Z,4460000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Wells 2 FT),"[1630168, 1642377]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,,,,,3.0,0.0,Wells,1642377.0
454,PT06M53.00S,2026-01-22T02:39:16.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1642377,,,1610612763,73,73,2026-01-22T02:39:16Z,4480000,False,,,0,,J. Wells Free Throw 1 of 2 (8 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
455,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,out,[],1629630,,,1610612763,73,73,2026-01-22T02:39:23Z,4490000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,out,[],1629638,,,1610612763,73,73,2026-01-22T02:39:23Z,4500000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,out,[],1630168,,,1610612763,73,73,2026-01-22T02:39:23Z,4510000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,in,[],1631246,,,1610612763,73,73,2026-01-22T02:39:23Z,4520000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,in,[],203468,,,1610612763,73,73,2026-01-22T02:39:23Z,4530000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M53.00S,2026-01-22T02:39:16.5Z,3,REGULAR,substitution,in,[],1631243,,,1610612763,73,73,2026-01-22T02:39:23Z,4540000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT06M53.00S,2026-01-22T02:39:34.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1642377,,,1610612763,74,73,2026-01-22T02:39:34Z,4550000,False,,,0,,J. Wells Free Throw 2 of 2 (9 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
462,PT06M42.00S,2026-01-22T02:39:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,15.193823915900131,38.48039215686275,1610612737,74,75,2026-01-22T02:39:56Z,4560000,False,58.0,90.0,1,left,J. Johnson 10' driving floating Jump Shot (20 PTS) (D. Daniels 5 AST),"[1630552, 1630700]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,10.71,Made,,,,,20.0,,,,,,,D. Daniels,1630700.0,5.0,,,,
464,PT06M16.00S,2026-01-22T02:40:13.6Z,3,REGULAR,2pt,Jump Shot,[],1642285,77.87450722733246,32.35294117647059,1610612763,74,75,2026-01-22T02:40:19Z,4580000,False,-88.0,155.0,1,right,MISS C. Spencer 17' turnaround fadeaway Shot,[1642285],1610612763.0,MEM,turnaround fadeaway,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left Center,17.88,Missed,,,,,,,,,,,,,,,,,,
465,PT06M16.00S,2026-01-22T02:40:13.6Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,74,75,2026-01-22T02:40:31Z,4590000,False,,,0,,J. Landale REBOUND (Off:4 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left Center,,,464.0,6.0,2.0,4.0,,,,,,,,,,,,,,
466,PT06M16.00S,2026-01-22T02:40:18.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,74,75,2026-01-22T02:40:27Z,4600000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
467,PT06M03.00S,2026-01-22T02:40:38.0Z,3,REGULAR,turnover,traveling,[],1630552,,,1610612737,74,75,2026-01-22T02:40:41Z,4610000,False,,,0,,J. Johnson traveling TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,,,203591.0,,,,,,,,,
468,PT05M54.00S,2026-01-22T02:41:00.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641713,93.38042049934296,52.450980392156865,1610612763,76,75,2026-01-22T02:41:06Z,4620000,False,12.0,10.0,1,right,G. Jackson driving Layup (6 PTS),[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,6.0,,,,,,,,,,,,,
469,PT05M54.00S,2026-01-22T02:41:02.8Z,3,REGULAR,foul,personal,['1freethrow'],203468,,,1610612763,76,75,2026-01-22T02:41:43Z,4630000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Jackson 1 FT),"[203468, 1641713]",1610612737.0,ATL,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,,,,,1.0,0.0,Jackson,1641713.0
471,PT05M54.00S,2026-01-22T02:41:16.8Z,3,REGULAR,substitution,out,[],1630557,,,1610612763,76,75,2026-01-22T02:41:27Z,4650000,False,,,0,,SUB out: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT05M54.00S,2026-01-22T02:41:16.8Z,3,REGULAR,substitution,in,[],1628379,,,1610612763,76,75,2026-01-22T02:41:27Z,4660000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M54.00S,2026-01-22T02:41:49.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1641713,,,1610612763,77,75,2026-01-22T02:41:49Z,4670000,False,,,0,,G. Jackson Free Throw 1 of 1 (7 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
474,PT05M42.00S,2026-01-22T02:42:02.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,15.719448094612352,48.77450980392157,1610612737,77,77,2026-01-22T02:42:06Z,4680000,False,6.0,95.0,1,left,M. Gueye 9' floating Jump Shot (5 PTS) (C. McCollum 3 AST),"[1631243, 203468]",1610612737.0,ATL,floating,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,9.55,Made,,,,,5.0,,,,,,,C. McCollum,203468.0,3.0,,,,
