actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
182,PT08M46.00S,2024-04-13T00:45:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.85479632063075,36.029411764705884,1610612748,40,31,2024-04-13T00:46:53Z,1790000,False,-70.0,15.0,1,right,J. Butler 7' turnaround Jump Shot (9 PTS) (J. Jaquez Jr. 2 AST),"[202710, 1631170]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.14,Made,9.0,,,,,,,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,
184,PT08M27.00S,2024-04-13T00:46:06.0Z,2,REGULAR,3pt,Jump Shot,[],1628971,25.969119579500656,14.950980392156863,1610612761,40,34,2024-04-13T00:46:11Z,1810000,False,175.0,192.0,1,left,B. Brown 25' 3PT  (12 PTS) (J. Freeman-Liberty 1 AST),"[1628971, 1631241]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,25.96,Made,12.0,,,,,,,J. Freeman-Liberty,1631241.0,1.0,,,,,,,,
186,PT08M11.00S,2024-04-13T00:46:22.8Z,2,REGULAR,3pt,Jump Shot,[],1629312,71.17279894875165,21.568627450980394,1610612748,43,34,2024-04-13T00:47:14Z,1830000,False,-142.0,218.0,1,right,H. Highsmith 26' 3PT step back (5 PTS) (D. Wright 1 AST),"[1629312, 1626153]",1610612748.0,MIA,step back,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.07,Made,5.0,,,,,,,D. Wright,1626153.0,1.0,,,,,,,,
191,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,out,[],201567,,,1610612761,43,34,2024-04-13T00:47:03Z,1860000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,out,[],1631241,,,1610612761,43,34,2024-04-13T00:47:03Z,1870000,False,,,0,,SUB out: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,43,34,2024-04-13T00:47:03Z,1880000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,in,[],1628389,,,1610612761,43,34,2024-04-13T00:47:03Z,1890000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,43,34,2024-04-13T00:47:03Z,1900000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M56.00S,2024-04-13T00:46:45.0Z,2,REGULAR,substitution,in,[],1630534,,,1610612761,43,34,2024-04-13T00:47:03Z,1910000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M54.00S,2024-04-13T00:47:08.8Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,43,34,2024-04-13T00:52:22Z,1920000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1631170]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,,,,,,,,Jaquez Jr.,1631170.0,,
198,PT07M54.00S,2024-04-13T00:47:08.8Z,2,REGULAR,steal,,[],1631170,,,1610612748,43,34,2024-04-13T00:47:11Z,1930000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
199,PT07M54.00S,2024-04-13T00:47:15.3Z,2,REGULAR,foul,personal,[],1629628,,,1610612748,43,34,2024-04-13T00:47:19Z,1940000,False,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 1631170]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,1193.0,,,,,,,,,2.0,0.0,Jaquez Jr.,1631170.0,,,,
201,PT07M41.00S,2024-04-13T00:47:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631170,93.77463863337714,49.01960784313725,1610612748,45,34,2024-04-13T00:47:50Z,1960000,False,-5.0,6.0,1,right,J. Jaquez Jr. driving Layup (4 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,,,,,,,,
202,PT07M28.00S,2024-04-13T00:47:56.6Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612761,45,34,2024-04-13T00:48:06Z,1970000,False,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612761.0,TOR,bad pass,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,1155.0,2.0,,,,,,,,,,,,,,,
203,PT07M10.00S,2024-04-13T00:48:17.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,90.48948751642575,95.09803921568627,1610612748,45,34,2024-04-13T00:48:22Z,1980000,False,225.0,37.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
204,PT07M05.00S,2024-04-13T00:48:22.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,45,34,2024-04-13T00:48:22Z,1990000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,
205,PT06M51.00S,2024-04-13T00:48:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,13.748357424441524,39.705882352941174,1610612761,45,36,2024-04-13T00:48:40Z,2000000,False,51.0,77.0,1,left,I. Quickley 9' floating Jump Shot (7 PTS),[1630193],1610612761.0,TOR,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,9.24,Made,7.0,,,,,,,,,,,,,,,,,
206,PT06M39.00S,2024-04-13T00:48:48.3Z,2,REGULAR,3pt,Jump Shot,[],1631170,79.84559789750328,6.372549019607843,1610612748,48,36,2024-04-13T00:48:53Z,2010000,False,-218.0,137.0,1,right,J. Jaquez Jr. 25' 3PT  (7 PTS) (J. Butler 5 AST),"[1631170, 202710]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,25.76,Made,7.0,,,,,,,J. Butler,202710.0,5.0,,,,,,,,
208,PT06M17.00S,2024-04-13T00:49:11.2Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,48,36,2024-04-13T00:49:16Z,2030000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1626153]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,,Wright,1626153.0,,
209,PT06M17.00S,2024-04-13T00:49:11.2Z,2,REGULAR,steal,,[],1626153,,,1610612748,48,36,2024-04-13T00:49:14Z,2040000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
210,PT06M12.00S,2024-04-13T00:49:16.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,94.1688567674113,48.77450980392157,1610612748,50,36,2024-04-13T00:49:28Z,2050000,False,-6.0,2.0,1,right,B. Adebayo running alley-oop DUNK (7 PTS) (J. Jaquez Jr. 3 AST),"[1628389, 1631170]",1610612748.0,MIA,running alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.65,Made,7.0,,,,,,,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,
212,PT06M12.00S,2024-04-13T00:49:31.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,50,36,2024-04-13T00:49:31Z,2070000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612761,50,36,2024-04-13T00:52:05Z,2080000,False,,,0,,SUB out: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,out,[],202710,,,1610612761,50,36,2024-04-13T00:52:05Z,2090000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,50,36,2024-04-13T00:52:05Z,2100000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,out,[],1642013,,,1610612761,50,36,2024-04-13T00:52:05Z,2110000,False,,,0,,SUB out: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,in,[],1629639,,,1610612761,50,36,2024-04-13T00:52:05Z,2120000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,in,[],1628997,,,1610612761,50,36,2024-04-13T00:52:05Z,2130000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,50,36,2024-04-13T00:52:05Z,2140000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M12.00S,2024-04-13T00:51:44.6Z,2,REGULAR,substitution,in,[],203482,,,1610612761,50,36,2024-04-13T00:52:05Z,2150000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M06.00S,2024-04-13T00:52:24.8Z,2,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612761,50,36,2024-04-13T00:52:55Z,2160000,False,,,0,,H. Highsmith shooting personal FOUL (2 PF) (Quickley 2 FT),"[1629312, 1630193]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,,,,201639.0,,,,,,,,,2.0,0.0,Quickley,1630193.0,,,,
223,PT06M06.00S,2024-04-13T00:52:55.6Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,50,37,2024-04-13T00:52:55Z,2180000,False,,,0,,I. Quickley Free Throw 1 of 2 (8 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
224,PT06M06.00S,2024-04-13T00:53:25.8Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,50,38,2024-04-13T00:53:25Z,2190000,False,,,0,,I. Quickley Free Throw 2 of 2 (9 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
225,PT05M55.00S,2024-04-13T00:53:35.5Z,2,REGULAR,foul,personal,[],1630193,,,1610612748,50,38,2024-04-13T00:53:50Z,2200000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1628997]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,,,,1193.0,,,,,,,,,1.0,0.0,Martin,1628997.0,,,,
227,PT05M49.00S,2024-04-13T00:53:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.47371879106439,49.754901960784316,1610612748,50,38,2024-04-13T00:54:03Z,2220000,False,-1.0,112.0,1,right,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.22,Missed,,,,,,,,,,,,,,,,,,
228,PT05M46.00S,2024-04-13T00:54:01.5Z,2,REGULAR,rebound,defensive,[],203482,,,1610612761,50,38,2024-04-13T00:54:03Z,2230000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,227.0,3.0,2.0,1.0,,,,,,,,,,,
229,PT05M31.00S,2024-04-13T00:54:16.7Z,2,REGULAR,2pt,Jump Shot,[],203482,7.178055190538765,87.5,1610612761,50,40,2024-04-13T00:54:45Z,2240000,False,-188.0,15.0,1,left,K. Olynyk 18' Jump Shot (4 PTS) (O. Agbaji 1 AST),"[203482, 1630534]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left,18.81,Made,4.0,,,,,,,O. Agbaji,1630534.0,1.0,,,,,,,,
231,PT05M12.00S,2024-04-13T00:54:35.4Z,2,REGULAR,3pt,Jump Shot,[],1629639,77.34888304862024,9.803921568627452,1610612748,50,40,2024-04-13T00:55:18Z,2260000,False,-201.0,160.0,1,right,MISS T. Herro 25' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
232,PT05M11.00S,2024-04-13T00:54:36.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,50,40,2024-04-13T00:54:47Z,2270000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,
233,PT05M10.00S,2024-04-13T00:54:41.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,94.40999984741211,50.0,1610612748,52,40,2024-04-13T00:54:53Z,2280000,False,0.0,0.0,1,right,B. Adebayo tip Layup (9 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
234,PT04M49.00S,2024-04-13T00:54:58.3Z,2,REGULAR,2pt,Jump Shot,[],1629018,3.892904073587385,19.362745098039216,1610612761,52,40,2024-04-13T00:55:03Z,2290000,False,153.0,-16.0,1,left,MISS G. Trent Jr. 15' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,15.4,Missed,,,,,,,,,,,,,,,,,,
235,PT04M47.00S,2024-04-13T00:55:00.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,40,2024-04-13T00:55:03Z,2300000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,
236,PT04M38.00S,2024-04-13T00:55:11.8Z,2,REGULAR,foul,personal,[],1630193,,,1610612748,52,40,2024-04-13T00:55:46Z,2310000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1629312]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,1155.0,,,,,,,,,2.0,0.0,Highsmith,1629312.0,,,,
238,PT04M32.00S,2024-04-13T00:55:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612748,52,40,2024-04-13T00:55:54Z,2330000,False,,,0,,G. Trent Jr. personal FOUL (2 PF) (Herro 2 FT),"[1629018, 1629639]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,1193.0,,,,,,,,,2.0,0.0,Herro,1629639.0,,,,
240,PT04M32.00S,2024-04-13T00:56:11.8Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,53,40,2024-04-13T00:56:11Z,2350000,False,,,0,,T. Herro Free Throw 1 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
241,PT04M32.00S,2024-04-13T00:56:30.8Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,54,40,2024-04-13T00:56:30Z,2360000,False,,,0,,T. Herro Free Throw 2 of 2 (8 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
242,PT04M14.00S,2024-04-13T00:56:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,13.748357424441524,49.26470588235294,1610612761,54,40,2024-04-13T00:58:32Z,2370000,False,4.0,77.0,1,left,MISS O. Agbaji 7' fadeaway Shot,[1630534],1610612761.0,TOR,fadeaway,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
243,PT04M11.00S,2024-04-13T00:56:52.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,54,40,2024-04-13T00:56:55Z,2380000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,242.0,2.0,2.0,0.0,,,,,,,,,,,
244,PT03M55.00S,2024-04-13T00:57:07.0Z,2,REGULAR,3pt,Jump Shot,[],1628997,67.09921156373193,49.754901960784316,1610612748,57,40,2024-04-13T00:57:11Z,2390000,False,-1.0,257.0,1,right,C. Martin 25' 3PT  (3 PTS) (J. Jaquez Jr. 4 AST),"[1628997, 1631170]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,25.68,Made,3.0,,,,,,,J. Jaquez Jr.,1631170.0,4.0,,,,,,,,
246,PT03M40.00S,2024-04-13T00:57:24.4Z,2,REGULAR,turnover,out-of-bounds,[],203482,,,1610612761,57,40,2024-04-13T00:57:30Z,2410000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612761.0,TOR,bad pass,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,1193.0,1.0,,,,,,,,,,,,,,,
247,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,57,40,2024-04-13T00:57:41Z,2420000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,out,[],1628971,,,1610612748,57,40,2024-04-13T00:57:41Z,2430000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,out,[],1630534,,,1610612748,57,40,2024-04-13T00:57:41Z,2440000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,in,[],1631107,,,1610612748,57,40,2024-04-13T00:57:41Z,2450000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,in,[],1629628,,,1610612748,57,40,2024-04-13T00:57:41Z,2460000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M40.00S,2024-04-13T00:57:28.6Z,2,REGULAR,substitution,in,[],1641711,,,1610612748,57,40,2024-04-13T00:57:41Z,2470000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M29.00S,2024-04-13T00:58:00.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,96.27135348226018,96.32352941176471,1610612748,57,40,2024-04-13T00:58:07Z,2480000,False,232.0,-17.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
254,PT03M26.00S,2024-04-13T00:58:03.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,57,40,2024-04-13T00:58:07Z,2490000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,253.0,3.0,3.0,0.0,,,,,,,,,,,
255,PT03M18.00S,2024-04-13T00:58:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,48.03921568627451,1610612761,57,40,2024-04-13T01:00:34Z,2500000,False,10.0,4.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
256,PT03M17.00S,2024-04-13T00:58:15.2Z,2,REGULAR,rebound,offensive,[],203482,,,1610612761,57,40,2024-04-13T01:00:34Z,2510000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:2),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,255.0,4.0,2.0,2.0,,,,,,,,,,,
257,PT03M16.00S,2024-04-13T00:58:18.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203482,5.590000152587891,50.0,1610612761,57,42,2024-04-13T01:00:41Z,2520000,False,0.0,0.0,1,left,K. Olynyk tip Layup (6 PTS),[203482],1610612761.0,TOR,tip,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
258,PT03M00.00S,2024-04-13T00:58:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,91.01511169513797,39.46078431372549,1610612748,57,42,2024-04-13T01:01:19Z,2530000,False,-53.0,32.0,1,right,MISS J. Jaquez Jr. 6' turnaround fadeaway Shot,[1631170],1610612748.0,MIA,turnaround fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
259,PT02M59.00S,2024-04-13T00:58:35.1Z,2,REGULAR,rebound,defensive,[],203482,,,1610612761,57,42,2024-04-13T01:01:19Z,2540000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:3),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,258.0,5.0,3.0,2.0,,,,,,,,,,,
260,PT02M49.00S,2024-04-13T00:58:40.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,25.312089356110377,11.029411764705882,1610612761,57,42,2024-04-13T00:58:44Z,2550000,False,195.0,185.0,1,left,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.9,Missed,,,,,,,,,,,,,,,,,,
261,PT02M46.00S,2024-04-13T00:58:42.9Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,57,42,2024-04-13T00:58:42Z,2560000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,
262,PT02M41.00S,2024-04-13T00:58:48.2Z,2,REGULAR,3pt,Jump Shot,[],1628389,70.51576872536137,72.54901960784314,1610612748,60,42,2024-04-13T00:59:02Z,2570000,False,113.0,225.0,1,right,B. Adebayo 25' 3PT  (12 PTS) (J. Jaquez Jr. 5 AST),"[1628389, 1631170]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,25.14,Made,12.0,,,,,,,J. Jaquez Jr.,1631170.0,5.0,,,,,,,,
264,PT02M29.00S,2024-04-13T00:59:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.075558475689881,48.529411764705884,1610612761,60,42,2024-04-13T00:59:06Z,2590000,False,7.0,-5.0,1,left,MISS I. Quickley driving Layup - blocked,"[1630193, 1631170]",1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,Jaquez Jr.,1631170.0
265,PT02M29.00S,2024-04-13T00:59:00.0Z,2,REGULAR,block,,[],1631170,,,1610612761,60,42,2024-04-13T00:59:04Z,2600000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT02M25.00S,2024-04-13T00:59:04.0Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,60,42,2024-04-13T00:59:06Z,2610000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,
