actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
587,PT05M22.00S,2023-02-09T02:30:25.5Z,4,REGULAR,2pt,Jump Shot,[],1627783,20.581471747700395,35.53921568627451,1610612761,101,90,2023-02-09T02:30:30Z,5750000,False,72.0,141.0,1,left,MISS P. Siakam 15' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,15.85,Missed,,,,,,,,,,,,,,,,,,
588,PT05M18.00S,2023-02-09T02:30:29.5Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,101,90,2023-02-09T02:30:30Z,5760000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Center,,,587.0,7.0,4.0,3.0,,,,,,,,,,,,,,
589,PT05M07.00S,2023-02-09T02:30:39.3Z,4,REGULAR,turnover,lost ball,[],1627751,,,1610612759,101,90,2023-02-09T02:32:48Z,5770000,False,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 1628449]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,2.0,Boucher,1628449.0,,,,
590,PT05M07.00S,2023-02-09T02:30:39.3Z,4,REGULAR,steal,,[],1628449,,,1610612761,101,90,2023-02-09T02:30:41Z,5780000,False,,,0,,C. Boucher STEAL (3 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
591,PT05M01.00S,2023-02-09T02:30:45.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,31.882391590013142,61.51960784313726,1610612761,104,90,2023-02-09T02:30:50Z,5790000,False,-58.0,247.0,1,left,C. Boucher 25' 3PT  (16 PTS) (F. VanVleet 4 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,25.38,Made,,,,,,,16.0,F. VanVleet,1627832.0,4.0,,,,,,,,
593,PT04M35.00S,2023-02-09T02:31:13.8Z,4,REGULAR,foul,personal,[],1627832,,,1610612759,104,90,2023-02-09T02:31:22Z,5810000,False,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 1626196]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,203592.0,,,,2.0,0.0,Richardson,1626196.0
595,PT04M35.00S,2023-02-09T02:31:20.5Z,4,REGULAR,substitution,out,[],1627751,,,1610612759,104,90,2023-02-09T02:31:25Z,5830000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M35.00S,2023-02-09T02:31:20.5Z,4,REGULAR,substitution,in,[],1628380,,,1610612759,104,90,2023-02-09T02:31:25Z,5840000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M25.00S,2023-02-09T02:31:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,92.19776609724047,49.50980392156863,1610612759,104,92,2023-02-09T02:31:59Z,5850000,False,-2.0,21.0,1,right,J. Richardson driving Layup (10 PTS),[1626196],1610612759.0,SAS,driving,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,10.0,,,,,,,,,,,
598,PT04M10.00S,2023-02-09T02:32:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.427726675427067,59.31372549019608,1610612761,106,92,2023-02-09T02:32:10Z,5860000,False,-47.0,111.0,1,left,P. Siakam 12' step back Jump Shot (33 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.07,Made,,,,,,,33.0,,,,,,,,,,,
599,PT03M59.00S,2023-02-09T02:32:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.5407358738502,51.470588235294116,1610612759,106,94,2023-02-09T02:32:25Z,5870000,False,7.0,27.0,1,right,K. Johnson driving Layup (22 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,22.0,,,,,,,,,,,
600,PT03M59.00S,2023-02-09T02:32:22.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628449,,,1610612759,106,94,2023-02-09T02:32:28Z,5880000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Johnson 1 FT),"[1628449, 1629640]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,,,1.0,0.0,Johnson,1629640.0
602,PT03M59.00S,2023-02-09T02:32:43.2Z,4,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,106,94,2023-02-09T02:32:50Z,5900000,False,,,0,,MISS K. Johnson Free Throw 1 of 1,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
603,PT03M56.00S,2023-02-09T02:32:46.2Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,106,94,2023-02-09T02:32:50Z,5910000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,602.0,6.0,5.0,1.0,,,,,,,,,,,,,,
604,PT03M45.00S,2023-02-09T02:32:58.6Z,4,REGULAR,turnover,traveling,[],1627832,,,1610612761,106,94,2023-02-09T02:33:05Z,5920000,False,,,0,,F. VanVleet traveling TURNOVER (4 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,203592.0,4.0,,,,,,
605,PT03M41.00S,2023-02-09T02:33:14.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203926,68.15045992115637,52.20588235294118,1610612759,106,94,2023-02-09T02:33:20Z,5930000,False,11.0,247.0,1,right,MISS D. McDermott 24' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,24.71,Missed,,,,,,,,,,,,,,,,,,
606,PT03M38.00S,2023-02-09T02:33:17.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,106,94,2023-02-09T02:33:20Z,5940000,False,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,605.0,9.0,8.0,1.0,,,,,,,,,,,,,,
607,PT03M34.00S,2023-02-09T02:33:19.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,24.392247043363994,88.23529411764706,1610612761,106,94,2023-02-09T02:33:26Z,5950000,False,-191.0,177.0,1,left,MISS F. VanVleet 26' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
608,PT03M32.00S,2023-02-09T02:33:21.9Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612759,106,94,2023-02-09T02:33:26Z,5960000,False,,,0,,I. Roby REBOUND (Off:0 Def:3),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,,,607.0,3.0,3.0,0.0,,,,,,,,,,,,,,
609,PT03M24.00S,2023-02-09T02:33:31.0Z,4,REGULAR,3pt,Jump Shot,[],1626196,77.21747700394218,10.53921568627451,1610612759,106,94,2023-02-09T02:33:36Z,5970000,False,-197.0,162.0,1,right,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
610,PT03M21.00S,2023-02-09T02:33:34.0Z,4,REGULAR,rebound,offensive,[],1628380,,,1610612759,106,94,2023-02-09T02:33:34Z,5980000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,609.0,3.0,2.0,1.0,,,,,,,,,,,,,,
612,PT03M09.00S,2023-02-09T02:34:07.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,64.73390275952694,64.2156862745098,1610612759,106,94,2023-02-09T02:34:41Z,6000000,False,71.0,279.0,1,right,MISS K. Johnson 28' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,28.79,Missed,,,,,,,,,,,,,,,,,,
613,PT03M08.00S,2023-02-09T02:34:08.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,106,94,2023-02-09T02:34:41Z,6010000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,612.0,,,,,,,,,,,,,,,,,
614,PT03M08.00S,2023-02-09T02:34:13.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612759,106,94,2023-02-09T02:34:23Z,6020000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200834.0,,,,,,,
615,PT03M08.00S,2023-02-09T02:34:18.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,106,94,2023-02-09T02:34:18Z,6030000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M55.00S,2023-02-09T02:37:20.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,5.732588699080158,24.754901960784316,1610612761,106,94,2023-02-09T02:37:29Z,6040000,False,126.0,1.0,1,left,MISS P. Siakam 12' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,12.62,Missed,,,,,,,,,,,,,,,,,,
617,PT02M53.00S,2023-02-09T02:37:22.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,106,94,2023-02-09T02:37:29Z,6050000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,616.0,,,,,,,,,,,,,,,,,
619,PT02M41.00S,2023-02-09T02:37:52.5Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,22.421156373193167,26.47058823529412,1610612761,106,94,2023-02-09T02:38:13Z,6070000,False,118.0,158.0,1,left,MISS F. VanVleet 19' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,19.72,Missed,,,,,,,,,,,,,,,,,,
620,PT02M39.00S,2023-02-09T02:37:54.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,106,94,2023-02-09T02:38:13Z,6080000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right Center,,,619.0,,,,,,,,,,,,,,,,,
622,PT02M39.00S,2023-02-09T02:38:16.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612761,106,94,2023-02-09T02:38:51Z,6100000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200834.0,,,,,,,
623,PT02M35.00S,2023-02-09T02:38:23.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612759,106,94,2023-02-09T02:38:38Z,6110000,False,,,0,,P. Siakam personal FOUL (3 PF) (Richardson 2 FT),"[1627783, 1626196]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,200834.0,,,,3.0,0.0,Richardson,1626196.0
625,PT02M35.00S,2023-02-09T02:38:53.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626196,,,1610612759,106,95,2023-02-09T02:38:53Z,6130000,False,,,0,,J. Richardson Free Throw 1 of 2 (11 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
626,PT02M35.00S,2023-02-09T02:39:16.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626196,,,1610612759,106,96,2023-02-09T02:39:16Z,6140000,False,,,0,,J. Richardson Free Throw 2 of 2 (12 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
627,PT02M25.00S,2023-02-09T02:39:29.8Z,4,REGULAR,foul,personal,[],1629676,,,1610612761,106,96,2023-02-09T02:39:38Z,6150000,False,,,0,,I. Roby personal FOUL (4 PF),"[1629676, 1627783]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203592.0,,,,4.0,0.0,Siakam,1627783.0
629,PT02M15.00S,2023-02-09T02:39:55.2Z,4,REGULAR,2pt,Jump Shot,[],1627783,7.966491458607096,78.18627450980392,1610612761,108,96,2023-02-09T02:40:00Z,6170000,False,-141.0,22.0,1,left,P. Siakam 14' Jump Shot (35 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,14.27,Made,,,,,,,35.0,,,,,,,,,,,
630,PT02M03.00S,2023-02-09T02:40:07.0Z,4,REGULAR,3pt,Jump Shot,[],1629676,68.28186596583443,66.66666666666666,1610612759,108,96,2023-02-09T02:40:15Z,6180000,False,83.0,246.0,1,right,MISS I. Roby 25' 3PT,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
631,PT02M00.00S,2023-02-09T02:40:10.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,108,96,2023-02-09T02:40:15Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,630.0,,,,,,,,,,,,,,,,,
634,PT02M00.00S,2023-02-09T02:40:57.5Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612759,108,96,2023-02-09T02:41:04Z,6220000,False,,,0,,SAS 5-second-violation Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,203592.0,,,,,,,
635,PT01M39.00S,2023-02-09T02:41:30.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,7.178055190538765,52.20588235294118,1610612761,108,96,2023-02-09T02:41:34Z,6230000,False,-11.0,15.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
636,PT01M36.00S,2023-02-09T02:41:32.2Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,108,96,2023-02-09T02:41:32Z,6240000,False,,,0,,Z. Collins REBOUND (Off:1 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,635.0,4.0,3.0,1.0,,,,,,,,,,,,,,
638,PT01M28.00S,2023-02-09T02:41:57.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,108,96,2023-02-09T02:41:57Z,6260000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M28.00S,2023-02-09T02:45:01.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612759,108,96,2023-02-09T02:45:07Z,6280000,False,,,0,,S. Barnes personal FOUL (2 PF) (Richardson 2 FT),"[1630567, 1626196]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,Richardson,1626196.0
642,PT01M28.00S,2023-02-09T02:45:43.2Z,4,REGULAR,freethrow,1 of 2,[],1626196,,,1610612759,108,97,2023-02-09T02:45:43Z,6300000,False,,,0,,J. Richardson Free Throw 1 of 2 (13 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
643,PT01M28.00S,2023-02-09T02:45:43.9Z,4,REGULAR,substitution,out,[],203926,,,1610612759,108,97,2023-02-09T02:45:49Z,6310000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M28.00S,2023-02-09T02:45:43.9Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,108,97,2023-02-09T02:45:49Z,6320000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M28.00S,2023-02-09T02:45:43.9Z,4,REGULAR,substitution,in,[],1631104,,,1610612759,108,97,2023-02-09T02:45:49Z,6330000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M28.00S,2023-02-09T02:45:43.9Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,108,97,2023-02-09T02:45:49Z,6340000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M28.00S,2023-02-09T02:46:13.0Z,4,REGULAR,freethrow,2 of 2,[],1626196,,,1610612759,108,98,2023-02-09T02:46:13Z,6350000,False,,,0,,J. Richardson Free Throw 2 of 2 (14 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
648,PT01M07.00S,2023-02-09T02:46:41.9Z,4,REGULAR,2pt,Jump Shot,[],1627783,23.078186596583443,55.14705882352941,1610612761,110,98,2023-02-09T02:46:46Z,6360000,False,-26.0,164.0,1,left,P. Siakam 16' step back Jump Shot (37 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,16.64,Made,,,,,,,37.0,,,,,,,,,,,
649,PT00M59.50S,2023-02-09T02:46:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,92.85479632063075,41.66666666666667,1610612759,110,98,2023-02-09T02:47:02Z,6370000,False,-42.0,15.0,1,right,MISS B. Wesley driving Layup - blocked,"[1631104, 1630173]",1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,Achiuwa,1630173.0,,,,,,,,,,,,
650,PT00M59.50S,2023-02-09T02:46:53.9Z,4,REGULAR,block,,[],1630173,,,1610612759,110,98,2023-02-09T02:46:56Z,6380000,False,,,0,,P. Achiuwa BLOCK (2 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT00M56.60S,2023-02-09T02:46:56.8Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,110,98,2023-02-09T02:47:02Z,6390000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,649.0,7.0,6.0,1.0,,,,,,,,,,,,,,
652,PT00M54.60S,2023-02-09T02:47:00.5Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612761,110,98,2023-02-09T02:47:08Z,6400000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Boucher 2 FT),"[1629640, 1628449]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,Boucher,1628449.0
654,PT00M54.60S,2023-02-09T02:47:24.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628449,,,1610612761,111,98,2023-02-09T02:47:24Z,6420000,False,,,0,,C. Boucher Free Throw 1 of 2 (17 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
655,PT00M54.60S,2023-02-09T02:47:25.6Z,4,REGULAR,substitution,out,[],1629640,,,1610612761,111,98,2023-02-09T02:47:28Z,6430000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M54.60S,2023-02-09T02:47:25.6Z,4,REGULAR,substitution,in,[],1628380,,,1610612761,111,98,2023-02-09T02:47:28Z,6440000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M54.60S,2023-02-09T02:47:39.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628449,,,1610612761,112,98,2023-02-09T02:47:39Z,6450000,False,,,0,,C. Boucher Free Throw 2 of 2 (18 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
658,PT00M46.50S,2023-02-09T02:47:51.9Z,4,REGULAR,3pt,Jump Shot,[],1626196,82.9993429697766,3.431372549019608,1610612759,112,98,2023-02-09T02:47:57Z,6460000,False,-233.0,107.0,1,right,MISS J. Richardson 25' step back 3PT,[1626196],1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
659,PT00M43.00S,2023-02-09T02:47:55.4Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,112,98,2023-02-09T02:47:57Z,6470000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,658.0,2.0,2.0,0.0,,,,,,,,,,,,,,
660,PT00M21.00S,2023-02-09T02:48:17.1Z,4,REGULAR,3pt,Jump Shot,[],1628449,7.178055190538765,2.450980392156863,1610612761,112,98,2023-02-09T02:48:27Z,6480000,False,238.0,15.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
661,PT00M19.80S,2023-02-09T02:48:18.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,112,98,2023-02-09T02:48:27Z,6490000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,660.0,,,,,,,,,,,,,,,,,
663,PT00M07.60S,2023-02-09T02:48:46.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,85.75886990801577,56.86274509803921,1610612759,112,98,2023-02-09T02:48:50Z,6510000,False,34.0,81.0,1,right,MISS I. Roby 8' driving floating Shot,[1629676],1610612759.0,SAS,driving floating,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Center,8.83,Missed,,,,,,,,,,,,,,,,,,
664,PT00M05.60S,2023-02-09T02:48:48.0Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,112,98,2023-02-09T02:48:48Z,6520000,False,,,0,,P. Siakam REBOUND (Off:1 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,663.0,10.0,9.0,1.0,,,,,,,,,,,,,,
665,PT00M00.00S,2023-02-09T02:49:01.3Z,4,REGULAR,period,end,[],0,,,1610612761,112,98,2023-02-09T02:49:01Z,6530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2023-02-09T02:50:14.0Z,4,REGULAR,game,end,[],0,,,0,112,98,2023-02-09T02:50:14Z,6540000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
