actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
164,PT00M30.20S,2023-02-09T01:03:36.6Z,1,REGULAR,substitution,in,[],1626169,,,1610612761,33,24,2023-02-09T01:03:42Z,1600000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M30.20S,2023-02-09T01:03:59.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627832,,,1610612761,34,24,2023-02-09T01:03:59Z,1610000,False,,,0,,F. VanVleet Free Throw 1 of 1 (8 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
168,PT00M06.20S,2023-02-09T01:04:28.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,34,24,2023-02-09T01:05:08Z,1620000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203592.0,,,,,,,
169,PT00M01.60S,2023-02-09T01:04:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,56.45532194480947,25.98039215686275,1610612761,34,24,2023-02-09T01:13:47Z,1630000,False,-120.0,357.0,1,right,MISS F. VanVleet 37' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,37.65,Missed,,,,,,,,,,,,,,,,,,
170,PT00M01.60S,2023-02-09T01:04:48.3Z,1,REGULAR,rebound,offensive,[],1627823,,,1610612761,34,24,2023-02-09T01:06:16Z,1640000,False,,,0,,J. Hernangomez REBOUND (Off:1 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,,
171,PT00M00.00S,2023-02-09T01:06:58.4Z,1,REGULAR,period,end,[],0,,,1610612761,34,24,2023-02-09T01:06:58Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,out,['startperiod'],201152,,,1610612761,34,24,2023-02-09T01:07:34Z,1660000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,34,24,2023-02-09T01:07:34Z,1670000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,out,['startperiod'],1627823,,,1610612761,34,24,2023-02-09T01:07:34Z,1680000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,out,['startperiod'],1629676,,,1610612761,34,24,2023-02-09T01:07:34Z,1690000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630201,,,1610612761,34,24,2023-02-09T01:07:34Z,1700000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,34,24,2023-02-09T01:07:34Z,1710000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,34,24,2023-02-09T01:07:34Z,1720000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-02-09T01:07:10.8Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612761,34,24,2023-02-09T01:07:34Z,1730000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-02-09T01:07:29.9Z,2,REGULAR,period,start,[],0,,,1610612761,34,24,2023-02-09T01:07:35Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M42.00S,2023-02-09T01:07:47.7Z,2,REGULAR,2pt,Jump Shot,[],1630567,81.553876478318,76.9607843137255,1610612761,34,24,2023-02-09T01:07:53Z,1750000,False,135.0,121.0,1,right,MISS S. Barnes 18' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,18.11,Missed,,,,,,,,,,,,,,,,,,
182,PT11M39.00S,2023-02-09T01:07:50.7Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612759,34,24,2023-02-09T01:07:53Z,1760000,False,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Right Center,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT11M22.00S,2023-02-09T01:08:07.5Z,2,REGULAR,2pt,Jump Shot,[],1628380,23.47240473061761,29.411764705882355,1610612759,34,26,2023-02-09T01:08:19Z,1770000,False,103.0,168.0,1,left,Z. Collins 19' Jump Shot (2 PTS) (D. McDermott 2 AST),"[1628380, 203926]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,19.71,Made,,,,,,,2.0,D. McDermott,203926.0,2.0,,,,,,,,
185,PT11M04.00S,2023-02-09T01:08:25.2Z,2,REGULAR,turnover,bad pass,[],1629018,,,1610612761,34,26,2023-02-09T01:08:43Z,1790000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1626169]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Johnson,1626169.0,,,,
186,PT11M04.00S,2023-02-09T01:08:25.2Z,2,REGULAR,steal,,[],1626169,,,1610612759,34,26,2023-02-09T01:08:27Z,1800000,False,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
187,PT10M55.00S,2023-02-09T01:08:34.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,31.61957950065703,66.66666666666666,1610612759,34,29,2023-02-09T01:08:49Z,1810000,False,-83.0,245.0,1,left,Z. Collins 25' 3PT  (5 PTS) (B. Wesley 2 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,5.0,B. Wesley,1631104.0,2.0,,,,,,,,
189,PT10M41.00S,2023-02-09T01:08:50.2Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612761,34,29,2023-02-09T01:08:58Z,1830000,False,,,0,,D. McDermott shooting personal FOUL (2 PF) (Trent Jr. 2 FT),"[203926, 1629018]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,Trent Jr.,1629018.0
191,PT10M41.00S,2023-02-09T01:09:38.3Z,2,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,34,29,2023-02-09T01:09:38Z,1850000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT10M41.00S,2023-02-09T01:09:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,34,29,2023-02-09T01:09:38Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT10M41.00S,2023-02-09T01:10:03.2Z,2,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,35,29,2023-02-09T01:10:03Z,1870000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (3 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
194,PT10M25.00S,2023-02-09T01:10:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,8.360709592641262,54.65686274509803,1610612759,35,31,2023-02-09T01:16:31Z,1880000,False,-23.0,26.0,1,left,Z. Collins driving finger roll Layup (7 PTS),[1628380],1610612759.0,SAS,driving finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,,,7.0,,,,,,,,,,,
195,PT10M01.00S,2023-02-09T01:10:42.8Z,2,REGULAR,turnover,bad pass,[],1630201,,,1610612761,35,31,2023-02-09T01:10:47Z,1890000,False,,,0,,M. Flynn bad pass TURNOVER (1 TO),"[1630201, 1628966]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Bates-Diop,1628966.0,,,,
196,PT10M01.00S,2023-02-09T01:10:42.8Z,2,REGULAR,steal,,[],1628966,,,1610612759,35,31,2023-02-09T01:10:44Z,1900000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M55.00S,2023-02-09T01:10:49.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631104,5.206964520367937,96.81372549019608,1610612759,35,31,2023-02-09T01:10:56Z,1910000,False,-234.0,-4.0,1,left,MISS B. Wesley running 3PT,[1631104],1610612759.0,SAS,running,,,Wesley,B. Wesley,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
198,PT09M51.00S,2023-02-09T01:10:53.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,35,31,2023-02-09T01:10:56Z,1920000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,
199,PT09M42.00S,2023-02-09T01:11:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.13074901445466,57.59803921568627,1610612761,37,31,2023-02-09T01:17:33Z,1930000,False,38.0,106.0,1,right,G. Trent Jr. 11' step back Jump Shot (5 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.27,Made,,,,,,,5.0,,,,,,,,,,,
200,PT09M28.00S,2023-02-09T01:11:16.2Z,2,REGULAR,turnover,bad pass,[],1628966,,,1610612759,37,31,2023-02-09T01:11:23Z,1940000,False,,,0,,K. Bates-Diop bad pass TURNOVER (1 TO),"[1628966, 1630173]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Achiuwa,1630173.0,,,,
201,PT09M28.00S,2023-02-09T01:11:16.2Z,2,REGULAR,steal,,[],1630173,,,1610612761,37,31,2023-02-09T01:12:02Z,1950000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
202,PT09M22.00S,2023-02-09T01:11:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.1688567674113,50.245098039215684,1610612761,39,31,2023-02-09T01:11:29Z,1960000,False,1.0,2.0,1,right,G. Trent Jr. running Layup (7 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,7.0,C. Boucher,1628449.0,1.0,,,,,,,,
204,PT09M22.00S,2023-02-09T01:11:26.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,39,31,2023-02-09T01:11:26Z,1980000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M05.00S,2023-02-09T01:14:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,6.783837056504599,51.470588235294116,1610612759,39,33,2023-02-09T01:14:41Z,1990000,False,-7.0,11.0,1,left,D. McDermott reverse Layup (2 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,reverse,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,2.0,Z. Collins,1628380.0,1.0,,,,,,,,
207,PT08M39.00S,2023-02-09T01:14:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,92.85479632063075,51.71568627450981,1610612761,39,33,2023-02-09T01:15:09Z,2010000,False,9.0,15.0,1,right,MISS M. Flynn driving reverse Layup,[1630201],1610612761.0,TOR,driving reverse,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2023-02-09T01:15:02.3Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,39,33,2023-02-09T01:15:02Z,2020000,False,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,207.0,3.0,1.0,2.0,,,,,,,,,,,,,,
209,PT08M35.00S,2023-02-09T01:15:02.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,41,33,2023-02-09T01:15:02Z,2030000,False,0.0,0.0,1,right,C. Boucher tip Layup (7 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,7.0,,,,,,,,,,,
210,PT08M27.00S,2023-02-09T01:15:10.8Z,2,REGULAR,3pt,Jump Shot,[],203926,33.85348226018397,48.77450980392157,1610612759,41,36,2023-02-09T01:15:20Z,2040000,False,6.0,266.0,1,left,D. McDermott 26' 3PT pullup (5 PTS) (B. Wesley 3 AST),"[203926, 1631104]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.58,Made,,,,,,,5.0,B. Wesley,1631104.0,3.0,,,,,,,,
212,PT08M12.00S,2023-02-09T01:15:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,92.32917214191852,54.41176470588235,1610612761,43,36,2023-02-09T01:15:30Z,2060000,False,22.0,20.0,1,right,P. Achiuwa driving floating bank Jump Shot (2 PTS) (G. Trent Jr. 2 AST),"[1630173, 1629018]",1610612761.0,TOR,driving floating bank,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,2.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,
214,PT08M07.00S,2023-02-09T01:15:31.9Z,2,REGULAR,foul,personal,['3freethrow'],1629018,,,1610612759,43,36,2023-02-09T01:15:39Z,2080000,False,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (McDermott 3 FT),"[1629018, 203926]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,McDermott,203926.0
216,PT08M07.00S,2023-02-09T01:15:59.8Z,2,REGULAR,freethrow,1 of 3,[],203926,,,1610612759,43,37,2023-02-09T01:15:59Z,2100000,False,,,0,,D. McDermott Free Throw 1 of 3 (6 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
217,PT08M07.00S,2023-02-09T01:16:18.3Z,2,REGULAR,freethrow,2 of 3,[],203926,,,1610612759,43,37,2023-02-09T01:16:18Z,2110000,False,,,0,,MISS D. McDermott Free Throw 2 of 3,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
218,PT08M07.00S,2023-02-09T01:16:18.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,43,37,2023-02-09T01:16:18Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,
219,PT08M07.00S,2023-02-09T01:16:19.7Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,43,37,2023-02-09T01:16:22Z,2130000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M07.00S,2023-02-09T01:16:19.7Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,43,37,2023-02-09T01:16:22Z,2140000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M07.00S,2023-02-09T01:16:41.1Z,2,REGULAR,freethrow,3 of 3,[],203926,,,1610612759,43,38,2023-02-09T01:16:41Z,2150000,False,,,0,,D. McDermott Free Throw 3 of 3 (7 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
222,PT07M54.00S,2023-02-09T01:16:55.6Z,2,REGULAR,3pt,Jump Shot,[],1629018,72.61826544021025,16.42156862745098,1610612761,43,38,2023-02-09T01:20:26Z,2160000,False,-168.0,205.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
223,PT07M54.00S,2023-02-09T01:16:55.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,43,38,2023-02-09T01:17:07Z,2170000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,222.0,,,,,,,,,,,,,,,,,
226,PT07M35.00S,2023-02-09T01:17:29.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,43,38,2023-02-09T01:17:33Z,2200000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M35.00S,2023-02-09T01:17:29.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,43,38,2023-02-09T01:17:33Z,2210000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M33.00S,2023-02-09T01:17:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,7.440867279894875,50.49019607843137,1610612759,43,40,2023-02-09T01:17:59Z,2220000,False,-2.0,17.0,1,left,K. Bates-Diop driving finger roll Layup (3 PTS) (D. McDermott 3 AST),"[1628966, 203926]",1610612759.0,SAS,driving finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,3.0,D. McDermott,203926.0,3.0,,,,,,,,
230,PT07M33.00S,2023-02-09T01:17:52.5Z,2,REGULAR,foul,personal,['1freethrow'],1630173,,,1610612759,43,40,2023-02-09T01:18:05Z,2240000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Bates-Diop 1 FT),"[1630173, 1628966]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Bates-Diop,1628966.0
232,PT07M33.00S,2023-02-09T01:18:11.4Z,2,REGULAR,freethrow,1 of 1,[],1628966,,,1610612759,43,41,2023-02-09T01:18:11Z,2260000,False,,,0,,K. Bates-Diop Free Throw 1 of 1 (4 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
233,PT07M18.00S,2023-02-09T01:18:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,81.42247043363994,41.17647058823529,1610612761,43,41,2023-02-09T01:21:20Z,2270000,False,-44.0,122.0,1,right,MISS S. Barnes 12' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2023-02-09T01:18:29.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,43,41,2023-02-09T01:18:37Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,233.0,,,,,,,,,,,,,,,,,
237,PT06M58.00S,2023-02-09T01:19:16.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,13.748357424441524,48.03921568627451,1610612759,43,41,2023-02-09T01:19:21Z,2310000,False,10.0,77.0,1,left,MISS J. Poeltl 7' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
238,PT06M55.00S,2023-02-09T01:19:19.6Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,43,41,2023-02-09T01:19:21Z,2320000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,237.0,1.0,1.0,0.0,,,,,,,,,,,,,,
239,PT06M42.00S,2023-02-09T01:19:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,81.553876478318,45.83333333333333,1610612761,45,41,2023-02-09T01:19:39Z,2330000,False,-21.0,121.0,1,right,P. Achiuwa 12' floating Jump Shot (4 PTS) (M. Flynn 1 AST),"[1630173, 1630201]",1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,12.27,Made,,,,,,,4.0,M. Flynn,1630201.0,1.0,,,,,,,,
241,PT06M26.00S,2023-02-09T01:19:48.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,14.668199737187912,42.64705882352941,1610612759,45,41,2023-02-09T01:19:54Z,2350000,False,37.0,85.0,1,left,MISS D. McDermott 9' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,9.3,Missed,,,,,,,,,,,,,,,,,,
242,PT06M24.00S,2023-02-09T01:19:50.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,45,41,2023-02-09T01:19:54Z,2360000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,241.0,4.0,4.0,0.0,,,,,,,,,,,,,,
243,PT06M13.00S,2023-02-09T01:20:04.2Z,2,REGULAR,foul,personal,[],1626169,,,1610612761,45,41,2023-02-09T01:20:22Z,2370000,False,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 1630173]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Achiuwa,1630173.0
245,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,45,41,2023-02-09T01:20:35Z,2390000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,45,41,2023-02-09T01:20:35Z,2400000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,out,[],203926,,,1610612761,45,41,2023-02-09T01:20:35Z,2410000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,45,41,2023-02-09T01:20:35Z,2420000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,45,41,2023-02-09T01:20:35Z,2430000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M13.00S,2023-02-09T01:20:16.7Z,2,REGULAR,substitution,in,[],1631103,,,1610612761,45,41,2023-02-09T01:20:35Z,2440000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M05.00S,2023-02-09T01:20:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630567,76.03482260183968,9.803921568627452,1610612761,45,41,2023-02-09T01:21:01Z,2450000,False,-201.0,173.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
252,PT06M00.00S,2023-02-09T01:21:00.3Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,45,41,2023-02-09T01:21:01Z,2460000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,251.0,4.0,3.0,1.0,,,,,,,,,,,,,,
