actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
520,PT06M56.00S,2022-11-17T02:33:56.7Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612748,96,88,2022-11-17T02:37:02Z,5150000,False,,,0,,C. Boucher shooting personal FOUL (3 PF) (Lowry 2 FT),"[1628449, 200768]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101284.0,,3.0,0.0,,,,,Lowry,200768.0
522,PT06M56.00S,2022-11-17T02:34:08.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,96,88,2022-11-17T02:34:08Z,5170000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M56.00S,2022-11-17T02:37:11.7Z,4,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,96,89,2022-11-17T02:37:11Z,5180000,False,,,0,,K. Lowry Free Throw 1 of 2 (15 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
524,PT06M56.00S,2022-11-17T02:37:30.9Z,4,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,96,90,2022-11-17T02:37:30Z,5190000,False,,,0,,K. Lowry Free Throw 2 of 2 (16 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
525,PT06M33.00S,2022-11-17T02:37:56.5Z,4,REGULAR,2pt,Jump Shot,[],1630567,20.844283837056505,37.5,1610612761,96,90,2022-11-17T02:38:05Z,5200000,False,62.0,143.0,1,left,MISS S. Barnes 15' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,15.64,Missed,,,,,,,,,,,,,,,,,,
526,PT06M29.00S,2022-11-17T02:38:00.5Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,96,90,2022-11-17T02:38:05Z,5210000,False,,,0,,T. Young REBOUND (Off:4 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,525.0,7.0,3.0,4.0,,,,,,,,,,,,,,
527,PT06M29.00S,2022-11-17T02:38:01.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,5.590000152587891,50.0,1610612761,98,90,2022-11-17T02:38:01Z,5220000,False,0.0,0.0,1,left,T. Young tip Layup (12 PTS),[201152],1610612761.0,TOR,tip,,,Young,T. Young,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,12.0,,,,,,,,,,,,,
528,PT06M19.00S,2022-11-17T02:38:13.1Z,4,REGULAR,foul,personal,[],1627832,,,1610612748,98,90,2022-11-17T02:38:20Z,5230000,False,,,0,,F. VanVleet personal FOUL (4 PF),"[1627832, 1628997]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202901.0,,4.0,1.0,,,,,Martin,1628997.0
530,PT06M04.00S,2022-11-17T02:38:45.4Z,4,REGULAR,3pt,Jump Shot,[],200768,91.80354796320631,3.9215686274509802,1610612748,98,93,2022-11-17T02:38:52Z,5250000,False,-230.0,25.0,1,right,K. Lowry 3PT step back (19 PTS) (J. Butler 4 AST),"[200768, 202710]",1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,23.17,Made,,,,,19.0,J. Butler,202710.0,4.0,,,,,,,,,,
532,PT05M44.00S,2022-11-17T02:39:06.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628449,7.440867279894875,63.23529411764706,1610612761,100,93,2022-11-17T02:39:14Z,5270000,False,-66.0,17.0,1,left,C. Boucher 6' Hook (10 PTS) (T. Young 2 AST),"[1628449, 201152]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,,,,,10.0,T. Young,201152.0,2.0,,,,,,,,,,
534,PT05M44.00S,2022-11-17T02:39:09.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200768,,,1610612761,100,93,2022-11-17T02:39:31Z,5290000,False,,,0,,K. Lowry shooting personal FOUL (5 PF) (Boucher 1 FT),"[200768, 1628449]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,5.0,0.0,,,,,Boucher,1628449.0
536,PT05M44.00S,2022-11-17T02:39:32.2Z,4,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,100,93,2022-11-17T02:39:34Z,5310000,False,,,0,,MISS C. Boucher Free Throw 1 of 1,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
537,PT05M41.00S,2022-11-17T02:39:35.2Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,100,93,2022-11-17T02:39:34Z,5320000,False,,,0,,C. Martin REBOUND (Off:2 Def:5),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,536.0,7.0,5.0,2.0,,,,,,,,,,,,,,
538,PT05M34.00S,2022-11-17T02:39:40.9Z,4,REGULAR,3pt,Jump Shot,[],1629622,92.72339027595268,97.30392156862744,1610612748,100,96,2022-11-17T02:39:45Z,5330000,False,237.0,16.0,1,right,M. Strus 3PT  (18 PTS) (G. Vincent 5 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,23.7,Made,,,,,18.0,G. Vincent,1629216.0,5.0,,,,,,,,,,
540,PT05M17.00S,2022-11-17T02:39:56.9Z,4,REGULAR,3pt,Jump Shot,[],1628384,34.510512483574246,47.30392156862745,1610612761,100,96,2022-11-17T02:40:02Z,5350000,False,13.0,272.0,1,left,MISS O. Anunoby 27' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
541,PT05M16.00S,2022-11-17T02:39:57.9Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,100,96,2022-11-17T02:40:02Z,5360000,False,,,0,,C. Martin REBOUND (Off:2 Def:6),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,540.0,8.0,6.0,2.0,,,,,,,,,,,,,,
542,PT05M03.00S,2022-11-17T02:40:14.5Z,4,REGULAR,turnover,traveling,[],1628997,,,1610612748,100,96,2022-11-17T02:40:53Z,5370000,False,,,0,,C. Martin traveling TURNOVER (3 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,3.0,,,,,,,,
543,PT04M43.00S,2022-11-17T02:40:48.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627832,8.360709592641262,45.09803921568628,1610612761,100,96,2022-11-17T02:40:56Z,5380000,False,25.0,26.0,1,left,MISS F. VanVleet driving Hook - blocked,"[1627832, 1628997]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,Martin,1628997.0,,
544,PT04M43.00S,2022-11-17T02:40:48.9Z,4,REGULAR,block,,[],1628997,,,1610612761,100,96,2022-11-17T02:40:51Z,5390000,False,,,0,,C. Martin BLOCK (2 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
545,PT04M41.00S,2022-11-17T02:40:50.9Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,100,96,2022-11-17T02:40:56Z,5400000,False,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,543.0,3.0,3.0,0.0,,,,,,,,,,,,,,
546,PT04M41.00S,2022-11-17T02:40:54.1Z,4,REGULAR,foul,personal,['2freethrow'],201152,,,1610612748,100,96,2022-11-17T02:41:11Z,5410000,False,,,0,,T. Young shooting personal FOUL (4 PF) (Butler 2 FT),"[201152, 202710]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,4.0,0.0,,,,,Butler,202710.0
548,PT04M41.00S,2022-11-17T02:41:20.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,100,97,2022-11-17T02:41:19Z,5430000,False,,,0,,J. Butler Free Throw 1 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
549,PT04M41.00S,2022-11-17T02:41:34.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,100,98,2022-11-17T02:41:34Z,5440000,False,,,0,,J. Butler Free Throw 2 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
550,PT04M20.00S,2022-11-17T02:41:58.6Z,4,REGULAR,turnover,lost ball,[],201152,,,1610612761,100,98,2022-11-17T02:42:02Z,5450000,False,,,0,,T. Young lost ball TURNOVER (2 TO),"[201152, 202710]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,2.0,,,Butler,202710.0,,,,
551,PT04M20.00S,2022-11-17T02:41:58.6Z,4,REGULAR,steal,,[],202710,,,1610612748,100,98,2022-11-17T02:42:00Z,5460000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
552,PT04M14.00S,2022-11-17T02:42:04.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.06636005256242,59.55882352941176,1610612748,100,98,2022-11-17T02:42:08Z,5470000,False,48.0,22.0,1,right,MISS J. Butler running Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
553,PT04M12.00S,2022-11-17T02:42:06.0Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,100,98,2022-11-17T02:42:08Z,5480000,False,,,0,,C. Boucher REBOUND (Off:2 Def:6),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,552.0,8.0,6.0,2.0,,,,,,,,,,,,,,
554,PT04M03.00S,2022-11-17T02:42:15.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.09789750328515,44.85294117647059,1610612761,102,98,2022-11-17T02:42:19Z,5490000,False,26.0,24.0,1,left,S. Barnes cutting Layup (19 PTS) (F. VanVleet 8 AST),"[1630567, 1627832]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,19.0,F. VanVleet,1627832.0,8.0,,,,,,,,,,
556,PT03M52.00S,2022-11-17T02:42:26.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,91.93495400788436,57.59803921568627,1610612748,102,100,2022-11-17T02:42:31Z,5510000,False,38.0,23.0,1,right,M. Strus floating Jump Shot (20 PTS) (J. Butler 5 AST),"[1629622, 202710]",1610612748.0,MIA,floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,20.0,J. Butler,202710.0,5.0,,,,,,,,,,
558,PT03M24.00S,2022-11-17T02:42:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,15.982260183968464,55.63725490196079,1610612761,102,100,2022-11-17T02:51:48Z,5530000,False,-28.0,98.0,1,left,MISS F. VanVleet 10' floating Shot,[1627832],1610612761.0,TOR,floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,,,,,,,,,,,,,,,,,,
559,PT03M21.00S,2022-11-17T02:42:56.4Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,102,100,2022-11-17T02:43:01Z,5540000,False,,,0,,T. Young REBOUND (Off:5 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,558.0,8.0,3.0,5.0,,,,,,,,,,,,,,
560,PT03M14.00S,2022-11-17T02:43:03.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,26.62614980289093,87.25490196078431,1610612761,102,100,2022-11-17T02:43:10Z,5550000,False,-186.0,198.0,1,left,MISS F. VanVleet 27' 3PT - blocked,"[1627832, 1629622]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,Strus,1629622.0,,
561,PT03M14.00S,2022-11-17T02:43:03.5Z,4,REGULAR,block,,[],1629622,,,1610612761,102,100,2022-11-17T02:43:06Z,5560000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
562,PT03M12.00S,2022-11-17T02:43:05.5Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,102,100,2022-11-17T02:43:10Z,5570000,False,,,0,,O. Anunoby REBOUND (Off:3 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,560.0,9.0,6.0,3.0,,,,,,,,,,,,,,
563,PT03M12.00S,2022-11-17T02:43:09.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628384,14.668199737187912,48.28431372549019,1610612761,104,100,2022-11-17T02:43:18Z,5580000,False,9.0,85.0,1,left,O. Anunoby 8' Hook (29 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,8.58,Made,,,,,29.0,,,,,,,,,,,,,
564,PT03M12.00S,2022-11-17T02:43:16.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,104,100,2022-11-17T02:43:16Z,5590000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT03M00.00S,2022-11-17T02:46:15.0Z,4,REGULAR,3pt,Jump Shot,[],202710,72.35545335085413,17.401960784313726,1610612748,104,100,2022-11-17T02:46:19Z,5600000,False,-163.0,207.0,1,right,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
566,PT02M56.00S,2022-11-17T02:46:19.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,104,100,2022-11-17T02:46:19Z,5610000,False,,,0,,O. Anunoby REBOUND (Off:3 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,565.0,10.0,7.0,3.0,,,,,,,,,,,,,,
567,PT02M40.00S,2022-11-17T02:46:40.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612761,104,100,2022-11-17T02:47:04Z,5620000,False,,,0,,G. Vincent shooting personal FOUL (3 PF) (Anunoby 2 FT),"[1629216, 1628384]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,101284.0,,3.0,0.0,,,,,Anunoby,1628384.0
569,PT02M40.00S,2022-11-17T02:47:08.6Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,104,100,2022-11-17T02:47:08Z,5640000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
570,PT02M40.00S,2022-11-17T02:47:08.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,104,100,2022-11-17T02:47:08Z,5650000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,,
571,PT02M40.00S,2022-11-17T02:47:22.9Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,105,100,2022-11-17T02:47:22Z,5660000,False,,,0,,O. Anunoby Free Throw 2 of 2 (30 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
572,PT02M29.00S,2022-11-17T02:47:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.72339027595268,58.57843137254902,1610612748,105,102,2022-11-17T02:47:40Z,5670000,False,43.0,16.0,1,right,J. Butler driving Layup (13 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,,,,,13.0,,,,,,,,,,,,,
573,PT02M03.00S,2022-11-17T02:48:01.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,8.229303547963205,50.98039215686274,1610612761,107,102,2022-11-17T02:48:06Z,5680000,False,-5.0,25.0,1,left,C. Boucher cutting DUNK (12 PTS) (O. Anunoby 3 AST),"[1628449, 1628384]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,12.0,O. Anunoby,1628384.0,3.0,,,,,,,,,,
576,PT01M48.00S,2022-11-17T02:48:34.8Z,4,REGULAR,foul,offensive,['inpenalty'],1629216,,,1610612748,107,102,2022-11-17T02:48:48Z,5710000,False,,,0,,G. Vincent off-the-ball offensive FOUL (4 PF),"[1629216, 1627832]",1610612748.0,MIA,off-the-ball,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,,4.0,0.0,,,,,VanVleet,1627832.0
578,PT01M48.00S,2022-11-17T02:48:34.8Z,4,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,107,102,2022-11-17T02:48:34Z,5730000,False,,,0,,G. Vincent offensive foul TURNOVER (2 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,2.0,,,,,,,,
580,PT01M29.00S,2022-11-17T02:49:28.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,9.674770039421814,5.147058823529411,1610612761,110,102,2022-11-17T02:49:34Z,5750000,False,224.0,38.0,1,left,C. Boucher 3PT  (15 PTS) (S. Barnes 6 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,22.76,Made,,,,,15.0,S. Barnes,1630567.0,6.0,,,,,,,,,,
583,PT01M06.00S,2022-11-17T02:51:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,91.40932982917214,39.950980392156865,1610612748,110,104,2022-11-17T02:51:45Z,5780000,False,-50.0,28.0,1,right,G. Vincent driving finger roll Layup (16 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,16.0,,,,,,,,,,,,,
584,PT00M42.90S,2022-11-17T02:52:06.3Z,4,REGULAR,2pt,Jump Shot,[],1628384,23.209592641261498,54.65686274509803,1610612761,110,104,2022-11-17T02:52:11Z,5790000,False,-23.0,166.0,1,left,MISS O. Anunoby 16' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,16.73,Missed,,,,,,,,,,,,,,,,,,
585,PT00M40.60S,2022-11-17T02:52:08.6Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,110,104,2022-11-17T02:52:11Z,5800000,False,,,0,,C. Martin REBOUND (Off:2 Def:7),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,584.0,9.0,7.0,2.0,,,,,,,,,,,,,,
586,PT00M37.00S,2022-11-17T02:52:12.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,76.2976346911958,87.99019607843137,1610612748,110,104,2022-11-17T02:52:26Z,5810000,False,190.0,170.0,1,right,MISS G. Vincent 25' running 3PT,[1629216],1610612748.0,MIA,running,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
587,PT00M35.50S,2022-11-17T02:52:13.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,110,104,2022-11-17T02:52:26Z,5820000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,586.0,,,,,,,,,,,,,,,,,
588,PT00M35.50S,2022-11-17T02:52:31.0Z,4,REGULAR,foul,personal,[],1627832,,,1610612748,110,104,2022-11-17T02:52:44Z,5830000,False,,,0,,F. VanVleet loose ball personal FOUL (5 PF),"[1627832, 200768]",1610612761.0,TOR,loose ball,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,,5.0,1.0,,,,,Lowry,200768.0
590,PT00M35.50S,2022-11-17T02:52:58.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,110,104,2022-11-17T02:52:58Z,5850000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M33.50S,2022-11-17T02:54:17.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,64.60249671484888,46.81372549019608,1610612748,110,104,2022-11-17T02:54:25Z,5860000,False,-16.0,280.0,1,right,MISS M. Strus 28' turnaround 3PT,[1629622],1610612748.0,MIA,turnaround,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
593,PT00M30.50S,2022-11-17T02:54:20.5Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,110,104,2022-11-17T02:54:25Z,5870000,False,,,0,,C. Boucher REBOUND (Off:2 Def:7),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,592.0,9.0,7.0,2.0,,,,,,,,,,,,,,
594,PT00M23.90S,2022-11-17T02:54:27.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612761,110,104,2022-11-17T02:54:37Z,5880000,False,,,0,,J. Butler personal FOUL (2 PF) (Anunoby 2 FT),"[202710, 1628384]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202901.0,,2.0,0.0,,,,,Anunoby,1628384.0
596,PT00M23.90S,2022-11-17T02:54:54.3Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,111,104,2022-11-17T02:54:54Z,5900000,False,,,0,,O. Anunoby Free Throw 1 of 2 (31 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
597,PT00M23.90S,2022-11-17T02:55:08.3Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,112,104,2022-11-17T02:55:08Z,5910000,False,,,0,,O. Anunoby Free Throw 2 of 2 (32 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
598,PT00M23.90S,2022-11-17T02:55:11.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,112,104,2022-11-17T02:55:11Z,5920000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M21.00S,2022-11-17T02:56:39.5Z,4,REGULAR,3pt,Jump Shot,[],202710,72.35545335085413,76.9607843137255,1610612748,112,104,2022-11-17T02:56:47Z,5930000,False,135.0,207.0,1,right,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
600,PT00M17.60S,2022-11-17T02:56:42.9Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,112,104,2022-11-17T02:56:42Z,5940000,False,,,0,,C. Boucher REBOUND (Off:2 Def:8),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,599.0,10.0,8.0,2.0,,,,,,,,,,,,,,
601,PT00M00.00S,2022-11-17T02:57:02.9Z,4,REGULAR,period,end,[],0,,,1610612761,112,104,2022-11-17T02:57:03Z,5950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M00.00S,2022-11-17T02:57:57.0Z,4,REGULAR,game,end,[],0,,,0,112,104,2022-11-17T02:57:57Z,5960000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
