actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
169,PT10M08.00S,2022-11-17T01:10:47.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,32,35,2022-11-17T01:10:49Z,1660000,False,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,168.0,4.0,2.0,2.0,,,,,,,,,,,,,,
170,PT09M53.00S,2022-11-17T01:11:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630625,73.14388961892247,12.745098039215685,1610612761,32,35,2022-11-17T01:11:07Z,1670000,False,-186.0,200.0,1,right,MISS D. Banton 27' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,27.33,Missed,,,,,,,,,,,,,,,,,,
171,PT09M50.00S,2022-11-17T01:11:04.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,32,35,2022-11-17T01:11:07Z,1680000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT09M45.00S,2022-11-17T01:11:15.2Z,2,REGULAR,foul,personal,[],1627823,,,1610612748,32,35,2022-11-17T01:11:22Z,1690000,False,,,0,,J. Hernangomez personal FOUL (1 PF),"[1627823, 203473]",1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Dedmon,203473.0
175,PT09M29.00S,2022-11-17T01:12:00.2Z,2,REGULAR,turnover,3-second-violation,[],203473,,,1610612748,32,35,2022-11-17T01:13:13Z,1710000,False,,,0,,D. Dedmon 3-second-violation TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,,
176,PT09M14.00S,2022-11-17T01:12:22.0Z,2,REGULAR,turnover,bad pass,[],1628449,,,1610612761,32,35,2022-11-17T01:12:28Z,1720000,False,,,0,,C. Boucher bad pass TURNOVER (1 TO),"[1628449, 1629622]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,Strus,1629622.0,,,,
177,PT09M14.00S,2022-11-17T01:12:22.0Z,2,REGULAR,steal,,[],1629622,,,1610612748,32,35,2022-11-17T01:25:42Z,1730000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
178,PT09M10.00S,2022-11-17T01:12:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,8.09789750328515,45.588235294117645,1610612748,32,37,2022-11-17T01:12:38Z,1740000,False,22.0,24.0,1,left,M. Strus running finger roll Layup (2 PTS),[1629622],1610612748.0,MIA,running finger roll,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,2.0,,,,,,,,,,,,,
179,PT09M10.00S,2022-11-17T01:12:31.0Z,2,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612748,32,37,2022-11-17T01:12:49Z,1750000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Strus 1 FT),"[1628449, 1629622]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,2.0,0.0,,,,,Strus,1629622.0
181,PT09M10.00S,2022-11-17T01:12:55.9Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629622,,,1610612748,32,38,2022-11-17T01:12:55Z,1770000,False,,,0,,M. Strus Free Throw 1 of 1 (3 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
182,PT08M49.00S,2022-11-17T01:13:34.9Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612761,32,38,2022-11-17T01:13:53Z,1780000,False,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Boucher 2 FT),"[203473, 1628449]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,1.0,1.0,,,,,Boucher,1628449.0
184,PT08M49.00S,2022-11-17T01:13:57.7Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,33,38,2022-11-17T01:14:27Z,1800000,False,,,0,,C. Boucher Free Throw 1 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
185,PT08M49.00S,2022-11-17T01:13:57.7Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,33,38,2022-11-17T01:14:27Z,1810000,False,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT08M49.00S,2022-11-17T01:13:57.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,33,38,2022-11-17T01:14:27Z,1820000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,
187,PT08M43.00S,2022-11-17T01:14:35.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629622,6.652431011826544,50.73529411764706,1610612748,33,40,2022-11-17T01:14:40Z,1830000,False,-4.0,10.0,1,left,M. Strus cutting DUNK (5 PTS) (D. Robinson 3 AST),"[1629622, 1629130]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,5.0,D. Robinson,1629130.0,3.0,,,,,,,,,,
189,PT08M27.00S,2022-11-17T01:14:53.7Z,2,REGULAR,foul,offensive,[],1628384,,,1610612761,33,40,2022-11-17T01:15:02Z,1850000,False,,,0,,O. Anunoby charge offensive FOUL (1 PF),"[1628384, 1628997]",1610612761.0,TOR,charge,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1193.0,,1.0,0.0,,,,,Martin,1628997.0
191,PT08M27.00S,2022-11-17T01:14:53.7Z,2,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,33,40,2022-11-17T01:14:53Z,1870000,False,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1193.0,2.0,,,,,,,,
192,PT08M27.00S,2022-11-17T01:15:04.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612748,33,40,2022-11-17T01:15:21Z,1880000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M27.00S,2022-11-17T01:15:04.9Z,2,REGULAR,substitution,out,[],1631132,,,1610612748,33,40,2022-11-17T01:15:21Z,1890000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M27.00S,2022-11-17T01:15:04.9Z,2,REGULAR,substitution,in,[],203920,,,1610612748,33,40,2022-11-17T01:15:21Z,1900000,False,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M27.00S,2022-11-17T01:15:04.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612748,33,40,2022-11-17T01:15:21Z,1910000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M12.00S,2022-11-17T01:15:37.7Z,2,REGULAR,turnover,bad pass,[],1629130,,,1610612748,33,40,2022-11-17T01:15:42Z,1920000,False,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 203920]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,Birch,203920.0,,,,
197,PT08M12.00S,2022-11-17T01:15:37.7Z,2,REGULAR,steal,,[],203920,,,1610612761,33,40,2022-11-17T01:15:40Z,1930000,False,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2022-11-17T01:15:41.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,92.46057818659659,48.77450980392157,1610612761,35,40,2022-11-17T01:15:50Z,1940000,False,-6.0,18.0,1,right,D. Banton running finger roll Layup (5 PTS) (K. Birch 1 AST),"[1630625, 203920]",1610612761.0,TOR,running finger roll,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,5.0,K. Birch,203920.0,1.0,,,,,,,,,,
200,PT07M49.00S,2022-11-17T01:16:00.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,9.149145860709593,97.30392156862744,1610612748,35,40,2022-11-17T01:16:11Z,1960000,False,-237.0,34.0,1,left,MISS M. Strus 3PT - blocked,"[1629622, 1628384]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0,,
201,PT07M49.00S,2022-11-17T01:16:00.1Z,2,REGULAR,block,,[],1628384,,,1610612748,35,40,2022-11-17T01:16:03Z,1970000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
202,PT07M45.00S,2022-11-17T01:16:04.1Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,35,40,2022-11-17T01:32:30Z,1980000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Left Corner 3,24+ Left,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT07M40.00S,2022-11-17T01:16:09.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203920,87.99277266754271,14.215686274509803,1610612761,35,40,2022-11-17T01:16:22Z,1990000,False,-179.0,60.0,1,right,MISS K. Birch 18' running Shot,[203920],1610612761.0,TOR,running,,,Birch,K. Birch,,,,,Mid-Range,16-24 Left,18.88,Missed,,,,,,,,,,,,,,,,,,
204,PT07M36.00S,2022-11-17T01:16:13.5Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,35,40,2022-11-17T01:16:22Z,2000000,False,,,0,,D. Robinson REBOUND (Off:1 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left,,,203.0,3.0,2.0,1.0,,,,,,,,,,,,,,
205,PT07M25.00S,2022-11-17T01:16:25.5Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,35,40,2022-11-17T01:16:30Z,2010000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1630625]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,Banton,1630625.0,,,,
206,PT07M25.00S,2022-11-17T01:16:25.5Z,2,REGULAR,steal,,[],1630625,,,1610612761,35,40,2022-11-17T01:16:28Z,2020000,False,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT07M19.00S,2022-11-17T01:16:30.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,90.88370565045992,62.745098039215684,1610612761,35,40,2022-11-17T01:16:36Z,2030000,False,64.0,33.0,1,right,MISS D. Banton 7' running Shot - blocked,"[1630625, 1628997]",1610612761.0,TOR,running,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,7.18,Missed,,,,,,,,,,,,,,,Martin,1628997.0,,
377,PT07M19.00S,2022-11-17T01:16:30.9Z,2,REGULAR,block,,[],1628997,,,1610612761,35,40,2022-11-17T02:05:29Z,2035000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT07M17.00S,2022-11-17T01:16:32.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,35,40,2022-11-17T01:16:36Z,2040000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,
209,PT07M14.00S,2022-11-17T01:16:35.5Z,2,REGULAR,turnover,bad pass,[],1629622,,,1610612748,35,40,2022-11-17T01:16:40Z,2050000,False,,,0,,M. Strus bad pass TURNOVER (2 TO),"[1629622, 1627823]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,Hernangomez,1627823.0,,,,
210,PT07M14.00S,2022-11-17T01:16:35.5Z,2,REGULAR,steal,,[],1627823,,,1610612761,35,40,2022-11-17T01:17:21Z,2060000,False,,,0,,J. Hernangomez STEAL (1 STL),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
211,PT07M10.00S,2022-11-17T01:16:39.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,94.30026281208936,51.470588235294116,1610612761,37,40,2022-11-17T01:16:50Z,2070000,False,7.0,1.0,1,right,O. Anunoby running finger roll Layup (8 PTS) (J. Hernangomez 1 AST),"[1628384, 1627823]",1610612761.0,TOR,running finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,8.0,J. Hernangomez,1627823.0,1.0,,,,,,,,,,
213,PT07M10.00S,2022-11-17T01:16:54.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,37,40,2022-11-17T01:16:54Z,2090000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2022-11-17T01:17:42.5Z,2,REGULAR,substitution,out,[],203473,,,1610612748,37,40,2022-11-17T01:19:38Z,2100000,False,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M10.00S,2022-11-17T01:17:42.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,37,40,2022-11-17T01:19:38Z,2110000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M10.00S,2022-11-17T01:17:42.5Z,2,REGULAR,substitution,in,[],1631107,,,1610612748,37,40,2022-11-17T01:19:38Z,2120000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M10.00S,2022-11-17T01:17:42.5Z,2,REGULAR,substitution,in,[],200768,,,1610612748,37,40,2022-11-17T01:19:38Z,2130000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M59.00S,2022-11-17T01:19:48.1Z,2,REGULAR,foul,personal,['2freethrow'],203920,,,1610612748,37,40,2022-11-17T01:20:17Z,2150000,False,,,0,,K. Birch shooting personal FOUL (1 PF) (Strus 2 FT),"[203920, 1629622]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Strus,1629622.0
221,PT06M59.00S,2022-11-17T01:20:21.0Z,2,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,37,41,2022-11-17T01:20:21Z,2170000,False,,,0,,M. Strus Free Throw 1 of 2 (6 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
222,PT06M59.00S,2022-11-17T01:20:34.0Z,2,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,37,42,2022-11-17T01:20:34Z,2180000,False,,,0,,M. Strus Free Throw 2 of 2 (7 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
223,PT06M49.00S,2022-11-17T01:20:46.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203920,94.30026281208936,49.50980392156863,1610612761,39,42,2022-11-17T01:20:51Z,2190000,False,-2.0,1.0,1,right,K. Birch cutting DUNK (2 PTS) (O. Anunoby 2 AST),"[203920, 1628384]",1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,2.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,
225,PT06M29.00S,2022-11-17T01:21:07.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203920,,,1610612748,39,42,2022-11-17T01:21:30Z,2210000,False,,,0,,K. Birch shooting personal FOUL (2 PF) (Strus 2 FT),"[203920, 1629622]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Strus,1629622.0
227,PT06M29.00S,2022-11-17T01:21:32.6Z,2,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,39,43,2022-11-17T01:21:32Z,2230000,False,,,0,,M. Strus Free Throw 1 of 2 (8 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
228,PT06M29.00S,2022-11-17T01:21:35.1Z,2,REGULAR,substitution,out,[],1627823,,,1610612748,39,43,2022-11-17T01:21:53Z,2240000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M29.00S,2022-11-17T01:21:35.1Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,39,43,2022-11-17T01:21:53Z,2250000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M29.00S,2022-11-17T01:21:35.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612748,39,43,2022-11-17T01:21:53Z,2260000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M29.00S,2022-11-17T01:21:35.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,39,43,2022-11-17T01:21:53Z,2270000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M29.00S,2022-11-17T01:22:00.7Z,2,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,39,44,2022-11-17T01:22:00Z,2280000,False,,,0,,M. Strus Free Throw 2 of 2 (9 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
233,PT06M19.00S,2022-11-17T01:22:18.0Z,2,REGULAR,foul,personal,[],1629216,,,1610612761,39,44,2022-11-17T01:22:47Z,2290000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 203920]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1193.0,,1.0,0.0,,,,,Birch,203920.0
235,PT06M13.00S,2022-11-17T01:22:44.8Z,2,REGULAR,foul,offensive,['inpenalty'],1627832,,,1610612761,39,44,2022-11-17T01:23:07Z,2310000,False,,,0,,F. VanVleet off-the-ball offensive FOUL (3 PF),"[1627832, 1631107]",1610612761.0,TOR,off-the-ball,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,101284.0,,3.0,1.0,,,,,Jovic,1631107.0
237,PT06M13.00S,2022-11-17T01:22:44.8Z,2,REGULAR,turnover,offensive foul,[],1627832,,,1610612761,39,44,2022-11-17T01:22:44Z,2330000,False,,,0,,F. VanVleet offensive foul TURNOVER (2 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,101284.0,2.0,,,,,,,,
238,PT05M57.00S,2022-11-17T01:23:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631107,10.200394218134035,42.8921568627451,1610612748,39,44,2022-11-17T01:23:15Z,2340000,False,36.0,43.0,1,left,MISS N. Jovic alley-oop Layup,[1631107],1610612748.0,MIA,alley-oop,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
239,PT05M55.00S,2022-11-17T01:23:12.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,39,44,2022-11-17T01:23:15Z,2350000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,238.0,3.0,2.0,1.0,,,,,,,,,,,,,,
240,PT05M51.00S,2022-11-17T01:23:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630625,92.32917214191852,3.431372549019608,1610612761,39,44,2022-11-17T01:23:25Z,2360000,False,-233.0,20.0,1,right,MISS D. Banton running 3PT,[1630625],1610612761.0,TOR,running,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
241,PT05M46.00S,2022-11-17T01:23:20.4Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,39,44,2022-11-17T01:23:20Z,2370000,False,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Left Corner 3,24+ Left,,,240.0,1.0,0.0,1.0,,,,,,,,,,,,,,
242,PT05M44.00S,2022-11-17T01:23:23.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,67.36202365308804,33.33333333333333,1610612761,42,44,2022-11-17T01:23:32Z,2380000,False,-83.0,254.0,1,right,F. VanVleet 26' 3PT step back (8 PTS) (S. Barnes 3 AST),"[1627832, 1630567]",1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.76,Made,,,,,8.0,S. Barnes,1630567.0,3.0,,,,,,,,,,
244,PT05M31.00S,2022-11-17T01:23:39.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612748,42,44,2022-11-17T01:23:52Z,2400000,False,,,0,,D. Banton personal FOUL (1 PF) (Lowry 2 FT),"[1630625, 200768]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Lowry,200768.0
246,PT05M31.00S,2022-11-17T01:24:07.7Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,42,45,2022-11-17T01:24:38Z,2420000,False,,,0,,K. Lowry Free Throw 1 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
247,PT05M31.00S,2022-11-17T01:24:07.7Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,42,45,2022-11-17T01:24:38Z,2430000,False,,,0,,MISS K. Lowry Free Throw 2 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT05M29.00S,2022-11-17T01:24:09.7Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,42,45,2022-11-17T01:24:38Z,2440000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,247.0,4.0,4.0,0.0,,,,,,,,,,,,,,
249,PT05M08.00S,2022-11-17T01:24:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.77463863337714,44.6078431372549,1610612761,44,45,2022-11-17T01:24:56Z,2450000,False,-27.0,6.0,1,right,O. Anunoby driving Layup (10 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,10.0,,,,,,,,,,,,,
250,PT04M47.00S,2022-11-17T01:25:11.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,32.933639947437584,37.745098039215684,1610612748,44,48,2022-11-17T01:25:16Z,2460000,False,61.0,257.0,1,left,M. Strus 26' 3PT pullup (12 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.43,Made,,,,,12.0,,,,,,,,,,,,,
252,PT04M26.00S,2022-11-17T01:25:43.1Z,2,REGULAR,substitution,out,[],203920,,,1610612761,44,48,2022-11-17T01:25:51Z,2480000,False,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M26.00S,2022-11-17T01:25:43.1Z,2,REGULAR,substitution,in,[],201152,,,1610612761,44,48,2022-11-17T01:25:51Z,2490000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M24.00S,2022-11-17T01:26:01.2Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,44,48,2022-11-17T01:45:57Z,2500000,False,,,0,,S. Barnes bad pass TURNOVER (3 TO),"[1630567, 1631107]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,3.0,,,Jovic,1631107.0,,,,
255,PT04M24.00S,2022-11-17T01:26:01.2Z,2,REGULAR,steal,,[],1631107,,,1610612748,44,48,2022-11-17T01:26:03Z,2510000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
