actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT00M04.50S,2022-11-01T00:06:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,13.485545335085414,50.0,1610612737,34,26,2022-11-01T00:07:02Z,1750000,0.0,74.0,1,left,MISS T. Young 7' driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
176,PT00M04.40S,2022-11-01T00:06:55.3Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,34,26,2022-11-01T00:07:02Z,1760000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,2.0,1.0,1.0,,,,,,,,,,,,,,
177,PT00M04.40S,2022-11-01T00:06:58.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630552,5.590000152587891,50.0,1610612737,34,28,2022-11-01T00:06:58Z,1770000,0.0,0.0,1,left,J. Johnson tip DUNK (3 PTS),[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,3.0,,,,,,,,,,,,,
178,PT00M00.10S,2022-11-01T00:07:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,94.30026281208936,52.94117647058824,1610612761,34,28,2022-11-01T00:07:19Z,1780000,15.0,1.0,1,right,MISS M. Flynn driving reverse Layup,[1630201],1610612761.0,TOR,driving reverse,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
179,PT00M00.10S,2022-11-01T00:07:05.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,28,2022-11-01T00:07:19Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,178.0,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2022-11-01T00:07:18.2Z,1,REGULAR,period,end,[],0,,,1610612761,34,28,2022-11-01T00:07:18Z,1800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,34,28,2022-11-01T00:09:43Z,1810000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,out,['startperiod'],1630567,,,1610612761,34,28,2022-11-01T00:09:43Z,1820000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612761,34,28,2022-11-01T00:09:43Z,1830000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,out,['startperiod'],1631100,,,1610612761,34,28,2022-11-01T00:09:43Z,1840000,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,out,['startperiod'],203991,,,1610612761,34,28,2022-11-01T00:09:43Z,1850000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,34,28,2022-11-01T00:09:43Z,1860000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,34,28,2022-11-01T00:09:43Z,1870000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612761,34,28,2022-11-01T00:09:43Z,1880000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612761,34,28,2022-11-01T00:09:43Z,1890000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-11-01T00:09:17.6Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612761,34,28,2022-11-01T00:09:43Z,1900000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-11-01T00:09:50.3Z,2,REGULAR,period,start,[],0,,,1610612737,34,28,2022-11-01T00:09:50Z,1910000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M40.00S,2022-11-01T00:10:09.6Z,2,REGULAR,3pt,Jump Shot,[],203200,29.911300919842315,75.49019607843137,1610612737,34,31,2022-11-01T00:10:14Z,1920000,-127.0,229.0,1,left,J. Holiday 26' 3PT  (7 PTS) (O. Okongwu 1 AST),"[203200, 1630168]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,7.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,
194,PT11M14.00S,2022-11-01T00:10:37.0Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612761,34,31,2022-11-01T00:10:45Z,1940000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1630552, 1630173]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,2.0,0.0,Achiuwa,1630173.0,,,,,
196,PT11M14.00S,2022-11-01T00:11:03.9Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,35,31,2022-11-01T00:11:03Z,1960000,,,0,,P. Achiuwa Free Throw 1 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
197,PT11M14.00S,2022-11-01T00:11:18.1Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,36,31,2022-11-01T00:11:18Z,1970000,,,0,,P. Achiuwa Free Throw 2 of 2 (4 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
198,PT10M57.00S,2022-11-01T00:11:37.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,20.97568988173456,44.36274509803921,1610612737,36,31,2022-11-01T00:20:00Z,1980000,28.0,145.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,14.74,Missed,,,,,,,,,,,,,,,,,,
199,PT10M57.00S,2022-11-01T00:11:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,36,31,2022-11-01T00:11:44Z,1990000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Center,,,198.0,,,,,,,,,,,,,,,,,
200,PT10M57.00S,2022-11-01T00:11:43.1Z,2,REGULAR,foul,personal,[],1628384,,,1610612737,36,31,2022-11-01T00:15:32Z,2000000,,,0,,O. Anunoby loose ball personal FOUL (2 PF),"[1628384, 1630168]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,2.0,0.0,Okongwu,1630168.0,,,,,
203,PT10M44.00S,2022-11-01T00:12:27.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630552,8.09789750328515,82.84313725490196,1610612737,36,33,2022-11-01T00:12:32Z,2030000,-164.0,24.0,1,left,J. Johnson 16' pullup Jump Shot (5 PTS) (D. Murray 2 AST),"[1630552, 1627749]",1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left,16.59,Made,,,,,5.0,D. Murray,1627749.0,2.0,,,,,,,,,,
205,PT10M27.00S,2022-11-01T00:12:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.51182654402102,50.0,1610612761,38,33,2022-11-01T00:12:48Z,2050000,0.0,8.0,1,right,C. Boucher cutting Layup (7 PTS) (P. Achiuwa 1 AST),"[1628449, 1630173]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,7.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,
207,PT10M11.00S,2022-11-01T00:13:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,7.703679369250986,45.588235294117645,1610612737,38,33,2022-11-01T00:13:05Z,2070000,22.0,20.0,1,left,MISS A. Holiday driving Layup,[1628988],1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
208,PT10M09.00S,2022-11-01T00:13:02.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,38,33,2022-11-01T00:13:05Z,2080000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
209,PT09M50.00S,2022-11-01T00:13:20.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,81.2910643889619,2.450980392156863,1610612761,38,33,2022-11-01T00:13:25Z,2090000,-238.0,123.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
210,PT09M48.00S,2022-11-01T00:13:22.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,38,33,2022-11-01T00:13:25Z,2100000,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,,,
211,PT09M33.00S,2022-11-01T00:13:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203200,7.5722733245729295,52.20588235294118,1610612737,38,35,2022-11-01T00:13:43Z,2110000,-11.0,19.0,1,left,J. Holiday cutting Layup (9 PTS) (A. Holiday 1 AST),"[203200, 1628988]",1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,9.0,A. Holiday,1628988.0,1.0,,,,,,,,,,
213,PT09M20.00S,2022-11-01T00:13:50.6Z,2,REGULAR,3pt,Jump Shot,[],1630201,72.09264126149803,17.892156862745097,1610612761,38,35,2022-11-01T00:22:43Z,2130000,-161.0,210.0,1,right,MISS M. Flynn 26' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
214,PT09M18.00S,2022-11-01T00:13:52.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,38,35,2022-11-01T00:13:55Z,2140000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT09M09.00S,2022-11-01T00:14:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.966491458607096,44.6078431372549,1610612737,38,37,2022-11-01T00:14:07Z,2150000,27.0,22.0,1,left,D. Murray driving Layup (4 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,4.0,,,,,,,,,,,,,
216,PT08M58.00S,2022-11-01T00:14:13.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,71.17279894875165,19.852941176470587,1610612761,38,37,2022-11-01T00:14:19Z,2160000,-151.0,218.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
217,PT08M54.00S,2022-11-01T00:14:17.3Z,2,REGULAR,rebound,offensive,[],1630201,,,1610612761,38,37,2022-11-01T00:14:17Z,2170000,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,216.0,1.0,0.0,1.0,,,,,,,,,,,,,,
218,PT08M52.00S,2022-11-01T00:14:19.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,70.25295663600527,75.98039215686273,1610612761,38,37,2022-11-01T00:14:23Z,2180000,130.0,227.0,1,right,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2022-11-01T00:14:21.2Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,38,37,2022-11-01T00:14:23Z,2190000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,,
220,PT08M47.00S,2022-11-01T00:14:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,93.77463863337714,51.9607843137255,1610612761,40,37,2022-11-01T00:14:29Z,2200000,10.0,6.0,1,right,O. Anunoby driving Layup (7 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,7.0,,,,,,,,,,,,,
221,PT08M31.00S,2022-11-01T00:14:40.6Z,2,REGULAR,3pt,Jump Shot,[],1627749,30.436925098554536,78.18627450980392,1610612737,40,40,2022-11-01T00:24:41Z,2210000,-141.0,234.0,1,left,D. Murray 27' 3PT pullup (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,27.28,Made,,,,,7.0,,,,,,,,,,,,,
222,PT08M20.00S,2022-11-01T00:14:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,40,40,2022-11-01T00:14:54Z,2220000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,40,40,2022-11-01T00:17:26Z,2230000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,40,40,2022-11-01T00:17:26Z,2240000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,out,[],1630552,,,1610612761,40,40,2022-11-01T00:17:26Z,2250000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,40,40,2022-11-01T00:17:26Z,2260000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,40,40,2022-11-01T00:17:26Z,2270000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M20.00S,2022-11-01T00:14:55.5Z,2,REGULAR,substitution,in,[],1628381,,,1610612761,40,40,2022-11-01T00:17:26Z,2280000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M10.00S,2022-11-01T00:17:52.3Z,2,REGULAR,2pt,Jump Shot,[],1629018,85.49605781865965,26.715686274509803,1610612761,40,40,2022-11-01T00:17:56Z,2290000,-116.0,84.0,1,right,MISS G. Trent Jr. 14' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,14.34,Missed,,,,,,,,,,,,,,,,,,
230,PT08M08.00S,2022-11-01T00:17:54.3Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,40,40,2022-11-01T00:17:56Z,2300000,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,229.0,2.0,0.0,2.0,,,,,,,,,,,,,,
231,PT08M06.00S,2022-11-01T00:17:57.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631132,93.11760840998686,50.0,1610612761,40,40,2022-11-01T00:18:13Z,2310000,0.0,12.0,1,right,MISS C. Koloko Hook,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
232,PT08M04.00S,2022-11-01T00:17:59.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,40,40,2022-11-01T00:18:13Z,2320000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT07M55.00S,2022-11-01T00:18:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,5.995400788436268,49.754901960784316,1610612737,40,42,2022-11-01T00:26:17Z,2330000,1.0,4.0,1,left,O. Okongwu cutting Layup (4 PTS) (D. Murray 3 AST),"[1630168, 1627749]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,4.0,D. Murray,1627749.0,3.0,,,,,,,,,,
235,PT07M45.00S,2022-11-01T00:18:18.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,93.9060446780552,49.754901960784316,1610612761,42,42,2022-11-01T00:18:22Z,2350000,-1.0,5.0,1,right,C. Koloko cutting DUNK (4 PTS) (S. Barnes 4 AST),"[1631132, 1630567]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,4.0,S. Barnes,1630567.0,4.0,,,,,,,,,,
237,PT07M29.00S,2022-11-01T00:18:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,17.559132720105126,55.14705882352941,1610612737,42,42,2022-11-01T00:18:37Z,2370000,-26.0,113.0,1,left,MISS D. Murray 11' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.55,Missed,,,,,,,,,,,,,,,,,,
238,PT07M26.00S,2022-11-01T00:18:36.9Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,42,42,2022-11-01T00:18:37Z,2380000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,237.0,4.0,3.0,1.0,,,,,,,,,,,,,,
239,PT07M24.00S,2022-11-01T00:18:41.0Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,42,42,2022-11-01T00:18:50Z,2390000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2003.0,,,,,2.0,,,,
240,PT07M13.00S,2022-11-01T00:19:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,7.966491458607096,2.941176470588235,1610612737,42,42,2022-11-01T00:19:09Z,2400000,235.0,22.0,1,left,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.64,Missed,,,,,,,,,,,,,,,,,,
241,PT07M10.00S,2022-11-01T00:19:07.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,42,42,2022-11-01T00:19:09Z,2410000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,240.0,5.0,4.0,1.0,,,,,,,,,,,,,,
242,PT07M01.00S,2022-11-01T00:19:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612761,42,42,2022-11-01T00:19:28Z,2420000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Koloko 2 FT),"[1630168, 1631132]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,Koloko,1631132.0,,,,,
244,PT07M01.00S,2022-11-01T00:19:48.8Z,2,REGULAR,freethrow,1 of 2,[],1631132,,,1610612761,42,42,2022-11-01T00:19:48Z,2440000,,,0,,MISS C. Koloko Free Throw 1 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
245,PT07M01.00S,2022-11-01T00:19:48.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,42,42,2022-11-01T00:19:48Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,
246,PT07M01.00S,2022-11-01T00:19:49.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,42,42,2022-11-01T00:19:53Z,2460000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M01.00S,2022-11-01T00:19:49.8Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,42,42,2022-11-01T00:19:53Z,2470000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M01.00S,2022-11-01T00:19:48.8Z,2,REGULAR,freethrow,2 of 2,[],1631132,,,1610612761,42,42,2022-11-01T00:20:09Z,2480000,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT06M59.00S,2022-11-01T00:19:50.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,42,42,2022-11-01T00:20:09Z,2490000,,,0,,J. Collins REBOUND (Off:2 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,248.0,6.0,4.0,2.0,,,,,,,,,,,,,,
250,PT06M50.00S,2022-11-01T00:20:17.9Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,42,42,2022-11-01T00:20:34Z,2500000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1628384]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,,,Anunoby,1628384.0
251,PT06M50.00S,2022-11-01T00:20:17.9Z,2,REGULAR,steal,,[],1628384,,,1610612761,42,42,2022-11-01T00:20:19Z,2510000,,,0,,O. Anunoby STEAL (3 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
252,PT06M35.00S,2022-11-01T00:20:32.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630567,86.81011826544021,41.17647058823529,1610612761,42,42,2022-11-01T00:20:42Z,2520000,-44.0,71.0,1,right,MISS S. Barnes 8' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,,
253,PT06M32.00S,2022-11-01T00:20:35.5Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,42,42,2022-11-01T00:20:42Z,2530000,,,0,,J. Collins REBOUND (Off:2 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,252.0,7.0,5.0,2.0,,,,,,,,,,,,,,
254,PT06M17.00S,2022-11-01T00:20:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612737,42,42,2022-11-01T00:21:04Z,2540000,,,0,,C. Koloko shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1631132, 1630168]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628485.0,2.0,0.0,Okongwu,1630168.0,,,,,
256,PT06M17.00S,2022-11-01T00:21:16.0Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,42,43,2022-11-01T00:21:16Z,2560000,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
257,PT06M17.00S,2022-11-01T00:21:19.3Z,2,REGULAR,substitution,out,[],203200,,,1610612737,42,43,2022-11-01T00:21:23Z,2570000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
