actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
421,PT02M43.00S,2023-01-11T02:07:55.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,14.011169513797633,50.245098039215684,1610612761,90,88,2023-01-11T02:07:59Z,4190000,False,-1.0,79.0,1,left,MISS S. Barnes 7' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
422,PT02M41.00S,2023-01-11T02:07:57.1Z,3,REGULAR,rebound,defensive,[],1630550,,,1610612766,90,88,2023-01-11T02:07:59Z,4200000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,421.0,1.0,1.0,0.0,,,,,,,,,,,,,,
423,PT02M23.00S,2023-01-11T02:08:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630550,84.1819973718791,44.6078431372549,1610612766,90,90,2023-01-11T02:08:53Z,4210000,False,-27.0,96.0,1,right,J. Thor 9' floating Jump Shot (5 PTS) (C. Martin 2 AST),"[1630550, 1628998]",1610612766.0,CHA,floating,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,,,,,,5.0,C. Martin,1628998.0,2.0,,,,,,,,,
425,PT02M01.00S,2023-01-11T02:08:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,6.783837056504599,50.49019607843137,1610612761,90,90,2023-01-11T02:08:44Z,4230000,False,-2.0,11.0,1,left,MISS J. Hernangomez driving Layup - blocked,"[1627823, 1631109]",1610612761.0,TOR,driving,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,Williams,1631109.0
426,PT02M01.00S,2023-01-11T02:08:36.9Z,3,REGULAR,block,,[],1631109,,,1610612761,90,90,2023-01-11T02:08:39Z,4240000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT01M57.00S,2023-01-11T02:08:40.9Z,3,REGULAR,rebound,offensive,[],1631132,,,1610612761,90,90,2023-01-11T02:08:44Z,4250000,False,,,0,,C. Koloko REBOUND (Off:4 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,425.0,6.0,2.0,4.0,,,,,,,,,,,,,,
428,PT01M57.00S,2023-01-11T02:08:41.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,5.590000152587891,50.0,1610612761,92,90,2023-01-11T02:08:41Z,4260000,False,0.0,0.0,1,left,C. Koloko putback Layup (6 PTS),[1631132],1610612761.0,TOR,putback,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,6.0,,,,,,,,,,,,
429,PT01M40.00S,2023-01-11T02:08:58.6Z,3,REGULAR,2pt,Jump Shot,[],1630550,88.91261498028909,29.901960784313726,1610612766,92,90,2023-01-11T02:09:04Z,4270000,False,-100.0,52.0,1,right,MISS J. Thor 11' pullup Shot,[1630550],1610612766.0,CHA,pullup,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,11.3,Missed,,,,,,,,,,,,,,,,,,
430,PT01M38.00S,2023-01-11T02:09:01.6Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,92,90,2023-01-11T02:09:01Z,4280000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,429.0,3.0,2.0,1.0,,,,,,,,,,,,,,
431,PT01M38.00S,2023-01-11T02:09:04.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612766,92,90,2023-01-11T02:09:10Z,4290000,False,,,0,,C. Koloko shooting personal FOUL (2 PF) (Williams 2 FT),"[1631132, 1631109]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Williams,1631109.0,,,,,
434,PT01M38.00S,2023-01-11T02:10:09.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631109,,,1610612766,92,91,2023-01-11T02:10:09Z,4320000,False,,,0,,M. Williams Free Throw 1 of 2 (3 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
435,PT01M38.00S,2023-01-11T02:10:11.1Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,92,91,2023-01-11T02:10:15Z,4330000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M38.00S,2023-01-11T02:10:11.1Z,3,REGULAR,substitution,in,[],1629667,,,1610612766,92,91,2023-01-11T02:10:15Z,4340000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M38.00S,2023-01-11T02:10:29.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631109,,,1610612766,92,92,2023-01-11T02:10:29Z,4350000,False,,,0,,M. Williams Free Throw 2 of 2 (4 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
438,PT01M13.00S,2023-01-11T02:10:55.8Z,3,REGULAR,2pt,Jump Shot,[],1630201,22.026938239159,70.58823529411765,1610612761,92,92,2023-01-11T02:10:59Z,4360000,False,-103.0,155.0,1,left,MISS M. Flynn 18' pullup Shot,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Left Center,18.57,Missed,,,,,,,,,,,,,,,,,,
439,PT01M10.00S,2023-01-11T02:10:58.8Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,92,92,2023-01-11T02:10:59Z,4370000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,438.0,3.0,3.0,0.0,,,,,,,,,,,,,,
440,PT01M06.00S,2023-01-11T02:11:03.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,94.30026281208936,50.98039215686274,1610612766,92,94,2023-01-11T02:11:09Z,4380000,False,5.0,1.0,1,right,C. Martin running finger roll Layup (7 PTS),[1628998],1610612766.0,CHA,running finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,,7.0,,,,,,,,,,,,
441,PT00M48.50S,2023-01-11T02:11:21.1Z,3,REGULAR,3pt,Jump Shot,[],1630201,7.30946123521682,97.05882352941177,1610612761,95,94,2023-01-11T02:11:25Z,4390000,False,-235.0,16.0,1,left,M. Flynn 3PT  (3 PTS) (P. Siakam 5 AST),"[1630201, 1627783]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,,3.0,P. Siakam,1627783.0,5.0,,,,,,,,,
443,PT00M31.00S,2023-01-11T02:11:46.6Z,3,REGULAR,2pt,Jump Shot,[],1628372,72.88107752956637,61.274509803921575,1610612766,95,94,2023-01-11T02:11:50Z,4410000,False,56.0,202.0,1,right,MISS D. Smith Jr. 21' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,21.01,Missed,,,,,,,,,,,,,,,,,,
444,PT00M28.30S,2023-01-11T02:11:49.3Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,95,94,2023-01-11T02:11:50Z,4420000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:4),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,16-24 Center,,,443.0,4.0,4.0,0.0,,,,,,,,,,,,,,
445,PT00M11.60S,2023-01-11T02:12:08.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612761,95,94,2023-01-11T02:12:18Z,4430000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Siakam 2 FT),"[1629667, 1627783]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,1628482.0,,,,,3.0,0.0,Siakam,1627783.0,,,,,
447,PT00M11.60S,2023-01-11T02:12:41.2Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,96,94,2023-01-11T02:12:41Z,4450000,False,,,0,,P. Siakam Free Throw 1 of 2 (24 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,24.0,,,,,,,,,,,,
448,PT00M11.60S,2023-01-11T02:12:41.2Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,96,94,2023-01-11T02:13:07Z,4460000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
449,PT00M08.90S,2023-01-11T02:12:43.9Z,3,REGULAR,rebound,offensive,[],1627823,,,1610612761,96,94,2023-01-11T02:13:07Z,4470000,False,,,0,,J. Hernangomez REBOUND (Off:1 Def:4),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,448.0,5.0,4.0,1.0,,,,,,,,,,,,,,
450,PT00M08.90S,2023-01-11T02:13:06.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627823,5.590000152587891,50.0,1610612761,96,94,2023-01-11T02:14:15Z,4480000,False,0.0,0.0,1,left,MISS J. Hernangomez tip Layup,[1627823],1610612761.0,TOR,tip,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
451,PT00M07.90S,2023-01-11T02:13:07.0Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,96,94,2023-01-11T02:13:07Z,4490000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:6),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,450.0,6.0,6.0,0.0,,,,,,,,,,,,,,
452,PT00M00.20S,2023-01-11T02:13:15.2Z,3,REGULAR,3pt,Jump Shot,[],1628998,69.59592641261499,74.26470588235294,1610612766,96,94,2023-01-11T02:13:26Z,4500000,False,121.0,233.0,1,right,MISS C. Martin 26' pullup 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
453,PT00M00.10S,2023-01-11T02:13:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,96,94,2023-01-11T02:13:26Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT00M00.00S,2023-01-11T02:13:18.5Z,3,REGULAR,period,end,[],0,,,1610612766,96,94,2023-01-11T02:13:18Z,4520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,out,['startperiod'],1630567,,,1610612766,96,94,2023-01-11T02:15:46Z,4530000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,out,['startperiod'],1627823,,,1610612766,96,94,2023-01-11T02:15:46Z,4540000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612766,96,94,2023-01-11T02:15:46Z,4550000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,out,['startperiod'],1628372,,,1610612766,96,94,2023-01-11T02:15:46Z,4560000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,96,94,2023-01-11T02:15:46Z,4570000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,in,['startperiod'],1628449,,,1610612766,96,94,2023-01-11T02:15:46Z,4580000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,in,['startperiod'],1630173,,,1610612766,96,94,2023-01-11T02:15:46Z,4590000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612766,96,94,2023-01-11T02:15:46Z,4600000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,96,94,2023-01-11T02:15:46Z,4610000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2023-01-11T02:14:16.7Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,96,94,2023-01-11T02:15:46Z,4620000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2023-01-11T02:15:54.9Z,4,REGULAR,period,start,[],0,,,1610612761,96,94,2023-01-11T02:15:54Z,4630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M47.00S,2023-01-11T02:16:07.0Z,4,REGULAR,3pt,Jump Shot,[],1630201,31.882391590013142,31.127450980392158,1610612761,96,94,2023-01-11T02:16:12Z,4640000,False,94.0,247.0,1,left,MISS M. Flynn 26' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
467,PT11M43.00S,2023-01-11T02:16:11.0Z,4,REGULAR,rebound,offensive,[],1631132,,,1610612761,96,94,2023-01-11T02:16:12Z,4650000,False,,,0,,C. Koloko REBOUND (Off:5 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,466.0,7.0,2.0,5.0,,,,,,,,,,,,,,
468,PT11M42.00S,2023-01-11T02:16:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,7.046649145860711,44.11764705882353,1610612761,96,94,2023-01-11T02:16:19Z,4660000,False,29.0,14.0,1,left,MISS C. Koloko Layup,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
470,PT11M38.00S,2023-01-11T02:16:16.3Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,96,94,2023-01-11T02:16:19Z,4680000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,468.0,4.0,3.0,1.0,,,,,,,,,,,,,,
471,PT11M27.00S,2023-01-11T02:16:27.4Z,4,REGULAR,3pt,Jump Shot,[],1630163,61.44875164257556,45.588235294117645,1610612766,96,94,2023-01-11T02:16:32Z,4690000,False,-22.0,310.0,1,right,MISS L. Ball 31' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,31.07,Missed,,,,,,,,,,,,,,,,,,
472,PT11M24.00S,2023-01-11T02:16:30.4Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,96,94,2023-01-11T02:16:32Z,4700000,False,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,471.0,2.0,2.0,0.0,,,,,,,,,,,,,,
473,PT11M15.00S,2023-01-11T02:16:40.6Z,4,REGULAR,foul,personal,['3freethrow'],1628998,,,1610612761,96,94,2023-01-11T02:16:50Z,4710000,False,,,0,,C. Martin shooting personal FOUL (3 PF) (Trent Jr. 3 FT),"[1628998, 1629018]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,2003.0,,,,,3.0,0.0,Trent Jr.,1629018.0,,,,,
475,PT11M15.00S,2023-01-11T02:17:11.5Z,4,REGULAR,freethrow,1 of 3,[],1629018,,,1610612761,97,94,2023-01-11T02:17:11Z,4730000,False,,,0,,G. Trent Jr. Free Throw 1 of 3 (16 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
476,PT11M15.00S,2023-01-11T02:17:24.2Z,4,REGULAR,freethrow,2 of 3,[],1629018,,,1610612761,98,94,2023-01-11T02:17:24Z,4740000,False,,,0,,G. Trent Jr. Free Throw 2 of 3 (17 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,17.0,,,,,,,,,,,,
477,PT11M15.00S,2023-01-11T02:17:39.6Z,4,REGULAR,freethrow,3 of 3,[],1629018,,,1610612761,99,94,2023-01-11T02:17:39Z,4750000,False,,,0,,G. Trent Jr. Free Throw 3 of 3 (18 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,18.0,,,,,,,,,,,,
478,PT11M02.00S,2023-01-11T02:17:54.5Z,4,REGULAR,3pt,Jump Shot,[],1629667,72.7496714848883,15.686274509803921,1610612766,99,97,2023-01-11T02:17:58Z,4760000,False,-172.0,204.0,1,right,J. McDaniels 26' 3PT  (9 PTS) (L. Ball 11 AST),"[1629667, 1630163]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.63,Made,,,,,,9.0,L. Ball,1630163.0,11.0,,,,,,,,,
480,PT10M47.00S,2023-01-11T02:18:07.7Z,4,REGULAR,3pt,Jump Shot,[],1630173,11.514454664914586,96.32352941176471,1610612761,99,97,2023-01-11T02:18:12Z,4780000,False,-232.0,56.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
481,PT10M45.00S,2023-01-11T02:18:10.5Z,4,REGULAR,rebound,offensive,[],1631132,,,1610612761,99,97,2023-01-11T02:18:10Z,4790000,False,,,0,,C. Koloko REBOUND (Off:6 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Left Corner 3,24+ Left,,,480.0,8.0,2.0,6.0,,,,,,,,,,,,,,
482,PT10M38.00S,2023-01-11T02:18:17.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.35676741130092,70.09803921568627,1610612761,99,97,2023-01-11T02:18:23Z,4800000,False,-100.0,242.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
483,PT10M35.00S,2023-01-11T02:18:20.1Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,99,97,2023-01-11T02:18:23Z,4810000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:7),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,482.0,7.0,7.0,0.0,,,,,,,,,,,,,,
484,PT10M31.00S,2023-01-11T02:18:27.8Z,4,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,99,97,2023-01-11T02:18:35Z,4820000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1630173, 1629667]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,1.0,0.0,McDaniels,1629667.0,,,,,
486,PT10M31.00S,2023-01-11T02:18:50.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629667,,,1610612766,99,98,2023-01-11T02:18:50Z,4840000,False,,,0,,J. McDaniels Free Throw 1 of 2 (10 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,10.0,,,,,,,,,,,,
487,PT10M31.00S,2023-01-11T02:19:06.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629667,,,1610612766,99,99,2023-01-11T02:19:06Z,4850000,False,,,0,,J. McDaniels Free Throw 2 of 2 (11 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
488,PT10M19.00S,2023-01-11T02:19:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,5.338370565045992,46.81372549019608,1610612761,101,99,2023-01-11T02:19:27Z,4860000,False,16.0,-2.0,1,left,G. Trent Jr. cutting Layup (20 PTS) (C. Koloko 2 AST),"[1629018, 1631132]",1610612761.0,TOR,cutting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,20.0,C. Koloko,1631132.0,2.0,,,,,,,,,
490,PT10M19.00S,2023-01-11T02:19:24.7Z,4,REGULAR,foul,personal,['1freethrow'],1628998,,,1610612761,101,99,2023-01-11T02:19:33Z,4880000,False,,,0,,C. Martin shooting personal FOUL (4 PF) (Trent Jr. 1 FT),"[1628998, 1629018]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,4.0,0.0,Trent Jr.,1629018.0,,,,,
492,PT10M19.00S,2023-01-11T02:19:51.1Z,4,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,102,99,2023-01-11T02:19:51Z,4900000,False,,,0,,G. Trent Jr. Free Throw 1 of 1 (21 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,21.0,,,,,,,,,,,,
493,PT10M01.00S,2023-01-11T02:20:10.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,87.20433639947439,45.09803921568628,1610612766,102,99,2023-01-11T02:22:04Z,4910000,False,-25.0,68.0,1,right,MISS L. Ball 7' driving Layup - blocked,"[1630163, 1629018]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,Trent Jr.,1629018.0
494,PT10M01.00S,2023-01-11T02:20:10.6Z,4,REGULAR,block,,[],1629018,,,1610612766,102,99,2023-01-11T02:20:13Z,4920000,False,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
495,PT09M58.00S,2023-01-11T02:20:13.6Z,4,REGULAR,rebound,offensive,[],1630163,,,1610612766,102,99,2023-01-11T02:20:15Z,4930000,False,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,493.0,4.0,3.0,1.0,,,,,,,,,,,,,,
496,PT09M55.00S,2023-01-11T02:20:16.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,79.188567674113,91.91176470588235,1610612766,102,99,2023-01-11T02:21:12Z,4940000,False,210.0,143.0,1,right,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
500,PT09M51.00S,2023-01-11T02:20:20.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,102,99,2023-01-11T02:21:12Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,496.0,,,,,,,,,,,,,,,,,
497,PT09M51.00S,2023-01-11T02:21:09.7Z,4,REGULAR,jumpball,recovered,[],0,,,1610612766,102,99,2023-01-11T02:21:09Z,4960000,False,,,0,,Jump Ball M. Williams vs. C. Koloko: Tip to Team (CHA),"[1631109, 1631132]",1610612766.0,CHA,lodgedball,Team (CHA),,,,Williams,1631109.0,Koloko,1631132.0,,,,,,,,,,,,,,,,,,,,,,
501,PT09M42.00S,2023-01-11T02:21:27.0Z,4,REGULAR,turnover,out-of-bounds,[],1631109,,,1610612766,102,99,2023-01-11T02:21:35Z,4990000,False,,,0,,M. Williams lost ball out-of-bounds TURNOVER (1 TO),[1631109],1610612766.0,CHA,lost ball,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,,,,,1.0,,,,
502,PT09M20.00S,2023-01-11T02:21:53.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630173,9.674770039421814,41.17647058823529,1610612761,104,99,2023-01-11T02:22:00Z,5000000,False,44.0,38.0,1,left,P. Achiuwa turnaround bank Hook (13 PTS),[1630173],1610612761.0,TOR,turnaround bank,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,,,,,,13.0,,,,,,,,,,,,
503,PT09M08.00S,2023-01-11T02:22:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.19776609724047,43.13725490196079,1610612766,104,99,2023-01-11T02:22:09Z,5010000,False,-34.0,21.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
