actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT10M45.00S,2023-01-11T01:08:00.4Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,37,37,2023-01-11T01:08:03Z,1720000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT10M42.00S,2023-01-11T01:08:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,31.488173455978973,14.950980392156863,1610612766,37,37,2023-01-11T01:08:11Z,1730000,False,175.0,243.0,1,left,MISS L. Ball 30' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,30.0,Missed,,,,,,,,,,,,,,,,,,
175,PT10M39.00S,2023-01-11T01:08:06.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,37,37,2023-01-11T01:08:11Z,1740000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,
176,PT10M32.00S,2023-01-11T01:08:13.2Z,2,REGULAR,3pt,Jump Shot,[],1628449,73.53810775295663,17.15686274509804,1610612761,37,37,2023-01-11T01:08:17Z,1750000,False,-164.0,196.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
177,PT10M29.00S,2023-01-11T01:08:16.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,37,37,2023-01-11T01:08:17Z,1760000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,
178,PT10M20.00S,2023-01-11T01:08:25.1Z,2,REGULAR,3pt,Jump Shot,[],1629023,24.129434954007884,12.5,1610612766,37,40,2023-01-11T01:08:36Z,1770000,False,188.0,174.0,1,left,P. Washington 25' 3PT  (9 PTS) (L. Ball 3 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,,9.0,L. Ball,1630163.0,3.0,,,,,,,,,
180,PT10M19.00S,2023-01-11T01:08:30.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,37,40,2023-01-11T01:08:30Z,1790000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M02.00S,2023-01-11T01:11:36.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,92.32917214191852,47.794117647058826,1610612761,37,40,2023-01-11T01:11:44Z,1800000,False,-11.0,20.0,1,right,MISS P. Achiuwa driving Hook,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
182,PT09M56.00S,2023-01-11T01:11:42.2Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,37,40,2023-01-11T01:11:44Z,1810000,False,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,181.0,2.0,0.0,2.0,,,,,,,,,,,,,,
183,PT09M56.00S,2023-01-11T01:11:42.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631132,94.40999984741211,50.0,1610612761,39,40,2023-01-11T01:11:42Z,1820000,False,0.0,0.0,1,right,C. Koloko tip DUNK (2 PTS),[1631132],1610612761.0,TOR,tip,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,2.0,,,,,,,,,,,,
184,PT09M42.00S,2023-01-11T01:11:57.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629667,12.171484888304862,48.529411764705884,1610612766,39,40,2023-01-11T01:12:01Z,1830000,False,7.0,62.0,1,left,MISS J. McDaniels 6' driving Hook,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,,,,,,,,,,,,,,,,,
185,PT09M39.00S,2023-01-11T01:12:00.0Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,39,40,2023-01-11T01:12:01Z,1840000,False,,,0,,C. Koloko REBOUND (Off:2 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,184.0,3.0,1.0,2.0,,,,,,,,,,,,,,
186,PT09M30.00S,2023-01-11T01:12:11.7Z,2,REGULAR,foul,personal,[],1629023,,,1610612761,39,40,2023-01-11T01:12:23Z,1850000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1630173]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,2003.0,,,,,1.0,0.0,Achiuwa,1630173.0,,,,,
188,PT09M17.00S,2023-01-11T01:12:42.3Z,2,REGULAR,2pt,Jump Shot,[],1631132,94.30026281208936,27.696078431372552,1610612761,41,40,2023-01-11T01:13:34Z,1870000,False,-112.0,1.0,1,right,C. Koloko 11' floating Jump Shot (4 PTS) (C. Boucher 1 AST),"[1631132, 1628449]",1610612761.0,TOR,floating,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,11.15,Made,,,,,,4.0,C. Boucher,1628449.0,1.0,,,,,,,,,
190,PT09M04.00S,2023-01-11T01:12:54.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,33.98488830486202,56.61764705882353,1610612766,41,40,2023-01-11T01:12:59Z,1890000,False,-33.0,267.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.9,Missed,,,,,,,,,,,,,,,,,,
191,PT09M02.00S,2023-01-11T01:12:56.5Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,41,40,2023-01-11T01:12:59Z,1900000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT08M49.00S,2023-01-11T01:13:09.8Z,2,REGULAR,3pt,Jump Shot,[],1630201,68.9388961892247,24.754901960784316,1610612761,41,40,2023-01-11T01:13:14Z,1910000,False,-126.0,239.0,1,right,MISS M. Flynn 27' bank 3PT,[1630201],1610612761.0,TOR,bank,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
193,PT08M46.00S,2023-01-11T01:13:12.8Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,41,40,2023-01-11T01:13:14Z,1920000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT08M41.00S,2023-01-11T01:13:20.4Z,2,REGULAR,foul,personal,[],1630201,,,1610612766,41,40,2023-01-11T01:13:57Z,1930000,False,,,0,,M. Flynn personal FOUL (1 PF),"[1630201, 1629667]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,1.0,0.0,McDaniels,1629667.0,,,,,
196,PT08M31.00S,2023-01-11T01:13:49.4Z,2,REGULAR,3pt,Jump Shot,[],1628372,23.73521681997372,89.2156862745098,1610612766,41,40,2023-01-11T01:13:53Z,1950000,False,-196.0,171.0,1,left,MISS D. Smith Jr. 25' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
197,PT08M29.00S,2023-01-11T01:13:51.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,41,40,2023-01-11T01:13:53Z,1960000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT08M23.00S,2023-01-11T01:13:57.3Z,2,REGULAR,turnover,lost ball,[],1630173,,,1610612761,41,40,2023-01-11T01:14:01Z,1970000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1628372]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0,,
199,PT08M23.00S,2023-01-11T01:13:57.3Z,2,REGULAR,steal,,[],1628372,,,1610612766,41,40,2023-01-11T01:13:59Z,1980000,False,,,0,,D. Smith Jr. STEAL (3 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
200,PT08M19.00S,2023-01-11T01:14:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,8.886333771353483,47.549019607843135,1610612766,41,42,2023-01-11T01:14:06Z,1990000,False,12.0,31.0,1,left,J. McDaniels running Layup (4 PTS) (D. Smith Jr. 5 AST),"[1629667, 1628372]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,4.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,
202,PT07M58.00S,2023-01-11T01:14:22.3Z,2,REGULAR,3pt,Jump Shot,[],1630173,71.69842312746385,18.38235294117647,1610612761,44,42,2023-01-11T01:14:26Z,2010000,False,-158.0,214.0,1,right,P. Achiuwa 26' 3PT  (3 PTS) (M. Flynn 2 AST),"[1630173, 1630201]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,,3.0,M. Flynn,1630201.0,2.0,,,,,,,,,
204,PT07M37.00S,2023-01-11T01:14:42.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,6.258212877792378,2.941176470588235,1610612766,44,42,2023-01-11T01:14:47Z,2030000,False,235.0,6.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
205,PT07M35.00S,2023-01-11T01:14:44.6Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,44,42,2023-01-11T01:14:47Z,2040000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Right Corner 3,24+ Right,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,,
206,PT07M26.00S,2023-01-11T01:14:54.5Z,2,REGULAR,3pt,Jump Shot,[],1630173,94.1688567674113,2.696078431372549,1610612761,47,42,2023-01-11T01:14:59Z,2050000,False,-237.0,2.0,1,right,P. Achiuwa 3PT  (6 PTS) (M. Flynn 3 AST),"[1630173, 1630201]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,,6.0,M. Flynn,1630201.0,3.0,,,,,,,,,
208,PT07M25.00S,2023-01-11T01:15:00.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,47,42,2023-01-11T01:15:00Z,2070000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M25.00S,2023-01-11T01:15:27.5Z,2,REGULAR,substitution,out,[],1631109,,,1610612766,47,42,2023-01-11T01:17:38Z,2080000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M25.00S,2023-01-11T01:15:27.5Z,2,REGULAR,substitution,in,[],203486,,,1610612766,47,42,2023-01-11T01:17:38Z,2090000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M05.00S,2023-01-11T01:18:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,12.697109067017081,46.81372549019608,1610612766,47,44,2023-01-11T01:18:16Z,2100000,False,16.0,67.0,1,left,D. Smith Jr. 6' driving finger roll Layup (2 PTS) (J. McDaniels 2 AST),"[1628372, 1629667]",1610612766.0,CHA,driving finger roll,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,,,,,,2.0,J. McDaniels,1629667.0,2.0,,,,,,,,,
213,PT06M49.00S,2023-01-11T01:18:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,89.30683311432325,43.13725490196079,1610612761,47,44,2023-01-11T01:18:31Z,2120000,False,-34.0,48.0,1,right,MISS C. Koloko cutting finger roll Layup - blocked,"[1631132, 1629023]",1610612761.0,TOR,cutting finger roll,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
217,PT06M49.00S,2023-01-11T01:18:26.7Z,2,REGULAR,block,,[],1629023,,,1610612761,47,44,2023-01-11T01:18:51Z,2125000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT06M47.00S,2023-01-11T01:18:28.7Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,47,44,2023-01-11T01:18:51Z,2130000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,,
215,PT06M45.00S,2023-01-11T01:18:33.3Z,2,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612766,47,44,2023-01-11T01:18:43Z,2140000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1629018, 1629667]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,1.0,0.0,McDaniels,1629667.0,,,,,
218,PT06M45.00S,2023-01-11T01:18:58.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629667,,,1610612766,47,45,2023-01-11T01:19:18Z,2160000,False,,,0,,J. McDaniels Free Throw 1 of 2 (5 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
219,PT06M45.00S,2023-01-11T01:18:58.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629667,,,1610612766,47,45,2023-01-11T01:19:18Z,2170000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT06M42.00S,2023-01-11T01:19:01.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,47,45,2023-01-11T01:19:18Z,2180000,False,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,
221,PT06M26.00S,2023-01-11T01:19:33.2Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612761,47,45,2023-01-11T01:19:40Z,2190000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630163, 1629018]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,1.0,0.0,Trent Jr.,1629018.0,,,,,
223,PT06M26.00S,2023-01-11T01:20:01.3Z,2,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,48,45,2023-01-11T01:20:01Z,2210000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (6 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
224,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,48,45,2023-01-11T01:20:10Z,2220000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,48,45,2023-01-11T01:20:10Z,2230000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,out,[],1629667,,,1610612761,48,45,2023-01-11T01:20:10Z,2240000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,48,45,2023-01-11T01:20:10Z,2250000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,48,45,2023-01-11T01:20:10Z,2260000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M26.00S,2023-01-11T01:20:02.0Z,2,REGULAR,substitution,in,[],1626179,,,1610612761,48,45,2023-01-11T01:20:10Z,2270000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M26.00S,2023-01-11T01:20:24.9Z,2,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,49,45,2023-01-11T01:20:24Z,2280000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (7 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
231,PT06M14.00S,2023-01-11T01:20:40.8Z,2,REGULAR,2pt,Jump Shot,[],1629023,9.674770039421814,29.65686274509804,1610612766,49,47,2023-01-11T01:20:46Z,2290000,False,102.0,38.0,1,left,P. Washington 10' pullup Jump Shot (11 PTS) (L. Ball 4 AST),"[1629023, 1630163]",1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,10.87,Made,,,,,,11.0,L. Ball,1630163.0,4.0,,,,,,,,,
233,PT06M03.00S,2023-01-11T01:20:51.1Z,2,REGULAR,3pt,Jump Shot,[],1629018,66.5735873850197,40.931372549019606,1610612761,49,47,2023-01-11T01:20:55Z,2310000,False,-45.0,262.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
234,PT06M01.00S,2023-01-11T01:20:53.1Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,49,47,2023-01-11T01:20:55Z,2320000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
235,PT05M57.00S,2023-01-11T01:20:58.1Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,49,47,2023-01-11T01:21:01Z,2330000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1628449]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Boucher,1628449.0,,
236,PT05M57.00S,2023-01-11T01:20:58.1Z,2,REGULAR,steal,,[],1628449,,,1610612761,49,47,2023-01-11T01:21:00Z,2340000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
237,PT05M43.00S,2023-01-11T01:21:12.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,92.19776609724047,49.50980392156863,1610612761,51,47,2023-01-11T01:21:16Z,2350000,False,-2.0,21.0,1,right,P. Achiuwa driving DUNK (8 PTS) (C. Boucher 2 AST),"[1630173, 1628449]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,8.0,C. Boucher,1628449.0,2.0,,,,,,,,,
239,PT05M27.00S,2023-01-11T01:21:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,9.937582128777924,50.73529411764706,1610612766,51,47,2023-01-11T01:21:33Z,2370000,False,-4.0,41.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1630173]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
240,PT05M27.00S,2023-01-11T01:21:27.5Z,2,REGULAR,block,,[],1630173,,,1610612766,51,47,2023-01-11T01:21:30Z,2380000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT05M24.00S,2023-01-11T01:21:30.5Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,51,47,2023-01-11T01:21:33Z,2390000,False,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,239.0,4.0,4.0,0.0,,,,,,,,,,,,,,
242,PT05M16.00S,2023-01-11T01:21:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,92.19776609724047,50.0,1610612761,53,47,2023-01-11T01:22:38Z,2400000,False,0.0,21.0,1,right,C. Boucher reverse Layup (2 PTS) (F. VanVleet 4 AST),"[1628449, 1627832]",1610612761.0,TOR,reverse,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,2.0,F. VanVleet,1627832.0,4.0,,,,,,,,,
244,PT04M59.00S,2023-01-11T01:21:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.200394218134035,38.23529411764706,1610612766,53,49,2023-01-11T01:22:06Z,2420000,False,59.0,43.0,1,left,P. Washington 7' driving floating Jump Shot (13 PTS) (L. Ball 5 AST),"[1629023, 1630163]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,,,,,,13.0,L. Ball,1630163.0,5.0,,,,,,,,,
246,PT04M47.00S,2023-01-11T01:22:07.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628384,90.3580814717477,39.21568627450981,1610612761,53,49,2023-01-11T01:22:15Z,2440000,False,-54.0,38.0,1,right,MISS O. Anunoby 6' turnaround Hook,[1628384],1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
247,PT04M44.00S,2023-01-11T01:22:10.7Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,53,49,2023-01-11T01:22:10Z,2450000,False,,,0,,C. Boucher REBOUND (Off:1 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,246.0,5.0,4.0,1.0,,,,,,,,,,,,,,
248,PT04M44.00S,2023-01-11T01:22:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,55,49,2023-01-11T01:22:10Z,2460000,False,0.0,0.0,1,right,C. Boucher putback Layup (4 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,4.0,,,,,,,,,,,,
249,PT04M33.00S,2023-01-11T01:22:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,14.4053876478318,45.83333333333333,1610612766,55,49,2023-01-11T01:22:27Z,2470000,False,21.0,83.0,1,left,MISS L. Ball 8' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
250,PT04M31.00S,2023-01-11T01:22:23.4Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,55,49,2023-01-11T01:22:27Z,2480000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,249.0,2.0,1.0,1.0,,,,,,,,,,,,,,
251,PT04M28.00S,2023-01-11T01:22:27.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,94.03745072273325,49.01960784313725,1610612761,57,49,2023-01-11T01:22:41Z,2490000,False,-5.0,4.0,1,right,O. Anunoby running DUNK (8 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,8.0,F. VanVleet,1627832.0,5.0,,,,,,,,,
253,PT04M28.00S,2023-01-11T01:22:33.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,57,49,2023-01-11T01:22:33Z,2510000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,out,[],1629018,,,1610612766,57,49,2023-01-11T01:23:53Z,2520000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
