actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
594,PT03M30.00S,2022-10-29T01:39:38.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.225361366622867,71.81372549019608,1610612761,83,101,2022-10-29T01:39:51Z,5880000,-109.0,241.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.45,Missed,,,,,,,,,,,,,,,
595,PT03M27.00S,2022-10-29T01:39:41.8Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,83,101,2022-10-29T01:39:51Z,5890000,,,0,,D. Melton REBOUND (Off:2 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,594.0,5.0,3.0,2.0,,,,,,,
596,PT03M14.00S,2022-10-29T01:39:54.7Z,4,REGULAR,3pt,Jump Shot,[],202699,93.11760840998686,96.56862745098039,1610612755,83,104,2022-10-29T01:40:05Z,5900000,233.0,12.0,1,right,T. Harris 3PT  (13 PTS) (D. Melton 6 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,23.31,Made,13.0,D. Melton,1629001.0,6.0,,,,,,,,,,,
598,PT03M14.00S,2022-10-29T01:40:01.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,83,104,2022-10-29T01:40:01Z,5920000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,83,104,2022-10-29T01:41:19Z,5930000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,out,[],1627832,,,1610612761,83,104,2022-10-29T01:41:19Z,5940000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,out,[],1627783,,,1610612761,83,104,2022-10-29T01:41:19Z,5950000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,83,104,2022-10-29T01:41:19Z,5960000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,83,104,2022-10-29T01:41:19Z,5970000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,in,[],1627823,,,1610612761,83,104,2022-10-29T01:41:19Z,5980000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,in,[],1631132,,,1610612761,83,104,2022-10-29T01:41:19Z,5990000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,in,[],1630625,,,1610612761,83,104,2022-10-29T01:41:19Z,6000000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,in,[],1630551,,,1610612761,83,104,2022-10-29T01:41:19Z,6010000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M14.00S,2022-10-29T01:40:58.2Z,4,REGULAR,substitution,in,[],1630201,,,1610612761,83,104,2022-10-29T01:41:19Z,6020000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M05.00S,2022-10-29T01:41:43.8Z,4,REGULAR,3pt,Jump Shot,[],1627823,30.305519053876477,19.852941176470587,1610612761,83,104,2022-10-29T01:41:50Z,6030000,151.0,232.0,1,left,MISS J. Hernangomez 27' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,,27.7,Missed,,,,,,,,,,,,,,,
610,PT02M59.00S,2022-10-29T01:41:49.8Z,4,REGULAR,rebound,offensive,[],1630551,,,1610612761,83,104,2022-10-29T01:41:50Z,6040000,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,609.0,1.0,0.0,1.0,,,,,,,
611,PT02M59.00S,2022-10-29T01:41:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,5.590000152587891,50.0,1610612761,85,104,2022-10-29T01:41:49Z,6050000,0.0,0.0,1,left,J. Champagnie putback Layup (2 PTS),[1630551],1610612761.0,TOR,putback,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,0.0,Made,2.0,,,,,,,,,,,,,,
612,PT02M43.00S,2022-10-29T01:42:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,91.40932982917214,49.754901960784316,1610612755,85,106,2022-10-29T01:42:10Z,6060000,-1.0,28.0,1,right,D. Melton driving finger roll Layup (13 PTS),[1629001],1610612755.0,PHI,driving finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,2.83,Made,13.0,,,,,,,,,,,,,,
613,PT02M36.00S,2022-10-29T01:42:13.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,7.440867279894875,49.50980392156863,1610612761,87,106,2022-10-29T01:42:18Z,6070000,2.0,17.0,1,left,D. Banton driving Layup (2 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.76,Made,2.0,,,,,,,,,,,,,,
615,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,87,106,2022-10-29T01:42:52Z,6090000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,out,[],201935,,,1610612755,87,106,2022-10-29T01:42:52Z,6100000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,87,106,2022-10-29T01:42:52Z,6110000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,out,[],202699,,,1610612755,87,106,2022-10-29T01:42:52Z,6120000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,out,[],200782,,,1610612755,87,106,2022-10-29T01:42:52Z,6130000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,87,106,2022-10-29T01:42:52Z,6140000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,in,[],1626149,,,1610612755,87,106,2022-10-29T01:42:52Z,6150000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,87,106,2022-10-29T01:42:52Z,6160000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,in,[],1630531,,,1610612755,87,106,2022-10-29T01:42:52Z,6170000,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M15.00S,2022-10-29T01:42:37.7Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,87,106,2022-10-29T01:42:52Z,6180000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M11.00S,2022-10-29T01:43:13.8Z,4,REGULAR,2pt,Jump Shot,[],1629003,76.82325886990802,52.20588235294118,1610612755,87,106,2022-10-29T01:43:19Z,6190000,11.0,165.0,1,right,MISS S. Milton 16' step back Shot,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,Mid-Range,16-24 Center,,,,16.58,Missed,,,,,,,,,,,,,,,
626,PT02M07.00S,2022-10-29T01:43:17.8Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612761,87,106,2022-10-29T01:43:19Z,6200000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,,,,,,,625.0,2.0,1.0,1.0,,,,,,,
627,PT02M03.00S,2022-10-29T01:43:22.9Z,4,REGULAR,foul,personal,[],1629003,,,1610612761,87,106,2022-10-29T01:43:30Z,6210000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1630625]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2715.0,1.0,0.0,Banton,1630625.0,,
629,PT01M53.00S,2022-10-29T01:43:51.5Z,4,REGULAR,3pt,Jump Shot,[],1627823,25.969119579500656,87.5,1610612761,87,106,2022-10-29T01:43:56Z,6230000,-188.0,192.0,1,left,MISS J. Hernangomez 26' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,,26.81,Missed,,,,,,,,,,,,,,,
630,PT01M50.00S,2022-10-29T01:43:54.5Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,87,106,2022-10-29T01:43:56Z,6240000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,629.0,1.0,1.0,0.0,,,,,,,
631,PT01M27.00S,2022-10-29T01:44:17.6Z,4,REGULAR,2pt,Jump Shot,[],1630531,83.919185282523,27.941176470588236,1610612755,87,108,2022-10-29T01:44:22Z,6250000,-110.0,99.0,1,right,J. Springer 14' Jump Shot (2 PTS) (S. Milton 1 AST),"[1630531, 1629003]",1610612755.0,PHI,,,,Springer,J. Springer,,,,,Mid-Range,8-16 Left,,,,14.8,Made,2.0,S. Milton,1629003.0,1.0,,,,,,,,,,,
633,PT01M16.00S,2022-10-29T01:44:31.6Z,4,REGULAR,3pt,Jump Shot,[],1630625,29.77989487516426,21.813725490196077,1610612761,87,108,2022-10-29T01:44:39Z,6270000,141.0,227.0,1,left,MISS D. Banton 26' bank 3PT,[1630625],1610612761.0,TOR,bank,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,26.75,Missed,,,,,,,,,,,,,,,
634,PT01M13.00S,2022-10-29T01:44:34.6Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,87,108,2022-10-29T01:44:39Z,6280000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,633.0,1.0,1.0,0.0,,,,,,,
635,PT01M07.00S,2022-10-29T01:44:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,93.51182654402102,49.50980392156863,1610612755,87,110,2022-10-29T01:44:48Z,6290000,-2.0,8.0,1,right,M. Harrell reverse Layup (9 PTS) (F. Korkmaz 1 AST),"[1626149, 1627788]",1610612755.0,PHI,reverse,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,0.89,Made,9.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,
637,PT00M56.90S,2022-10-29T01:44:56.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630531,,,1610612761,87,110,2022-10-29T01:45:05Z,6310000,,,0,,J. Springer shooting personal FOUL (1 PF) (Koloko 2 FT),"[1630531, 1631132]",1610612755.0,PHI,shooting,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,Koloko,1631132.0,,
639,PT00M56.90S,2022-10-29T01:45:19.6Z,4,REGULAR,freethrow,1 of 2,[],1631132,,,1610612761,88,110,2022-10-29T01:45:43Z,6330000,,,0,,C. Koloko Free Throw 1 of 2 (3 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
640,PT00M56.90S,2022-10-29T01:45:19.6Z,4,REGULAR,freethrow,2 of 2,[],1631132,,,1610612761,88,110,2022-10-29T01:45:43Z,6340000,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
641,PT00M54.70S,2022-10-29T01:45:21.8Z,4,REGULAR,rebound,offensive,[],1631132,,,1610612761,88,110,2022-10-29T01:45:43Z,6350000,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,640.0,2.0,0.0,2.0,,,,,,,
642,PT00M52.20S,2022-10-29T01:45:42.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,7.178055190538765,49.50980392156863,1610612761,90,110,2022-10-29T01:45:47Z,6360000,2.0,15.0,1,left,D. Banton cutting Layup (4 PTS) (C. Koloko 1 AST),"[1630625, 1631132]",1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.52,Made,4.0,C. Koloko,1631132.0,1.0,,,,,,,,,,,
644,PT00M35.60S,2022-10-29T01:46:02.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630531,85.49605781865965,49.754901960784316,1610612755,90,112,2022-10-29T01:46:14Z,6380000,-1.0,84.0,1,right,J. Springer 8' driving floating Jump Shot (4 PTS),[1630531],1610612755.0,PHI,driving floating,,,Springer,J. Springer,,,,,In The Paint (Non-RA),8-16 Center,,,,8.38,Made,4.0,,,,,,,,,,,,,,
645,PT00M21.20S,2022-10-29T01:46:18.4Z,4,REGULAR,turnover,lost ball,[],1627823,,,1610612761,90,112,2022-10-29T01:46:23Z,6390000,,,0,,J. Hernangomez lost ball TURNOVER (1 TO),"[1627823, 1630194]",1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,1.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
646,PT00M21.20S,2022-10-29T01:46:18.4Z,4,REGULAR,steal,,[],1630194,,,1610612755,90,112,2022-10-29T01:46:20Z,6400000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2022-10-29T01:46:41.6Z,4,REGULAR,period,end,[],0,,,1610612755,90,112,2022-10-29T01:46:41Z,6410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2022-10-29T01:47:30.4Z,4,REGULAR,game,end,[],0,,,0,90,112,2022-10-29T01:47:30Z,6420000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
