actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
178,PT09M02.00S,2022-10-29T00:12:10.9Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612755,31,41,2022-10-29T00:12:14Z,1760000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,
179,PT08M56.00S,2022-10-29T00:12:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.835085413929041,54.90196078431373,1610612755,31,43,2022-10-29T00:12:22Z,1770000,-25.0,21.0,1,left,T. Maxey driving finger roll Layup (24 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,3.23,Made,24.0,,,,,,,,,,,,,,
180,PT08M55.00S,2022-10-29T00:12:21.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,31,43,2022-10-29T00:12:22Z,1780000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M55.00S,2022-10-29T00:14:31.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,31,43,2022-10-29T00:14:52Z,1790000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M55.00S,2022-10-29T00:14:31.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,31,43,2022-10-29T00:14:52Z,1800000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M55.00S,2022-10-29T00:14:31.8Z,2,REGULAR,substitution,in,[],201152,,,1610612761,31,43,2022-10-29T00:14:52Z,1810000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M55.00S,2022-10-29T00:14:31.8Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,31,43,2022-10-29T00:14:52Z,1820000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M44.00S,2022-10-29T00:15:28.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,67.88764783180025,16.666666666666664,1610612761,34,43,2022-10-29T00:15:32Z,1830000,-167.0,249.0,1,right,G. Trent Jr. 30' 3PT  (5 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,30.0,Made,5.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,
187,PT08M28.00S,2022-10-29T00:15:43.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,25.969119579500656,87.74509803921569,1610612755,34,43,2022-10-29T00:15:48Z,1850000,-189.0,192.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,26.89,Missed,,,,,,,,,,,,,,,
188,PT08M25.00S,2022-10-29T00:15:46.9Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,34,43,2022-10-29T00:15:48Z,1860000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,
189,PT08M12.00S,2022-10-29T00:16:00.0Z,2,REGULAR,3pt,Jump Shot,[],201152,94.03745072273325,3.431372549019608,1610612761,34,43,2022-10-29T00:16:04Z,1870000,-233.0,4.0,1,right,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,23.28,Missed,,,,,,,,,,,,,,,
190,PT08M08.00S,2022-10-29T00:16:03.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,34,43,2022-10-29T00:16:03Z,1880000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,
191,PT07M54.00S,2022-10-29T00:16:20.8Z,2,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612755,34,43,2022-10-29T00:16:27Z,1890000,,,0,,G. Niang bad pass out-of-bounds TURNOVER (1 TO),[1627777],1610612755.0,PHI,bad pass,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,2715.0,,,,,,
192,PT07M54.00S,2022-10-29T00:16:25.1Z,2,REGULAR,substitution,out,[],1627863,,,1610612761,34,43,2022-10-29T00:16:32Z,1900000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M54.00S,2022-10-29T00:16:25.1Z,2,REGULAR,substitution,in,[],201935,,,1610612761,34,43,2022-10-29T00:16:32Z,1910000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M31.00S,2022-10-29T00:16:57.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,85.10183968462549,96.81372549019608,1610612761,34,43,2022-10-29T00:17:10Z,1920000,234.0,88.0,1,right,MISS F. VanVleet 24' fadeaway 3PT,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,24.99,Missed,,,,,,,,,,,,,,,
195,PT07M28.00S,2022-10-29T00:17:00.6Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,34,43,2022-10-29T00:17:10Z,1930000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,
196,PT07M24.00S,2022-10-29T00:17:06.0Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,34,43,2022-10-29T00:17:14Z,1940000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,,,2715.0,,,,,,
197,PT07M15.00S,2022-10-29T00:17:19.0Z,2,REGULAR,turnover,out-of-bounds,[],1629018,,,1610612761,34,43,2022-10-29T00:17:25Z,1950000,,,0,,G. Trent Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629018],1610612761.0,TOR,bad pass,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,1629183.0,,,,,,
198,PT07M15.00S,2022-10-29T00:17:32.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,34,43,2022-10-29T00:17:32Z,1960000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,out,[],1631132,,,1610612755,34,43,2022-10-29T00:19:55Z,1970000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,34,43,2022-10-29T00:19:55Z,1980000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,34,43,2022-10-29T00:19:55Z,1990000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,in,[],1628384,,,1610612755,34,43,2022-10-29T00:19:55Z,2000000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,34,43,2022-10-29T00:19:55Z,2010000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,in,[],202699,,,1610612755,34,43,2022-10-29T00:19:55Z,2020000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,out,[],1626149,,,1610612755,34,43,2022-10-29T00:20:20Z,2030000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M15.00S,2022-10-29T00:19:06.5Z,2,REGULAR,substitution,in,[],200782,,,1610612755,34,43,2022-10-29T00:20:20Z,2040000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M51.00S,2022-10-29T00:20:48.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629001,14.011169513797633,42.8921568627451,1610612755,34,43,2022-10-29T00:20:53Z,2050000,36.0,79.0,1,left,MISS D. Melton 8' driving floating bank Shot,[1629001],1610612755.0,PHI,driving floating bank,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,8.68,Missed,,,,,,,,,,,,,,,
208,PT06M49.00S,2022-10-29T00:20:50.1Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,34,43,2022-10-29T00:20:53Z,2060000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,207.0,4.0,3.0,1.0,,,,,,,
209,PT06M37.00S,2022-10-29T00:21:04.9Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612761,34,43,2022-10-29T00:21:12Z,2070000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Anunoby 2 FT),"[200782, 1628384]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,2.0,0.0,Anunoby,1628384.0,,
211,PT06M37.00S,2022-10-29T00:21:27.1Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,35,43,2022-10-29T00:21:27Z,2090000,,,0,,O. Anunoby Free Throw 1 of 2 (8 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
212,PT06M37.00S,2022-10-29T00:21:40.0Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,36,43,2022-10-29T00:21:40Z,2100000,,,0,,O. Anunoby Free Throw 2 of 2 (9 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
213,PT06M21.00S,2022-10-29T00:21:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,16.376478318002626,47.794117647058826,1610612755,36,43,2022-10-29T00:23:06Z,2110000,11.0,101.0,1,left,MISS T. Harris 10' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,10.2,Missed,,,,,,,,,,,,,,,
214,PT06M17.00S,2022-10-29T00:22:01.1Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612755,36,43,2022-10-29T00:22:02Z,2120000,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,213.0,1.0,0.0,1.0,,,,,,,
215,PT06M17.00S,2022-10-29T00:22:00.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,5.590000152587891,50.0,1610612755,36,45,2022-10-29T00:22:00Z,2130000,0.0,0.0,1,left,D. Melton tip Layup (4 PTS),[1629001],1610612755.0,PHI,tip,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
216,PT05M57.00S,2022-10-29T00:22:21.7Z,2,REGULAR,turnover,lost ball,[],1629018,,,1610612761,36,45,2022-10-29T00:28:30Z,2140000,,,0,,G. Trent Jr. lost ball TURNOVER (2 TO),"[1629018, 202699]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,2.0,Harris,202699.0,,,,,,,,,,,,,,,,,
217,PT05M57.00S,2022-10-29T00:22:21.7Z,2,REGULAR,steal,,[],202699,,,1610612755,36,45,2022-10-29T00:22:23Z,2150000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
218,PT05M52.00S,2022-10-29T00:22:28.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,10.200394218134035,46.07843137254902,1610612755,36,47,2022-10-29T00:22:34Z,2160000,20.0,43.0,1,left,J. Harden running Layup (2 PTS),[201935],1610612755.0,PHI,running,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,4.76,Made,2.0,,,,,,,,,,,,,,
219,PT05M52.00S,2022-10-29T00:22:32.7Z,2,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612755,36,47,2022-10-29T00:22:40Z,2170000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Harden 1 FT),"[1628384, 201935]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,Harden,201935.0,,
221,PT05M52.00S,2022-10-29T00:22:41.7Z,2,REGULAR,substitution,out,[],1629018,,,1610612755,36,47,2022-10-29T00:23:06Z,2190000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M52.00S,2022-10-29T00:22:41.7Z,2,REGULAR,substitution,in,[],1627783,,,1610612755,36,47,2022-10-29T00:23:06Z,2200000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M52.00S,2022-10-29T00:23:02.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201935,,,1610612755,36,48,2022-10-29T00:23:02Z,2210000,,,0,,J. Harden Free Throw 1 of 1 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
224,PT05M35.00S,2022-10-29T00:23:23.3Z,2,REGULAR,foul,personal,['2freethrow'],201935,,,1610612761,36,48,2022-10-29T00:23:30Z,2220000,,,0,,J. Harden shooting personal FOUL (2 PF) (Siakam 2 FT),"[201935, 1627783]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Siakam,1627783.0,,
226,PT05M35.00S,2022-10-29T00:23:50.3Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,37,48,2022-10-29T00:23:50Z,2240000,,,0,,P. Siakam Free Throw 1 of 2 (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
227,PT05M35.00S,2022-10-29T00:24:09.0Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,38,48,2022-10-29T00:24:09Z,2250000,,,0,,P. Siakam Free Throw 2 of 2 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
229,PT05M18.00S,2022-10-29T00:24:27.5Z,2,REGULAR,3pt,Jump Shot,[],201935,33.196452036793694,56.86274509803921,1610612755,38,48,2022-10-29T00:24:32Z,2270000,-34.0,260.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,26.18,Missed,,,,,,,,,,,,,,,
230,PT05M14.00S,2022-10-29T00:24:31.5Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,38,48,2022-10-29T00:24:32Z,2280000,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,
231,PT05M09.00S,2022-10-29T00:24:35.9Z,2,REGULAR,3pt,Jump Shot,[],1627783,67.7562417871222,46.81372549019608,1610612761,38,48,2022-10-29T00:24:43Z,2290000,-16.0,251.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,25.11,Missed,,,,,,,,,,,,,,,
232,PT05M06.00S,2022-10-29T00:24:38.9Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,38,48,2022-10-29T00:24:43Z,2300000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,,
233,PT04M54.00S,2022-10-29T00:24:50.9Z,2,REGULAR,3pt,Jump Shot,[],200782,7.703679369250986,3.6764705882352944,1610612755,38,51,2022-10-29T00:24:54Z,2310000,232.0,20.0,1,left,P. Tucker 3PT  (3 PTS) (T. Maxey 4 AST),"[200782, 1630178]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,23.25,Made,3.0,T. Maxey,1630178.0,4.0,,,,,,,,,,,
235,PT04M38.00S,2022-10-29T00:25:06.5Z,2,REGULAR,2pt,Jump Shot,[],1628384,74.98357424441524,31.127450980392158,1610612761,38,51,2022-10-29T00:25:11Z,2330000,-94.0,183.0,1,right,MISS O. Anunoby 20' pullup Shot,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,20.56,Missed,,,,,,,,,,,,,,,
236,PT04M36.00S,2022-10-29T00:25:08.5Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,38,51,2022-10-29T00:25:11Z,2340000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,235.0,1.0,0.0,1.0,,,,,,,
237,PT04M33.00S,2022-10-29T00:25:11.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,92.19776609724047,95.83333333333334,1610612761,38,51,2022-10-29T00:25:16Z,2350000,229.0,21.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,23.01,Missed,,,,,,,,,,,,,,,
238,PT04M30.00S,2022-10-29T00:25:14.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,38,51,2022-10-29T00:25:16Z,2360000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,,237.0,3.0,2.0,1.0,,,,,,,
239,PT04M25.00S,2022-10-29T00:25:19.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,6.783837056504599,2.941176470588235,1610612755,38,51,2022-10-29T00:25:31Z,2370000,235.0,11.0,1,left,MISS T. Harris running 3PT,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,23.56,Missed,,,,,,,,,,,,,,,
240,PT04M21.00S,2022-10-29T00:25:23.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,38,51,2022-10-29T00:25:23Z,2380000,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,,239.0,4.0,2.0,2.0,,,,,,,
241,PT04M09.00S,2022-10-29T00:25:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,6.915243101182654,52.450980392156865,1610612755,38,53,2022-10-29T00:25:40Z,2390000,-12.0,13.0,1,left,D. Melton cutting Layup (6 PTS) (J. Harden 2 AST),"[1629001, 201935]",1610612755.0,PHI,cutting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,1.75,Made,6.0,J. Harden,201935.0,2.0,,,,,,,,,,,
243,PT04M00.00S,2022-10-29T00:25:45.8Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,38,53,2022-10-29T00:25:52Z,2410000,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (2 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,1629183.0,,,,,,
244,PT04M00.00S,2022-10-29T00:25:48.8Z,2,REGULAR,substitution,out,[],201152,,,1610612755,38,53,2022-10-29T00:25:59Z,2420000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M00.00S,2022-10-29T00:25:48.8Z,2,REGULAR,substitution,out,[],1627832,,,1610612755,38,53,2022-10-29T00:25:59Z,2430000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M00.00S,2022-10-29T00:25:48.8Z,2,REGULAR,substitution,in,[],1630201,,,1610612755,38,53,2022-10-29T00:25:59Z,2440000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M00.00S,2022-10-29T00:25:48.8Z,2,REGULAR,substitution,in,[],1629018,,,1610612755,38,53,2022-10-29T00:25:59Z,2450000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M40.00S,2022-10-29T00:26:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,7.178055190538765,53.92156862745098,1610612755,38,55,2022-10-29T00:26:26Z,2460000,-20.0,15.0,1,left,J. Harden driving finger roll Layup (5 PTS),[201935],1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,2.47,Made,5.0,,,,,,,,,,,,,,
249,PT03M27.00S,2022-10-29T00:26:36.4Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612761,38,55,2022-10-29T00:26:47Z,2470000,,,0,,T. Harris shooting personal FOUL (2 PF) (Siakam 2 FT),"[202699, 1627783]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,2.0,0.0,Siakam,1627783.0,,
251,PT03M27.00S,2022-10-29T00:27:05.6Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,38,55,2022-10-29T00:27:05Z,2490000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
252,PT03M27.00S,2022-10-29T00:27:05.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,38,55,2022-10-29T00:27:05Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,
253,PT03M27.00S,2022-10-29T00:27:23.7Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,39,55,2022-10-29T00:27:23Z,2510000,,,0,,P. Siakam Free Throw 2 of 2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
254,PT03M09.00S,2022-10-29T00:27:43.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,14.536793692509855,95.34313725490196,1610612755,39,58,2022-10-29T00:27:47Z,2520000,-227.0,84.0,1,left,T. Maxey 24' 3PT  (27 PTS) (P. Tucker 1 AST),"[1630178, 200782]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,24.18,Made,27.0,P. Tucker,200782.0,1.0,,,,,,,,,,,
256,PT02M49.00S,2022-10-29T00:28:01.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,88.12417871222075,4.166666666666666,1610612761,42,58,2022-10-29T00:28:05Z,2540000,-229.0,59.0,1,right,O. Anunoby 3PT  (12 PTS) (G. Trent Jr. 3 AST),"[1628384, 1629018]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,23.67,Made,12.0,G. Trent Jr.,1629018.0,3.0,,,,,,,,,,,
258,PT02M35.00S,2022-10-29T00:28:16.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200782,8.09789750328515,54.41176470588235,1610612755,42,60,2022-10-29T00:28:20Z,2560000,-22.0,24.0,1,left,P. Tucker Hook (5 PTS) (D. Melton 4 AST),"[200782, 1629001]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,3.23,Made,5.0,D. Melton,1629001.0,4.0,,,,,,,,,,,
260,PT02M25.00S,2022-10-29T00:28:28.2Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612761,42,60,2022-10-29T00:28:36Z,2580000,,,0,,P. Tucker shooting personal FOUL (3 PF) (Siakam 2 FT),"[200782, 1627783]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,3.0,0.0,Siakam,1627783.0,,
