actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
180,PT10M26.00S,2023-04-07T02:36:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,88.51839684625493,56.86274509803921,1610612756,29,29,2023-04-07T02:45:12Z,1760000,False,34.0,55.0,1,right,MISS T. Craig 6' turnaround fadeaway Shot,[1628470],1610612756.0,PHX,turnaround fadeaway,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,,,
181,PT10M22.00S,2023-04-07T02:36:53.9Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,29,29,2023-04-07T02:37:05Z,1770000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,180.0,,,1.0,0.0,1.0,,,,,,,,,,,,
182,PT10M22.00S,2023-04-07T02:36:53.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629111,94.40999984741211,50.0,1610612756,31,29,2023-04-07T02:40:02Z,1780000,False,0.0,0.0,1,right,J. Landale tip Layup (2 PTS),[1629111],1610612756.0,PHX,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,2.0,,,,,,,
183,PT10M12.00S,2023-04-07T02:37:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,5.206964520367937,50.98039215686274,1610612743,31,29,2023-04-07T02:37:09Z,1790000,False,-5.0,-4.0,1,left,MISS Z. Nnaji Layup,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,,,,,,,,,,,,,,
184,PT10M11.00S,2023-04-07T02:37:05.3Z,2,REGULAR,rebound,defensive,[],203082,,,1610612756,31,29,2023-04-07T02:37:09Z,1800000,False,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,183.0,,,1.0,1.0,0.0,,,,,,,,,,,,
185,PT10M03.00S,2023-04-07T02:37:13.4Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,31,29,2023-04-07T02:46:46Z,1810000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1628427]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,Cancar,1628427.0,,,,,
186,PT10M03.00S,2023-04-07T02:37:13.4Z,2,REGULAR,steal,,[],1628427,,,1610612743,31,29,2023-04-07T02:37:14Z,1820000,False,,,0,,V. Cancar STEAL (1 STL),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
187,PT09M48.00S,2023-04-07T02:37:28.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201145,26.231931668856767,12.254901960784313,1610612743,31,32,2023-04-07T02:37:51Z,1830000,False,189.0,194.0,1,left,J. Green 27' 3PT  (8 PTS) (R. Jackson 4 AST),"[201145, 202704]",1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.07,Made,,,,,,,,,,,8.0,,,R. Jackson,202704.0,4.0,,
189,PT09M26.00S,2023-04-07T02:37:50.1Z,2,REGULAR,3pt,Jump Shot,[],101108,76.69185282522996,7.8431372549019605,1610612756,34,32,2023-04-07T02:37:55Z,1850000,False,-211.0,167.0,1,right,C. Paul 26' 3PT  (3 PTS) (K. Durant 1 AST),"[101108, 201142]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,26.87,Made,,,,,,,,,,,3.0,,,K. Durant,201142.0,1.0,,
191,PT09M18.00S,2023-04-07T02:38:04.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,32,2023-04-07T02:38:04Z,1870000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M18.00S,2023-04-07T02:40:10.4Z,2,REGULAR,substitution,out,[],1628470,,,1610612743,34,32,2023-04-07T02:40:35Z,1880000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M18.00S,2023-04-07T02:40:10.4Z,2,REGULAR,substitution,out,[],202704,,,1610612743,34,32,2023-04-07T02:40:35Z,1890000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M18.00S,2023-04-07T02:40:10.4Z,2,REGULAR,substitution,in,[],1630688,,,1610612743,34,32,2023-04-07T02:40:35Z,1900000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M18.00S,2023-04-07T02:40:10.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,34,32,2023-04-07T02:40:35Z,1910000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M13.00S,2023-04-07T02:41:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,20.18725361366623,35.53921568627451,1610612743,34,32,2023-04-07T02:48:10Z,1920000,False,72.0,137.0,1,left,MISS I. Smith 15' fadeaway Shot,[202397],1610612743.0,DEN,fadeaway,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,15.52,Missed,,,,,,,,,,,,,,,,,,
198,PT09M11.00S,2023-04-07T02:41:34.6Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,34,32,2023-04-07T02:41:41Z,1930000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,197.0,,,1.0,1.0,0.0,,,,,,,,,,,,
199,PT09M04.00S,2023-04-07T02:41:41.7Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612756,34,32,2023-04-07T02:41:51Z,1940000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628427]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,2.0,,,,,,,,,Cancar,1628427.0,,,,,
200,PT09M04.00S,2023-04-07T02:41:41.7Z,2,REGULAR,steal,,[],1628427,,,1610612743,34,32,2023-04-07T02:41:43Z,1950000,False,,,0,,V. Cancar STEAL (2 STL),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
201,PT09M00.00S,2023-04-07T02:41:46.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,6.258212877792378,49.26470588235294,1610612743,34,34,2023-04-07T02:41:56Z,1960000,False,4.0,6.0,1,left,J. Green running DUNK (10 PTS),[201145],1610612743.0,DEN,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,,10.0,,,,,,,
202,PT08M35.00S,2023-04-07T02:42:10.3Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612756,34,34,2023-04-07T02:42:18Z,1970000,False,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 202397]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,3.0,,,,,,,,,Smith,202397.0,,,,,
203,PT08M35.00S,2023-04-07T02:42:10.3Z,2,REGULAR,steal,,[],202397,,,1610612743,34,34,2023-04-07T02:42:45Z,1980000,False,,,0,,I. Smith STEAL (1 STL),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
204,PT08M26.00S,2023-04-07T02:42:19.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202397,23.47240473061761,43.38235294117647,1610612743,34,36,2023-04-07T02:42:26Z,1990000,False,33.0,168.0,1,left,I. Smith 17' pullup Jump Shot (6 PTS) (J. Green 1 AST),"[202397, 201145]",1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Center,17.13,Made,,,,,,,,,,,6.0,,,J. Green,201145.0,1.0,,
206,PT08M07.00S,2023-04-07T02:42:38.1Z,2,REGULAR,2pt,Jump Shot,[],203082,75.77201051248358,37.99019607843137,1610612756,36,36,2023-04-07T02:49:10Z,2010000,False,-60.0,175.0,1,right,T. Ross 18' pullup Jump Shot (2 PTS) (J. Landale 1 AST),"[203082, 1629111]",1610612756.0,PHX,pullup,,,Ross,T. Ross,,,,,Mid-Range,16-24 Left Center,18.52,Made,,,,,,,,,,,2.0,,,J. Landale,1629111.0,1.0,,
208,PT07M49.00S,2023-04-07T02:42:59.4Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,36,36,2023-04-07T02:43:35Z,2030000,False,,,0,,B. Brown lost ball out-of-bounds TURNOVER (2 TO),[1628971],1610612743.0,DEN,lost ball,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,,,,,
209,PT07M37.00S,2023-04-07T02:43:16.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101108,68.01905387647832,73.0392156862745,1610612756,39,36,2023-04-07T02:50:09Z,2040000,False,115.0,248.0,1,right,C. Paul 27' 3PT pullup (6 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,27.35,Made,,,,,,,,,,,6.0,,,,,,,
210,PT07M18.00S,2023-04-07T02:43:35.1Z,2,REGULAR,3pt,Jump Shot,[],1630192,10.5946123521682,3.1862745098039214,1610612743,39,36,2023-04-07T02:43:39Z,2050000,False,234.0,47.0,1,left,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
211,PT07M15.00S,2023-04-07T02:43:38.1Z,2,REGULAR,rebound,defensive,[],203082,,,1610612756,39,36,2023-04-07T02:43:39Z,2060000,False,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,,,210.0,,,2.0,2.0,0.0,,,,,,,,,,,,
212,PT07M05.00S,2023-04-07T02:43:47.8Z,2,REGULAR,3pt,Jump Shot,[],201142,73.53810775295663,84.31372549019608,1610612756,39,36,2023-04-07T02:51:07Z,2070000,False,172.0,196.0,1,right,MISS K. Durant 26' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
213,PT07M03.00S,2023-04-07T02:43:49.8Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,39,36,2023-04-07T02:43:52Z,2080000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,212.0,,,1.0,1.0,0.0,,,,,,,,,,,,
214,PT06M51.00S,2023-04-07T02:44:03.7Z,2,REGULAR,foul,personal,[],1630688,,,1610612743,39,36,2023-04-07T02:44:09Z,2090000,False,,,0,,I. Wainright personal FOUL (1 PF),"[1630688, 201145]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Center,,,,203591.0,,,,,1.0,0.0,Green,201145.0,,,,,,,,
216,PT06M51.00S,2023-04-07T02:44:10.4Z,2,REGULAR,substitution,out,[],1629111,,,1610612743,39,36,2023-04-07T02:44:19Z,2110000,False,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M51.00S,2023-04-07T02:44:10.4Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,39,36,2023-04-07T02:44:19Z,2120000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M51.00S,2023-04-07T02:44:10.4Z,2,REGULAR,substitution,in,[],1629028,,,1610612743,39,36,2023-04-07T02:44:19Z,2130000,False,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M51.00S,2023-04-07T02:44:10.4Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,39,36,2023-04-07T02:44:19Z,2140000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M40.00S,2023-04-07T02:44:42.8Z,2,REGULAR,3pt,Jump Shot,[],201145,8.09789750328515,1.715686274509804,1610612743,39,36,2023-04-07T02:44:58Z,2150000,False,241.0,24.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.26,Missed,,,,,,,,,,,,,,,,,,
221,PT06M37.00S,2023-04-07T02:44:45.4Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,39,36,2023-04-07T02:44:45Z,2160000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,,,220.0,,,2.0,2.0,0.0,,,,,,,,,,,,
222,PT06M27.00S,2023-04-07T02:44:55.7Z,2,REGULAR,3pt,Jump Shot,[],101108,71.96123521681997,82.1078431372549,1610612756,39,36,2023-04-07T02:45:01Z,2170000,False,161.0,211.0,1,right,MISS C. Paul 26' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
223,PT06M27.00S,2023-04-07T02:44:55.7Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,39,36,2023-04-07T02:45:01Z,2180000,False,,,0,,C. Braun REBOUND (Off:1 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,222.0,,,2.0,1.0,1.0,,,,,,,,,,,,
224,PT06M20.00S,2023-04-07T02:45:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,7.046649145860711,47.05882352941176,1610612743,39,38,2023-04-07T02:45:08Z,2190000,False,15.0,14.0,1,left,B. Brown running Layup (4 PTS) (C. Braun 1 AST),"[1628971, 1631128]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,,,4.0,,,C. Braun,1631128.0,1.0,,
226,PT06M05.00S,2023-04-07T02:45:17.8Z,2,REGULAR,2pt,Jump Shot,[],201142,77.08607095926413,24.264705882352942,1610612756,39,38,2023-04-07T02:45:26Z,2210000,False,-129.0,163.0,1,right,MISS K. Durant 20' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,20.76,Missed,,,,,,,,,,,,,,,,,,
227,PT06M02.00S,2023-04-07T02:45:20.8Z,2,REGULAR,rebound,defensive,[],202397,,,1610612743,39,38,2023-04-07T02:45:26Z,2220000,False,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,Mid-Range,16-24 Left Center,,,226.0,,,2.0,2.0,0.0,,,,,,,,,,,,
228,PT05M58.00S,2023-04-07T02:45:26.4Z,2,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612743,39,38,2023-04-07T02:45:42Z,2230000,False,,,0,,I. Wainright shooting personal FOUL (2 PF) (Smith 2 FT),"[1630688, 202397]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,2.0,0.0,Smith,202397.0,,,,,,,,
230,PT05M58.00S,2023-04-07T02:45:53.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202397,,,1610612743,39,39,2023-04-07T02:46:20Z,2250000,False,,,0,,I. Smith Free Throw 1 of 2 (7 PTS),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
231,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,out,[],1630688,,,1610612743,39,39,2023-04-07T02:46:04Z,2260000,False,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,39,39,2023-04-07T02:46:04Z,2270000,False,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,out,[],201145,,,1610612743,39,39,2023-04-07T02:46:04Z,2280000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,in,[],1626164,,,1610612743,39,39,2023-04-07T02:46:04Z,2290000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,in,[],201599,,,1610612743,39,39,2023-04-07T02:46:04Z,2300000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M58.00S,2023-04-07T02:45:54.1Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,39,39,2023-04-07T02:46:04Z,2310000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M58.00S,2023-04-07T02:45:53.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202397,,,1610612743,39,39,2023-04-07T02:46:20Z,2320000,False,,,0,,MISS I. Smith Free Throw 2 of 2,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT05M56.00S,2023-04-07T02:45:55.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,39,39,2023-04-07T02:46:20Z,2330000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,237.0,,,4.0,4.0,0.0,,,,,,,,,,,,
239,PT05M40.00S,2023-04-07T02:46:38.5Z,2,REGULAR,foul,personal,[],1631212,,,1610612756,39,39,2023-04-07T02:46:51Z,2340000,False,,,0,,P. Watson personal FOUL (2 PF),"[1631212, 1629028]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,2.0,0.0,Ayton,1629028.0,,,,,,,,
241,PT05M28.00S,2023-04-07T02:47:11.7Z,2,REGULAR,3pt,Jump Shot,[],203082,73.66951379763469,83.08823529411765,1610612756,42,39,2023-04-07T02:47:16Z,2360000,False,165.0,195.0,1,right,T. Ross 25' 3PT  (5 PTS) (D. Ayton 1 AST),"[203082, 1629028]",1610612756.0,PHX,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,25.57,Made,,,,,,,,,,,5.0,,,D. Ayton,1629028.0,1.0,,
243,PT05M10.00S,2023-04-07T02:47:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.783837056504599,49.50980392156863,1610612743,42,41,2023-04-07T02:56:21Z,2380000,False,2.0,11.0,1,left,B. Brown driving Layup (6 PTS),[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,6.0,,,,,,,
244,PT04M58.00S,2023-04-07T02:47:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,93.51182654402102,64.4607843137255,1610612756,42,41,2023-04-07T02:47:48Z,2390000,False,72.0,8.0,1,right,MISS D. Booker 7' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
245,PT04M56.00S,2023-04-07T02:47:43.2Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,41,2023-04-07T02:47:48Z,2400000,False,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,244.0,,,4.0,4.0,0.0,,,,,,,,,,,,
246,PT04M52.00S,2023-04-07T02:47:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,5.338370565045992,49.50980392156863,1610612743,42,43,2023-04-07T02:47:56Z,2410000,False,2.0,-2.0,1,left,C. Braun running Layup (4 PTS) (B. Brown 1 AST),"[1631128, 1628971]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,,,,,,4.0,,,B. Brown,1628971.0,1.0,,
248,PT04M39.00S,2023-04-07T02:48:00.3Z,2,REGULAR,2pt,Jump Shot,[],201142,79.188567674113,55.14705882352941,1610612756,42,43,2023-04-07T02:48:05Z,2430000,False,26.0,143.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,14.54,Missed,,,,,,,,,,,,,,,,,,
249,PT04M37.00S,2023-04-07T02:48:02.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,43,2023-04-07T02:48:05Z,2440000,False,,,0,,D. Jordan REBOUND (Off:0 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Center,,,248.0,,,5.0,5.0,0.0,,,,,,,,,,,,
250,PT04M31.00S,2023-04-07T02:48:09.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,5.995400788436268,50.245098039215684,1610612743,42,45,2023-04-07T02:49:43Z,2450000,False,-1.0,4.0,1,left,C. Braun cutting DUNK (6 PTS) (B. Brown 2 AST),"[1631128, 1628971]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,,,,,6.0,,,B. Brown,1628971.0,2.0,,
252,PT04M31.00S,2023-04-07T02:48:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,42,45,2023-04-07T02:48:14Z,2470000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M31.00S,2023-04-07T02:50:37.6Z,2,REGULAR,substitution,out,[],203082,,,1610612756,42,45,2023-04-07T02:51:00Z,2480000,False,,,0,,SUB out: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M31.00S,2023-04-07T02:50:37.6Z,2,REGULAR,substitution,in,[],1629006,,,1610612756,42,45,2023-04-07T02:51:00Z,2490000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M20.00S,2023-04-07T02:51:46.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,91.14651773981603,51.225490196078425,1610612756,42,45,2023-04-07T02:59:43Z,2500000,False,6.0,31.0,1,right,MISS D. Ayton Hook,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2023-04-07T02:51:47.5Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,42,45,2023-04-07T02:59:43Z,2510000,False,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,255.0,,,3.0,1.0,2.0,,,,,,,,,,,,
257,PT04M17.00S,2023-04-07T02:51:50.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,82.86793692509855,50.98039215686274,1610612756,44,45,2023-04-07T02:51:55Z,2520000,False,5.0,109.0,1,right,D. Ayton 10' turnaround Hook (6 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,,,,,,,,,,,6.0,,,,,,,
258,PT04M01.00S,2023-04-07T02:52:05.6Z,2,REGULAR,2pt,Jump Shot,[],202397,20.71287779237845,45.83333333333333,1610612743,44,45,2023-04-07T02:52:12Z,2530000,False,21.0,142.0,1,left,MISS I. Smith 14' pullup Shot,[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,8-16 Center,14.37,Missed,,,,,,,,,,,,,,,,,,
259,PT03M58.00S,2023-04-07T02:52:08.6Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,44,45,2023-04-07T02:52:12Z,2540000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Center,,,258.0,,,1.0,1.0,0.0,,,,,,,,,,,,
260,PT03M52.00S,2023-04-07T02:52:14.9Z,2,REGULAR,3pt,Jump Shot,[],201142,94.69448094612353,3.9215686274509802,1610612756,47,45,2023-04-07T02:52:20Z,2550000,False,-230.0,-3.0,1,right,K. Durant 3PT  (11 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,,,11.0,,,D. Booker,1626164.0,1.0,,
262,PT03M38.00S,2023-04-07T02:52:28.7Z,2,REGULAR,3pt,Jump Shot,[],1631128,34.11629434954008,28.921568627450984,1610612743,47,45,2023-04-07T02:52:33Z,2570000,False,105.0,268.0,1,left,MISS C. Braun 28' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,28.82,Missed,,,,,,,,,,,,,,,,,,
263,PT03M35.00S,2023-04-07T02:52:31.7Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,47,45,2023-04-07T02:52:33Z,2580000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,262.0,,,5.0,5.0,0.0,,,,,,,,,,,,
