actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
173,PT10M57.00S,2022-10-20T02:42:10.8Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612742,24,32,2022-10-20T02:42:20Z,1680000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Wood 2 FT),"[1629661, 1626174]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,204058.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,
175,PT10M57.00S,2022-10-20T02:42:36.2Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,24,32,2022-10-20T02:42:58Z,1700000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
176,PT10M57.00S,2022-10-20T02:42:36.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,24,32,2022-10-20T02:42:58Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,
177,PT10M57.00S,2022-10-20T02:42:36.2Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,24,32,2022-10-20T02:42:58Z,1720000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
178,PT10M54.00S,2022-10-20T02:42:39.2Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,24,32,2022-10-20T02:42:58Z,1730000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,
179,PT10M45.00S,2022-10-20T02:43:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629111,68.41327201051249,67.8921568627451,1610612756,24,32,2022-10-20T02:43:10Z,1740000,89.0,244.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,
180,PT10M41.00S,2022-10-20T02:43:10.1Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,24,32,2022-10-20T02:43:10Z,1750000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,
181,PT10M34.00S,2022-10-20T02:43:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,5.469776609724048,53.92156862745098,1610612742,24,34,2022-10-20T02:43:19Z,1760000,-20.0,-1.0,1,left,M. Kleber cutting Layup (2 PTS) (C. Wood 2 AST),"[1628467, 1626174]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,2.0,,,,,,,,C. Wood,1626174.0,2.0,,
183,PT10M17.00S,2022-10-20T02:43:36.0Z,2,REGULAR,foul,personal,[],1630182,,,1610612756,24,34,2022-10-20T02:43:43Z,1780000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1627814]",1610612742.0,DAL,,,,Green,J. Green,,,,,2715.0,Mid-Range,8-16 Left,,,,,,,,,,,1.0,0.0,Lee,1627814.0,,,,,
185,PT10M09.00S,2022-10-20T02:44:02.5Z,2,REGULAR,3pt,Jump Shot,[],1629006,75.77201051248358,11.029411764705882,1610612756,24,34,2022-10-20T02:44:07Z,1800000,-195.0,175.0,1,right,MISS J. Okogie 26' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,
186,PT10M06.00S,2022-10-20T02:44:05.5Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,24,34,2022-10-20T02:44:07Z,1810000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Above the Break 3,24+ Left Center,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,,
187,PT09M59.00S,2022-10-20T02:44:15.2Z,2,REGULAR,foul,personal,[],1629006,,,1610612742,24,34,2022-10-20T02:44:23Z,1820000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1626174]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,2715.0,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,
189,PT09M45.00S,2022-10-20T02:44:43.1Z,2,REGULAR,3pt,Jump Shot,[],203915,27.151773981603156,77.94117647058823,1610612742,24,37,2022-10-20T02:49:10Z,1840000,-140.0,203.0,1,left,S. Dinwiddie 24' 3PT step back (3 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,,Above the Break 3,24+ Left Center,24.62,Made,,,,,3.0,,,,,,,,,,,,
190,PT09M33.00S,2022-10-20T02:44:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.59198423127464,50.0,1610612756,26,37,2022-10-20T02:44:58Z,1850000,0.0,17.0,1,right,C. Johnson driving Layup (4 PTS) (C. Paul 2 AST),"[1629661, 101108]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,4.0,,,,,,,,C. Paul,101108.0,2.0,,
192,PT09M08.00S,2022-10-20T02:45:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,9.017739816031538,35.78431372549019,1610612742,26,37,2022-10-20T02:45:25Z,1870000,71.0,32.0,1,left,MISS T. Hardaway Jr. 7' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,In The Paint (Non-RA),0-8 Center,7.81,Missed,,,,,,,,,,,,,,,,,
193,PT09M08.00S,2022-10-20T02:45:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,26,37,2022-10-20T02:45:25Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,,,,,,,,,,,,,,,,
194,PT09M08.00S,2022-10-20T02:45:25.1Z,2,REGULAR,foul,personal,[],1629111,,,1610612742,26,37,2022-10-20T02:45:42Z,1890000,,,0,,J. Landale loose ball personal FOUL (2 PF),"[1629111, 1628467]",1610612756.0,PHX,loose ball,,,Landale,J. Landale,,,,,1204.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Kleber,1628467.0,,,,,
196,PT09M08.00S,2022-10-20T02:45:37.4Z,2,REGULAR,substitution,out,[],1629111,,,1610612742,26,37,2022-10-20T02:45:51Z,1910000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M08.00S,2022-10-20T02:45:37.4Z,2,REGULAR,substitution,out,[],1629006,,,1610612742,26,37,2022-10-20T02:45:51Z,1920000,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M08.00S,2022-10-20T02:45:37.4Z,2,REGULAR,substitution,in,[],1629028,,,1610612742,26,37,2022-10-20T02:45:51Z,1930000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M08.00S,2022-10-20T02:45:37.4Z,2,REGULAR,substitution,in,[],203967,,,1610612742,26,37,2022-10-20T02:45:51Z,1940000,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M03.00S,2022-10-20T02:46:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,5.863994743758213,50.245098039215684,1610612742,26,37,2022-10-20T02:46:12Z,1950000,-1.0,3.0,1,left,MISS T. Hardaway Jr. driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,,
201,PT09M01.00S,2022-10-20T02:46:12.0Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,26,37,2022-10-20T02:46:12Z,1960000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,Restricted Area,0-8 Center,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,
202,PT08M58.00S,2022-10-20T02:46:17.4Z,2,REGULAR,foul,offensive,[],1629028,,,1610612756,26,37,2022-10-20T02:46:30Z,1970000,,,0,,D. Ayton offensive FOUL (3 PF),"[1629028, 1630182]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,1204.0,Above the Break 3,24+ Center,,,,,,,,,,,3.0,0.0,Green,1630182.0,,,,,
204,PT08M58.00S,2022-10-20T02:46:17.4Z,2,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,26,37,2022-10-20T02:46:17Z,1990000,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,1204.0,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,,,
205,PT08M58.00S,2022-10-20T02:46:29.0Z,2,REGULAR,substitution,out,[],1629028,,,1610612742,26,37,2022-10-20T02:46:37Z,2000000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M58.00S,2022-10-20T02:46:29.0Z,2,REGULAR,substitution,out,[],1626174,,,1610612742,26,37,2022-10-20T02:46:37Z,2010000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M58.00S,2022-10-20T02:46:29.0Z,2,REGULAR,substitution,in,[],202687,,,1610612742,26,37,2022-10-20T02:46:37Z,2020000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M58.00S,2022-10-20T02:46:29.0Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,26,37,2022-10-20T02:46:37Z,2030000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M41.00S,2022-10-20T02:47:05.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,6.258212877792378,3.1862745098039214,1610612742,26,37,2022-10-20T02:47:10Z,2040000,234.0,6.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,
210,PT08M37.00S,2022-10-20T02:47:09.7Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,26,37,2022-10-20T02:47:10Z,2050000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Right Corner 3,24+ Right,,,209.0,2.0,1.0,1.0,,,,,,,,,,,,,
211,PT08M32.00S,2022-10-20T02:47:14.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203915,11.12023653088042,42.64705882352941,1610612742,26,39,2022-10-20T02:47:16Z,2060000,37.0,52.0,1,left,S. Dinwiddie 6' driving bank Jump Shot (5 PTS) (J. Green 1 AST),"[203915, 1630182]",1610612742.0,DAL,driving bank,,,Dinwiddie,S. Dinwiddie,,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,,,,,5.0,,,,,,,,J. Green,1630182.0,1.0,,
212,PT08M16.00S,2022-10-20T02:47:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.89684625492772,50.98039215686274,1610612756,26,39,2022-10-20T02:47:35Z,2070000,5.0,127.0,1,right,MISS C. Paul 12' step back Shot,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,
213,PT08M13.00S,2022-10-20T02:47:32.8Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,26,39,2022-10-20T02:47:35Z,2080000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,In The Paint (Non-RA),8-16 Center,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,
214,PT08M09.00S,2022-10-20T02:47:37.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203915,26.757555847568987,82.35294117647058,1610612742,26,42,2022-10-20T02:47:44Z,2090000,-162.0,199.0,1,left,S. Dinwiddie 25' 3PT running (8 PTS),[203915],1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,,Above the Break 3,24+ Left Center,25.65,Made,,,,,8.0,,,,,,,,,,,,
216,PT08M07.00S,2022-10-20T02:47:50.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,26,42,2022-10-20T02:47:50Z,2110000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M07.00S,2022-10-20T02:49:55.6Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,26,42,2022-10-20T02:50:44Z,2120000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M07.00S,2022-10-20T02:49:55.6Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,26,42,2022-10-20T02:50:44Z,2130000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M49.00S,2022-10-20T02:51:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,91.93495400788436,51.470588235294116,1610612756,26,42,2022-10-20T02:52:27Z,2140000,7.0,23.0,1,right,MISS D. Saric cutting Layup,[203967],1610612756.0,PHX,cutting,,,Saric,D. Saric,,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,
221,PT07M46.00S,2022-10-20T02:51:29.6Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,26,42,2022-10-20T02:52:27Z,2150000,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,,,220.0,3.0,2.0,1.0,,,,,,,,,,,,,
222,PT07M41.00S,2022-10-20T02:51:34.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,26.10052562417871,16.911764705882355,1610612742,26,45,2022-10-20T02:51:38Z,2160000,165.0,193.0,1,left,T. Hardaway Jr. 25' 3PT running (5 PTS) (J. Green 2 AST),"[203501, 1630182]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,5.0,,,,,,,,J. Green,1630182.0,2.0,,
224,PT07M27.00S,2022-10-20T02:51:50.0Z,2,REGULAR,3pt,Jump Shot,[],1627814,93.11760840998686,96.81372549019608,1610612756,26,45,2022-10-20T02:51:54Z,2180000,234.0,12.0,1,right,MISS D. Lee 3PT - blocked,"[1627814, 1628467]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,Kleber,1628467.0
225,PT07M27.00S,2022-10-20T02:51:50.0Z,2,REGULAR,block,,[],1628467,,,1610612756,26,45,2022-10-20T02:51:52Z,2190000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,
226,PT07M27.00S,2022-10-20T02:51:50.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,45,2022-10-20T02:51:54Z,2200000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,Right Corner 3,24+ Right,,,224.0,,,,,,,,,,,,,,,,
228,PT07M27.00S,2022-10-20T02:52:00.1Z,2,REGULAR,substitution,out,[],203967,,,1610612756,26,45,2022-10-20T02:52:07Z,2220000,,,0,,SUB out: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M27.00S,2022-10-20T02:52:00.1Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,26,45,2022-10-20T02:52:07Z,2230000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M22.00S,2022-10-20T02:52:15.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],101108,91.80354796320631,76.7156862745098,1610612756,28,45,2022-10-20T02:52:21Z,2240000,134.0,25.0,1,right,C. Paul 13' Jump Shot (2 PTS) (B. Biyombo 1 AST),"[101108, 202687]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Mid-Range,8-16 Right,13.58,Made,,,,,2.0,,,,,,,,B. Biyombo,202687.0,1.0,,
232,PT07M00.00S,2022-10-20T02:52:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.469776609724048,50.73529411764706,1610612742,28,47,2022-10-20T02:52:40Z,2260000,-4.0,-1.0,1,left,S. Dinwiddie driving Layup (10 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,10.0,,,,,,,,,,,,
233,PT06M37.00S,2022-10-20T02:52:59.9Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,28,47,2022-10-20T02:53:04Z,2270000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203501]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,
234,PT06M37.00S,2022-10-20T02:52:59.9Z,2,REGULAR,steal,,[],203501,,,1610612742,28,47,2022-10-20T02:53:01Z,2280000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
235,PT06M36.00S,2022-10-20T02:53:04.2Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612742,28,47,2022-10-20T02:53:11Z,2290000,,,0,,C. Paul shooting personal FOUL (1 PF) (Green 2 FT),"[101108, 1630182]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Green,1630182.0,,,,,
237,PT06M36.00S,2022-10-20T02:53:30.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630182,,,1610612742,28,47,2022-10-20T02:53:30Z,2310000,,,0,,MISS J. Green Free Throw 1 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
238,PT06M36.00S,2022-10-20T02:53:30.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,28,47,2022-10-20T02:53:30Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,
239,PT06M36.00S,2022-10-20T02:53:31.4Z,2,REGULAR,substitution,out,[],1627814,,,1610612742,28,47,2022-10-20T02:53:40Z,2330000,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M36.00S,2022-10-20T02:53:31.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,28,47,2022-10-20T02:53:40Z,2340000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M36.00S,2022-10-20T02:53:31.4Z,2,REGULAR,substitution,in,[],1626166,,,1610612742,28,47,2022-10-20T02:53:40Z,2350000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M36.00S,2022-10-20T02:53:31.4Z,2,REGULAR,substitution,in,[],201580,,,1610612742,28,47,2022-10-20T02:53:40Z,2360000,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M36.00S,2022-10-20T02:53:48.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612742,28,48,2022-10-20T02:53:48Z,2370000,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
244,PT06M25.00S,2022-10-20T02:54:00.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,80.76544021024968,4.411764705882353,1610612756,31,48,2022-10-20T02:54:04Z,2380000,-228.0,128.0,1,right,D. Booker 26' 3PT  (12 PTS) (C. Paul 3 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,12.0,,,,,,,,C. Paul,101108.0,3.0,,
246,PT06M09.00S,2022-10-20T02:54:18.4Z,2,REGULAR,turnover,traveling,[],201580,,,1610612742,31,48,2022-10-20T02:54:24Z,2400000,,,0,,J. McGee traveling TURNOVER (1 TO),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,1204.0,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,,,
247,PT06M09.00S,2022-10-20T02:54:33.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,31,48,2022-10-20T02:54:39Z,2410000,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,,
248,PT06M00.00S,2022-10-20T02:54:52.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,81.94809461235218,63.23529411764706,1610612756,31,48,2022-10-20T03:06:39Z,2420000,66.0,117.0,1,right,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,In The Paint (Non-RA),8-16 Center,13.46,Missed,,,,,,,,,,,,,,,,,
249,PT05M59.00S,2022-10-20T02:54:53.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,31,48,2022-10-20T02:54:57Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,248.0,,,,,,,,,,,,,,,,
250,PT05M59.00S,2022-10-20T02:54:57.8Z,2,REGULAR,foul,personal,[],1630182,,,1610612756,31,48,2022-10-20T02:55:18Z,2440000,,,0,,J. Green loose ball personal FOUL (2 PF),"[1630182, 202687]",1610612742.0,DAL,loose ball,,,Green,J. Green,,,,,1204.0,Mid-Range,8-16 Center,,,,,,,,,,,2.0,0.0,Biyombo,202687.0,,,,,
252,PT05M59.00S,2022-10-20T02:55:16.0Z,2,REGULAR,substitution,out,[],203501,,,1610612756,31,48,2022-10-20T02:55:26Z,2460000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M59.00S,2022-10-20T02:55:16.0Z,2,REGULAR,substitution,out,[],203915,,,1610612756,31,48,2022-10-20T02:55:26Z,2470000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M59.00S,2022-10-20T02:55:16.0Z,2,REGULAR,substitution,in,[],203493,,,1610612756,31,48,2022-10-20T02:55:26Z,2480000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M59.00S,2022-10-20T02:55:16.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612756,31,48,2022-10-20T02:55:26Z,2490000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M52.00S,2022-10-20T02:55:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626164,91.67214191852825,54.41176470588235,1610612756,31,48,2022-10-20T02:55:32Z,2500000,22.0,26.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,
257,PT05M50.00S,2022-10-20T02:55:31.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,31,48,2022-10-20T02:55:32Z,2510000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,
259,PT05M44.00S,2022-10-20T02:55:53.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,28.07161629434954,80.3921568627451,1610612742,31,48,2022-10-20T02:55:56Z,2530000,-152.0,211.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2022-10-20T02:55:55.4Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,31,48,2022-10-20T02:55:55Z,2540000,,,0,,J. Green REBOUND (Off:2 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Above the Break 3,24+ Left Center,,,259.0,4.0,2.0,2.0,,,,,,,,,,,,,
261,PT05M37.00S,2022-10-20T02:55:59.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627827,5.995400788436268,48.77450980392157,1610612742,31,50,2022-10-20T02:56:04Z,2550000,6.0,4.0,1,left,D. Finney-Smith DUNK (5 PTS) (J. McGee 1 AST),"[1627827, 201580]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,5.0,,,,,,,,J. McGee,201580.0,1.0,,
