actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
265,PT03M54.00S,2025-03-05T01:27:55.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,43,39,2025-03-05T01:28:25Z,2590000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,264.0,,,,,,,,,,,,,
266,PT03M54.00S,2025-03-05T01:28:13.2Z,2,REGULAR,foul,personal,[],1626172,,,1610612752,43,39,2025-03-05T01:28:26Z,2600000,False,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1630173]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
268,PT03M38.00S,2025-03-05T01:28:32.4Z,2,REGULAR,3pt,Jump Shot,[],1628973,31.09395532194481,66.17647058823529,1610612752,43,39,2025-03-05T01:28:41Z,2620000,False,-81.0,240.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
269,PT03M36.00S,2025-03-05T01:28:34.4Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612752,43,39,2025-03-05T01:28:41Z,2630000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,268.0,,,,,1.0,0.0,1.0,,,,,,
270,PT03M36.00S,2025-03-05T01:28:36.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628969,5.590000152587891,50.0,1610612752,45,39,2025-03-05T01:28:46Z,2640000,False,0.0,0.0,1,left,M. Bridges tip Layup (6 PTS),[1628969],1610612752.0,NYK,tip,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
271,PT03M25.00S,2025-03-05T01:28:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,94.30026281208936,51.225490196078425,1610612744,45,41,2025-03-05T01:32:23Z,2650000,False,6.0,1.0,1,right,S. Curry driving reverse Layup (8 PTS),[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,0.62,Made,8.0,,,,,,,,,,,,,,,,,
272,PT03M14.00S,2025-03-05T01:28:55.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,14.668199737187912,47.05882352941176,1610612752,47,41,2025-03-05T01:33:42Z,2660000,False,15.0,85.0,1,left,P. Achiuwa 8' fadeaway Jump Shot (4 PTS) (J. Hart 2 AST),"[1630173, 1628404]",1610612752.0,NYK,fadeaway,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,8.67,Made,4.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
274,PT02M54.00S,2025-03-05T01:29:15.6Z,2,REGULAR,3pt,Jump Shot,[],1627741,73.27529566360053,15.686274509803921,1610612744,47,41,2025-03-05T01:29:20Z,2680000,False,-172.0,199.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
275,PT02M51.00S,2025-03-05T01:29:18.6Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,47,41,2025-03-05T01:29:20Z,2690000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,274.0,,,,,3.0,2.0,1.0,,,,,,
277,PT02M47.00S,2025-03-05T01:29:43.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,47,41,2025-03-05T01:29:43Z,2710000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,out,[],1630611,,,1610612744,47,41,2025-03-05T01:31:32Z,2720000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,out,[],1628995,,,1610612744,47,41,2025-03-05T01:31:32Z,2730000,False,,,0,,SUB out: K. Knox II,[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,47,41,2025-03-05T01:31:32Z,2740000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,in,[],203110,,,1610612744,47,41,2025-03-05T01:31:32Z,2750000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,in,[],202710,,,1610612744,47,41,2025-03-05T01:31:32Z,2760000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M47.00S,2025-03-05T01:29:43.5Z,2,REGULAR,substitution,in,[],1641764,,,1610612744,47,41,2025-03-05T01:31:32Z,2770000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M39.00S,2025-03-05T01:31:53.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641764,89.43823915900131,48.77450980392157,1610612744,47,41,2025-03-05T01:32:00Z,2780000,False,-6.0,47.0,1,right,MISS B. Podziemski driving floating Shot,[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
285,PT02M38.00S,2025-03-05T01:31:54.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,47,41,2025-03-05T01:32:00Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,284.0,,,,,,,,,,,,,
287,PT02M23.00S,2025-03-05T01:32:18.0Z,2,REGULAR,2pt,Jump Shot,[],1628973,9.543363994743759,28.431372549019606,1610612752,49,41,2025-03-05T01:32:21Z,2810000,False,108.0,37.0,1,left,J. Brunson 11' fadeaway Jump Shot (13 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,11.4,Made,13.0,,,,,,,,,,,,,,,,,
288,PT02M11.00S,2025-03-05T01:32:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612744,49,41,2025-03-05T01:32:38Z,2820000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Green 2 FT),"[1630173, 203110]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,1.0,0.0,Green,203110.0,,
290,PT02M11.00S,2025-03-05T01:32:59.2Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,49,42,2025-03-05T01:32:59Z,2840000,False,,,0,,D. Green Free Throw 1 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
291,PT02M11.00S,2025-03-05T01:33:16.6Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,49,43,2025-03-05T01:33:16Z,2850000,False,,,0,,D. Green Free Throw 2 of 2 (2 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
292,PT01M58.00S,2025-03-05T01:33:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.469776609724048,49.26470588235294,1610612752,49,43,2025-03-05T01:33:37Z,2860000,False,4.0,-1.0,1,left,MISS J. Hart cutting Layup,[1628404],1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.39,Missed,,,,,,,,,,,,,,,,,,
293,PT01M55.00S,2025-03-05T01:33:34.2Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,49,43,2025-03-05T01:33:34Z,2870000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,292.0,,,,,2.0,2.0,0.0,,,,,,
294,PT01M50.00S,2025-03-05T01:33:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,94.1688567674113,50.98039215686274,1610612744,49,45,2025-03-05T01:33:48Z,2880000,False,5.0,2.0,1,right,J. Butler III running Layup (6 PTS) (S. Curry 3 AST),"[202710, 201939]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
296,PT01M36.00S,2025-03-05T01:33:54.1Z,2,REGULAR,2pt,Jump Shot,[],1628973,7.5722733245729295,27.941176470588236,1610612752,51,45,2025-03-05T01:38:37Z,2900000,False,110.0,19.0,1,left,J. Brunson 11' pullup Jump Shot (15 PTS) (J. Hart 3 AST),"[1628973, 1628404]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,11.19,Made,15.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,,
298,PT01M19.00S,2025-03-05T01:34:10.8Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612744,51,45,2025-03-05T01:34:16Z,2920000,False,,,0,,J. Butler III bad pass TURNOVER (1 TO),"[202710, 1628973]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Brunson,1628973.0,,,,,,,,,
299,PT01M19.00S,2025-03-05T01:34:10.8Z,2,REGULAR,steal,,[],1628973,,,1610612752,51,45,2025-03-05T01:34:12Z,2930000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
300,PT01M16.00S,2025-03-05T01:34:14.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.652431011826544,51.470588235294116,1610612752,53,45,2025-03-05T01:34:20Z,2940000,False,-7.0,10.0,1,left,O. Anunoby running finger roll Layup (12 PTS),[1628384],1610612752.0,NYK,running finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.24,Made,12.0,,,,,,,,,,,,,,,,,
301,PT00M59.00S,2025-03-05T01:34:31.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,75.90341655716163,11.519607843137255,1610612744,53,45,2025-03-05T01:34:36Z,2950000,False,-192.0,174.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
302,PT00M57.30S,2025-03-05T01:34:32.8Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612744,53,45,2025-03-05T01:34:36Z,2960000,False,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,301.0,,,,,5.0,4.0,1.0,,,,,,
303,PT00M56.50S,2025-03-05T01:34:34.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,94.69448094612353,3.1862745098039214,1610612744,53,45,2025-03-05T01:34:38Z,2970000,False,-234.0,-3.0,1,right,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
304,PT00M55.50S,2025-03-05T01:34:35.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,53,45,2025-03-05T01:35:02Z,2980000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,,,303.0,,,,,5.0,4.0,1.0,,,,,,
306,PT00M49.90S,2025-03-05T01:34:51.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627741,,,1610612752,53,45,2025-03-05T01:35:00Z,3000000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Brunson 3 FT),"[1627741, 1628973]",1610612744.0,GSW,shooting,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,202056.0,,,,,,,1.0,0.0,Brunson,1628973.0,,
308,PT00M49.90S,2025-03-05T01:35:21.4Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],1628973,,,1610612752,54,45,2025-03-05T01:35:21Z,3020000,False,,,0,,J. Brunson Free Throw 1 of 3 (16 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
309,PT00M49.90S,2025-03-05T01:35:21.4Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],1628973,,,1610612752,55,45,2025-03-05T01:36:10Z,3030000,False,,,0,,J. Brunson Free Throw 2 of 3 (17 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
310,PT00M49.90S,2025-03-05T01:35:21.4Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],1628973,,,1610612752,55,45,2025-03-05T01:36:10Z,3040000,False,,,0,,MISS J. Brunson Free Throw 3 of 3,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
311,PT00M48.70S,2025-03-05T01:35:22.6Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,55,45,2025-03-05T01:36:10Z,3050000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,310.0,,,,,2.0,1.0,1.0,,,,,,
312,PT00M34.80S,2025-03-05T01:36:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.96386333771353,51.225490196078425,1610612744,55,45,2025-03-05T01:36:29Z,3060000,False,6.0,42.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
313,PT00M32.40S,2025-03-05T01:36:26.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,55,45,2025-03-05T01:36:29Z,3070000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,312.0,,,,,6.0,5.0,1.0,,,,,,
314,PT00M29.50S,2025-03-05T01:36:31.4Z,2,REGULAR,turnover,palming,[],1628404,,,1610612752,55,45,2025-03-05T01:36:51Z,3080000,False,,,0,,J. Hart palming TURNOVER (1 TO),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,,202041.0,1.0,,,,,,,,,,,
315,PT00M29.50S,2025-03-05T01:36:31.5Z,2,REGULAR,substitution,out,[],1627741,,,1610612744,55,45,2025-03-05T01:36:58Z,3090000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M29.50S,2025-03-05T01:36:31.5Z,2,REGULAR,substitution,in,[],1642366,,,1610612744,55,45,2025-03-05T01:36:58Z,3100000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M06.80S,2025-03-05T01:37:27.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641764,75.24638633377135,71.32352941176471,1610612744,55,47,2025-03-05T01:41:36Z,3110000,False,107.0,180.0,1,right,B. Podziemski 20' pullup Jump Shot (12 PTS),[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,20.94,Made,12.0,,,,,,,,,,,,,,,,,
318,PT00M04.00S,2025-03-05T01:37:37.1Z,2,REGULAR,3pt,Jump Shot,[],1628973,33.722076215505915,59.55882352941176,1610612752,55,47,2025-03-05T01:38:28Z,3120000,False,-48.0,264.0,1,left,MISS J. Brunson 26' floating 3PT,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
319,PT00M03.00S,2025-03-05T01:37:38.1Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,55,47,2025-03-05T01:38:28Z,3130000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,318.0,,,,,3.0,3.0,0.0,,,,,,
322,PT00M00.00S,2025-03-05T01:38:32.0Z,2,REGULAR,period,end,[],0,,,1610612744,55,47,2025-03-05T01:38:32Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-03-05T01:54:00.6Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612744,55,47,2025-03-05T01:54:32Z,3170000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-03-05T01:54:00.6Z,3,REGULAR,substitution,out,['startperiod'],1642366,,,1610612744,55,47,2025-03-05T01:54:32Z,3180000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-03-05T01:54:00.6Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612744,55,47,2025-03-05T01:54:32Z,3190000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2025-03-05T01:54:00.6Z,3,REGULAR,substitution,in,['startperiod'],1630541,,,1610612744,55,47,2025-03-05T01:54:32Z,3200000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2025-03-05T01:54:31.6Z,3,REGULAR,period,start,[],0,,,1610612744,55,47,2025-03-05T01:54:33Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M44.00S,2025-03-05T01:54:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.040078843626807,46.81372549019608,1610612744,55,47,2025-03-05T01:54:52Z,3220000,False,16.0,61.0,1,left,MISS S. Curry 6' driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
329,PT11M41.00S,2025-03-05T01:54:50.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,55,47,2025-03-05T01:54:52Z,3230000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,328.0,,,,,7.0,6.0,1.0,,,,,,
330,PT11M34.00S,2025-03-05T01:54:55.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,82.47371879106439,52.450980392156865,1610612752,57,47,2025-03-05T01:55:00Z,3240000,False,12.0,112.0,1,right,M. Bridges 11' fadeaway Jump Shot (8 PTS),[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.29,Made,8.0,,,,,,,,,,,,,,,,,
332,PT11M22.00S,2025-03-05T01:55:10.6Z,3,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612744,57,47,2025-03-05T01:55:18Z,3260000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Curry 2 FT),"[1628973, 201939]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,,,,1.0,0.0,Curry,201939.0,,
334,PT11M22.00S,2025-03-05T01:55:36.4Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,57,48,2025-03-05T01:55:36Z,3280000,False,,,0,,S. Curry Free Throw 1 of 2 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
335,PT11M22.00S,2025-03-05T01:55:58.0Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,57,49,2025-03-05T01:55:58Z,3290000,False,,,0,,S. Curry Free Throw 2 of 2 (10 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
336,PT11M06.00S,2025-03-05T01:56:15.5Z,3,REGULAR,3pt,Jump Shot,[],1628973,71.82982917214193,78.18627450980392,1610612752,57,49,2025-03-05T01:58:06Z,3300000,False,141.0,212.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
337,PT11M03.00S,2025-03-05T01:56:18.5Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,57,49,2025-03-05T01:56:20Z,3310000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,336.0,,,,,4.0,4.0,0.0,,,,,,
338,PT10M53.00S,2025-03-05T01:56:28.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.783837056504599,47.30392156862745,1610612744,57,51,2025-03-05T01:58:44Z,3320000,False,13.0,11.0,1,left,S. Curry cutting Layup (12 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.76,Made,12.0,D. Green,203110.0,4.0,,,,,,,,,,,,,,
340,PT10M40.00S,2025-03-05T01:56:40.7Z,3,REGULAR,3pt,Jump Shot,[],1628384,92.19776609724047,4.411764705882353,1610612752,57,51,2025-03-05T01:56:45Z,3340000,False,-228.0,21.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
341,PT10M37.00S,2025-03-05T01:56:43.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,57,51,2025-03-05T01:56:45Z,3350000,False,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,340.0,,,,,3.0,2.0,1.0,,,,,,
342,PT10M31.00S,2025-03-05T01:56:49.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201939,12.959921156373195,75.24509803921569,1610612744,57,53,2025-03-05T02:00:15Z,3360000,False,-126.0,69.0,1,left,S. Curry 14' step back Jump Shot (14 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,14.4,Made,14.0,,,,,,,,,,,,,,,,,
343,PT10M12.00S,2025-03-05T01:57:09.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,85.23324572930355,52.69607843137255,1610612752,59,53,2025-03-05T01:57:13Z,3370000,False,13.0,86.0,1,right,O. Anunoby 8' turnaround Jump Shot (14 PTS) (M. Bridges 2 AST),"[1628384, 1628969]",1610612752.0,NYK,turnaround,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,14.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,
345,PT10M04.00S,2025-03-05T01:57:19.5Z,3,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612744,59,53,2025-03-05T01:57:32Z,3390000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Butler III 2 FT),"[1628969, 202710]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,2.0,0.0,Butler III,202710.0,,
347,PT10M04.00S,2025-03-05T01:57:51.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,59,53,2025-03-05T01:57:51Z,3410000,False,,,0,,MISS J. Butler III Free Throw 1 of 2,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT10M04.00S,2025-03-05T01:57:51.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,59,53,2025-03-05T01:57:51Z,3420000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,
349,PT10M04.00S,2025-03-05T01:57:56.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,59,53,2025-03-05T01:58:03Z,3430000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,
350,PT10M04.00S,2025-03-05T01:58:09.8Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,59,54,2025-03-05T01:58:09Z,3440000,False,,,0,,J. Butler III Free Throw 2 of 2 (7 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
352,PT09M42.00S,2025-03-05T01:58:52.1Z,3,REGULAR,2pt,Jump Shot,[],1628973,82.34231274638634,25.245098039215684,1610612752,59,54,2025-03-05T02:01:34Z,3460000,False,-124.0,113.0,1,right,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,16.8,Missed,,,,,,,,,,,,,,,,,,
