actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,out,['startperiod'],1630699,,,1610612743,38,22,2026-03-18T02:43:06Z,1740000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,out,['startperiod'],1642845,,,1610612743,38,22,2026-03-18T02:43:06Z,1750000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,in,['startperiod'],1642461,,,1610612743,38,22,2026-03-18T02:43:06Z,1760000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,in,['startperiod'],1641737,,,1610612743,38,22,2026-03-18T02:43:06Z,1770000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,in,['startperiod'],1642348,,,1610612743,38,22,2026-03-18T02:43:06Z,1780000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-03-18T02:42:23.2Z,2,REGULAR,substitution,in,['startperiod'],1629656,,,1610612743,38,22,2026-03-18T02:43:06Z,1790000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-03-18T02:43:06.6Z,2,REGULAR,period,start,[],0,,,1610612755,38,22,2026-03-18T02:43:07Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M45.00S,2026-03-18T02:43:20.9Z,2,REGULAR,3pt,Jump Shot,[],1626166,28.465834428383708,17.15686274509804,1610612755,38,22,2026-03-18T02:43:41Z,1810000,False,164.0,215.0,1,left,MISS C. Payne 27' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
182,PT11M43.00S,2026-03-18T02:43:22.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,38,22,2026-03-18T02:43:41Z,1820000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,181.0,,,,,,,,,,,
183,PT11M43.00S,2026-03-18T02:43:25.8Z,2,REGULAR,foul,personal,[],202685,,,1610612755,38,22,2026-03-18T02:43:32Z,1830000,False,,,0,,J. Valančiūnas loose ball personal FOUL (1 PF),"[202685, 1641737]",1610612743.0,DEN,loose ball,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Bona,1641737.0
185,PT11M32.00S,2026-03-18T02:43:51.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,12.171484888304862,41.911764705882355,1610612755,38,22,2026-03-18T02:52:24Z,1850000,False,40.0,62.0,1,left,MISS T. Watford 7' driving floating Shot,[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.39,Missed,,,,,,,,,,,,,,,,,,
186,PT11M31.00S,2026-03-18T02:43:52.4Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612755,38,22,2026-03-18T02:52:24Z,1860000,False,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,185.0,1.0,0.0,1.0,,,,,,,,
187,PT11M30.00S,2026-03-18T02:43:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,6.1268068331143235,48.529411764705884,1610612755,38,24,2026-03-18T02:44:03Z,1870000,False,7.0,5.0,1,left,T. Watford putback Layup (4 PTS),[1630570],1610612755.0,PHI,putback,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,0.9,Made,4.0,,,,,,,,,,,,,,,,,
188,PT11M14.00S,2026-03-18T02:44:11.7Z,2,REGULAR,turnover,out-of-bounds,[],1642461,,,1610612743,38,24,2026-03-18T02:44:20Z,1880000,False,,,0,,S. Jones step out-of-bounds TURNOVER (1 TO),[1642461],1610612743.0,DEN,step,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,,,,,,,1626302.0,1.0,,,,,,,,,,,,
189,PT10M59.00S,2026-03-18T02:44:38.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,32.53942181340342,41.17647058823529,1610612755,38,24,2026-03-18T02:54:20Z,1890000,False,44.0,253.0,1,left,MISS C. Payne 25' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
190,PT10M55.00S,2026-03-18T02:44:42.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,38,24,2026-03-18T02:44:43Z,1900000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,
191,PT10M51.00S,2026-03-18T02:44:45.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,67.09921156373193,64.2156862745098,1610612743,41,24,2026-03-18T02:44:52Z,1910000,False,71.0,257.0,1,right,T. Hardaway Jr. 26' 3PT running pullup (8 PTS),[203501],1610612743.0,DEN,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.65,Made,8.0,,,,,,,,,,,,,,,,,
192,PT10M42.00S,2026-03-18T02:44:55.0Z,2,REGULAR,3pt,Jump Shot,[],1630570,30.962549277266753,30.88235294117647,1610612755,41,24,2026-03-18T02:55:01Z,1920000,False,96.0,239.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
193,PT10M38.00S,2026-03-18T02:44:59.0Z,2,REGULAR,rebound,defensive,[],1642461,,,1610612743,41,24,2026-03-18T02:45:01Z,1930000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,
194,PT10M27.00S,2026-03-18T02:45:09.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,92.9862023653088,49.26470588235294,1610612743,43,24,2026-03-18T02:45:13Z,1940000,False,-4.0,13.0,1,right,J. Valančiūnas driving DUNK (2 PTS),[202685],1610612743.0,DEN,driving,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,,,,,,,,,,,,,
195,PT10M07.00S,2026-03-18T02:45:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,8.09789750328515,46.32352941176471,1610612755,43,24,2026-03-18T02:55:56Z,1950000,False,18.0,24.0,1,left,MISS T. Watford cutting Layup - blocked,"[1630570, 1642461]",1610612755.0,PHI,cutting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,Jones,1642461.0,,,,,,
196,PT10M07.00S,2026-03-18T02:45:29.3Z,2,REGULAR,block,,[],1642461,,,1610612755,43,24,2026-03-18T02:45:31Z,1960000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT10M05.00S,2026-03-18T02:45:31.3Z,2,REGULAR,rebound,offensive,[],1626166,,,1610612755,43,24,2026-03-18T02:45:35Z,1970000,False,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,,
198,PT10M03.00S,2026-03-18T02:45:33.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626166,7.30946123521682,48.77450980392157,1610612755,43,24,2026-03-18T02:45:38Z,1980000,False,6.0,16.0,1,left,MISS C. Payne driving floating Shot,[1626166],1610612755.0,PHI,driving floating,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
199,PT10M03.00S,2026-03-18T02:45:33.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,43,24,2026-03-18T02:45:38Z,1990000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,
200,PT09M55.00S,2026-03-18T02:45:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.64323258869908,43.627450980392155,1610612743,45,24,2026-03-18T02:45:46Z,2000000,False,-32.0,7.0,1,right,B. Brown driving Layup (2 PTS) (T. Hardaway Jr. 2 AST),"[1628971, 203501]",1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.27,Made,2.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,,,,,
202,PT09M55.00S,2026-03-18T02:45:45.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,45,24,2026-03-18T02:45:53Z,2020000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M55.00S,2026-03-18T02:48:24.5Z,2,REGULAR,substitution,out,[],1630570,,,1610612755,45,24,2026-03-18T02:49:06Z,2030000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M55.00S,2026-03-18T02:48:24.5Z,2,REGULAR,substitution,out,[],1626166,,,1610612755,45,24,2026-03-18T02:49:06Z,2040000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M55.00S,2026-03-18T02:48:24.5Z,2,REGULAR,substitution,in,[],200768,,,1610612755,45,24,2026-03-18T02:49:06Z,2050000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M55.00S,2026-03-18T02:48:24.5Z,2,REGULAR,substitution,in,[],1631207,,,1610612755,45,24,2026-03-18T02:49:06Z,2060000,False,,,0,,SUB in: D. Terry,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M43.00S,2026-03-18T02:49:29.3Z,2,REGULAR,3pt,Jump Shot,[],1629656,19.398817345597898,91.17647058823529,1610612755,45,24,2026-03-18T02:57:54Z,2070000,False,-206.0,130.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
208,PT09M39.00S,2026-03-18T02:49:33.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,45,24,2026-03-18T02:49:33Z,2080000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:3),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,207.0,4.0,3.0,1.0,,,,,,,,
209,PT09M32.00S,2026-03-18T02:49:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,86.41590013140605,52.20588235294118,1610612743,45,24,2026-03-18T02:49:44Z,2090000,False,11.0,75.0,1,right,MISS T. Hardaway Jr. 7' driving floating Shot - blocked,"[203501, 1641737]",1610612743.0,DEN,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,Bona,1641737.0,,,,,,
210,PT09M32.00S,2026-03-18T02:49:39.7Z,2,REGULAR,block,,[],1641737,,,1610612743,45,24,2026-03-18T02:49:41Z,2100000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT09M30.00S,2026-03-18T02:49:41.7Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,45,24,2026-03-18T02:49:44Z,2110000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,
212,PT09M25.00S,2026-03-18T02:49:50.1Z,2,REGULAR,foul,personal,[],1629661,,,1610612755,45,24,2026-03-18T02:49:58Z,2120000,False,,,0,,C. Johnson personal FOUL (2 PF),"[1629661, 1631207]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,,,,,,,,,2.0,0.0,Terry,1631207.0
215,PT09M11.00S,2026-03-18T02:50:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629656,19.136005256241788,45.588235294117645,1610612755,45,24,2026-03-18T02:50:47Z,2150000,False,22.0,127.0,1,left,MISS Q. Grimes 12' turnaround Shot,[1629656],1610612755.0,PHI,turnaround,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,,,,,,,,,,,,
216,PT09M09.00S,2026-03-18T02:50:43.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,45,24,2026-03-18T02:50:47Z,2160000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:4),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,215.0,4.0,4.0,0.0,,,,,,,,
218,PT08M46.00S,2026-03-18T02:51:29.4Z,2,REGULAR,3pt,Jump Shot,[],202685,72.22404730617609,21.813725490196077,1610612743,45,24,2026-03-18T02:59:40Z,2180000,False,-141.0,209.0,1,right,MISS J. Valančiūnas 25' 3PT,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
219,PT08M42.00S,2026-03-18T02:51:33.4Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612743,45,24,2026-03-18T02:51:35Z,2190000,False,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,
220,PT08M41.00S,2026-03-18T02:51:34.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,71.43561103810775,78.92156862745098,1610612743,45,24,2026-03-18T03:00:00Z,2200000,False,145.0,216.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
221,PT08M38.00S,2026-03-18T02:51:37.3Z,2,REGULAR,rebound,offensive,[],1642461,,,1610612743,45,24,2026-03-18T03:00:00Z,2210000,False,,,0,,S. Jones REBOUND (Off:1 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,220.0,2.0,1.0,1.0,,,,,,,,
222,PT08M28.00S,2026-03-18T02:51:47.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629661,92.19776609724047,42.64705882352941,1610612743,45,24,2026-03-18T02:51:51Z,2220000,False,-37.0,21.0,1,right,MISS C. Johnson driving floating bank Shot,[1629661],1610612743.0,DEN,driving floating bank,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
223,PT08M26.00S,2026-03-18T02:51:49.1Z,2,REGULAR,rebound,offensive,[],202685,,,1610612743,45,24,2026-03-18T02:51:49Z,2230000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:4),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,222.0,5.0,4.0,1.0,,,,,,,,
224,PT08M25.00S,2026-03-18T02:51:50.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.72339027595268,52.69607843137255,1610612743,47,24,2026-03-18T02:51:54Z,2240000,False,13.0,16.0,1,right,J. Valančiūnas putback Layup (4 PTS),[202685],1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,,,,,,
225,PT08M13.00S,2026-03-18T02:52:01.9Z,2,REGULAR,3pt,Jump Shot,[],1642348,33.590670170827856,63.970588235294116,1610612755,47,27,2026-03-18T03:00:46Z,2250000,False,-70.0,263.0,1,left,J. Edwards 27' 3PT pullup (6 PTS) (A. Bona 1 AST),"[1642348, 1641737]",1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,27.24,Made,6.0,A. Bona,1641737.0,1.0,,,,,,,,,,,,,,
227,PT07M51.00S,2026-03-18T02:52:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,89.96386333771353,48.529411764705884,1610612743,47,27,2026-03-18T03:01:15Z,2270000,False,-7.0,42.0,1,right,MISS B. Brown floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
228,PT07M49.00S,2026-03-18T02:52:25.7Z,2,REGULAR,rebound,defensive,[],200768,,,1610612755,47,27,2026-03-18T02:52:27Z,2280000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,
229,PT07M33.00S,2026-03-18T02:52:42.2Z,2,REGULAR,2pt,Jump Shot,[],1642348,21.23850197109067,54.65686274509803,1610612755,47,27,2026-03-18T02:52:47Z,2290000,False,-23.0,147.0,1,left,MISS J. Edwards 14' pullup Shot,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Center,14.89,Missed,,,,,,,,,,,,,,,,,,
230,PT07M29.00S,2026-03-18T02:52:46.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,47,27,2026-03-18T02:52:47Z,2300000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,
231,PT07M26.00S,2026-03-18T02:52:52.2Z,2,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612743,47,27,2026-03-18T02:53:03Z,2310000,False,,,0,,D. Terry shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631207, 1629661]",1610612755.0,PHI,shooting,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Johnson,1629661.0
233,PT07M26.00S,2026-03-18T02:53:21.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629661,,,1610612743,48,27,2026-03-18T02:53:21Z,2330000,False,,,0,,C. Johnson Free Throw 1 of 2 (5 PTS),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
234,PT07M26.00S,2026-03-18T02:53:22.6Z,2,REGULAR,substitution,out,[],203501,,,1610612743,48,27,2026-03-18T02:53:32Z,2340000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M26.00S,2026-03-18T02:53:22.6Z,2,REGULAR,substitution,out,[],1641737,,,1610612743,48,27,2026-03-18T02:53:32Z,2350000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M26.00S,2026-03-18T02:53:22.6Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,48,27,2026-03-18T02:53:32Z,2360000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M26.00S,2026-03-18T02:53:22.6Z,2,REGULAR,substitution,in,[],203083,,,1610612743,48,27,2026-03-18T02:53:32Z,2370000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M26.00S,2026-03-18T02:53:45.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629661,,,1610612743,49,27,2026-03-18T02:53:45Z,2380000,False,,,0,,C. Johnson Free Throw 2 of 2 (6 PTS),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2026-03-18T02:54:06.5Z,2,REGULAR,turnover,out-of-bounds,[],1642348,,,1610612755,49,27,2026-03-18T02:54:11Z,2390000,False,,,0,,J. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1642348],1610612755.0,PHI,lost ball,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
240,PT07M11.00S,2026-03-18T02:54:11.7Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,49,27,2026-03-18T02:54:14Z,2400000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M11.00S,2026-03-18T02:54:11.7Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,49,27,2026-03-18T02:54:14Z,2410000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M55.00S,2026-03-18T02:54:34.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642461,92.59198423127464,37.00980392156863,1610612743,51,27,2026-03-18T03:03:23Z,2420000,False,-65.0,17.0,1,right,S. Jones 6' driving floating Jump Shot (5 PTS) (J. Valančiūnas 1 AST),"[1642461, 202685]",1610612743.0,DEN,driving floating,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,5.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,,,,
244,PT06M40.00S,2026-03-18T02:54:48.2Z,2,REGULAR,3pt,Jump Shot,[],200768,7.5722733245729295,1.4705882352941175,1610612755,51,27,2026-03-18T02:54:53Z,2440000,False,243.0,19.0,1,left,MISS K. Lowry 24' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,24.33,Missed,,,,,,,,,,,,,,,,,,
245,PT06M37.00S,2026-03-18T02:54:51.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,51,27,2026-03-18T02:54:53Z,2450000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,
246,PT06M32.00S,2026-03-18T02:54:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,94.03745072273325,49.26470588235294,1610612743,53,27,2026-03-18T02:55:03Z,2460000,False,-4.0,4.0,1,right,B. Brown running finger roll Layup (4 PTS) (C. Braun 2 AST),"[1628971, 1631128]",1610612743.0,DEN,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.51,Made,4.0,C. Braun,1631128.0,2.0,,,,,,,,,,,,,,
248,PT06M14.00S,2026-03-18T02:55:14.7Z,2,REGULAR,3pt,Jump Shot,[],1642348,28.991458607095925,21.568627450980394,1610612755,53,27,2026-03-18T02:55:20Z,2480000,False,142.0,220.0,1,left,MISS J. Edwards 26' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
249,PT06M11.00S,2026-03-18T02:55:17.7Z,2,REGULAR,rebound,offensive,[],1642348,,,1610612755,53,27,2026-03-18T02:55:20Z,2490000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,248.0,1.0,0.0,1.0,,,,,,,,
250,PT06M08.00S,2026-03-18T02:55:21.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631207,5.995400788436268,47.794117647058826,1610612755,53,29,2026-03-18T03:04:25Z,2500000,False,11.0,4.0,1,left,D. Terry driving Layup (2 PTS) (J. Edwards 1 AST),"[1631207, 1642348]",1610612755.0,PHI,driving,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,J. Edwards,1642348.0,1.0,,,,,,,,,,,,,,
253,PT05M45.00S,2026-03-18T02:55:54.9Z,2,REGULAR,2pt,Jump Shot,[],1627750,75.50919842312747,50.49019607843137,1610612743,55,29,2026-03-18T03:05:04Z,2530000,False,2.0,178.0,1,right,J. Murray 17' turnaround fadeaway Jump Shot (7 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,17.77,Made,7.0,,,,,,,,,,,,,,,,,
