actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
609,PT07M28.00S,2026-03-18T04:09:43.1Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,107,77,2026-03-18T04:09:44Z,6030000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,8-16 Left,,,,,,,,,608.0,1.0,0.0,1.0,,,,,,,,
610,PT07M22.00S,2026-03-18T04:09:48.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631124,4.28712220762155,46.07843137254902,1610612743,107,77,2026-03-18T04:21:29Z,6040000,False,20.0,-12.0,1,left,MISS J. Strawther cutting finger roll Layup - blocked,"[1631124, 1630570]",1610612743.0,DEN,cutting finger roll,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,Watford,1630570.0,,,,,,
611,PT07M22.00S,2026-03-18T04:09:48.1Z,4,REGULAR,block,,[],1630570,,,1610612743,107,77,2026-03-18T04:09:50Z,6050000,False,,,0,,T. Watford BLOCK (2 BLK),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
612,PT07M19.00S,2026-03-18T04:09:51.1Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,107,77,2026-03-18T04:09:53Z,6060000,False,,,0,,D. Barlow REBOUND (Off:2 Def:5),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,610.0,7.0,5.0,2.0,,,,,,,,
613,PT07M18.00S,2026-03-18T04:09:52.3Z,4,REGULAR,turnover,bad pass,[],1631230,,,1610612755,107,77,2026-03-18T04:24:18Z,6070000,False,,,0,,D. Barlow bad pass TURNOVER (4 TO),"[1631230, 1630192]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,4.0,,,,,,,Nnaji,1630192.0,,,,
614,PT07M18.00S,2026-03-18T04:09:52.3Z,4,REGULAR,steal,,[],1630192,,,1610612743,107,77,2026-03-18T04:09:54Z,6080000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
615,PT07M15.00S,2026-03-18T04:09:54.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630192,6.521024967148489,50.0,1610612743,107,77,2026-03-18T04:09:59Z,6090000,False,0.0,9.0,1,left,MISS Z. Nnaji driving Layup,[1630192],1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
616,PT07M13.00S,2026-03-18T04:09:56.7Z,4,REGULAR,rebound,offensive,[],202685,,,1610612743,107,77,2026-03-18T04:09:59Z,6100000,False,,,0,,J. Valančiūnas REBOUND (Off:3 Def:6),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,615.0,9.0,6.0,3.0,,,,,,,,
617,PT07M13.00S,2026-03-18T04:09:58.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,8.09789750328515,48.529411764705884,1610612743,107,77,2026-03-18T04:25:35Z,6110000,False,7.0,24.0,1,left,MISS J. Valančiūnas putback Layup - blocked,"[202685, 1642348]",1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,Edwards,1642348.0,,,,,,
618,PT07M13.00S,2026-03-18T04:09:58.2Z,4,REGULAR,block,,[],1642348,,,1610612743,107,77,2026-03-18T04:10:00Z,6120000,False,,,0,,J. Edwards BLOCK (1 BLK),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
619,PT07M13.00S,2026-03-18T04:09:58.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,107,77,2026-03-18T04:10:03Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,617.0,,,,,,,,,,,
621,PT07M13.00S,2026-03-18T04:10:07.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612743,107,77,2026-03-18T04:10:11Z,6150000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M13.00S,2026-03-18T04:10:07.0Z,4,REGULAR,substitution,in,[],1629618,,,1610612743,107,77,2026-03-18T04:10:11Z,6160000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M05.00S,2026-03-18T04:11:31.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631124,8.360709592641262,44.85294117647059,1610612743,109,77,2026-03-18T04:11:37Z,6180000,False,26.0,26.0,1,left,J. Strawther driving finger roll Layup (2 PTS),[1631124],1610612743.0,DEN,driving finger roll,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,3.66,Made,2.0,,,,,,,,,,,,,,,,,
625,PT06M57.00S,2026-03-18T04:11:42.7Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612755,109,77,2026-03-18T04:15:36Z,6190000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Watford 2 FT),"[1630192, 1630570]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,,,,,,,,,,2.0,0.0,Watford,1630570.0
627,PT06M57.00S,2026-03-18T04:11:52.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,109,77,2026-03-18T04:11:52Z,6210000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M57.00S,2026-03-18T04:15:37.4Z,4,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,109,78,2026-03-18T04:15:37Z,6220000,False,,,0,,T. Watford Free Throw 1 of 2 (9 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
629,PT06M57.00S,2026-03-18T04:15:37.7Z,4,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,109,79,2026-03-18T04:15:37Z,6230000,False,,,0,,T. Watford Free Throw 2 of 2 (10 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
630,PT06M36.00S,2026-03-18T04:16:01.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.325229960578188,54.166666666666664,1610612743,111,79,2026-03-18T04:16:05Z,6240000,False,-21.0,92.0,1,left,T. Jones 9' driving floating Jump Shot (2 PTS),[1626145],1610612743.0,DEN,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.39,Made,2.0,,,,,,,,,,,,,,,,,
632,PT06M21.00S,2026-03-18T04:16:16.2Z,4,REGULAR,3pt,Jump Shot,[],1630699,68.41327201051249,68.87254901960785,1610612755,111,82,2026-03-18T04:16:22Z,6260000,False,94.0,244.0,1,right,M. Beauchamp 26' 3PT  (16 PTS) (J. Edwards 3 AST),"[1630699, 1642348]",1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,26.2,Made,16.0,J. Edwards,1642348.0,3.0,,,,,,,,,,,,,,
634,PT06M07.00S,2026-03-18T04:16:33.0Z,4,REGULAR,foul,personal,[],1630570,,,1610612743,111,82,2026-03-18T04:16:40Z,6280000,False,,,0,,T. Watford personal FOUL (3 PF),"[1630570, 202685]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,,,201245.0,,,,,,,,,,3.0,0.0,Valančiūnas,202685.0
636,PT06M00.00S,2026-03-18T04:16:53.1Z,4,REGULAR,2pt,Jump Shot,[],1631124,12.565703022339028,30.88235294117647,1610612743,111,82,2026-03-18T04:17:01Z,6300000,False,96.0,66.0,1,left,MISS J. Strawther 11' driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Right,11.59,Missed,,,,,,,,,,,,,,,,,,
637,PT05M56.00S,2026-03-18T04:16:57.1Z,4,REGULAR,rebound,defensive,[],1642348,,,1610612755,111,82,2026-03-18T04:17:01Z,6310000,False,,,0,,J. Edwards REBOUND (Off:1 Def:4),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,636.0,5.0,4.0,1.0,,,,,,,,
638,PT05M48.00S,2026-03-18T04:17:04.9Z,4,REGULAR,3pt,Jump Shot,[],1642348,70.12155059132719,76.22549019607843,1610612755,111,82,2026-03-18T04:17:09Z,6320000,False,131.0,228.0,1,right,MISS J. Edwards 26' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
639,PT05M46.00S,2026-03-18T04:17:06.9Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,111,82,2026-03-18T04:17:09Z,6330000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,,638.0,2.0,2.0,0.0,,,,,,,,
640,PT05M40.00S,2026-03-18T04:17:12.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,27.020367936925098,82.84313725490196,1610612743,114,82,2026-03-18T04:28:34Z,6340000,False,-164.0,201.0,1,left,T. Jones 25' 3PT running pullup (5 PTS) (J. Strawther 1 AST),"[1626145, 1631124]",1610612743.0,DEN,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.99,Made,5.0,J. Strawther,1631124.0,1.0,,,,,,,,,,,,,,
642,PT05M29.00S,2026-03-18T04:17:24.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,93.24901445466492,50.49019607843137,1610612755,114,84,2026-03-18T04:29:17Z,6360000,False,2.0,11.0,1,right,D. Barlow driving DUNK (6 PTS) (D. Terry 2 AST),"[1631230, 1631207]",1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.13,Made,6.0,D. Terry,1631207.0,2.0,,,,,,,,,,,,,,
644,PT05M08.00S,2026-03-18T04:17:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.389618922470433,39.46078431372549,1610612743,114,84,2026-03-18T04:17:49Z,6380000,False,53.0,8.0,1,left,MISS J. Valančiūnas cutting Layup - blocked,"[202685, 1630570]",1610612743.0,DEN,cutting,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,Watford,1630570.0,,,,,,
645,PT05M08.00S,2026-03-18T04:17:44.9Z,4,REGULAR,block,,[],1630570,,,1610612743,114,84,2026-03-18T04:17:46Z,6390000,False,,,0,,T. Watford BLOCK (3 BLK),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
646,PT05M06.00S,2026-03-18T04:17:46.9Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,114,84,2026-03-18T04:17:49Z,6400000,False,,,0,,D. Barlow REBOUND (Off:2 Def:6),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,644.0,8.0,6.0,2.0,,,,,,,,
647,PT05M02.00S,2026-03-18T04:17:50.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631230,92.59198423127464,47.794117647058826,1610612755,114,86,2026-03-18T04:17:56Z,6410000,False,-11.0,17.0,1,right,D. Barlow running DUNK (8 PTS) (T. Watford 4 AST),"[1631230, 1630570]",1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,2.03,Made,8.0,T. Watford,1630570.0,4.0,,,,,,,,,,,,,,
649,PT04M42.00S,2026-03-18T04:18:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630192,10.068988173455978,56.127450980392155,1610612743,116,86,2026-03-18T04:33:27Z,6430000,False,-31.0,42.0,1,left,Z. Nnaji driving floating Jump Shot (2 PTS),[1630192],1610612743.0,DEN,driving floating,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,2.0,,,,,,,,,,,,,,,,,
650,PT04M30.00S,2026-03-18T04:18:22.8Z,4,REGULAR,3pt,Jump Shot,[],1631207,69.46452036793693,22.794117647058822,1610612755,116,86,2026-03-18T04:18:27Z,6440000,False,-136.0,235.0,1,right,MISS D. Terry 27' pullup 3PT,[1631207],1610612755.0,PHI,pullup,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
651,PT04M28.00S,2026-03-18T04:18:24.8Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,116,86,2026-03-18T04:18:27Z,6450000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,,,,650.0,3.0,3.0,0.0,,,,,,,,
652,PT04M20.00S,2026-03-18T04:18:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,6.652431011826544,53.67647058823529,1610612743,116,86,2026-03-18T04:18:37Z,6460000,False,-18.0,10.0,1,left,MISS J. Strawther driving reverse Layup,[1631124],1610612743.0,DEN,driving reverse,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
653,PT04M18.00S,2026-03-18T04:18:35.0Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,116,86,2026-03-18T04:18:37Z,6470000,False,,,0,,D. Barlow REBOUND (Off:2 Def:7),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,652.0,9.0,7.0,2.0,,,,,,,,
654,PT04M13.00S,2026-03-18T04:18:39.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642348,93.9060446780552,52.94117647058824,1610612755,116,88,2026-03-18T04:18:45Z,6480000,False,15.0,5.0,1,right,J. Edwards running Layup (11 PTS) (M. Beauchamp 1 AST),"[1642348, 1630699]",1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,1.55,Made,11.0,M. Beauchamp,1630699.0,1.0,,,,,,,,,,,,,,
656,PT03M57.00S,2026-03-18T04:18:57.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612743,116,88,2026-03-18T04:19:02Z,6500000,False,,,0,,T. Watford personal FOUL (4 PF) (Valančiūnas 2 FT),"[1630570, 202685]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Center,,,,,,,201245.0,,,,,,,,,,4.0,0.0,Valančiūnas,202685.0
658,PT03M57.00S,2026-03-18T04:19:35.0Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,117,88,2026-03-18T04:20:10Z,6520000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (8 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
659,PT03M57.00S,2026-03-18T04:19:35.7Z,4,REGULAR,substitution,out,[],1642348,,,1610612743,117,88,2026-03-18T04:19:46Z,6530000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT03M57.00S,2026-03-18T04:19:35.7Z,4,REGULAR,substitution,out,[],1631230,,,1610612743,117,88,2026-03-18T04:19:46Z,6540000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT03M57.00S,2026-03-18T04:19:35.7Z,4,REGULAR,substitution,in,[],200768,,,1610612743,117,88,2026-03-18T04:19:46Z,6550000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M57.00S,2026-03-18T04:19:35.7Z,4,REGULAR,substitution,in,[],203083,,,1610612743,117,88,2026-03-18T04:19:46Z,6560000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M57.00S,2026-03-18T04:19:35.0Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,117,88,2026-03-18T04:20:10Z,6570000,False,,,0,,MISS J. Valančiūnas Free Throw 2 of 2,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
664,PT03M54.00S,2026-03-18T04:19:38.0Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,117,88,2026-03-18T04:20:10Z,6580000,False,,,0,,A. Drummond REBOUND (Off:2 Def:8),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,663.0,10.0,8.0,2.0,,,,,,,,
665,PT03M48.00S,2026-03-18T04:20:12.7Z,4,REGULAR,foul,personal,[],1629618,,,1610612755,117,88,2026-03-18T04:20:23Z,6590000,False,,,0,,J. Pickett personal FOUL (1 PF),"[1629618, 1631207]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Terry,1631207.0
667,PT03M48.00S,2026-03-18T04:20:18.8Z,4,REGULAR,substitution,out,[],202685,,,1610612755,117,88,2026-03-18T04:20:23Z,6610000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT03M48.00S,2026-03-18T04:20:18.8Z,4,REGULAR,substitution,in,[],1642461,,,1610612755,117,88,2026-03-18T04:20:23Z,6620000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M42.00S,2026-03-18T04:20:32.3Z,4,REGULAR,3pt,Jump Shot,[],1630699,70.64717477003943,18.137254901960784,1610612755,117,88,2026-03-18T04:20:41Z,6630000,False,-159.0,223.0,1,right,MISS M. Beauchamp 27' 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
670,PT03M40.00S,2026-03-18T04:20:34.3Z,4,REGULAR,rebound,defensive,[],1642461,,,1610612743,117,88,2026-03-18T04:20:41Z,6640000,False,,,0,,S. Jones REBOUND (Off:1 Def:4),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,669.0,5.0,4.0,1.0,,,,,,,,
671,PT03M32.00S,2026-03-18T04:20:43.2Z,4,REGULAR,3pt,Jump Shot,[],1630192,32.40801576872536,44.11764705882353,1610612743,117,88,2026-03-18T04:20:50Z,6650000,False,29.0,252.0,1,left,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
672,PT03M26.00S,2026-03-18T04:20:49.2Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612755,117,88,2026-03-18T04:20:50Z,6660000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,,671.0,2.0,1.0,1.0,,,,,,,,
673,PT03M21.00S,2026-03-18T04:20:53.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631207,92.85479632063075,49.754901960784316,1610612755,117,90,2026-03-18T04:21:03Z,6670000,False,-1.0,15.0,1,right,D. Terry running DUNK (6 PTS),[1631207],1610612755.0,PHI,running,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.47,Made,6.0,,,,,,,,,,,,,,,,,
674,PT03M08.00S,2026-03-18T04:21:06.1Z,4,REGULAR,3pt,Jump Shot,[],1626145,31.488173455978973,71.07843137254902,1610612743,117,90,2026-03-18T04:21:11Z,6680000,False,-105.0,243.0,1,left,MISS T. Jones 26' pullup 3PT,[1626145],1610612743.0,DEN,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
675,PT03M07.00S,2026-03-18T04:21:07.1Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612755,117,90,2026-03-18T04:21:11Z,6690000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:2),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,,,,,,,,,674.0,2.0,2.0,0.0,,,,,,,,
676,PT02M50.00S,2026-03-18T04:21:24.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,90.09526938239159,41.911764705882355,1610612755,117,92,2026-03-18T04:21:29Z,6700000,False,-40.0,41.0,1,right,T. Watford driving Layup (12 PTS) (D. Terry 3 AST),"[1630570, 1631207]",1610612755.0,PHI,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,12.0,D. Terry,1631207.0,3.0,,,,,,,,,,,,,,
678,PT02M24.00S,2026-03-18T04:21:50.2Z,4,REGULAR,3pt,Jump Shot,[],1631124,7.5722733245729295,5.392156862745098,1610612743,120,92,2026-03-18T04:21:54Z,6720000,False,223.0,19.0,1,left,J. Strawther 3PT  (5 PTS) (J. Pickett 1 AST),"[1631124, 1629618]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,22.38,Made,5.0,J. Pickett,1629618.0,1.0,,,,,,,,,,,,,,
680,PT02M22.00S,2026-03-18T04:21:56.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,120,92,2026-03-18T04:21:56Z,6740000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT02M06.00S,2026-03-18T04:25:36.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630699,90.3580814717477,50.0,1610612755,120,92,2026-03-18T04:25:40Z,6750000,False,0.0,38.0,1,right,MISS M. Beauchamp driving finger roll Layup,[1630699],1610612755.0,PHI,driving finger roll,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
682,PT02M04.00S,2026-03-18T04:25:38.0Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,120,92,2026-03-18T04:25:40Z,6760000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,681.0,2.0,1.0,1.0,,,,,,,,
683,PT01M57.00S,2026-03-18T04:25:45.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,18.2161629434954,41.66666666666667,1610612743,120,92,2026-03-18T04:25:50Z,6770000,False,42.0,119.0,1,left,MISS J. Strawther 12' driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,12.58,Missed,,,,,,,,,,,,,,,,,,
684,PT01M54.00S,2026-03-18T04:25:48.4Z,4,REGULAR,rebound,defensive,[],200768,,,1610612755,120,92,2026-03-18T04:25:50Z,6780000,False,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,683.0,3.0,3.0,0.0,,,,,,,,
685,PT01M47.00S,2026-03-18T04:25:54.6Z,4,REGULAR,3pt,Jump Shot,[],200768,66.17936925098554,63.23529411764706,1610612755,120,92,2026-03-18T04:25:59Z,6790000,False,66.0,265.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
686,PT01M45.00S,2026-03-18T04:25:56.6Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,120,92,2026-03-18T04:25:59Z,6800000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,,,,,,,685.0,1.0,1.0,0.0,,,,,,,,
687,PT01M42.00S,2026-03-18T04:26:02.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612743,120,92,2026-03-18T04:26:13Z,6810000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Pickett 2 FT),"[200768, 1629618]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,2.0,0.0,Pickett,1629618.0
689,PT01M42.00S,2026-03-18T04:26:31.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629618,,,1610612743,121,92,2026-03-18T04:26:49Z,6830000,False,,,0,,J. Pickett Free Throw 1 of 2 (1 PTS),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
690,PT01M42.00S,2026-03-18T04:26:31.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629618,,,1610612743,121,92,2026-03-18T04:26:49Z,6840000,False,,,0,,MISS J. Pickett Free Throw 2 of 2,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
691,PT01M39.00S,2026-03-18T04:26:34.2Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612755,121,92,2026-03-18T04:26:49Z,6850000,False,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,690.0,3.0,2.0,1.0,,,,,,,,
