actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
440,PT03M56.00S,2022-10-19T01:24:55.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,78,2022-10-19T01:24:57Z,4400000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,439.0,9.0,9.0,0.0,,,,,,,,,,,,
441,PT03M49.00S,2022-10-19T01:25:02.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,29.411764705882355,1610612738,90,78,2022-10-19T01:25:09Z,4410000,103.0,242.0,1,left,J. Tatum 26' 3PT step back (31 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.32,Made,,,,,,,,,31.0,,,,,,,,,
442,PT03M28.00S,2022-10-19T01:25:26.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612755,90,78,2022-10-19T01:25:34Z,4420000,,,0,,M. Brogdon personal FOUL (2 PF) (Harden 2 FT),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1148.0,,,,,,2.0,0.0,Harden,201935.0,,
444,PT03M28.00S,2022-10-19T01:26:00.6Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,90,79,2022-10-19T01:26:00Z,4440000,,,0,,J. Harden Free Throw 1 of 2 (28 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,28.0,,,,,,,,,
445,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,out,[],203943,,,1610612755,90,79,2022-10-19T01:26:10Z,4450000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,out,[],200782,,,1610612755,90,79,2022-10-19T01:26:10Z,4460000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,out,[],203954,,,1610612755,90,79,2022-10-19T01:26:10Z,4470000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612755,90,79,2022-10-19T01:26:10Z,4480000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,in,[],1626149,,,1610612755,90,79,2022-10-19T01:26:10Z,4490000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M28.00S,2022-10-19T01:26:01.3Z,3,REGULAR,substitution,in,[],1627863,,,1610612755,90,79,2022-10-19T01:26:10Z,4500000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M28.00S,2022-10-19T01:26:24.7Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,90,80,2022-10-19T01:26:24Z,4510000,,,0,,J. Harden Free Throw 2 of 2 (29 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,29.0,,,,,,,,,
452,PT03M14.00S,2022-10-19T01:26:41.3Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,90,80,2022-10-19T01:26:47Z,4520000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 202699]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,,,,,,,,,Harris,202699.0
453,PT03M14.00S,2022-10-19T01:26:41.3Z,3,REGULAR,steal,,[],202699,,,1610612755,90,80,2022-10-19T01:26:43Z,4530000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
454,PT03M07.00S,2022-10-19T01:26:48.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,88.78120893561103,52.20588235294118,1610612755,90,80,2022-10-19T01:26:58Z,4540000,11.0,53.0,1,right,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,,
455,PT03M04.00S,2022-10-19T01:26:51.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,90,80,2022-10-19T01:26:58Z,4550000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,454.0,3.0,2.0,1.0,,,,,,,,,,,,
456,PT02M58.00S,2022-10-19T01:27:00.3Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,90,80,2022-10-19T01:27:18Z,4560000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1148.0,3.0,,,,,,,,,,
457,PT02M41.00S,2022-10-19T01:27:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,93.51182654402102,56.61764705882353,1610612755,90,82,2022-10-19T01:27:31Z,4570000,33.0,8.0,1,right,J. Harden driving Layup (31 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,,,31.0,,,,,,,,,
458,PT02M28.00S,2022-10-19T01:27:39.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,15.719448094612352,97.79411764705883,1610612738,93,82,2022-10-19T01:27:45Z,4580000,-239.0,95.0,1,left,G. Williams 25' 3PT  (8 PTS) (M. Brogdon 4 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.73,Made,,,,,,,,,8.0,M. Brogdon,1627763.0,4.0,,,,,,
460,PT02M01.00S,2022-10-19T01:28:20.3Z,3,REGULAR,3pt,Jump Shot,[],201935,65.65374507227332,52.450980392156865,1610612755,93,82,2022-10-19T01:28:31Z,4600000,12.0,270.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
461,PT01M57.00S,2022-10-19T01:28:24.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,93,82,2022-10-19T01:28:31Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,460.0,,,,,,,,,,,,,,,
463,PT01M57.00S,2022-10-19T01:28:37.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,93,82,2022-10-19T01:28:45Z,4630000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M57.00S,2022-10-19T01:28:37.3Z,3,REGULAR,substitution,in,[],1628401,,,1610612755,93,82,2022-10-19T01:28:45Z,4640000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M50.00S,2022-10-19T01:29:03.9Z,3,REGULAR,foul,offensive,['inpenalty'],1626149,,,1610612755,93,82,2022-10-19T01:29:27Z,4650000,,,0,,M. Harrell charge offensive FOUL (2 PF),"[1626149, 203935]",1610612755.0,PHI,charge,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,,,,,,2.0,0.0,Smart,203935.0,,
467,PT01M50.00S,2022-10-19T01:29:03.9Z,3,REGULAR,turnover,offensive foul,[],1626149,,,1610612755,93,82,2022-10-19T01:29:03Z,4670000,,,0,,M. Harrell offensive foul TURNOVER (1 TO),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,1.0,,,,,,,,,,
468,PT01M50.00S,2022-10-19T01:29:18.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,93,82,2022-10-19T01:29:18Z,4680000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M50.00S,2022-10-19T01:30:13.6Z,3,REGULAR,substitution,out,[],202699,,,1610612738,93,82,2022-10-19T01:30:45Z,4690000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M50.00S,2022-10-19T01:30:13.6Z,3,REGULAR,substitution,in,[],1627777,,,1610612738,93,82,2022-10-19T01:30:45Z,4700000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M30.00S,2022-10-19T01:31:11.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,18.478975032851512,77.20588235294117,1610612738,95,82,2022-10-19T01:31:16Z,4710000,-136.0,121.0,1,left,J. Tatum 18' fadeaway Jump Shot (33 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,18.22,Made,,,,,,,,,33.0,,,,,,,,,
472,PT01M07.00S,2022-10-19T01:31:34.1Z,3,REGULAR,2pt,Jump Shot,[],1629001,79.45137976346912,17.401960784313726,1610612755,95,82,2022-10-19T01:32:40Z,4720000,-163.0,141.0,1,right,MISS D. Melton 21' step back Shot,[1629001],1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,21.53,Missed,,,,,,,,,,,,,,,,,,
473,PT01M04.00S,2022-10-19T01:31:37.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,95,82,2022-10-19T01:31:39Z,4730000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,472.0,1.0,1.0,0.0,,,,,,,,,,,,
474,PT00M56.30S,2022-10-19T01:31:44.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,13.091327201051248,97.30392156862744,1610612738,95,82,2022-10-19T01:31:50Z,4740000,-237.0,71.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,24.68,Missed,,,,,,,,,,,,,,,,,,
475,PT00M54.60S,2022-10-19T01:31:46.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,95,82,2022-10-19T01:31:50Z,4750000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,,,474.0,6.0,6.0,0.0,,,,,,,,,,,,
476,PT00M45.10S,2022-10-19T01:31:57.0Z,3,REGULAR,3pt,Jump Shot,[],1629001,72.48685939553219,17.401960784313726,1610612755,95,85,2022-10-19T01:32:05Z,4760000,-163.0,206.0,1,right,D. Melton 26' 3PT  (5 PTS) (G. Niang 1 AST),"[1629001, 1627777]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.28,Made,,,,,,,,,5.0,G. Niang,1627777.0,1.0,,,,,,
478,PT00M32.30S,2022-10-19T01:32:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,17.427726675427067,37.99019607843137,1610612738,95,85,2022-10-19T01:32:27Z,4780000,60.0,111.0,1,left,MISS M. Brogdon 12' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,12.64,Missed,,,,,,,,,,,,,,,,,,
479,PT00M30.70S,2022-10-19T01:32:15.9Z,3,REGULAR,rebound,offensive,[],1627763,,,1610612738,95,85,2022-10-19T01:32:23Z,4790000,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,478.0,2.0,1.0,1.0,,,,,,,,,,,,
480,PT00M30.70S,2022-10-19T01:32:24.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612738,95,85,2022-10-19T01:32:33Z,4800000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1627863, 1627763]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,1.0,0.0,Brogdon,1627763.0,,
482,PT00M30.70S,2022-10-19T01:32:44.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627763,,,1610612738,96,85,2022-10-19T01:32:44Z,4820000,,,0,,M. Brogdon Free Throw 1 of 2 (11 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
483,PT00M30.70S,2022-10-19T01:32:46.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,96,85,2022-10-19T01:32:55Z,4830000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M30.70S,2022-10-19T01:32:46.3Z,3,REGULAR,substitution,out,[],201935,,,1610612738,96,85,2022-10-19T01:32:55Z,4840000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M30.70S,2022-10-19T01:32:46.3Z,3,REGULAR,substitution,in,[],201933,,,1610612738,96,85,2022-10-19T01:32:55Z,4850000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M30.70S,2022-10-19T01:32:46.3Z,3,REGULAR,substitution,in,[],1630178,,,1610612738,96,85,2022-10-19T01:32:55Z,4860000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M30.70S,2022-10-19T01:33:12.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627763,,,1610612738,97,85,2022-10-19T01:33:12Z,4870000,,,0,,M. Brogdon Free Throw 2 of 2 (12 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
488,PT00M10.00S,2022-10-19T01:33:33.7Z,3,REGULAR,2pt,Jump Shot,[],1627777,78.66294349540078,67.15686274509804,1610612755,97,85,2022-10-19T01:34:56Z,4880000,86.0,148.0,1,right,MISS G. Niang 17' pullup Shot,[1627777],1610612755.0,PHI,pullup,,,Niang,G. Niang,,,,,Mid-Range,16-24 Right Center,17.12,Missed,,,,,,,,,,,,,,,,,,
489,PT00M08.90S,2022-10-19T01:33:34.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,97,85,2022-10-19T01:33:41Z,4890000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,488.0,,,,,,,,,,,,,,,
490,PT00M08.90S,2022-10-19T01:33:40.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626149,,,1610612738,97,85,2022-10-19T01:33:55Z,4900000,,,0,,M. Harrell loose ball personal FOUL (3 PF) (Williams 2 FT),"[1626149, 1629684]",1610612755.0,PHI,loose ball,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,101283.0,,,,,,3.0,0.0,Williams,1629684.0,,
492,PT00M08.90S,2022-10-19T01:34:16.0Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,97,85,2022-10-19T01:34:16Z,4920000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
493,PT00M08.90S,2022-10-19T01:34:16.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,97,85,2022-10-19T01:34:16Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,
494,PT00M08.90S,2022-10-19T01:34:30.0Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,98,85,2022-10-19T01:34:30Z,4940000,,,0,,G. Williams Free Throw 2 of 2 (9 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
495,PT00M03.90S,2022-10-19T01:34:41.0Z,3,REGULAR,2pt,Layup,[],1630178,91.5407358738502,74.75490196078431,1610612755,98,87,2022-10-19T01:34:50Z,4950000,124.0,27.0,1,right,T. Maxey 12' driving Layup (11 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,12.67,Made,,,,,,,,,11.0,,,,,,,,,
496,PT00M03.90S,2022-10-19T01:34:46.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201933,,,1610612755,98,87,2022-10-19T01:34:52Z,4960000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Maxey 1 FT),"[201933, 1630178]",1610612738.0,BOS,shooting,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Right,,,,,,,,,101283.0,,,,,,2.0,0.0,Maxey,1630178.0,,
498,PT00M03.90S,2022-10-19T01:35:05.2Z,3,REGULAR,substitution,out,[],1627777,,,1610612755,98,87,2022-10-19T01:35:28Z,4980000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M03.90S,2022-10-19T01:35:05.2Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,98,87,2022-10-19T01:35:28Z,4990000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M03.90S,2022-10-19T01:35:19.5Z,3,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,98,88,2022-10-19T01:35:19Z,5000000,,,0,,T. Maxey Free Throw 1 of 1 (12 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
501,PT00M00.00S,2022-10-19T01:35:25.1Z,3,REGULAR,2pt,Jump Shot,[],201933,9.937582128777924,73.52941176470588,1610612738,98,88,2022-10-19T01:35:34Z,5010000,-118.0,41.0,1,left,MISS B. Griffin 12' fadeaway Shot,[201933],1610612738.0,BOS,fadeaway,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,12.45,Missed,,,,,,,,,,,,,,,,,,
502,PT00M00.00S,2022-10-19T01:35:25.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,88,2022-10-19T01:35:34Z,5020000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,,,501.0,,,,,,,,,,,,,,,
503,PT00M00.00S,2022-10-19T01:35:30.0Z,3,REGULAR,period,end,[],0,,,1610612738,98,88,2022-10-19T01:35:30Z,5030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,98,88,2022-10-19T01:38:43Z,5040000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,out,['startperiod'],1626149,,,1610612738,98,88,2022-10-19T01:38:43Z,5050000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,out,['startperiod'],1629680,,,1610612738,98,88,2022-10-19T01:38:43Z,5060000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,98,88,2022-10-19T01:38:43Z,5070000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,in,['startperiod'],1627777,,,1610612738,98,88,2022-10-19T01:38:43Z,5080000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-10-19T01:38:05.0Z,4,REGULAR,substitution,in,['startperiod'],203954,,,1610612738,98,88,2022-10-19T01:38:43Z,5090000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-10-19T01:39:05.3Z,4,REGULAR,period,start,[],0,,,1610612755,98,88,2022-10-19T01:39:05Z,5100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M50.00S,2022-10-19T01:39:15.0Z,4,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612755,98,88,2022-10-19T01:39:23Z,5110000,,,0,,S. Hauser shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630573, 1630178]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,Maxey,1630178.0,,
513,PT11M50.00S,2022-10-19T01:39:39.8Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,98,89,2022-10-19T01:39:39Z,5130000,,,0,,T. Maxey Free Throw 1 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
514,PT11M50.00S,2022-10-19T01:39:53.7Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,98,90,2022-10-19T01:39:53Z,5140000,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
515,PT11M35.00S,2022-10-19T01:40:10.1Z,4,REGULAR,turnover,lost ball,[],1627763,,,1610612738,98,90,2022-10-19T01:40:14Z,5150000,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 1627863]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,,,,,,,House Jr.,1627863.0
516,PT11M35.00S,2022-10-19T01:40:10.1Z,4,REGULAR,steal,,[],1627863,,,1610612755,98,90,2022-10-19T01:40:12Z,5160000,,,0,,D. House Jr. STEAL (2 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
517,PT11M25.00S,2022-10-19T01:40:19.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,79.188567674113,72.30392156862744,1610612755,98,90,2022-10-19T01:41:30Z,5170000,112.0,143.0,1,right,MISS T. Maxey 18' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,18.14,Missed,,,,,,,,,,,,,,,,,,
518,PT11M23.00S,2022-10-19T01:40:21.6Z,4,REGULAR,rebound,defensive,[],201933,,,1610612738,98,90,2022-10-19T01:40:25Z,5180000,,,0,,B. Griffin REBOUND (Off:2 Def:3),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,517.0,5.0,3.0,2.0,,,,,,,,,,,,
519,PT11M10.00S,2022-10-19T01:40:34.6Z,4,REGULAR,3pt,Jump Shot,[],201933,31.882391590013142,75.24509803921569,1610612738,98,90,2022-10-19T01:40:39Z,5190000,-126.0,247.0,1,left,MISS B. Griffin 27' 3PT,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
520,PT11M07.00S,2022-10-19T01:40:37.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,98,90,2022-10-19T01:40:39Z,5200000,,,0,,J. Embiid REBOUND (Off:1 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,519.0,11.0,10.0,1.0,,,,,,,,,,,,
521,PT11M00.00S,2022-10-19T01:40:45.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,69.07030223390277,27.450980392156865,1610612755,98,90,2022-10-19T01:40:54Z,5210000,-113.0,238.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
522,PT10M59.00S,2022-10-19T01:40:46.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,98,90,2022-10-19T01:40:54Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,521.0,,,,,,,,,,,,,,,
523,PT10M59.00S,2022-10-19T01:40:51.2Z,4,REGULAR,foul,personal,[],201933,,,1610612755,98,90,2022-10-19T01:40:59Z,5230000,,,0,,B. Griffin loose ball personal FOUL (3 PF),"[201933, 203954]",1610612738.0,BOS,loose ball,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,,,,,,,,,1148.0,,,,,,3.0,0.0,Embiid,203954.0,,
