actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
173,PT00M26.70S,2022-10-19T00:09:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,10.200394218134035,46.32352941176471,1610612755,23,28,2022-10-19T00:12:43Z,1730000,18.0,43.0,1,left,MISS D. House Jr. driving Layup,[1627863],1610612755.0,PHI,driving,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
174,PT00M23.30S,2022-10-19T00:09:21.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,28,2022-10-19T00:09:27Z,1740000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,
176,PT00M22.50S,2022-10-19T00:09:22.0Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,23,28,2022-10-19T00:09:31Z,1760000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627863]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,,,,,,,House Jr.,1627863.0
177,PT00M22.50S,2022-10-19T00:09:22.0Z,1,REGULAR,steal,,[],1627863,,,1610612755,23,28,2022-10-19T00:14:48Z,1770000,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
178,PT00M21.50S,2022-10-19T00:09:28.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612755,23,28,2022-10-19T00:09:35Z,1780000,,,0,,D. White shooting personal FOUL (1 PF) (House Jr. 2 FT),"[1628401, 1627863]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,1.0,0.0,House Jr.,1627863.0,,
180,PT00M21.50S,2022-10-19T00:09:51.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627863,,,1610612755,23,29,2022-10-19T00:09:51Z,1800000,,,0,,D. House Jr. Free Throw 1 of 2 (1 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
181,PT00M21.50S,2022-10-19T00:09:52.7Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,23,29,2022-10-19T00:09:57Z,1810000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M21.50S,2022-10-19T00:09:52.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,23,29,2022-10-19T00:09:57Z,1820000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M21.50S,2022-10-19T00:09:51.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627863,,,1610612755,23,29,2022-10-19T00:10:24Z,1830000,,,0,,MISS D. House Jr. Free Throw 2 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
184,PT00M21.50S,2022-10-19T00:09:51.9Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,23,29,2022-10-19T00:10:24Z,1840000,,,0,,B. Griffin REBOUND (Off:2 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,183.0,3.0,1.0,2.0,,,,,,,,,,,,
185,PT00M01.20S,2022-10-19T00:10:31.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612738,23,29,2022-10-19T00:10:42Z,1850000,,,0,,D. Melton shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629001, 1628369]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1626300.0,,,,,,1.0,0.0,Tatum,1628369.0,,
187,PT00M01.20S,2022-10-19T00:10:59.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,24,29,2022-10-19T00:10:59Z,1870000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
188,PT00M01.20S,2022-10-19T00:11:00.1Z,1,REGULAR,substitution,out,[],201933,,,1610612738,24,29,2022-10-19T00:11:04Z,1880000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M01.20S,2022-10-19T00:11:00.1Z,1,REGULAR,substitution,in,[],203935,,,1610612738,24,29,2022-10-19T00:11:04Z,1890000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT00M01.20S,2022-10-19T00:11:08.0Z,1,REGULAR,substitution,out,[],1629680,,,1610612738,24,29,2022-10-19T00:11:13Z,1900000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT00M01.20S,2022-10-19T00:11:08.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612738,24,29,2022-10-19T00:11:13Z,1910000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT00M01.20S,2022-10-19T00:10:59.2Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,24,29,2022-10-19T00:11:30Z,1920000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
193,PT00M01.20S,2022-10-19T00:10:59.2Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,24,29,2022-10-19T00:11:30Z,1930000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,
194,PT00M00.00S,2022-10-19T00:11:31.3Z,1,REGULAR,period,end,[],0,,,1610612755,24,29,2022-10-19T00:11:31Z,1940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612755,24,29,2022-10-19T00:15:01Z,1950000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612755,24,29,2022-10-19T00:15:01Z,1960000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,out,['startperiod'],1626149,,,1610612755,24,29,2022-10-19T00:15:01Z,1970000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612755,24,29,2022-10-19T00:15:01Z,1980000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612755,24,29,2022-10-19T00:15:01Z,1990000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-10-19T00:14:32.2Z,2,REGULAR,substitution,in,['startperiod'],203954,,,1610612755,24,29,2022-10-19T00:15:01Z,2000000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2022-10-19T00:15:12.7Z,2,REGULAR,period,start,[],0,,,1610612738,24,29,2022-10-19T00:15:12Z,2010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT11M48.00S,2022-10-19T00:15:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.64323258869908,46.81372549019608,1610612738,26,29,2022-10-19T00:15:30Z,2020000,-16.0,7.0,1,right,M. Brogdon driving finger roll Layup (4 PTS),[1627763],1610612738.0,BOS,driving finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,4.0,,,,,,,,,
203,PT11M33.00S,2022-10-19T00:15:38.7Z,2,REGULAR,2pt,Jump Shot,[],203954,24.129434954007884,48.529411764705884,1610612755,26,31,2022-10-19T00:15:49Z,2030000,7.0,174.0,1,left,J. Embiid 17' fadeaway Jump Shot (3 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.45,Made,,,,,,,,,3.0,,,,,,,,,
204,PT11M18.00S,2022-10-19T00:15:53.4Z,2,REGULAR,2pt,Jump Shot,[],1627763,93.51182654402102,71.07843137254902,1610612738,28,31,2022-10-19T00:15:57Z,2040000,105.0,8.0,1,right,M. Brogdon 10' fadeaway Jump Shot (6 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,10.57,Made,,,,,,,,,6.0,,,,,,,,,
205,PT11M04.00S,2022-10-19T00:16:10.6Z,2,REGULAR,foul,personal,[],1629684,,,1610612755,28,31,2022-10-19T00:16:20Z,2050000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 203954]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,1626300.0,,,,,,2.0,0.0,Embiid,203954.0,,
207,PT10M56.00S,2022-10-19T00:16:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,18.2161629434954,38.970588235294116,1610612755,28,33,2022-10-19T00:17:35Z,2070000,55.0,119.0,1,left,D. Melton 13' driving floating Jump Shot (2 PTS),[1629001],1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,13.09,Made,,,,,,,,,2.0,,,,,,,,,
208,PT10M38.00S,2022-10-19T00:17:02.6Z,2,REGULAR,2pt,Jump Shot,[],1628369,77.26675427069645,21.10140931372549,1610612738,28,33,2022-10-19T00:20:00Z,2080000,-144.0,161.0,1,right,MISS J. Tatum 21' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,21.65,Missed,,,,,,,,,,,,,,,,,,
209,PT10M36.00S,2022-10-19T00:17:04.6Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,28,33,2022-10-19T00:17:08Z,2090000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,208.0,2.0,1.0,1.0,,,,,,,,,,,,
210,PT10M34.00S,2022-10-19T00:17:07.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,68.28186596583443,60.049019607843135,1610612738,28,33,2022-10-19T00:17:16Z,2100000,50.0,246.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
211,PT10M32.00S,2022-10-19T00:17:09.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,33,2022-10-19T00:17:16Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,210.0,,,,,,,,,,,,,,,
213,PT10M32.00S,2022-10-19T00:17:35.6Z,2,REGULAR,foul,personal,[],1630178,,,1610612738,28,33,2022-10-19T00:17:43Z,2130000,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1628369]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,,,,,,,1148.0,,,,,,2.0,0.0,Tatum,1628369.0,,
215,PT10M29.00S,2022-10-19T00:17:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,94.30026281208936,45.588235294117645,1610612738,30,33,2022-10-19T00:17:59Z,2150000,-22.0,1.0,1,right,M. Brogdon cutting Layup (8 PTS) (D. White 1 AST),"[1627763, 1628401]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,8.0,D. White,1628401.0,1.0,,,,,,
217,PT10M12.00S,2022-10-19T00:18:13.1Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612755,30,33,2022-10-19T00:18:23Z,2170000,,,0,,G. Williams shooting personal FOUL (3 PF) (Embiid 2 FT),"[1629684, 203954]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1626300.0,,,,,,3.0,0.0,Embiid,203954.0,,
219,PT10M12.00S,2022-10-19T00:18:45.5Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,30,34,2022-10-19T00:18:45Z,2190000,,,0,,J. Embiid Free Throw 1 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
220,PT10M12.00S,2022-10-19T00:18:57.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612755,30,34,2022-10-19T00:19:02Z,2200000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT10M12.00S,2022-10-19T00:18:57.3Z,2,REGULAR,substitution,in,[],203943,,,1610612755,30,34,2022-10-19T00:19:02Z,2210000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M12.00S,2022-10-19T00:19:22.0Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,30,35,2022-10-19T00:19:22Z,2220000,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
223,PT09M57.00S,2022-10-19T00:19:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.13074901445466,44.6078431372549,1610612738,32,35,2022-10-19T00:19:45Z,2230000,-27.0,106.0,1,right,J. Tatum 10' driving floating Jump Shot (10 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,10.95,Made,,,,,,,,,10.0,,,,,,,,,
224,PT09M44.00S,2022-10-19T00:19:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,30.831143232588698,78.18627450980392,1610612755,32,35,2022-10-19T00:19:57Z,2240000,-141.0,237.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.6,Missed,,,,,,,,,,,,,,,,,,
225,PT09M43.00S,2022-10-19T00:19:51.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,32,35,2022-10-19T00:19:57Z,2250000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,224.0,3.0,2.0,1.0,,,,,,,,,,,,
226,PT09M33.00S,2022-10-19T00:20:04.3Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612738,32,35,2022-10-19T00:20:12Z,2260000,,,0,,G. Niang shooting personal FOUL (1 PF) (Tatum 2 FT),"[1627777, 1628369]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,Tatum,1628369.0,,
228,PT09M33.00S,2022-10-19T00:20:31.1Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,32,35,2022-10-19T00:20:31Z,2280000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT09M33.00S,2022-10-19T00:20:31.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,35,2022-10-19T00:20:31Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,
230,PT09M33.00S,2022-10-19T00:20:31.8Z,2,REGULAR,substitution,out,[],1627777,,,1610612738,32,35,2022-10-19T00:20:38Z,2300000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M33.00S,2022-10-19T00:20:31.8Z,2,REGULAR,substitution,in,[],200782,,,1610612738,32,35,2022-10-19T00:20:38Z,2310000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M33.00S,2022-10-19T00:20:45.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,32,35,2022-10-19T00:20:50Z,2320000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M33.00S,2022-10-19T00:20:45.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,32,35,2022-10-19T00:20:50Z,2330000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M33.00S,2022-10-19T00:21:02.7Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,33,35,2022-10-19T00:21:02Z,2340000,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
236,PT09M09.00S,2022-10-19T00:21:44.6Z,2,REGULAR,3pt,Jump Shot,[],203954,28.728646517739815,84.80392156862744,1610612755,33,35,2022-10-19T00:23:04Z,2360000,-174.0,218.0,1,left,MISS J. Embiid 27' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
237,PT09M07.00S,2022-10-19T00:21:46.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,35,2022-10-19T00:21:54Z,2370000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,236.0,,,,,,,,,,,,,,,
240,PT08M51.00S,2022-10-19T00:22:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203943,92.19776609724047,48.03921568627451,1610612738,35,35,2022-10-19T00:23:58Z,2400000,-10.0,21.0,1,right,N. Vonleh Layup (2 PTS) (M. Brogdon 2 AST),"[203943, 1627763]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,,,2.0,M. Brogdon,1627763.0,2.0,,,,,,
242,PT08M23.00S,2022-10-19T00:23:08.7Z,2,REGULAR,turnover,lost ball,[],203954,,,1610612755,35,35,2022-10-19T00:23:12Z,2420000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 203943]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2.0,,,,,,,,,Vonleh,203943.0
243,PT08M23.00S,2022-10-19T00:23:08.7Z,2,REGULAR,steal,,[],203943,,,1610612738,35,35,2022-10-19T00:23:10Z,2430000,,,0,,N. Vonleh STEAL (1 STL),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
244,PT08M20.00S,2022-10-19T00:23:18.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,35,2022-10-19T00:23:18Z,2440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,35,35,2022-10-19T00:26:15Z,2450000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,35,35,2022-10-19T00:26:15Z,2460000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,out,[],1627863,,,1610612738,35,35,2022-10-19T00:26:15Z,2470000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,in,[],203935,,,1610612738,35,35,2022-10-19T00:26:15Z,2480000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,in,[],1630573,,,1610612738,35,35,2022-10-19T00:26:15Z,2490000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M20.00S,2022-10-19T00:25:53.1Z,2,REGULAR,substitution,in,[],202699,,,1610612738,35,35,2022-10-19T00:26:15Z,2500000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M13.00S,2022-10-19T00:26:46.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,65.52233902759527,32.35294117647059,1610612738,38,35,2022-10-19T00:26:52Z,2510000,-88.0,272.0,1,right,J. Brown 28' 3PT  (7 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.56,Made,,,,,,,,,7.0,A. Horford,201143.0,1.0,,,,,,
253,PT07M59.00S,2022-10-19T00:27:00.3Z,2,REGULAR,2pt,Jump Shot,[],1630178,23.603810775295663,67.8921568627451,1610612755,38,37,2022-10-19T00:27:06Z,2530000,-89.0,169.0,1,left,T. Maxey 19' pullup Jump Shot (5 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,19.16,Made,,,,,,,,,5.0,,,,,,,,,
254,PT07M33.00S,2022-10-19T00:27:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.1819973718791,49.754901960784316,1610612738,40,37,2022-10-19T00:27:31Z,2540000,-1.0,96.0,1,right,M. Smart 9' pullup Jump Shot (6 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,9.62,Made,,,,,,,,,6.0,,,,,,,,,
255,PT07M21.00S,2022-10-19T00:27:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.754927726675426,46.32352941176471,1610612755,40,39,2022-10-19T00:27:43Z,2550000,18.0,30.0,1,left,T. Maxey driving Layup (7 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,,,,,7.0,,,,,,,,,
256,PT07M12.00S,2022-10-19T00:27:47.6Z,2,REGULAR,foul,personal,['3freethrow'],1629001,,,1610612738,40,39,2022-10-19T00:28:08Z,2560000,,,0,,D. Melton shooting personal FOUL (2 PF) (Brown 3 FT),"[1629001, 1627759]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,1626300.0,,,,,,2.0,0.0,Brown,1627759.0,,
258,PT07M12.00S,2022-10-19T00:28:23.9Z,2,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,41,39,2022-10-19T00:28:23Z,2580000,,,0,,J. Brown Free Throw 1 of 3 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
259,PT07M12.00S,2022-10-19T00:28:36.9Z,2,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,42,39,2022-10-19T00:28:36Z,2590000,,,0,,J. Brown Free Throw 2 of 3 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
260,PT07M12.00S,2022-10-19T00:28:37.6Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,42,39,2022-10-19T00:28:49Z,2600000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M12.00S,2022-10-19T00:28:37.6Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,42,39,2022-10-19T00:28:49Z,2610000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M12.00S,2022-10-19T00:28:37.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,42,39,2022-10-19T00:28:49Z,2620000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M12.00S,2022-10-19T00:28:37.6Z,2,REGULAR,substitution,in,[],201935,,,1610612738,42,39,2022-10-19T00:28:49Z,2630000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
