actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
170,PT11M34.00S,2022-10-30T22:38:33.3Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,34,15,2022-10-30T22:38:58Z,1690000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,
171,PT11M21.00S,2022-10-30T22:38:45.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,68.28186596583443,25.735294117647058,1610612738,37,15,2022-10-30T22:38:50Z,1700000,-121.0,246.0,1,right,S. Hauser 27' 3PT  (3 PTS) (M. Brogdon 1 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.4,Made,3.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
173,PT11M01.00S,2022-10-30T22:39:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,10.200394218134035,45.09803921568628,1610612764,37,17,2022-10-30T22:39:10Z,1720000,25.0,43.0,1,left,K. Kuzma driving reverse Layup (5 PTS) (W. Barton 1 AST),"[1628398, 203115]",1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,5.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
175,PT10M45.00S,2022-10-30T22:39:21.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,94.03745072273325,96.32352941176471,1610612738,40,17,2022-10-30T22:39:26Z,1740000,232.0,4.0,1,right,G. Williams 3PT  (5 PTS) (L. Kornet 2 AST),"[1629684, 1628436]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.16,Made,5.0,L. Kornet,1628436.0,2.0,,,,,,,,,,,,,,
177,PT10M31.00S,2022-10-30T22:39:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,15.850854139290407,43.13725490196079,1610612764,40,19,2022-10-30T22:52:02Z,1760000,34.0,96.0,1,left,A. Gill 10' floating Jump Shot (2 PTS) (M. Morris 1 AST),"[1630264, 1628420]",1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,
179,PT10M16.00S,2022-10-30T22:39:50.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,73.14388961892247,17.892156862745097,1610612738,40,19,2022-10-30T22:51:41Z,1780000,-161.0,200.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
180,PT10M13.00S,2022-10-30T22:39:53.5Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,40,19,2022-10-30T22:40:03Z,1790000,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,179.0,2.0,1.0,1.0,,,,,,,,,,
181,PT10M08.00S,2022-10-30T22:40:00.4Z,2,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612738,40,19,2022-10-30T22:40:05Z,1800000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1628398, 1627763]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Brogdon,1627763.0,,,,,
183,PT10M08.00S,2022-10-30T22:40:23.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627763,,,1610612738,41,19,2022-10-30T22:40:23Z,1820000,,,0,,M. Brogdon Free Throw 1 of 2 (4 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
184,PT10M08.00S,2022-10-30T22:40:39.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627763,,,1610612738,42,19,2022-10-30T22:40:39Z,1830000,,,0,,M. Brogdon Free Throw 2 of 2 (5 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
185,PT09M51.00S,2022-10-30T22:40:59.5Z,2,REGULAR,2pt,Jump Shot,[],1628420,30.436925098554536,56.127450980392155,1610612764,42,19,2022-10-30T22:53:10Z,1840000,-31.0,234.0,1,left,MISS M. Morris 23' step back Shot,[1628420],1610612764.0,WAS,step back,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,23.56,Missed,,,,,,,,,,,,,,,,,,
186,PT09M48.00S,2022-10-30T22:41:02.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,42,19,2022-10-30T22:41:08Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,185.0,,,,,,,,,,,,,
188,PT09M48.00S,2022-10-30T22:41:15.0Z,2,REGULAR,substitution,out,[],1627763,,,1610612764,42,19,2022-10-30T22:41:22Z,1870000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M48.00S,2022-10-30T22:41:15.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612764,42,19,2022-10-30T22:41:22Z,1880000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M40.00S,2022-10-30T22:41:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,12.434296977660972,40.44117647058824,1610612764,42,19,2022-10-30T22:41:46Z,1890000,48.0,64.0,1,left,MISS W. Barton 8' driving Layup - blocked,"[203115, 1628436]",1610612764.0,WAS,driving,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,8.02,Missed,,,,,,,,,,,,,,Kornet,1628436.0,,,
191,PT09M40.00S,2022-10-30T22:41:41.0Z,2,REGULAR,block,,[],1628436,,,1610612764,42,19,2022-10-30T22:41:43Z,1900000,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT09M37.00S,2022-10-30T22:41:44.0Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,42,19,2022-10-30T22:41:46Z,1910000,,,0,,A. Gill REBOUND (Off:2 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,190.0,2.0,0.0,2.0,,,,,,,,,,
194,PT09M33.00S,2022-10-30T22:42:15.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628398,9.641918528252305,9.803921568627445,1610612764,42,19,2022-10-30T22:55:29Z,1930000,201.0,38.0,1,left,MISS K. Kuzma 20' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right,20.46,Missed,,,,,,,,,,,,,,,,,,
195,PT09M30.00S,2022-10-30T22:42:18.0Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,42,19,2022-10-30T22:42:22Z,1940000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,,,,194.0,3.0,2.0,1.0,,,,,,,,,,
196,PT09M19.00S,2022-10-30T22:42:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,86.81011826544021,4.411764705882353,1610612738,42,19,2022-10-30T22:42:35Z,1950000,-228.0,71.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
197,PT09M16.00S,2022-10-30T22:42:32.3Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,42,19,2022-10-30T22:42:32Z,1960000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,,
198,PT09M15.00S,2022-10-30T22:42:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,93.64323258869908,51.71568627450981,1610612738,42,19,2022-10-30T22:42:40Z,1970000,9.0,7.0,1,right,MISS D. White putback Layup,[1628401],1610612738.0,BOS,putback,,,White,D. White,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
199,PT09M15.00S,2022-10-30T22:42:33.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,42,19,2022-10-30T22:42:40Z,1980000,,,0,,R. Hachimura REBOUND (Off:2 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,198.0,6.0,4.0,2.0,,,,,,,,,,
200,PT09M08.00S,2022-10-30T22:42:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,10.512483574244415,38.51485906862745,1610612764,42,19,2022-10-30T22:42:53Z,1990000,57.0,46.0,1,left,MISS K. Kuzma 7' driving Layup - blocked,"[1628398, 1630573]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,Hauser,1630573.0,,,
201,PT09M08.00S,2022-10-30T22:42:40.7Z,2,REGULAR,block,,[],1630573,,,1610612764,42,19,2022-10-30T22:42:42Z,2000000,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT09M07.00S,2022-10-30T22:42:41.7Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,42,19,2022-10-30T22:42:53Z,2010000,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200.0,3.0,2.0,1.0,,,,,,,,,,
203,PT09M07.00S,2022-10-30T22:42:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612764,42,19,2022-10-30T22:42:56Z,2020000,,,0,,S. Hauser shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630573, 1628398]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Kuzma,1628398.0,,,,,
205,PT09M07.00S,2022-10-30T22:43:19.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628398,,,1610612764,42,20,2022-10-30T22:43:19Z,2040000,,,0,,K. Kuzma Free Throw 1 of 2 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
206,PT09M07.00S,2022-10-30T22:43:23.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612764,42,20,2022-10-30T22:43:28Z,2050000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M07.00S,2022-10-30T22:43:23.0Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,42,20,2022-10-30T22:43:28Z,2060000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M07.00S,2022-10-30T22:43:23.0Z,2,REGULAR,substitution,in,[],203935,,,1610612764,42,20,2022-10-30T22:43:28Z,2070000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M07.00S,2022-10-30T22:43:23.0Z,2,REGULAR,substitution,in,[],203078,,,1610612764,42,20,2022-10-30T22:43:28Z,2080000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M07.00S,2022-10-30T22:43:46.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628398,,,1610612764,42,21,2022-10-30T22:43:46Z,2090000,,,0,,K. Kuzma Free Throw 2 of 2 (7 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
211,PT08M55.00S,2022-10-30T22:44:02.1Z,2,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612738,42,21,2022-10-30T22:44:10Z,2100000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628398, 1628369]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,203593.0,2.0,0.0,Tatum,1628369.0,,,,,
213,PT08M55.00S,2022-10-30T22:44:29.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,43,21,2022-10-30T22:44:29Z,2120000,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
214,PT08M55.00S,2022-10-30T22:44:45.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,44,21,2022-10-30T22:44:45Z,2130000,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
215,PT08M36.00S,2022-10-30T22:45:06.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,18.2161629434954,44.6078431372549,1610612764,44,21,2022-10-30T22:45:13Z,2140000,27.0,119.0,1,left,MISS W. Barton 12' driving floating Shot,[203115],1610612764.0,WAS,driving floating,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Center,12.17,Missed,,,,,,,,,,,,,,,,,,
216,PT08M35.00S,2022-10-30T22:45:07.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,44,21,2022-10-30T22:45:13Z,2150000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,215.0,4.0,3.0,1.0,,,,,,,,,,
217,PT08M19.00S,2022-10-30T22:45:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,62.254901960784316,1610612738,44,21,2022-10-30T22:45:31Z,2160000,61.0,18.0,1,right,MISS J. Tatum 6' driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,,
218,PT08M16.00S,2022-10-30T22:45:27.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,44,21,2022-10-30T22:45:31Z,2170000,,,0,,K. Kuzma REBOUND (Off:1 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,,,
220,PT08M10.00S,2022-10-30T22:45:32.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,7.5722733245729295,53.431372549019606,1610612764,44,21,2022-10-30T22:58:37Z,2190000,-17.0,19.0,1,left,MISS K. Kuzma running Layup,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
221,PT08M06.00S,2022-10-30T22:45:36.4Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612764,44,21,2022-10-30T22:46:07Z,2200000,,,0,,R. Hachimura REBOUND (Off:3 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,220.0,7.0,4.0,3.0,,,,,,,,,,
222,PT08M05.00S,2022-10-30T22:45:37.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629060,5.590000152587891,50.0,1610612764,44,23,2022-10-30T22:45:53Z,2210000,0.0,0.0,1,left,R. Hachimura tip Layup (2 PTS),[1629060],1610612764.0,WAS,tip,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
224,PT07M50.00S,2022-10-30T22:45:51.5Z,2,REGULAR,3pt,Jump Shot,[],203935,69.33311432325887,21.323529411764707,1610612738,44,23,2022-10-30T22:45:57Z,2220000,-143.0,236.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.6,Missed,,,,,,,,,,,,,,,,,,
225,PT07M50.00S,2022-10-30T22:45:51.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,44,23,2022-10-30T22:45:57Z,2230000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,
226,PT07M37.00S,2022-10-30T22:46:04.8Z,2,REGULAR,3pt,Jump Shot,[],203115,33.327858081471746,42.15686274509804,1610612764,44,23,2022-10-30T22:46:15Z,2240000,39.0,261.0,1,left,MISS W. Barton 26' step back 3PT,[203115],1610612764.0,WAS,step back,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
227,PT07M37.00S,2022-10-30T22:46:04.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,23,2022-10-30T22:46:11Z,2250000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,
228,PT07M24.00S,2022-10-30T22:46:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.77463863337714,47.05882352941176,1610612738,46,23,2022-10-30T22:46:24Z,2260000,-15.0,6.0,1,right,J. Tatum driving finger roll Layup (15 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.59,Made,15.0,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2022-10-30T22:46:33.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629060,19.530223390275953,39.705882352941174,1610612764,46,25,2022-10-30T22:46:48Z,2270000,51.0,131.0,1,left,R. Hachimura 14' driving Hook (4 PTS),[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,14.09,Made,4.0,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2022-10-30T22:46:45.8Z,2,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612764,46,25,2022-10-30T22:47:06Z,2280000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Hachimura 1 FT),"[1628436, 1629060]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204059.0,1.0,1.0,Hachimura,1629060.0,,,,,
232,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612764,46,25,2022-10-30T22:47:05Z,2300000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,out,[],1628436,,,1610612764,46,25,2022-10-30T22:47:05Z,2310000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,out,[],203115,,,1610612764,46,25,2022-10-30T22:47:05Z,2320000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,in,[],201143,,,1610612764,46,25,2022-10-30T22:47:05Z,2330000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612764,46,25,2022-10-30T22:47:05Z,2340000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M11.00S,2022-10-30T22:46:52.2Z,2,REGULAR,substitution,in,[],204001,,,1610612764,46,25,2022-10-30T22:47:05Z,2350000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M11.00S,2022-10-30T22:47:25.2Z,2,REGULAR,freethrow,1 of 1,[],1629060,,,1610612764,46,25,2022-10-30T22:47:25Z,2360000,,,0,,MISS R. Hachimura Free Throw 1 of 1,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2022-10-30T22:47:25.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,25,2022-10-30T22:47:33Z,2370000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,238.0,3.0,3.0,0.0,,,,,,,,,,
240,PT06M52.00S,2022-10-30T22:47:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,91.01511169513797,47.05882352941176,1610612738,46,25,2022-10-30T22:48:22Z,2380000,-15.0,32.0,1,right,MISS D. White driving Layup - blocked,"[1628401, 1629060]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,Hachimura,1629060.0,,,
241,PT06M52.00S,2022-10-30T22:47:44.8Z,2,REGULAR,block,,[],1629060,,,1610612738,46,25,2022-10-30T22:47:48Z,2390000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M51.00S,2022-10-30T22:47:45.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,25,2022-10-30T22:48:22Z,2400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,240.0,,,,,,,,,,,,,
244,PT06M51.00S,2022-10-30T22:47:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,25,2022-10-30T22:47:54Z,2420000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M46.00S,2022-10-30T22:50:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,94.03745072273325,56.127450980392155,1610612738,48,25,2022-10-30T22:50:54Z,2430000,31.0,4.0,1,right,A. Horford cutting Layup (2 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.08,Made,2.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
247,PT06M30.00S,2022-10-30T22:51:04.7Z,2,REGULAR,3pt,Jump Shot,[],203078,33.722076215505915,60.29411764705882,1610612764,48,25,2022-10-30T22:51:11Z,2450000,-51.0,264.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,26.95,Missed,,,,,,,,,,,,,,,,,,
248,PT06M27.00S,2022-10-30T22:51:07.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,25,2022-10-30T22:51:11Z,2460000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,,
249,PT06M12.00S,2022-10-30T22:51:22.2Z,2,REGULAR,3pt,Jump Shot,[],201143,67.23061760840999,54.65686274509803,1610612738,48,25,2022-10-30T22:51:29Z,2470000,23.0,256.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
250,PT06M10.00S,2022-10-30T22:51:24.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,48,25,2022-10-30T22:51:29Z,2480000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,
251,PT06M03.00S,2022-10-30T22:51:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.754927726675426,54.90196078431373,1610612764,48,27,2022-10-30T22:51:41Z,2490000,-25.0,30.0,1,left,K. Kuzma driving reverse Layup (9 PTS) (K. Porzingis 1 AST),"[1628398, 204001]",1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.86,Made,9.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
253,PT05M52.00S,2022-10-30T22:51:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,89.70105124835742,53.431372549019606,1610612738,48,27,2022-10-30T23:04:09Z,2510000,17.0,44.0,1,right,MISS A. Horford floating Shot,[201143],1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
254,PT05M50.00S,2022-10-30T22:51:44.7Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,48,27,2022-10-30T23:04:09Z,2520000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,253.0,4.0,3.0,1.0,,,,,,,,,,
