actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
174,PT10M00.00S,2023-03-26T22:37:12.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629057,91.01511169513797,46.81372549019608,1610612738,32,38,2023-03-26T22:43:43Z,1690000,False,-16.0,32.0,1,right,R. Williams III turnaround Hook (5 PTS) (M. Brogdon 3 AST),"[1629057, 1627763]",1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,3.57,Made,5.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,
176,PT10M00.00S,2023-03-26T22:37:14.9Z,2,REGULAR,foul,personal,['1freethrow'],1631230,,,1610612738,32,38,2023-03-26T22:37:26Z,1710000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Williams III 1 FT),"[1631230, 1629057]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,101284.0,1.0,0.0,Williams III,1629057.0,,,,
178,PT10M00.00S,2023-03-26T22:37:42.9Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,32,38,2023-03-26T22:37:42Z,1730000,False,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
179,PT09M57.00S,2023-03-26T22:37:45.9Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,32,38,2023-03-26T22:37:46Z,1740000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,,,
180,PT09M43.00S,2023-03-26T22:37:59.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,22.946780551905388,92.8921568627451,1610612759,32,38,2023-03-26T22:38:05Z,1750000,False,-214.0,163.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,26.95,Missed,,,,,,,,,,,,,,,,,
181,PT09M41.00S,2023-03-26T22:38:01.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,32,38,2023-03-26T22:38:05Z,1760000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,180.0,,,,,,,,,,,,
183,PT09M33.00S,2023-03-26T22:38:16.4Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.96780551905388,35.78431372549019,1610612738,32,38,2023-03-26T22:46:59Z,1780000,False,-71.0,258.0,1,right,MISS M. Brogdon 26' step back 3PT,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,26.76,Missed,,,,,,,,,,,,,,,,,
184,PT09M29.00S,2023-03-26T22:38:20.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,32,38,2023-03-26T22:46:59Z,1790000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,,
185,PT09M25.00S,2023-03-26T22:38:25.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630170,9.674770039421814,42.40196078431372,1610612759,32,38,2023-03-26T22:47:52Z,1800000,False,38.0,38.0,1,left,MISS D. Vassell running Layup - blocked,"[1630170, 1627763]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,5.4,Missed,,,,,,,,,,,,,,Brogdon,1627763.0,,
197,PT09M25.00S,2023-03-26T22:38:25.8Z,2,REGULAR,block,,[],1627763,,,1610612759,32,38,2023-03-26T22:39:46Z,1805000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT09M24.00S,2023-03-26T22:38:26.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,32,38,2023-03-26T22:39:46Z,1810000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,185.0,,,,,,,,,,,,
187,PT09M11.00S,2023-03-26T22:38:43.8Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,32,38,2023-03-26T22:38:51Z,1820000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1628984]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,,,,,,Graham,1628984.0
188,PT09M11.00S,2023-03-26T22:38:43.8Z,2,REGULAR,steal,,[],1628984,,,1610612759,32,38,2023-03-26T22:38:45Z,1830000,False,,,0,,D. Graham STEAL (2 STL),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
189,PT09M05.00S,2023-03-26T22:38:48.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,25.969119579500656,88.48039215686273,1610612759,32,38,2023-03-26T22:48:47Z,1840000,False,-192.0,192.0,1,left,MISS D. Vassell 27' running pullup 3PT,[1630170],1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,27.15,Missed,,,,,,,,,,,,,,,,,
190,PT09M03.00S,2023-03-26T22:38:50.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,32,38,2023-03-26T22:38:50Z,1850000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,
191,PT08M58.00S,2023-03-26T22:38:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629057,92.85479632063075,42.40196078431372,1610612738,34,38,2023-03-26T22:49:30Z,1860000,False,-38.0,15.0,1,right,R. Williams III running Layup (7 PTS),[1629057],1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,4.07,Made,7.0,,,,,,,,,,,,,,,,
193,PT08M43.00S,2023-03-26T22:39:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,8.278580814717477,44.76102941176471,1610612759,34,40,2023-03-26T22:39:21Z,1880000,False,26.0,25.0,1,left,T. Jones driving Layup (5 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,3.64,Made,5.0,,,,,,,,,,,,,,,,
194,PT08M36.00S,2023-03-26T22:39:21.0Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612738,34,40,2023-03-26T22:39:30Z,1890000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1628984, 1627763]",1610612759.0,SAS,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203177.0,1.0,0.0,Brogdon,1627763.0,,,,
196,PT08M36.00S,2023-03-26T22:39:42.3Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,35,40,2023-03-26T22:39:42Z,1910000,False,,,0,,M. Brogdon Free Throw 1 of 2 (1 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
199,PT08M36.00S,2023-03-26T22:39:43.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,35,40,2023-03-26T22:39:58Z,1920000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M36.00S,2023-03-26T22:39:43.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,35,40,2023-03-26T22:39:58Z,1930000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M36.00S,2023-03-26T22:39:43.1Z,2,REGULAR,substitution,in,[],201143,,,1610612738,35,40,2023-03-26T22:39:58Z,1940000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M36.00S,2023-03-26T22:39:43.1Z,2,REGULAR,substitution,in,[],203935,,,1610612738,35,40,2023-03-26T22:39:58Z,1950000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M36.00S,2023-03-26T22:40:03.4Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,36,40,2023-03-26T22:40:03Z,1960000,False,,,0,,M. Brogdon Free Throw 2 of 2 (2 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
204,PT08M24.00S,2023-03-26T22:40:19.2Z,2,REGULAR,turnover,double dribble,[],1630200,,,1610612759,36,40,2023-03-26T22:40:29Z,1970000,False,,,0,,T. Jones double dribble TURNOVER (1 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,101284.0,,,,,,,,
205,PT08M09.00S,2023-03-26T22:40:46.5Z,2,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612738,36,40,2023-03-26T22:40:55Z,1980000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Brogdon 2 FT),"[1631230, 1627763]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1626301.0,2.0,0.0,Brogdon,1627763.0,,,,
207,PT08M09.00S,2023-03-26T22:41:10.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627763,,,1610612738,37,40,2023-03-26T22:41:29Z,2000000,False,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
208,PT08M09.00S,2023-03-26T22:41:10.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627763,,,1610612738,37,40,2023-03-26T22:41:29Z,2010000,False,,,0,,MISS M. Brogdon Free Throw 2 of 2,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
209,PT08M06.00S,2023-03-26T22:41:13.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,40,2023-03-26T22:41:29Z,2020000,False,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,208.0,4.0,4.0,0.0,,,,,,,,,
210,PT07M49.00S,2023-03-26T22:41:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,20.318659658344284,51.225490196078425,1610612759,37,40,2023-03-26T22:41:48Z,2030000,False,-6.0,138.0,1,left,MISS T. Jones 13' fadeaway Shot,[1630200],1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,13.86,Missed,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2023-03-26T22:41:42.9Z,2,REGULAR,rebound,defensive,[],203488,,,1610612738,37,40,2023-03-26T22:41:48Z,2040000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,
212,PT07M43.00S,2023-03-26T22:41:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612738,37,40,2023-03-26T22:42:05Z,2050000,False,,,0,,T. Jones personal FOUL (2 PF) (Brogdon 2 FT),"[1630200, 1627763]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1626301.0,2.0,0.0,Brogdon,1627763.0,,,,
214,PT07M43.00S,2023-03-26T22:42:16.0Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,38,40,2023-03-26T22:42:16Z,2070000,False,,,0,,M. Brogdon Free Throw 1 of 2 (4 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
215,PT07M43.00S,2023-03-26T22:42:16.9Z,2,REGULAR,substitution,out,[],1628984,,,1610612738,38,40,2023-03-26T22:42:22Z,2080000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M43.00S,2023-03-26T22:42:16.9Z,2,REGULAR,substitution,out,[],1631230,,,1610612738,38,40,2023-03-26T22:42:22Z,2090000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M43.00S,2023-03-26T22:42:16.9Z,2,REGULAR,substitution,in,[],1631103,,,1610612738,38,40,2023-03-26T22:42:22Z,2100000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M43.00S,2023-03-26T22:42:16.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612738,38,40,2023-03-26T22:42:22Z,2110000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M43.00S,2023-03-26T22:42:32.2Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,39,40,2023-03-26T22:42:32Z,2120000,False,,,0,,M. Brogdon Free Throw 2 of 2 (5 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
220,PT07M28.00S,2023-03-26T22:42:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,9.017739816031538,61.51960784313726,1610612759,39,40,2023-03-26T22:42:56Z,2130000,False,-58.0,32.0,1,left,MISS D. McDermott 6' driving bank Shot,[203926],1610612759.0,SAS,driving bank,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,6.6,Missed,,,,,,,,,,,,,,,,,
221,PT07M25.00S,2023-03-26T22:42:52.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,39,40,2023-03-26T22:42:56Z,2140000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,,
222,PT07M21.00S,2023-03-26T22:42:56.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,90.75229960578186,43.627450980392155,1610612738,41,40,2023-03-26T22:43:01Z,2150000,False,-32.0,34.0,1,right,D. White running Layup (4 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,4.69,Made,4.0,,,,,,,,,,,,,,,,
223,PT07M02.00S,2023-03-26T22:43:15.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,14.011169513797633,55.88235294117647,1610612759,41,40,2023-03-26T22:43:25Z,2160000,False,-29.0,79.0,1,left,MISS Z. Collins 8' turnaround Hook,[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,8.45,Missed,,,,,,,,,,,,,,,,,
224,PT06M59.00S,2023-03-26T22:43:18.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,41,40,2023-03-26T22:44:28Z,2170000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,223.0,4.0,4.0,0.0,,,,,,,,,
227,PT06M52.00S,2023-03-26T22:43:25.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,94.56307490144546,55.63725490196079,1610612738,41,40,2023-03-26T22:43:48Z,2200000,False,28.0,-1.0,1,right,MISS M. Brogdon running Layup,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,2.82,Missed,,,,,,,,,,,,,,,,,
228,PT06M51.00S,2023-03-26T22:43:26.6Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,41,40,2023-03-26T22:43:48Z,2210000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,227.0,2.0,1.0,1.0,,,,,,,,,
229,PT06M49.00S,2023-03-26T22:43:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,92.19776609724047,51.9607843137255,1610612738,43,40,2023-03-26T22:43:59Z,2220000,False,10.0,21.0,1,right,M. Brogdon putback Layup (7 PTS),[1627763],1610612738.0,BOS,putback,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,2.3,Made,7.0,,,,,,,,,,,,,,,,
230,PT06M49.00S,2023-03-26T22:43:36.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,43,40,2023-03-26T22:43:36Z,2230000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2023-03-26T22:45:45.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612759,43,40,2023-03-26T22:46:26Z,2240000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2023-03-26T22:45:45.0Z,2,REGULAR,substitution,out,[],203488,,,1610612759,43,40,2023-03-26T22:46:26Z,2250000,False,,,0,,SUB out: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2023-03-26T22:45:45.0Z,2,REGULAR,substitution,in,[],1627759,,,1610612759,43,40,2023-03-26T22:46:26Z,2260000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2023-03-26T22:45:45.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612759,43,40,2023-03-26T22:46:26Z,2270000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M32.00S,2023-03-26T22:46:50.3Z,2,REGULAR,3pt,Jump Shot,[],1631103,33.196452036793694,62.745098039215684,1610612759,43,40,2023-03-26T22:46:57Z,2280000,False,-64.0,260.0,1,left,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,26.72,Missed,,,,,,,,,,,,,,,,,
237,PT06M30.00S,2023-03-26T22:46:52.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,43,40,2023-03-26T22:46:57Z,2290000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,
238,PT06M23.00S,2023-03-26T22:46:59.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,91.27792378449409,48.28431372549019,1610612738,43,40,2023-03-26T22:47:17Z,2300000,False,-9.0,29.0,1,right,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,3.07,Missed,,,,,,,,,,,,,,,,,
239,PT06M22.00S,2023-03-26T22:47:00.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,43,40,2023-03-26T22:47:17Z,2310000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,238.0,4.0,4.0,0.0,,,,,,,,,
240,PT06M21.00S,2023-03-26T22:47:06.4Z,2,REGULAR,foul,personal,[],203935,,,1610612759,43,40,2023-03-26T22:47:10Z,2320000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628380]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,101284.0,1.0,0.0,Collins,1628380.0,,,,
242,PT06M05.00S,2023-03-26T22:47:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,8.754927726675426,59.068627450980394,1610612759,43,40,2023-03-26T22:47:38Z,2340000,False,-45.0,30.0,1,left,MISS M. Branham driving Layup - blocked,"[1631103, 201143]",1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,5.42,Missed,,,,,,,,,,,,,,Horford,201143.0,,
243,PT06M05.00S,2023-03-26T22:47:31.4Z,2,REGULAR,block,,[],201143,,,1610612759,43,40,2023-03-26T22:47:33Z,2350000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M03.00S,2023-03-26T22:47:33.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,43,40,2023-03-26T22:47:42Z,2360000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,
245,PT06M01.00S,2023-03-26T22:47:41.1Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612738,43,40,2023-03-26T22:49:45Z,2370000,False,,,0,,J. Brown flagrant-type-1 personal FOUL (1 PF) (Jones 2 FT),"[1627759, 1630200]",1610612738.0,BOS,flagrant-type-1,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1626301.0,1.0,0.0,Jones,1630200.0,,,,
247,PT06M01.00S,2023-03-26T22:47:41.1Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,43,40,2023-03-26T22:47:41Z,2390000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,1626301.0,,,,,,,,
249,PT06M01.00S,2023-03-26T22:49:46.9Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,43,41,2023-03-26T22:49:46Z,2410000,False,,,0,,T. Jones flagrant Free Throw 1 of 2 (6 PTS),[1630200],1610612759.0,SAS,flagrant,,,Jones,T. Jones,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
250,PT06M01.00S,2023-03-26T22:49:46.9Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,43,41,2023-03-26T22:50:01Z,2420000,False,,,0,,MISS T. Jones flagrant Free Throw 2 of 2,[1630200],1610612759.0,SAS,flagrant,,,Jones,T. Jones,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
251,PT06M01.00S,2023-03-26T22:49:46.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,43,41,2023-03-26T22:50:01Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,
252,PT06M01.00S,2023-03-26T22:50:15.6Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612759,43,41,2023-03-26T22:50:37Z,2440000,False,,,0,,G. Williams away-from-play personal FOUL (1 PF) (Jones 1 FT),"[1629684, 1630200]",1610612738.0,BOS,away-from-play,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,101284.0,1.0,0.0,Jones,1630200.0,,,,
254,PT06M01.00S,2023-03-26T22:50:38.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630200,,,1610612759,43,42,2023-03-26T22:50:38Z,2460000,False,,,0,,T. Jones away-from-play Free Throw 1 of 1 (7 PTS),[1630200],1610612759.0,SAS,away-from-play,,,Jones,T. Jones,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
255,PT06M01.00S,2023-03-26T22:50:42.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,43,42,2023-03-26T22:50:44Z,2470000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M01.00S,2023-03-26T22:50:42.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,43,42,2023-03-26T22:50:44Z,2480000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M59.00S,2023-03-26T22:50:52.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,28.465834428383708,80.63725490196079,1610612759,43,45,2023-03-26T22:50:57Z,2490000,False,-153.0,215.0,1,left,Z. Collins 26' 3PT  (12 PTS) (D. Vassell 3 AST),"[1628380, 1630170]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,26.41,Made,12.0,D. Vassell,1630170.0,3.0,,,,,,,,,,,,,
259,PT05M44.00S,2023-03-26T22:51:14.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612738,43,45,2023-03-26T22:51:35Z,2510000,False,,,0,,D. Vassell shooting personal FOUL (2 PF) (Smart 2 FT),"[1630170, 203935]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,2.0,0.0,Smart,203935.0,,,,
261,PT05M44.00S,2023-03-26T22:51:32.8Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,44,45,2023-03-26T22:51:32Z,2530000,False,,,0,,M. Smart Free Throw 1 of 2 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
262,PT05M44.00S,2023-03-26T22:51:46.1Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,45,45,2023-03-26T22:51:46Z,2540000,False,,,0,,M. Smart Free Throw 2 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
