actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
185,PT00M27.20S,2022-10-29T00:14:28.8Z,1,REGULAR,rebound,offensive,[],203943,,,1610612738,29,33,2022-10-29T00:14:37Z,1840000,,,0,,N. Vonleh REBOUND (Off:1 Def:0),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,184.0,,,1.0,0.0,1.0,,,,,,,,
186,PT00M27.20S,2022-10-29T00:14:30.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203943,94.40999984741211,50.0,1610612738,31,33,2022-10-29T00:14:49Z,1850000,0.0,0.0,1,right,N. Vonleh tip DUNK (2 PTS),[203943],1610612738.0,BOS,tip,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.0,,,,,,,,,,,
187,PT00M04.80S,2022-10-29T00:14:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,8.886333771353483,57.35294117647059,1610612739,31,33,2022-10-29T00:15:07Z,1860000,-37.0,31.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.81,,,,,,,,,,,
188,PT00M02.50S,2022-10-29T00:14:57.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,31,33,2022-10-29T00:15:07Z,1870000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,187.0,,,1.0,1.0,0.0,,,,,,,,
189,PT00M01.00S,2022-10-29T00:15:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,68.15045992115637,18.627450980392158,1610612738,34,33,2022-10-29T00:16:36Z,1880000,-157.0,247.0,1,right,S. Hauser 29' 3PT running (5 PTS) (M. Smart 3 AST),"[1630573, 203935]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,29.25,,,,,M. Smart,203935.0,3.0,,,,
192,PT00M00.00S,2022-10-29T00:15:17.7Z,1,REGULAR,period,end,[],0,,,1610612739,34,33,2022-10-29T00:15:17Z,1910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-10-29T00:17:19.8Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,34,33,2022-10-29T00:17:44Z,1920000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-10-29T00:17:19.8Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612739,34,33,2022-10-29T00:17:44Z,1930000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-10-29T00:17:45.7Z,2,REGULAR,period,start,[],0,,,1610612738,34,33,2022-10-29T00:17:45Z,1940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M41.00S,2022-10-29T00:18:03.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203943,89.70105124835742,45.09803921568628,1610612738,34,33,2022-10-29T00:18:59Z,1950000,-25.0,44.0,1,right,MISS N. Vonleh driving Hook,[203943],1610612738.0,BOS,driving,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.06,,,,,,,,,,,
197,PT11M38.00S,2022-10-29T00:18:06.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,34,33,2022-10-29T00:18:59Z,1960000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,,,2.0,2.0,0.0,,,,,,,,
198,PT11M31.00S,2022-10-29T00:18:13.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,11.383048620236531,49.754901960784316,1610612739,34,35,2022-10-29T00:18:21Z,1970000,1.0,55.0,1,left,D. Mitchell driving floating Jump Shot (9 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,5.45,,,,,,,,,,,
199,PT11M21.00S,2022-10-29T00:18:24.5Z,2,REGULAR,3pt,Jump Shot,[],201933,74.11300919842313,15.464154411764705,1610612738,37,35,2022-10-29T00:18:30Z,1980000,-173.0,191.0,1,right,B. Griffin 25' 3PT  (5 PTS) (M. Brogdon 4 AST),"[201933, 1627763]",1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,25.74,,,,,M. Brogdon,1627763.0,4.0,,,,
201,PT10M56.00S,2022-10-29T00:18:50.0Z,2,REGULAR,3pt,Jump Shot,[],201567,25.04927726675427,91.91176470588235,1610612739,37,35,2022-10-29T00:19:06Z,2000000,-210.0,183.0,1,left,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.82,,,,,,,,,,,
202,PT10M53.00S,2022-10-29T00:18:53.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,37,35,2022-10-29T00:19:06Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,201.0,,,,,,,,,,,,,
204,PT10M44.00S,2022-10-29T00:19:21.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627747,17.95335085413929,39.705882352941174,1610612739,37,37,2022-10-29T00:19:26Z,2030000,51.0,116.0,1,left,C. LeVert 12' pullup Jump Shot (11 PTS),[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,11.0,12.72,,,,,,,,,,,
205,PT10M31.00S,2022-10-29T00:19:34.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,80.3712220762155,91.42156862745098,1610612738,37,37,2022-10-29T00:20:19Z,2040000,207.0,132.0,1,right,MISS S. Hauser 24' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.56,,,,,,,,,,,
206,PT10M28.00S,2022-10-29T00:19:37.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,37,37,2022-10-29T00:19:39Z,2050000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,205.0,,,3.0,3.0,0.0,,,,,,,,
207,PT10M10.00S,2022-10-29T00:19:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.6215505913272015,59.53584558823529,1610612739,37,39,2022-10-29T00:38:38Z,2060000,-48.0,19.0,1,left,D. Mitchell driving Layup (11 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,11.0,5.14,,,,,,,,,,,
208,PT09M58.00S,2022-10-29T00:20:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,91.40932982917214,54.65686274509803,1610612738,39,39,2022-10-29T00:20:11Z,2070000,23.0,28.0,1,right,M. Smart driving floating bank Jump Shot (3 PTS),[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,3.67,,,,,,,,,,,
209,PT09M42.00S,2022-10-29T00:20:25.2Z,2,REGULAR,3pt,Jump Shot,[],1630596,30.56833114323259,82.1078431372549,1610612739,39,39,2022-10-29T00:20:39Z,2080000,-161.0,235.0,1,left,MISS E. Mobley 28' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,28.44,,,,,,,,,,,
210,PT09M38.00S,2022-10-29T00:20:29.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,39,2022-10-29T00:20:39Z,2090000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,209.0,,,,,,,,,,,,,
212,PT09M38.00S,2022-10-29T00:20:32.7Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,39,39,2022-10-29T00:20:50Z,2110000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M38.00S,2022-10-29T00:20:32.7Z,2,REGULAR,substitution,out,[],203935,,,1610612738,39,39,2022-10-29T00:20:50Z,2120000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M38.00S,2022-10-29T00:20:32.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,39,39,2022-10-29T00:20:50Z,2130000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M38.00S,2022-10-29T00:20:32.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,39,39,2022-10-29T00:20:50Z,2140000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M24.00S,2022-10-29T00:21:15.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.35594612352168,58.111213235294116,1610612738,39,39,2022-10-29T00:22:19Z,2150000,41.0,264.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.69,,,,,,,,,,,
217,PT09M21.00S,2022-10-29T00:21:18.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,39,39,2022-10-29T00:21:21Z,2160000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,216.0,,,2.0,1.0,1.0,,,,,,,,
218,PT09M18.00S,2022-10-29T00:21:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.59198423127464,48.529411764705884,1610612738,41,39,2022-10-29T00:22:57Z,2170000,-7.0,17.0,1,right,J. Tatum driving finger roll Layup (10 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.86,,,,,,,,,,,
219,PT09M03.00S,2022-10-29T00:21:35.8Z,2,REGULAR,3pt,Jump Shot,[],201567,31.750985545335087,70.83333333333334,1610612739,41,42,2022-10-29T00:21:40Z,2180000,-104.0,246.0,1,left,K. Love 26' 3PT  (6 PTS) (C. LeVert 3 AST),"[201567, 1627747]",1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,6.0,26.72,,,,,C. LeVert,1627747.0,3.0,,,,
221,PT08M42.00S,2022-10-29T00:21:57.9Z,2,REGULAR,foul,personal,['3freethrow'],1630596,,,1610612738,41,42,2022-10-29T00:22:09Z,2200000,,,0,,E. Mobley shooting personal FOUL (2 PF) (Tatum 3 FT),"[1630596, 1628369]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,202049.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
223,PT08M42.00S,2022-10-29T00:22:29.5Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,42,42,2022-10-29T00:22:29Z,2220000,,,0,,J. Tatum Free Throw 1 of 3 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
224,PT08M42.00S,2022-10-29T00:22:46.9Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,43,42,2022-10-29T00:22:46Z,2230000,,,0,,J. Tatum Free Throw 2 of 3 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
225,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,out,[],201933,,,1610612738,43,42,2022-10-29T00:23:10Z,2240000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,out,[],201567,,,1610612738,43,42,2022-10-29T00:23:10Z,2250000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,out,[],1626224,,,1610612738,43,42,2022-10-29T00:23:10Z,2260000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,43,42,2022-10-29T00:23:10Z,2270000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,in,[],1629731,,,1610612738,43,42,2022-10-29T00:23:10Z,2280000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M42.00S,2022-10-29T00:22:47.7Z,2,REGULAR,substitution,in,[],1628386,,,1610612738,43,42,2022-10-29T00:23:10Z,2290000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M42.00S,2022-10-29T00:23:13.6Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,44,42,2022-10-29T00:23:13Z,2300000,,,0,,J. Tatum Free Throw 3 of 3 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
232,PT08M28.00S,2022-10-29T00:23:28.4Z,2,REGULAR,2pt,Jump Shot,[],1627747,21.632720105124836,30.637254901960787,1610612739,44,42,2022-10-29T00:23:37Z,2310000,97.0,151.0,1,left,MISS C. LeVert 17' fadeaway Shot,[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,17.92,,,,,,,,,,,
233,PT08M25.00S,2022-10-29T00:23:31.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,44,42,2022-10-29T00:23:37Z,2320000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,232.0,,,1.0,1.0,0.0,,,,,,,,
234,PT08M20.00S,2022-10-29T00:23:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.19776609724047,46.568627450980394,1610612738,46,42,2022-10-29T00:23:43Z,2330000,-17.0,21.0,1,right,J. Brown running Layup (5 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,2.7,,,,,J. Tatum,1628369.0,1.0,,,,
236,PT08M11.00S,2022-10-29T00:23:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,18.478975032851512,39.46078431372549,1610612739,46,42,2022-10-29T00:24:12Z,2350000,53.0,121.0,1,left,MISS D. Mitchell 13' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.22,,,,,,,,,,,
237,PT08M09.00S,2022-10-29T00:23:48.7Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,46,42,2022-10-29T00:24:12Z,2360000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,236.0,,,3.0,2.0,1.0,,,,,,,,
238,PT08M07.00S,2022-10-29T00:23:52.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,10.85742444152431,49.26470588235294,1610612739,46,44,2022-10-29T00:24:26Z,2370000,4.0,50.0,1,left,E. Mobley turnaround Hook (8 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,8.0,4.97,,,,,,,,,,,
239,PT07M58.00S,2022-10-29T00:24:00.6Z,2,REGULAR,foul,personal,[],1627747,,,1610612738,46,44,2022-10-29T00:24:15Z,2380000,,,0,,C. LeVert personal FOUL (2 PF),"[1627747, 1627759]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,1151.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
241,PT07M58.00S,2022-10-29T00:24:17.7Z,2,REGULAR,substitution,out,[],203943,,,1610612738,46,44,2022-10-29T00:24:21Z,2400000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M58.00S,2022-10-29T00:24:17.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,46,44,2022-10-29T00:24:21Z,2410000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M51.00S,2022-10-29T00:24:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.85479632063075,53.431372549019606,1610612738,48,44,2022-10-29T00:24:47Z,2420000,17.0,15.0,1,right,J. Brown driving Layup (7 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.26,,,,,,,,,,,
244,PT07M38.00S,2022-10-29T00:24:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,10.200394218134035,44.11764705882353,1610612739,48,46,2022-10-29T00:25:13Z,2430000,29.0,43.0,1,left,C. LeVert driving floating Jump Shot (13 PTS),[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,13.0,5.24,,,,,,,,,,,
245,PT07M23.00S,2022-10-29T00:25:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.24901445466492,53.431372549019606,1610612738,50,46,2022-10-29T00:25:17Z,2440000,17.0,11.0,1,right,J. Tatum driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,2.04,,,,,,,,,,,
246,PT07M23.00S,2022-10-29T00:25:15.4Z,2,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612738,50,46,2022-10-29T00:25:27Z,2450000,,,0,,C. LeVert shooting personal FOUL (3 PF) (Tatum 1 FT),"[1627747, 1628369]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,202049.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
248,PT07M23.00S,2022-10-29T00:25:43.9Z,2,REGULAR,substitution,out,[],1627747,,,1610612738,50,46,2022-10-29T00:26:28Z,2470000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M23.00S,2022-10-29T00:25:43.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612738,50,46,2022-10-29T00:26:28Z,2480000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M23.00S,2022-10-29T00:26:07.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,51,46,2022-10-29T00:26:07Z,2490000,,,0,,J. Tatum Free Throw 1 of 1 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
251,PT07M10.00S,2022-10-29T00:26:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,10.726018396846255,3.431372549019608,1610612739,51,46,2022-10-29T00:27:39Z,2500000,233.0,48.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.78,,,,,,,,,,,
252,PT07M08.00S,2022-10-29T00:26:25.5Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,51,46,2022-10-29T00:27:39Z,2510000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,251.0,,,4.0,2.0,2.0,,,,,,,,
253,PT07M08.00S,2022-10-29T00:26:28.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,5.590000152587891,50.0,1610612739,51,46,2022-10-29T00:28:05Z,2520000,0.0,0.0,1,left,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
254,PT07M07.00S,2022-10-29T00:26:29.8Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,51,46,2022-10-29T00:28:05Z,2530000,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,253.0,,,4.0,2.0,2.0,,,,,,,,
255,PT07M04.00S,2022-10-29T00:26:30.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,23.078186596583443,11.27450980392157,1610612739,51,46,2022-10-29T00:28:33Z,2540000,194.0,164.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.4,,,,,,,,,,,
256,PT07M02.00S,2022-10-29T00:26:32.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,51,46,2022-10-29T00:28:33Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,255.0,,,,,,,,,,,,,
258,PT06M52.00S,2022-10-29T00:26:48.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.39356110381078,61.51960784313726,1610612738,51,46,2022-10-29T00:27:10Z,2570000,58.0,104.0,1,right,MISS J. Brown 11' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.85,,,,,,,,,,,
259,PT06M49.00S,2022-10-29T00:26:51.4Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,51,46,2022-10-29T00:27:10Z,2580000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,258.0,,,2.0,2.0,0.0,,,,,,,,
260,PT06M45.00S,2022-10-29T00:26:55.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,31.61957950065703,77.45098039215686,1610612739,51,46,2022-10-29T00:29:52Z,2590000,-137.0,245.0,1,left,MISS D. Mitchell 28' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,28.06,,,,,,,,,,,
261,PT06M42.00S,2022-10-29T00:26:58.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,51,46,2022-10-29T00:27:14Z,2600000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,260.0,,,2.0,2.0,0.0,,,,,,,,
262,PT06M37.00S,2022-10-29T00:27:05.3Z,2,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,51,46,2022-10-29T00:27:21Z,2610000,,,0,,D. Wade shooting personal FOUL (1 PF) (Brown 2 FT),"[1629731, 1627759]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,202049.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
264,PT06M37.00S,2022-10-29T00:27:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,51,46,2022-10-29T00:27:20Z,2630000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M37.00S,2022-10-29T00:29:32.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,51,46,2022-10-29T00:30:07Z,2640000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M37.00S,2022-10-29T00:29:32.4Z,2,REGULAR,substitution,out,[],1630596,,,1610612738,51,46,2022-10-29T00:30:07Z,2650000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M37.00S,2022-10-29T00:29:32.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,51,46,2022-10-29T00:30:07Z,2660000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M37.00S,2022-10-29T00:29:32.4Z,2,REGULAR,substitution,in,[],201567,,,1610612738,51,46,2022-10-29T00:30:07Z,2670000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M37.00S,2022-10-29T00:30:24.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,51,46,2022-10-29T00:30:24Z,2680000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
