actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
171,PT11M14.00S,2024-03-20T00:10:23.9Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,21,29,2024-03-20T00:10:25Z,1710000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,170.0,3.0,3.0,0.0,,,,,,,,,,,,,,
172,PT10M59.00S,2024-03-20T00:10:38.5Z,2,REGULAR,3pt,Jump Shot,[],1626204,94.95729303547962,96.07843137254902,1610612740,21,29,2024-03-20T00:10:43Z,1720000,False,230.0,-5.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
173,PT10M56.00S,2024-03-20T00:10:41.5Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,21,29,2024-03-20T00:10:43Z,1730000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT10M46.00S,2024-03-20T00:10:51.7Z,2,REGULAR,3pt,Jump Shot,[],203471,32.40801576872536,51.470588235294116,1610612751,21,29,2024-03-20T00:10:55Z,1740000,False,-7.0,252.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
175,PT10M43.00S,2024-03-20T00:10:54.7Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,21,29,2024-03-20T00:10:55Z,1750000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,
176,PT10M38.00S,2024-03-20T00:11:00.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,72.61826544021025,80.63725490196079,1610612740,21,29,2024-03-20T00:11:06Z,1760000,False,153.0,205.0,1,right,MISS C. McCollum 25' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
177,PT10M34.00S,2024-03-20T00:11:04.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,21,29,2024-03-20T00:11:06Z,1770000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,176.0,4.0,2.0,2.0,,,,,,,,,,,,,,
178,PT10M30.00S,2024-03-20T00:11:07.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,28.33442838370565,24.019607843137255,1610612751,21,29,2024-03-20T00:12:03Z,1780000,False,130.0,214.0,1,left,MISS C. Thomas 25' running 3PT,[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
179,PT10M26.00S,2024-03-20T00:11:11.9Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,21,29,2024-03-20T00:11:12Z,1790000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,178.0,2.0,1.0,1.0,,,,,,,,,,,,,,
180,PT10M22.00S,2024-03-20T00:11:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,93.9060446780552,46.568627450980394,1610612740,21,31,2024-03-20T00:11:20Z,1800000,False,-17.0,5.0,1,right,Z. Williamson running Layup (2 PTS) (C. McCollum 3 AST),"[1629627, 203468]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,,,,2.0,C. McCollum,203468.0,3.0,,,,,,,
182,PT10M05.00S,2024-03-20T00:11:38.5Z,2,REGULAR,foul,offensive,[],1629651,,,1610612751,21,31,2024-03-20T00:12:00Z,1820000,False,,,0,,N. Claxton offensive FOUL (2 PF),"[1629651, 1630530]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,1628159.0,,,,,2.0,0.0,Murphy III,1630530.0,,,
184,PT10M05.00S,2024-03-20T00:11:38.5Z,2,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,21,31,2024-03-20T00:11:38Z,1840000,False,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,1628159.0,,,,,,,,,1.0,,
185,PT10M05.00S,2024-03-20T00:11:47.5Z,2,REGULAR,substitution,out,[],1629022,,,1610612740,21,31,2024-03-20T00:11:52Z,1850000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M05.00S,2024-03-20T00:11:47.5Z,2,REGULAR,substitution,in,[],1627827,,,1610612740,21,31,2024-03-20T00:11:52Z,1860000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M51.00S,2024-03-20T00:12:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,78.9257555847569,92.64705882352942,1610612740,21,34,2024-03-20T00:12:11Z,1870000,False,213.0,146.0,1,right,T. Murphy III 25' 3PT  (5 PTS) (Z. Williamson 1 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,,,,5.0,Z. Williamson,1629627.0,1.0,,,,,,,
189,PT09M36.00S,2024-03-20T00:12:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,7.046649145860711,43.872549019607845,1610612751,23,34,2024-03-20T00:12:25Z,1890000,False,31.0,14.0,1,left,C. Thomas driving floating bank Jump Shot (7 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,,,,7.0,,,,,,,,,,
190,PT09M17.00S,2024-03-20T00:12:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,90.62089356110381,62.00980392156863,1610612740,23,34,2024-03-20T00:12:51Z,1900000,False,60.0,36.0,1,right,MISS T. Murphy III 6' driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
191,PT09M17.00S,2024-03-20T00:12:39.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,23,34,2024-03-20T00:12:51Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,190.0,,,,,,,,,,,,,,,,,
192,PT09M17.00S,2024-03-20T00:12:47.7Z,2,REGULAR,foul,personal,[],1629651,,,1610612740,23,34,2024-03-20T00:13:05Z,1920000,False,,,0,,N. Claxton loose ball personal FOUL (3 PF),"[1629651, 1629627]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,1628159.0,,,,,3.0,0.0,Williamson,1629627.0,,,
194,PT09M17.00S,2024-03-20T00:12:57.6Z,2,REGULAR,substitution,out,[],1629651,,,1610612740,23,34,2024-03-20T00:13:01Z,1940000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M17.00S,2024-03-20T00:12:57.6Z,2,REGULAR,substitution,in,[],1630549,,,1610612740,23,34,2024-03-20T00:13:01Z,1950000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M10.00S,2024-03-20T00:13:16.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,93.51182654402102,46.07843137254902,1610612740,23,36,2024-03-20T00:13:19Z,1960000,False,-20.0,8.0,1,right,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,4.0,,,,,,,,,,
197,PT08M58.00S,2024-03-20T00:13:27.5Z,2,REGULAR,3pt,Jump Shot,[],1627827,30.699737187910642,32.35294117647059,1610612751,23,36,2024-03-20T00:13:33Z,1970000,False,88.0,236.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
198,PT08M53.00S,2024-03-20T00:13:32.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,23,36,2024-03-20T00:18:18Z,1980000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT08M47.00S,2024-03-20T00:13:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.49605781865965,64.95098039215686,1610612740,23,38,2024-03-20T00:13:42Z,1990000,False,75.0,84.0,1,right,N. Marshall 11' pullup Jump Shot (2 PTS),[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Right,11.23,Made,,,,,,,,2.0,,,,,,,,,,
200,PT08M46.00S,2024-03-20T00:13:45.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,38,2024-03-20T00:13:45Z,2000000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M46.00S,2024-03-20T00:13:45.9Z,2,REGULAR,substitution,out,[],1629661,,,1610612751,23,38,2024-03-20T00:16:28Z,2010000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M46.00S,2024-03-20T00:13:45.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,23,38,2024-03-20T00:16:28Z,2020000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M33.00S,2024-03-20T00:16:58.1Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612751,23,38,2024-03-20T00:17:05Z,2040000,False,,,0,,D. Schroder lost ball out-of-bounds TURNOVER (2 TO),[203471],1610612751.0,BKN,lost ball,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,,,,,,1628159.0,,,,,,,,,2.0,,
205,PT08M19.00S,2024-03-20T00:17:13.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,94.95729303547962,45.34313725490196,1610612740,23,38,2024-03-20T00:17:17Z,2050000,False,-23.0,-5.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1630549]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,Sharpe,1630549.0,,,,,,,,,,,,
206,PT08M19.00S,2024-03-20T00:17:13.7Z,2,REGULAR,block,,[],1630549,,,1610612740,23,38,2024-03-20T00:17:16Z,2060000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT08M17.00S,2024-03-20T00:17:15.7Z,2,REGULAR,rebound,defensive,[],203471,,,1610612751,23,38,2024-03-20T00:17:17Z,2070000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT08M13.00S,2024-03-20T00:17:19.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630560,6.521024967148489,53.431372549019606,1610612751,25,38,2024-03-20T00:17:59Z,2080000,False,-17.0,9.0,1,left,C. Thomas running Layup (9 PTS) (D. Schroder 1 AST),"[1630560, 203471]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,9.0,D. Schroder,203471.0,1.0,,,,,,,
212,PT07M53.00S,2024-03-20T00:17:39.4Z,2,REGULAR,2pt,Jump Shot,[],203468,92.85479632063075,19.852941176470587,1610612740,25,40,2024-03-20T00:26:06Z,2120000,False,-151.0,15.0,1,right,C. McCollum 15' step back Jump Shot (11 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,15.14,Made,,,,,,,,11.0,,,,,,,,,,
213,PT07M34.00S,2024-03-20T00:17:58.8Z,2,REGULAR,3pt,Jump Shot,[],203471,30.699737187910642,34.55882352941176,1610612751,25,40,2024-03-20T00:18:02Z,2130000,False,77.0,236.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
214,PT07M31.00S,2024-03-20T00:18:01.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,25,40,2024-03-20T00:18:02Z,2140000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,,
215,PT07M25.00S,2024-03-20T00:18:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,94.30026281208936,54.41176470588235,1610612740,25,42,2024-03-20T00:18:25Z,2150000,False,22.0,1.0,1,right,N. Marshall running Layup (4 PTS) (T. Murphy III 3 AST),"[1630230, 1630530]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,4.0,T. Murphy III,1630530.0,3.0,,,,,,,
217,PT07M11.00S,2024-03-20T00:18:22.2Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612751,25,42,2024-03-20T00:20:51Z,2170000,False,,,0,,D. Schroder bad pass TURNOVER (3 TO),"[203471, 1626204]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,3.0,Nance Jr.,1626204.0
218,PT07M11.00S,2024-03-20T00:18:22.2Z,2,REGULAR,steal,,[],1626204,,,1610612740,25,42,2024-03-20T00:29:01Z,2180000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
219,PT07M07.00S,2024-03-20T00:18:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.38042049934296,52.94117647058824,1610612740,25,44,2024-03-20T00:18:34Z,2190000,False,15.0,10.0,1,right,T. Murphy III running Layup (7 PTS) (L. Nance Jr. 1 AST),"[1630530, 1626204]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,7.0,L. Nance Jr.,1626204.0,1.0,,,,,,,
220,PT07M07.00S,2024-03-20T00:18:32.2Z,2,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612740,25,44,2024-03-20T00:18:44Z,2200000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1630560, 1630530]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,1.0,0.0,Murphy III,1630530.0,,,
222,PT07M07.00S,2024-03-20T00:18:49.3Z,2,REGULAR,substitution,out,[],1630560,,,1610612740,25,44,2024-03-20T00:18:56Z,2220000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M07.00S,2024-03-20T00:18:49.3Z,2,REGULAR,substitution,in,[],1628372,,,1610612740,25,44,2024-03-20T00:18:56Z,2230000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M07.00S,2024-03-20T00:19:10.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630530,,,1610612740,25,45,2024-03-20T00:19:10Z,2240000,False,,,0,,T. Murphy III Free Throw 1 of 1 (8 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
225,PT06M51.00S,2024-03-20T00:19:29.5Z,2,REGULAR,2pt,Jump Shot,[],1628372,25.706307490144546,35.294117647058826,1610612751,25,45,2024-03-20T00:19:34Z,2250000,False,74.0,189.0,1,left,MISS D. Smith Jr. 20' pullup Shot,[1628372],1610612751.0,BKN,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,20.29,Missed,,,,,,,,,,,,,,,,,,
226,PT06M47.00S,2024-03-20T00:19:33.5Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,25,45,2024-03-20T00:19:34Z,2260000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right Center,,,225.0,4.0,4.0,0.0,,,,,,,,,,,,,,
227,PT06M39.00S,2024-03-20T00:19:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.7365308804205,58.57843137254902,1610612740,25,47,2024-03-20T00:19:47Z,2270000,False,43.0,110.0,1,right,C. McCollum 11' driving floating Jump Shot (13 PTS) (Z. Williamson 2 AST),"[203468, 1629627]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,11.79,Made,,,,,,,,13.0,Z. Williamson,1629627.0,2.0,,,,,,,
230,PT06M19.00S,2024-03-20T00:20:01.7Z,2,REGULAR,turnover,lost ball,[],1628969,,,1610612751,25,47,2024-03-20T00:20:20Z,2290000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1629627]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Williamson,1629627.0
231,PT06M19.00S,2024-03-20T00:20:01.7Z,2,REGULAR,steal,,[],1629627,,,1610612740,25,47,2024-03-20T00:59:09Z,2300000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
232,PT06M15.00S,2024-03-20T00:20:05.6Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,25,47,2024-03-20T00:20:12Z,2310000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1628372]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0
233,PT06M15.00S,2024-03-20T00:20:05.6Z,2,REGULAR,steal,,[],1628372,,,1610612751,25,47,2024-03-20T00:20:08Z,2320000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
234,PT06M11.00S,2024-03-20T00:20:10.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628969,3.235873850197109,95.83333333333334,1610612751,28,47,2024-03-20T00:22:01Z,2330000,False,-229.0,-22.0,1,left,M. Bridges 3PT running pullup (10 PTS) (D. Smith Jr. 3 AST),"[1628969, 1628372]",1610612751.0,BKN,running pullup,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.03,Made,,,,,,,,10.0,D. Smith Jr.,1628372.0,3.0,,,,,,,
236,PT05M55.00S,2024-03-20T00:20:24.9Z,2,REGULAR,3pt,Jump Shot,[],203468,64.07687253613666,34.55882352941176,1610612740,28,47,2024-03-20T00:20:32Z,2350000,False,-77.0,285.0,1,right,MISS C. McCollum 29' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,29.55,Missed,,,,,,,,,,,,,,,,,,
237,PT05M53.00S,2024-03-20T00:20:26.9Z,2,REGULAR,rebound,defensive,[],203471,,,1610612751,28,47,2024-03-20T00:20:32Z,2360000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,236.0,2.0,2.0,0.0,,,,,,,,,,,,,,
238,PT05M32.00S,2024-03-20T00:20:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.338370565045992,52.69607843137255,1610612751,30,47,2024-03-20T00:21:13Z,2370000,False,-13.0,-2.0,1,left,D. Sharpe cutting Layup (6 PTS) (D. Schroder 2 AST),"[1630549, 203471]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,6.0,D. Schroder,203471.0,2.0,,,,,,,
240,PT05M24.00S,2024-03-20T00:21:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,30,47,2024-03-20T00:21:01Z,2390000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,out,[],203468,,,1610612740,30,47,2024-03-20T00:23:47Z,2400000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,30,47,2024-03-20T00:23:47Z,2410000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,30,47,2024-03-20T00:23:47Z,2420000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,in,[],202685,,,1610612740,30,47,2024-03-20T00:23:47Z,2430000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,30,47,2024-03-20T00:23:47Z,2440000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M24.00S,2024-03-20T00:21:02.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,30,47,2024-03-20T00:23:47Z,2450000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M10.00S,2024-03-20T00:24:15.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,92.32917214191852,55.88235294117647,1610612740,30,49,2024-03-20T00:24:21Z,2460000,False,29.0,20.0,1,right,J. Valanciunas driving bank Hook (4 PTS) (Z. Williamson 3 AST),"[202685, 1629627]",1610612740.0,NOP,driving bank,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.53,Made,,,,,,,,4.0,Z. Williamson,1629627.0,3.0,,,,,,,
249,PT04M52.00S,2024-03-20T00:24:41.3Z,2,REGULAR,foul,personal,[],202685,,,1610612751,30,49,2024-03-20T00:24:49Z,2480000,False,,,0,,J. Valanciunas personal FOUL (2 PF),"[202685, 1630549]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,2.0,0.0,Sharpe,1630549.0,,,
251,PT04M42.00S,2024-03-20T00:25:04.3Z,2,REGULAR,3pt,Jump Shot,[],203471,30.56833114323259,30.14705882352941,1610612751,30,49,2024-03-20T00:25:09Z,2500000,False,99.0,235.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
252,PT04M36.00S,2024-03-20T00:25:10.3Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,30,49,2024-03-20T00:25:09Z,2510000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT04M17.00S,2024-03-20T00:25:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.76544021024968,60.29411764705882,1610612740,30,49,2024-03-20T00:25:51Z,2530000,False,51.0,128.0,1,right,MISS B. Ingram 13' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
255,PT04M13.00S,2024-03-20T00:25:50.8Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,30,49,2024-03-20T00:25:51Z,2540000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,254.0,6.0,4.0,2.0,,,,,,,,,,,,,,
