actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
279,PT06M05.00S,2024-02-10T23:56:13.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,92.59198423127464,48.77450980392157,1610612759,47,39,2024-02-11T00:10:13Z,2545000,False,-6.0,17.0,1,right,MISS D. Barlow tip Layup,[1631230],1610612759.0,SAS,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
280,PT06M03.00S,2024-02-10T23:56:15.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,47,39,2024-02-11T00:00:47Z,2547500,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,279.0,,,,,,,,,,,,,,,,
260,PT06M03.00S,2024-02-10T23:56:17.3Z,2,REGULAR,substitution,out,[],1627732,,,1610612751,47,39,2024-02-11T00:00:30Z,2550000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2024-02-10T23:56:17.3Z,2,REGULAR,substitution,in,[],1628372,,,1610612751,47,39,2024-02-11T00:00:30Z,2560000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M46.00S,2024-02-10T23:56:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,11.12023653088042,42.8921568627451,1610612751,47,39,2024-02-10T23:56:49Z,2570000,False,36.0,52.0,1,left,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,,
263,PT05M46.00S,2024-02-10T23:56:44.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,47,39,2024-02-10T23:56:49Z,2580000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,262.0,,,,,,,,,,,,,,,,
265,PT05M46.00S,2024-02-10T23:56:51.0Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,47,39,2024-02-10T23:56:55Z,2600000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M46.00S,2024-02-10T23:56:51.0Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,47,39,2024-02-10T23:56:55Z,2610000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M31.00S,2024-02-10T23:57:15.1Z,2,REGULAR,2pt,Jump Shot,[],1630170,73.14388961892247,48.28431372549019,1610612759,47,41,2024-02-10T23:57:18Z,2620000,False,-9.0,200.0,1,right,D. Vassell 20' pullup Jump Shot (8 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,20.01,Made,8.0,,,,,,,,,,,,,,,,,
268,PT05M05.00S,2024-02-10T23:57:41.5Z,2,REGULAR,3pt,Jump Shot,[],203471,27.283180026281208,78.43137254901961,1610612751,47,41,2024-02-10T23:57:46Z,2630000,False,-142.0,204.0,1,left,MISS D. Schroder 24' 3PT - blocked,"[203471, 1630170]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,Vassell,1630170.0
269,PT05M05.00S,2024-02-10T23:57:41.5Z,2,REGULAR,block,,[],1630170,,,1610612751,47,41,2024-02-10T23:57:45Z,2640000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
270,PT05M00.00S,2024-02-10T23:57:46.5Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,47,41,2024-02-10T23:57:46Z,2650000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,268.0,3.0,3.0,0.0,,,,,,,,,,,,,
271,PT04M56.00S,2024-02-10T23:57:50.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,67.09921156373193,39.46078431372549,1610612759,47,41,2024-02-10T23:57:56Z,2660000,False,-53.0,257.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
272,PT04M51.00S,2024-02-10T23:57:55.5Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612751,47,41,2024-02-10T23:57:56Z,2670000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,
273,PT04M47.00S,2024-02-10T23:57:58.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,21.369908015768726,90.93137254901961,1610612751,50,41,2024-02-10T23:58:04Z,2680000,False,-205.0,148.0,1,left,J. Wilson 25' 3PT running (6 PTS) (D. Schroder 5 AST),"[1630592, 203471]",1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.28,Made,6.0,,,,,,,,,,,,,D. Schroder,203471.0,5.0,,
275,PT04M32.00S,2024-02-10T23:58:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,81.94809461235218,44.11764705882353,1610612759,50,41,2024-02-10T23:58:36Z,2700000,False,-29.0,117.0,1,right,MISS J. Sochan 12' turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,12.08,Missed,,,,,,,,,,,,,,,,,,
276,PT04M30.00S,2024-02-10T23:58:15.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,50,41,2024-02-10T23:58:36Z,2710000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,275.0,4.0,4.0,0.0,,,,,,,,,,,,,
277,PT04M22.00S,2024-02-10T23:58:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,14.931011826544022,47.794117647058826,1610612751,52,41,2024-02-10T23:58:47Z,2720000,False,11.0,88.0,1,left,D. Schroder 8' driving floating Jump Shot (10 PTS),[203471],1610612751.0,BKN,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,8.86,Made,10.0,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2024-02-10T23:58:29.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,52,41,2024-02-10T23:58:29Z,2730000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M04.00S,2024-02-11T00:01:40.7Z,2,REGULAR,foul,personal,[],1630560,,,1610612759,52,41,2024-02-11T00:02:00Z,2740000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 1630170]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,1.0,0.0,,,,Vassell,1630170.0,,,,,
283,PT03M52.00S,2024-02-11T00:02:14.8Z,2,REGULAR,3pt,Jump Shot,[],1629640,65.65374507227332,43.13725490196079,1610612759,52,44,2024-02-11T00:02:36Z,2760000,False,-34.0,270.0,1,right,K. Johnson 27' 3PT pullup (12 PTS) (B. Wesley 3 AST),"[1629640, 1631104]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,27.26,Made,12.0,,,,,,,,,,,,,B. Wesley,1631104.0,3.0,,
285,PT03M31.00S,2024-02-11T00:02:35.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,17.821944809461236,44.11764705882353,1610612751,52,44,2024-02-11T00:02:58Z,2780000,False,29.0,115.0,1,left,MISS D. Schroder 11' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,,,,,,,,,,,,,,,,,,
286,PT03M28.00S,2024-02-11T00:02:38.6Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612759,52,44,2024-02-11T00:02:58Z,2790000,False,,,0,,D. Barlow REBOUND (Off:2 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,285.0,3.0,1.0,2.0,,,,,,,,,,,,,
287,PT03M14.00S,2024-02-11T00:02:52.8Z,2,REGULAR,2pt,Jump Shot,[],1630170,83.39356110381078,73.52941176470588,1610612759,52,46,2024-02-11T00:03:02Z,2800000,False,118.0,104.0,1,right,D. Vassell 15' pullup Jump Shot (10 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,15.67,Made,10.0,,,,,,,,,,,,,,,,,
288,PT02M56.00S,2024-02-11T00:03:10.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.338370565045992,47.794117647058826,1610612751,54,46,2024-02-11T00:03:18Z,2810000,False,11.0,-2.0,1,left,N. Claxton alley-oop DUNK (6 PTS) (C. Thomas 2 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.12,Made,6.0,,,,,,,,,,,,,C. Thomas,1630560.0,2.0,,
290,PT02M39.00S,2024-02-11T00:03:30.3Z,2,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,54,46,2024-02-11T00:03:49Z,2830000,False,,,0,,K. Johnson step out-of-bounds TURNOVER (1 TO),[1629640],1610612759.0,SAS,step,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,,,1.0,,,,,,,,,
291,PT02M39.00S,2024-02-11T00:03:33.5Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,54,46,2024-02-11T00:03:44Z,2840000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M39.00S,2024-02-11T00:03:33.5Z,2,REGULAR,substitution,out,[],1631230,,,1610612751,54,46,2024-02-11T00:03:44Z,2850000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M39.00S,2024-02-11T00:03:33.5Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,54,46,2024-02-11T00:03:44Z,2860000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M39.00S,2024-02-11T00:03:33.5Z,2,REGULAR,substitution,in,[],1641705,,,1610612751,54,46,2024-02-11T00:03:44Z,2870000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M18.00S,2024-02-11T00:04:08.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,7.30946123521682,50.49019607843137,1610612751,56,46,2024-02-11T00:05:06Z,2880000,False,-2.0,16.0,1,left,N. Claxton cutting DUNK (8 PTS) (D. Schroder 6 AST),"[1629651, 203471]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.64,Made,8.0,,,,,,,,,,,,,D. Schroder,203471.0,6.0,,
297,PT02M05.00S,2024-02-11T00:04:25.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612759,56,46,2024-02-11T00:04:37Z,2900000,False,,,0,,D. Schroder personal FOUL (1 PF) (Wembanyama 2 FT),"[203471, 1641705]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,1.0,0.0,,,,Wembanyama,1641705.0,,,,,
299,PT02M05.00S,2024-02-11T00:04:55.1Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,56,47,2024-02-11T00:04:55Z,2920000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
300,PT02M05.00S,2024-02-11T00:04:55.8Z,2,REGULAR,substitution,out,[],1629651,,,1610612759,56,47,2024-02-11T00:05:07Z,2930000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M05.00S,2024-02-11T00:04:55.8Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,56,47,2024-02-11T00:05:07Z,2940000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M05.00S,2024-02-11T00:04:55.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612759,56,47,2024-02-11T00:05:07Z,2950000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M05.00S,2024-02-11T00:04:55.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,56,47,2024-02-11T00:05:07Z,2960000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M05.00S,2024-02-11T00:05:26.6Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,56,48,2024-02-11T00:05:26Z,2970000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
305,PT01M55.00S,2024-02-11T00:05:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.046649145860711,46.32352941176471,1610612751,56,48,2024-02-11T00:05:45Z,2980000,False,18.0,14.0,1,left,MISS D. Schroder driving Layup,[203471],1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
306,PT01M52.00S,2024-02-11T00:05:44.1Z,2,REGULAR,rebound,offensive,[],1628372,,,1610612751,56,48,2024-02-11T00:05:45Z,2990000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:2),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,305.0,3.0,2.0,1.0,,,,,,,,,,,,,
307,PT01M52.00S,2024-02-11T00:05:44.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628372,5.590000152587891,50.0,1610612751,58,48,2024-02-11T00:05:47Z,3000000,False,0.0,0.0,1,left,D. Smith Jr. tip Layup (7 PTS),[1628372],1610612751.0,BKN,tip,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
308,PT01M33.00S,2024-02-11T00:06:02.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,84.57621550591328,41.42156862745098,1610612759,58,48,2024-02-11T00:06:27Z,3010000,False,-43.0,92.0,1,right,MISS V. Wembanyama 10' turnaround Shot - blocked,"[1641705, 1628969]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
309,PT01M33.00S,2024-02-11T00:06:02.1Z,2,REGULAR,block,,[],1628969,,,1610612759,58,48,2024-02-11T00:06:05Z,3020000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
310,PT01M30.00S,2024-02-11T00:06:05.1Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612751,58,48,2024-02-11T00:06:08Z,3030000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:3),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,
311,PT01M29.00S,2024-02-11T00:06:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628372,6.652431011826544,49.26470588235294,1610612751,60,48,2024-02-11T00:06:11Z,3040000,False,4.0,10.0,1,left,D. Smith Jr. running finger roll Layup (9 PTS),[1628372],1610612751.0,BKN,running finger roll,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.07,Made,9.0,,,,,,,,,,,,,,,,,
312,PT01M11.00S,2024-02-11T00:06:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,91.67214191852825,57.35294117647059,1610612759,60,48,2024-02-11T00:06:47Z,3050000,False,37.0,26.0,1,right,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,,
313,PT01M08.00S,2024-02-11T00:06:26.8Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612751,60,48,2024-02-11T00:06:26Z,3060000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,312.0,1.0,1.0,0.0,,,,,,,,,,,,,
314,PT01M06.00S,2024-02-11T00:06:32.4Z,2,REGULAR,turnover,traveling,[],1630560,,,1610612751,60,48,2024-02-11T00:06:37Z,3070000,False,,,0,,C. Thomas traveling TURNOVER (1 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,,,,,,,,1662.0,,,1.0,,,,,,,,,
315,PT00M50.60S,2024-02-11T00:07:07.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,88.91261498028909,39.950980392156865,1610612759,60,48,2024-02-11T00:07:13Z,3080000,False,-50.0,52.0,1,right,MISS D. Vassell 7' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
316,PT00M46.80S,2024-02-11T00:07:11.4Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612751,60,48,2024-02-11T00:07:13Z,3090000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:4),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,315.0,5.0,4.0,1.0,,,,,,,,,,,,,
317,PT00M37.70S,2024-02-11T00:07:24.1Z,2,REGULAR,turnover,traveling,[],1630560,,,1610612751,60,48,2024-02-11T00:07:28Z,3100000,False,,,0,,C. Thomas traveling TURNOVER (2 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627541.0,,,2.0,,,,,,,,,
318,PT00M37.70S,2024-02-11T00:07:29.7Z,2,REGULAR,substitution,out,[],1630560,,,1610612759,60,48,2024-02-11T00:07:35Z,3110000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M37.70S,2024-02-11T00:07:29.7Z,2,REGULAR,substitution,in,[],1630592,,,1610612759,60,48,2024-02-11T00:07:35Z,3120000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M28.70S,2024-02-11T00:07:55.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,94.56307490144546,97.54901960784314,1610612759,60,48,2024-02-11T00:08:00Z,3130000,False,238.0,-1.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
321,PT00M25.50S,2024-02-11T00:07:58.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,60,48,2024-02-11T00:08:00Z,3140000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,320.0,3.0,3.0,0.0,,,,,,,,,,,,,
322,PT00M09.00S,2024-02-11T00:08:17.6Z,2,REGULAR,foul,personal,[],1629640,,,1610612751,60,48,2024-02-11T00:08:38Z,3150000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 203471]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,1628159.0,2.0,0.0,,,,Schroder,203471.0,,,,,
324,PT00M02.70S,2024-02-11T00:08:45.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,12.171484888304862,3.431372549019608,1610612751,60,48,2024-02-11T00:08:52Z,3170000,False,233.0,62.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
325,PT00M02.70S,2024-02-11T00:08:45.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,60,48,2024-02-11T00:08:52Z,3180000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,,
326,PT00M00.00S,2024-02-11T00:08:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630170,25.04927726675427,55.392156862745104,1610612759,60,48,2024-02-11T00:09:09Z,3190000,False,27.0,652.0,1,right,MISS D. Vassell 65' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,65.26,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.00S,2024-02-11T00:08:52.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,60,48,2024-02-11T00:09:09Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Center,,,,326.0,,,,,,,,,,,,,,,,
328,PT00M00.00S,2024-02-11T00:08:55.2Z,2,REGULAR,period,end,[],0,,,1610612759,60,48,2024-02-11T00:08:55Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,out,['startperiod'],1628372,,,1610612759,60,48,2024-02-11T00:23:57Z,3220000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,out,['startperiod'],203471,,,1610612759,60,48,2024-02-11T00:23:57Z,3230000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,out,['startperiod'],1630592,,,1610612759,60,48,2024-02-11T00:23:57Z,3240000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,60,48,2024-02-11T00:23:57Z,3250000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,in,['startperiod'],1627732,,,1610612759,60,48,2024-02-11T00:23:57Z,3260000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612759,60,48,2024-02-11T00:23:57Z,3270000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,in,['startperiod'],1630560,,,1610612759,60,48,2024-02-11T00:23:57Z,3280000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-02-11T00:23:01.1Z,3,REGULAR,substitution,in,['startperiod'],1630577,,,1610612759,60,48,2024-02-11T00:23:57Z,3290000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-02-11T00:24:02.3Z,3,REGULAR,period,start,[],0,,,1610612759,60,48,2024-02-11T00:24:02Z,3300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M45.00S,2024-02-11T00:24:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,6.258212877792378,55.14705882352941,1610612759,60,50,2024-02-11T00:24:30Z,3310000,False,-26.0,6.0,1,left,V. Wembanyama driving Layup (10 PTS) (D. Vassell 2 AST),"[1641705, 1630170]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.65,Made,10.0,,,,,,,,,,,,,D. Vassell,1630170.0,2.0,,
