actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
179,PT10M26.00S,2022-04-07T00:16:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.5722733245729295,51.9607843137255,1610612751,35,25,2022-04-07T00:16:42Z,1780000,-10.0,19.0,1,left,MISS N. Claxton Layup - blocked,"[1629651, 1630167]",1610612751.0,BKN,,,,,,,2.11,Missed,,Claxton,N. Claxton,,,,,,,,,,,,,,,,Toppin,1630167.0,,
180,PT10M26.00S,2022-04-07T00:16:34.6Z,2,REGULAR,block,,[],1630167,,,1610612751,35,25,2022-04-07T00:17:04Z,1790000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
181,PT10M24.00S,2022-04-07T00:16:36.6Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,35,25,2022-04-07T00:16:42Z,1800000,,,0,,T. Gibson REBOUND (Off:1 Def:2),[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,
182,PT10M20.00S,2022-04-07T00:16:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612752,35,25,2022-04-07T00:49:09Z,1810000,,,0,,C. Thomas personal FOUL (1 PF) (Toppin 2 FT),"[1630560, 1630167]",1610612751.0,BKN,,,,,,,,,,Thomas,C. Thomas,,,,,,,,1626301.0,1.0,0.0,Toppin,1630167.0,,,,,,,
186,PT10M20.00S,2022-04-07T00:16:58.1Z,2,REGULAR,substitution,out,[],200746,,,1610612752,35,25,2022-04-07T00:17:19Z,1825000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
187,PT10M20.00S,2022-04-07T00:16:58.1Z,2,REGULAR,substitution,in,[],1628971,,,1610612752,35,25,2022-04-07T00:17:19Z,1827500,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
184,PT10M20.00S,2022-04-07T00:17:13.8Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,35,25,2022-04-07T00:17:13Z,1830000,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612752.0,NYK,,,,,,,,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
185,PT10M20.00S,2022-04-07T00:17:13.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,35,25,2022-04-07T00:17:13Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,
188,PT10M20.00S,2022-04-07T00:17:36.7Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,36,25,2022-04-07T00:17:36Z,1850000,,,0,,O. Toppin Free Throw 2 of 2 (7 PTS),[1630167],1610612752.0,NYK,,,,,,,,Made,7.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
189,PT10M04.00S,2022-04-07T00:17:54.0Z,2,REGULAR,2pt,Jump Shot,[],203552,24.52365308804205,66.17647058823529,1610612751,36,25,2022-04-07T00:18:01Z,1860000,-81.0,178.0,1,left,MISS S. Curry 19' step back Shot,[203552],1610612751.0,BKN,step back,,,,,,19.55,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
190,PT10M02.00S,2022-04-07T00:17:56.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,36,25,2022-04-07T00:18:01Z,1870000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,
191,PT09M55.00S,2022-04-07T00:18:03.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,94.43166885676742,46.568627450980394,1610612752,38,25,2022-04-07T00:18:06Z,1880000,-17.0,0.0,1,right,O. Toppin Layup (9 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,,,,1.72,Made,9.0,Toppin,O. Toppin,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,,,
193,PT09M45.00S,2022-04-07T00:18:13.0Z,2,REGULAR,3pt,Jump Shot,[],202681,30.831143232588698,25.98039215686275,1610612751,38,28,2022-04-07T00:18:17Z,1900000,120.0,237.0,1,left,K. Irving 26' 3PT  (7 PTS),[202681],1610612751.0,BKN,,,,,,,26.6,Made,7.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
194,PT09M24.00S,2022-04-07T00:18:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,84.05059132720105,49.26470588235294,1610612752,38,28,2022-04-07T00:27:43Z,1910000,-4.0,97.0,1,right,MISS R. Barrett 9' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,,,,9.75,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
195,PT09M22.00S,2022-04-07T00:18:36.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,38,28,2022-04-07T00:18:42Z,1920000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,
196,PT09M17.00S,2022-04-07T00:18:40.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.488173455978973,66.17647058823529,1610612751,38,28,2022-04-07T00:18:50Z,1930000,-81.0,243.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,,,,25.66,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
197,PT09M15.00S,2022-04-07T00:18:42.9Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,38,28,2022-04-07T00:18:50Z,1940000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,196.0,3.0,2.0,1.0,,,,,,,,,,,,
198,PT09M14.00S,2022-04-07T00:18:45.8Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612751,38,28,2022-04-07T00:18:52Z,1950000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Brown 2 FT),"[1630167, 1628971]",1610612752.0,NYK,shooting,,,,,,,,,Toppin,O. Toppin,,,,,,,,1626301.0,1.0,0.0,Brown,1628971.0,,,,,,,
202,PT09M14.00S,2022-04-07T00:18:58.6Z,2,REGULAR,substitution,out,[],1630167,,,1610612751,38,28,2022-04-07T00:19:20Z,1965000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
203,PT09M14.00S,2022-04-07T00:18:58.6Z,2,REGULAR,substitution,out,[],1629628,,,1610612751,38,28,2022-04-07T00:19:20Z,1967500,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
204,PT09M14.00S,2022-04-07T00:18:58.6Z,2,REGULAR,substitution,in,[],202692,,,1610612751,38,28,2022-04-07T00:19:20Z,1968750,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
205,PT09M14.00S,2022-04-07T00:18:58.6Z,2,REGULAR,substitution,in,[],1630579,,,1610612751,38,28,2022-04-07T00:19:20Z,1969375,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
200,PT09M14.00S,2022-04-07T00:19:11.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628971,,,1610612751,38,28,2022-04-07T00:19:11Z,1970000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,,,,,Missed,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
201,PT09M14.00S,2022-04-07T00:19:11.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,38,28,2022-04-07T00:19:11Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
206,PT09M14.00S,2022-04-07T00:19:37.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628971,,,1610612751,38,29,2022-04-07T00:19:37Z,1990000,,,0,,B. Brown Free Throw 2 of 2 (1 PTS),[1628971],1610612751.0,BKN,,,,,,,,Made,1.0,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
207,PT08M54.00S,2022-04-07T00:19:55.9Z,2,REGULAR,3pt,Jump Shot,[],1630540,94.1688567674113,3.6764705882352944,1610612752,38,29,2022-04-07T00:20:01Z,2000000,-232.0,2.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,,,,23.16,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
208,PT08M52.00S,2022-04-07T00:19:57.9Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,38,29,2022-04-07T00:20:01Z,2010000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,
212,PT08M45.00S,2022-04-07T00:20:05.9Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,38,29,2022-04-07T00:20:11Z,2020000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1630193]",1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,1.0,Quickley,1630193.0,,,,
213,PT08M45.00S,2022-04-07T00:20:05.9Z,2,REGULAR,steal,,[],1630193,,,1610612752,38,29,2022-04-07T00:20:07Z,2030000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
214,PT08M43.00S,2022-04-07T00:20:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612752,38,29,2022-04-07T00:20:17Z,2040000,,,0,,B. Brown shooting personal FOUL (1 PF) (Quickley 2 FT),"[1628971, 1630193]",1610612751.0,BKN,shooting,,,,,,,,,Brown,B. Brown,,,,,,,,1626301.0,1.0,0.0,Quickley,1630193.0,,,,,,,
216,PT08M43.00S,2022-04-07T00:20:40.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630193,,,1610612752,38,29,2022-04-07T00:21:04Z,2060000,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,,,,,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
217,PT08M43.00S,2022-04-07T00:20:40.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,38,29,2022-04-07T00:21:04Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,
218,PT08M43.00S,2022-04-07T00:20:40.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630193,,,1610612752,39,29,2022-04-07T00:21:04Z,2080000,,,0,,I. Quickley Free Throw 2 of 2 (1 PTS),[1630193],1610612752.0,NYK,,,,,,,,Made,1.0,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
219,PT08M26.00S,2022-04-07T00:21:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,8.492115637319317,55.88235294117647,1610612751,39,29,2022-04-07T00:31:02Z,2090000,-29.0,27.0,1,left,MISS N. Claxton turnaround Shot,[1629651],1610612751.0,BKN,turnaround,,,,,,4.01,Missed,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
220,PT08M24.00S,2022-04-07T00:21:18.0Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,39,29,2022-04-07T00:21:22Z,2100000,,,0,,J. Sims REBOUND (Off:1 Def:3),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,219.0,4.0,3.0,1.0,,,,,,,,,,,,
221,PT08M19.00S,2022-04-07T00:21:23.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,65.39093298291722,51.470588235294116,1610612752,39,29,2022-04-07T00:21:30Z,2110000,7.0,273.0,1,right,MISS I. Quickley 27' 3PT,[1630193],1610612752.0,NYK,,,,,,,27.29,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
222,PT08M17.00S,2022-04-07T00:21:25.0Z,2,REGULAR,rebound,defensive,[],203552,,,1610612751,39,29,2022-04-07T00:21:30Z,2120000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,
223,PT08M05.00S,2022-04-07T00:21:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.703679369250986,48.77450980392157,1610612751,39,31,2022-04-07T00:21:40Z,2130000,6.0,20.0,1,left,K. Irving Layup (9 PTS) (B. Brown 3 AST),"[202681, 1628971]",1610612751.0,BKN,,,,,,,2.08,Made,9.0,Irving,K. Irving,B. Brown,1628971.0,3.0,,,,,,,,,,,,,,,,
225,PT07M50.00S,2022-04-07T00:21:52.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,91.93495400788436,65.19607843137256,1610612752,41,31,2022-04-07T00:21:56Z,2150000,76.0,23.0,1,right,A. Burks 7' turnaround Jump Shot (11 PTS) (I. Quickley 3 AST),"[202692, 1630193]",1610612752.0,NYK,turnaround,,,,,,7.95,Made,11.0,Burks,A. Burks,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,,,
227,PT07M32.00S,2022-04-07T00:22:20.2Z,2,REGULAR,2pt,Jump Shot,[],1630560,21.76412614980289,35.049019607843135,1610612751,41,31,2022-04-07T00:32:33Z,2170000,75.0,152.0,1,left,MISS C. Thomas 16' step back Shot,[1630560],1610612751.0,BKN,step back,,,,,,16.95,Missed,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,
228,PT07M30.00S,2022-04-07T00:22:22.2Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,41,31,2022-04-07T00:22:27Z,2180000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,227.0,3.0,2.0,1.0,,,,,,,,,,,,
229,PT07M21.00S,2022-04-07T00:22:31.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203552,5.995400788436268,94.36274509803921,1610612751,41,31,2022-04-07T00:22:38Z,2190000,-222.0,4.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,,,,22.18,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
230,PT07M19.00S,2022-04-07T00:22:33.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,41,31,2022-04-07T00:22:38Z,2200000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,
231,PT07M10.00S,2022-04-07T00:22:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630540,93.64323258869908,3.431372549019608,1610612752,44,31,2022-04-07T00:22:47Z,2210000,-233.0,7.0,1,right,M. McBride 3PT  (3 PTS) (J. Sims 2 AST),"[1630540, 1630579]",1610612752.0,NYK,,,,,,,23.29,Made,3.0,McBride,M. McBride,J. Sims,1630579.0,2.0,,,,,,,,,,,,,,,,
233,PT07M01.00S,2022-04-07T00:22:55.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,44,31,2022-04-07T00:22:55Z,2230000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M01.00S,2022-04-07T00:22:55.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,44,31,2022-04-07T00:26:18Z,2240000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
235,PT07M01.00S,2022-04-07T00:22:55.5Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,44,31,2022-04-07T00:26:18Z,2250000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,,,,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,
236,PT07M01.00S,2022-04-07T00:22:55.5Z,2,REGULAR,substitution,in,[],203083,,,1610612751,44,31,2022-04-07T00:26:18Z,2260000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
237,PT07M01.00S,2022-04-07T00:22:55.5Z,2,REGULAR,substitution,in,[],201988,,,1610612751,44,31,2022-04-07T00:26:18Z,2270000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
238,PT06M56.00S,2022-04-07T00:26:28.4Z,2,REGULAR,foul,personal,[],1630193,,,1610612751,44,31,2022-04-07T00:26:33Z,2280000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 202681]",1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,1626301.0,1.0,0.0,Irving,202681.0,,,,,,,
240,PT06M52.00S,2022-04-07T00:26:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.178055190538765,50.49019607843137,1610612751,44,33,2022-04-07T00:26:51Z,2300000,-2.0,15.0,1,left,K. Irving driving finger roll Layup (11 PTS),[202681],1610612751.0,BKN,driving finger roll,,,,,,1.52,Made,11.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2022-04-07T00:26:50.7Z,2,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612751,44,33,2022-04-07T00:27:02Z,2310000,,,0,,J. Sims shooting personal FOUL (2 PF) (Irving 1 FT),"[1630579, 202681]",1610612752.0,NYK,shooting,,,,,,,,,Sims,J. Sims,,,,,,,,1626301.0,2.0,0.0,Irving,202681.0,,,,,,,
243,PT06M52.00S,2022-04-07T00:27:17.7Z,2,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,44,34,2022-04-07T00:27:17Z,2330000,,,0,,K. Irving Free Throw 1 of 1 (12 PTS),[202681],1610612751.0,BKN,,,,,,,,Made,12.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
244,PT06M41.00S,2022-04-07T00:27:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,84.05059132720105,40.44117647058824,1610612752,46,34,2022-04-07T00:27:34Z,2340000,-48.0,97.0,1,right,A. Burks 10' turnaround Jump Shot (13 PTS) (I. Quickley 4 AST),"[202692, 1630193]",1610612752.0,NYK,turnaround,,,,,,10.85,Made,13.0,Burks,A. Burks,I. Quickley,1630193.0,4.0,,,,,,,,,,,,,,,,
246,PT06M29.00S,2022-04-07T00:27:43.2Z,2,REGULAR,3pt,Jump Shot,[],201988,31.225361366622867,63.23529411764706,1610612751,46,37,2022-04-07T00:27:48Z,2360000,-66.0,241.0,1,left,P. Mills 24' 3PT  (3 PTS) (S. Curry 2 AST),"[201988, 203552]",1610612751.0,BKN,,,,,,,24.99,Made,3.0,Mills,P. Mills,S. Curry,203552.0,2.0,,,,,,,,,,,,,,,,
248,PT06M12.00S,2022-04-07T00:28:00.6Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612752,46,37,2022-04-07T00:28:14Z,2380000,,,0,,K. Irving shooting personal FOUL (2 PF) (Burks 2 FT),"[202681, 202692]",1610612751.0,BKN,shooting,,,,,,,,,Irving,K. Irving,,,,,,,,2882.0,2.0,0.0,Burks,202692.0,,,,,,,
251,PT06M12.00S,2022-04-07T00:28:18.6Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,46,37,2022-04-07T00:28:47Z,2395000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
252,PT06M12.00S,2022-04-07T00:28:18.6Z,2,REGULAR,substitution,out,[],202681,,,1610612752,46,37,2022-04-07T00:28:47Z,2397500,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
253,PT06M12.00S,2022-04-07T00:28:18.6Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,46,37,2022-04-07T00:28:47Z,2398750,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
254,PT06M12.00S,2022-04-07T00:28:18.6Z,2,REGULAR,substitution,in,[],201142,,,1610612752,46,37,2022-04-07T00:28:47Z,2399375,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
250,PT06M12.00S,2022-04-07T00:28:36.6Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,47,37,2022-04-07T00:28:36Z,2400000,,,0,,A. Burks Free Throw 1 of 2 (14 PTS),[202692],1610612752.0,NYK,,,,,,,,Made,14.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
255,PT06M12.00S,2022-04-07T00:29:04.2Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,48,37,2022-04-07T00:29:04Z,2410000,,,0,,A. Burks Free Throw 2 of 2 (15 PTS),[202692],1610612752.0,NYK,,,,,,,,Made,15.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
256,PT06M01.00S,2022-04-07T00:29:19.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,17.821944809461236,49.754901960784316,1610612751,48,39,2022-04-07T00:29:24Z,2420000,1.0,115.0,1,left,B. Brown 11' floating Jump Shot (3 PTS) (K. Durant 4 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,,,,11.5,Made,3.0,Brown,B. Brown,K. Durant,201142.0,4.0,,,,,,,,,,,,,,,,
258,PT05M44.00S,2022-04-07T00:29:35.9Z,2,REGULAR,2pt,Jump Shot,[],202692,90.48948751642575,23.284313725490197,1610612752,48,39,2022-04-07T00:35:41Z,2440000,-134.0,37.0,1,right,MISS A. Burks 13' fadeaway Shot,[202692],1610612752.0,NYK,fadeaway,,,,,,13.86,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
259,PT05M42.00S,2022-04-07T00:29:37.9Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,48,39,2022-04-07T00:29:40Z,2450000,,,0,,T. Gibson REBOUND (Off:2 Def:2),[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,258.0,4.0,2.0,2.0,,,,,,,,,,,,
260,PT05M40.00S,2022-04-07T00:29:40.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202692,95.48291721419186,3.6764705882352944,1610612752,51,39,2022-04-07T00:29:44Z,2460000,-232.0,-10.0,1,right,A. Burks 3PT  (18 PTS) (T. Gibson 1 AST),"[202692, 201959]",1610612752.0,NYK,,,,,,,23.18,Made,18.0,Burks,A. Burks,T. Gibson,201959.0,1.0,,,,,,,,,,,,,,,,
262,PT05M22.00S,2022-04-07T00:29:57.8Z,2,REGULAR,2pt,Jump Shot,[],201142,14.011169513797633,70.09803921568627,1610612751,51,41,2022-04-07T00:36:44Z,2480000,-100.0,79.0,1,left,K. Durant 12' fadeaway Jump Shot (6 PTS) (P. Mills 1 AST),"[201142, 201988]",1610612751.0,BKN,fadeaway,,,,,,12.8,Made,6.0,Durant,K. Durant,P. Mills,201988.0,1.0,,,,,,,,,,,,,,,,
264,PT05M10.00S,2022-04-07T00:30:10.4Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,51,41,2022-04-07T00:30:13Z,2500000,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 203552]",1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,2.0,Curry,203552.0,,,,
265,PT05M10.00S,2022-04-07T00:30:10.4Z,2,REGULAR,steal,,[],203552,,,1610612751,51,41,2022-04-07T00:30:12Z,2510000,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
266,PT05M04.00S,2022-04-07T00:30:16.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201988,31.882391590013142,64.70588235294117,1610612751,51,41,2022-04-07T00:30:21Z,2520000,-74.0,247.0,1,left,MISS P. Mills 25' pullup 3PT,[201988],1610612751.0,BKN,pullup,,,,,,25.79,Missed,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
267,PT05M02.00S,2022-04-07T00:30:18.4Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,51,41,2022-04-07T00:30:26Z,2530000,,,0,,T. Gibson REBOUND (Off:2 Def:3),[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,266.0,5.0,3.0,2.0,,,,,,,,,,,,
268,PT04M41.00S,2022-04-07T00:30:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,67.49342969776609,47.794117647058826,1610612752,51,41,2022-04-07T00:30:50Z,2540000,-11.0,253.0,1,right,MISS I. Quickley 25' step back 3PT - blocked,"[1630193, 1628971]",1610612752.0,NYK,step back,,,,,,25.33,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,Brown,1628971.0,,
270,PT04M41.00S,2022-04-07T00:30:38.7Z,2,REGULAR,block,,[],1628971,,,1610612752,51,41,2022-04-07T00:30:50Z,2545000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
269,PT04M39.00S,2022-04-07T00:30:40.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,51,41,2022-04-07T00:30:50Z,2550000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,268.0,4.0,3.0,1.0,,,,,,,,,,,,
271,PT04M32.00S,2022-04-07T00:30:50.3Z,2,REGULAR,foul,personal,['3freethrow'],201959,,,1610612751,51,41,2022-04-07T00:30:57Z,2560000,,,0,,T. Gibson shooting personal FOUL (1 PF) (Durant 3 FT),"[201959, 201142]",1610612752.0,NYK,shooting,,,,,,,,,Gibson,T. Gibson,,,,,,,,2882.0,1.0,0.0,Durant,201142.0,,,,,,,
