actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
173,PT09M37.00S,2021-11-16T01:09:00.1Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,21,20,2021-11-16T01:09:04Z,1720000,,,0,,J. Lamb REBOUND (Off:0 Def:3),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
174,PT09M17.00S,2021-11-16T01:09:20.0Z,2,REGULAR,3pt,Jump Shot,[],1629048,31.225361366622867,28.921568627450984,1610612754,21,20,2021-11-16T01:09:27Z,1730000,105.0,241.0,1,left,MISS G. Bitadze 26' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M15.00S,2021-11-16T01:09:22.0Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,21,20,2021-11-16T01:09:27Z,1740000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,
176,PT09M09.00S,2021-11-16T01:09:27.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,64.99671484888306,27.450980392156865,1610612752,24,20,2021-11-16T01:09:33Z,1750000,-113.0,277.0,1,right,I. Quickley 29' 3PT  (6 PTS) (D. Rose 2 AST),"[1630193, 201565]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,29.86,Made,6.0,,,,,,,,,,,,,D. Rose,201565.0,2.0,,,
178,PT09M08.00S,2021-11-16T01:09:33.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,24,20,2021-11-16T01:09:33Z,1770000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M52.00S,2021-11-16T01:12:50.8Z,2,REGULAR,2pt,Jump Shot,[],1627747,24.26084099868594,30.14705882352941,1610612754,24,20,2021-11-16T01:17:29Z,1780000,99.0,176.0,1,left,MISS C. LeVert 20' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,20.17,Missed,,,,,,,,,,,,,,,,,,,
180,PT08M50.00S,2021-11-16T01:12:52.8Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,24,20,2021-11-16T01:12:56Z,1790000,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,,,,,,
182,PT08M45.00S,2021-11-16T01:13:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,92.72339027595268,44.36274509803921,1610612752,24,20,2021-11-16T01:13:08Z,1810000,-28.0,16.0,1,right,MISS D. Rose driving Layup - blocked,"[201565, 1629048]",1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,3.24,Missed,,,,,,,,Bitadze,1629048.0,,,,,,,,,,
193,PT08M45.00S,2021-11-16T01:13:01.3Z,2,REGULAR,block,,[],1629048,,,1610612752,24,20,2021-11-16T01:14:24Z,1815000,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M43.00S,2021-11-16T01:13:03.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,24,20,2021-11-16T01:13:08Z,1820000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,
185,PT08M43.00S,2021-11-16T01:13:12.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,24,20,2021-11-16T01:13:20Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M21.00S,2021-11-16T01:13:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,18.2161629434954,38.970588235294116,1610612754,24,20,2021-11-16T01:13:39Z,1850000,55.0,119.0,1,left,MISS D. Sabonis 13' Jump Shot,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,13.09,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M19.00S,2021-11-16T01:13:34.5Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,24,20,2021-11-16T01:13:39Z,1860000,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,
188,PT08M19.00S,2021-11-16T01:13:36.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629048,5.590000152587891,50.0,1610612754,24,22,2021-11-16T01:13:43Z,1870000,0.0,0.0,1,left,G. Bitadze tip Layup (5 PTS),[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
189,PT08M02.00S,2021-11-16T01:13:51.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.43166885676742,50.49019607843137,1610612752,26,22,2021-11-16T01:13:55Z,1880000,2.0,0.0,1,right,O. Toppin alley-oop DUNK (2 PTS) (D. Rose 3 AST),"[1630167, 201565]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,0.25,Made,2.0,,,,,,,,,,,,,D. Rose,201565.0,3.0,,,
191,PT07M49.00S,2021-11-16T01:14:06.7Z,2,REGULAR,foul,personal,['2freethrow'],201959,,,1610612754,26,22,2021-11-16T01:14:16Z,1900000,,,0,,T. Gibson shooting personal FOUL (1 PF) (Sabonis 2 FT),"[201959, 1627734]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,,203177.0,,,,1.0,0.0,Sabonis,1627734.0,,,,,,
194,PT07M49.00S,2021-11-16T01:14:33.6Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,26,22,2021-11-16T01:14:33Z,1920000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
195,PT07M49.00S,2021-11-16T01:14:33.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,26,22,2021-11-16T01:14:33Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,
196,PT07M49.00S,2021-11-16T01:14:49.8Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,26,23,2021-11-16T01:14:49Z,1940000,,,0,,D. Sabonis Free Throw 2 of 2 (8 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
197,PT07M29.00S,2021-11-16T01:15:12.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.30026281208936,48.28431372549019,1610612752,28,23,2021-11-16T01:15:17Z,1950000,-9.0,1.0,1,right,O. Toppin driving DUNK (4 PTS) (D. Rose 4 AST),"[1630167, 201565]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,0.87,Made,4.0,,,,,,,,,,,,,D. Rose,201565.0,4.0,,,
199,PT07M14.00S,2021-11-16T01:15:26.3Z,2,REGULAR,3pt,Jump Shot,[],1627734,31.750985545335087,61.029411764705884,1610612754,28,26,2021-11-16T01:15:29Z,1970000,-55.0,246.0,1,left,D. Sabonis 25' 3PT  (11 PTS) (M. Brogdon 2 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.21,Made,11.0,,,,,,,,,,,,,M. Brogdon,1627763.0,2.0,,,
201,PT06M53.00S,2021-11-16T01:15:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.1688567674113,47.549019607843135,1610612752,28,26,2021-11-16T01:16:04Z,1990000,-12.0,2.0,1,right,MISS D. Rose driving finger roll Layup,[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,,
202,PT06M51.00S,2021-11-16T01:15:49.1Z,2,REGULAR,rebound,offensive,[],201565,,,1610612752,28,26,2021-11-16T01:16:04Z,2000000,,,0,,D. Rose REBOUND (Off:1 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,,
203,PT06M51.00S,2021-11-16T01:15:54.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201565,94.40999984741211,50.0,1610612752,30,26,2021-11-16T01:16:08Z,2010000,0.0,0.0,1,right,D. Rose tip Layup (6 PTS),[201565],1610612752.0,NYK,tip,,,Rose,D. Rose,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
204,PT06M34.00S,2021-11-16T01:16:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.296320630749015,40.19607843137255,1610612754,30,28,2021-11-16T01:20:20Z,2020000,49.0,110.0,1,left,C. LeVert 12' pullup Jump Shot (6 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,12.05,Made,6.0,,,,,,,,,,,,,,,,,,
205,PT06M19.00S,2021-11-16T01:16:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.11760840998686,47.30392156862745,1610612752,32,28,2021-11-16T01:16:26Z,2030000,-13.0,12.0,1,right,D. Rose driving finger roll Layup (8 PTS),[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,1.82,Made,8.0,,,,,,,,,,,,,,,,,,
206,PT06M06.00S,2021-11-16T01:16:37.4Z,2,REGULAR,foul,personal,[],1630193,,,1610612754,32,28,2021-11-16T01:17:43Z,2040000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1627763]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,203177.0,,,,1.0,0.0,Brogdon,1627763.0,,,,,,
208,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,32,28,2021-11-16T01:16:57Z,2060000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],201959,,,1610612754,32,28,2021-11-16T01:16:57Z,2070000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],203087,,,1610612754,32,28,2021-11-16T01:16:57Z,2080000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],1629048,,,1610612754,32,28,2021-11-16T01:16:57Z,2090000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],1627734,,,1610612754,32,28,2021-11-16T01:16:57Z,2100000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612754,32,28,2021-11-16T01:16:57Z,2110000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],203944,,,1610612754,32,28,2021-11-16T01:16:57Z,2120000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,32,28,2021-11-16T01:16:57Z,2130000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],204456,,,1610612754,32,28,2021-11-16T01:16:57Z,2140000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,32,28,2021-11-16T01:16:57Z,2150000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],201565,,,1610612754,32,28,2021-11-16T01:17:26Z,2160000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612754,32,28,2021-11-16T01:17:26Z,2170000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],202689,,,1610612754,32,28,2021-11-16T01:17:26Z,2180000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M06.00S,2021-11-16T01:16:37.5Z,2,REGULAR,substitution,in,[],203200,,,1610612754,32,28,2021-11-16T01:17:26Z,2190000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M54.00S,2021-11-16T01:17:30.7Z,2,REGULAR,2pt,Jump Shot,[],1627763,7.30946123521682,21.07843137254902,1610612754,32,30,2021-11-16T01:21:15Z,2200000,145.0,16.0,1,left,M. Brogdon 14' pullup Jump Shot (4 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,14.55,Made,4.0,,,,,,,,,,,,,,,,,,
223,PT05M40.00S,2021-11-16T01:17:45.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.03745072273325,49.50980392156863,1610612752,34,30,2021-11-16T01:17:53Z,2210000,-2.0,4.0,1,right,M. Robinson DUNK (2 PTS) (I. Quickley 1 AST),"[1629011, 1630193]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.43,Made,2.0,,,,,,,,,,,,,I. Quickley,1630193.0,1.0,,,
225,PT05M19.00S,2021-11-16T01:18:05.5Z,2,REGULAR,3pt,Jump Shot,[],203200,8.754927726675426,3.431372549019608,1610612754,34,33,2021-11-16T01:18:09Z,2230000,233.0,30.0,1,left,J. Holiday 3PT  (3 PTS) (M. Brogdon 3 AST),"[203200, 1627763]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.47,Made,3.0,,,,,,,,,,,,,M. Brogdon,1627763.0,3.0,,,
227,PT04M56.00S,2021-11-16T01:18:32.8Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612752,34,33,2021-11-16T01:18:42Z,2250000,,,0,,T. McConnell shooting personal FOUL (2 PF) (Quickley 2 FT),"[204456, 1630193]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,1155.0,,,,2.0,0.0,Quickley,1630193.0,,,,,,
230,PT04M56.00S,2021-11-16T01:18:51.3Z,2,REGULAR,substitution,out,[],202692,,,1610612752,34,33,2021-11-16T01:19:18Z,2265000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M56.00S,2021-11-16T01:18:51.3Z,2,REGULAR,substitution,in,[],203095,,,1610612752,34,33,2021-11-16T01:19:18Z,2267500,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M56.00S,2021-11-16T01:19:09.9Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,35,33,2021-11-16T01:19:09Z,2270000,,,0,,I. Quickley Free Throw 1 of 2 (7 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
232,PT04M56.00S,2021-11-16T01:19:33.3Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,36,33,2021-11-16T01:19:33Z,2280000,,,0,,I. Quickley Free Throw 2 of 2 (8 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
233,PT04M44.00S,2021-11-16T01:19:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,10.5946123521682,40.931372549019606,1610612754,36,33,2021-11-16T01:20:00Z,2290000,45.0,47.0,1,left,MISS T. McConnell 6' driving Layup - blocked,"[204456, 1629011]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,6.53,Missed,,,,,,,,Robinson,1629011.0,,,,,,,,,,
234,PT04M44.00S,2021-11-16T01:19:52.1Z,2,REGULAR,block,,[],1629011,,,1610612754,36,33,2021-11-16T01:19:56Z,2300000,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M42.00S,2021-11-16T01:19:54.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,36,33,2021-11-16T01:20:00Z,2310000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
236,PT04M42.00S,2021-11-16T01:20:00.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,36,33,2021-11-16T01:20:00Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M42.00S,2021-11-16T01:20:00.4Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,36,33,2021-11-16T01:20:09Z,2330000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M42.00S,2021-11-16T01:20:00.4Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,36,33,2021-11-16T01:20:09Z,2340000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M29.00S,2021-11-16T01:20:21.0Z,2,REGULAR,foul,personal,[],1628470,,,1610612752,36,33,2021-11-16T01:20:36Z,2350000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 203944]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,1155.0,,,,1.0,0.0,Randle,203944.0,,,,,,
241,PT04M29.00S,2021-11-16T01:20:21.1Z,2,REGULAR,substitution,out,[],1628470,,,1610612752,36,33,2021-11-16T01:20:42Z,2370000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M29.00S,2021-11-16T01:20:21.1Z,2,REGULAR,substitution,in,[],1627734,,,1610612752,36,33,2021-11-16T01:20:42Z,2380000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M16.00S,2021-11-16T01:21:10.1Z,2,REGULAR,2pt,Jump Shot,[],203944,92.72339027595268,77.94117647058823,1610612752,36,33,2021-11-16T01:21:16Z,2390000,140.0,16.0,1,right,MISS J. Randle 14' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,14.06,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M14.00S,2021-11-16T01:21:12.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,36,33,2021-11-16T01:21:16Z,2400000,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,243.0,5.0,4.0,1.0,,,,,,,,,,,,,,
245,PT04M00.00S,2021-11-16T01:21:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.966491458607096,52.450980392156865,1610612754,36,35,2021-11-16T01:21:29Z,2410000,-12.0,22.0,1,left,T. McConnell cutting Layup (2 PTS) (M. Brogdon 4 AST),"[204456, 1627763]",1610612754.0,IND,cutting,,,McConnell,T. McConnell,,,,,2.56,Made,2.0,,,,,,,,,,,,,M. Brogdon,1627763.0,4.0,,,
247,PT03M47.00S,2021-11-16T01:21:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,94.30026281208936,51.470588235294116,1610612752,36,35,2021-11-16T01:21:43Z,2430000,7.0,1.0,1,right,MISS M. Robinson Layup - blocked,"[1629011, 1626167]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.75,Missed,,,,,,,,Turner,1626167.0,,,,,,,,,,
248,PT03M47.00S,2021-11-16T01:21:38.5Z,2,REGULAR,block,,[],1626167,,,1610612752,36,35,2021-11-16T01:21:40Z,2440000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M45.00S,2021-11-16T01:21:40.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,36,35,2021-11-16T01:21:43Z,2450000,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,247.0,6.0,5.0,1.0,,,,,,,,,,,,,,
250,PT03M41.00S,2021-11-16T01:21:46.6Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612754,36,35,2021-11-16T01:21:58Z,2460000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1629011, 1627763]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,1151.0,,,,1.0,0.0,Brogdon,1627763.0,,,,,,
252,PT03M41.00S,2021-11-16T01:22:08.9Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,36,36,2021-11-16T01:22:08Z,2480000,,,0,,M. Brogdon Free Throw 1 of 2 (5 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
253,PT03M41.00S,2021-11-16T01:22:27.0Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,36,37,2021-11-16T01:22:27Z,2490000,,,0,,M. Brogdon Free Throw 2 of 2 (6 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
254,PT03M31.00S,2021-11-16T01:22:40.9Z,2,REGULAR,2pt,Jump Shot,[],202689,76.5604467805519,45.34313725490196,1610612752,38,37,2021-11-16T01:22:46Z,2500000,-23.0,168.0,1,right,K. Walker 16' pullup Jump Shot (10 PTS),[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,16.94,Made,10.0,,,,,,,,,,,,,,,,,,
255,PT03M07.00S,2021-11-16T01:23:04.8Z,2,REGULAR,2pt,Jump Shot,[],203200,21.76412614980289,67.64705882352942,1610612754,38,39,2021-11-16T01:24:13Z,2510000,-88.0,152.0,1,left,J. Holiday 17' pullup Jump Shot (5 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,17.58,Made,5.0,,,,,,,,,,,,,D. Sabonis,1627734.0,2.0,,,
257,PT02M53.00S,2021-11-16T01:23:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,95.22010512483574,44.85294117647059,1610612752,40,39,2021-11-16T01:23:23Z,2530000,-26.0,-8.0,1,right,J. Randle driving Layup (6 PTS) (K. Walker 1 AST),"[203944, 202689]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,2.68,Made,6.0,,,,,,,,,,,,,K. Walker,202689.0,1.0,,,
259,PT02M43.00S,2021-11-16T01:23:29.0Z,2,REGULAR,3pt,Jump Shot,[],203200,32.670827858081466,50.245098039215684,1610612754,40,39,2021-11-16T01:24:44Z,2550000,-1.0,255.0,1,left,MISS J. Holiday 25' pullup 3PT,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
260,PT02M41.00S,2021-11-16T01:23:31.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,40,39,2021-11-16T01:23:34Z,2560000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,
261,PT02M30.00S,2021-11-16T01:23:42.0Z,2,REGULAR,3pt,Jump Shot,[],203944,93.11760840998686,2.696078431372549,1610612752,43,39,2021-11-16T01:23:47Z,2570000,-237.0,12.0,1,right,J. Randle 3PT  (9 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,23.68,Made,9.0,,,,,,,,,,,,,E. Fournier,203095.0,2.0,,,
263,PT02M29.00S,2021-11-16T01:23:46.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,43,39,2021-11-16T01:23:46Z,2590000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M29.00S,2021-11-16T01:23:46.3Z,2,REGULAR,substitution,out,[],1629011,,,1610612754,43,39,2021-11-16T01:26:21Z,2600000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M29.00S,2021-11-16T01:23:46.3Z,2,REGULAR,substitution,out,[],204456,,,1610612754,43,39,2021-11-16T01:26:21Z,2610000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M29.00S,2021-11-16T01:23:46.3Z,2,REGULAR,substitution,in,[],201959,,,1610612754,43,39,2021-11-16T01:26:21Z,2620000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
