actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
408,PT06M37.00S,2021-10-21T01:14:23.8Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612738,63,69,2021-10-21T01:14:31Z,3930000,,,0,,K. Walker shooting personal FOUL (3 PF) (Williams III 2 FT),"[202689, 1629057]",1610612752.0,NYK,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,203177.0,3.0,0.0,Williams III,1629057.0,,,,,,
411,PT06M37.00S,2021-10-21T01:14:34.2Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,63,69,2021-10-21T01:14:49Z,3945000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M37.00S,2021-10-21T01:14:34.2Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,63,69,2021-10-21T01:14:49Z,3947500,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M37.00S,2021-10-21T01:14:44.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629057,,,1610612738,63,70,2021-10-21T01:14:44Z,3950000,,,0,,R. Williams III Free Throw 1 of 2 (10 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
413,PT06M37.00S,2021-10-21T01:14:44.6Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629057,,,1610612738,63,71,2021-10-21T01:15:07Z,3960000,,,0,,R. Williams III Free Throw 2 of 2 (11 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
414,PT06M19.00S,2021-10-21T01:15:23.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,93.64323258869908,50.73529411764706,1610612752,65,71,2021-10-21T01:15:27Z,3970000,4.0,7.0,1,right,E. Fournier driving Layup (13 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,0.82,Made,13.0,,,,,,,,,,,,,,,,,,
415,PT06M07.00S,2021-10-21T01:15:35.3Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,65,71,2021-10-21T01:15:38Z,3980000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203095]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,2.0,Fournier,203095.0,,,,,,,,,,,,,,,
416,PT06M07.00S,2021-10-21T01:15:35.3Z,3,REGULAR,steal,,[],203095,,,1610612752,65,71,2021-10-21T01:15:37Z,3990000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M03.00S,2021-10-21T01:15:39.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,93.77463863337714,48.77450980392157,1610612752,67,71,2021-10-21T01:16:02Z,4000000,-6.0,6.0,1,right,R. Barrett running DUNK (2 PTS) (E. Fournier 1 AST),"[1629628, 203095]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,0.86,Made,2.0,,,,,,,,,,,,,,,E. Fournier,203095.0,1.0,
419,PT05M43.00S,2021-10-21T01:16:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,49.26470588235294,1610612738,67,71,2021-10-21T01:17:44Z,4020000,4.0,21.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
420,PT05M42.00S,2021-10-21T01:16:04.4Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,67,71,2021-10-21T01:20:56Z,4030000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,419.0,3.0,2.0,1.0,,,,,,,,,,,
428,PT05M41.00S,2021-10-21T01:16:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,4.812746386333772,49.754901960784316,1610612738,67,71,2021-10-21T01:32:59Z,4035000,1.0,-7.0,1,left,MISS J. Tatum tip Layup - blocked,"[1628369, 1629628]",1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.74,Missed,,,,,,,,,,,,,,Barrett,1629628.0,,,,
515,PT05M41.00S,2021-10-21T01:16:05.4Z,3,REGULAR,block,,[],1629628,,,1610612738,67,71,2021-10-21T01:32:59Z,4036250,,,0,,R. Barrett BLOCK (2 BLK),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M40.00S,2021-10-21T01:16:06.4Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,67,71,2021-10-21T01:19:24Z,4037500,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,428.0,6.0,4.0,2.0,,,,,,,,,,,
421,PT05M39.00S,2021-10-21T01:16:07.4Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612738,67,71,2021-10-21T01:16:34Z,4040000,,,0,,J. Randle shooting personal FOUL (3 PF) (Williams III 2 FT),"[203944, 1629057]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,,,,203177.0,3.0,0.0,Williams III,1629057.0,,,,,,
424,PT05M39.00S,2021-10-21T01:16:21.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,67,71,2021-10-21T01:16:42Z,4055000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M39.00S,2021-10-21T01:16:21.1Z,3,REGULAR,substitution,in,[],203471,,,1610612738,67,71,2021-10-21T01:16:42Z,4057500,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M39.00S,2021-10-21T01:16:34.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,67,72,2021-10-21T01:17:05Z,4060000,,,0,,R. Williams III Free Throw 1 of 2 (12 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
426,PT05M39.00S,2021-10-21T01:16:34.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,67,72,2021-10-21T01:17:17Z,4070000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M37.00S,2021-10-21T01:16:36.9Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,67,72,2021-10-21T01:17:17Z,4080000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,426.0,3.0,3.0,0.0,,,,,,,,,,,
430,PT05M22.00S,2021-10-21T01:17:10.1Z,3,REGULAR,3pt,Jump Shot,[],203095,82.86793692509855,4.901960784313726,1610612752,67,72,2021-10-21T01:17:22Z,4090000,-225.0,109.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
431,PT05M21.00S,2021-10-21T01:17:11.1Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612752,67,72,2021-10-21T01:17:22Z,4100000,,,0,,O. Toppin REBOUND (Off:2 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,430.0,3.0,1.0,2.0,,,,,,,,,,,
432,PT05M18.00S,2021-10-21T01:17:14.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203095,86.67871222076215,3.6764705882352944,1610612752,67,72,2021-10-21T01:17:26Z,4110000,-232.0,73.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
433,PT05M16.00S,2021-10-21T01:17:16.5Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,67,72,2021-10-21T01:17:26Z,4120000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,432.0,1.0,1.0,0.0,,,,,,,,,,,
434,PT05M09.00S,2021-10-21T01:17:22.9Z,3,REGULAR,2pt,Jump Shot,[],203471,24.78646517739816,54.65686274509803,1610612738,67,74,2021-10-21T01:18:25Z,4130000,-23.0,180.0,1,left,D. Schroder 18' pullup Jump Shot (5 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,18.2,Made,5.0,,,,,,,,,,,,,,,,,,
436,PT04M50.00S,2021-10-21T01:17:51.6Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612752,67,74,2021-10-21T01:17:56Z,4150000,,,0,,M. Smart shooting personal FOUL (3 PF) (Barrett 2 FT),"[203935, 1629628]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,2530.0,3.0,0.0,Barrett,1629628.0,,,,,,
438,PT04M50.00S,2021-10-21T01:18:10.1Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,68,74,2021-10-21T01:18:10Z,4170000,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
439,PT04M50.00S,2021-10-21T01:18:23.5Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,69,74,2021-10-21T01:18:23Z,4180000,,,0,,R. Barrett Free Throw 2 of 2 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
440,PT04M33.00S,2021-10-21T01:18:45.6Z,3,REGULAR,2pt,Jump Shot,[],1629641,5.256241787122208,90.70925245098039,1610612738,69,76,2021-10-21T01:19:00Z,4190000,-204.0,-3.0,1,left,R. Langford 20' Jump Shot (10 PTS) (D. Schroder 5 AST),"[1629641, 203471]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,20.35,Made,10.0,,,,,,,,,,,,,,,D. Schroder,203471.0,5.0,
442,PT04M10.00S,2021-10-21T01:19:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,94.30026281208936,46.568627450980394,1610612752,71,76,2021-10-21T01:20:02Z,4210000,-17.0,1.0,1,right,E. Fournier driving Layup (15 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,1.72,Made,15.0,,,,,,,,,,,,,,,,,,
443,PT03M50.00S,2021-10-21T01:19:28.6Z,3,REGULAR,3pt,Jump Shot,[],1629641,9.806176084099869,5.392156862745098,1610612738,71,76,2021-10-21T01:20:07Z,4220000,223.0,40.0,1,left,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,22.65,Missed,,,,,,,,,,,,,,,,,,,
444,PT03M50.00S,2021-10-21T01:19:28.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,71,76,2021-10-21T01:20:07Z,4230000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,443.0,5.0,5.0,0.0,,,,,,,,,,,
445,PT03M33.00S,2021-10-21T01:19:45.4Z,3,REGULAR,3pt,Jump Shot,[],203095,75.1149802890933,15.931372549019606,1610612752,71,76,2021-10-21T01:20:52Z,4240000,-170.0,181.0,1,right,MISS E. Fournier 24' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
446,PT03M31.00S,2021-10-21T01:19:47.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,76,2021-10-21T01:20:09Z,4250000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,445.0,4.0,3.0,1.0,,,,,,,,,,,
447,PT03M21.00S,2021-10-21T01:19:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.863994743758213,51.470588235294116,1610612738,71,76,2021-10-21T01:20:14Z,4260000,-7.0,3.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203944]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.78,Missed,,,,,,,,,,,,,,Randle,203944.0,,,,
448,PT03M21.00S,2021-10-21T01:19:57.5Z,3,REGULAR,block,,[],203944,,,1610612738,71,76,2021-10-21T01:19:59Z,4270000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M19.00S,2021-10-21T01:19:59.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612752,71,76,2021-10-21T01:20:14Z,4280000,,,0,,K. Walker REBOUND (Off:0 Def:7),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,447.0,7.0,7.0,0.0,,,,,,,,,,,
450,PT03M19.00S,2021-10-21T01:20:02.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,93.51182654402102,50.73529411764706,1610612752,73,76,2021-10-21T01:20:16Z,4290000,4.0,8.0,1,right,O. Toppin driving Layup (3 PTS) (K. Walker 3 AST),"[1630167, 202689]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,0.93,Made,3.0,,,,,,,,,,,,,,,K. Walker,202689.0,3.0,
452,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,foul,personal,['1freethrow'],203471,,,1610612752,73,76,2021-10-21T01:20:09Z,4310000,,,0,,D. Schroder shooting personal FOUL (2 PF) (Toppin 1 FT),"[203471, 1630167]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,,2530.0,2.0,0.0,Toppin,1630167.0,,,,,,
454,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,out,[],202689,,,1610612752,73,76,2021-10-21T01:20:33Z,4330000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,out,[],203935,,,1610612752,73,76,2021-10-21T01:20:33Z,4340000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612752,73,76,2021-10-21T01:20:33Z,4350000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,in,[],201565,,,1610612752,73,76,2021-10-21T01:20:33Z,4360000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612752,73,76,2021-10-21T01:20:33Z,4370000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M19.00S,2021-10-21T01:20:05.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612752,73,76,2021-10-21T01:20:33Z,4380000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M19.00S,2021-10-21T01:20:47.6Z,3,REGULAR,freethrow,1 of 1,[],1630167,,,1610612752,74,76,2021-10-21T01:20:47Z,4390000,,,0,,O. Toppin Free Throw 1 of 1 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
461,PT03M05.00S,2021-10-21T01:21:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,18.084756898817346,59.31372549019608,1610612738,74,78,2021-10-21T01:21:11Z,4400000,-47.0,117.0,1,left,D. Schroder 12' Jump Shot (7 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,12.64,Made,7.0,,,,,,,,,,,,,,,,,,
462,PT02M51.00S,2021-10-21T01:21:19.3Z,3,REGULAR,3pt,Jump Shot,[],1629628,71.69842312746385,76.7156862745098,1610612752,77,78,2021-10-21T01:21:23Z,4410000,134.0,214.0,1,right,R. Barrett 25' 3PT  (7 PTS) (J. Randle 3 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.19,Made,7.0,,,,,,,,,,,,,,,J. Randle,203944.0,3.0,
464,PT02M31.00S,2021-10-21T01:21:39.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,21.107095926412615,7.8431372549019605,1610612738,77,78,2021-10-21T01:21:46Z,4430000,211.0,146.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
465,PT02M29.00S,2021-10-21T01:21:41.2Z,3,REGULAR,rebound,defensive,[],201565,,,1610612752,77,78,2021-10-21T01:21:46Z,4440000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,464.0,1.0,1.0,0.0,,,,,,,,,,,
466,PT02M15.00S,2021-10-21T01:21:55.4Z,3,REGULAR,2pt,Jump Shot,[],203944,84.83902759526939,25.98039215686275,1610612752,77,78,2021-10-21T01:22:53Z,4450000,-120.0,90.0,1,right,MISS J. Randle 15' pullup Shot - blocked,"[203944, 1629684]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,15.01,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,,
467,PT02M15.00S,2021-10-21T01:21:55.4Z,3,REGULAR,block,,[],1629684,,,1610612752,77,78,2021-10-21T01:21:57Z,4460000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M13.00S,2021-10-21T01:21:57.4Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,77,78,2021-10-21T01:22:00Z,4470000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,466.0,5.0,5.0,0.0,,,,,,,,,,,
469,PT02M09.00S,2021-10-21T01:22:01.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,6.783837056504599,93.87254901960785,1610612738,77,78,2021-10-21T01:22:12Z,4480000,-219.0,11.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,21.97,Missed,,,,,,,,,,,,,,,,,,,
470,PT02M07.00S,2021-10-21T01:22:03.6Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612738,77,78,2021-10-21T01:22:12Z,4490000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,469.0,2.0,1.0,1.0,,,,,,,,,,,
471,PT02M03.00S,2021-10-21T01:22:07.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,5.863994743758213,51.71568627450981,1610612738,77,78,2021-10-21T01:22:16Z,4500000,-9.0,3.0,1,left,MISS R. Langford Layup - blocked,"[1629641, 203095]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,0.9,Missed,,,,,,,,,,,,,,Fournier,203095.0,,,,
480,PT02M03.00S,2021-10-21T01:22:07.2Z,3,REGULAR,block,,[],203095,,,1610612738,77,78,2021-10-21T01:26:35Z,4505000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M01.00S,2021-10-21T01:22:09.2Z,3,REGULAR,rebound,defensive,[],201565,,,1610612752,77,78,2021-10-21T01:22:16Z,4510000,,,0,,D. Rose REBOUND (Off:0 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,471.0,2.0,2.0,0.0,,,,,,,,,,,
473,PT01M59.00S,2021-10-21T01:22:11.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,93.77463863337714,50.98039215686274,1610612752,79,78,2021-10-21T01:22:24Z,4520000,5.0,6.0,1,right,O. Toppin running DUNK (6 PTS) (D. Rose 1 AST),"[1630167, 201565]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,0.77,Made,6.0,,,,,,,,,,,,,,,D. Rose,201565.0,1.0,
475,PT01M59.00S,2021-10-21T01:22:17.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,79,78,2021-10-21T01:22:17Z,4540000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M59.00S,2021-10-21T01:22:17.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,79,78,2021-10-21T01:25:35Z,4550000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M59.00S,2021-10-21T01:22:17.8Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,79,78,2021-10-21T01:25:35Z,4560000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M49.00S,2021-10-21T01:25:58.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,79,78,2021-10-21T01:25:58Z,4570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M40.00S,2021-10-21T01:26:27.5Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.581471747700395,36.76470588235294,1610612738,79,80,2021-10-21T01:26:32Z,4580000,66.0,141.0,1,left,J. Brown 15' fadeaway Jump Shot (27 PTS) (G. Williams 4 AST),"[1627759, 1629684]",1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,15.58,Made,27.0,,,,,,,,,,,,,,,G. Williams,1629684.0,4.0,
482,PT01M17.00S,2021-10-21T01:26:56.7Z,3,REGULAR,foul,personal,[],1627759,,,1610612752,79,80,2021-10-21T01:27:02Z,4600000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 203944]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1162.0,3.0,0.0,Randle,203944.0,,,,,,
484,PT01M04.00S,2021-10-21T01:27:24.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,85.62746386333771,96.81372549019608,1610612752,82,80,2021-10-21T01:27:29Z,4620000,234.0,83.0,1,right,R. Barrett 24' 3PT  (10 PTS) (J. Randle 4 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.82,Made,10.0,,,,,,,,,,,,,,,J. Randle,203944.0,4.0,
486,PT00M40.20S,2021-10-21T01:27:49.8Z,3,REGULAR,2pt,Jump Shot,[],203471,23.340998685939553,52.450980392156865,1610612738,82,80,2021-10-21T01:27:57Z,4640000,-12.0,167.0,1,left,MISS D. Schroder 16' pullup Shot - blocked,"[203471, 203944]",1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,16.74,Missed,,,,,,,,,,,,,,Randle,203944.0,,,,
487,PT00M40.20S,2021-10-21T01:27:49.8Z,3,REGULAR,block,,[],203944,,,1610612738,82,80,2021-10-21T01:27:53Z,4650000,,,0,,J. Randle BLOCK (2 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M38.60S,2021-10-21T01:27:51.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,82,80,2021-10-21T01:27:57Z,4660000,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,486.0,6.0,6.0,0.0,,,,,,,,,,,
489,PT00M37.60S,2021-10-21T01:27:54.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629628,93.64323258869908,49.01960784313725,1610612752,84,80,2021-10-21T01:28:00Z,4670000,-5.0,7.0,1,right,R. Barrett running DUNK (12 PTS) (J. Randle 5 AST),"[1629628, 203944]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,0.88,Made,12.0,,,,,,,,,,,,,,,J. Randle,203944.0,5.0,
491,PT00M26.70S,2021-10-21T01:28:07.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,5.206964520367937,5.147058823529411,1610612738,84,80,2021-10-21T01:28:16Z,4690000,224.0,-4.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
492,PT00M23.20S,2021-10-21T01:28:11.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,80,2021-10-21T01:28:16Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,
494,PT00M23.20S,2021-10-21T01:28:28.0Z,3,REGULAR,foul,personal,[],1629628,,,1610612738,84,80,2021-10-21T01:28:45Z,4720000,,,0,,R. Barrett loose ball personal FOUL (2 PF),"[1629628, 1630174]",1610612752.0,NYK,loose ball,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1162.0,2.0,0.0,Nesmith,1630174.0,,,,,,
496,PT00M11.20S,2021-10-21T01:28:41.8Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612738,84,80,2021-10-21T01:28:48Z,4740000,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 203095]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,2.0,Fournier,203095.0,,,,,,,,,,,,,,,
497,PT00M11.20S,2021-10-21T01:28:41.8Z,3,REGULAR,steal,,[],203095,,,1610612752,84,80,2021-10-21T01:28:43Z,4750000,,,0,,E. Fournier STEAL (3 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
