actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
171,PT01M02.00S,2024-11-18T00:37:17.0Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,31,35,2024-11-18T00:37:17Z,1690000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
172,PT00M45.60S,2024-11-18T00:37:35.6Z,1,REGULAR,2pt,Jump Shot,[],1630702,78.26872536136662,44.85294117647059,1610612742,31,37,2024-11-18T00:38:28Z,1700000,False,-26.0,152.0,1,right,J. Hardy 15' driving floating Jump Shot (8 PTS),[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Center,15.4,Made,8.0,,,,,,,,,,,,,,,,,
173,PT00M33.80S,2024-11-18T00:37:52.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612760,31,37,2024-11-18T00:38:02Z,1710000,False,,,0,,J. Hardy personal FOUL (1 PF) (Mitchell 2 FT),"[1630702, 1642349]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Mitchell,1642349.0,,
175,PT00M33.80S,2024-11-18T00:38:15.2Z,1,REGULAR,freethrow,1 of 2,[],1642349,,,1610612760,32,37,2024-11-18T00:38:30Z,1730000,False,,,0,,A. Mitchell Free Throw 1 of 2 (3 PTS),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
176,PT00M33.80S,2024-11-18T00:38:15.2Z,1,REGULAR,freethrow,2 of 2,[],1642349,,,1610612760,32,37,2024-11-18T00:38:30Z,1740000,False,,,0,,MISS A. Mitchell Free Throw 2 of 2,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT00M32.10S,2024-11-18T00:38:16.9Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,32,37,2024-11-18T00:38:30Z,1750000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,
178,PT00M19.10S,2024-11-18T00:38:43.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612742,32,37,2024-11-18T00:38:48Z,1760000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Grimes 2 FT),"[1641717, 1629656]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Grimes,1629656.0,,
180,PT00M19.10S,2024-11-18T00:39:19.9Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612742,32,38,2024-11-18T00:39:19Z,1780000,False,,,0,,Q. Grimes Free Throw 1 of 2 (1 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
181,PT00M19.10S,2024-11-18T00:39:36.5Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612742,32,39,2024-11-18T00:39:36Z,1790000,False,,,0,,Q. Grimes Free Throw 2 of 2 (2 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
182,PT00M01.30S,2024-11-18T00:39:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.1268068331143235,52.69607843137255,1610612760,34,39,2024-11-18T00:40:01Z,1800000,False,-13.0,5.0,1,left,S. Gilgeous-Alexander driving reverse Layup (13 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.44,Made,13.0,,,,,,,,,,,,,,,,,
183,PT00M00.00S,2024-11-18T00:40:05.7Z,1,REGULAR,period,end,[],0,,,1610612742,34,39,2024-11-18T00:40:05Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612742,34,39,2024-11-18T00:42:31Z,1820000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,out,['startperiod'],203939,,,1610612742,34,39,2024-11-18T00:42:31Z,1830000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,34,39,2024-11-18T00:42:31Z,1840000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612742,34,39,2024-11-18T00:42:31Z,1850000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,34,39,2024-11-18T00:42:31Z,1860000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-11-18T00:40:08.4Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612742,34,39,2024-11-18T00:42:31Z,1870000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-11-18T00:42:42.8Z,2,REGULAR,period,start,[],0,,,1610612760,34,39,2024-11-18T00:42:42Z,1880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M42.00S,2024-11-18T00:43:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630598,23.340998685939553,12.5,1610612760,34,39,2024-11-18T00:43:06Z,1890000,False,188.0,167.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
192,PT11M39.00S,2024-11-18T00:43:03.4Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612742,34,39,2024-11-18T00:43:22Z,1900000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,
193,PT11M23.00S,2024-11-18T00:43:25.8Z,2,REGULAR,foul,personal,[],1629026,,,1610612742,34,39,2024-11-18T00:43:37Z,1910000,False,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1629656]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627526.0,,1.0,0.0,Grimes,1629656.0,,
195,PT11M16.00S,2024-11-18T00:43:56.3Z,2,REGULAR,turnover,bad pass,[],1630702,,,1610612742,34,39,2024-11-18T00:44:04Z,1930000,False,,,0,,J. Hardy bad pass TURNOVER (1 TO),"[1630702, 1629026]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,,,,,Williams,1629026.0
196,PT11M16.00S,2024-11-18T00:43:56.3Z,2,REGULAR,steal,,[],1629026,,,1610612760,34,39,2024-11-18T00:43:58Z,1940000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
197,PT11M12.00S,2024-11-18T00:44:02.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'fromturnover']",1629026,5.995400788436268,32.59803921568628,1610612760,34,39,2024-11-18T00:44:47Z,1950000,False,87.0,4.0,1,left,MISS K. Williams 8' running Layup - blocked,"[1629026, 1629023]",1610612760.0,OKC,running,,,Williams,K. Williams,,,,,Mid-Range,8-16 Right,8.71,Missed,,,,,,,,,Washington,1629023.0,,,,,,,,
198,PT11M12.00S,2024-11-18T00:44:02.4Z,2,REGULAR,block,,[],1629023,,,1610612760,34,39,2024-11-18T00:44:33Z,1960000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
199,PT11M08.00S,2024-11-18T00:44:06.4Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,34,39,2024-11-18T00:44:47Z,1970000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,
200,PT10M50.00S,2024-11-18T00:44:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.19776609724047,58.82352941176471,1610612742,34,39,2024-11-18T00:44:26Z,1980000,False,44.0,21.0,1,right,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
201,PT10M49.00S,2024-11-18T00:44:23.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,34,39,2024-11-18T00:44:23Z,1990000,False,,,0,,P. Washington REBOUND (Off:3 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,200.0,6.0,3.0,3.0,,,,,,,,,,,,,
202,PT10M49.00S,2024-11-18T00:44:26.2Z,2,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612742,34,39,2024-11-18T00:44:37Z,2000000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Washington 2 FT),"[1641717, 1629023]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Washington,1629023.0,,
204,PT10M49.00S,2024-11-18T00:44:54.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612742,34,40,2024-11-18T00:44:54Z,2020000,False,,,0,,P. Washington Free Throw 1 of 2 (14 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
205,PT10M49.00S,2024-11-18T00:45:11.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,34,40,2024-11-18T00:45:11Z,2030000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M49.00S,2024-11-18T00:47:58.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612742,34,41,2024-11-18T00:47:58Z,2040000,False,,,0,,P. Washington Free Throw 2 of 2 (15 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
207,PT10M38.00S,2024-11-18T00:48:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,19.92444152431012,65.19607843137256,1610612760,36,41,2024-11-18T00:48:16Z,2050000,False,-76.0,135.0,1,left,J. Williams 15' step back Jump Shot (4 PTS) (A. Mitchell 1 AST),"[1631114, 1642349]",1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,15.47,Made,4.0,,,,,A. Mitchell,1642349.0,1.0,,,,,,,,,,
209,PT10M22.00S,2024-11-18T00:48:26.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,83.65637319316689,56.86274509803921,1610612742,36,41,2024-11-18T00:48:53Z,2070000,False,34.0,101.0,1,right,MISS D. Lively II 10' turnaround Hook,[1641726],1610612742.0,DAL,turnaround,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,10.68,Missed,,,,,,,,,,,,,,,,,,
210,PT10M21.00S,2024-11-18T00:48:27.2Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,36,41,2024-11-18T00:49:28Z,2080000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,
211,PT10M09.00S,2024-11-18T00:48:39.2Z,2,REGULAR,2pt,Jump Shot,[],1631114,20.05584756898817,32.1078431372549,1610612760,36,41,2024-11-18T00:48:47Z,2090000,False,89.0,136.0,1,left,MISS J. Williams 16' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,16.28,Missed,,,,,,,,,,,,,,,,,,
212,PT10M08.00S,2024-11-18T00:48:40.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,36,41,2024-11-18T00:49:39Z,2100000,False,,,0,,P. Washington REBOUND (Off:3 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,,211.0,7.0,4.0,3.0,,,,,,,,,,,,,
213,PT10M02.00S,2024-11-18T00:48:47.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203915,88.12417871222075,32.84313725490196,1610612742,36,41,2024-11-18T00:48:55Z,2110000,False,-86.0,59.0,1,right,MISS S. Dinwiddie 10' pullup bank Shot,[203915],1610612742.0,DAL,pullup bank,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,10.42,Missed,,,,,,,,,,,,,,,,,,
214,PT09M59.00S,2024-11-18T00:48:49.7Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,36,41,2024-11-18T00:48:49Z,2120000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,8-16 Left,,,,213.0,1.0,0.0,1.0,,,,,,,,,,,,,
215,PT09M58.00S,2024-11-18T00:48:50.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,71.17279894875165,76.7156862745098,1610612742,36,44,2024-11-18T00:49:04Z,2130000,False,134.0,218.0,1,right,Q. Grimes 25' 3PT  (5 PTS) (D. Lively II 2 AST),"[1629656, 1641726]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.61,Made,5.0,,,,,D. Lively II,1641726.0,2.0,,,,,,,,,,
217,PT09M41.00S,2024-11-18T00:49:07.7Z,2,REGULAR,2pt,Jump Shot,[],1642349,24.26084099868594,30.392156862745097,1610612760,36,44,2024-11-18T00:49:13Z,2150000,False,98.0,176.0,1,left,MISS A. Mitchell 20' pullup Shot,[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Right Center,20.11,Missed,,,,,,,,,,,,,,,,,,
218,PT09M38.00S,2024-11-18T00:49:10.7Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,36,44,2024-11-18T00:49:13Z,2160000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,,217.0,3.0,3.0,0.0,,,,,,,,,,,,,
219,PT09M34.00S,2024-11-18T00:49:17.3Z,2,REGULAR,foul,personal,[],1642349,,,1610612742,36,44,2024-11-18T00:49:30Z,2170000,False,,,0,,A. Mitchell personal FOUL (2 PF),"[1642349, 1641726]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,2.0,0.0,Lively II,1641726.0,,
221,PT09M34.00S,2024-11-18T00:49:29.8Z,2,REGULAR,substitution,out,[],1629026,,,1610612742,36,44,2024-11-18T00:49:39Z,2190000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M34.00S,2024-11-18T00:49:29.8Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,36,44,2024-11-18T00:49:39Z,2200000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M34.00S,2024-11-18T00:49:29.8Z,2,REGULAR,substitution,in,[],1641794,,,1610612742,36,44,2024-11-18T00:49:39Z,2210000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M34.00S,2024-11-18T00:49:29.8Z,2,REGULAR,substitution,in,[],202691,,,1610612742,36,44,2024-11-18T00:49:39Z,2220000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M29.00S,2024-11-18T00:49:48.3Z,2,REGULAR,turnover,traveling,[],1641726,,,1610612742,36,44,2024-11-18T00:49:53Z,2230000,False,,,0,,D. Lively II traveling TURNOVER (1 TO),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200834.0,1.0,,,,,,
226,PT09M16.00S,2024-11-18T00:50:13.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,11.908672798948752,60.78431372549019,1610612760,38,44,2024-11-18T00:50:18Z,2240000,False,-54.0,59.0,1,left,J. Williams 8' floating Jump Shot (6 PTS) (A. Mitchell 2 AST),"[1631114, 1642349]",1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,8.02,Made,6.0,,,,,A. Mitchell,1642349.0,2.0,,,,,,,,,,
228,PT08M59.00S,2024-11-18T00:50:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,92.19776609724047,57.84313725490197,1610612742,38,46,2024-11-18T00:51:15Z,2260000,False,39.0,21.0,1,right,P. Washington turnaround bank Jump Shot (17 PTS),[1629023],1610612742.0,DAL,turnaround bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,17.0,,,,,,,,,,,,,,,,,
230,PT08M46.00S,2024-11-18T00:50:46.2Z,2,REGULAR,substitution,out,[],1641726,,,1610612760,38,46,2024-11-18T00:50:55Z,2280000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M46.00S,2024-11-18T00:50:46.2Z,2,REGULAR,substitution,out,[],203915,,,1610612760,38,46,2024-11-18T00:50:55Z,2290000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M46.00S,2024-11-18T00:50:46.2Z,2,REGULAR,substitution,in,[],202681,,,1610612760,38,46,2024-11-18T00:50:55Z,2300000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M46.00S,2024-11-18T00:50:46.2Z,2,REGULAR,substitution,in,[],1629655,,,1610612760,38,46,2024-11-18T00:50:55Z,2310000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M39.00S,2024-11-18T00:51:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.732588699080158,50.98039215686274,1610612760,38,46,2024-11-18T00:51:43Z,2320000,False,-5.0,1.0,1,left,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
235,PT08M38.00S,2024-11-18T00:51:11.3Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,38,46,2024-11-18T00:51:56Z,2330000,False,,,0,,P. Washington REBOUND (Off:3 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,234.0,8.0,5.0,3.0,,,,,,,,,,,,,
236,PT08M16.00S,2024-11-18T00:51:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.93495400788436,37.5,1610612742,38,48,2024-11-18T00:52:18Z,2340000,False,-62.0,23.0,1,right,K. Irving 6' driving floating bank Jump Shot (8 PTS),[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,8.0,,,,,,,,,,,,,,,,,
237,PT08M04.00S,2024-11-18T00:51:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641794,5.601182654402102,49.50980392156863,1610612760,40,48,2024-11-18T00:51:47Z,2350000,False,2.0,0.0,1,left,D. Jones cutting Layup (2 PTS) (C. Wallace 1 AST),"[1641794, 1641717]",1610612760.0,OKC,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,0.25,Made,2.0,,,,,C. Wallace,1641717.0,1.0,,,,,,,,,,
239,PT07M47.00S,2024-11-18T00:52:01.1Z,2,REGULAR,3pt,Jump Shot,[],202691,91.80354796320631,4.6568627450980395,1610612742,40,48,2024-11-18T00:53:42Z,2370000,False,-227.0,25.0,1,right,MISS K. Thompson pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
240,PT07M44.00S,2024-11-18T00:52:04.1Z,2,REGULAR,rebound,defensive,[],1641794,,,1610612760,40,48,2024-11-18T00:52:06Z,2380000,False,,,0,,D. Jones REBOUND (Off:0 Def:1),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,
241,PT07M38.00S,2024-11-18T00:52:11.0Z,2,REGULAR,3pt,Jump Shot,[],1641717,2.7102496714848883,95.83333333333334,1610612760,40,48,2024-11-18T00:52:16Z,2390000,False,-229.0,-27.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
242,PT07M34.00S,2024-11-18T00:52:15.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,40,48,2024-11-18T00:52:16Z,2400000,False,,,0,,P. Washington REBOUND (Off:3 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,241.0,9.0,6.0,3.0,,,,,,,,,,,,,
243,PT07M20.00S,2024-11-18T00:52:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1642349,,,1610612742,40,48,2024-11-18T00:52:45Z,2410000,False,,,0,,A. Mitchell shooting personal FOUL (3 PF) (Grimes 2 FT),"[1642349, 1629656]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,3.0,0.0,Grimes,1629656.0,,
245,PT07M20.00S,2024-11-18T00:52:58.6Z,2,REGULAR,freethrow,1 of 2,[],1629656,,,1610612742,40,49,2024-11-18T00:52:58Z,2430000,False,,,0,,Q. Grimes Free Throw 1 of 2 (6 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
246,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,out,[],1630598,,,1610612742,40,49,2024-11-18T00:53:07Z,2440000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,out,[],1642349,,,1610612742,40,49,2024-11-18T00:53:07Z,2450000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,40,49,2024-11-18T00:53:07Z,2460000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,in,[],1629652,,,1610612742,40,49,2024-11-18T00:53:07Z,2470000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,in,[],1630198,,,1610612742,40,49,2024-11-18T00:53:07Z,2480000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M20.00S,2024-11-18T00:52:59.2Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,40,49,2024-11-18T00:53:07Z,2490000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M20.00S,2024-11-18T00:53:26.1Z,2,REGULAR,freethrow,2 of 2,[],1629656,,,1610612742,40,50,2024-11-18T00:53:26Z,2500000,False,,,0,,Q. Grimes Free Throw 2 of 2 (7 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
253,PT06M57.00S,2024-11-18T00:53:51.0Z,2,REGULAR,3pt,Jump Shot,[],1629652,33.196452036793694,58.57843137254902,1610612760,43,50,2024-11-18T00:53:57Z,2510000,False,-43.0,260.0,1,left,L. Dort 26' 3PT step back (7 PTS) (D. Jones 1 AST),"[1629652, 1641794]",1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,26.3,Made,7.0,,,,,D. Jones,1641794.0,1.0,,,,,,,,,,
