actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
591,PT04M10.00S,2025-02-04T03:02:58.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,125,92,2025-02-04T03:03:06Z,5810000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,589.0,,,,,,,,,,,,,,,,
593,PT04M03.00S,2025-02-04T03:03:26.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642358,12.302890932982917,36.27450980392157,1610612749,125,92,2025-02-04T03:04:24Z,5830000,False,69.0,63.0,1,left,MISS A. Johnson 9' driving finger roll Layup - blocked,"[1642358, 1631119]",1610612749.0,MIL,driving finger roll,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),8-16 Right,9.32,Missed,,,,,,,,,Williams,1631119.0,,,,,,,,
594,PT04M03.00S,2025-02-04T03:03:26.7Z,4,REGULAR,block,,[],1631119,,,1610612749,125,92,2025-02-04T03:03:29Z,5840000,False,,,0,,J. Williams BLOCK (3 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
595,PT04M02.00S,2025-02-04T03:03:27.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,125,92,2025-02-04T03:03:37Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,593.0,,,,,,,,,,,,,,,,
596,PT04M02.00S,2025-02-04T03:03:34.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612749,125,92,2025-02-04T03:03:39Z,5860000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202901.0,,,,
597,PT03M54.00S,2025-02-04T03:03:54.6Z,4,REGULAR,foul,personal,[],1641890,,,1610612760,125,92,2025-02-04T03:04:00Z,5870000,False,,,0,,T. Smith personal FOUL (2 PF),"[1641890, 1631119]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Williams,1631119.0
599,PT03M40.00S,2025-02-04T03:04:28.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1641794,95.3515111695138,23.774509803921568,1610612760,125,92,2025-02-04T03:04:38Z,5890000,False,-131.0,-9.0,1,right,MISS D. Jones 13' step back Shot,[1641794],1610612760.0,OKC,step back,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,13.14,Missed,,,,,,,,,,,,,,,,,,
600,PT03M38.00S,2025-02-04T03:04:31.2Z,4,REGULAR,rebound,defensive,[],1641890,,,1610612749,125,92,2025-02-04T03:04:31Z,5900000,False,,,0,,T. Smith REBOUND (Off:2 Def:5),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,8-16 Left,,,,599.0,,,,7.0,5.0,2.0,,,,,,,,,,
601,PT03M32.00S,2025-02-04T03:04:36.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642358,6.258212877792378,58.08823529411765,1610612749,125,92,2025-02-04T03:07:13Z,5910000,False,-40.0,6.0,1,left,MISS A. Johnson running Layup,[1642358],1610612749.0,MIL,running,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
602,PT03M32.00S,2025-02-04T03:04:36.3Z,4,REGULAR,rebound,defensive,[],1642505,,,1610612760,125,92,2025-02-04T03:04:44Z,5920000,False,,,0,,A. Ducas REBOUND (Off:1 Def:5),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,,,,601.0,,,,6.0,5.0,1.0,,,,,,,,,,
603,PT03M19.00S,2025-02-04T03:04:49.2Z,4,REGULAR,3pt,Jump Shot,[],1641745,79.58278580814718,93.38235294117648,1610612760,125,92,2025-02-04T03:04:54Z,5930000,False,217.0,139.0,1,right,MISS A. Flagler 25' pullup 3PT,[1641745],1610612760.0,OKC,pullup,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
604,PT03M16.00S,2025-02-04T03:04:52.2Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612749,125,92,2025-02-04T03:04:54Z,5940000,False,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,603.0,,,,2.0,2.0,0.0,,,,,,,,,,
605,PT03M08.00S,2025-02-04T03:05:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.469776609724048,42.64705882352941,1610612749,125,92,2025-02-04T03:05:03Z,5950000,False,37.0,-1.0,1,left,MISS D. Wright driving Layup,[1626153],1610612749.0,MIL,driving,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
606,PT03M06.00S,2025-02-04T03:05:02.1Z,4,REGULAR,rebound,defensive,[],1641794,,,1610612760,125,92,2025-02-04T03:05:03Z,5960000,False,,,0,,D. Jones REBOUND (Off:1 Def:7),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,605.0,,,,8.0,7.0,1.0,,,,,,,,,,
607,PT02M56.00S,2025-02-04T03:05:11.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641745,86.5473061760841,62.00980392156863,1610612760,125,92,2025-02-04T03:05:16Z,5970000,False,60.0,74.0,1,right,MISS A. Flagler 9' driving floating Shot,[1641745],1610612760.0,OKC,driving floating,,,Flagler,A. Flagler,,,,,In The Paint (Non-RA),8-16 Right,9.53,Missed,,,,,,,,,,,,,,,,,,
608,PT02M56.00S,2025-02-04T03:05:11.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,125,92,2025-02-04T03:05:16Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,607.0,,,,,,,,,,,,,,,,
610,PT02M49.00S,2025-02-04T03:05:42.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641745,81.2910643889619,3.6764705882352944,1610612760,125,92,2025-02-04T03:05:46Z,6000000,False,-232.0,123.0,1,right,MISS A. Flagler 26' 3PT,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
611,PT02M45.00S,2025-02-04T03:05:46.3Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612749,125,92,2025-02-04T03:05:46Z,6010000,False,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,610.0,,,,3.0,3.0,0.0,,,,,,,,,,
612,PT02M36.00S,2025-02-04T03:05:54.1Z,4,REGULAR,3pt,Jump Shot,[],1641890,6.389618922470433,95.34313725490196,1610612749,125,92,2025-02-04T03:05:58Z,6020000,False,-227.0,8.0,1,left,MISS T. Smith 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
613,PT02M34.00S,2025-02-04T03:05:56.1Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,125,92,2025-02-04T03:05:58Z,6030000,False,,,0,,O. Dieng REBOUND (Off:3 Def:4),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,612.0,,,,7.0,4.0,3.0,,,,,,,,,,
614,PT02M28.00S,2025-02-04T03:06:02.4Z,4,REGULAR,3pt,Jump Shot,[],1642505,90.62089356110381,2.2058823529411766,1610612760,125,92,2025-02-04T03:06:07Z,6040000,False,-239.0,36.0,1,right,MISS A. Ducas 24' 3PT,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Left Corner 3,24+ Left,24.17,Missed,,,,,,,,,,,,,,,,,,
615,PT02M25.00S,2025-02-04T03:06:05.4Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612749,125,92,2025-02-04T03:06:07Z,6050000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:3),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,,,,614.0,,,,4.0,3.0,1.0,,,,,,,,,,
616,PT02M18.00S,2025-02-04T03:06:12.8Z,4,REGULAR,2pt,Jump Shot,[],1630699,27.677398160315374,63.970588235294116,1610612749,125,94,2025-02-04T03:06:17Z,6060000,False,-70.0,208.0,1,left,M. Beauchamp 21' pullup Jump Shot (5 PTS),[1630699],1610612749.0,MIL,pullup,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Left Center,21.91,Made,5.0,,,,,,,,,,,,,,,,,
617,PT02M05.00S,2025-02-04T03:06:25.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641794,80.6340341655716,62.99019607843137,1610612760,125,94,2025-02-04T03:06:31Z,6070000,False,65.0,130.0,1,right,MISS D. Jones 14' fadeaway Shot,[1641794],1610612760.0,OKC,fadeaway,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,14.49,Missed,,,,,,,,,,,,,,,,,,
618,PT02M02.00S,2025-02-04T03:06:28.5Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612749,125,94,2025-02-04T03:06:31Z,6080000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:4),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),8-16 Center,,,,617.0,,,,5.0,4.0,1.0,,,,,,,,,,
619,PT02M02.00S,2025-02-04T03:06:31.0Z,4,REGULAR,foul,personal,[],1641794,,,1610612749,125,94,2025-02-04T03:06:35Z,6090000,False,,,0,,D. Jones personal FOUL (2 PF),"[1641794, 1630699]",1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Beauchamp,1630699.0
621,PT01M52.00S,2025-02-04T03:06:56.2Z,4,REGULAR,3pt,Jump Shot,[],1641753,32.013797634691194,27.941176470588236,1610612749,125,94,2025-02-04T03:07:13Z,6110000,False,110.0,248.0,1,left,MISS C. Livingston 27' 3PT,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
622,PT01M48.00S,2025-02-04T03:06:59.4Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,125,94,2025-02-04T03:06:59Z,6120000,False,,,0,,O. Dieng REBOUND (Off:3 Def:5),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,621.0,,,,8.0,5.0,3.0,,,,,,,,,,
623,PT01M39.00S,2025-02-04T03:07:08.5Z,4,REGULAR,3pt,Jump Shot,[],1641745,82.34231274638634,95.34313725490196,1610612760,125,94,2025-02-04T03:07:15Z,6130000,False,227.0,113.0,1,right,MISS A. Flagler 25' 3PT,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
624,PT01M36.00S,2025-02-04T03:07:11.5Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612749,125,94,2025-02-04T03:07:15Z,6140000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:5),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,623.0,,,,6.0,5.0,1.0,,,,,,,,,,
625,PT01M34.00S,2025-02-04T03:07:16.8Z,4,REGULAR,foul,personal,['2freethrow'],1642505,,,1610612749,125,94,2025-02-04T03:07:25Z,6150000,False,,,0,,A. Ducas shooting personal FOUL (1 PF) (Beauchamp 2 FT),"[1642505, 1630699]",1610612760.0,OKC,shooting,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Beauchamp,1630699.0
628,PT01M34.00S,2025-02-04T03:07:42.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630699,,,1610612749,125,94,2025-02-04T03:08:58Z,6170000,False,,,0,,MISS M. Beauchamp Free Throw 1 of 2,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
629,PT01M34.00S,2025-02-04T03:07:42.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,125,94,2025-02-04T03:08:58Z,6180000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,
631,PT01M34.00S,2025-02-04T03:07:42.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630699,,,1610612749,125,95,2025-02-04T03:08:58Z,6190000,False,,,0,,M. Beauchamp Free Throw 2 of 2 (6 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
632,PT01M22.00S,2025-02-04T03:08:08.1Z,4,REGULAR,turnover,lost ball,[],1631172,,,1610612760,125,95,2025-02-04T03:08:12Z,6200000,False,,,0,,O. Dieng lost ball TURNOVER (4 TO),"[1631172, 1642358]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,4.0,Johnson,1642358.0,,,,,
633,PT01M22.00S,2025-02-04T03:08:08.1Z,4,REGULAR,steal,,[],1642358,,,1610612749,125,95,2025-02-04T03:08:09Z,6210000,False,,,0,,A. Johnson STEAL (1 STL),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
634,PT01M17.00S,2025-02-04T03:08:15.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631119,,,1610612749,125,95,2025-02-04T03:08:20Z,6220000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Livingston 2 FT),"[1631119, 1641753]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Livingston,1641753.0
636,PT01M17.00S,2025-02-04T03:08:38.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641753,,,1610612749,125,95,2025-02-04T03:09:39Z,6240000,False,,,0,,MISS C. Livingston Free Throw 1 of 2,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
637,PT01M17.00S,2025-02-04T03:08:38.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,125,95,2025-02-04T03:09:39Z,6250000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,
638,PT01M17.00S,2025-02-04T03:08:38.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1641753,,,1610612749,125,96,2025-02-04T03:09:39Z,6260000,False,,,0,,C. Livingston Free Throw 2 of 2 (10 PTS),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
639,PT01M13.00S,2025-02-04T03:08:59.0Z,4,REGULAR,foul,personal,[],1630699,,,1610612760,125,96,2025-02-04T03:09:04Z,6270000,False,,,0,,M. Beauchamp personal FOUL (3 PF),"[1630699, 1641794]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Jones,1641794.0
641,PT00M56.60S,2025-02-04T03:09:27.5Z,4,REGULAR,3pt,Jump Shot,[],1641745,83.65637319316689,4.6568627450980395,1610612760,125,96,2025-02-04T03:09:34Z,6290000,False,-227.0,101.0,1,right,MISS A. Flagler 24' 3PT,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
642,PT00M51.00S,2025-02-04T03:09:33.1Z,4,REGULAR,rebound,offensive,[],1642505,,,1610612760,125,96,2025-02-04T03:12:03Z,6300000,False,,,0,,A. Ducas REBOUND (Off:2 Def:5),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Above the Break 3,24+ Left Center,,,,641.0,,,,7.0,5.0,2.0,,,,,,,,,,
651,PT00M51.00S,2025-02-04T03:09:31.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642505,91.80354796320631,48.28431372549019,1610612760,125,96,2025-02-04T03:13:26Z,6305000,False,-9.0,25.0,1,right,MISS A. Ducas tip Layup,[1642505],1610612760.0,OKC,tip,,,Ducas,A. Ducas,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
652,PT00M50.60S,2025-02-04T03:09:31.5Z,4,REGULAR,rebound,defensive,[],1642358,,,1610612749,125,96,2025-02-04T03:15:08Z,6307500,False,,,0,,A. Johnson REBOUND (Off:0 Def:4),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,,,,651.0,,,,4.0,4.0,0.0,,,,,,,,,,
643,PT00M49.30S,2025-02-04T03:09:34.7Z,4,REGULAR,turnover,lost ball,[],1642358,,,1610612749,125,96,2025-02-04T03:09:40Z,6310000,False,,,0,,A. Johnson lost ball TURNOVER (2 TO),"[1642358, 1641745]",1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Flagler,1641745.0,,,,,
644,PT00M49.30S,2025-02-04T03:09:34.7Z,4,REGULAR,steal,,[],1641745,,,1610612760,125,96,2025-02-04T03:09:37Z,6320000,False,,,0,,A. Flagler STEAL (2 STL),[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
645,PT00M46.00S,2025-02-04T03:09:38.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641745,83.52496714848883,95.34313725490196,1610612760,125,96,2025-02-04T03:09:43Z,6330000,False,227.0,102.0,1,right,MISS A. Flagler 24' 3PT,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
646,PT00M42.70S,2025-02-04T03:09:41.4Z,4,REGULAR,rebound,defensive,[],1641753,,,1610612749,125,96,2025-02-04T03:09:41Z,6340000,False,,,0,,C. Livingston REBOUND (Off:1 Def:5),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Right Center,,,,645.0,,,,6.0,5.0,1.0,,,,,,,,,,
647,PT00M21.90S,2025-02-04T03:10:02.3Z,4,REGULAR,2pt,Jump Shot,[],1641890,21.50131406044678,81.12745098039215,1610612749,125,96,2025-02-04T03:11:31Z,6350000,False,-156.0,150.0,1,left,MISS T. Smith 21' Jump Shot,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,16-24 Left Center,21.59,Missed,,,,,,,,,,,,,,,,,,
648,PT00M18.10S,2025-02-04T03:10:06.1Z,4,REGULAR,rebound,defensive,[],1641794,,,1610612760,125,96,2025-02-04T03:11:31Z,6360000,False,,,0,,D. Jones REBOUND (Off:1 Def:8),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,,,,647.0,,,,9.0,8.0,1.0,,,,,,,,,,
649,PT00M00.00S,2025-02-04T03:10:33.2Z,4,REGULAR,period,end,[],0,,,1610612760,125,96,2025-02-04T03:10:33Z,6370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M00.00S,2025-02-04T03:10:35.8Z,4,REGULAR,game,end,[],0,,,0,125,96,2025-02-04T03:10:35Z,6380000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
