actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
162,PT12M00.00S,2025-02-04T01:33:26.5Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612749,39,22,2025-02-04T01:36:30Z,1620000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-02-04T01:33:26.5Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612749,39,22,2025-02-04T01:36:30Z,1630000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-04T01:35:37.0Z,2,REGULAR,period,start,[],0,,,1610612749,39,22,2025-02-04T01:35:37Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M45.00S,2025-02-04T01:35:51.4Z,2,REGULAR,3pt,Jump Shot,[],1641890,80.89684625492772,6.127450980392156,1610612749,39,22,2025-02-04T01:35:56Z,1650000,False,-219.0,127.0,1,right,MISS T. Smith 25' 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
166,PT11M41.00S,2025-02-04T01:35:55.4Z,2,REGULAR,rebound,defensive,[],1641794,,,1610612760,39,22,2025-02-04T01:35:56Z,1660000,False,,,0,,D. Jones REBOUND (Off:0 Def:1),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,165.0,,,,1.0,1.0,0.0,,,,,,,,,,
167,PT11M32.00S,2025-02-04T01:36:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,10.5946123521682,50.49019607843137,1610612760,39,22,2025-02-04T01:36:56Z,1670000,False,-2.0,47.0,1,left,MISS I. Hartenstein driving floating Shot,[1628392],1610612760.0,OKC,driving floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
168,PT11M30.00S,2025-02-04T01:36:06.7Z,2,REGULAR,rebound,defensive,[],1641890,,,1610612749,39,22,2025-02-04T01:36:07Z,1680000,False,,,0,,T. Smith REBOUND (Off:0 Def:1),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,167.0,,,,1.0,1.0,0.0,,,,,,,,,,
169,PT11M21.00S,2025-02-04T01:36:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,92.85479632063075,51.71568627450981,1610612749,39,24,2025-02-04T01:36:19Z,1690000,False,9.0,15.0,1,right,A. Jackson Jr. Layup (7 PTS) (T. Smith 1 AST),"[1641748, 1641890]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.7,Made,7.0,,T. Smith,1641890.0,1.0,,,,,,,,,,,,,
171,PT11M06.00S,2025-02-04T01:36:29.2Z,2,REGULAR,turnover,bad pass,[],1631172,,,1610612760,39,24,2025-02-04T01:36:33Z,1710000,False,,,0,,O. Dieng bad pass TURNOVER (1 TO),"[1631172, 1641748]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Jackson Jr.,1641748.0,,,,,
172,PT11M06.00S,2025-02-04T01:36:29.2Z,2,REGULAR,steal,,[],1641748,,,1610612749,39,24,2025-02-04T01:37:34Z,1720000,False,,,0,,A. Jackson Jr. STEAL (1 STL),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
173,PT11M00.00S,2025-02-04T01:36:35.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641748,91.01511169513797,3.6764705882352944,1610612749,39,24,2025-02-04T01:37:52Z,1730000,False,-232.0,32.0,1,right,MISS A. Jackson Jr. running pullup 3PT,[1641748],1610612749.0,MIL,running pullup,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
174,PT10M56.00S,2025-02-04T01:36:39.5Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,39,24,2025-02-04T01:36:40Z,1740000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,173.0,,,,1.0,1.0,0.0,,,,,,,,,,
175,PT10M42.00S,2025-02-04T01:36:53.6Z,2,REGULAR,3pt,Jump Shot,[],1628392,19.398817345597898,5.147058823529411,1610612760,39,24,2025-02-04T01:37:02Z,1750000,False,224.0,130.0,1,left,MISS I. Hartenstein 25' 3PT,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
176,PT10M38.00S,2025-02-04T01:36:57.6Z,2,REGULAR,rebound,defensive,[],1641890,,,1610612749,39,24,2025-02-04T01:37:02Z,1760000,False,,,0,,T. Smith REBOUND (Off:0 Def:2),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Right Center,,,,175.0,,,,2.0,2.0,0.0,,,,,,,,,,
177,PT10M29.00S,2025-02-04T01:37:06.4Z,2,REGULAR,turnover,lost ball,[],1641890,,,1610612749,39,24,2025-02-04T01:37:09Z,1770000,False,,,0,,T. Smith lost ball TURNOVER (1 TO),"[1641890, 1630198]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Joe,1630198.0,,,,,
178,PT10M29.00S,2025-02-04T01:37:06.4Z,2,REGULAR,steal,,[],1630198,,,1610612760,39,24,2025-02-04T01:37:08Z,1780000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT10M24.00S,2025-02-04T01:37:11.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631172,5.338370565045992,50.0,1610612760,41,24,2025-02-04T01:38:59Z,1790000,False,0.0,-2.0,1,left,O. Dieng running DUNK (4 PTS) (I. Joe 2 AST),"[1631172, 1630198]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,0.23,Made,4.0,,I. Joe,1630198.0,2.0,,,,,,,,,,,,,
181,PT10M04.00S,2025-02-04T01:37:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642358,87.46714848883047,50.73529411764706,1610612749,41,26,2025-02-04T01:37:37Z,1810000,False,4.0,65.0,1,right,A. Johnson 6' turnaround Jump Shot (2 PTS) (G. Trent Jr. 1 AST),"[1642358, 1629018]",1610612749.0,MIL,turnaround,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,2.0,,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,
183,PT09M48.00S,2025-02-04T01:37:47.4Z,2,REGULAR,3pt,Jump Shot,[],1631172,31.882391590013142,39.950980392156865,1610612760,44,26,2025-02-04T01:39:19Z,1830000,False,50.0,247.0,1,left,O. Dieng 25' 3PT step back (7 PTS),[1631172],1610612760.0,OKC,step back,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,25.22,Made,7.0,,,,,,,,,,,,,,,,,
184,PT09M27.00S,2025-02-04T01:38:08.3Z,2,REGULAR,3pt,Jump Shot,[],1641890,70.12155059132719,24.264705882352942,1610612749,44,26,2025-02-04T01:38:13Z,1840000,False,-129.0,228.0,1,right,MISS T. Smith 26' 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
185,PT09M25.00S,2025-02-04T01:38:10.3Z,2,REGULAR,rebound,defensive,[],1641794,,,1610612760,44,26,2025-02-04T01:38:13Z,1850000,False,,,0,,D. Jones REBOUND (Off:0 Def:2),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,184.0,,,,2.0,2.0,0.0,,,,,,,,,,
186,PT09M20.00S,2025-02-04T01:38:18.8Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612760,44,26,2025-02-04T01:38:26Z,1860000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Joe 2 FT),"[1626192, 1630198]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Joe,1630198.0
188,PT09M20.00S,2025-02-04T01:38:46.7Z,2,REGULAR,freethrow,1 of 2,[],1630198,,,1610612760,45,26,2025-02-04T01:38:46Z,1880000,False,,,0,,I. Joe Free Throw 1 of 2 (4 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
189,PT09M20.00S,2025-02-04T01:39:01.0Z,2,REGULAR,freethrow,2 of 2,[],1630198,,,1610612760,46,26,2025-02-04T01:39:01Z,1890000,False,,,0,,I. Joe Free Throw 2 of 2 (5 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
190,PT08M59.00S,2025-02-04T01:39:23.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,67.88764783180025,25.49019607843137,1610612749,46,26,2025-02-04T01:39:29Z,1900000,False,-123.0,249.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.79,Missed,,,,,,,,,,,,,,,,,,
191,PT08M55.00S,2025-02-04T01:39:27.0Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,46,26,2025-02-04T01:39:29Z,1910000,False,,,0,,P. Connaughton REBOUND (Off:2 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,190.0,,,,2.0,0.0,2.0,,,,,,,,,,
192,PT08M55.00S,2025-02-04T01:39:27.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,91.80354796320631,50.98039215686274,1610612749,46,28,2025-02-04T01:39:32Z,1920000,False,5.0,25.0,1,right,P. Connaughton putback Layup (2 PTS),[1626192],1610612749.0,MIL,putback,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,2.5,Made,2.0,,,,,,,,,,,,,,,,,
193,PT08M44.00S,2025-02-04T01:39:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.389618922470433,48.28431372549019,1610612760,48,28,2025-02-04T01:39:41Z,1930000,False,9.0,8.0,1,left,A. Wiggins cutting Layup (6 PTS) (D. Jones 2 AST),"[1630598, 1641794]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.15,Made,6.0,,D. Jones,1641794.0,2.0,,,,,,,,,,,,,
195,PT08M30.00S,2025-02-04T01:39:52.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,87.46714848883047,50.245098039215684,1610612749,48,28,2025-02-04T01:39:55Z,1950000,False,1.0,65.0,1,right,MISS G. Trent Jr. 6' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
196,PT08M28.00S,2025-02-04T01:39:54.1Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,48,28,2025-02-04T01:39:55Z,1960000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,195.0,,,,5.0,4.0,1.0,,,,,,,,,,
197,PT08M18.00S,2025-02-04T01:40:04.7Z,2,REGULAR,turnover,bad pass,[],1631172,,,1610612760,48,28,2025-02-04T01:40:09Z,1970000,False,,,0,,O. Dieng bad pass TURNOVER (2 TO),"[1631172, 1641748]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2.0,Jackson Jr.,1641748.0,,,,,
198,PT08M18.00S,2025-02-04T01:40:04.7Z,2,REGULAR,steal,,[],1641748,,,1610612749,48,28,2025-02-04T01:40:06Z,1980000,False,,,0,,A. Jackson Jr. STEAL (2 STL),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
199,PT08M09.00S,2025-02-04T01:40:12.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,97.68396846254927,96.07843137254902,1610612749,48,28,2025-02-04T01:40:46Z,1990000,False,230.0,-31.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
200,PT08M08.00S,2025-02-04T01:40:13.8Z,2,REGULAR,rebound,offensive,[],1641890,,,1610612749,48,28,2025-02-04T01:40:46Z,2000000,False,,,0,,T. Smith REBOUND (Off:1 Def:2),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Right Corner 3,24+ Right,,,,199.0,,,,3.0,2.0,1.0,,,,,,,,,,
201,PT08M08.00S,2025-02-04T01:40:17.6Z,2,REGULAR,foul,personal,['2freethrow'],1641794,,,1610612749,48,28,2025-02-04T01:40:31Z,2010000,False,,,0,,D. Jones shooting personal FOUL (1 PF) (Smith 2 FT),"[1641794, 1641890]",1610612760.0,OKC,shooting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Smith,1641890.0
203,PT08M08.00S,2025-02-04T01:40:38.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641890,,,1610612749,48,28,2025-02-04T01:40:38Z,2030000,False,,,0,,MISS T. Smith Free Throw 1 of 2,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
204,PT08M08.00S,2025-02-04T01:40:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,48,28,2025-02-04T01:40:38Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,
205,PT08M08.00S,2025-02-04T01:40:58.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641890,,,1610612749,48,29,2025-02-04T01:40:58Z,2050000,False,,,0,,T. Smith Free Throw 2 of 2 (4 PTS),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
206,PT07M55.00S,2025-02-04T01:41:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.389618922470433,47.30392156862745,1610612760,50,29,2025-02-04T01:41:16Z,2060000,False,13.0,8.0,1,left,A. Wiggins driving Layup (8 PTS),[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.55,Made,8.0,,,,,,,,,,,,,,,,,
207,PT07M36.00S,2025-02-04T01:41:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,86.81011826544021,64.4607843137255,1610612749,50,29,2025-02-04T01:41:51Z,2070000,False,72.0,71.0,1,right,MISS G. Trent Jr. 10' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Right,10.17,Missed,,,,,,,,,,,,,,,,,,
208,PT07M32.00S,2025-02-04T01:41:37.1Z,2,REGULAR,rebound,offensive,[],1641748,,,1610612749,50,29,2025-02-04T01:43:35Z,2080000,False,,,0,,A. Jackson Jr. REBOUND (Off:2 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,207.0,,,,3.0,1.0,2.0,,,,,,,,,,
209,PT07M30.00S,2025-02-04T01:41:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,92.9862023653088,54.166666666666664,1610612749,50,31,2025-02-04T01:42:31Z,2090000,False,21.0,13.0,1,right,P. Connaughton driving finger roll Layup (4 PTS) (A. Jackson Jr. 1 AST),"[1626192, 1641748]",1610612749.0,MIL,driving finger roll,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,2.47,Made,4.0,,A. Jackson Jr.,1641748.0,1.0,,,,,,,,,,,,,
211,PT07M08.00S,2025-02-04T01:42:01.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,8.09789750328515,42.8921568627451,1610612760,50,31,2025-02-04T01:42:06Z,2110000,False,36.0,24.0,1,left,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,,
212,PT07M04.00S,2025-02-04T01:42:05.1Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612760,50,31,2025-02-04T01:42:06Z,2120000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,211.0,,,,6.0,4.0,2.0,,,,,,,,,,
213,PT07M04.00S,2025-02-04T01:42:03.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.590000152587891,50.0,1610612760,52,31,2025-02-04T01:42:03Z,2130000,False,0.0,0.0,1,left,I. Hartenstein tip Layup (4 PTS),[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
214,PT06M48.00S,2025-02-04T01:42:19.8Z,2,REGULAR,3pt,Jump Shot,[],1642358,73.53810775295663,82.59803921568627,1610612749,52,31,2025-02-04T01:42:24Z,2140000,False,163.0,196.0,1,right,MISS A. Johnson 25' step back 3PT,[1642358],1610612749.0,MIL,step back,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
215,PT06M45.00S,2025-02-04T01:42:22.8Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,52,31,2025-02-04T01:42:24Z,2150000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,214.0,,,,2.0,2.0,0.0,,,,,,,,,,
216,PT06M37.00S,2025-02-04T01:42:31.2Z,2,REGULAR,3pt,Jump Shot,[],1630198,27.151773981603156,82.1078431372549,1610612760,52,31,2025-02-04T01:42:35Z,2160000,False,-161.0,203.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
217,PT06M33.00S,2025-02-04T01:42:35.2Z,2,REGULAR,rebound,defensive,[],1641890,,,1610612749,52,31,2025-02-04T01:42:35Z,2170000,False,,,0,,T. Smith REBOUND (Off:1 Def:3),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Left Center,,,,216.0,,,,4.0,3.0,1.0,,,,,,,,,,
218,PT06M20.00S,2025-02-04T01:42:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641748,89.70105124835742,35.78431372549019,1610612749,52,31,2025-02-04T01:42:52Z,2180000,False,-71.0,44.0,1,right,MISS A. Jackson Jr. 8' turnaround Shot,[1641748],1610612749.0,MIL,turnaround,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.38,Missed,,,,,,,,,,,,,,,,,,
219,PT06M19.00S,2025-02-04T01:42:48.5Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,52,31,2025-02-04T01:42:52Z,2190000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:5),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,218.0,,,,7.0,5.0,2.0,,,,,,,,,,
220,PT06M16.00S,2025-02-04T01:42:52.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631172,5.338370565045992,49.26470588235294,1610612760,54,31,2025-02-04T01:44:13Z,2200000,False,4.0,-2.0,1,left,O. Dieng running DUNK (9 PTS) (I. Hartenstein 1 AST),"[1631172, 1628392]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,0.44,Made,9.0,,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,
222,PT06M15.00S,2025-02-04T01:42:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,54,31,2025-02-04T01:42:55Z,2220000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,54,31,2025-02-04T01:45:47Z,2230000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,out,[],1641890,,,1610612749,54,31,2025-02-04T01:45:47Z,2240000,False,,,0,,SUB out: T. Smith,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,out,[],1642358,,,1610612749,54,31,2025-02-04T01:45:47Z,2250000,False,,,0,,SUB out: A. Johnson,[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,54,31,2025-02-04T01:45:47Z,2260000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,54,31,2025-02-04T01:45:47Z,2270000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M15.00S,2025-02-04T01:45:37.4Z,2,REGULAR,substitution,in,[],1626153,,,1610612749,54,31,2025-02-04T01:45:47Z,2280000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M54.00S,2025-02-04T01:46:10.1Z,2,REGULAR,3pt,Jump Shot,[],1627752,95.87713534822602,96.07843137254902,1610612749,54,31,2025-02-04T01:46:15Z,2290000,False,230.0,-14.0,1,right,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
230,PT05M51.00S,2025-02-04T01:46:13.1Z,2,REGULAR,rebound,offensive,[],1641748,,,1610612749,54,31,2025-02-04T01:46:15Z,2300000,False,,,0,,A. Jackson Jr. REBOUND (Off:3 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,229.0,,,,4.0,1.0,3.0,,,,,,,,,,
231,PT05M47.00S,2025-02-04T01:46:16.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,93.51182654402102,94.6078431372549,1610612749,54,34,2025-02-04T01:46:20Z,2310000,False,223.0,8.0,1,right,T. Prince 3PT  (3 PTS) (A. Green 1 AST),"[1627752, 1631260]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,22.32,Made,3.0,,A. Green,1631260.0,1.0,,,,,,,,,,,,,
233,PT05M35.00S,2025-02-04T01:46:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630198,23.209592641261498,87.99019607843137,1610612760,57,34,2025-02-04T01:46:33Z,2330000,False,-190.0,166.0,1,left,I. Joe 25' 3PT  (8 PTS) (A. Wiggins 1 AST),"[1630198, 1630598]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.21,Made,8.0,,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,
235,PT05M35.00S,2025-02-04T01:46:33.0Z,2,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612760,57,34,2025-02-04T01:48:02Z,2350000,False,,,0,,T. Prince flagrant-type-1 personal FOUL (2 PF) (Joe 1 FT),"[1627752, 1630198]",1610612749.0,MIL,flagrant-type-1,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Joe,1630198.0
238,PT05M35.00S,2025-02-04T01:48:34.3Z,2,REGULAR,freethrow,1 of 1,[],1630198,,,1610612760,58,34,2025-02-04T01:48:39Z,2380000,False,,,0,,I. Joe flagrant Free Throw 1 of 1 (9 PTS),[1630198],1610612760.0,OKC,flagrant,,,Joe,I. Joe,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
239,PT05M35.00S,2025-02-04T01:48:40.5Z,2,REGULAR,substitution,out,[],1631172,,,1610612749,58,34,2025-02-04T01:48:53Z,2390000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M35.00S,2025-02-04T01:48:40.5Z,2,REGULAR,substitution,out,[],1628392,,,1610612749,58,34,2025-02-04T01:48:53Z,2400000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M35.00S,2025-02-04T01:48:40.5Z,2,REGULAR,substitution,in,[],1631119,,,1610612749,58,34,2025-02-04T01:48:53Z,2410000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
