actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
495,PT00M48.40S,2025-03-04T02:44:03.9Z,3,REGULAR,substitution,out,[],1641715,,,1610612760,98,89,2025-03-04T02:44:06Z,4890000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M48.40S,2025-03-04T02:44:03.9Z,3,REGULAR,substitution,in,[],1630256,,,1610612760,98,89,2025-03-04T02:44:06Z,4900000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M48.40S,2025-03-04T02:44:03.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1641717,,,1610612760,99,89,2025-03-04T02:45:57Z,4910000,False,,,0,,C. Wallace Free Throw 2 of 2 (12 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,Made,,12.0,,,,,,,,,
498,PT00M29.30S,2025-03-04T02:44:45.9Z,3,REGULAR,2pt,Jump Shot,[],1642368,78.71222076215506,72.77113970588235,1610612745,99,89,2025-03-04T02:46:35Z,4920000,False,114.0,148.0,1,right,MISS N. Dante 18' pullup Shot,[1642368],1610612745.0,HOU,pullup,,,Dante,N. Dante,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Missed,,,18.64,,,,,,,,
499,PT00M27.60S,2025-03-04T02:44:47.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,99,89,2025-03-04T02:46:29Z,4930000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,498.0,,,,,,4.0,3.0,1.0,,
500,PT00M18.90S,2025-03-04T02:44:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628983,22.053630091984232,92.62408088235294,1610612760,102,89,2025-03-04T02:46:57Z,4940000,False,-213.0,155.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (45 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,45.0,26.34,,,,,,,,
501,PT00M06.80S,2025-03-04T02:45:12.5Z,3,REGULAR,3pt,Jump Shot,[],1631466,89.22470433639947,96.54564950980392,1610612745,102,89,2025-03-04T02:47:34Z,4950000,False,233.0,49.0,1,right,MISS N. Williams 3PT,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.78,,,,,,,,
502,PT00M03.90S,2025-03-04T02:45:15.4Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,102,89,2025-03-04T02:47:34Z,4960000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:5),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,,501.0,,,,,,7.0,5.0,2.0,,
503,PT00M00.40S,2025-03-04T02:45:18.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,34.366787122207626,76.69270833333334,1610612760,102,89,2025-03-04T02:47:57Z,4970000,False,-133.0,271.0,1,left,MISS S. Gilgeous-Alexander 30' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,30.16,,,,,,,,
504,PT00M00.10S,2025-03-04T02:45:18.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,102,89,2025-03-04T02:47:57Z,4980000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,503.0,,,,,,,,,,
505,PT00M00.00S,2025-03-04T02:45:45.4Z,3,REGULAR,period,end,[],0,,,1610612760,102,89,2025-03-04T02:45:45Z,4990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,102,89,2025-03-04T02:47:50Z,5000000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,102,89,2025-03-04T02:47:50Z,5010000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,102,89,2025-03-04T02:47:50Z,5020000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,out,['startperiod'],1628988,,,1610612760,102,89,2025-03-04T02:47:50Z,5030000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,out,['startperiod'],201145,,,1610612760,102,89,2025-03-04T02:47:50Z,5040000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,in,['startperiod'],1628392,,,1610612760,102,89,2025-03-04T02:47:50Z,5050000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,102,89,2025-03-04T02:47:50Z,5060000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,102,89,2025-03-04T02:47:50Z,5070000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,in,['startperiod'],1642263,,,1610612760,102,89,2025-03-04T02:47:50Z,5080000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-03-04T02:45:49.0Z,4,REGULAR,substitution,in,['startperiod'],1631095,,,1610612760,102,89,2025-03-04T02:47:50Z,5090000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-03-04T02:48:08.0Z,4,REGULAR,period,start,[],0,,,1610612760,102,89,2025-03-04T02:48:08Z,5100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M48.00S,2025-03-04T02:48:18.7Z,4,REGULAR,3pt,Jump Shot,[],1630598,26.67542706964521,10.516237745098039,1610612760,105,89,2025-03-04T02:48:37Z,5110000,False,197.0,198.0,1,left,A. Wiggins 27' 3PT  (8 PTS) (C. Wallace 2 AST),"[1630598, 1641717]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,8.0,27.97,C. Wallace,1641717.0,2.0,,,,,
519,PT11M34.00S,2025-03-04T02:48:35.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642368,91.32720105124835,44.424019607843135,1610612745,105,91,2025-03-04T02:49:06Z,5130000,False,-28.0,29.0,1,right,N. Dante alley-oop DUNK (5 PTS) (R. Sheppard 4 AST),"[1642368, 1642263]",1610612745.0,HOU,alley-oop,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,5.0,4.02,R. Sheppard,1642263.0,4.0,,,,,
521,PT11M34.00S,2025-03-04T02:48:38.5Z,4,REGULAR,foul,personal,['1freethrow'],1631096,,,1610612745,105,91,2025-03-04T02:49:13Z,5150000,False,,,0,,C. Holmgren shooting personal FOUL (3 PF) (Dante 1 FT),"[1631096, 1642368]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,202901.0,3.0,0.0,Dante,1642368.0,,,,,,,,,,,,
523,PT11M34.00S,2025-03-04T02:49:07.9Z,4,REGULAR,freethrow,1 of 1,[],1642368,,,1610612745,105,92,2025-03-04T02:49:07Z,5170000,False,,,0,,N. Dante Free Throw 1 of 1 (6 PTS),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,Made,,6.0,,,,,,,,,
524,PT11M25.00S,2025-03-04T02:49:22.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,19.18528252299606,43.604473039215684,1610612760,107,92,2025-03-04T02:50:12Z,5180000,False,32.0,128.0,1,left,C. Holmgren 13' Jump Shot (9 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,9.0,13.17,J. Williams,1631114.0,1.0,,,,,
526,PT11M13.00S,2025-03-04T02:49:34.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,89.09329829172142,45.07506127450981,1610612745,107,94,2025-03-04T02:50:23Z,5200000,False,-25.0,50.0,1,right,R. Sheppard pullup Jump Shot (13 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,13.0,5.57,,,,,,,,
527,PT10M59.00S,2025-03-04T02:49:48.9Z,4,REGULAR,3pt,Jump Shot,[],1631096,20.762155059132724,93.11427696078431,1610612760,107,94,2025-03-04T02:50:42Z,5210000,False,-216.0,143.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,25.85,,,,,,,,
528,PT10M55.00S,2025-03-04T02:49:52.9Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,107,94,2025-03-04T02:50:42Z,5220000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,527.0,,,,,,8.0,6.0,2.0,,
529,PT10M49.00S,2025-03-04T02:49:56.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,21.681997371879106,92.13388480392157,1610612760,110,94,2025-03-04T02:50:54Z,5230000,False,-211.0,151.0,1,left,J. Williams 25' 3PT  (18 PTS) (C. Holmgren 2 AST),"[1631114, 1631096]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,18.0,25.94,C. Holmgren,1631096.0,2.0,,,,,
531,PT10M37.00S,2025-03-04T02:50:11.4Z,4,REGULAR,3pt,Jump Shot,[],1642263,75.42706964520369,90.66329656862746,1610612745,110,94,2025-03-04T02:51:08Z,5250000,False,203.0,178.0,1,right,MISS R. Sheppard 27' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,27.05,,,,,,,,
532,PT10M34.00S,2025-03-04T02:50:14.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,110,94,2025-03-04T02:53:12Z,5260000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,531.0,,,,,,,,,,
534,PT10M34.00S,2025-03-04T02:50:28.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,110,94,2025-03-04T02:53:03Z,5280000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT10M34.00S,2025-03-04T02:52:58.6Z,4,REGULAR,substitution,out,[],1641717,,,1610612760,110,94,2025-03-04T02:53:10Z,5300000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M34.00S,2025-03-04T02:52:58.6Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,110,94,2025-03-04T02:53:10Z,5310000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M26.00S,2025-03-04T02:53:27.3Z,4,REGULAR,foul,personal,['2freethrow'],1631466,,,1610612760,110,94,2025-03-04T02:54:31Z,5320000,False,,,0,,N. Williams shooting personal FOUL (4 PF) (Williams 2 FT),"[1631466, 1631114]",1610612745.0,HOU,shooting,,,Williams,N. Williams,,,,,Mid-Range,16-24 Left Center,,,,203593.0,4.0,0.0,Williams,1631114.0,,,,,,,,,,,,
540,PT10M26.00S,2025-03-04T02:53:49.5Z,4,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,111,94,2025-03-04T02:53:49Z,5340000,False,,,0,,J. Williams Free Throw 1 of 2 (19 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,Made,,19.0,,,,,,,,,
541,PT10M26.00S,2025-03-04T02:54:04.1Z,4,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,112,94,2025-03-04T02:54:04Z,5350000,False,,,0,,J. Williams Free Throw 2 of 2 (20 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,Made,,20.0,,,,,,,,,
542,PT10M15.00S,2025-03-04T02:54:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,89.75032851511169,55.778952205882355,1610612745,112,96,2025-03-04T02:55:09Z,5360000,False,29.0,44.0,1,right,R. Sheppard driving Layup (15 PTS),[1642263],1610612745.0,HOU,driving,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,15.0,5.25,,,,,,,,
543,PT10M08.00S,2025-03-04T02:54:25.3Z,4,REGULAR,2pt,Jump Shot,[],1631114,14.717477003942179,18.849571078431367,1610612760,112,96,2025-03-04T02:55:37Z,5370000,False,156.0,86.0,1,left,MISS J. Williams 17' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,,Missed,,,17.79,,,,,,,,
544,PT10M04.00S,2025-03-04T02:54:29.3Z,4,REGULAR,rebound,defensive,[],1630256,,,1610612745,112,96,2025-03-04T02:55:37Z,5380000,False,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Right,,,,,,,,,,543.0,,,,,,3.0,2.0,1.0,,
545,PT10M03.00S,2025-03-04T02:54:32.5Z,4,REGULAR,foul,personal,[],1631114,,,1610612745,112,96,2025-03-04T02:55:56Z,5390000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1630256]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,202901.0,2.0,0.0,Tate,1630256.0,,,,,,,,,,,,
547,PT10M03.00S,2025-03-04T02:54:42.3Z,4,REGULAR,substitution,out,[],1642368,,,1610612745,112,96,2025-03-04T02:54:46Z,5410000,False,,,0,,SUB out: N. Dante,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M03.00S,2025-03-04T02:54:42.3Z,4,REGULAR,substitution,in,[],1641715,,,1610612745,112,96,2025-03-04T02:54:46Z,5420000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M55.00S,2025-03-04T02:55:05.2Z,4,REGULAR,3pt,Jump Shot,[],1642263,63.9495729303548,36.00643382352941,1610612745,112,99,2025-03-04T02:56:30Z,5430000,False,-70.0,286.0,1,right,R. Sheppard 29' 3PT  (18 PTS) (J. Tate 2 AST),"[1642263, 1630256]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,18.0,29.48,J. Tate,1630256.0,2.0,,,,,
559,PT09M43.00S,2025-03-04T02:55:13.6Z,4,REGULAR,turnover,lost ball,[],1631096,,,1610612760,112,99,2025-03-04T02:59:03Z,5445000,False,,,0,,C. Holmgren lost ball TURNOVER (3 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,3.0,,,,,,,,,,,,,,,,,,,
551,PT09M43.00S,2025-03-04T02:55:22.1Z,4,REGULAR,foul,personal,[],1631096,,,1610612745,112,99,2025-03-04T02:59:08Z,5450000,False,,,0,,C. Holmgren loose ball personal FOUL (4 PF),"[1631096, 1630256]",1610612760.0,OKC,loose ball,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,2530.0,4.0,0.0,Tate,1630256.0,,,,,,,,,,,,
554,PT09M32.00S,2025-03-04T02:55:47.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,76.7904073587385,92.8921568627451,1610612745,112,102,2025-03-04T02:57:45Z,5480000,False,214.0,166.0,1,right,R. Sheppard 27' 3PT pullup (21 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,21.0,27.1,,,,,,,,
555,PT09M09.00S,2025-03-04T02:56:11.6Z,4,REGULAR,turnover,bad pass,[],1630598,,,1610612760,112,102,2025-03-04T02:58:18Z,5490000,False,,,0,,A. Wiggins bad pass TURNOVER (2 TO),"[1630598, 1641715]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,2.0,Whitmore,1641715.0,,,,,,,,,,,,,,,,,
556,PT09M09.00S,2025-03-04T02:56:11.6Z,4,REGULAR,steal,,[],1641715,,,1610612745,112,102,2025-03-04T02:56:16Z,5500000,False,,,0,,C. Whitmore STEAL (2 STL),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
557,PT09M07.00S,2025-03-04T02:56:17.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641715,88.96189224704337,42.708333333333336,1610612745,112,104,2025-03-04T02:58:45Z,5510000,False,-36.0,51.0,1,right,C. Whitmore 6' running DUNK (21 PTS),[1641715],1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,21.0,6.3,,,,,,,,
558,PT09M06.00S,2025-03-04T02:56:26.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,112,104,2025-03-04T02:56:26Z,5520000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M06.00S,2025-03-04T02:58:46.4Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,112,104,2025-03-04T02:59:00Z,5530000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M06.00S,2025-03-04T02:58:46.4Z,4,REGULAR,substitution,out,[],1630598,,,1610612760,112,104,2025-03-04T02:59:00Z,5540000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M06.00S,2025-03-04T02:58:46.4Z,4,REGULAR,substitution,in,[],1641717,,,1610612760,112,104,2025-03-04T02:59:00Z,5550000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M06.00S,2025-03-04T02:58:46.4Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,112,104,2025-03-04T02:59:00Z,5560000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M50.00S,2025-03-04T02:59:27.5Z,4,REGULAR,turnover,lost ball,[],1629026,,,1610612760,112,104,2025-03-04T02:59:32Z,5570000,False,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 1630256]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,1.0,Tate,1630256.0,,,,,,,,,,,,,,,,,
565,PT08M50.00S,2025-03-04T02:59:27.5Z,4,REGULAR,steal,,[],1630256,,,1610612745,112,104,2025-03-04T03:11:04Z,5580000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
566,PT08M43.00S,2025-03-04T02:59:37.2Z,4,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612745,112,104,2025-03-04T02:59:43Z,5590000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Whitmore 2 FT),"[1629652, 1641715]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,2.0,0.0,Whitmore,1641715.0,,,,,,,,,,,,
568,PT08M43.00S,2025-03-04T03:00:00.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1641715,,,1610612745,112,105,2025-03-04T03:00:00Z,5610000,False,,,0,,C. Whitmore Free Throw 1 of 2 (22 PTS),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,Made,,22.0,,,,,,,,,
569,PT08M43.00S,2025-03-04T03:00:16.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1641715,,,1610612745,112,106,2025-03-04T03:00:16Z,5620000,False,,,0,,C. Whitmore Free Throw 2 of 2 (23 PTS),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,Made,,23.0,,,,,,,,,
570,PT08M30.00S,2025-03-04T03:00:33.0Z,4,REGULAR,turnover,out-of-bounds,[],1641717,,,1610612760,112,106,2025-03-04T03:06:35Z,5630000,False,,,0,,C. Wallace bad pass out-of-bounds TURNOVER (1 TO),[1641717],1610612760.0,OKC,bad pass,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,202901.0,,,,,,,,,,,,,,,,
571,PT08M17.00S,2025-03-04T03:00:51.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631466,88.96189224704337,44.09466911764706,1610612745,112,106,2025-03-04T03:07:05Z,5640000,False,-30.0,51.0,1,right,MISS N. Williams driving Layup,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.92,,,,,,,,
572,PT08M16.00S,2025-03-04T03:00:52.5Z,4,REGULAR,rebound,offensive,[],1630256,,,1610612745,112,106,2025-03-04T03:07:05Z,5650000,False,,,0,,J. Tate REBOUND (Off:2 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,571.0,,,,,,4.0,2.0,2.0,,
573,PT08M16.00S,2025-03-04T03:00:57.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,88.83048620236531,54.94408700980392,1610612745,112,106,2025-03-04T03:07:23Z,5660000,False,25.0,52.0,1,right,MISS J. Tate tip Layup,[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.8,,,,,,,,
574,PT08M14.00S,2025-03-04T03:00:59.2Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,112,106,2025-03-04T03:07:47Z,5670000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,573.0,,,,,,3.0,3.0,0.0,,
575,PT08M08.00S,2025-03-04T03:01:00.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631114,11.300919842312751,43.70787377450981,1610612760,114,106,2025-03-04T03:08:01Z,5680000,False,31.0,54.0,1,left,J. Williams 6' running Layup (22 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,22.0,6.23,,,,,,,,
576,PT07M55.00S,2025-03-04T03:01:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,93.69250985545335,43.359375,1610612745,114,106,2025-03-04T03:08:34Z,5690000,False,-33.0,7.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,3.39,,,,,,,,
577,PT07M49.00S,2025-03-04T03:01:19.6Z,4,REGULAR,rebound,offensive,[],1631095,,,1610612745,114,106,2025-03-04T03:08:34Z,5700000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,576.0,,,,,,8.0,4.0,4.0,,
578,PT07M45.00S,2025-03-04T03:01:23.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,96.32063074901446,96.05545343137256,1610612745,114,106,2025-03-04T03:08:52Z,5710000,False,230.0,-18.0,1,right,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.1,,,,,,,,
