actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
163,PT00M31.90S,2025-03-04T01:34:17.8Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,27,29,2025-03-04T01:38:01Z,1590000,False,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,162.0,,,,,,2.0,1.0,1.0,,
164,PT00M30.40S,2025-03-04T01:34:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,9.701461892247039,54.798560049019606,1610612745,27,31,2025-03-04T01:38:11Z,1600000,False,-24.0,39.0,1,left,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,2.0,4.55,,,,,,,,
165,PT00M25.80S,2025-03-04T01:34:26.5Z,1,REGULAR,3pt,Jump Shot,[],1628983,71.27135348226018,79.41176470588235,1610612760,30,31,2025-03-04T01:38:29Z,1610000,False,147.0,218.0,1,right,S. Gilgeous-Alexander 26' 3PT step back (20 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,20.0,26.26,,,,,,,,
166,PT00M12.30S,2025-03-04T01:34:45.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631466,15.220515768725363,53.465839460784316,1610612745,30,31,2025-03-04T01:39:03Z,1620000,False,-17.0,91.0,1,left,MISS N. Williams 9' driving Hook,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,9.22,,,,,,,,
167,PT00M10.90S,2025-03-04T01:34:47.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,30,31,2025-03-04T01:39:03Z,1630000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,166.0,,,,,,2.0,2.0,0.0,,
169,PT00M00.00S,2025-03-04T01:35:21.7Z,1,REGULAR,period,end,[],0,,,1610612760,30,31,2025-03-04T01:35:21Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,30,31,2025-03-04T01:37:56Z,1660000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,30,31,2025-03-04T01:37:56Z,1670000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612760,30,31,2025-03-04T01:37:56Z,1680000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,out,['startperiod'],201145,,,1610612760,30,31,2025-03-04T01:37:56Z,1690000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,30,31,2025-03-04T01:37:56Z,1700000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,30,31,2025-03-04T01:37:56Z,1710000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612760,30,31,2025-03-04T01:37:56Z,1720000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-03-04T01:35:24.7Z,2,REGULAR,substitution,in,['startperiod'],1642368,,,1610612760,30,31,2025-03-04T01:37:56Z,1730000,False,,,0,,SUB in: N. Dante,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-03-04T01:37:58.3Z,2,REGULAR,period,start,[],0,,,1610612745,30,31,2025-03-04T01:37:58Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M52.00S,2025-03-04T01:38:09.1Z,2,REGULAR,foul,offensive,[],1631466,,,1610612745,30,31,2025-03-04T01:39:49Z,1750000,False,,,0,,N. Williams charge offensive FOUL (1 PF),"[1631466, 1629026]",1610612745.0,HOU,charge,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,1.0,0.0,Williams,1629026.0,,,,,,,,,,,,
181,PT11M52.00S,2025-03-04T01:38:09.1Z,2,REGULAR,turnover,offensive foul,[],1631466,,,1610612745,30,31,2025-03-04T01:39:49Z,1770000,False,,,0,,N. Williams offensive foul TURNOVER (2 TO),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,203593.0,,,,,,,,,,,,,,,,
182,PT11M44.00S,2025-03-04T01:38:34.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631114,83.04862023653088,30.61427696078431,1610612760,30,31,2025-03-04T01:40:15Z,1780000,False,-97.0,107.0,1,right,MISS J. Williams 14' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,Missed,,,14.42,,,,,,,,
183,PT11M41.00S,2025-03-04T01:38:37.2Z,2,REGULAR,rebound,defensive,[],1642368,,,1610612745,30,31,2025-03-04T01:40:15Z,1790000,False,,,0,,N. Dante REBOUND (Off:0 Def:1),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Mid-Range,8-16 Left,,,,,,,,,,182.0,,,,,,1.0,1.0,0.0,,
184,PT11M31.00S,2025-03-04T01:38:45.5Z,2,REGULAR,2pt,Jump Shot,[],1642263,14.586070959264134,66.77772671568627,1610612745,30,33,2025-03-04T01:40:30Z,1800000,False,-84.0,85.0,1,left,R. Sheppard 11' pullup Jump Shot (6 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,,6.0,11.91,,,,,,,,
185,PT11M16.00S,2025-03-04T01:39:09.6Z,2,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612760,30,33,2025-03-04T01:39:14Z,1810000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1642263, 1631096]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,202901.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,
187,PT11M16.00S,2025-03-04T01:39:45.8Z,2,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,30,33,2025-03-04T01:39:45Z,1830000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
188,PT11M16.00S,2025-03-04T01:39:45.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,30,33,2025-03-04T01:39:45Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,
189,PT11M16.00S,2025-03-04T01:39:55.1Z,2,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,31,33,2025-03-04T01:39:55Z,1850000,False,,,0,,C. Holmgren Free Throw 2 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,Made,,5.0,,,,,,,,,
190,PT11M08.00S,2025-03-04T01:40:07.4Z,2,REGULAR,3pt,Jump Shot,[],1642263,9.674770039421814,3.9215686274509802,1610612745,31,33,2025-03-04T01:41:07Z,1860000,False,230.0,38.0,1,left,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.36,,,,,,,,
191,PT11M05.00S,2025-03-04T01:40:10.4Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,31,33,2025-03-04T01:41:07Z,1870000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,,190.0,,,,,,2.0,2.0,0.0,,
192,PT10M52.00S,2025-03-04T01:40:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,81.86596583442838,54.03645833333333,1610612760,31,33,2025-03-04T01:41:32Z,1880000,False,20.0,118.0,1,right,MISS C. Holmgren 11' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,11.97,,,,,,,,
193,PT10M50.00S,2025-03-04T01:40:25.7Z,2,REGULAR,rebound,defensive,[],1642368,,,1610612745,31,33,2025-03-04T01:41:32Z,1890000,False,,,0,,N. Dante REBOUND (Off:0 Def:2),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,192.0,,,,,,2.0,2.0,0.0,,
194,PT10M41.00S,2025-03-04T01:40:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,12.352168199737193,54.91727941176471,1610612745,31,35,2025-03-04T01:41:46Z,1900000,False,-25.0,64.0,1,left,N. Williams 6' driving Layup (2 PTS) (R. Sheppard 2 AST),"[1631466, 1642263]",1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,2.0,6.82,R. Sheppard,1642263.0,2.0,,,,,
196,PT10M32.00S,2025-03-04T01:40:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630598,64.94949080157687,69.10232843137256,1610612760,31,35,2025-03-04T01:42:04Z,1920000,False,96.0,277.0,1,right,MISS A. Wiggins 29' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,29.3,,,,,,,,
197,PT10M29.00S,2025-03-04T01:40:46.5Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,31,35,2025-03-04T01:42:04Z,1930000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,196.0,,,,,,3.0,2.0,1.0,,
198,PT10M24.00S,2025-03-04T01:40:50.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631095,23.12746386333771,40.95435049019608,1610612745,31,37,2025-03-04T01:42:17Z,1940000,False,45.0,165.0,1,left,J. Smith Jr. 17' running pullup Jump Shot (6 PTS),[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,,6.0,17.1,,,,,,,,
199,PT10M12.00S,2025-03-04T01:41:03.8Z,2,REGULAR,2pt,Jump Shot,[],1641717,79.23784494086728,40.17310049019608,1610612760,31,37,2025-03-04T01:42:36Z,1950000,False,-49.0,143.0,1,right,MISS C. Wallace 15' pullup Shot,[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Center,,,,,,,,,Missed,,,15.09,,,,,,,,
200,PT10M09.00S,2025-03-04T01:41:06.8Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,31,37,2025-03-04T01:42:36Z,1960000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,199.0,,,,,,4.0,3.0,1.0,,
201,PT09M54.00S,2025-03-04T01:41:52.0Z,2,REGULAR,jumpball,recovered,[],1631095,,,1610612745,31,37,2025-03-04T01:43:06Z,1970000,False,,,0,,Jump Ball J. Tate vs. C. Wallace: Tip to J. Smith Jr.,"[1631095, 1630256, 1641717]",1610612745.0,HOU,heldball,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Tate,1630256.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,,,,,,
204,PT09M46.00S,2025-03-04T01:41:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,11.95795006570303,64.59099264705883,1610612745,31,39,2025-03-04T01:44:17Z,2000000,False,-73.0,60.0,1,left,J. Smith Jr. 9' fadeaway Jump Shot (8 PTS),[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Made,,8.0,9.44,,,,,,,,
205,PT09M37.00S,2025-03-04T01:42:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,90.67017082785809,34.11075367647058,1610612760,33,39,2025-03-04T01:44:40Z,2010000,False,-79.0,35.0,1,right,C. Wallace 8' driving finger roll Layup (2 PTS),[1641717],1610612760.0,OKC,driving finger roll,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Made,,2.0,8.69,,,,,,,,
206,PT09M24.00S,2025-03-04T01:42:20.3Z,2,REGULAR,turnover,bad pass,[],1642263,,,1610612745,33,39,2025-03-04T01:45:05Z,2020000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 1631114]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,1.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
207,PT09M24.00S,2025-03-04T01:42:20.3Z,2,REGULAR,steal,,[],1631114,,,1610612760,33,39,2025-03-04T01:42:22Z,2030000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT09M20.00S,2025-03-04T01:42:25.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629026,91.98423127463863,41.15349264705882,1610612760,33,39,2025-03-04T01:45:26Z,2040000,False,-44.0,23.0,1,right,MISS K. Williams running Layup - blocked,"[1629026, 1631095]",1610612760.0,OKC,running,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,4.97,,,,,,,Smith Jr.,1631095.0
209,PT09M20.00S,2025-03-04T01:42:25.1Z,2,REGULAR,block,,[],1631095,,,1610612760,33,39,2025-03-04T01:42:27Z,2050000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT09M19.00S,2025-03-04T01:42:26.1Z,2,REGULAR,rebound,defensive,[],1642368,,,1610612745,33,39,2025-03-04T01:45:26Z,2060000,False,,,0,,N. Dante REBOUND (Off:0 Def:3),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,208.0,,,,,,3.0,3.0,0.0,,
211,PT09M13.00S,2025-03-04T01:42:32.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,26.856110381077528,90.19607843137254,1610612745,33,42,2025-03-04T01:45:56Z,2070000,False,-201.0,200.0,1,left,R. Sheppard 28' 3PT running (9 PTS) (J. Tate 1 AST),"[1642263, 1630256]",1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,9.0,28.35,J. Tate,1630256.0,1.0,,,,,
213,PT09M12.00S,2025-03-04T01:42:39.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,33,42,2025-03-04T01:42:39Z,2090000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M12.00S,2025-03-04T01:45:07.5Z,2,REGULAR,substitution,out,[],1630256,,,1610612760,33,42,2025-03-04T01:45:20Z,2100000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M12.00S,2025-03-04T01:45:07.5Z,2,REGULAR,substitution,in,[],1641715,,,1610612760,33,42,2025-03-04T01:45:20Z,2110000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M59.00S,2025-03-04T01:45:40.5Z,2,REGULAR,3pt,Jump Shot,[],1629026,65.39093298291722,43.872549019607845,1610612760,36,42,2025-03-04T01:45:45Z,2120000,False,-31.0,273.0,1,right,K. Williams 27' 3PT  (5 PTS) (C. Wallace 1 AST),"[1629026, 1641717]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,5.0,27.45,C. Wallace,1641717.0,1.0,,,,,
218,PT08M44.00S,2025-03-04T01:45:57.0Z,2,REGULAR,turnover,bad pass,[],1631466,,,1610612745,36,42,2025-03-04T01:47:18Z,2140000,False,,,0,,N. Williams bad pass TURNOVER (3 TO),"[1631466, 1631096]",1610612745.0,HOU,,,,Williams,N. Williams,,,,,Above the Break 3,24+ Left Center,3.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,
219,PT08M44.00S,2025-03-04T01:45:57.0Z,2,REGULAR,steal,,[],1631096,,,1610612760,36,42,2025-03-04T01:45:58Z,2150000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
220,PT08M40.00S,2025-03-04T01:46:01.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631096,88.69908015768725,43.443627450980394,1610612760,36,42,2025-03-04T01:47:52Z,2160000,False,-33.0,54.0,1,right,MISS C. Holmgren 6' running Layup - blocked,"[1631096, 1642368]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.29,,,,,,,Dante,1642368.0
221,PT08M40.00S,2025-03-04T01:46:01.1Z,2,REGULAR,block,,[],1642368,,,1610612760,36,42,2025-03-04T01:48:47Z,2170000,False,,,0,,N. Dante BLOCK (1 BLK),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT08M39.00S,2025-03-04T01:46:02.1Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,36,42,2025-03-04T01:47:52Z,2180000,False,,,0,,K. Williams REBOUND (Off:2 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,220.0,,,,,,2.0,0.0,2.0,,
223,PT08M39.00S,2025-03-04T01:46:04.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1629026,93.5611038107753,43.66957720588235,1610612760,36,42,2025-03-04T01:48:50Z,2190000,False,-32.0,8.0,1,right,MISS K. Williams putback Layup - blocked,"[1629026, 1642368]",1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,3.27,,,,,,,Dante,1642368.0
224,PT08M39.00S,2025-03-04T01:46:04.4Z,2,REGULAR,block,,[],1642368,,,1610612760,36,42,2025-03-04T01:46:06Z,2200000,False,,,0,,N. Dante BLOCK (2 BLK),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT08M38.00S,2025-03-04T01:46:05.4Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,36,42,2025-03-04T01:48:39Z,2210000,False,,,0,,K. Williams REBOUND (Off:3 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,223.0,,,,,,3.0,0.0,3.0,,
226,PT08M31.00S,2025-03-04T01:46:09.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629026,85.9395532194481,48.916207107843135,1610612760,36,42,2025-03-04T01:49:21Z,2220000,False,-5.0,80.0,1,right,MISS K. Williams 7' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,7.99,,,,,,,,
227,PT08M30.00S,2025-03-04T01:46:10.4Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,36,42,2025-03-04T01:49:21Z,2230000,False,,,0,,K. Williams REBOUND (Off:4 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,226.0,,,,,,4.0,0.0,4.0,,
228,PT08M23.00S,2025-03-04T01:46:16.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641717,93.11760840998686,4.901960784313726,1610612760,39,42,2025-03-04T01:54:17Z,2240000,False,-225.0,12.0,1,right,C. Wallace 3PT pullup (5 PTS) (K. Williams 1 AST),"[1641717, 1629026]",1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,5.0,22.58,K. Williams,1629026.0,1.0,,,,,
231,PT07M55.00S,2025-03-04T01:46:57.7Z,2,REGULAR,2pt,Jump Shot,[],1642263,24.31011826544021,51.98376225490196,1610612745,39,44,2025-03-04T01:50:50Z,2270000,False,-10.0,176.0,1,left,R. Sheppard 17' pullup Jump Shot (11 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,,11.0,17.63,,,,,,,,
232,PT07M43.00S,2025-03-04T01:47:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1631466,,,1610612760,39,44,2025-03-04T01:51:55Z,2280000,False,,,0,,N. Williams shooting personal FOUL (2 PF) (Williams 2 FT),"[1631466, 1631114]",1610612745.0,HOU,shooting,,,Williams,N. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,2530.0,2.0,0.0,Williams,1631114.0,,,,,,,,,,,,
234,PT07M43.00S,2025-03-04T01:47:48.9Z,2,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,40,44,2025-03-04T01:47:48Z,2300000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,,
235,PT07M43.00S,2025-03-04T01:48:08.2Z,2,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,41,44,2025-03-04T01:48:08Z,2310000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,Made,,2.0,,,,,,,,,
237,PT07M37.00S,2025-03-04T01:48:24.0Z,2,REGULAR,substitution,out,[],1642263,,,1610612745,41,44,2025-03-04T01:48:29Z,2330000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M37.00S,2025-03-04T01:48:24.0Z,2,REGULAR,substitution,in,[],1628988,,,1610612745,41,44,2025-03-04T01:48:29Z,2340000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M31.00S,2025-03-04T01:48:47.9Z,2,REGULAR,turnover,lost ball,[],1628988,,,1610612745,41,44,2025-03-04T01:54:35Z,2350000,False,,,0,,A. Holiday lost ball TURNOVER (1 TO),"[1628988, 1641717]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
240,PT07M31.00S,2025-03-04T01:48:47.9Z,2,REGULAR,steal,,[],1641717,,,1610612760,41,44,2025-03-04T01:48:49Z,2360000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT07M23.00S,2025-03-04T01:48:55.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641717,77.39816031537451,47.34604779411765,1610612760,43,44,2025-03-04T01:54:55Z,2370000,False,-13.0,160.0,1,right,C. Wallace 16' step back Jump Shot (7 PTS) (A. Wiggins 1 AST),"[1641717, 1630598]",1610612760.0,OKC,step back,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Center,,,,,,,,,Made,,7.0,16.06,A. Wiggins,1630598.0,1.0,,,,,
243,PT07M07.00S,2025-03-04T01:49:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,18.7910643889619,45.3201593137255,1610612745,43,44,2025-03-04T01:55:23Z,2390000,False,23.0,124.0,1,left,MISS A. Holiday 12' driving floating Shot - blocked,"[1628988, 1631096]",1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,12.63,,,,,,,Holmgren,1631096.0
244,PT07M07.00S,2025-03-04T01:49:12.0Z,2,REGULAR,block,,[],1631096,,,1610612745,43,44,2025-03-04T01:49:14Z,2400000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
