actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
164,PT02M18.00S,2022-11-08T00:55:58.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,20,21,2022-11-08T00:56:11Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,163.0,,,,,,,,,,,,,,,,,
165,PT02M18.00S,2022-11-08T00:56:07.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629647,,,1610612765,20,21,2022-11-08T00:56:14Z,1650000,,,0,,D. Bazley loose ball personal FOUL (1 PF) (Duren 2 FT),"[1629647, 1631105]",1610612760.0,OKC,loose ball,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203592.0,1.0,0.0,Duren,1631105.0,,,,,,
167,PT02M18.00S,2022-11-08T00:56:26.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,20,21,2022-11-08T00:56:26Z,1670000,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT02M18.00S,2022-11-08T00:56:26.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,20,21,2022-11-08T00:56:26Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,
169,PT02M18.00S,2022-11-08T00:56:43.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,21,21,2022-11-08T00:56:43Z,1690000,,,0,,J. Duren Free Throw 2 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
170,PT02M11.00S,2022-11-08T00:56:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.171484888304862,47.794117647058826,1610612760,21,23,2022-11-08T00:57:38Z,1700000,11.0,62.0,1,left,S. Gilgeous-Alexander 6' floating Jump Shot (13 PTS),[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,13.0,,,,,,,,,,,,,
171,PT02M11.00S,2022-11-08T00:56:57.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631105,,,1610612760,21,23,2022-11-08T00:57:04Z,1710000,,,0,,J. Duren shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1631105, 1628983]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
173,PT02M11.00S,2022-11-08T00:57:13.5Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,21,24,2022-11-08T00:57:13Z,1730000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
174,PT02M00.00S,2022-11-08T00:57:27.5Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,21,24,2022-11-08T00:57:41Z,1740000,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1629647]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,4.0,Bazley,1629647.0,,,
175,PT02M00.00S,2022-11-08T00:57:27.5Z,1,REGULAR,steal,,[],1629647,,,1610612760,21,24,2022-11-08T00:57:28Z,1750000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
176,PT01M48.00S,2022-11-08T00:57:38.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,19.398817345597898,91.66666666666666,1610612760,21,27,2022-11-08T00:57:43Z,1760000,-208.0,130.0,1,left,T. Mann 24' 3PT step back (3 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,24.54,Made,,,,,3.0,,,,,,,,,,,,,
177,PT01M37.00S,2022-11-08T00:57:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.30026281208936,54.166666666666664,1610612765,23,27,2022-11-08T00:57:55Z,1770000,21.0,1.0,1,right,C. Cunningham driving Layup (4 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,4.0,,,,,,,,,,,,,
178,PT01M16.00S,2022-11-08T00:58:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,6.1268068331143235,49.754901960784316,1610612760,23,29,2022-11-08T01:01:10Z,1780000,1.0,5.0,1,left,D. Bazley driving DUNK (2 PTS) (K. Williams 1 AST),"[1629647, 1629026]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,2.0,,,,,,,,,,,K. Williams,1629026.0,1.0
181,PT01M13.00S,2022-11-08T00:58:19.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,23,29,2022-11-08T00:58:45Z,1810000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT01M13.00S,2022-11-08T00:58:19.6Z,1,REGULAR,substitution,in,[],1630180,,,1610612765,23,29,2022-11-08T00:58:45Z,1820000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M58.20S,2022-11-08T00:58:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,86.94152431011827,55.63725490196079,1610612765,25,29,2022-11-08T00:59:05Z,1830000,28.0,70.0,1,right,K. Hayes 7' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,2.0,,,,,,,,,,,,,
184,PT00M42.50S,2022-11-08T00:59:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.389618922470433,47.30392156862745,1610612760,25,29,2022-11-08T00:59:24Z,1840000,13.0,8.0,1,left,MISS D. Bazley cutting Layup,[1629647],1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
185,PT00M42.50S,2022-11-08T00:59:19.5Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,25,29,2022-11-08T00:59:24Z,1850000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,184.0,1.0,0.0,1.0,,,,,,,,,,,,,,
186,PT00M42.50S,2022-11-08T00:59:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,5.590000152587891,50.0,1610612760,25,31,2022-11-08T00:59:22Z,1860000,0.0,0.0,1,left,K. Williams tip Layup (2 PTS),[1629026],1610612760.0,OKC,tip,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
187,PT00M32.20S,2022-11-08T00:59:35.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612765,25,31,2022-11-08T00:59:46Z,1870000,,,0,,K. Williams shooting personal FOUL (2 PF) (Hayes 2 FT),"[1629026, 1630165]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,2.0,0.0,Hayes,1630165.0,,,,,,
189,PT00M32.20S,2022-11-08T01:00:02.1Z,1,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,25,31,2022-11-08T01:00:02Z,1890000,,,0,,MISS K. Hayes Free Throw 1 of 2,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT00M32.20S,2022-11-08T01:00:02.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,25,31,2022-11-08T01:00:02Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,
191,PT00M32.20S,2022-11-08T01:00:19.2Z,1,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,26,31,2022-11-08T01:00:19Z,1910000,,,0,,K. Hayes Free Throw 2 of 2 (3 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
192,PT00M21.20S,2022-11-08T01:00:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,7.178055190538765,61.76470588235294,1610612760,26,33,2022-11-08T01:03:58Z,1920000,-59.0,15.0,1,left,S. Gilgeous-Alexander 6' driving floating bank Jump Shot (16 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,16.0,,,,,,,,,,,,,
193,PT00M03.00S,2022-11-08T01:00:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,91.14651773981603,53.18627450980392,1610612765,28,33,2022-11-08T01:00:58Z,1930000,16.0,31.0,1,right,I. Livers driving Layup (2 PTS) (K. Hayes 1 AST),"[1630587, 1630165]",1610612765.0,DET,driving,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,2.0,,,,,,,,,,,K. Hayes,1630165.0,1.0
195,PT00M01.10S,2022-11-08T01:00:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630544,54.22141918528253,15.686274509803921,1610612760,28,33,2022-11-08T01:01:46Z,1950000,172.0,457.0,1,left,MISS T. Mann 48' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,48.83,Missed,,,,,,,,,,,,,,,,,,
196,PT00M00.10S,2022-11-08T01:00:59.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,28,33,2022-11-08T01:01:46Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,195.0,,,,,,,,,,,,,,,,,
197,PT00M00.00S,2022-11-08T01:01:06.0Z,1,REGULAR,period,end,[],0,,,1610612760,28,33,2022-11-08T01:01:06Z,1970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-11-08T01:03:20.7Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,28,33,2022-11-08T01:03:50Z,1980000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-11-08T01:03:20.7Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,28,33,2022-11-08T01:03:50Z,1990000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-11-08T01:03:56.3Z,2,REGULAR,period,start,[],0,,,1610612760,28,33,2022-11-08T01:03:56Z,2000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT11M43.00S,2022-11-08T01:04:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,16.63929040735874,50.49019607843137,1610612760,28,35,2022-11-08T01:04:22Z,2010000,-2.0,104.0,1,left,J. Giddey 10' driving floating Jump Shot (3 PTS) (K. Williams 2 AST),"[1630581, 1629026]",1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,,,,3.0,,,,,,,,,,,K. Williams,1629026.0,2.0
203,PT11M23.00S,2022-11-08T01:04:31.7Z,2,REGULAR,3pt,Jump Shot,[],1630587,94.03745072273325,4.6568627450980395,1610612765,28,35,2022-11-08T01:04:41Z,2030000,-227.0,4.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
204,PT11M18.00S,2022-11-08T01:04:36.7Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,28,35,2022-11-08T01:04:41Z,2040000,,,0,,H. Diallo REBOUND (Off:3 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Left Corner 3,24+ Left,,,203.0,3.0,0.0,3.0,,,,,,,,,,,,,,
205,PT11M18.00S,2022-11-08T01:04:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,94.40999984741211,50.0,1610612765,30,35,2022-11-08T01:04:36Z,2050000,0.0,0.0,1,right,H. Diallo tip Layup (2 PTS),[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
206,PT11M12.00S,2022-11-08T01:04:43.3Z,2,REGULAR,turnover,bad pass,[],1630544,,,1610612760,30,35,2022-11-08T01:04:47Z,2060000,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1630544, 1630587]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,2.0,Livers,1630587.0,,,
207,PT11M12.00S,2022-11-08T01:04:43.3Z,2,REGULAR,steal,,[],1630587,,,1610612765,30,35,2022-11-08T01:04:44Z,2070000,,,0,,I. Livers STEAL (1 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
208,PT11M05.00S,2022-11-08T01:04:50.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,73.80091984231275,84.31372549019608,1610612765,30,35,2022-11-08T01:04:56Z,2080000,172.0,194.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
209,PT11M03.00S,2022-11-08T01:04:54.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,30,35,2022-11-08T01:04:54Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,208.0,,,,,,,,,,,,,,,,,
211,PT10M53.00S,2022-11-08T01:05:27.3Z,2,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,30,35,2022-11-08T01:05:43Z,2110000,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627961.0,,,,,1.0,,,,,
212,PT10M38.00S,2022-11-08T01:05:47.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631172,24.52365308804205,86.27450980392157,1610612760,30,35,2022-11-08T01:05:52Z,2120000,-181.0,178.0,1,left,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
213,PT10M34.00S,2022-11-08T01:05:51.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,30,35,2022-11-08T01:05:52Z,2130000,,,0,,K. Williams REBOUND (Off:2 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,212.0,2.0,0.0,2.0,,,,,,,,,,,,,,
214,PT10M28.00S,2022-11-08T01:05:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629026,5.863994743758213,48.03921568627451,1610612760,30,37,2022-11-08T01:06:08Z,2140000,10.0,3.0,1,left,K. Williams reverse Layup (4 PTS) (O. Dieng 1 AST),"[1629026, 1631172]",1610612760.0,OKC,reverse,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,4.0,,,,,,,,,,,O. Dieng,1631172.0,1.0
216,PT10M19.00S,2022-11-08T01:06:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,91.67214191852825,45.09803921568628,1610612765,30,37,2022-11-08T01:09:40Z,2160000,-25.0,26.0,1,right,MISS K. Hayes driving finger roll Layup,[1630165],1610612765.0,DET,driving finger roll,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
217,PT10M18.00S,2022-11-08T01:06:08.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,30,37,2022-11-08T01:06:22Z,2170000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,216.0,,,,,,,,,,,,,,,,,
219,PT10M07.00S,2022-11-08T01:06:29.4Z,2,REGULAR,foul,personal,[],1630180,,,1610612760,30,37,2022-11-08T01:07:05Z,2190000,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1629026]",1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203592.0,1.0,0.0,Williams,1629026.0,,,,,,
221,PT10M07.00S,2022-11-08T01:06:40.4Z,2,REGULAR,substitution,out,[],1628977,,,1610612760,30,37,2022-11-08T01:06:48Z,2210000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M07.00S,2022-11-08T01:06:40.4Z,2,REGULAR,substitution,in,[],1631093,,,1610612760,30,37,2022-11-08T01:06:48Z,2220000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M55.00S,2022-11-08T01:07:02.7Z,2,REGULAR,2pt,Jump Shot,[],1629026,20.05584756898817,19.852941176470587,1610612760,30,37,2022-11-08T01:07:09Z,2230000,151.0,136.0,1,left,MISS K. Williams 20' step back Shot,[1629026],1610612760.0,OKC,step back,,,Williams,K. Williams,,,,,Mid-Range,16-24 Right Center,20.3,Missed,,,,,,,,,,,,,,,,,,
224,PT09M50.00S,2022-11-08T01:07:07.7Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,30,37,2022-11-08T01:07:09Z,2240000,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,
225,PT09M45.00S,2022-11-08T01:07:12.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,80.3712220762155,93.87254901960785,1610612765,33,37,2022-11-08T01:07:19Z,2250000,219.0,132.0,1,right,I. Livers 25' 3PT  (5 PTS) (K. Hayes 2 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,5.0,,,,,,,,,,,K. Hayes,1630165.0,2.0
227,PT09M20.00S,2022-11-08T01:07:37.8Z,2,REGULAR,3pt,Jump Shot,[],1630544,18.610381077529567,92.64705882352942,1610612760,33,40,2022-11-08T01:07:43Z,2270000,-213.0,122.0,1,left,T. Mann 24' 3PT step back (6 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,24.58,Made,,,,,6.0,,,,,,,,,,,,,
228,PT09M00.00S,2022-11-08T01:07:57.2Z,2,REGULAR,2pt,Jump Shot,[],1630165,89.04402102496715,80.14705882352942,1610612765,35,40,2022-11-08T01:08:02Z,2280000,151.0,50.0,1,right,K. Hayes 15' fadeaway bank Jump Shot (5 PTS),[1630165],1610612765.0,DET,fadeaway bank,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,15.89,Made,,,,,5.0,,,,,,,,,,,,,
229,PT08M48.00S,2022-11-08T01:08:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.732588699080158,55.88235294117647,1610612760,35,42,2022-11-08T01:08:13Z,2290000,-29.0,1.0,1,left,J. Giddey Layup (5 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,5.0,,,,,,,,,,,,,
231,PT08M39.00S,2022-11-08T01:08:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,35,42,2022-11-08T01:08:23Z,2310000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M34.00S,2022-11-08T01:11:31.2Z,2,REGULAR,foul,personal,[],1629647,,,1610612765,35,42,2022-11-08T01:11:49Z,2320000,,,0,,D. Bazley personal FOUL (2 PF),"[1629647, 1631093]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201246.0,2.0,0.0,Ivey,1631093.0,,,,,,
234,PT08M25.00S,2022-11-08T01:12:03.2Z,2,REGULAR,3pt,Jump Shot,[],1631093,75.1149802890933,84.55882352941177,1610612765,35,42,2022-11-08T01:12:31Z,2340000,173.0,181.0,1,right,MISS J. Ivey 25' step back 3PT,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
235,PT08M20.00S,2022-11-08T01:12:08.2Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,35,42,2022-11-08T01:12:09Z,2350000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,,
236,PT08M15.00S,2022-11-08T01:12:18.2Z,2,REGULAR,foul,personal,[],1631093,,,1610612760,35,42,2022-11-08T01:12:30Z,2360000,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1629026]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,,201246.0,1.0,0.0,Williams,1629026.0,,,,,,
239,PT08M11.00S,2022-11-08T01:12:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630544,13.87976346911958,2.696078431372549,1610612760,35,45,2022-11-08T01:13:04Z,2390000,237.0,78.0,1,left,T. Mann 24' 3PT  (9 PTS) (D. Bazley 1 AST),"[1630544, 1629647]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,24.9,Made,,,,,9.0,,,,,,,,,,,D. Bazley,1629647.0,1.0
241,PT07M53.00S,2022-11-08T01:13:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.9862023653088,53.18627450980392,1610612765,35,45,2022-11-08T01:13:22Z,2410000,16.0,13.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1629647]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,Bazley,1629647.0,,,,,,,,,,,
738,PT07M53.00S,2022-11-08T01:13:16.4Z,2,REGULAR,block,,[],1629647,,,1610612765,35,45,2022-11-08T02:50:41Z,2415000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT07M48.00S,2022-11-08T01:13:21.4Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,35,45,2022-11-08T01:13:22Z,2420000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,241.0,2.0,1.0,1.0,,,,,,,,,,,,,,
243,PT07M46.00S,2022-11-08T01:13:23.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631172,4.5499342969776615,96.81372549019608,1610612760,35,45,2022-11-08T01:13:31Z,2430000,-234.0,-10.0,1,left,MISS O. Dieng 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
244,PT07M44.00S,2022-11-08T01:13:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,35,45,2022-11-08T01:13:31Z,2440000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,243.0,,,,,,,,,,,,,,,,,
246,PT07M44.00S,2022-11-08T01:13:31.9Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,35,45,2022-11-08T01:13:51Z,2460000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M44.00S,2022-11-08T01:13:31.9Z,2,REGULAR,substitution,out,[],1630587,,,1610612765,35,45,2022-11-08T01:13:51Z,2470000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M44.00S,2022-11-08T01:13:31.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,35,45,2022-11-08T01:13:51Z,2480000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M44.00S,2022-11-08T01:13:31.9Z,2,REGULAR,substitution,in,[],202711,,,1610612765,35,45,2022-11-08T01:13:51Z,2490000,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M28.00S,2022-11-08T01:14:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.9862023653088,55.14705882352941,1610612765,35,45,2022-11-08T01:14:09Z,2500000,26.0,13.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
252,PT07M25.00S,2022-11-08T01:14:07.6Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,35,45,2022-11-08T01:14:09Z,2520000,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,250.0,3.0,1.0,2.0,,,,,,,,,,,,,,
