actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
599,PT11M03.00S,2022-11-08T02:17:51.8Z,4,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,88,85,2022-11-08T02:25:33Z,5930000,,,0,,T. Mann lost ball out-of-bounds TURNOVER (3 TO),[1630544],1610612760.0,OKC,lost ball,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,,,,,3.0,,,,,
600,PT10M50.00S,2022-11-08T02:18:06.3Z,4,REGULAR,turnover,bad pass,[],1630165,,,1610612765,88,85,2022-11-08T02:18:14Z,5940000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1630544]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,Mann,1630544.0,,,
601,PT10M50.00S,2022-11-08T02:18:06.3Z,4,REGULAR,steal,,[],1630544,,,1610612760,88,85,2022-11-08T02:29:50Z,5950000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
602,PT10M44.00S,2022-11-08T02:18:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631172,93.11760840998686,49.754901960784316,1610612760,88,87,2022-11-08T02:18:18Z,5960000,-1.0,12.0,1,right,O. Dieng running Layup (2 PTS) (D. Bazley 3 AST),"[1631172, 1629647]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,,,,,,,,,,,D. Bazley,1629647.0,3.0
604,PT10M37.00S,2022-11-08T02:18:20.1Z,4,REGULAR,turnover,bad pass,[],1628977,,,1610612765,88,87,2022-11-08T02:18:24Z,5980000,,,0,,H. Diallo bad pass TURNOVER (2 TO),"[1628977, 1629647]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,2.0,Bazley,1629647.0,,,
605,PT10M37.00S,2022-11-08T02:18:20.1Z,4,REGULAR,steal,,[],1629647,,,1610612760,88,87,2022-11-08T02:18:21Z,5990000,,,0,,D. Bazley STEAL (3 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
606,PT10M28.00S,2022-11-08T02:18:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631172,90.75229960578186,49.50980392156863,1610612760,88,87,2022-11-08T02:18:33Z,6000000,-2.0,34.0,1,right,MISS O. Dieng driving Layup,[1631172],1610612760.0,OKC,driving,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
607,PT10M25.00S,2022-11-08T02:18:31.1Z,4,REGULAR,rebound,defensive,[],1630587,,,1610612765,88,87,2022-11-08T02:18:31Z,6010000,,,0,,I. Livers REBOUND (Off:0 Def:3),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,606.0,3.0,3.0,0.0,,,,,,,,,,,,,,
608,PT10M04.00S,2022-11-08T02:18:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.178055190538765,47.05882352941176,1610612765,90,87,2022-11-08T02:18:55Z,6020000,15.0,15.0,1,left,J. Duren driving Layup (7 PTS) (K. Hayes 3 AST),"[1631105, 1630165]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,7.0,,,,,,,,,,,K. Hayes,1630165.0,3.0
610,PT09M50.00S,2022-11-08T02:19:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,91.5407358738502,45.83333333333333,1610612760,90,87,2022-11-08T02:19:10Z,6040000,-21.0,27.0,1,right,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
611,PT09M47.00S,2022-11-08T02:19:10.0Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,90,87,2022-11-08T02:19:10Z,6050000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,610.0,4.0,3.0,1.0,,,,,,,,,,,,,,
612,PT09M36.00S,2022-11-08T02:19:22.2Z,4,REGULAR,foul,personal,['2freethrow'],1629647,,,1610612765,90,87,2022-11-08T02:19:36Z,6060000,,,0,,D. Bazley shooting personal FOUL (4 PF) (Bey 2 FT),"[1629647, 1630180]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,4.0,0.0,Bey,1630180.0,,,,,,
614,PT09M36.00S,2022-11-08T02:19:48.6Z,4,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,91,87,2022-11-08T02:19:48Z,6080000,,,0,,S. Bey Free Throw 1 of 2 (16 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
615,PT09M36.00S,2022-11-08T02:20:05.1Z,4,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,92,87,2022-11-08T02:20:05Z,6090000,,,0,,S. Bey Free Throw 2 of 2 (17 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
616,PT09M19.00S,2022-11-08T02:20:22.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,88.91261498028909,34.80392156862745,1610612760,92,87,2022-11-08T02:20:26Z,6100000,-76.0,52.0,1,right,MISS J. Giddey 9' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,9.19,Missed,,,,,,,,,,,,,,,,,,
617,PT09M18.00S,2022-11-08T02:20:23.6Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,92,87,2022-11-08T02:20:26Z,6110000,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,,,616.0,4.0,2.0,2.0,,,,,,,,,,,,,,
618,PT09M00.00S,2022-11-08T02:20:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.521024967148489,47.30392156862745,1610612765,94,87,2022-11-08T02:30:05Z,6120000,13.0,9.0,1,left,S. Bey driving Layup (19 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,19.0,,,,,,,,,,,,,
619,PT09M00.00S,2022-11-08T02:20:53.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,94,87,2022-11-08T02:20:53Z,6130000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT09M00.00S,2022-11-08T02:23:06.6Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,94,87,2022-11-08T02:23:38Z,6140000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT09M00.00S,2022-11-08T02:23:06.6Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,94,87,2022-11-08T02:23:38Z,6150000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT09M00.00S,2022-11-08T02:23:06.6Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,94,87,2022-11-08T02:23:38Z,6160000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT09M00.00S,2022-11-08T02:23:06.6Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,94,87,2022-11-08T02:23:38Z,6170000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT08M48.00S,2022-11-08T02:23:56.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.24901445466492,47.30392156862745,1610612760,94,89,2022-11-08T02:24:02Z,6180000,-13.0,11.0,1,right,S. Gilgeous-Alexander cutting Layup (31 PTS) (O. Dieng 2 AST),"[1628983, 1631172]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,31.0,,,,,,,,,,,O. Dieng,1631172.0,2.0
627,PT08M35.00S,2022-11-08T02:24:10.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.046649145860711,52.450980392156865,1610612765,96,89,2022-11-08T02:24:19Z,6200000,-12.0,14.0,1,left,H. Diallo driving finger roll Layup (9 PTS) (K. Hayes 4 AST),"[1628977, 1630165]",1610612765.0,DET,driving finger roll,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,9.0,,,,,,,,,,,K. Hayes,1630165.0,4.0
629,PT08M21.00S,2022-11-08T02:24:23.4Z,4,REGULAR,3pt,Jump Shot,[],1631172,78.66294349540078,91.91176470588235,1610612760,96,89,2022-11-08T02:24:28Z,6220000,210.0,148.0,1,right,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
630,PT08M18.00S,2022-11-08T02:24:26.4Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,96,89,2022-11-08T02:24:28Z,6230000,,,0,,H. Diallo REBOUND (Off:4 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,629.0,6.0,2.0,4.0,,,,,,,,,,,,,,
631,PT08M05.00S,2022-11-08T02:24:40.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,11.251642575558476,54.65686274509803,1610612765,96,89,2022-11-08T02:24:45Z,6240000,-23.0,53.0,1,left,MISS H. Diallo floating Shot,[1628977],1610612765.0,DET,floating,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
632,PT08M03.00S,2022-11-08T02:24:41.6Z,4,REGULAR,rebound,offensive,[],1628977,,,1610612765,96,89,2022-11-08T02:24:41Z,6250000,,,0,,H. Diallo REBOUND (Off:5 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,631.0,7.0,2.0,5.0,,,,,,,,,,,,,,
633,PT08M02.00S,2022-11-08T02:24:42.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,7.30946123521682,50.73529411764706,1610612765,98,89,2022-11-08T02:24:47Z,6260000,-4.0,16.0,1,left,H. Diallo Layup (11 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,11.0,,,,,,,,,,,,,
634,PT07M47.00S,2022-11-08T02:24:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631172,91.27792378449409,54.41176470588235,1610612760,98,89,2022-11-08T02:25:20Z,6270000,22.0,29.0,1,right,MISS O. Dieng driving Layup,[1631172],1610612760.0,OKC,driving,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
635,PT07M46.00S,2022-11-08T02:25:00.0Z,4,REGULAR,rebound,offensive,[],1629647,,,1610612760,98,89,2022-11-08T02:25:20Z,6280000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,634.0,4.0,3.0,1.0,,,,,,,,,,,,,,
636,PT07M46.00S,2022-11-08T02:25:02.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,94.40999984741211,50.0,1610612760,98,89,2022-11-08T02:25:02Z,6290000,0.0,0.0,1,right,MISS D. Bazley tip Layup,[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
637,PT07M46.00S,2022-11-08T02:25:02.9Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,98,89,2022-11-08T02:25:02Z,6300000,,,0,,H. Diallo REBOUND (Off:5 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,,,636.0,8.0,3.0,5.0,,,,,,,,,,,,,,
638,PT07M46.00S,2022-11-08T02:25:05.6Z,4,REGULAR,foul,personal,[],1629647,,,1610612765,98,89,2022-11-08T02:25:13Z,6310000,,,0,,D. Bazley personal FOUL (5 PF),"[1629647, 1628977]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627961.0,5.0,0.0,Diallo,1628977.0,,,,,,
640,PT07M46.00S,2022-11-08T02:25:10.9Z,4,REGULAR,substitution,out,[],1629647,,,1610612765,98,89,2022-11-08T02:25:20Z,6330000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT07M46.00S,2022-11-08T02:25:10.9Z,4,REGULAR,substitution,in,[],203488,,,1610612765,98,89,2022-11-08T02:25:20Z,6340000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT07M30.00S,2022-11-08T02:25:46.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,11.251642575558476,57.59803921568627,1610612765,98,89,2022-11-08T02:25:57Z,6350000,-38.0,53.0,1,left,MISS K. Hayes 6' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
643,PT07M27.00S,2022-11-08T02:25:49.6Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,98,89,2022-11-08T02:25:57Z,6360000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),0-8 Center,,,642.0,3.0,3.0,0.0,,,,,,,,,,,,,,
644,PT07M19.00S,2022-11-08T02:25:56.9Z,4,REGULAR,3pt,Jump Shot,[],1629026,70.25295663600527,75.98039215686273,1610612760,98,89,2022-11-08T02:26:02Z,6370000,130.0,227.0,1,right,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
645,PT07M16.00S,2022-11-08T02:25:59.9Z,4,REGULAR,rebound,defensive,[],1630587,,,1610612765,98,89,2022-11-08T02:26:02Z,6380000,,,0,,I. Livers REBOUND (Off:0 Def:4),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,644.0,4.0,4.0,0.0,,,,,,,,,,,,,,
646,PT07M03.00S,2022-11-08T02:26:12.7Z,4,REGULAR,3pt,Jump Shot,[],1630587,9.806176084099869,3.6764705882352944,1610612765,98,89,2022-11-08T02:26:17Z,6390000,232.0,40.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
647,PT07M01.00S,2022-11-08T02:26:14.7Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,98,89,2022-11-08T02:26:17Z,6400000,,,0,,M. Muscala REBOUND (Off:0 Def:4),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,646.0,4.0,4.0,0.0,,,,,,,,,,,,,,
648,PT06M56.00S,2022-11-08T02:26:21.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203488,66.70499342969777,52.20588235294118,1610612760,98,92,2022-11-08T02:26:26Z,6410000,11.0,260.0,1,right,M. Muscala 26' 3PT  (6 PTS) (K. Williams 3 AST),"[203488, 1629026]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,26.07,Made,,,,,6.0,,,,,,,,,,,K. Williams,1629026.0,3.0
650,PT06M26.00S,2022-11-08T02:26:50.6Z,4,REGULAR,3pt,Jump Shot,[],1630180,30.962549277266753,35.049019607843135,1610612765,98,92,2022-11-08T02:26:57Z,6430000,75.0,239.0,1,left,MISS S. Bey 25' step back 3PT,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.0,Missed,,,,,,,,,,,,,,,,,,
651,PT06M20.00S,2022-11-08T02:26:56.6Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,98,92,2022-11-08T02:26:57Z,6440000,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,650.0,1.0,1.0,0.0,,,,,,,,,,,,,,
652,PT06M13.00S,2022-11-08T02:27:03.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203488,79.89487516425756,35.80729166666667,1610612760,98,94,2022-11-08T02:27:12Z,6450000,-71.0,136.0,1,right,M. Muscala 15' pullup bank Jump Shot (8 PTS) (S. Gilgeous-Alexander 5 AST),"[203488, 1628983]",1610612760.0,OKC,pullup bank,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,15.39,Made,,,,,8.0,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,5.0
654,PT06M04.00S,2022-11-08T02:27:15.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,98,94,2022-11-08T02:27:15Z,6470000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,98,94,2022-11-08T02:29:59Z,6480000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,out,[],1628977,,,1610612765,98,94,2022-11-08T02:29:59Z,6490000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,out,[],1630165,,,1610612765,98,94,2022-11-08T02:29:59Z,6500000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,98,94,2022-11-08T02:29:59Z,6510000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,98,94,2022-11-08T02:29:59Z,6520000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT06M04.00S,2022-11-08T02:29:35.4Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,98,94,2022-11-08T02:29:59Z,6530000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M49.00S,2022-11-08T02:30:25.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,7.703679369250986,50.245098039215684,1610612765,100,94,2022-11-08T02:30:32Z,6540000,-1.0,20.0,1,left,S. Bey driving DUNK (21 PTS) (I. Stewart 1 AST),"[1630180, 1630191]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,21.0,,,,,,,,,,,I. Stewart,1630191.0,1.0
663,PT05M36.00S,2022-11-08T02:30:38.1Z,4,REGULAR,3pt,Jump Shot,[],203488,93.24901445466492,4.901960784313726,1610612760,100,94,2022-11-08T02:30:42Z,6560000,-225.0,11.0,1,right,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
664,PT05M34.00S,2022-11-08T02:30:40.1Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,100,94,2022-11-08T02:30:42Z,6570000,,,0,,K. Williams REBOUND (Off:5 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,663.0,6.0,1.0,5.0,,,,,,,,,,,,,,
665,PT05M33.00S,2022-11-08T02:30:45.0Z,4,REGULAR,foul,personal,[],1630595,,,1610612760,100,94,2022-11-08T02:31:01Z,6580000,,,0,,C. Cunningham personal FOUL (4 PF),"[1630595, 203488]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left,,,,,,,,,,1627961.0,4.0,0.0,Muscala,203488.0,,,,,,
667,PT05M22.00S,2022-11-08T02:31:17.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,83.26215505913272,26.96078431372549,1610612760,100,94,2022-11-08T02:31:22Z,6600000,-115.0,105.0,1,right,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,15.57,Missed,,,,,,,,,,,,,,,,,,
668,PT05M19.00S,2022-11-08T02:31:19.5Z,4,REGULAR,rebound,offensive,[],1631114,,,1610612760,100,94,2022-11-08T02:31:19Z,6610000,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,667.0,2.0,1.0,1.0,,,,,,,,,,,,,,
669,PT05M13.00S,2022-11-08T02:31:25.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,82.91721419185282,32.37591911764706,1610612760,100,96,2022-11-08T02:31:32Z,6620000,-88.0,108.0,1,right,S. Gilgeous-Alexander 13' pullup Jump Shot (33 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.95,Made,,,,,33.0,,,,,,,,,,,,,
670,PT04M45.00S,2022-11-08T02:31:56.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,6.389618922470433,40.19607843137255,1610612765,100,96,2022-11-08T02:32:31Z,6630000,49.0,8.0,1,left,MISS I. Livers driving Layup,[1630587],1610612765.0,DET,driving,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
671,PT04M44.00S,2022-11-08T02:31:57.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,100,96,2022-11-08T02:32:31Z,6640000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,670.0,,,,,,,,,,,,,,,,,
672,PT04M43.00S,2022-11-08T02:32:01.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612765,100,96,2022-11-08T02:32:11Z,6650000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,203592.0,,,,,,,,,,
673,PT04M28.00S,2022-11-08T02:32:28.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,86.81011826544021,41.911764705882355,1610612760,100,96,2022-11-08T02:38:37Z,6660000,-40.0,71.0,1,right,MISS S. Gilgeous-Alexander 8' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,8.21,Missed,,,,,,,,,,,,,,,,,,
674,PT04M28.00S,2022-11-08T02:32:28.2Z,4,REGULAR,rebound,defensive,[],1630587,,,1610612765,100,96,2022-11-08T02:32:34Z,6670000,,,0,,I. Livers REBOUND (Off:0 Def:5),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),8-16 Center,,,673.0,5.0,5.0,0.0,,,,,,,,,,,,,,
675,PT04M11.00S,2022-11-08T02:32:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.492115637319317,42.15686274509804,1610612765,102,96,2022-11-08T02:32:50Z,6680000,39.0,27.0,1,left,C. Cunningham driving Layup (18 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,,,,,18.0,,,,,,,,,,,,,
676,PT04M00.00S,2022-11-08T02:33:00.0Z,4,REGULAR,foul,personal,[],1630180,,,1610612760,102,96,2022-11-08T02:33:24Z,6690000,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 203488]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,,,,,,,,,,203592.0,2.0,0.0,Muscala,203488.0,,,,,,
678,PT04M00.00S,2022-11-08T02:33:08.9Z,4,REGULAR,substitution,out,[],1630587,,,1610612760,102,96,2022-11-08T02:33:13Z,6710000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT04M00.00S,2022-11-08T02:33:08.9Z,4,REGULAR,substitution,in,[],202711,,,1610612760,102,96,2022-11-08T02:33:13Z,6720000,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT03M51.00S,2022-11-08T02:33:30.3Z,4,REGULAR,3pt,Jump Shot,[],203488,72.48685939553219,19.852941176470587,1610612760,102,99,2022-11-08T02:33:36Z,6730000,-151.0,206.0,1,right,M. Muscala 25' 3PT  (11 PTS) (K. Williams 4 AST),"[203488, 1629026]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,25.53,Made,,,,,11.0,,,,,,,,,,,K. Williams,1629026.0,4.0
