actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT12M00.00S,2023-01-14T00:38:11.0Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,28,32,2023-01-14T00:38:34Z,1710000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-01-14T00:38:11.0Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612765,28,32,2023-01-14T00:38:34Z,1720000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-14T00:38:42.5Z,2,REGULAR,period,start,[],0,,,1610612765,28,32,2023-01-14T00:38:42Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M44.00S,2023-01-14T00:38:58.0Z,2,REGULAR,3pt,Jump Shot,[],202692,33.98488830486202,34.55882352941176,1610612765,28,32,2023-01-14T00:39:03Z,1740000,False,77.0,267.0,1,left,MISS A. Burks 27' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
176,PT11M41.00S,2023-01-14T00:39:01.0Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,28,32,2023-01-14T00:39:03Z,1750000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,175.0,4.0,3.0,1.0,,,,,,,,,,,,,
177,PT11M30.00S,2023-01-14T00:39:11.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,89.04402102496715,54.41176470588235,1610612740,28,32,2023-01-14T00:39:16Z,1760000,False,22.0,50.0,1,right,MISS J. Hayes driving Hook,[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
178,PT11M28.00S,2023-01-14T00:39:13.8Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,28,32,2023-01-14T00:39:16Z,1770000,False,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,
179,PT11M15.00S,2023-01-14T00:39:29.1Z,2,REGULAR,2pt,Jump Shot,[],1631093,17.16491458607096,70.58823529411765,1610612765,30,32,2023-01-14T00:40:12Z,1780000,False,-103.0,109.0,1,left,J. Ivey 14' pullup Jump Shot (2 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,14.98,Made,2.0,,,,,,,,,,,,,,,,,
180,PT11M15.00S,2023-01-14T00:39:32.5Z,2,REGULAR,foul,personal,['1freethrow'],1628984,,,1610612765,30,32,2023-01-14T00:39:40Z,1790000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Ivey 1 FT),"[1628984, 1631093]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,1627526.0,,1.0,0.0,Ivey,1631093.0,,,,,,,
182,PT11M15.00S,2023-01-14T00:39:55.0Z,2,REGULAR,freethrow,1 of 1,[],1631093,,,1610612765,31,32,2023-01-14T00:39:55Z,1810000,False,,,0,,J. Ivey Free Throw 1 of 1 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
183,PT11M03.00S,2023-01-14T00:40:07.6Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612740,31,32,2023-01-14T00:40:11Z,1820000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 202692]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,,,,,,Burks,202692.0,,
184,PT11M03.00S,2023-01-14T00:40:07.6Z,2,REGULAR,steal,,[],202692,,,1610612765,31,32,2023-01-14T00:40:09Z,1830000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
185,PT10M59.00S,2023-01-14T00:40:13.3Z,2,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612765,31,32,2023-01-14T00:40:21Z,1840000,False,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Diallo 2 FT),"[1630631, 1628977]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,1.0,0.0,Diallo,1628977.0,,,,,,,
187,PT10M59.00S,2023-01-14T00:40:39.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628977,,,1610612765,32,32,2023-01-14T00:40:57Z,1860000,False,,,0,,H. Diallo Free Throw 1 of 2 (1 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
188,PT10M59.00S,2023-01-14T00:40:39.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628977,,,1610612765,32,32,2023-01-14T00:40:57Z,1870000,False,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT10M57.00S,2023-01-14T00:40:41.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,32,32,2023-01-14T00:40:57Z,1880000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,188.0,2.0,1.0,1.0,,,,,,,,,,,,,
190,PT10M52.00S,2023-01-14T00:41:07.2Z,2,REGULAR,foul,personal,[],1630587,,,1610612740,32,32,2023-01-14T00:41:19Z,1890000,False,,,0,,I. Livers personal FOUL (2 PF),"[1630587, 1626204]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,,,,,,,,204058.0,,2.0,0.0,Nance Jr.,1626204.0,,,,,,,
192,PT10M42.00S,2023-01-14T00:41:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630631,93.11760840998686,95.83333333333334,1610612740,32,32,2023-01-14T00:41:35Z,1910000,False,229.0,12.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
193,PT10M38.00S,2023-01-14T00:41:33.4Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612765,32,32,2023-01-14T00:41:33Z,1920000,False,,,0,,K. Knox II REBOUND (Off:0 Def:2),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,
194,PT10M30.00S,2023-01-14T00:41:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,6.915243101182654,44.6078431372549,1610612765,34,32,2023-01-14T00:41:46Z,1930000,False,27.0,13.0,1,left,H. Diallo Layup (3 PTS) (J. Ivey 3 AST),"[1628977, 1631093]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,2.98,Made,3.0,,,,,,,,,,,J. Ivey,1631093.0,3.0,,,,
196,PT10M15.00S,2023-01-14T00:42:08.3Z,2,REGULAR,3pt,Jump Shot,[],1628984,69.20170827858082,70.83333333333334,1610612740,34,35,2023-01-14T00:43:25Z,1950000,False,104.0,237.0,1,right,D. Graham 25' 3PT pullup (3 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.89,Made,3.0,,,,,,,,,,,,,,,,,
198,PT10M01.00S,2023-01-14T00:42:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.440867279894875,54.41176470588235,1610612765,36,35,2023-01-14T00:42:36Z,1970000,False,-22.0,17.0,1,left,H. Diallo driving Layup (5 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,2.81,Made,5.0,,,,,,,,,,,,,,,,,
199,PT09M42.00S,2023-01-14T00:42:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,92.32917214191852,46.81372549019608,1610612740,36,35,2023-01-14T00:42:55Z,1980000,False,-16.0,20.0,1,right,MISS D. Graham driving Layup,[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
200,PT09M41.00S,2023-01-14T00:42:52.1Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,36,35,2023-01-14T00:42:55Z,1990000,False,,,0,,J. Ivey REBOUND (Off:0 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,
201,PT09M37.00S,2023-01-14T00:42:56.2Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,36,35,2023-01-14T00:43:03Z,2000000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1626204]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,Nance Jr.,1626204.0,,
202,PT09M37.00S,2023-01-14T00:42:56.2Z,2,REGULAR,steal,,[],1626204,,,1610612740,36,35,2023-01-14T00:43:00Z,2010000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
203,PT09M32.00S,2023-01-14T00:43:01.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,94.03745072273325,51.9607843137255,1610612740,36,37,2023-01-14T00:43:08Z,2020000,False,10.0,4.0,1,right,N. Marshall running DUNK (2 PTS) (D. Graham 1 AST),"[1630230, 1628984]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,,,,,,,,,,,D. Graham,1628984.0,1.0,,,,
205,PT09M18.00S,2023-01-14T00:43:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,13.222733245729303,40.44117647058824,1610612765,36,37,2023-01-14T00:43:21Z,2040000,False,48.0,72.0,1,left,MISS A. Burks 8' driving Layup,[202692],1610612765.0,DET,driving,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Right,8.63,Missed,,,,,,,,,,,,,,,,,,
206,PT09M13.00S,2023-01-14T00:43:20.3Z,2,REGULAR,rebound,offensive,[],202692,,,1610612765,36,37,2023-01-14T00:43:20Z,2050000,False,,,0,,A. Burks REBOUND (Off:1 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Right,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,,
207,PT09M13.00S,2023-01-14T00:43:20.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202692,5.590000152587891,50.0,1610612765,38,37,2023-01-14T00:43:20Z,2060000,False,0.0,0.0,1,left,A. Burks tip Layup (2 PTS),[202692],1610612765.0,DET,tip,,,Burks,A. Burks,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
208,PT08M58.00S,2023-01-14T00:43:35.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,90.62089356110381,57.59803921568627,1610612740,38,37,2023-01-14T00:43:41Z,2070000,False,38.0,36.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
209,PT08M58.00S,2023-01-14T00:43:37.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,38,37,2023-01-14T00:43:37Z,2080000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,208.0,5.0,3.0,2.0,,,,,,,,,,,,,
210,PT08M58.00S,2023-01-14T00:43:43.9Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612740,38,37,2023-01-14T00:43:50Z,2090000,False,,,0,,A. Burks shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[202692, 1626204]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,1.0,0.0,Nance Jr.,1626204.0,,,,,,,
212,PT08M58.00S,2023-01-14T00:44:07.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626204,,,1610612740,38,37,2023-01-14T00:44:07Z,2110000,False,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT08M58.00S,2023-01-14T00:44:07.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,38,37,2023-01-14T00:44:07Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,
214,PT08M58.00S,2023-01-14T00:44:26.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626204,,,1610612740,38,38,2023-01-14T00:44:26Z,2130000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (4 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
215,PT08M39.00S,2023-01-14T00:44:47.8Z,2,REGULAR,3pt,Jump Shot,[],1631093,34.510512483574246,41.66666666666667,1610612765,38,38,2023-01-14T00:46:37Z,2140000,False,42.0,272.0,1,left,MISS J. Ivey 27' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,27.51,Missed,,,,,,,,,,,,,,,,,,
216,PT08M33.00S,2023-01-14T00:44:53.8Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,38,38,2023-01-14T00:44:54Z,2150000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,215.0,6.0,4.0,2.0,,,,,,,,,,,,,
217,PT08M29.00S,2023-01-14T00:45:00.0Z,2,REGULAR,turnover,discontinued dribble,[],1630631,,,1610612740,38,38,2023-01-14T00:45:07Z,2160000,False,,,0,,J. Alvarado discontinued dribble TURNOVER (1 TO),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right Center,,,,,,,,2882.0,1.0,,,,,,,,,,,
218,PT08M23.00S,2023-01-14T00:45:14.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628977,14.273981603153747,44.36274509803921,1610612765,38,38,2023-01-14T00:45:19Z,2170000,False,28.0,82.0,1,left,MISS H. Diallo 8' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,8.64,Missed,,,,,,,,,,,,,,,,,,
219,PT08M20.00S,2023-01-14T00:45:17.4Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,38,38,2023-01-14T00:45:19Z,2180000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Center,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT08M13.00S,2023-01-14T00:45:27.9Z,2,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612740,38,38,2023-01-14T00:45:48Z,2190000,False,,,0,,H. Diallo shooting personal FOUL (3 PF) (Marshall 2 FT),"[1628977, 1630230]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627526.0,,3.0,0.0,Marshall,1630230.0,,,,,,,
222,PT08M13.00S,2023-01-14T00:45:53.8Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,38,39,2023-01-14T00:45:53Z,2210000,False,,,0,,N. Marshall Free Throw 1 of 2 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
223,PT08M13.00S,2023-01-14T00:45:55.3Z,2,REGULAR,substitution,out,[],1628977,,,1610612740,38,39,2023-01-14T00:46:05Z,2220000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M13.00S,2023-01-14T00:45:55.3Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,38,39,2023-01-14T00:46:05Z,2230000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M13.00S,2023-01-14T00:45:55.3Z,2,REGULAR,substitution,in,[],202711,,,1610612740,38,39,2023-01-14T00:46:05Z,2240000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M13.00S,2023-01-14T00:45:55.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,38,39,2023-01-14T00:46:05Z,2250000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M13.00S,2023-01-14T00:46:21.1Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,38,40,2023-01-14T00:46:21Z,2260000,False,,,0,,N. Marshall Free Throw 2 of 2 (4 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
228,PT07M53.00S,2023-01-14T00:46:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612765,38,40,2023-01-14T00:46:57Z,2270000,False,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630631, 202711]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627526.0,,2.0,0.0,Bogdanovic,202711.0,,,,,,,
230,PT07M53.00S,2023-01-14T00:47:14.0Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,39,40,2023-01-14T00:47:14Z,2290000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (15 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
231,PT07M53.00S,2023-01-14T00:47:30.6Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,40,40,2023-01-14T00:47:30Z,2300000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (16 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
232,PT07M48.00S,2023-01-14T00:47:51.2Z,2,REGULAR,foul,technical,['1freethrow'],1628977,,,1610612740,40,40,2023-01-14T00:48:02Z,2310000,False,,,0,,H. Diallo technical FOUL (1 Tech),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,1627526.0,,3.0,1.0,,,,,,,,,
233,PT07M48.00S,2023-01-14T00:48:03.7Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,40,41,2023-01-14T00:48:03Z,2320000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (8 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
234,PT07M48.00S,2023-01-14T00:48:10.2Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,40,41,2023-01-14T00:48:13Z,2330000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M48.00S,2023-01-14T00:48:10.2Z,2,REGULAR,substitution,in,[],203468,,,1610612740,40,41,2023-01-14T00:48:13Z,2340000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M39.00S,2023-01-14T00:48:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,91.27792378449409,44.11764705882353,1610612740,40,41,2023-01-14T00:48:40Z,2350000,False,-29.0,29.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,,,,,
237,PT07M37.00S,2023-01-14T00:48:38.1Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612765,40,41,2023-01-14T00:48:40Z,2360000,False,,,0,,K. Knox II REBOUND (Off:0 Def:3),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,
238,PT07M32.00S,2023-01-14T00:48:42.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628995,7.30946123521682,40.44117647058824,1610612765,42,41,2023-01-14T00:48:50Z,2370000,False,48.0,16.0,1,left,K. Knox II driving floating Jump Shot (2 PTS),[1628995],1610612765.0,DET,driving floating,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,2.0,,,,,,,,,,,,,,,,,
239,PT07M22.00S,2023-01-14T00:48:54.0Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,42,41,2023-01-14T00:49:01Z,2380000,False,,,0,,C. McCollum lost ball out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,lost ball,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left,,,,,,,,2882.0,1.0,,,,,,,,,,,
240,PT07M00.00S,2023-01-14T00:49:20.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,4.812746386333772,95.83333333333334,1610612765,42,41,2023-01-14T00:49:38Z,2390000,False,-229.0,-7.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
241,PT06M59.00S,2023-01-14T00:49:21.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,42,41,2023-01-14T00:49:38Z,2400000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,,240.0,,,,,,,,,,,,,,,,
243,PT06M59.00S,2023-01-14T00:49:39.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,42,41,2023-01-14T00:49:39Z,2420000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,out,[],202692,,,1610612740,42,41,2023-01-14T00:52:10Z,2430000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,out,[],1628995,,,1610612740,42,41,2023-01-14T00:52:10Z,2440000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,42,41,2023-01-14T00:52:10Z,2450000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,42,41,2023-01-14T00:52:10Z,2460000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,42,41,2023-01-14T00:52:10Z,2470000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,in,[],203457,,,1610612740,42,41,2023-01-14T00:52:10Z,2480000,False,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,42,41,2023-01-14T00:52:10Z,2490000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M59.00S,2023-01-14T00:51:44.0Z,2,REGULAR,substitution,in,[],202685,,,1610612740,42,41,2023-01-14T00:52:10Z,2500000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M33.00S,2023-01-14T00:52:50.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,93.64323258869908,49.50980392156863,1610612740,42,43,2023-01-14T00:52:55Z,2510000,False,-2.0,7.0,1,right,D. Daniels DUNK (4 PTS) (C. McCollum 4 AST),"[1630700, 203468]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,,C. McCollum,203468.0,4.0,,,,
254,PT06M22.00S,2023-01-14T00:53:06.6Z,2,REGULAR,foul,personal,[],1630700,,,1610612765,42,43,2023-01-14T00:53:35Z,2530000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 202711]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,204058.0,,2.0,0.0,Bogdanovic,202711.0,,,,,,,
