actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
179,PT12M00.00S,2023-03-12T00:42:16.2Z,2,REGULAR,period,start,[],0,,,1610612765,30,35,2023-03-12T00:42:16Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M47.00S,2023-03-12T00:42:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630181,69.85873850197109,75.49019607843137,1610612765,30,35,2023-03-12T00:42:34Z,1780000,False,127.0,231.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
182,PT11M41.00S,2023-03-12T00:42:34.6Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,30,35,2023-03-12T00:42:34Z,1790000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,181.0,1.0,1.0,0.0,,,,
183,PT11M29.00S,2023-03-12T00:42:45.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,7.30946123521682,49.754901960784316,1610612754,30,37,2023-03-12T00:42:49Z,1800000,False,1.0,16.0,1,left,J. Smith DUNK (4 PTS) (J. Nwora 1 AST),"[1630188, 1629670]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.62,Made,4.0,,,,,,,J. Nwora,1629670.0,1.0,,,,,,,,
185,PT11M16.00S,2023-03-12T00:43:01.0Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612765,30,37,2023-03-12T00:43:12Z,1820000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Duren 2 FT),"[201949, 1631105]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Duren,1631105.0,,,,,,,,,,,,
187,PT11M16.00S,2023-03-12T00:43:34.3Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,31,37,2023-03-12T00:43:34Z,1840000,False,,,0,,J. Duren Free Throw 1 of 2 (5 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
188,PT11M16.00S,2023-03-12T00:43:50.4Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,32,37,2023-03-12T00:43:50Z,1850000,False,,,0,,J. Duren Free Throw 2 of 2 (6 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
189,PT10M55.00S,2023-03-12T00:44:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.966491458607096,45.588235294117645,1610612754,32,37,2023-03-12T00:45:38Z,1860000,False,22.0,22.0,1,left,MISS J. Smith cutting Layup,[1630188],1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
190,PT10M54.00S,2023-03-12T00:44:12.0Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,32,37,2023-03-12T00:44:15Z,1870000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,189.0,4.0,2.0,2.0,,,,
191,PT10M45.00S,2023-03-12T00:44:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.27792378449409,50.245098039215684,1610612765,34,37,2023-03-12T00:44:24Z,1880000,False,1.0,29.0,1,right,J. Duren Layup (8 PTS) (C. Joseph 4 AST),"[1631105, 202709]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.95,Made,8.0,,,,,,,C. Joseph,202709.0,4.0,,,,,,,,
193,PT10M31.00S,2023-03-12T00:44:35.2Z,2,REGULAR,3pt,Jump Shot,[],1629670,23.340998685939553,87.00980392156863,1610612754,34,37,2023-03-12T00:44:40Z,1900000,False,-185.0,167.0,1,left,MISS J. Nwora 24' 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
194,PT10M28.00S,2023-03-12T00:44:38.2Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,34,37,2023-03-12T00:44:40Z,1910000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,193.0,5.0,3.0,2.0,,,,
195,PT10M23.00S,2023-03-12T00:44:43.2Z,2,REGULAR,3pt,Jump Shot,[],202709,73.53810775295663,82.35294117647058,1610612765,37,37,2023-03-12T00:44:58Z,1920000,False,162.0,196.0,1,right,C. Joseph 25' 3PT  (3 PTS) (R. McGruder 1 AST),"[202709, 203585]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,25.43,Made,3.0,,,,,,,R. McGruder,203585.0,1.0,,,,,,,,
197,PT10M11.00S,2023-03-12T00:44:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,7.835085413929041,56.127450980392155,1610612754,37,39,2023-03-12T00:46:44Z,1940000,False,-31.0,21.0,1,left,J. Johnson driving finger roll Layup (6 PTS),[201949],1610612754.0,IND,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.72,Made,6.0,,,,,,,,,,,,,,,,,
198,PT09M58.00S,2023-03-12T00:45:08.4Z,2,REGULAR,2pt,Jump Shot,[],1631105,79.58278580814718,42.40196078431372,1610612765,37,39,2023-03-12T00:45:13Z,1950000,False,-38.0,139.0,1,right,MISS J. Duren 14' pullup Shot,[1631105],1610612765.0,DET,pullup,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,14.45,Missed,,,,,,,,,,,,,,,,,,
199,PT09M54.00S,2023-03-12T00:45:12.4Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,37,39,2023-03-12T00:45:16Z,1960000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,198.0,1.0,1.0,0.0,,,,
200,PT09M51.00S,2023-03-12T00:45:21.4Z,2,REGULAR,foul,offensive,[],1629670,,,1610612754,37,39,2023-03-12T00:45:29Z,1970000,False,,,0,,J. Nwora charge offensive FOUL (2 PF),"[1629670, 1630647]",1610612754.0,IND,charge,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,2.0,0.0,Omoruyi,1630647.0,,,,,,,,,,,,
202,PT09M51.00S,2023-03-12T00:45:21.4Z,2,REGULAR,turnover,offensive foul,[],1629670,,,1610612754,37,39,2023-03-12T00:45:21Z,1990000,False,,,0,,J. Nwora offensive foul TURNOVER (1 TO),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,,,,,1.0,,,,,,,,,,,
203,PT09M51.00S,2023-03-12T00:45:30.5Z,2,REGULAR,substitution,out,[],201949,,,1610612765,37,39,2023-03-12T00:45:32Z,2000000,False,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M51.00S,2023-03-12T00:45:30.5Z,2,REGULAR,substitution,in,[],201588,,,1610612765,37,39,2023-03-12T00:45:32Z,2010000,False,,,0,,SUB in: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M42.00S,2023-03-12T00:45:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202709,93.11760840998686,45.83333333333333,1610612765,37,39,2023-03-12T00:47:50Z,2020000,False,-21.0,12.0,1,right,MISS C. Joseph driving finger roll Layup,[202709],1610612765.0,DET,driving finger roll,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
206,PT09M37.00S,2023-03-12T00:45:54.8Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,37,39,2023-03-12T00:52:27Z,2030000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,
209,PT09M35.00S,2023-03-12T00:45:56.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,21.23850197109067,8.823529411764707,1610612754,37,39,2023-03-12T00:50:22Z,2060000,False,206.0,147.0,1,left,MISS O. Brissett 25' running 3PT,[1629052],1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
210,PT09M34.00S,2023-03-12T00:45:57.9Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,37,39,2023-03-12T00:46:01Z,2070000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,209.0,6.0,4.0,2.0,,,,
211,PT09M28.00S,2023-03-12T00:46:05.1Z,2,REGULAR,3pt,Jump Shot,[],1630647,79.84559789750328,6.127450980392156,1610612765,37,39,2023-03-12T00:46:16Z,2080000,False,-219.0,137.0,1,right,MISS E. Omoruyi 25' 3PT,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
212,PT09M22.00S,2023-03-12T00:46:11.1Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,37,39,2023-03-12T00:46:16Z,2090000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,
213,PT09M13.00S,2023-03-12T00:46:22.4Z,2,REGULAR,foul,personal,[],203585,,,1610612754,37,39,2023-03-12T00:46:46Z,2100000,False,,,0,,R. McGruder personal FOUL (3 PF),"[203585, 1630188]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,3.0,0.0,Smith,1630188.0,,,,,,,,,,,,
215,PT09M13.00S,2023-03-12T00:46:36.8Z,2,REGULAR,substitution,out,[],203585,,,1610612754,37,39,2023-03-12T00:46:43Z,2120000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M13.00S,2023-03-12T00:46:36.8Z,2,REGULAR,substitution,in,[],1630165,,,1610612754,37,39,2023-03-12T00:46:43Z,2130000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M03.00S,2023-03-12T00:47:07.7Z,2,REGULAR,2pt,Jump Shot,[],1630188,10.988830486202366,22.30392156862745,1610612754,37,39,2023-03-12T00:53:32Z,2140000,False,138.0,51.0,1,left,MISS J. Smith 14' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,14.75,Missed,,,,,,,,,,,,,,,,,,
218,PT09M02.00S,2023-03-12T00:47:08.7Z,2,REGULAR,rebound,offensive,[],1629670,,,1610612754,37,39,2023-03-12T00:47:12Z,2150000,False,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,217.0,2.0,1.0,1.0,,,,
220,PT09M00.00S,2023-03-12T00:47:15.1Z,2,REGULAR,foul,personal,['2freethrow'],202709,,,1610612754,37,39,2023-03-12T00:47:22Z,2170000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (Nwora 2 FT),"[202709, 1629670]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,203593.0,1.0,0.0,Nwora,1629670.0,,,,,,,,,,,,
222,PT09M00.00S,2023-03-12T00:47:35.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629670,,,1610612754,37,40,2023-03-12T00:47:35Z,2190000,False,,,0,,J. Nwora Free Throw 1 of 2 (6 PTS),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
223,PT09M00.00S,2023-03-12T00:47:42.3Z,2,REGULAR,substitution,out,[],1631105,,,1610612754,37,40,2023-03-12T00:47:44Z,2200000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M00.00S,2023-03-12T00:47:42.3Z,2,REGULAR,substitution,in,[],1630164,,,1610612754,37,40,2023-03-12T00:47:44Z,2210000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M00.00S,2023-03-12T00:47:35.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629670,,,1610612754,37,40,2023-03-12T00:47:59Z,2220000,False,,,0,,MISS J. Nwora Free Throw 2 of 2,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT08M57.00S,2023-03-12T00:47:38.7Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,37,40,2023-03-12T00:47:59Z,2230000,False,,,0,,O. Brissett REBOUND (Off:1 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,225.0,3.0,2.0,1.0,,,,
227,PT08M53.00S,2023-03-12T00:48:01.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629670,16.507884362680684,46.32352941176471,1610612754,37,42,2023-03-12T00:48:06Z,2240000,False,18.0,103.0,1,left,J. Nwora 10' driving floating Jump Shot (8 PTS) (O. Brissett 1 AST),"[1629670, 1629052]",1610612754.0,IND,driving floating,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,8.0,,,,,,,O. Brissett,1629052.0,1.0,,,,,,,,
229,PT08M42.00S,2023-03-12T00:48:14.5Z,2,REGULAR,turnover,traveling,[],1630165,,,1610612765,37,42,2023-03-12T00:48:20Z,2260000,False,,,0,,K. Hayes traveling TURNOVER (2 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,203592.0,,,,,2.0,,,,,,,,,,,
230,PT08M31.00S,2023-03-12T00:48:34.9Z,2,REGULAR,foul,personal,['2freethrow'],202709,,,1610612754,37,42,2023-03-12T00:48:49Z,2270000,False,,,0,,C. Joseph shooting personal FOUL (2 PF) (Brissett 2 FT),"[202709, 1629052]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,2715.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,
232,PT08M31.00S,2023-03-12T00:48:56.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629052,,,1610612754,37,42,2023-03-12T00:48:56Z,2290000,False,,,0,,MISS O. Brissett Free Throw 1 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
233,PT08M31.00S,2023-03-12T00:48:56.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,37,42,2023-03-12T00:48:56Z,2300000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,
234,PT08M31.00S,2023-03-12T00:49:00.0Z,2,REGULAR,substitution,out,[],201588,,,1610612754,37,42,2023-03-12T00:49:11Z,2310000,False,,,0,,SUB out: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M31.00S,2023-03-12T00:49:00.0Z,2,REGULAR,substitution,out,[],1629670,,,1610612754,37,42,2023-03-12T00:49:11Z,2320000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M31.00S,2023-03-12T00:49:00.0Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,37,42,2023-03-12T00:49:11Z,2330000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M31.00S,2023-03-12T00:49:00.0Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,37,42,2023-03-12T00:49:11Z,2340000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M31.00S,2023-03-12T00:49:20.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629052,,,1610612754,37,43,2023-03-12T00:49:20Z,2350000,False,,,0,,O. Brissett Free Throw 2 of 2 (1 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
239,PT08M13.00S,2023-03-12T00:49:41.3Z,2,REGULAR,3pt,Jump Shot,[],202709,73.53810775295663,16.911764705882355,1610612765,40,43,2023-03-12T00:49:45Z,2360000,False,-165.0,196.0,1,right,C. Joseph 25' 3PT  (6 PTS) (R. Hampton 1 AST),"[202709, 1630181]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,25.66,Made,6.0,,,,,,,R. Hampton,1630181.0,1.0,,,,,,,,
241,PT08M08.00S,2023-03-12T00:49:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.5722733245729295,49.50980392156863,1610612754,40,45,2023-03-12T00:55:28Z,2380000,False,2.0,19.0,1,left,J. Smith cutting finger roll Layup (6 PTS) (A. Nembhard 5 AST),"[1630188, 1629614]",1610612754.0,IND,cutting finger roll,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.89,Made,6.0,,,,,,,A. Nembhard,1629614.0,5.0,,,,,,,,
243,PT08M08.00S,2023-03-12T00:49:52.1Z,2,REGULAR,foul,personal,['1freethrow'],1630181,,,1610612754,40,45,2023-03-12T00:50:02Z,2400000,False,,,0,,R. Hampton shooting personal FOUL (1 PF) (Smith 1 FT),"[1630181, 1630188]",1610612765.0,DET,shooting,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,,203593.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,
245,PT08M08.00S,2023-03-12T00:50:16.1Z,2,REGULAR,freethrow,1 of 1,[],1630188,,,1610612754,40,45,2023-03-12T00:50:21Z,2420000,False,,,0,,MISS J. Smith Free Throw 1 of 1,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT08M04.00S,2023-03-12T00:50:20.1Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,40,45,2023-03-12T00:50:21Z,2430000,False,,,0,,I. Jackson REBOUND (Off:3 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,245.0,3.0,0.0,3.0,,,,
247,PT08M04.00S,2023-03-12T00:50:19.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,5.590000152587891,50.0,1610612754,40,45,2023-03-12T00:50:19Z,2440000,False,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
248,PT08M03.00S,2023-03-12T00:50:19.9Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,40,45,2023-03-12T00:50:19Z,2450000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,
249,PT08M03.00S,2023-03-12T00:50:23.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630188,9.411957950065702,44.36274509803921,1610612754,40,47,2023-03-12T00:56:24Z,2460000,False,28.0,36.0,1,left,J. Smith floating Jump Shot (8 PTS),[1630188],1610612754.0,IND,floating,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,8.0,,,,,,,,,,,,,,,,,
250,PT08M03.00S,2023-03-12T00:50:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630164,,,1610612754,40,47,2023-03-12T00:50:34Z,2470000,False,,,0,,J. Wiseman shooting personal FOUL (3 PF) (Smith 1 FT),"[1630164, 1630188]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,3.0,0.0,Smith,1630188.0,,,,,,,,,,,,
252,PT08M03.00S,2023-03-12T00:50:43.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630188,,,1610612754,40,48,2023-03-12T00:50:43Z,2490000,False,,,0,,J. Smith Free Throw 1 of 1 (9 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
253,PT07M59.00S,2023-03-12T00:50:51.6Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612765,40,48,2023-03-12T00:50:58Z,2500000,False,,,0,,I. Jackson shooting personal FOUL (2 PF) (Hampton 2 FT),"[1630543, 1630181]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,203592.0,2.0,0.0,Hampton,1630181.0,,,,,,,,,,,,
255,PT07M59.00S,2023-03-12T00:51:14.2Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612765,40,48,2023-03-12T00:51:14Z,2520000,False,,,0,,MISS R. Hampton Free Throw 1 of 2,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT07M59.00S,2023-03-12T00:51:14.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,40,48,2023-03-12T00:51:14Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,255.0,,,,,,,
257,PT07M59.00S,2023-03-12T00:51:29.8Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612765,41,48,2023-03-12T00:51:29Z,2540000,False,,,0,,R. Hampton Free Throw 2 of 2 (4 PTS),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
258,PT07M43.00S,2023-03-12T00:51:53.6Z,2,REGULAR,turnover,bad pass,[],1629614,,,1610612754,41,48,2023-03-12T00:51:58Z,2550000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1630165]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,,,Hayes,1630165.0
259,PT07M43.00S,2023-03-12T00:51:53.6Z,2,REGULAR,steal,,[],1630165,,,1610612765,41,48,2023-03-12T01:05:37Z,2560000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT07M38.00S,2023-03-12T00:51:58.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630647,92.9862023653088,46.07843137254902,1610612765,43,48,2023-03-12T00:52:04Z,2570000,False,-20.0,13.0,1,right,E. Omoruyi running Layup (5 PTS),[1630647],1610612765.0,DET,running,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.37,Made,5.0,,,,,,,,,,,,,,,,,
261,PT07M27.00S,2023-03-12T00:52:18.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630647,,,1610612754,43,48,2023-03-12T00:52:25Z,2580000,False,,,0,,E. Omoruyi personal FOUL (2 PF) (Nembhard 2 FT),"[1630647, 1629614]",1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,2.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,
263,PT07M27.00S,2023-03-12T00:52:36.7Z,2,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,43,49,2023-03-12T00:52:36Z,2600000,False,,,0,,A. Nembhard Free Throw 1 of 2 (6 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
264,PT07M27.00S,2023-03-12T00:52:48.2Z,2,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,43,50,2023-03-12T00:52:48Z,2610000,False,,,0,,A. Nembhard Free Throw 2 of 2 (7 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
265,PT07M14.00S,2023-03-12T00:53:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,88.38699080157687,53.431372549019606,1610612765,45,50,2023-03-12T00:53:13Z,2620000,False,17.0,57.0,1,right,K. Hayes pullup Jump Shot (5 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,5.0,,,,,,,,,,,,,,,,,
266,PT06M59.00S,2023-03-12T00:53:21.8Z,2,REGULAR,turnover,out-of-bounds,[],1630537,,,1610612754,45,50,2023-03-12T00:53:40Z,2630000,False,,,0,,C. Duarte bad pass out-of-bounds TURNOVER (2 TO),[1630537],1610612754.0,IND,bad pass,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,203592.0,,,,,2.0,,,,,,,,,,,
267,PT06M59.00S,2023-03-12T00:53:27.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,45,50,2023-03-12T00:53:27Z,2640000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M59.00S,2023-03-12T00:55:42.7Z,2,REGULAR,substitution,out,[],1630164,,,1610612765,45,50,2023-03-12T00:56:08Z,2650000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
