actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
171,PT11M45.00S,2022-10-28T23:41:39.3Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,30,35,2022-10-28T23:41:39Z,1710000,,,0,,J. Ivey Free Throw 1 of 2 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
172,PT11M45.00S,2022-10-28T23:41:56.5Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,31,35,2022-10-28T23:41:56Z,1720000,,,0,,J. Ivey Free Throw 2 of 2 (4 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
173,PT11M27.00S,2022-10-28T23:42:15.0Z,2,REGULAR,3pt,Jump Shot,[],203200,74.4250985545335,12.5,1610612737,31,35,2022-10-28T23:42:19Z,1730000,-188.0,188.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
174,PT11M24.00S,2022-10-28T23:42:18.0Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,31,35,2022-10-28T23:42:19Z,1740000,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,173.0,2.0,1.0,1.0,,,,,,,,,,,
175,PT11M10.00S,2022-10-28T23:42:40.4Z,2,REGULAR,foul,offensive,[],1631105,,,1610612765,31,35,2022-10-28T23:42:50Z,1750000,,,0,,J. Duren charge offensive FOUL (1 PF),"[1631105, 1630552]",1610612765.0,DET,charge,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Johnson,1630552.0,,,
177,PT11M10.00S,2022-10-28T23:42:40.4Z,2,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,31,35,2022-10-28T23:42:40Z,1770000,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,,,,,1.0,,
178,PT10M54.00S,2022-10-28T23:43:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628988,93.87319316688567,46.07843137254902,1610612737,31,35,2022-10-28T23:43:40Z,1780000,-20.0,5.0,1,right,MISS A. Holiday driving Layup - blocked,"[1628988, 1631105]",1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.03,Missed,,Duren,1631105.0,,,,,,,,,,,,,,,
179,PT10M54.00S,2022-10-28T23:43:11.2Z,2,REGULAR,block,,[],1631105,,,1610612737,31,35,2022-10-28T23:43:13Z,1790000,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT10M51.00S,2022-10-28T23:43:14.2Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,31,35,2022-10-28T23:43:25Z,1800000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,
181,PT10M41.00S,2022-10-28T23:43:23.8Z,2,REGULAR,3pt,Jump Shot,[],202709,32.90078843626807,67.40196078431373,1610612765,31,35,2022-10-28T23:43:27Z,1810000,-87.0,257.0,1,left,MISS C. Joseph 27' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
182,PT10M38.00S,2022-10-28T23:43:26.4Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,31,35,2022-10-28T23:43:26Z,1820000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,
183,PT10M32.00S,2022-10-28T23:43:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.87319316688567,53.431372549019606,1610612737,31,35,2022-10-28T23:43:43Z,1830000,17.0,5.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
184,PT10M31.00S,2022-10-28T23:43:34.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,31,35,2022-10-28T23:43:43Z,1840000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,183.0,,,,,,,,,,,,,,
186,PT10M15.00S,2022-10-28T23:43:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,16.737844940867276,60.53921568627451,1610612765,33,35,2022-10-28T23:44:02Z,1860000,-53.0,105.0,1,left,J. Ivey 11' pullup Jump Shot (6 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,6.0,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2022-10-28T23:44:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,94.66162943495401,44.85294117647059,1610612737,33,37,2022-10-28T23:44:18Z,1870000,-26.0,-2.0,1,right,O. Okongwu cutting Layup (4 PTS) (J. Holiday 1 AST),"[1630168, 203200]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.58,Made,4.0,,,,,,,J. Holiday,203200.0,1.0,,,,,,,,
189,PT09M52.00S,2022-10-28T23:44:21.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,6.619579500657039,44.11764705882353,1610612765,33,37,2022-10-28T23:47:05Z,1890000,29.0,10.0,1,left,MISS J. Duren turnaround Hook - blocked,"[1631105, 1630168]",1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.1,Missed,,Okongwu,1630168.0,,,,,,,,,,,,,,,
190,PT09M52.00S,2022-10-28T23:44:21.9Z,2,REGULAR,block,,[],1630168,,,1610612765,33,37,2022-10-28T23:44:24Z,1900000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT09M49.00S,2022-10-28T23:44:24.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,33,37,2022-10-28T23:44:26Z,1910000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,
192,PT09M42.00S,2022-10-28T23:44:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,94.53022339027595,52.94117647058824,1610612737,33,39,2022-10-28T23:44:49Z,1920000,15.0,-1.0,1,right,A. Holiday driving Layup (4 PTS) (O. Okongwu 1 AST),"[1628988, 1630168]",1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,,,,,,,O. Okongwu,1630168.0,1.0,,,,,,,,
194,PT09M42.00S,2022-10-28T23:44:38.3Z,2,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612737,33,39,2022-10-28T23:44:46Z,1940000,,,0,,J. Duren shooting personal FOUL (2 PF) (Holiday 1 FT),"[1631105, 1628988]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,2.0,0.0,Holiday,1628988.0,,,
196,PT09M42.00S,2022-10-28T23:45:00.0Z,2,REGULAR,freethrow,1 of 1,[],1628988,,,1610612737,33,40,2022-10-28T23:45:00Z,1960000,,,0,,A. Holiday Free Throw 1 of 1 (5 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
197,PT09M22.00S,2022-10-28T23:45:22.4Z,2,REGULAR,3pt,Jump Shot,[],1631093,29.221419185282528,85.04901960784314,1610612765,36,40,2022-10-28T23:45:46Z,1970000,-175.0,222.0,1,left,J. Ivey 28' 3PT pullup (9 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,28.3,Made,9.0,,,,,,,,,,,,,,,,,
198,PT09M01.00S,2022-10-28T23:45:43.1Z,2,REGULAR,3pt,Jump Shot,[],203200,65.88370565045992,56.372549019607845,1610612737,36,40,2022-10-28T23:46:14Z,1980000,32.0,268.0,1,right,MISS J. Holiday 27' pullup 3PT,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,27.01,Missed,,,,,,,,,,,,,,,,,,
199,PT09M00.00S,2022-10-28T23:45:44.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,36,40,2022-10-28T23:45:47Z,1990000,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,198.0,3.0,1.0,2.0,,,,,,,,,,,
200,PT08M58.00S,2022-10-28T23:45:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,93.61038107752957,52.69607843137255,1610612737,36,42,2022-10-28T23:46:18Z,2000000,13.0,8.0,1,right,O. Okongwu putback Layup (6 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.55,Made,6.0,,,,,,,,,,,,,,,,,
201,PT08M45.00S,2022-10-28T23:46:02.7Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612765,36,42,2022-10-28T23:46:17Z,2010000,,,0,,J. Holiday shooting personal FOUL (3 PF) (Duren 2 FT),"[203200, 1631105]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,3.0,0.0,Duren,1631105.0,,,
203,PT08M45.00S,2022-10-28T23:46:36.8Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,37,42,2022-10-28T23:46:36Z,2030000,,,0,,J. Duren Free Throw 1 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
204,PT08M45.00S,2022-10-28T23:46:37.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612765,37,42,2022-10-28T23:46:56Z,2040000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M45.00S,2022-10-28T23:46:37.7Z,2,REGULAR,substitution,out,[],203200,,,1610612765,37,42,2022-10-28T23:46:56Z,2050000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M45.00S,2022-10-28T23:46:37.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612765,37,42,2022-10-28T23:46:56Z,2060000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M45.00S,2022-10-28T23:46:37.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612765,37,42,2022-10-28T23:46:56Z,2070000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M45.00S,2022-10-28T23:46:59.5Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,38,42,2022-10-28T23:46:59Z,2080000,,,0,,J. Duren Free Throw 2 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
209,PT08M30.00S,2022-10-28T23:47:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,94.53022339027595,53.18627450980392,1610612737,38,44,2022-10-28T23:47:51Z,2090000,16.0,-1.0,1,right,O. Okongwu driving Layup (8 PTS),[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,,,,,,,,,,,,,,,,,
210,PT08M16.00S,2022-10-28T23:47:30.1Z,2,REGULAR,3pt,Jump Shot,[],1630587,9.116294349540084,3.4313725490196134,1610612765,38,44,2022-10-28T23:47:34Z,2100000,233.0,33.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
211,PT08M15.00S,2022-10-28T23:47:32.0Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,38,44,2022-10-28T23:47:32Z,2110000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Right Corner 3,24+ Right,,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,,
212,PT08M12.00S,2022-10-28T23:47:33.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,7.670827858081481,47.549019607843135,1610612765,40,44,2022-10-28T23:47:38Z,2120000,12.0,20.0,1,left,J. Duren DUNK (5 PTS) (H. Diallo 2 AST),"[1631105, 1628977]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.31,Made,5.0,,,,,,,H. Diallo,1628977.0,2.0,,,,,,,,
214,PT07M53.00S,2022-10-28T23:47:52.8Z,2,REGULAR,3pt,Jump Shot,[],1629631,72.32260183968462,80.88235294117646,1610612737,40,44,2022-10-28T23:47:57Z,2140000,154.0,208.0,1,right,MISS D. Hunter 25' step back 3PT,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
215,PT07M51.00S,2022-10-28T23:47:54.8Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,40,44,2022-10-28T23:47:57Z,2150000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,,,,214.0,3.0,2.0,1.0,,,,,,,,,,,
216,PT07M42.00S,2022-10-28T23:48:04.0Z,2,REGULAR,turnover,lost ball,[],1628977,,,1610612765,40,44,2022-10-28T23:48:10Z,2160000,,,0,,H. Diallo lost ball TURNOVER (1 TO),"[1628977, 1628988]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Holiday,1628988.0
217,PT07M42.00S,2022-10-28T23:48:04.0Z,2,REGULAR,steal,,[],1628988,,,1610612737,40,44,2022-10-28T23:48:05Z,2170000,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
218,PT07M37.00S,2022-10-28T23:48:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,94.00459921156373,45.09803921568627,1610612737,40,46,2022-10-28T23:48:14Z,2180000,-25.0,4.0,1,right,D. Murray running Layup (12 PTS) (A. Holiday 1 AST),"[1627749, 1628988]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.48,Made,12.0,,,,,,,A. Holiday,1628988.0,1.0,,,,,,,,
220,PT07M27.00S,2022-10-28T23:48:23.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,40,46,2022-10-28T23:48:23Z,2200000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,40,46,2022-10-28T23:51:04Z,2210000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,40,46,2022-10-28T23:51:04Z,2220000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,out,[],1628988,,,1610612765,40,46,2022-10-28T23:51:04Z,2230000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,40,46,2022-10-28T23:51:04Z,2240000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,40,46,2022-10-28T23:51:04Z,2250000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M27.00S,2022-10-28T23:48:23.9Z,2,REGULAR,substitution,in,[],1631100,,,1610612765,40,46,2022-10-28T23:51:04Z,2260000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M13.00S,2022-10-28T23:51:30.7Z,2,REGULAR,foul,personal,[],1629631,,,1610612765,40,46,2022-10-28T23:51:41Z,2270000,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 202709]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,200832.0,2.0,0.0,Joseph,202709.0,,,
229,PT07M13.00S,2022-10-28T23:51:59.3Z,2,REGULAR,foul,personal,[],1631100,,,1610612765,40,46,2022-10-28T23:59:20Z,2290000,,,0,,A. Griffin personal FOUL (1 PF),"[1631100, 1628977]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201638.0,1.0,0.0,Diallo,1628977.0,,,
231,PT07M04.00S,2022-10-28T23:52:17.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631100,,,1610612765,40,46,2022-10-28T23:52:26Z,2310000,,,0,,A. Griffin personal FOUL (2 PF) (Cunningham 2 FT),"[1631100, 1630595]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200832.0,2.0,0.0,Cunningham,1630595.0,,,
233,PT07M04.00S,2022-10-28T23:53:01.7Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,41,46,2022-10-28T23:53:01Z,2330000,,,0,,C. Cunningham Free Throw 1 of 2 (16 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
234,PT07M04.00S,2022-10-28T23:53:13.3Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,42,46,2022-10-28T23:53:13Z,2340000,,,0,,C. Cunningham Free Throw 2 of 2 (17 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
235,PT06M58.00S,2022-10-28T23:53:26.5Z,2,REGULAR,foul,personal,[],1630587,,,1610612737,42,46,2022-10-28T23:53:42Z,2350000,,,0,,I. Livers personal FOUL (1 PF),"[1630587, 1628381]",1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,200832.0,1.0,0.0,Collins,1628381.0,,,
237,PT06M58.00S,2022-10-28T23:53:53.7Z,2,REGULAR,foul,personal,[],1630587,,,1610612737,42,46,2022-10-28T23:54:06Z,2370000,,,0,,I. Livers personal FOUL (2 PF),"[1630587, 1628381]",1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,2.0,0.0,Collins,1628381.0,,,
239,PT06M47.00S,2022-10-28T23:54:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,91.77069645203679,39.950980392156865,1610612737,42,46,2022-10-29T00:00:35Z,2390000,-50.0,25.0,1,right,MISS D. Hunter pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
240,PT06M45.00S,2022-10-28T23:54:17.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,42,46,2022-10-29T00:00:35Z,2400000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,239.0,4.0,4.0,0.0,,,,,,,,,,,
241,PT06M39.00S,2022-10-28T23:54:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,6.750985545335084,53.18627450980392,1610612765,44,46,2022-10-28T23:54:39Z,2410000,-16.0,11.0,1,left,H. Diallo Layup (4 PTS) (C. Cunningham 3 AST),"[1628977, 1630595]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.93,Made,4.0,,,,,,,C. Cunningham,1630595.0,3.0,,,,,,,,
243,PT06M30.00S,2022-10-28T23:54:33.8Z,2,REGULAR,3pt,Jump Shot,[],1629631,94.79303547963207,3.9215686274509807,1610612737,44,46,2022-10-28T23:54:42Z,2430000,-230.0,-4.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
244,PT06M30.00S,2022-10-28T23:54:33.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,44,46,2022-10-28T23:54:42Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,243.0,,,,,,,,,,,,,,
245,PT06M30.00S,2022-10-28T23:54:39.4Z,2,REGULAR,foul,personal,[],1630191,,,1610612737,44,46,2022-10-28T23:55:12Z,2450000,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 1630168]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,200832.0,1.0,0.0,Okongwu,1630168.0,,,
247,PT06M30.00S,2022-10-28T23:54:48.0Z,2,REGULAR,substitution,out,[],1630587,,,1610612737,44,46,2022-10-28T23:54:59Z,2470000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M30.00S,2022-10-28T23:54:48.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612737,44,46,2022-10-28T23:54:59Z,2480000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M24.00S,2022-10-28T23:55:11.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631100,79.41852825229961,43.872549019607845,1610612737,44,48,2022-10-28T23:55:15Z,2490000,-31.0,141.0,1,right,A. Griffin 14' Jump Shot (2 PTS) (O. Okongwu 2 AST),"[1631100, 1630168]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Center,14.43,Made,2.0,,,,,,,O. Okongwu,1630168.0,2.0,,,,,,,,
251,PT06M14.00S,2022-10-28T23:55:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630595,33.42641261498029,39.950980392156865,1610612765,44,48,2022-10-28T23:55:25Z,2510000,50.0,262.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
252,PT06M13.00S,2022-10-28T23:55:22.8Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,44,48,2022-10-28T23:55:25Z,2520000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,
253,PT06M07.00S,2022-10-28T23:55:36.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612737,44,48,2022-10-28T23:55:54Z,2530000,,,0,,C. Cunningham personal FOUL (2 PF) (Okongwu 2 FT),"[1630595, 1630168]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,2.0,0.0,Okongwu,1630168.0,,,
255,PT06M07.00S,2022-10-28T23:55:58.6Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,44,49,2022-10-28T23:55:58Z,2550000,,,0,,O. Okongwu Free Throw 1 of 2 (9 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
256,PT06M07.00S,2022-10-28T23:55:59.2Z,2,REGULAR,substitution,out,[],1627749,,,1610612737,44,49,2022-10-28T23:56:10Z,2560000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M07.00S,2022-10-28T23:55:59.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,44,49,2022-10-28T23:56:10Z,2570000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M07.00S,2022-10-28T23:56:19.7Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,44,50,2022-10-28T23:56:19Z,2580000,,,0,,O. Okongwu Free Throw 2 of 2 (10 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
